# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Editorial ^jj+atrb+++=EDITORIAL
Roger ^np++++=Roger
ordered ^vbd+++xvbn+=ordered
him ^pp3o+pp3+++=him
strapped ^vbd+++xvbn+=strapped
to ^in++++=to
that ^dt+dem+++=that
same ^ap++++=same
chair ^nn++++=chair
and ^cc++++=and
flogged ^vbd+++xvbn+=flogged.
. ^zz++++=EXTRAWORD
Thereafter ^nn+nom+++=Thereafter
both ^abx++++=both
men ^nns++++=men
were ^vbd+bed+aux++=were
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
Press ^nn++++=Press
Four ^cd++++=Four.
. ^zz++++=EXTRAWORD
Clancy ^np+++??+=Clancy
lost ^vbd+++xvbn+=lost
three ^cd++++=three
fingers ^nns+nom+++=fingers
before ^cs+sub+++=before
the ^ati++++=the
week ^nn++++=week
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Munster ^np+nom++??+=Munster
lost ^vbd+++xvbn+=lost
a ^at++++=a
foot ^nn++++=foot
the ^ati++++=the
following ^jj+atrb++xvbg+=following
month ^nn++++=month.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
applied ^vbd+++xvbnx+=applied
to ^in++++=to
the ^ati++++=the
Relief ^nn++++=Relief
Fund ^nn++++=Fund.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
claims ^nns++++=claims
were ^vbd+bed+aux++=were
denied ^vpsv++agls+xvbnx+=denied
because ^cs+cos+++=because
their ^pp$+pp3+++=their
injuries ^nns++++=injuries
had ^vbd+hvd+aux++=had
interrupted ^vprf+++xvbnx+=interrupted
production ^nn+nom+++=production.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
permitted ^vpsv++agls+xvbnx+=permitted
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
of ^in++++=of
Elias ^np+++??+=Elias?
? ^zz++++=EXTRAWORD
Roger ^np++++=Roger
could ^md+pos+++=could
have ^vb+hv+aux++=have
hanged ^vprf+++xvbnx+=hanged
him ^pp3o+pp3+++=him
for ^in++++=for
approaching ^xvbg+++xvbg+=approaching
the ^ati++++=the
palace ^nn++++=palace
in ^in++++=in
disguise ^nn++++=disguise.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
he ^pp3a+pp3+++=he
spared ^vbd+++xvbnx+=spared
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
official ^jj+atrb+++=official
family ^nn++++=family
history ^nn++++=history
calls ^vbz++++=calls
an ^at++++=an
act ^nn++++=act
of ^in++++=of
magnificent ^jj+atrb+++=magnificent
compassion ^nn++++=compassion.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
Roger ^np++++=Roger
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
the ^ati++++=the
position ^nn+nom+++=position
of ^in++++=of
overseer ^nn+nom+++=overseer.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
master ^npt++++=master
believed ^vbd+vprv+tht0+xvbn+=believed
every ^at++++=every
brave ^jj+atrb+++=brave
slave ^nn++++=slave
desired ^vbd+vsua++xvbn+=desired
only ^rb+down+++=only
a ^at++++=a
whip ^nn++++=whip
and ^cc++++=and
somebody ^pn++++=somebody
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Bloody ^jj+atrb+++=Bloody
Vange ^np+++??+=Vange
had ^vbd+hvd+aux++=had
desired ^vprf+++xvbnx+=desired
so ^pn++++=so.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not
every ^at++++=every
man ^nn++++=man?
? ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
refused ^vbd+++xvbn+=refused.
. ^zz++++=EXTRAWORD
Roger ^np++++=Roger
offered ^vbd+++xvbn+=offered
money ^nn++++=money.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
asked ^vbd+vsua++xvbn+=asked
that ^tht+vcmp+++=that
Tom ^np++++=Tom
Dixon ^np++++=Dixon
receive ^vb++++=receive
aid ^nn++++=aid,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Ann ^np++++=Ann
be ^vb+be+aux++=be
released ^vpsv++agls+xvbnx+=released
from ^in++++=from
her ^pp$+pp3+++=her
inherited ^vbd+++xvbn+=inherited
debt ^nn++++=debt,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
the ^ati++++=the
dead ^jj+atrb+++=dead
children ^nns++++=children
be ^vb+be+aux++=be
entered ^vpsv++agls+xvbnx+=entered
honestly ^rb+cnj+++=honestly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
a ^at++++=a
worker ^nn++++=worker
elected ^vwbn+++xvbn+=elected
by ^in++++=by
the ^ati++++=the
barracks ^nns++++=barracks
keep ^vb++++=keep
a ^at++++=a
second ^od++++=second
copy ^nn++++=copy
of ^in++++=of
the ^ati++++=the
fund ^nn++++=fund
accounts ^nns++++=accounts.
. ^zz++++=EXTRAWORD
Roger ^np++++=Roger
agreed ^vbd+vpub++xvbn+=agreed
to ^in++++=to
the ^ati++++=the
first ^rb++++=first
three ^cd++++=three
requests ^nns++++=requests.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fourth ^od++++=fourth
troubled ^jj+++xvbn+=troubled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
worker ^nn++++=worker
cannot ^md+pos+not++=cannot
keep ^vb++++=keep
accounts ^nns++++=accounts,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Workers
workers ^nns+nom+++=EXTRAWORD
cannot ^md+pos+not++=cannot
read ^vbd+vprv++xvbn+=read."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
can ^md+pos+++=can
be ^vb+be+aux++=be
taught ^vpsv++agls+xvbnx+=taught,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
Roger ^np++++=Roger
allowed ^vwbn+++xvbn+=allowed
a ^at++++=a
single ^jj+atrb+++=single
licensed ^jj+atrb+++=licensed
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
selected ^xvbn+++xvbn+=selected
by ^in++++=by
management ^nn+nom+++=management,
, ^zz++++=EXTRAWORD
to ^to++++=to
inspect ^vbi++++=inspect
the ^ati++++=the
books ^nns++++=books
twice ^rb++++=twice
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fund ^nn++++=fund
was ^vbd+bedz+vrb++=was
honest ^jj+pred+++=honest.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
injured ^jj+atrb++xvbn+=injured
men ^nns++++=men
ate ^vbd+++xvbn+=ate.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
children ^nns++++=children
who ^whp+rel+subj++=who
died ^vbd+++xvbn+=died
were ^vbd+bed+aux++=were
buried ^vpsv++agls+xvbnx+=buried
under ^in++++=under
stones ^nns++++=stones
bearing ^vwbg+++xvbg+=bearing
their ^pp$+pp3+++=their
true ^jj+atrb+++=true
names ^nns++++=names.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
mistake ^vb++++=mistake
this ^dt+dem+++=this
for ^in++++=for
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
Roger ^np++++=Roger
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
palace ^nn++++=palace.
. ^zz++++=EXTRAWORD
New ^jj+atrb+++=New
overseers ^nns+nom+++=overseers
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
The ^ati++++=The
green ^nn++++=green
bath ^np++++=bath
cracked ^vbd+++xvbn+=cracked
in ^in++++=in
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
licensed ^jj+atrb+++=licensed
reader ^nn++++=reader
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
years ^nns++++=years
later ^rbr+tm+++=later
the ^ati++++=the
deductions ^nns+nom+++=deductions
rose ^vbd+++xvbn+=rose
from ^in++++=from
three ^cd++++=three
coins ^nns++++=coins
to ^to++++=to
five ^cd++++=five,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
workers ^nns+nom+++=workers
were ^vbd+bed+aux++=were
forbidden ^vpsv++agls+xvbnx+=forbidden
to ^to+vcmp+++=to
ask ^vbi++++=ask
why ^wrb+who+++=why.
. ^zz++++=EXTRAWORD
A ^at++++=A
good ^jj+atrb+++=good
master ^nn++++=master
dies ^vbz++++=dies.
. ^zz++++=EXTRAWORD
A ^at++++=A
law ^nn++++=law
is ^vbz+bez+aux++=is
amended ^vpsv++agls+xvbnx+=amended.
. ^zz++++=EXTRAWORD
A ^at++++=A
memory ^nn++++=memory
fades ^nns+++??+=fades.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
whip ^nn++++=whip
returns ^nns++++=returns
from ^in++++=from
the ^ati++++=the
cupboard ^nn++++=cupboard.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
petition ^nn+nom+++=petition
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
Vanderwater ^np+nom++??+=Vanderwater
archives ^nn++++=archives.
. ^zz++++=EXTRAWORD
Peeble ^np+++??+=Peeble
copied ^vwbn+++xvbn+=copied
it ^pp3+it+++=it
into ^in++++=into
his ^pp$+pp3+++=his
audit ^nn+++??+=audit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
audit ^nn+++??+=audit
was ^vbd+bedz+aux++=was
copied ^vpsv++by+xvbnx+=copied
by ^in++++=by
a ^at++++=a
clerk ^nn++++=clerk.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter
carried ^vbd+++xvbn+=carried
a ^at++++=a
copy ^nn++++=copy
beyond ^in++++=beyond
the ^ati++++=the
district ^nn++++=district.
. ^zz++++=EXTRAWORD
Words ^nns++++=Words
travel ^nn++++=travel
in ^in++++=in
strange ^jj+atrb+++=strange
pockets ^nns++++=pockets,
, ^zz++++=EXTRAWORD
brothers ^nns+nom+++=brothers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
hide ^vb++++=hide
under ^in++++=under
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
inside ^jjb+atrb+++=inside
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
holy ^jj+atrb+++=holy
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
within ^in++++=within
love ^nn++++=love
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
A ^at++++=A
printed ^jj+atrb++xvbn+=printed
word ^nn++++=word
can ^md+pos+++=can
wait ^vb++++=wait
a ^at++++=a
hundred ^cd++++=hundred
years ^nns++++=years
in ^in++++=in
darkness ^nns+nom+++=darkness
and ^cc++++=and
still ^rb++++=still
speak ^vb++++=speak
when ^wrb+who+++=when
light ^nn++++=light
finds ^vbz+vprv+tht0++=finds
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Elias ^np+++??+=Elias?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
barracks ^nns++++=barracks.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
nine ^cd++++=nine
days ^nns++++=days.
. ^zz++++=EXTRAWORD
During ^in++++=During
those ^dt+dem+++=those
nine ^cd++++=nine
days ^nns++++=days
he ^pp3a+pp3+++=he
taught ^vbd+vsua++xvbnx+=taught
a ^at++++=a
boy ^nn++++=boy
to ^in++++=to
shape ^nn++++=shape
letters ^nns+nom+++=letters
with ^in++++=with
a ^at++++=a
burnt ^nn++++=burnt
stick ^vb++++=stick
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
taught ^vbd+vsua++xvbnx+=taught
him ^pp3o+pp3+++=him
A ^at++++=A
from ^in++++=from
the ^ati++++=the
slant ^nn++++=slant
of ^in++++=of
a ^at++++=a
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
taught ^vbd+vsua++xvbnx+=taught
him ^pp3o+pp3+++=him
O ^zz++++=O
from ^in++++=from
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
a ^at++++=a
man ^nn++++=man
crying ^vwbg+++xvbg+=crying
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
taught ^vbd+vsua++xvbnx+=taught
him ^pp3o+pp3+++=him
T ^zz++++=T
from ^in++++=from
a ^at++++=a
hammer ^nn++++=hammer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
taught ^vbd+vsua++xvbnx+=taught
him ^pp3o+pp3+++=him
the ^ati++++=the
words ^nns++++=words
Arm ^nn++++=ARM,
, ^zz++++=EXTRAWORD
Blood ^nn++++=BLOOD,
, ^zz++++=EXTRAWORD
Book ^nn++++=BOOK,
, ^zz++++=EXTRAWORD
Slave ^nn++++=SLAVE,
, ^zz++++=EXTRAWORD
Master ^nn++++=MASTER.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
son ^nn++++=son.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
well ^jj+pred+++=well.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
expected ^vbd+++xvbn+=expected
history ^nn++++=history
to ^to++++=to
remain ^vbi++++=remain
safely ^rb++++=safely
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
carried ^vbd+++xvbn+=carried
Tom ^np++++=Tom
Dixon ^np++++=Dixon's
's ^$++++=EXTRAWORD
arm ^vb++++=arm
into ^in++++=into
the ^ati++++=the
palace ^nn++++=palace.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
wrote ^vbd+vprv++xvbn+=wrote
the ^ati++++=the
petition ^nn+nom+++=petition.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
ribs ^nns++++=ribs
black ^nn++++=black
from ^in++++=from
the ^ati++++=the
beating ^nvbg+++xvbg+=beating.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
cough ^nn++++=cough
blood ^nn++++=blood
upon ^in++++=upon
the ^ati++++=the
letters ^nns+nom+++=letters
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
since ^cs+sub+++=since
read ^vbd+vprv++xvbn+=read
Peeble ^np++++=Peeble's
's ^$++++=EXTRAWORD
audit ^nn+++??+=audit
with ^in++++=with
my ^pp$+pp1+++=my
own ^ap++++=own
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
masters ^nns+nom+++=masters
preserved ^vwbn+++xvbn+=preserved
it ^pp3+it+++=it
to ^to++++=to
prove ^vbi+vprv+++=prove
Roger ^np++++=Roger
Vanderwater ^np+nom+++=Vanderwater's
's ^$++++=EXTRAWORD
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
it ^pp3+it+++=it
proved ^vbd+vprv++xvbn+=proved
everything ^pn++++=everything
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
grown ^vpsv++agls+xvbnx+=grown,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
offered ^vbd+++xvbnx+=offered
me ^pp1o+pp1+++=me
a ^at++++=a
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
they ^pp3a+pp3+++=they
offered ^vbd+++xvbnx+=offered
me ^pp1o+pp1+++=me
a ^at++++=a
whip ^nn++++=whip.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
neither ^rb++neg++=neither.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
what ^wdt+who+++=what
you ^pp2+pp2+++=you
see ^vb+vprv+++=see:
: ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
with ^in++++=with
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
bad ^jj+atrb+++=bad
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^ql++++=more
forbidden ^jj+atrb++xvbn+=forbidden
papers ^nns++++=papers
than ^in++++=than
good ^jj+atrb+++=good
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
go ^vb++++=go
from ^in++++=from
mill ^nn++++=mill
to ^in++++=to
mine ^pp$$++++=mine,
, ^zz++++=EXTRAWORD
from ^in++++=from
mine ^nn++++=mine
to ^in++++=to
field ^nn++++=field,
, ^zz++++=EXTRAWORD
from ^in++++=from
field ^nn++++=field
to ^in++++=to
barrack ^nn++++=barrack.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
the ^ati++++=the
tale ^nn++++=tale
of ^in++++=of
the ^ati++++=the
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
my ^pp$+pp1+++=my
hearers ^nns+nom+++=hearers
have ^vb+hv+vrb++=have
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
teach ^vb+vsua+++=teach
them ^pp3o+pp3+++=them
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
so ^ql++++=so
you ^pp2+pp2+++=you
may ^md+pos+++=may
petition ^nn+nom+++=petition
for ^in++++=for
a ^at++++=a
kinder ^jjr+atrb+++=kinder
master ^nn++++=master.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
so ^rb++++=so
the ^ati++++=the
Relief ^nn++++=Relief
Fund ^nn++++=Fund
may ^md+pos+++=may
remain ^vb++++=remain
honest ^jj++++=honest
for ^in++++=for
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
so ^ql++++=so
one ^cd1++++=one
Clancy ^np+++??+=Clancy
may ^md+pos+++=may
lose ^vb++++=lose
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
while ^cs+sub+++=while
ten ^cd++++=ten
others ^aps++++=others
polish ^jj++++=polish
theirs ^pp$$++++=theirs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
teach ^vb+vsua+tht0++=teach
you ^pp2+pp2+++=you
because ^cs+cos+++=because
history ^nn++++=history
is ^vbz+bez+vrb++=is
the ^ati++++=the
inventory ^nn++++=inventory
of ^in++++=of
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
stolen ^vpsv++agls+xvbnx+=stolen.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
teach ^vb+vsua+tht0++=teach
you ^pp2+pp2+++=you
because ^cs+cos+++=because
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
reads ^vbz++++=reads
a ^at++++=a
contract ^nn++++=contract
may ^md+pos+++=may
discover ^nn+nom+++=discover
the ^ati++++=the
trap ^nn++++=trap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
woman ^nn++++=woman
who ^whp+rel+subj++=who
writes ^vbz+vprv+tht0++=writes
a ^at++++=a
name ^nn++++=name
may ^md+pos+++=may
keep ^vb++++=keep
the ^ati++++=the
dead ^nn++++=dead
from ^in++++=from
being ^nn+nn+aux++=being
erased ^vwbn+++xvbn+=erased.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
teach ^vb+vsua+tht0++=teach
you ^pp2+pp2+++=you
because ^cs+cos+++=because
masters ^nns+nom+++=masters
are ^vb+ber+vrb++=are
few ^ap++++=few
and ^cc++++=and
slaves ^nns++++=slaves
are ^vb+ber+vrb++=are
many ^ap++++=many,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chief ^jjb+atrb+++=chief
arithmetic ^nn++++=arithmetic
of ^in++++=of
mastery ^nn+nom+++=mastery
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
the ^ati++++=the
many ^ap++++=many
must ^md+nec+++=must
never ^rb++splt++=never
learn ^vb+vprv+++=learn
to ^to+vcmp+++=to
count ^vbi++++=count
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Vanderwaters ^nns+nom++??+=Vanderwaters
say ^vb+vpub+tht0++=say
mastery ^nn+nom+++=mastery
is ^vbz+bez+vrb++=is
ancient ^jj+pred+++=ancient.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
read ^vb+vprv++xvbn+=read
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+tht0++=say
slavery ^nn+nom+++=slavery
is ^vbz+bez+vrb++=is
natural ^jj+pred+++=natural.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
write ^vb++++=write
how ^wrb+who+++=how
it ^pp3+it+++=it
ends ^vbz++++=ends.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+tht0++=say
they ^pp3a+pp3+++=they
own ^ap++++=own
the ^ati++++=the
factories ^nns++++=factories,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
the ^ati++++=the
courts ^nns++++=courts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rivers ^nns++++=rivers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
your ^pp$+pp2+++=your
children ^nns++++=children
yet ^rb++++=yet
unborn ^jj++++=unborn.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
not ^xnot++not++=not
own ^ap++++=own
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
the ^ati++++=the
black ^jj+atrb+++=black
marks ^nns++++=marks
unless ^cs+cnd+++=unless
you ^pp2+pp2+++=you
surrender ^nn+nom+++=surrender
it ^pp3+it+++=it
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
by ^in++++=by
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
this ^dt+dem+++=this
charcoal ^nn+nom+++=charcoal.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
tremble ^vb++++=tremble.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
stick ^nn++++=stick.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
weighs ^vbz++++=weighs
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
chain ^nn++++=chain
and ^cc++++=and
may ^md+pos+++=may
prove ^vb+vprv+++=prove
stronger ^jjr++++=stronger.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
a ^at++++=a
line ^nn++++=line
downward ^jjb++++=downward.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
another ^dt++++=another
across ^in+pl+++=across
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
T ^zz++++=T.
. ^zz++++=EXTRAWORD
T ^zz++++=T
for ^in++++=for
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
T ^zz++++=T
for ^in++++=for
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
keep ^vb++++=keep
listening ^nvbg+++xvbg+=listening
for ^in++++=for
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
not ^xnot++not++=not
free ^jj++++=free
because ^cs+cos+++=because
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
learned ^vprf+++xvbnx+=learned
one ^cd1++++=one
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+vrb++=be
free ^jj+pred+++=free
because ^cs+cos+++=because
one ^cd1++++=one
