Jacob ^np++++=Jacob
identify ^vbi++++=identify
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
cabin ^nn++++=cabin
and ^cc++++=and
returned ^vpsv++agls+xvbn+=returned
with ^in++++=with
a ^at++++=a
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
ten ^cd++++=ten-fifteen."
- ^zz++++=EXTRAWORD
fifteen ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
wot ^wpr++++=wot'd
'd ^md+prd+aux++0=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
already ^rb++++=already
knew ^vbd+vprv++xvbn+=knew."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
began ^vbd+++xvbn+=began
working ^jj+++xvbg+=working
at ^rb++++=at
the ^ati++++=the
rawhide ^nn+++??+=rawhide.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered
that ^tht+vcmp+++=that
one ^cd1++++=one
turn ^nn++++=turn
around ^rp++++=around
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
wrist ^nn++++=wrist
crossed ^vbd+++xvbn+=crossed
a ^at++++=a
small ^jj+atrb+++=small
iron ^nn++++=iron
buckle ^nn++++=buckle
on ^in++++=on
his ^pp$+pp3+++=his
suspender ^jjr++++=suspender.
. ^zz++++=EXTRAWORD
By ^in++++=By
rotating ^xvbg+++xvbg+=rotating
the ^ati++++=the
wrist ^nn++++=wrist
and ^cc++++=and
sawing ^nvbg+++xvbg+=sawing
patiently ^rb+cnj+++=patiently,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
abrade ^vb+++??+=abrade
the ^ati++++=the
wet ^nn++++=wet
hide ^vb++++=hide.
. ^zz++++=EXTRAWORD
The ^ati++++=The
labour ^nn++++=labour
demanded ^vbd+vsua++xvbn+=demanded
microscopic ^jj+atrb+++=microscopic
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
on ^in++++=on
a ^at++++=a
packing ^jj+++xvbg+=packing-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
gun ^nn++++=gun
across ^in+pl+++=across
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
watched ^j+++xvbn+=watched
his ^pp$+pp3+++=his
prisoner ^nn+nom+++=prisoner's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
gold ^nn++++=gold?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Ask
ask ^vb++++=EXTRAWORD
your ^pp$+pp2+++=your
dream ^nn++++=dream."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
before ^in++++=before
noon ^nn++++=noon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
gun ^nn++++=gun.
. ^zz++++=EXTRAWORD
" ^zz++++="Supposin'
supposin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't?"
n't ^xnot++not++0=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shoot ^vb++++=shoot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Supposin'
supposin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
thought ^vbd+++xvbn+=thought.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shoot ^vb++++=shoot
afterward ^rb++++=afterward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Honest
honest ^jj+atrb+++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
too ^ql++++=too
much ^ap++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
charge ^vb+vpub+++=charge
fifty ^cd++++=fifty
cents ^nns++++=cents
for ^in++++=for
snow ^nn++++=snow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
cabin ^nn++++=cabin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
empty ^jj+atrb+++=empty
buckskin ^nn+++??+=buckskin
sacks ^nns++++=sacks
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
examined ^vprf+++xvbnx+=examined
every ^at++++=every
hiding ^jj+++xvbg+=hiding-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
remembered ^vbd+vprv++xvbnx+=remembered:
: ^zz++++=EXTRAWORD
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
bunk ^nn++++=bunk,
, ^zz++++=EXTRAWORD
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
roof ^nn++++=roof-space,
- ^zz++++=EXTRAWORD
space ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
feed ^nn++++=feed-box,
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
wood ^nn++++=wood-pile.
- ^zz++++=EXTRAWORD
pile ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
searched ^vprf+++xvbnx+=searched
Cardegee ^np+nom+++=Cardegee's
's ^$++++=EXTRAWORD
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
blankets ^nns++++=blankets,
, ^zz++++=EXTRAWORD
pack ^vb++++=pack,
, ^zz++++=EXTRAWORD
grub ^nn++++=grub-sacks,
- ^zz++++=EXTRAWORD
sacks ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dog ^nn++++=dog-harness,
- ^zz++++=EXTRAWORD
harness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dust ^nn++++=dust
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
matter ^nn++++=matter
cannot ^md+pos+not++=cannot
vanish ^vb++++=vanish,
, ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
the ^ati++++=the
sailor ^nn++++=sailor
had ^vbd+hvd+aux++=had
possessed ^vprf+++xvbnx+=possessed
neither ^dt++neg++=neither
opportunity ^nn+nom+++=opportunity
nor ^cc++neg++=nor
place ^nn++++=place
of ^in++++=of
concealment ^nn+nom+++=concealment
was ^vbd+bedz+vrb++=was
evidence ^nn+nom+++=evidence
only ^rb+down+++=only
of ^in++++=of
exceptional ^jj+atrb+++=exceptional
criminal ^jj+atrb+++=criminal
genius ^nn++++=genius.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
a ^at++++=a
bloodless ^jj+atrb+++=bloodless
disc ^nn++++=disc,
, ^zz++++=EXTRAWORD
edged ^j+++xvbn+=edged
above ^jjb++++=above
the ^ati++++=the
southern ^jj+atrb+++=southern
ridges ^nns++++=ridges.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shadow ^nn++++=shadow
crept ^vbd+++xvbn+=crept
toward ^in++++=toward
the ^ati++++=the
mark ^nn++++=mark.
. ^zz++++=EXTRAWORD
Cold ^jj+atrb+++=Cold
entered ^jj+++xvbn+=entered
Cardegee ^np+nom++??+=Cardegee
by ^in++++=by
layers ^nns++++=layers.
. ^zz++++=EXTRAWORD
First ^rb++++=First
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
burned ^vbd+++xvbn+=burned,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
numbed ^vbd+++xvbn+=numbed;
; ^zz++++=EXTRAWORD
next ^ap++++=next
his ^pp$+pp3+++=his
toes ^nns++++=toes
became ^vbd+++xvbn+=became
separate ^nn+nom+++=separate
centres ^nns++++=centres
of ^in++++=of
pain ^nn++++=pain;
; ^zz++++=EXTRAWORD
presently ^rb+tm+++=presently
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
body ^nn++++=body
shook ^vbd+++xvbn+=shook
in ^in++++=in
spasms ^nns++++=spasms
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
delicate ^jj+atrb+++=delicate
work ^nn++++=work
upon ^in++++=upon
the ^ati++++=the
rawhide ^nn+++??+=rawhide
almost ^rb+hdg+++=almost
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
talked ^vbd+++xvbnx+=talked
to ^to++++=to
keep ^vbi++++=keep
his ^pp$+pp3+++=his
jaw ^nn++++=jaw
from ^in++++=from
stiffening ^nn++++=stiffening.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ever ^rb++++=ever
see ^vb+vprv+++=see
a ^at++++=a
hangin ^nn+++??+=hangin'
' ^zz++++=EXTRAWORD
in ^in++++=in
' ^zz++++='Frisco,
frisco ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Jacob ^np++++=Jacob?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
had ^vb+hv+aux++=had
not ^xnot++not++=not
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
first ^od++++=first
name ^nn++++=name
and ^cc++++=and
disliked ^vbd+++xvbn+=disliked
hearing ^vbg+vprv++xvbg+=hearing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Man ^nn++++=Man
named ^vbd+++xvbn+=named
Billy ^np++++=Billy
Pott ^np+++??+=Pott.
. ^zz++++=EXTRAWORD
Stole ^j+++xvbn+=Stole
seventeen ^cd++++=seventeen
dollars ^nns++++=dollars
and ^cc++++0=an'
a ^at++++=a
parrot ^nn++++=parrot.
. ^zz++++=EXTRAWORD
Parrot ^nn++++=Parrot
testified ^vbd+vpub++xvbn+=testified
ag ^nn++++=ag'in
'in ^nn+++??+=EXTRAWORD
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Birds
birds ^nns++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
testify ^vb+vpub+++=testify."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
one ^cd1++++=one
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Said ^j+++xvbn+=Said,
, ^zz++++=EXTRAWORD
' ^zz++++='Billy
billy ^np++++=EXTRAWORD
done ^vwbn+++xvbn+=done
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
plain ^nn++++=plain
as ^ql++++=as
a ^at++++=a
bosun ^nn+++??+=bosun's
's ^$++++=EXTRAWORD
whistle ^nn++++=whistle.
. ^zz++++=EXTRAWORD
Judge ^vb++++=Judge
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
anything ^pn++++=anything
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Your
your ^pp$+pp2+++=EXTRAWORD
Worship ^nn+nom+++=Worship,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bird ^nn++++=bird's
's ^$++++=EXTRAWORD
prejudiced ^vpsv++agls+xvbnx+=prejudiced.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
parrot ^nn++++=parrot
calls ^vbz++++=calls
the ^ati++++=the
judge ^nn++++=judge
a ^at++++=a
red ^jj++++=red-nosed
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
old ^jj+atrb+++=old
thief ^nn++++=thief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
hanged ^vbd+++xvbnx+=hanged
Billy ^np++++=Billy
for ^in++++=for
contempt ^nn++++=contempt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
lie ^vb++++=lie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Course
course ^nn++++=EXTRAWORD
I ^pp1a+pp1+++=I
lie ^vb++++=lie.
. ^zz++++=EXTRAWORD
Wot ^np++++=Wot's
's ^$++++=EXTRAWORD
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rawhide ^nn++++=rawhide
thinned ^vbd+++xvbn+=thinned.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
a ^at++++=a
wind ^nn++++=wind
came ^vbd+++xvbn+=came
whispering ^jj+++xvbg+=whispering
over ^in++++=over
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lifted ^vbd+++xvbn+=lifted
loose ^jj+atrb+++=loose
crystals ^nns+nom+++=crystals
of ^in++++=of
snow ^nn++++=snow
and ^cc++++=and
drove ^vbd+++xvbn+=drove
them ^pp3o+pp3+++=them
low ^jj++++=low
across ^in+pl+++=across
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
surface ^nn++++=surface
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
smoke ^vbi++++=smoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
crawled ^vprf+++xvbn+=crawled
from ^in++++=from
beneath ^in+pl+++=beneath
the ^ati++++=the
sled ^jj+++xvbn+=sled
and ^cc+phrs+++=and
whined ^jj+++xvbn+=whined
for ^in++++=for
food ^nn++++=food.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
ignored ^vwbn+++xvbn+=ignored
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
saw ^vbd+vprv++xvbn+=saw
something ^pn++++=something
upon ^in++++=upon
the ^ati++++=the
western ^jj+atrb+++=western
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
black ^jj+atrb+++=black
point ^nn++++=point
wavering ^jj++++=wavering
among ^in++++=among
the ^ati++++=the
spruce ^nn++++=spruce.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
emerged ^vbd+++xvbn+=emerged
upon ^in++++=upon
the ^ati++++=the
open ^jj+atrb+++=open
neck ^nn++++=neck:
: ^zz++++=EXTRAWORD
a ^at++++=a
dog ^nn++++=dog-team,
- ^zz++++=EXTRAWORD
team ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
a ^at++++=a
mile ^nn++++=mile
distant ^jj++++=distant,
, ^zz++++=EXTRAWORD
descending ^vbg+++xvbg+=descending
toward ^in++++=toward
Crooked ^nn++++=Crooked
Elbow ^npl++++=Elbow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
walked ^vbd+++xvbn+=walked
beside ^in+pl+++=beside
the ^ati++++=the
sled ^nn++++=sled.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom+++=Cardegee's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
gave ^vbd+++xvbn+=gave
a ^at++++=a
leap ^nn++++=leap,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
face ^vb++++=face
retained ^vbd+++xvbn+=retained
its ^pp$+it+++=its
frozen ^jj+atrb++xvbn+=frozen
impudence ^nn+nom+++=impudence.
. ^zz++++=EXTRAWORD
" ^zz++++="Company
company ^nn++++=EXTRAWORD
comin ^nn+++??+=comin',"
'," ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
disturbed ^vbd+++xvbn+=disturbed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
An ^at++++=An
execution ^nn+nom+++=execution
was ^vbd+bedz+vrb++=was
a ^at++++=a
private ^jj+atrb+++=private
affair ^nn++++=affair
until ^cs+sub+++=until
it ^pp3+it+++=it
acquired ^vbd+++xvbn+=acquired
a ^at++++=a
witness ^nns+nom+++=witness,
, ^zz++++=EXTRAWORD
whereupon ^cs+sub+++=whereupon
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
public ^nn++++=public
and ^cc++++=and
might ^md+pos+++=might
involve ^vb++++=involve
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
traveller ^nn+nom+++=traveller
was ^vbd+bedz+vrb++=was
distant ^jj+pred+++=distant.
. ^zz++++=EXTRAWORD
At ^in++++=At
trail ^nn++++=trail
pace ^nn++++=pace
he ^pp3a+pp3+++=he
would ^md+prd+++=would
require ^vb+vsua+++=require
forty ^cd++++=forty
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
consulted ^vwbn+++xvbn+=consulted
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="Eleven
eleven ^cd++++=EXTRAWORD
twenty ^cd++++=twenty-three."
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Shadow
shadow ^nn++++=EXTRAWORD
says ^vbz+vpub+++=says
noon ^nn++++=noon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
observed ^vbd+++xvbn+=observed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tip ^nn++++=tip
had ^vb+hv+aux++=had
nearly ^rb+down+splt++=nearly
touched ^vprf+++xvbnx+=touched
the ^ati++++=the
scratched ^jj+atrb++xvbn+=scratched
line ^nn++++=line.
. ^zz++++=EXTRAWORD
" ^zz++++="Watch
watch ^vb++++=EXTRAWORD
is ^vbz+bez+vrb++=is
right ^jj+pred+++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
your ^pp$+pp2+++=your
sun ^nn++++=sun's
's ^vbz+bez+vrb++0=EXTRAWORD
wrong ^jj++++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kent ^np++++=Kent
shifted ^vbd+++xvbn+=shifted
the ^ati++++=the
stick ^nn++++=stick
to ^to++++=to
correspond ^vbi++++=correspond
with ^in++++=with
his ^pp$+pp3+++=his
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
coughed ^vbd+++xvbnx+=coughed.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
navigation ^nn+nom+++=navigation
for ^in++++=for
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
world ^nn++++=world
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
fit ^vb++++=fit
your ^pp$+pp2+++=your
figures ^nns++++=figures,
, ^zz++++=EXTRAWORD
move ^vb++++=move
the ^ati++++=the
world ^nn++++=world."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
buckle ^nn++++=buckle
had ^vbd+hvd+aux++=had
cut ^vprf+++xvbnx+=cut
halfway ^rb++++=halfway
through ^in++++=through
the ^ati++++=the
rawhide ^nn+++??+=rawhide.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
from ^in++++=from
his ^pp$+pp3+++=his
scraped ^vbd+++xvbn+=scraped
wrist ^nn++++=wrist
froze ^vbd+++xvbn+=froze
upon ^in++++=upon
it ^pp3+it+++=it
and ^cc++++=and
made ^vbd+++xvbn+=made
the ^ati++++=the
fibres ^nns++++=fibres
brittle ^jj++++=brittle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sawed ^vbd+++xvbnx+=sawed
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
The ^ati++++=The
traveller ^nn+nom+++=traveller
approached ^vbd+++xvbn+=approached.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half
a ^at++++=a
mile ^nn++++=mile.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
were ^vbd+bed+aux++=were
tired ^vpsv++agls+xvbnx+=tired,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
heads ^nns++++=heads
low ^jj++++=low,
, ^zz++++=EXTRAWORD
tug ^nn++++=tug-lines
- ^zz++++=EXTRAWORD
lines ^nns++++=EXTRAWORD
slack ^jj++++=slack.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
calculated ^vwbn+vprv++xvbn+=calculated
speeds ^nns++++=speeds
as ^ql++++=as
he ^pp3a+pp3+++=he
once ^rb+tm+++=once
calculated ^vwbn+vprv++xvbn+=calculated
the ^ati++++=the
converging ^jj+atrb++xvbg+=converging
courses ^nns++++=courses
of ^in++++=of
vessels ^nns++++=vessels:
: ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^nn++++=stranger
at ^in++++=at
two ^cd++++=two
miles ^nns++++=miles
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shadow ^nn++++=shadow
at ^in++++=at
its ^pp$+it+++=its
imperceptible ^jj+atrb+++=imperceptible
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rawhide ^nn+++??+=rawhide
yielding ^vwbg+++xvbg+=yielding
fibre ^nn++++=fibre
by ^in++++=by
fibre ^nn++++=fibre,
, ^zz++++=EXTRAWORD
Kent ^np++++=Kent's
's ^$++++=EXTRAWORD
suspicion ^nn++++=suspicion
rising ^vwbg+++xvbg+=rising
with ^in++++=with
every ^at++++=every
glance ^nn++++=glance
toward ^in++++=toward
the ^ati++++=the
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
forty ^cd++++=forty
Kent ^np++++=Kent
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
cabin ^nn++++=cabin.
. ^zz++++=EXTRAWORD
Cardegee ^np+nom++??+=Cardegee
pulled ^vbd+++xvbn+=pulled
desperately ^rb++++=desperately.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hide ^nn++++=hide
stretched ^vwbn+++xvbn+=stretched.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
strand ^npl++++=strand
parted ^vbd+++xvbn+=parted
with ^in+ppvb+++=with
a ^at++++=a
tiny ^jj+atrb+++=tiny
report ^nn++++=report.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
before ^cs+sub+++=before
Kent ^np++++=Kent
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
Kent ^np++++=Kent
carried ^vbd+++xvbn+=carried
a ^at++++=a
powder ^nn++++=powder-flask
- ^zz++++=EXTRAWORD
flask ^nn++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
tin ^nn++++=tin
of ^in++++=of
percussion ^nn++++=percussion
caps ^nns++++=caps.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
the ^ati++++=the
shot ^nn+++xvbn+=shot-gun
- ^zz++++=EXTRAWORD
gun ^nn++++=EXTRAWORD
remained ^vbd+++xvbn+=remained
charged ^vbd+vpub++xvbn+=charged,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
confidence ^nn+nom+++=confidence
in ^in++++=in
the ^ati++++=the
caps ^nns++++=caps
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
through ^in++++=through
weeks ^nns++++=weeks
