# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Easter ^np++++=Easter
anyone ^pn++++=anyone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
At ^in++++=At
breakfast ^nn++++=breakfast
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj+atrb+++=long
table ^nn++++=table
glittered ^vbd+++xvbn+=glittered
with ^in++++=with
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=coloured
eggs ^nns++++=eggs
and ^cc++++=and
sugar ^nn++++=sugar;
; ^zz++++=EXTRAWORD
everyone ^pn++++=everyone
ate ^vbd+++xvbn+=ate
cold ^jj+atrb+++=cold
meats ^nns++++=meats
after ^cs+sub+++=after
the ^ati++++=the
fast ^jj++++=fast
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
too ^rb++++=too
loudly ^rb++++=loudly
from ^in++++=from
fatigue ^nn++++=fatigue.
. ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka
sat ^vbd+++xvbn+=sat
between ^in++++=between
the ^ati++++=the
old ^jj+atrb+++=old
aunt ^nn++++=aunt
and ^cc++++=and
Cornet ^nn++++=Cornet
Bestuzhev ^np+++??+=Bestuzhev.
. ^zz++++=EXTRAWORD
Nikolai ^np+++??+=Nikolai
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
swallow ^vb++++=swallow.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
beneath ^in+pl+++=beneath
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
for ^in++++=for
one ^cd1++++=one
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
the ^ati++++=the
toe ^nn++++=toe
of ^in++++=of
her ^pp$+pp3+++=her
slipper ^nn++++=slipper
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
boot ^nn++++=boot
or ^cc++++=or
perhaps ^rb++++=perhaps
he ^pp3a+pp3+++=he
imagined ^vbd+vprv+tht0+xvbnx+=imagined
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
weeks ^nns++++=weeks
that ^tht+rel+subj++=that
followed ^vbd+vprv+tht0+xvbn+=followed
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
kind ^nn++++=kind
to ^in++++=to
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
others ^aps++++=others
were ^vbd+bed+aux++=were
present ^vb++++=present,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
avoided ^vbd+++xvbn+=avoided
being ^vbg+beg++xvbg+=being
alone ^rb++++=alone
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
library ^nn+nom+++=library,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called
Katya ^np+++??+=Katya.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
he ^pp3a+pp3+++=he
cornered ^vbd+++xvbnx+=cornered
her ^pp$+pp3+++=her
on ^in++++=on
the ^ati++++=the
veranda ^nn++++=veranda
and ^cc++++=and
begged ^vbd+++xvbn+=begged
only ^rb+down+++=only
to ^to++++=to
know ^vbi+vprv+++=know
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
ask ^vb++++=ask
me ^pp1o+pp1+++=me
such ^abl++++=such
things ^nns++++=things,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
like ^vb++++=like
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Kolya ^np+++??+=Kolya.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
always ^rb++splt++=always
liked ^vprf+++xvbnx+=liked
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Like!"
like ^in+strn+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
behaving ^vbg+++xvbgx+=behaving
foolishly ^rb++++=foolishly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
night ^nn++++=night,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
reddened ^vbd+++xvbnx+=reddened
and ^cc+phrs+++=and
became ^vbd+++xvbn+=became
severe ^jj++++=severe.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Easter ^np++++=Easter.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
kisses ^nns++++=kisses
at ^in++++=at
Easter ^np++++=Easter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
explanation ^nn+nom+++=explanation
was ^vbd+bedz+vrb++=was
cruel ^jj+pred+++=cruel,
, ^zz++++=EXTRAWORD
ingenious ^jj++++=ingenious
and ^cc++++=and
not ^xnot++not++=not
wholly ^rb++++=wholly
false ^jj++++=false.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
suffered ^vbd+++xvbnx+=suffered
as ^ql++++=as
only ^rb+down+++=only
the ^ati++++=the
young ^nn++++=young
suffer ^vb++++=suffer
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
without ^in++++=without
perspective ^nn++++=perspective
and ^cc++++=and
with ^in++++=with
a ^at++++=a
secret ^jj+atrb+++=secret
enjoyment ^nn+nom+++=enjoyment
of ^in++++=of
the ^ati++++=the
wound ^nn+++xvbn+=wound.
. ^zz++++=EXTRAWORD
By ^in++++=By
autumn ^nn++++=autumn
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
Letters ^nns+nom+++=Letters
were ^vbd+bed+aux++=were
attempted ^vpsv++agls+xvbnx+=attempted,
, ^zz++++=EXTRAWORD
torn ^j+++xvbn+=torn
up ^rp++++=up,
, ^zz++++=EXTRAWORD
sent ^j+++xvbn+=sent,
, ^zz++++=EXTRAWORD
unanswered ^jj++++=unanswered,
, ^zz++++=EXTRAWORD
answered ^j+++xvbn+=answered
in ^in++++=in
three ^cd++++=three
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
began ^vbd+++xvbn+=began
their ^pp$+pp3+++=their
ordinary ^jj+atrb+++=ordinary
work ^nn++++=work.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^npt++++=mother
died ^vbd+++xvbn+=died;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Yurlofs ^np+++??+=Yurlofs
moved ^vbd+++xvbn+=moved;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
army ^nn++++=army;
; ^zz++++=EXTRAWORD
other ^ap++++=other
women ^nns++++=women
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
departures ^nns++++=departures,
, ^zz++++=EXTRAWORD
promotions ^nns+nom+++=promotions,
, ^zz++++=EXTRAWORD
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
gun ^nn++++=gun
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
railway ^nn++++=railway
stations ^nns+nom+++=stations,
, ^zz++++=EXTRAWORD
debts ^nns++++=debts,
, ^zz++++=EXTRAWORD
campaigns ^nns++++=campaigns
and ^cc++++=and
rented ^xvbn+++xvbn+=rented
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
damp ^nn++++=damp
garden ^nn++++=garden
remained ^vbd+++xvbn+=remained
in ^in++++=in
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
untouched ^jj++++=untouched.
. ^zz++++=EXTRAWORD
Lenotchka ^np+++??+=Lenotchka
at ^in++++=at
fifteen ^cd++++=fifteen
remained ^vbd+++xvbn+=remained
beneath ^in+pl+++=beneath
the ^ati++++=the
bare ^jj+atrb+++=bare
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
out ^rp+pl+++=out
her ^pp$+pp3+++=her
stained ^vbd+++xvbn+=stained
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
truly ^rb++++=truly
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
because ^cs+cos+++=because
everyone ^pn++++=everyone
kisses ^nns++++=kisses
at ^in++++=at
Easter ^np++++=Easter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
Sergeyevna ^np+++??+=Sergeyevna
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
steamer ^np++++=steamer
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
open ^jj+atrb+++=open
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Evening ^nn++++=Evening
lay ^vbd+++xvbn+=lay
over ^in++++=over
the ^ati++++=the
sea ^nn++++=sea
in ^in++++=in
bands ^nns++++=bands
of ^in++++=of
pearl ^nn++++=pearl
and ^cc++++=and
violet ^np++++=violet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
first ^od++++=first
star ^nn++++=star
showed ^vbd+vprv++xvbn+=showed
above ^jjb++++=above
the ^ati++++=the
darkening ^jj+atrb++xvbg+=darkening
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
only ^rb+down+++=only
in ^in++++=in
fragments ^nns+nom+++=fragments
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
completed ^vbd+++xvbnx+=completed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
exactly ^rb++++=exactly
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
heartless ^jj+atrb+++=heartless
girls ^nns++++=girls
are ^vb+ber+vrb++=are!
! ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
perhaps ^rb++++=perhaps
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
frightened ^vpsv++agls+xvbnx+=frightened."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
wise ^jj+pred+++=wise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
frightened ^jj+++xvbn+=frightened.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
vain ^rb++++=vain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
agreeable ^jj+pred+++=agreeable
to ^to++++=to
know ^vbi+vprv+++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
proud ^jj++++=proud
of ^in++++=of
such ^abl++++=such
things ^nns++++=things
afterward ^rb++++=afterward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
two ^cd++++=two
faces ^nns++++=faces
again ^rb+tm+++=again
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
same ^ap++++=same
space ^nn++++=space:
: ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
flushed ^j+++xvbn+=flushed
and ^cc+phrs+++=and
evasive ^jj++++=evasive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
candid ^jj++++=candid
through ^in++++=through
weariness ^nns+nom+++=weariness.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
forget ^vb+vprv+tht0++=forget
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smoothed ^vbd+++xvbnx+=smoothed
the ^ati++++=the
mended ^jj+atrb++xvbn+=mended
place ^nn++++=place
on ^rp++++=on
her ^pp3o+pp3+++=her
glove ^nn++++=glove.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
bell ^nn++++=bell
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
saloon ^nn++++=saloon
came ^vbd+++xvbn+=came
the ^ati++++=the
clatter ^nn++++=clatter
of ^in++++=of
plates ^nns++++=plates
and ^cc++++=and
the ^ati++++=the
commercial ^jj+atrb+++=commercial
traveller ^nn+nom+++=traveller's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
demanding ^vwbg+vsua++xvbg+=demanding
horseradish ^jj++++=horseradish.
. ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
passed ^vbd+++xvbn+=passed
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
lantern ^nn++++=lantern,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
world ^nn++++=world,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
meals ^nns++++=meals,
, ^zz++++=EXTRAWORD
draughts ^nns++++=draughts
and ^cc++++=and
schedules ^nns++++=schedules,
, ^zz++++=EXTRAWORD
closed ^j+++xvbn+=closed
gently ^rb++++=gently
around ^rp++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
light ^nn++++=light
step ^vb++++=step
sounded ^vbd+++xvbn+=sounded
behind ^in+pl+++=behind
Voznitsin ^np+++??+=Voznitsin.
. ^zz++++=EXTRAWORD
" ^zz++++="Mama,
mama ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+tht0++=say
supper ^nn++++=supper
is ^vbz+bez+vrb++=is
ready ^jj+pred+++=ready.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
I ^pp1a+pp1+++=I
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
the ^ati++++=the
blue ^jj+atrb+++=blue
cloak ^nn++++=cloak
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wind ^nn++++=wind
lifted ^vbd+++xvbn+=lifted
dark ^jj+atrb+++=dark
curls ^nns++++=curls
from ^in++++=from
her ^pp$+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
taller ^jjr+pred+++=taller
than ^cs+sub+++=than
her ^pp3o+pp3+++=her
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paler ^jjr++++=paler,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
the ^ati++++=the
same ^ap++++=same
not ^xnot++not++=not
identical ^jj++++=identical,
, ^zz++++=EXTRAWORD
for ^in++++=for
nature ^nn++++=nature
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
copy ^nn++++=copy
like ^in++++=like
a ^at++++=a
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
filled ^vwbn+++xvbn+=filled
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
bright ^jj+atrb+++=bright
impatience ^nn+nom+++=impatience;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled
uncertainly ^rb+cnj+++=uncertainly,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
little ^jj+atrb+++=little
movement ^nn+nom+++=movement
at ^in++++=at
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
mouth ^nn++++=mouth
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
preceded ^vprf+++xvbnx+=preceded
Lenotchka ^np++++=Lenotchka's
's ^$++++=EXTRAWORD
laughter ^nn+nom+++=laughter
forty ^cd++++=forty
years ^nns++++=years
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Elena
elena ^nn+++??+=EXTRAWORD
Dmitrievna ^np+++??+=Dmitrievna.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
call ^nn++++=call
her ^pp3o+pp3+++=her
Lenotchka ^np+++??+=Lenotchka."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Nikolai ^np+++??+=Nikolai
Andreyevich ^np+++??+=Andreyevich."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mama
mama ^npt++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you
pulled ^vbd+++xvbn+=pulled
her ^pp3o+pp3+++=her
braid ^nn++++=braid
and ^cc++++=and
ruined ^jj+++xvbn+=ruined
a ^at++++=a
funeral ^nn++++=funeral."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
frog ^nn+++??+=frog's
's ^$++++=EXTRAWORD
funeral ^nn++++=funeral,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
accused ^vprf+++xvbnx+=accused
me ^pp1o+pp1+++=me
of ^in++++=of
being ^xvbg+++xvbg+=being
heartless ^jj++++=heartless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
sixteen ^cd++++=sixteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
fifteen ^cd++++=fifteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
younger ^jjr++++=younger
Lenotchka ^np+++??+=Lenotchka
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
and ^cc+phrs+++=and
careless ^jj++++=careless;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fly ^vbi++++=fly
out ^rp+pl+++=out
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
to ^to++++=to
fasten ^vbi++++=fasten
her ^pp$+pp3+++=her
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
her ^pp$+pp3+++=her
hair ^nn++++=hair
came ^vbd+++xvbn+=came
a ^at++++=a
faint ^jj+atrb+++=faint
scent ^nn++++=scent
not ^xnot++not++=not
violets ^nns+nom+++=violets,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
fresh ^jj+atrb+++=fresh
soap ^nn++++=soap
and ^cc++++=and
the ^ati++++=the
green ^jj+atrb+++=green
sharpness ^nns+nom+++=sharpness
of ^in++++=of
crushed ^jj+atrb++xvbn+=crushed
currant ^nn+nom+++=currant
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
scent ^nn++++=scent
was ^vbd+bedz+vrb++=was
truly ^rb++++=truly
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
memory ^nn++++=memory
supplied ^vbd+++xvbn+=supplied
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
did ^vbd+dod+aux++=did
not ^xnot++not++=not
inquire ^vb++++=inquire.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
many ^ap++++=many
months ^nns++++=months,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
no ^at++++=no
need ^vb++++=need
to ^to+vcmp+++=to
distrust ^vb++++=distrust
happiness ^nns+nom+++=happiness
merely ^rb+down+++=merely
because ^cs+cos+++=because
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
without ^in++++=without
proof ^nn++++=proof.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
ran ^vbd+++xvbn+=ran
below ^in+pl+++=below
to ^in++++=to
reserve ^nn++++=reserve
their ^pp$+pp3+++=their
places ^nns++++=places.
. ^zz++++=EXTRAWORD
Elena ^np+++??+=Elena
rose ^vbd+++xvbn+=rose
more ^rbr++++=more
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
age ^nn++++=age
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sometimes
sometimes ^rb++++=EXTRAWORD
she ^pp3a+pp3+++=she
looks ^vbz++++=looks
at ^rb++++=at
me ^pp1o+pp1+++=me
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
born ^vpsv++agls+xvbnx+=born
old ^jj++++=old.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
cannot ^md+pos+not++=cannot
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
ran ^vbd+++xvbn+=ran,
, ^zz++++=EXTRAWORD
lied ^j+++xvbn+=lied,
, ^zz++++=EXTRAWORD
flirted ^jj+atrb++xvbn+=flirted,
, ^zz++++=EXTRAWORD
kissed ^jj+atrb++xvbn+=kissed
boys ^nns++++=boys
in ^in++++=in
gardens ^nns++++=gardens."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
