# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Deposition ^nn+nom+++=Deposition
regularly ^rb++++=regularly.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
standpoint ^nn++++=standpoint
of ^in++++=of
household ^nn++++=household
management ^nn+nom+++=management,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
little ^ap++++=little
to ^to++++=to
criticize ^vbi++++=criticize.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
remain ^vb++++=remain
with ^in++++=with
her ^pp$+pp3+++=her
in ^in++++=in
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
prevent ^vb++++=prevent
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
looks ^vbz++++=looks
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
no ^at++++=no
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
no ^at++++=no
noble ^jj+atrb+++=noble
wilderness ^nns+nom+++=wilderness,
, ^zz++++=EXTRAWORD
no ^at++++=no
lost ^vbd+++xvbn+=lost
paradise ^nn++++=paradise
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind
painters ^nns+nom+++=painters
place ^nn++++=place
behind ^in+pl+++=behind
unclothed ^vbd+++xvbn+=unclothed
women ^nns++++=women
and ^cc++++=and
melancholy ^jj+atrb+++=melancholy
lions ^nns++++=lions.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
confusion ^nn++++=confusion
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
a ^at++++=a
skull ^nn++++=skull.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
the ^ati++++=the
cage ^nn++++=cage
before ^cs+sub+++=before
the ^ati++++=the
animal ^nn++++=animal
understands ^vbz++++=understands
the ^ati++++=the
bars ^nns++++=bars.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
an ^at++++=an
uncompleted ^jj+++xvbn+=uncompleted
passage ^npl+nom+++=passage,
, ^zz++++=EXTRAWORD
begun ^j+++xvbn+=begun
but ^cc++++=but
not ^xnot++not++=not
survived ^vprf+++xvbn+=survived.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
imitates ^nns+nom+++=imitates
my ^pp$+pp1+++=my
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
lifts ^vbz++++=lifts
a ^at++++=a
cup ^nn++++=cup
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
drink ^vbi++++=drink
and ^cc+phrs+++=and
spills ^vbz++++=spills
the ^ati++++=the
contents ^nns++++=contents
into ^in++++=into
her ^pp$+pp3+++=her
fur ^nn++++=fur.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
bares ^vbz++++=bares
her ^pp$+pp3+++=her
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
punishment ^nn+nom+++=punishment
or ^cc++++=or
applause ^nn++++=applause;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
does ^vbz+doz+aux++=does
not ^xnot++not++=not
know ^vb+vprv+++=know
which ^wdt+who+whcl++=which.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Gentlemen ^nns++++=Gentlemen,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
accused ^vpsv++agls+xvbnx+=accused
of ^in++++=of
betraying ^xvbg+++xvbg+=betraying
my ^pp$+pp1+++=my
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
The ^ati++++=The
accusation ^nn+nom+++=accusation
assumes ^vbz+vprv+++=assumes
that ^tht+vcmp+++=that
nature ^nn++++=nature
offered ^vbd+++xvbn+=offered
me ^pp1o+pp1+++=me
protection ^nn+nom+++=protection.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
bled ^vbd+++xvbn+=bled
on ^in++++=on
the ^ati++++=the
deck ^nn++++=deck
and ^cc++++=and
crouched ^vpsv++agls+xvbn+=crouched
in ^in++++=in
its ^pp$+it+++=its
own ^ap++++=own
waste ^nn++++=waste.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
beat ^vbd+++xvbn+=beat
against ^in++++=against
boards ^nns++++=boards
until ^cs+sub+++=until
its ^pp$+it+++=its
fingers ^nns+nom+++=fingers
split ^vbd+++xvbn+=split.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
betrayed ^vbd+++xvbnx+=betrayed
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
betrayed ^vbd+++xvbnx+=betrayed
a ^at++++=a
sentence ^nn+nom+++=sentence
already ^rb++++=already
pronounced ^jj+++xvbn+=pronounced
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
call ^nn++++=call
me ^pp1o+pp1+++=me
free ^jj++++=free.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reject ^vb++++=reject
that ^dt+dem+++=that
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
Freedom ^nn+nom+++=Freedom
is ^vbz+bez+vrb++=is
a ^at++++=a
word ^nn++++=word
men ^nns++++=men
bestow ^vb++++=bestow
upon ^in++++=upon
visible ^jj+atrb+++=visible
success ^nns+nom+++=success
in ^in++++=in
order ^to++++=order
not ^xnot++not++=not
to ^to++++=to
examine ^vbi++++=examine
the ^ati++++=the
machinery ^nn+nom+++=machinery
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
wish ^nn++++=wish
to ^to+ncmp+++=to
insult ^vb++++=insult
your ^pp$+pp2+++=your
ideals ^nns++++=ideals.
. ^zz++++=EXTRAWORD
Ideals ^nns++++=Ideals
are ^vb+ber+vrb++=are
excellent ^jj+atrb+++=excellent
decorations ^nns+nom+++=decorations
for ^in++++=for
gates ^nns++++=gates.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
concern ^nn++++=concern
was ^vbd+bedz+vrb++=was
never ^rb++++=never
with ^in++++=with
the ^ati++++=the
view ^nn++++=view
above ^in+pl+++=above
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
concern ^nn++++=concern
was ^vbd+bedz+vrb++=was
the ^ati++++=the
opening ^nvbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
through ^in++++=through
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
might ^md+pos+++=might
pass ^vb++++=pass
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cage ^nn++++=cage
is ^vbz+bez+vrb++=is
no ^at++++=no
longer ^rbr++++=longer
around ^rp++++=around
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
dimensions ^nns++++=dimensions,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
become ^vprf+++xvbn+=become
difficult ^jj++++=difficult
to ^to+jcmp+++=to
determine ^vbi++++=determine.
. ^zz++++=EXTRAWORD
At ^rb++++=At
times ^nns++++=times
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
include ^vbi++++=include
my ^pp$+pp1+++=my
apartment ^nn+nom+++=apartment,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
contracts ^nns++++=contracts,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
cultivated ^jj+atrb++xvbn+=cultivated
pronunciation ^nn+nom+++=pronunciation,
, ^zz++++=EXTRAWORD
the ^ati++++=the
respectful ^jj+atrb+++=respectful
attention ^nn+nom+++=attention
of ^in++++=of
this ^dt+dem+++=this
Academy ^nn++++=Academy.
. ^zz++++=EXTRAWORD
At ^rb++++=At
other ^ap++++=other
times ^nns++++=times
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
shrunk ^vprf+++xvbn+=shrunk
to ^in++++=to
a ^at++++=a
pressure ^nn++++=pressure
in ^in++++=in
the ^ati++++=the
thigh ^nn++++=thigh
where ^wrb+who+++=where
the ^ati++++=the
old ^jj+atrb+++=old
bullet ^nn++++=bullet
rests ^nns++++=rests.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
should ^md+nec+++=should
not ^xnot++not++=not
exaggerate ^nn+nom+++=exaggerate.
. ^zz++++=EXTRAWORD
A ^at++++=A
cage ^nn++++=cage
that ^tht+rel+subj++=that
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
measured ^vpsv++agls+xvbnx+=measured
is ^vbz+bez+vrb++=is
of ^in++++=of
limited ^jj+atrb++xvbn+=limited
interest ^nn++++=interest
to ^in++++=to
administrators ^nns++++=administrators.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
requested ^vbd+vsua++xvbn+=requested
a ^at++++=a
report ^nn++++=report,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
complaint ^nn++++=complaint.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
supplied ^vprf+++xvbnx+=supplied
the ^ati++++=the
principal ^jjb+atrb+++=principal
facts ^nns++++=facts:
: ^zz++++=EXTRAWORD
capture ^nn++++=capture,
, ^zz++++=EXTRAWORD
injury ^nn++++=injury,
, ^zz++++=EXTRAWORD
transport ^nn++++=transport,
, ^zz++++=EXTRAWORD
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
imitation ^nn+nom+++=imitation,
, ^zz++++=EXTRAWORD
instruction ^nn+nom+++=instruction,
, ^zz++++=EXTRAWORD
employment ^nn+nom+++=employment,
, ^zz++++=EXTRAWORD
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sequence ^nn+nom+++=sequence
is ^vbz+bez+vrb++=is
orderly ^jj+pred+++=orderly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
fit ^vb++++=fit
your ^pp$+pp2+++=your
records ^nns++++=records.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
leave ^vb++++=leave
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
men ^nns++++=men
of ^in++++=of
learning ^xvbg+++xvbg+=learning
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
placing ^vbg+++xvbg+=placing
names ^nns++++=names
upon ^in++++=upon
transformations ^nns+nom+++=transformations
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
occurred ^vprf+++xvbnx+=occurred.
. ^zz++++=EXTRAWORD
Call ^vb++++=Call
mine ^nn++++=mine
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
adaptation ^nn+nom+++=adaptation,
, ^zz++++=EXTRAWORD
advancement ^nn+nom+++=advancement,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
surrender ^nn+nom+++=surrender.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
word ^nn++++=word
touches ^nns++++=touches
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
matter ^nn++++=matter
and ^cc++++=and
avoids ^vbz++++=avoids
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
only ^rb+down+++=only
that ^dt+dem+++=that
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
call ^vb++++=call
it ^pp3+it+++=it
liberation ^nn+nom+++=liberation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
find ^vb+vprv+++=find
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
way ^nn++++=way
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
to ^to++++=to
keep ^vbi++++=keep
me ^pp1o+pp1+++=me
alive ^jj++++=alive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
life ^nn++++=life,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
demanding ^jj+atrb++xvbg+=demanding
examiner ^nn+nom+++=examiner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
does ^vbz+doz+aux++=does
not ^xnot++not++=not
require ^vb+vsua+++=require
that ^tht+vcmp+++=that
the ^ati++++=the
answer ^nn++++=answer
be ^vb+be+vrb++=be
noble ^jj+pred+++=noble.
. ^zz++++=EXTRAWORD
it ^pp3+it+++=It
requires ^vbz++++=requires
only ^rb+down+++=only
that ^dt+dem+++=that
an ^at++++=an
answer ^nn++++=answer
be ^vb+be+aux++=be
given ^vpsv++agls+xvbn+=given.
. ^zz++++=EXTRAWORD
