Even ^rb++++=Even
torn ^xvbn+++xvbn+=torn
remnants ^nns+nom+++=remnants
of ^in++++=of
his ^pp$+pp3+++=his
garment ^nn+nom+++=garment
left ^vbd+++xvbn+=left
dark ^jj+atrb+++=dark
streaks ^nns++++=streaks
upon ^in++++=upon
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fountain ^npl++++=fountain
concealed ^vbd+++xvbn+=concealed
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
guards ^nns++++=guards
during ^in++++=during
the ^ati++++=the
first ^od++++=first
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
open ^jj+atrb+++=open
space ^nn++++=space
where ^wrb+who+++=where
the ^ati++++=the
amber ^jj++++=amber
light ^jj++++=light
touched ^jj+++xvbn+=touched
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
halted ^vbd+++xvbnx+=halted
whenever ^nn+nom+++=whenever
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
sleepers ^nns+nom+++=sleepers
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
guard ^nn++++=guard
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
flattened ^vwbn+++xvbn+=flattened
his ^pp$+pp3+++=his
face ^nn++++=face
against ^in++++=against
the ^ati++++=the
pavement ^nn+nom+++=pavement
and ^cc++++=and
became ^vbd+++xvbn+=became
so ^rb++++=so
still ^rb++++=still
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
a ^at++++=a
discarded ^jj+atrb++xvbn+=discarded
bundle ^nn++++=bundle
of ^in++++=of
rags ^nns++++=rags.
. ^zz++++=EXTRAWORD
The ^ati++++=The
guard ^nn++++=guard
slept ^vbd+++xvbn+=slept
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Foot ^nn++++=Foot
by ^in++++=by
foot ^nn++++=foot
the ^ati++++=the
wretch ^nn++++=wretch
approached ^vbd+++xvbn+=approached
the ^ati++++=the
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
lowest ^nn++++=lowest
step ^vb++++=step,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expected ^vbd+++xvbnx+=expected
him ^pp3o+pp3+++=him
at ^rb++++=at
last ^rb"++++=last
to ^to++++=to
fail ^vbi++++=fail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
riser ^nn++++=riser
was ^vbd+bedz+vrb++=was
seven ^cd++++=seven
inches ^nns++++=inches
high ^rb++++=high
a ^at++++=a
wall ^nn++++=wall
to ^to++++=to
one ^cd1++++=one
who ^whp+rel+subj++=who
possessed ^vbd+++xvbn+=possessed
neither ^dt++neg++=neither
hand ^nn++++=hand
nor ^cc++neg++=nor
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
chin ^nn++++=chin
upon ^in++++=upon
the ^ati++++=the
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
bit ^nn++++=bit
the ^ati++++=the
carpet ^nn++++=carpet
runner ^nn++++=runner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulled ^jj+++xvbn+=pulled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fabric ^nn++++=fabric
slipped ^vbd+++xvbn+=slipped
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
released ^vbd+++xvbnx+=released
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drove ^vbd+++xvbn+=drove
both ^abx++++=both
thigh ^nn++++=thigh-stumps
- ^zz++++=EXTRAWORD
stumps ^nns++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^nn++++=head
and ^cc++++=and
shoulders ^nns+nom+++=shoulders
rose ^vbd+++xvbn+=rose;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
breast ^nn++++=breast
struck ^vbd+++xvbn+=struck
the ^ati++++=the
step ^nn++++=step;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
slid ^vbd+++xvbnx+=slid
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
attempted ^vbd+++xvbnx+=attempted
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
failed ^vbd+++xvbnx+=failed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
fourth ^od++++=fourth
effort ^nn++++=effort
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
the ^ati++++=the
carved ^jj+atrb++xvbn+=carved
lip ^nn++++=lip
of ^in++++=of
the ^ati++++=the
tread ^nn++++=tread
in ^in++++=in
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
neck ^nn++++=neck
swelled ^vbd+++xvbn+=swelled;
; ^zz++++=EXTRAWORD
the ^ati++++=the
shoulders ^nns+nom+++=shoulders
lifted ^vbd+++xvbn+=lifted;
; ^zz++++=EXTRAWORD
the ^ati++++=the
trunk ^nn++++=trunk
bent ^vbd+++xvbn+=bent
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
feared ^vbd+vprv+tht0+xvbnx+=feared
the ^ati++++=the
spine ^nn++++=spine
would ^md+prd+++=would
break ^vb++++=break.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gained ^vbd+++xvbnx+=gained
the ^ati++++=the
step ^nn++++=step
and ^cc++++=and
lay ^vpsv++agls+xvbn+=lay
across ^in+pl+++=across
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
breathing ^nvbg+++xvbg+=breathing
in ^in++++=in
silent ^jj+atrb+++=silent
gasps ^nns++++=gasps.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
steps ^nns++++=steps
to ^in++++=to
the ^ati++++=the
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
counted ^vbd+++xvbnx+=counted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
some ^dti++++=some
he ^pp3a+pp3+++=he
mounted ^vbd+++xvbnx+=mounted
by ^in++++=by
the ^ati++++=the
carpet ^nn++++=carpet;
; ^zz++++=EXTRAWORD
upon ^in++++=upon
others ^aps++++=others
by ^in++++=by
hooking ^xvbg+++xvbg+=hooking
his ^pp$+pp3+++=his
chin ^nn++++=chin
over ^in++++=over
the ^ati++++=the
edge ^nn++++=edge;
; ^zz++++=EXTRAWORD
twice ^rb++++=twice
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
ascended ^vbd+++xvbn+=ascended
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
forcing ^vbg+++xvbg+=forcing
his ^pp$+pp3+++=his
stumps ^nns++++=stumps
against ^in++++=against
the ^ati++++=the
riser ^nn++++=riser
and ^cc++++=and
writhing ^jj++++=writhing
upward ^jjb++++=upward
through ^in++++=through
sheer ^jjb+atrb+++=sheer
contraction ^nn+nom+++=contraction
of ^in++++=of
the ^ati++++=the
back ^nn++++=back.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
elevation ^nn+nom+++=elevation
seemed ^vbd+seem++xvbn+=seemed
the ^ati++++=the
last ^rb++++=last
that ^dt+dem+++=that
flesh ^nn++++=flesh
could ^md+pos+++=could
endure ^vb++++=endure.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
was ^vbd+bedz+aux++=was
overcome ^vpsv++agls+xvbnx+=overcome.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
landing ^jj+++xvbg+=landing
he ^pp3a+pp3+++=he
rested ^vbd+++xvbnx+=rested
for ^in++++=for
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
believed ^vbd+vprv+tht0+xvbnx+=believed
his ^pp$+pp3+++=his
strength ^nn++++=strength
exhausted ^vbd+++xvbn+=exhausted.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
over ^in++++=over
the ^ati++++=the
balustrade ^nn++++=balustrade.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
him ^pp3o+pp3+++=him
slept ^vbd+++xvbn+=slept
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh.
. ^zz++++=EXTRAWORD
The ^ati++++=The
truth ^nn++++=truth
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me
not ^xnot++not++=not
wholly ^rb+cnj+++=wholly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
a ^at++++=a
flash ^nn++++=flash
that ^tht+rel+subj++=that
shows ^vbz+vprv+++=shows
the ^ati++++=the
precipice ^nn++++=precipice
without ^in++++=without
revealing ^xvbg+++xvbg+=revealing
its ^pp$+it+++=its
depth ^nn++++=depth.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
had ^vb+hv+vrb++=had
no ^at++++=no
thought ^nn++++=thought
of ^in++++=of
liberty ^nn++++=liberty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gallery ^nn+nom+++=gallery
doors ^nns++++=doors
were ^vbd+bed+aux++=were
guarded ^vpsv++agls+xvbnx+=guarded
from ^in++++=from
within ^in+strn+++=within;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
the ^ati++++=the
height ^nn++++=height,
, ^zz++++=EXTRAWORD
the ^ati++++=the
position ^nn+nom+++=position
of ^in++++=of
the ^ati++++=the
cot ^nn++++=cot
these ^dt+dem+++=these
alone ^rb++++=alone
concerned ^jj+++xvbn+=concerned
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
For ^in++++=For
what ^wdt+who+++=what
purpose ^nn++++=purpose?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
the ^ati++++=the
second ^od++++=second
flight ^nn++++=flight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
screen ^nn++++=screen.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
call ^vb++++=call
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
dreadful ^jj+atrb+++=dreadful
compulsion ^nn++++=compulsion
urged ^vbd+vsua++xvbn+=urged
me ^pp1o+pp1+++=me
to ^to++++=to
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
the ^ati++++=the
superhuman ^jj+atrb+++=superhuman
monster ^nn+nom+++=monster
could ^md+pos+++=could
complete ^vb++++=complete
his ^pp$+pp3+++=his
design ^nn++++=design.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
placing ^nvbg+++xvbg+=placing
each ^dt++++=each
foot ^nn++++=foot
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
mounted ^vbd+++xvbnx+=mounted
with ^in++++=with
a ^at++++=a
slowness ^nns+nom+++=slowness
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
appalling ^jj+pred+++=appalling
than ^in++++=than
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
gained ^vbd+++xvbnx+=gained
the ^ati++++=the
gallery ^nn+nom+++=gallery,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
not ^xnot++not++=not
toward ^in++++=toward
the ^ati++++=the
apartments ^nns+nom+++=apartments
but ^cc++++=but
toward ^in++++=toward
the ^ati++++=the
balustrade ^nn++++=balustrade
directly ^rb++++=directly
above ^jjb++++=above
the ^ati++++=the
cot ^nn++++=cot.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
gap ^nn++++=gap
between ^in++++=between
two ^cd++++=two
carved ^xvbn+++xvbn+=carved
pillars ^nns++++=pillars
wide ^jj++++=wide
enough ^qlp++++=enough
to ^to++++=to
admit ^vbi+vpub+++=admit
his ^pp$+pp3+++=his
body ^nn++++=body.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thrust ^vbd+++xvbnx+=thrust
his ^pp$+pp3+++=his
head ^jjb++++=head
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
surveyed ^xvbn+++xvbn+=surveyed
the ^ati++++=the
sleeping ^jj+++xvbg+=sleeping
Rajah ^np+++??+=Rajah
beneath ^in+strn+++=beneath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
smile ^nn++++=smile
broke ^vbd+++xvbn+=broke
the ^ati++++=the
spell ^nn++++=spell
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
guards ^nns++++=guards
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv+tht0+xvbg+=hearing
my ^pp$+pp1+++=my
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
made ^jj+atrb++xvbn+=made
one ^cd1++++=one
final ^jj+atrb+++=final
and ^cc+phrs+++=and
prodigious ^jj+atrb+++=prodigious
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
braced ^vbd+++xvbnx+=braced
his ^pp$+pp3+++=his
stumps ^nns++++=stumps
against ^in++++=against
the ^ati++++=the
gallery ^nn+nom+++=gallery
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
drove ^j+++xvbn+=drove
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
between ^in++++=between
the ^ati++++=the
pillars ^nns++++=pillars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
launched ^vbd+++xvbn+=launched
himself ^ppl+pp3+++=himself
outward ^jjb++++=outward.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
twelve ^cd++++=twelve
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
chest ^nn++++=chest
and ^cc++++=and
abdomen ^nn++++=abdomen
struck ^vbd+++xvbn+=struck
the ^ati++++=the
Rajah ^np+++??+=Rajah
squarely ^rb++++=squarely
upon ^in++++=upon
the ^ati++++=the
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
the ^ati++++=the
ribs ^nns++++=ribs
break ^vb++++=break
a ^at++++=a
dull ^jj+atrb+++=dull
succession ^nn++++=succession
of ^in++++=of
cracks ^nns++++=cracks
like ^in++++=like
sticks ^nns++++=sticks
beneath ^in+pl+++=beneath
a ^at++++=a
wheel ^nn++++=wheel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cot ^nn++++=cot
collapsed ^vbd+++xvbn+=collapsed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
bodies ^nns++++=bodies
rolled ^vbd+++xvbn+=rolled
to ^in++++=to
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
reach ^vb++++=reach
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
had ^vbd+hvd+aux++=had
fastened ^vprf+++xvbnx+=fastened
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
in ^in++++=in
the ^ati++++=the
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
guards ^nn++++=guards
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
drag ^vbi++++=drag
him ^pp3o+pp3+++=him
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
limbs ^nns++++=limbs
by ^in++++=by
which ^whp+rel+pied++=which
to ^to++++=to
seize ^vbi++++=seize
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
jaws ^nns++++=jaws
had ^vbd+hvd+aux++=had
closed ^vprf+++xvbnx+=closed
below ^rb++++=below
the ^ati++++=the
angle ^nn++++=angle
of ^in++++=of
the ^ati++++=the
mandible ^jj++++=mandible,
, ^zz++++=EXTRAWORD
crushing ^jj+++xvbg+=crushing
the ^ati++++=the
windpipe ^nn+++??+=windpipe
and ^cc++++=and
tearing ^vbg+++xvbg+=tearing
the ^ati++++=the
great ^jj+atrb+++=great
vessels ^nns++++=vessels.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thrust ^vbd+++xvbnx+=thrust
my ^pp$+pp1+++=my
fingers ^nns+nom+++=fingers
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
them ^pp3o+pp3+++=them
locked ^vbd+++xvbn+=locked
with ^in++++=with
the ^ati++++=the
rigidity ^nn+nom+++=rigidity
of ^in++++=of
iron ^nn++++=iron.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
guard ^vb++++=guard
struck ^vbd+++xvbn+=struck
him ^pp3o+pp3+++=him
upon ^in++++=upon
the ^ati++++=the
skull ^nn++++=skull.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
drew ^vbd+++xvbn+=drew
a ^at++++=a
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
knocked ^vbd+++xvbnx+=knocked
aside ^rp++++=aside
lest ^cs+sub+++=lest
he ^pp3a+pp3+++=he
sever ^vb++++=sever
the ^ati++++=the
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
by ^in++++=by
forcing ^xvbg+++xvbg+=forcing
a ^at++++=a
metal ^nn++++=metal
scabbard ^nn+++??+=scabbard
between ^in++++=between
the ^ati++++=the
molars ^nns++++=molars
and ^cc++++=and
using ^vbg+++xvbg+=using
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
lever ^nn++++=lever,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
broke ^vbd+++xvbnx+=broke
the ^ati++++=the
bite ^nn++++=bite.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
covered ^vbd+++xvbn+=covered
us ^pp1o+pp1+++=us
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
was ^vbd+bedz+vrb++=was
beyond ^in++++=beyond
aid ^nn++++=aid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sternum ^nn+++??+=sternum
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven
inward ^jjb++++=inward;
; ^zz++++=EXTRAWORD
several ^ap++++=several
ribs ^nns++++=ribs
had ^vbd+hvd+aux++=had
pierced ^vprf+++xvbnx+=pierced
the ^ati++++=the
lungs ^nns++++=lungs;
; ^zz++++=EXTRAWORD
the ^ati++++=the
throat ^nn++++=throat
was ^vbd+bedz+aux++=was
destroyed ^vpsv++agls+xvbnx+=destroyed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
breathed ^vbd+++xvbnx+=breathed
once ^rb+tm+++=once
beneath ^rb++++=beneath
my ^pp$+pp1+++=my
hand ^nn++++=hand
and ^cc++++=and
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
lived ^vbd+++xvbn+=lived
perhaps ^rb++++=perhaps
two ^cd++++=two
minutes ^nns++++=minutes
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fall ^nn++++=fall
had ^vbd+hvd+aux++=had
fractured ^vprf+++xvbnx+=fractured
his ^pp$+pp3+++=his
spine ^nn++++=spine
and ^cc++++=and
ruptured ^vprf+++xvbn+=ruptured
organs ^nns++++=organs
within ^in++++=within
the ^ati++++=the
abdomen ^nn++++=abdomen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he
desired ^vbd+vsua++xvbnx+=desired
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
already ^rb++++=already
clouding ^vbg+++xvbg+=clouding,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
from ^in++++=from
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
dead ^jj+atrb+++=dead
Rajah ^np+++??+=Rajah.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hatred ^nn++++=hatred
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
from ^in++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
its ^pp$+it+++=its
place ^nn++++=place
was ^vbd+bedz+vrb++=was
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
that ^dt+pdem+++=that
shattered ^vbd+++xvbn+=shattered
remnant ^nn+nom+++=remnant
of ^in++++=of
a ^at++++=a
man ^nn++++=man
smiled ^vbd+++xvbn+=smiled
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
sweetly ^rb++++=sweetly
and ^cc++++=and
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
often ^rb++splt++=often
been ^vprf+ben+aux+xvbnx+=been
praised ^vpsv++agls+xvbnx+=praised
for ^in++++=for
preventing ^xvbg+++xvbg+=preventing
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
from ^in++++=from
torturing ^xvbg+++xvbg+=torturing
Neranya ^np+++??+=Neranya
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
accepted ^vprf+++xvbnx+=accepted
the ^ati++++=the
praise ^nn++++=praise.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saved ^vbd+++xvbnx+=saved
the ^ati++++=the
murderer ^nn+nom+++=murderer
that ^tht+rel+++=that
vengeance ^nn+nom+++=vengeance
might ^md+pos+++=might
ripen ^vb++++=ripen;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repaired ^vbd+++xvbnx+=repaired
the ^ati++++=the
body ^nn++++=body
which ^whp+rel+obj++=which
hatred ^nn++++=hatred
afterward ^rb++++=afterward
employed ^vbd+++xvbn+=employed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
warning ^nn++++=warning
might ^md+pos+++=might
yet ^rb++++=yet
have ^vb+hv+aux++=have
averted ^vprf+++xvbnx+=averted
the ^ati++++=the
final ^jj+atrb+++=final
horror ^nn++++=horror,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
concealed ^vbd+++xvbn+=concealed
and ^cc+phrs+++=and
watched ^vbd+++xvbn+=watched
ingenuity ^nn+nom+++=ingenuity
contend ^vb+vpub+++=contend
with ^in++++=with
the ^ati++++=the
impossible ^nn++++=impossible.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
remember ^nn+nom+++=remember
Neranya ^np+++??+=Neranya
only ^rb+down+++=only
as ^ql++++=as
a ^at++++=a
fiend ^nn++++=fiend.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
crime ^nn++++=crime
against ^in++++=against
the ^ati++++=the
child ^nn++++=child
was ^vbd+bedz+vrb++=was
atrocious ^jj+pred+++=atrocious,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
revenge ^nn++++=revenge
murderous ^jj++++=murderous,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
nature ^nn++++=nature
violent ^jj++++=violent
from ^in++++=from
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Rajah ^np+++??+=Rajah,
, ^zz++++=EXTRAWORD
in ^in++++=in
taking ^xvbg+++xvbg+=taking
limb ^nn++++=limb
after ^cs+sub+++=after
limb ^nn++++=limb
while ^cs+sub+++=while
preserving ^vbg+++xvbg+=preserving
life ^nn++++=life,
, ^zz++++=EXTRAWORD
believed ^vb+++xvbn+=believed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
extinguished ^vprf+++xvbnx+=extinguished
agency ^nn++++=agency
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
forgot ^vbd+vprv++xvbnx+=forgot
that ^tht+vcmp+++=that
the ^ati++++=the
will ^md+prd+++=will
has ^vbz+hvz+vrb++=has
no ^at++++=no
fixed ^jj+atrb++xvbn+=fixed
