# ^zz++++=#
Traditions ^nns+nom+++=Traditions
, ^zz++++=EXTRAWORD
measure ^vb++++=measure
seven ^cd++++=seven
feet ^nns++++=feet
along ^in++++=along
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
raise ^vb++++=raise
the ^ati++++=the
third ^od++++=third
flagstone ^vb+++??+=flagstone
from ^in++++=from
the ^ati++++=the
angle ^nn++++=angle.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
night ^nn++++=night
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
angrily ^rb++++=angrily.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
delayed ^vprf+++xvbnx+=delayed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
witnesses ^nns+nom+++=witnesses,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
distrust ^nn++++=distrust
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
dig ^vb++++=dig."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
related ^vbd+++xvbn+=related
the ^ati++++=the
dream ^nn++++=dream
at ^rb++++=at
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
The ^ati++++=The
elder ^jjr++++=elder
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baily ^np++++=Baily
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
of ^in++++=of
an ^at++++=an
antiquarian ^jj+atrb+++=antiquarian
disposition ^nn+nom+++=disposition
and ^cc++++=and
curious ^jj++++=curious
concerning ^in++++=concerning
every ^at++++=every
feature ^nn++++=feature
of ^in++++=of
the ^ati++++=the
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
consented ^j+++xvbn+=consented
to ^to++++=to
inspect ^vbi++++=inspect
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
expedition ^nn+nom+++=expedition
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
with ^in++++=with
more ^rbr++++=more
solemnity ^nn+nom+++=solemnity
than ^in++++=than
anyone ^pn++++=anyone
had ^vbd+hvd+aux++=had
intended ^vprf+++xvbnx+=intended.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baily ^np++++=Baily
carried ^vbd+++xvbn+=carried
a ^at++++=a
measuring ^jj+++xvbg+=measuring-line;
- ^zz++++=EXTRAWORD
line ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
steward ^nn++++=steward
brought ^vbd+++xvbn+=brought
crowbars ^nns+++??+=crowbars
and ^cc++++=and
a ^at++++=a
spade ^nn++++=spade;
; ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
held ^vbd+vprv++xvbn+=held
a ^at++++=a
lantern ^nn++++=lantern;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
servants ^nns+nom+++=servants
followed ^vbd+vprv++xvbn+=followed
at ^rb++++=at
a ^at++++=a
respectful ^jj+atrb+++=respectful
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Earl ^np++++=Earl's
's ^$++++=EXTRAWORD
Hall ^npl++++=Hall
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
in ^in++++=in
better ^jjr+atrb+++=better
preservation ^nn+nom+++=preservation.
. ^zz++++=EXTRAWORD
A ^at++++=A
portion ^nn+nom+++=portion
of ^in++++=of
its ^pp$+it+++=its
roof ^nn++++=roof
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
ivy ^nn++++=ivy
had ^vbd+hvd+aux++=had
penetrated ^vprf+++xvbnx+=penetrated
between ^in++++=between
the ^ati++++=the
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rain ^nn++++=rain
lay ^vbd+++xvbn+=lay
in ^in++++=in
green ^jj+atrb+++=green
pools ^nns++++=pools
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
fireplaces ^nns++++=fireplaces,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
great ^jj+atrb+++=great
breadth ^nn++++=breadth
and ^cc++++=and
another ^dt++++=another
apparently ^rb++++=apparently
constructed ^vbd+++xvbn+=constructed
at ^rb++++=at
a ^at++++=a
later ^rbr+tm+++=later
period ^nn++++=period.
. ^zz++++=EXTRAWORD
The ^ati++++=The
western ^jj+atrb+++=western
one ^cd1++++=one
could ^md+pos+++=could
still ^rb++++=still
be ^vb+be+aux++=be
distinguished ^vpsv++by+xvbnx+=distinguished
by ^in++++=by
its ^pp$+it+++=its
carved ^vbd+++xvbn+=carved
lintel ^nn++++=lintel,
, ^zz++++=EXTRAWORD
on ^in++++=on
which ^whp+rel+pied++=which
appeared ^vbd+seem++xvbn+=appeared
an ^at++++=an
animal ^nn++++=animal
lion ^nn++++=lion,
, ^zz++++=EXTRAWORD
boar ^nn++++=boar,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
wolf ^nn++++=wolf;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forget ^vb+vprv+++=forget
which ^wdt+who+whcl++=which
worn ^xvbn+++xvbn+=worn
nearly ^rb+down+++=nearly
smooth ^jj++++=smooth.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
placed ^vwbn+++xvbn+=placed
herself ^ppl+pp3+++=herself
with ^in++++=with
her ^pp$+pp3+++=her
back ^rp++++=back
to ^in++++=to
it ^pp3+it+++=it
and ^cc++++=and
repeated ^jj+++xvbn+=repeated
the ^ati++++=the
directions ^nns+nom+++=directions.
. ^zz++++=EXTRAWORD
Twelve ^cd++++=Twelve
paces ^nns++++=paces
brought ^vbd+++xvbn+=brought
her ^pp$+pp3+++=her
near ^in+pl+++=near
the ^ati++++=the
narrow ^jj+atrb+++=narrow
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Seven ^cd++++=Seven
feet ^nns++++=feet
to ^in++++=to
the ^ati++++=the
left ^nn++++=left
indicated ^vbd+vprv++xvbn+=indicated
a ^at++++=a
flagstone ^nn+++??+=flagstone
differing ^vwbg+++xvbg+=differing
little ^ap++++=little
from ^in++++=from
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
one ^cd1++++=one
corner ^npl++++=corner
bore ^vbd+++xvbn+=bore
a ^at++++=a
shallow ^jj++++=shallow
circular ^jj++++=circular
mark ^vb++++=mark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servants ^nns+nom+++=servants
set ^jj+++xvbn+=set
to ^to+jcmp+++=to
work ^vb++++=work.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
stone ^nn++++=stone
resisted ^vbd+++xvbn+=resisted.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
joints ^nns++++=joints
were ^vbd+bed+aux++=were
clogged ^vpsv++agls+xvbnx+=clogged
with ^in++++=with
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crowbars ^nns+++??+=crowbars
slipped ^vbd+++xvbn+=slipped
more ^ql++++=more
than ^cs+sub+++=than
once ^cs+tm+++=once;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose
with ^in++++=with
a ^at++++=a
cavernous ^jj+atrb+++=cavernous
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
disclosing ^vbg+vprv++xvbg+=disclosing
compact ^jj+atrb+++=compact
soil ^nn++++=soil.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dug ^vbd+++xvbnx+=dug
three ^cd++++=three
feet ^nns++++=feet
and ^cc++++=and
encountered ^vbd+++xvbn+=encountered
masonry ^nn++++=masonry.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baily ^np++++=Baily,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
thoroughly ^rb+amp+++=thoroughly
interested ^jj++++=interested,
, ^zz++++=EXTRAWORD
ordered ^j+++xvbn+=ordered
the ^ati++++=the
opening ^nn++++=opening
enlarged ^vbd+++xvbn+=enlarged.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
soil ^nn++++=soil
appeared ^vbd+seem++xvbn+=appeared
a ^at++++=a
flat ^jj+atrb+++=flat
slab ^nn++++=slab,
, ^zz++++=EXTRAWORD
carefully ^rb++++=carefully
fitted ^vbd+++xvbn+=fitted.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
also ^rb++++=also
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised.
. ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
stone ^nn++++=stone
chamber ^nn++++=chamber
lay ^vbd+++xvbn+=lay
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
four ^cd++++=four
feet ^nns++++=feet
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
three ^cd++++=three
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lined ^vpsv++agls+xvbn+=lined
throughout ^in++++=throughout
with ^in++++=with
dressed ^vbd+++xvbn+=dressed
limestone ^nn++++=limestone.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
dust ^nn++++=dust
at ^rb++++=at
the ^ati++++=the
bottom ^nn++++=bottom
stood ^vbd+++xvbn+=stood
the ^ati++++=the
perfect ^jj+atrb+++=perfect
impression ^nn++++=impression
of ^in++++=of
a ^at++++=a
vessel ^nn++++=vessel
a ^at++++=a
round ^jj+atrb+++=round
base ^nn++++=base,
, ^zz++++=EXTRAWORD
swelling ^nn+nom+++=swelling
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
projecting ^vbg+++xvbg+=projecting
handles ^nns++++=handles.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
stains ^nns++++=stains
marked ^vbd+++xvbn+=marked
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
metal ^nn++++=metal
had ^vbd+hvd+aux++=had
rested ^vprf+++xvbnx+=rested.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
also ^rb++++=also
scraps ^nns++++=scraps
of ^in++++=of
decayed ^jj+atrb++xvbn+=decayed
sacking ^nn++++=sacking
and ^cc++++=and
one ^cd1++++=one
small ^jj+atrb+++=small
link ^nn++++=link
of ^in++++=of
a ^at++++=a
bronze ^jj+atrb+++=bronze
chain ^nn++++=chain.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas!
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
No ^at++++=No
opening ^jj+++xvbg+=opening
could ^md+pos+++=could
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
except ^in++++=except
the ^ati++++=the
one ^cd1++++=one
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walls ^nns++++=walls
were ^vbd+bed+vrb++=were
sound ^jj+pred+++=sound,
, ^zz++++=EXTRAWORD
the ^ati++++=the
floor ^nn++++=floor
unbroken ^jj++++=unbroken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
covering ^jj+atrb++xvbg+=covering
slab ^nn++++=slab
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
moved ^vpsv++agls+xvbnx+=moved
for ^in++++=for
a ^at++++=a
very ^ql+amp+++=very
long ^rb++++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
something ^pn++++=something
had ^vb+hv+aux++=had
unquestionably ^rb++splt++=unquestionably
stood ^vprf+++xvbnx+=stood
within ^in++++=within
the ^ati++++=the
cavity ^nn++++=cavity
and ^cc++++=and
had ^vb+hv+aux++=had
as ^cs+sub+++=as
unquestionably ^rb++++=unquestionably
been ^vprf+ben+aux+xvbn+=been
removed ^vpsv++agls+xvbnx+=removed.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baily ^np++++=Baily
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
workmen ^nns++++=workmen
repairing ^vwbg+++xvbg+=repairing
the ^ati++++=the
hall ^nn++++=hall
in ^in++++=in
the ^ati++++=the
previous ^jj+atrb+++=previous
century ^nn++++=century
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered
the ^ati++++=the
deposit ^nn++++=deposit
and ^cc++++=and
concealed ^vbd+++xvbn+=concealed
the ^ati++++=the
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
The ^ati++++=The
steward ^nn++++=steward
thought ^vbd+++xvbn+=thought
smugglers ^nns+nom+++=smugglers
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
through ^in++++=through
a ^at++++=a
subterranean ^jj+atrb+++=subterranean
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
none ^pn++++=none
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servants ^nns+nom+++=servants
preferred ^vbd+++xvbn+=preferred
to ^to+vcmp+++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man
of ^in++++=of
the ^ati++++=the
dream ^nn++++=dream
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
too ^ql++++=too
late ^jj++++=late:
: ^zz++++=EXTRAWORD
some ^dti++++=some
other ^ap++++=other
dreamer ^nn++++=dreamer
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
his ^pp$+pp3+++=his
instructions ^nns+nom+++=instructions
in ^in++++=in
an ^at++++=an
earlier ^jjr+atrb+++=earlier
generation ^nn+nom+++=generation
and ^cc++++=and
secured ^vbd+++xvbn+=secured
the ^ati++++=the
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
said ^vbd+vpub++xvbn+=said
little ^ap++++=little.
. ^zz++++=EXTRAWORD
The ^ati++++=The
failure ^nn++++=failure
affected ^vwbn+++xvbn+=affected
her ^pp3o+pp3+++=her
strangely ^rb++++=strangely.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
empty ^jj+atrb+++=empty
chamber ^nn++++=chamber
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
were ^vbd+bed+vrb++=were
more ^ql++++=more
disturbing ^jj+++xvbg+=disturbing
than ^in++++=than
its ^pp$+it+++=its
presence ^nn+nom+++=presence
could ^md+pos+++=could
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
weeks ^nns++++=weeks
nothing ^pn++++=nothing
further ^jjb++++=further
occurred ^jj+++xvbn+=occurred.
. ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Little ^jj+atrb+++=Little
Man ^nn++++=Man
in ^in++++=in
Red ^jj+atrb+++=Red
One ^cd1++++=One
afternoon ^nn++++=afternoon
in ^in++++=in
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
went ^vbd+++xvbn+=went
alone ^rb++++=alone
to ^in++++=to
the ^ati++++=the
castle ^nn++++=castle.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
afterward ^rb++++=afterward
stated ^vbd+vpub++xvbn+=stated,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
to ^in++++=to
copy ^nn++++=copy
the ^ati++++=the
device ^nn++++=device
over ^in++++=over
the ^ati++++=the
western ^jj+atrb+++=western
fireplace ^nn++++=fireplace
for ^in++++=for
a ^at++++=a
book ^nn++++=book
of ^in++++=of
family ^nn++++=family
memoranda ^nns++++=memoranda.
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
was ^vbd+bedz+vrb++=was
damp ^nn++++=damp
and ^cc++++=and
windless ^jj++++=windless.
. ^zz++++=EXTRAWORD
A ^at++++=A
yellow ^jj+atrb+++=yellow
fog ^nn++++=fog
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
weak ^jj++++=weak
light ^jj++++=light
entering ^jj+++xvbg+=entering
the ^ati++++=the
hall ^npl++++=hall
seemed ^vbd+seem++xvbn+=seemed
unable ^jj++++=unable
to ^to+jcmp+++=to
reach ^vbi++++=reach
its ^pp$+it+++=its
farther ^rbr++++=farther
extremity ^nn+nom+++=extremity.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seated ^vbd+++xvbnx+=seated
herself ^ppl+pp3+++=herself
in ^in++++=in
a ^at++++=a
deep ^jj+atrb+++=deep
window ^nn++++=window
recess ^nn++++=recess,
, ^zz++++=EXTRAWORD
with ^in++++=with
paper ^nn++++=paper
upon ^in++++=upon
her ^pp$+pp3+++=her
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Drops ^nns++++=Drops
fell ^vbd+++xvbn+=fell
at ^rb++++=at
intervals ^nns+nom+++=intervals
from ^in++++=from
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
striking ^vbg+++xvbg+=striking
the ^ati++++=the
stones ^nns++++=stones
with ^in++++=with
distinct ^jj++++=distinct,
, ^zz++++=EXTRAWORD
hollow ^jj++++=hollow
taps ^vbz++++=taps.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
she ^pp3a+pp3+++=she
worked ^vbd+++xvbnx+=worked,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
that ^tht+jcmp+++=that
someone ^pn++++=someone
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
the ^ati++++=the
opposite ^jj+atrb+++=opposite
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
man ^nn++++=man
dressed ^vbd+++xvbn+=dressed
entirely ^rb+amp+++=entirely
in ^in++++=in
red ^nn++++=red.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coat ^nn++++=coat
was ^vbd+bedz+vrb++=was
scarlet ^jj+pred+++=scarlet,
, ^zz++++=EXTRAWORD
with ^in++++=with
narrow ^jj+atrb+++=narrow
skirts ^nns++++=skirts;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cap ^nn++++=cap
were ^vbd+bed+vrb++=were
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
colour ^nn++++=colour.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
brown ^jj+pred+++=brown
and ^cc+phrs+++=and
withered ^jj+++xvbn+=withered,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
extremely ^rb+amp+++=extremely
wide ^jj++++=wide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
small ^jj++++=small,
, ^zz++++=EXTRAWORD
black ^jj++++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bright ^jj++++=bright.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
near ^in+pl+++=near
the ^ati++++=the
excavated ^jj+atrb++xvbn+=excavated
flagstone ^nn+++??+=flagstone,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
not ^xnot++not++=not
then ^rn+tm+++=then
been ^vprf+ben+aux+xvbn+=been
replaced ^vpsv++agls+xvbnx+=replaced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
regarded ^vbd+++xvbn+=regarded
her ^pp$+pp3+++=her
without ^in++++=without
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
supposed ^vwbn+vprv++xvbn+=supposed
at ^rb++++=at
first ^rb"++++=first
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
some ^dti++++=some
deformed ^jj+atrb+++=deformed
countryman ^nn+nom+++=countryman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
without ^in++++=without
her ^pp$+pp3+++=her
hearing ^nvbg+++xvbg+=hearing
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
asked ^vbd+vsua++xvbnx+=asked
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
raised ^vbd+++xvbn+=raised
one ^cd1++++=one
finger ^nn++++=finger
and ^cc++++=and
beckoned ^vbd+++xvbn+=beckoned.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remained ^vbd+++xvbnx+=remained
seated ^vbd+++xvbn+=seated.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
beckoned ^vbd+++xvbnx+=beckoned
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
pointed ^vbd+++xvbn+=pointed
toward ^in++++=toward
the ^ati++++=the
narrow ^nn++++=narrow
arched ^vbd+++xvbn+=arched
doorway ^nn++++=doorway
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
spiral ^nn++++=spiral
stair ^nn++++=stair.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
gestures ^nns++++=gestures
were ^vbd+bed+vrb++=were
deliberate ^jj+pred+++=deliberate,
, ^zz++++=EXTRAWORD
imperious ^jj++++=imperious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
accompanied ^vpsv++by+xvbn+=accompanied
by ^in++++=by
a ^at++++=a
smile ^nn++++=smile
that ^tht+rel+++=that
displayed ^jj+++xvbn+=displayed
a ^at++++=a
multitude ^nn++++=multitude
of ^in++++=of
very ^ql+amp+++=very
small ^jj+atrb+++=small
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
afterward ^rb++++=afterward
declared ^vprf+++xvbn+=declared
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
intend ^vb++++=intend
to ^to+vcmp+++=to
obey ^vbi++++=obey
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
she ^pp3a+pp3+++=she
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
approached ^vbd+++xvbnx+=approached,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
receded ^vbd+++xvbnx+=receded
without ^in++++=without
turning ^xvbg+++xvbg+=turning.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
red ^jj+atrb+++=red
shoes ^nns++++=shoes
made ^vbd+++xvbn+=made
no ^at++++=no
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
doorway ^nn++++=doorway
and ^cc++++=and
passed ^vpsv++agls+xvbn+=passed
beneath ^in+pl+++=beneath
the ^ati++++=the
arch ^nn++++=arch,
, ^zz++++=EXTRAWORD
still ^rb++++=still
facing ^vbg+++xvbg+=facing
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
stair ^nn++++=stair
beyond ^in++++=beyond
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow
and ^cc+phrs+++=and
steep ^jj++++=steep.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Vane ^np++++=Vane
followed ^vbd+vprv++xvbn+=followed
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
From ^in++++=From
below ^in+pl+++=below
came ^vbd+++xvbn+=came
a ^at++++=a
cold ^jj++++=cold
current ^jj++++=current
of ^in++++=of
air ^nn++++=air,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
an ^at++++=an
odour ^nn++++=odour
of ^in++++=of
wet ^jj+atrb+++=wet
earth ^nn++++=earth
and ^cc++++=and
something ^pn++++=something
older ^jjr++++=older
and ^cc++++=and
more ^rbr++++=more
oppressive ^jj++++=oppressive
the ^ati++++=the
exhausted ^jj+atrb++xvbn+=exhausted
air ^nn++++=air,
, ^zz++++=EXTRAWORD
