Frances ^nns+nom+++=Frances
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
were ^vbd+bed+vrb++=were
teasing ^jj+pred+++=teasing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+vrb++=be
careful ^jj+pred+++=careful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ay."
ay ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Talk
talk ^nn++++=EXTRAWORD
nicely ^rb++++=nicely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
teasing ^jj+pred+++=teasing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
folded ^vbd+++xvbnx+=folded
the ^ati++++=the
dock ^nn++++=dock
leaf ^nn++++=leaf
over ^in++++=over
the ^ati++++=the
body ^nn++++=body
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nay."
nay ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
wasted ^vprf+++xvbnx+=wasted
my ^pp$+pp1+++=my
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't."
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
nowt ^nn+++??+=nowt
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing,"
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
corrected ^vbd+++xvbnx+=corrected,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
yard ^nn++++=yard
was ^vbd+bedz+vrb++=was
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
stable ^jj+atrb+++=stable
door ^nn++++=door
a ^at++++=a
horse ^nn++++=horse
shifted ^vbd+++xvbn+=shifted
and ^cc+phrs+++=and
breathed ^vbd+++xvbn+=breathed;
; ^zz++++=EXTRAWORD
flies ^vbz++++=flies
moved ^vbd+++xvbn+=moved
upon ^in++++=upon
the ^ati++++=the
warm ^jj+atrb+++=warm
bricks ^nns++++=bricks.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
could ^md+pos+++=could
smell ^vb++++=smell
sawdust ^nn++++=sawdust
on ^in++++=on
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
clothes ^nns++++=clothes
and ^cc++++=and
the ^ati++++=the
bitter ^jj+atrb+++=bitter
green ^nn++++=green
sap ^nn++++=sap
of ^in++++=of
the ^ati++++=the
leaf ^nn++++=leaf
between ^in++++=between
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
come ^vb++++=come
out ^rp+pl+++=out
wi ^nn+++??+=wi'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
Sunday ^nr++++=Sunday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
beyond ^in++++=beyond
him ^pp3o+pp3+++=him
towards ^in++++=towards
the ^ati++++=the
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
Stubble ^nn++++=Stubble
glittered ^vbd+++xvbn+=glittered
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill;
; ^zz++++=EXTRAWORD
the ^ati++++=the
hedges ^nns++++=hedges
were ^vbd+bed+vrb++=were
dark ^jj+atrb+++=dark
seams ^nns++++=seams,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
above ^rb++++=above
them ^pp3o+pp3+++=them
the ^ati++++=the
sky ^nn++++=sky
stood ^vbd+++xvbn+=stood
pale ^nn++++=pale
and ^cc++++=and
vacant ^jj++++=vacant.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
beyond ^in++++=beyond
those ^dt+dem+++=those
fields ^nns++++=fields
were ^vbd+bed+vrb++=were
the ^ati++++=the
railway ^nn++++=railway
and ^cc++++=and
Liverpool ^np++++=Liverpool
and ^cc++++=and
Jimmy ^np++++=Jimmy
arranging ^vwbg+vsua++xvbg+=arranging
his ^pp$+pp3+++=his
gracious ^jj++++=gracious
future ^jjb++++=future.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn++++=thought
reached ^vbd+++xvbn+=reached
her ^pp$+pp3+++=her
faintly ^rb+cnj+++=faintly,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
bell ^nn++++=bell
heard ^vbd+vprv++xvbn+=heard
under ^in++++=under
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Anywhere
anywhere ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
like ^vb++++=like."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
hate ^vb++++=hate
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
anywhere ^rb++++=anywhere
I ^pp1a+pp1+++=I
like ^vb++++=like."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
may ^md+pos+++=may
hate ^vb++++=hate
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
both ^abx++++=both
be ^vb+be+aux++=be
suited ^vpsv++agls+xvbnx+=suited."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
strained ^vwbn+++xvbn+=strained,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
how ^wrb+who+whcl++=how
much ^rb++++=much
he ^pp3a+pp3+++=he
feared ^vbd+++xvbnx+=feared
her ^pp3o+pp3+++=her
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
discovery ^nn+nom+++=discovery
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
power ^nn++++=power,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
power ^nn++++=power
was ^vbd+bedz+vrb++=was
joyless ^jj+pred+++=joyless.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
hurt ^vbd+++xvbn+=hurt
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
also ^rb++splt++=also
cease ^vb++++=cease
resisting ^vbg+++xvbg+=resisting.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
asking ^vbg+++xvbgx+=asking
me ^pp1o+pp1+++=me
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
asked ^vprf+++xvbnx+=asked
before ^in+strn+++=before."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
like ^in++++=like
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
Jimmy ^np++++=Jimmy
is ^vbz+bez+aux++=is
engaged ^vpsv++agls+xvbnx+=engaged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
an ^at++++=an
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
near ^rb++++=near
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
touch ^nn++++=touch
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
enclosed ^vpsv++by+xvbn+=enclosed
by ^in++++=by
his ^pp$+pp3+++=his
nearness ^nns+nom+++=nearness.
. ^zz++++=EXTRAWORD
Unlike ^in++++=Unlike
Jimmy ^np++++=Jimmy,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
elegant ^nn++++=elegant
escape ^vb++++=escape
prepared ^vbd+++xvbn+=prepared,
, ^zz++++=EXTRAWORD
no ^at++++=no
words ^nns++++=words
that ^tht+rel+subj++=that
would ^md+prd+++=would
preserve ^vb++++=preserve
them ^pp3o+pp3+++=them
both ^abx++++=both
from ^in++++=from
embarrassment ^nn+nom+++=embarrassment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
before ^in++++=before
her ^pp$+pp3+++=her
with ^in++++=with
his ^pp$+pp3+++=his
desire ^nn++++=desire
like ^in++++=like
a ^at++++=a
farm ^nn++++=farm
tool ^nn++++=tool
held ^vbd+vprv++xvbn+=held
awkwardly ^rb++++=awkwardly
in ^in++++=in
bare ^jj+atrb+++=bare
hands ^nns++++=hands
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
useful ^jj++++=useful,
, ^zz++++=EXTRAWORD
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
" ^zz++++="We'd
we ^pp1a+pp1+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
tell ^vb++++=tell
your ^pp$+pp2+++=your
mother ^nn++++=mother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
soon ^rb+tm+++=soon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She'll
she ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
Anne ^np++++=Anne,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
it ^pp3+it+++=it
proper ^jj++++=proper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
looked ^vbd+++xvbn+=looked
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
dock ^nn++++=dock
leaf ^nn++++=leaf.
. ^zz++++=EXTRAWORD
A ^at++++=A
dark ^jj+atrb+++=dark
moisture ^nn++++=moisture
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
stain ^vbi++++=stain
it ^pp3+it+++=it
from ^in++++=from
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
mole ^nn++++=mole
under ^in++++=under
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
blind ^jj++++=blind
but ^cc++++=but
whole ^nn++++=whole;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
in ^in++++=in
the ^ati++++=the
light ^nn++++=light,
, ^zz++++=EXTRAWORD
frantic ^jj++++=frantic;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
still ^rb++++=still.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thought ^vbd+++xvbnx+=thought
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
hopes ^nns++++=hopes
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
fed ^vprf+++xvbnx+=fed
in ^in++++=in
secrecy ^nn++++=secrecy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
eagerly ^rb++++=eagerly
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
burrowed ^vprf+++xvbnx+=burrowed
towards ^in++++=towards
a ^at++++=a
future ^jjb++++=future
that ^dt+pdem+++=that
did ^vbd+dod+aux++=did
not ^xnot++not++=not
exist ^vb++++=exist.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
over ^in++++=over
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
lift ^nn++++=lift
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
palm ^nn++++=palm
was ^vbd+bedz+vrb++=was
rough ^jj+pred+++=rough
and ^cc+phrs+++=and
hot ^jj++++=hot;
; ^zz++++=EXTRAWORD
the ^ati++++=the
pressure ^nn++++=pressure
frightened ^vbd+++xvbn+=frightened
her ^pp$+pp3+++=her
by ^in++++=by
its ^pp$+it+++=its
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
surrender ^nn+nom+++=surrender
as ^ql++++=as
a ^at++++=a
radiant ^jj+atrb+++=radiant
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
final ^jj+atrb+++=final
answer ^nn++++=answer
to ^in++++=to
long ^jj+atrb+++=long
refinement ^nn+nom+++=refinement
of ^in++++=of
feeling ^xvbg+++xvbg+=feeling.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
radiant ^jj++++=radiant.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
blood ^nn++++=blood
under ^in++++=under
a ^at++++=a
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
said ^vbd+vpub++xvbn+=said
" ^zz++++="nowt"
nowt ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
wanted ^vbd+++xvbn+=wanted
her ^pp$+pp3+++=her
enough ^dt++++=enough
to ^to++++=to
be ^vbi++vrb++=be
clumsy ^jj+pred+++=clumsy.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
her ^pp$+pp3+++=her
tonight ^nr+tm+++=tonight,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
sounded ^vbd+++xvbn+=sounded
extinguished ^vbd+++xvbn+=extinguished,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
another ^dt++++=another
woman ^nn++++=woman
had ^vbd+hvd+aux++=had
answered ^vprf+++xvbnx+=answered
from ^in++++=from
deep ^jj++++=deep
inside ^jjb++++=inside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
his ^pp$+pp3+++=his
thumb ^nn++++=thumb
moved ^vbd+++xvbn+=moved
once ^rb+tm+++=once
across ^rp+pl+++=across
her ^pp3o+pp3+++=her
knuckles ^nns++++=knuckles,
, ^zz++++=EXTRAWORD
a ^at++++=a
slow ^jj+atrb+++=slow
pleasure ^nn++++=pleasure
went ^vbd+++xvbn+=went
through ^rp++++=through
her ^pp3o+pp3+++=her
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
involuntary ^jj++++=involuntary,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
cruel ^jj++++=cruel.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
let ^vbd+++xvbnx+=let
the ^ati++++=the
wrapped ^jj+atrb++xvbn+=wrapped
mole ^nn++++=mole
slip ^nn++++=slip
from ^in++++=from
her ^pp$+pp3+++=her
other ^ap++++=other
hand ^nn++++=hand
to ^in++++=to
the ^ati++++=the
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
neither ^dt++neg++=Neither
of ^in++++=of
them ^pp3o+pp3+++=them
stooped ^vbd+++xvbn+=stooped
to ^in++++=to
retrieve ^nn++++=retrieve
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
