# ^zz++++=##
# ^zz++++=EXTRAWORD
Hundred ^cd++++=HUNDRED
The ^ati++++=The
right ^nn++++=right
commanded ^vbd+vpub++xvbn+=commanded;
; ^zz++++=EXTRAWORD
the ^ati++++=the
left ^nn+++xvbn+=left
obeyed ^vbd+++xvbn+=obeyed;
; ^zz++++=EXTRAWORD
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
pounded ^vbd+++xvbnx+=pounded
the ^ati++++=the
veranda ^nn++++=veranda,
, ^zz++++=EXTRAWORD
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
long ^jj++++=long
curryder ^jjr++++=curryder
with ^in++++=with
a ^at++++=a
purposeful ^jj+atrb+++=purposeful
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
new ^jj+atrb+++=new
soles ^nns++++=soles
were ^vbd+bed+aux++=were
scarred ^vpsv++agls+xvbnx+=scarred,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
polish ^jj++++=polish
vanished ^jj+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
above ^in+ppvb+++=above
gentility ^nn+nom+++=gentility
into ^in++++=into
usefulness ^nns+nom+++=usefulness.
. ^zz++++=EXTRAWORD
By ^in++++=By
sunrise ^nn++++=sunrise
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
guests ^nns++++=guests
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
remained ^vbd+++xvbn+=remained
sick ^jj++++=sick.
. ^zz++++=EXTRAWORD
Peavey ^np+++??+=Peavey
lay ^vbd+++xvbn+=lay
nearest ^jjt+atrb+++=nearest
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
chambermaids ^nns+++??+=chambermaids
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seized ^vpsv++agls+xvbnx+=seized,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
child ^nn++++=child
and ^cc++++=and
an ^at++++=an
elderly ^jj+atrb+++=elderly
travelling ^jj+atrb++xvbg+=travelling
salesman ^nn+nom+++=salesman.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale
worked ^vbd+++xvbn+=worked
without ^in++++=without
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
boiled ^vbd+++xvbn+=boiled
water ^nn++++=water,
, ^zz++++=EXTRAWORD
mixed ^j+++xvbn+=mixed
salt ^jj++++=salt
and ^cc++++=and
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
warmed ^xvbn+++xvbn+=warmed
blankets ^nns++++=blankets,
, ^zz++++=EXTRAWORD
cleaned ^xvbn+++xvbn+=cleaned
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
burned ^jj+atrb++xvbn+=burned
fouled ^jj+atrb++xvbn+=fouled
linen ^nn++++=linen
and ^cc++++=and
compelled ^vbd+++xvbn+=compelled
small ^jj+atrb+++=small
quantities ^nns+nom+++=quantities
of ^in++++=of
liquid ^nn++++=liquid
between ^in++++=between
clenched ^vwbn+++xvbn+=clenched
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
in ^in++++=in
horror ^nn++++=horror
he ^pp3a+pp3+++=he
now ^rn+tm+++=now
employed ^vbd+++xvbn+=employed
in ^in++++=in
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
sick ^jj+atrb+++=sick
men ^nns++++=men
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
abandoned ^vpsv++agls+xvbnx+=abandoned
on ^in++++=on
filthy ^jj+atrb+++=filthy
straw ^nn++++=straw.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
withheld ^vpsv++agls+xvbnx+=withheld
to ^to++++=to
stop ^vbi++++=stop
vomiting ^nn++++=vomiting.
. ^zz++++=EXTRAWORD
Guards ^vbz++++=Guards
stood ^vprf+++xvbn+=stood
outside ^jjb++++=outside
with ^in++++=with
guns ^nns++++=guns,
, ^zz++++=EXTRAWORD
fearful ^vb++++=fearful
that ^tht+vcmp+++=that
disease ^nn++++=disease
might ^md+pos+++=might
accomplish ^vb++++=accomplish
what ^wdt+who+++=what
chains ^nns++++=chains
could ^md+pos+++=could
not ^xnot++not++=not
prevent ^vb++++=prevent.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
men ^nns++++=men
die ^vb++++=die
calling ^nvbg+++xvbg+=calling
for ^in++++=for
mothers ^nns+nom+++=mothers,
, ^zz++++=EXTRAWORD
wives ^nns++++=wives
and ^cc++++=and
God ^nn++++=God;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
no ^at++++=no
physician ^nn++++=physician
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prisoners ^nns+nom+++=prisoners
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
scraps ^nns++++=scraps
of ^in++++=of
knowledge ^nn++++=knowledge
from ^in++++=from
survival ^nn+nom+++=survival
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
warm ^jj++++=warm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
drinks ^nns++++=drinks,
, ^zz++++=EXTRAWORD
often ^rb++++=often.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
pour ^&fw++++=pour
too ^ql++++=too
much ^ap++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
later ^rbr+tm+++=later
the ^ati++++=the
physician ^nn++++=physician
followed ^vbd+vprv++xvbn+=followed
his ^pp$+pp3+++=his
advice ^nn++++=advice.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peavey ^np++++=Peavey
survived ^vbd+++xvbn+=survived
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
chambermaid ^nn+++??+=chambermaid
began ^vbd+++xvbn+=began
to ^to++++=to
rally ^vbi++++=rally.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
worsened ^vbd+++xvbn+=worsened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Baker ^np++++=Baker
remained ^vbd+++xvbn+=remained
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
his ^pp$+pp3+++=his
blue ^jj+atrb+++=blue
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
take ^vb++++=take
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
warned ^vbd+vpub++xvbn+=warned.
. ^zz++++=EXTRAWORD
" ^zz++++="Me?"
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
rest ^vb++++=rest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rest?
rest ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n.
'n. ^nn+++??+=EXTRAWORD
Them ^pp3o+pp3+++=Them
folks ^nns++++=folks
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vprf+++xvbn+=got
time ^nn++++=time
for ^in++++=for
me ^pp1o+pp1+++=me
to ^in++++=to
rest ^nn++++=rest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
worked ^vprf+++xvbnx+=worked
eighteen ^cd++++=eighteen
hours ^nns++++=hours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
alive ^jj++++=alive
but ^cc++++=but
eight ^cd++++=eight
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Reckin ^np+++??+=Reckin
I ^pp1a+pp1+++=I
can ^md+pos+++=can
spare ^jj++++=spare
him ^pp3o+pp3+++=him
eighteen ^cd++++=eighteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale
staggered ^vbd+++xvbn+=staggered
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
altered ^vprf+++xvbnx+=altered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gripped ^vbd+++xvbnx+=gripped
the ^ati++++=the
banister ^nn+nom+++=banister
and ^cc++++=and
whispered ^vbd+vpub++xvbn+=whispered
the ^ati++++=the
word ^nn++++=word
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
reluctant ^jj++++=reluctant
to ^to+jcmp+++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
caught ^vbd+++xvbn+=caught
him ^pp3o+pp3+++=him
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
became ^vbd+++xvbn+=became
the ^ati++++=the
sixth ^od++++=sixth
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
only ^rb+down+++=only
trained ^vwbn+++xvbn+=trained
medical ^jj+atrb+++=medical
man ^nn++++=man
within ^in++++=within
reach ^nn++++=reach
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
helpless ^jj+pred+++=helpless.
. ^zz++++=EXTRAWORD
A ^at++++=A
messenger ^nn+nom+++=messenger
rode ^vbd+++xvbn+=rode
for ^in++++=for
the ^ati++++=the
county ^nn++++=county
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
roads ^nns++++=roads
were ^vbd+bed+vrb++=were
bad ^jj+pred+++=bad
and ^cc++++=and
fear ^vb++++=fear
travelled ^vbd+++xvbn+=travelled
faster ^rbr++++=faster
than ^in++++=than
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
took ^vbd+++xvbn+=took
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
empty ^jj+atrb+++=empty
exaltation ^nn+nom+++=exaltation
concerning ^in++++=concerning
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
regard ^vb++++=regard
himself ^ppl+pp3+++=himself
as ^in++++=as
noble ^nn++++=noble.
. ^zz++++=EXTRAWORD
Heroism ^np+nom++??+=Heroism,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
merely ^rb+down+++=merely
the ^ati++++=the
next ^ap++++=next
necessary ^jj+atrb+++=necessary
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
necessity ^nn+nom+++=necessity
had ^vbd+hvd+aux++=had
governed ^vprf+++xvbnx+=governed
him ^pp3o+pp3+++=him
too ^ql++++=too
long ^vb++++=long
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
disobeyed ^vpsv++agls+xvbnx+=disobeyed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
from ^in++++=from
bed ^nn++++=bed
to ^in++++=to
bed ^nn++++=bed
with ^in++++=with
a ^at++++=a
basin ^nn++++=basin,
, ^zz++++=EXTRAWORD
spoon ^nn++++=spoon
and ^cc++++=and
blanket ^nn++++=blanket.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
stages ^nns++++=stages
of ^in++++=of
collapse ^nn++++=collapse;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
when ^wrb+who+whcl++=when
to ^to++++=to
insist ^vbi+vpub+++=insist
and ^cc+cls+++=and
when ^wrb+who+++=when
to ^to++++=to
wait ^vbi++++=wait;
; ^zz++++=EXTRAWORD
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
afraid ^jj++++=afraid
to ^to+jcmp+++=to
touch ^vb++++=touch
the ^ati++++=the
sick ^nn++++=sick.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
remained ^vbd+++xvbn+=remained
to ^to++++=to
help ^vbi++++=help
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
carried ^vbd+++xvbn+=carried
water ^nn++++=water
and ^cc++++=and
tended ^vbd+++xvbn+=tended
fires ^nns++++=fires.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
after ^in++++=after
fleeing ^nn++++=fleeing
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
returned ^j+++xvbn+=returned
in ^in++++=in
shame ^nn++++=shame.
. ^zz++++=EXTRAWORD
Together ^nn+nom+++=Together
they ^pp3a+pp3+++=they
laboured ^vbd+++xvbnx+=laboured
through ^in++++=through
a ^at++++=a
second ^od++++=second
night ^nn++++=night
while ^cs+sub+++=while
the ^ati++++=the
epidemic ^nn++++=epidemic
sat ^vbd+++xvbn+=sat
like ^in++++=like
a ^at++++=a
black ^jj+atrb+++=black
bird ^nn++++=bird
upon ^in++++=upon
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
By ^in++++=By
dawn ^nn++++=dawn
the ^ati++++=the
child ^nn++++=child
slept ^vbd+++xvbn+=slept
naturally ^rb++++=naturally.
. ^zz++++=EXTRAWORD
Peavey ^np+++??+=Peavey
asked ^vbd+vsua++xvbn+=asked
for ^in+ppvb+++=for
water ^nn++++=water
in ^in++++=in
his ^pp$+pp3+++=his
ordinary ^jj+atrb+++=ordinary,
, ^zz++++=EXTRAWORD
disagreeable ^jj+atrb+++=disagreeable
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
welcomed ^vpsv++agls+xvbnx+=welcomed
as ^ql++++=as
music ^nn++++=music.
. ^zz++++=EXTRAWORD
The ^ati++++=The
travelling ^jj+atrb++xvbg+=travelling
salesman ^nn+nom+++=salesman
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale's
's ^$++++=EXTRAWORD
pulse ^nn++++=pulse
strengthened ^vwbn+++xvbn+=strengthened.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
was ^vbd+bedz+aux++=was
washing ^vbg+++xvbgx+=washing
a ^at++++=a
cup ^nn++++=cup
when ^wrb+who+++=when
the ^ati++++=the
first ^od++++=first
cramp ^nn++++=cramp
seized ^vbd+++xvbn+=seized
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
the ^ati++++=the
cup ^nn++++=cup
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
saw ^vbd+vprv++xvbn+=saw
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me?
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Nothin ^np+++??+=Nothin'
' ^zz++++=EXTRAWORD
pertickler ^jjr++++=pertickler."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
doubled ^vbd+++xvbnx+=doubled
against ^in++++=against
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
carried ^vbd+++xvbnx+=carried
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
carriage ^nn+nom+++=carriage
house ^nn++++=house,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
resisted ^vbd+++xvbnx+=resisted
until ^in++++=until
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
spoke ^vbd+++xvbn+=spoke
sternly ^rb++++=sternly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
obeyed ^vprf+++xvbnx+=obeyed
me ^pp1o+pp1+++=me
since ^cs+sub+++=since
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Obey ^vb++++=Obey
me ^pp1o+pp1+++=me
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
sickrooms ^nns+++??+=sickrooms.
. ^zz++++=EXTRAWORD
" ^zz++++="Doc
doc ^np++++=EXTRAWORD
first ^rb++++=first."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
being ^vbg+beg+aux+xvbg+=being
cared ^vbd+++xvbn+=cared
for ^in+ppvb+++=for."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
little ^jj+atrb+++=little
boy ^nn++++=boy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sleeping."
sleeping ^nvbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Peavey?"
peavey ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Better."
better ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
then ^rn+tm+++=then
did ^vbd+dod+vrb++=did
Baker ^np++++=Baker
consent ^nn++++=consent
to ^to++++=to
lie ^vbi++++=lie
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
in ^in++++=in
others ^aps++++=others
with ^in++++=with
such ^abl++++=such
calm ^nn++++=calm
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
upon ^in++++=upon
him ^pp3o+pp3+++=him
with ^in++++=with
savage ^jj+atrb+++=savage
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
exhausted ^jj+atrb++xvbn+=exhausted
body ^nn++++=body
possessed ^vbd+++xvbn+=possessed
no ^at++++=no
reserve ^nn++++=reserve.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
the ^ati++++=the
lines ^nns++++=lines
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face
had ^vbd+hvd+aux++=had
deepened ^vprf+++xvbnx+=deepened;
; ^zz++++=EXTRAWORD
by ^in++++=by
afternoon ^nn++++=afternoon
Death ^nn++++=Death
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
seated ^xvbn+++xvbn+=seated
himself ^ppl+pp3+++=himself
visibly ^rb++++=visibly
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hale ^np++++=Hale,
, ^zz++++=EXTRAWORD
weak ^jj++++=weak
but ^cc+phrs+++=but
conscious ^jj+atrb+++=conscious,
, ^zz++++=EXTRAWORD
sent ^jj+atrb++xvbn+=sent
instructions ^nns+nom+++=instructions.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
possible ^jj++++=possible
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
times ^nns++++=times
when ^wrb+who+++=when
everything ^pn++++=everything
possible ^jj++++=possible
is ^vbz+bez+vrb++=is
a ^at++++=a
pitifully ^rb++++=pitifully
small ^jj+atrb+++=small
country ^nn++++=country,
, ^zz++++=EXTRAWORD
soon ^rb+tm+++=soon
crossed ^vbd+++xvbn+=crossed.
. ^zz++++=EXTRAWORD
Baker ^np++++=Baker
suffered ^vbd+++xvbn+=suffered
without ^in++++=without
complaint ^nn++++=complaint.
. ^zz++++=EXTRAWORD
Pain ^nn++++=Pain
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his
longest ^jjt+atrb+++=longest
acquaintance ^nn+nom+++=acquaintance;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
greeted ^vbd+++xvbnx+=greeted
it ^pp3+it+++=it
with ^in++++=with
an ^at++++=an
acquiescence ^nn+nom+++=acquiescence
to ^in++++=to
an ^at++++=an
inevitability ^nn+nom+++=inevitability
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
terrible ^jj+pred+++=terrible
than ^in++++=than
outcry ^nn++++=outcry.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
limbs ^nns++++=limbs
convulsed ^vbd+++xvbn+=convulsed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried:
: ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
Friday ^nr++++=Friday!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
worked ^vbd+++xvbnx+=worked
good ^jj++++=good
this ^dt+dem+++=this
week ^nn++++=week!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clayton ^np++++=Clayton
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+aux++=is
punishing ^vbg+++xvbgx+=punishing
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Baker ^np++++=Baker
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
room ^nn++++=room
slowly ^rb++++=slowly
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="Cap'n?"
cap ^nn++++=EXTRAWORD
'n?" ^nn+++??+=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Folks
folks ^nns++++=EXTRAWORD
get ^vb++++=get
away ^rb+phrv+++=away?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
who ^whp+who+++=who
were ^vbd+bed+vrb++=were
well ^rb++++=well.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sick ^jj++++=sick
are ^vb+ber+aux++=are
improving ^vbg+++xvbgx+=improving.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
saved ^vbd+++xvbn+=saved
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me?"
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You."
you ^pp2+pp2+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
faint ^jj+atrb+++=faint
smile ^nn++++=smile
