# ^zz++++=##
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
desolateness ^nns+nom+++=desolateness
drew ^vbd+++xvbn+=drew
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Fertile ^jj+atrb+++=Fertile
countries ^nns++++=countries
welcome ^nn++++=welcome
and ^cc++++=and
dismiss ^vb++++=dismiss
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
such ^abl++++=such
places ^nns++++=places
seize ^vb++++=seize
the ^ati++++=the
imagination ^nn+nom+++=imagination
by ^in++++=by
refusal ^nn++++=refusal.
. ^zz++++=EXTRAWORD
A ^at++++=A
green ^nn++++=green
valley ^nn++++=valley
asks ^vbz++++=asks
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
loved ^vpsv++agls+xvbnx+=loved:
: ^zz++++=EXTRAWORD
a ^at++++=a
blasted ^jj+atrb++xvbn+=blasted
island ^nn++++=island
demands ^nns++++=demands
to ^to++++=to
be ^vbi+vbi+aux++=be
interpreted ^vpsv++agls+xvbnx+=interpreted.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
upon ^in++++=upon
those ^dt+dem+++=those
cinders ^nns+nom+++=cinders,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancied ^vbd+++xvbnx+=fancied
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
preserved ^vbd+++xvbnx+=preserved
the ^ati++++=the
earliest ^jjt+atrb+++=earliest
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
blessing ^nn++++=blessing
or ^cc++++=or
its ^pp$+it+++=its
latest ^jjt+atrb+++=latest
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
judgment ^nn+nom+++=judgment.
. ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
of ^in++++=of
the ^ati++++=the
two ^cd++++=two?
? ^zz++++=EXTRAWORD
Reader ^nn++++=Reader,
, ^zz++++=EXTRAWORD
choose ^vb++++=choose
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Encantadas ^np+++??+=Encantadas,
, ^zz++++=EXTRAWORD
beginnings ^nns++++=beginnings
and ^cc++++=and
endings ^nns++++=endings
wear ^vb++++=wear
the ^ati++++=the
same ^ap++++=same
face ^nn++++=face.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Sketch ^nn++++=SKETCH
Second ^od++++=SECOND
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Albemarle ^np+++??+=ALBEMARLE
And ^cc++++=AND
The ^ati++++=THE
Three ^cd++++=THREE
Pilgrims ^nns++++=PILGRIMS
> ^zz++++=>
Three ^cd++++=Three
ancient ^jj+atrb+++=ancient
shapes ^nns++++=shapes
from ^in++++=from
out ^rp+pl+++=out
the ^ati++++=the
hollow ^jj+atrb+++=hollow
stone ^nn++++=stone
> ^zz++++=>
Came ^vbd+++xvbn+=Came
burdened ^vbd+++xvbn+=burdened,
, ^zz++++=EXTRAWORD
mute ^jj++++=mute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
steadfast ^nn+++??+=steadfast
in ^in++++=in
their ^pp$+pp3+++=their
woe ^np++++=woe;
; ^zz++++=EXTRAWORD
> ^zz++++=>
No ^at++++=No
trumpet ^nn++++=trumpet
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
no ^at++++=no
guiding ^jj+atrb++xvbg+=guiding
star ^nn++++=star
was ^vbd+bedz+aux++=was
shown ^vpsv++agls+xvbnx+=shown,
, ^zz++++=EXTRAWORD
> ^zz++++=>
Yet ^rb++++=Yet
still ^rb++++=still
they ^pp3a+pp3+++=they
pressed ^vbd+++xvbnx+=pressed
where ^wrb+who+++=where
none ^rb++++=none
might ^md+pos+++=might
bid ^vb++++=bid
them ^pp3o+pp3+++=them
go ^vb++++=go.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
cruising ^vbg+++xvbgx+=cruising
under ^in++++=under
the ^ati++++=the
lee ^nn++++=lee
of ^in++++=of
Albemarle ^np+++??+=Albemarle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
largest ^jjt++++=largest
and ^cc++++=and,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
tyrannically ^rb++++=tyrannically
shaped ^jj+++xvbn+=shaped
of ^in++++=of
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
northern ^jj+atrb+++=northern
cape ^np++++=cape
rose ^vbd+++xvbn+=rose
in ^in++++=in
terraces ^nns++++=terraces
like ^in++++=like
the ^ati++++=the
ruined ^jj+atrb++xvbn+=ruined
seats ^nns++++=seats
of ^in++++=of
a ^at++++=a
coliseum ^nn++++=coliseum
constructed ^vbd+++xvbn+=constructed
for ^in++++=for
demons ^nns++++=demons;
; ^zz++++=EXTRAWORD
inland ^jjb++++=inland,
, ^zz++++=EXTRAWORD
volcanic ^jj++++=volcanic
cones ^vbz+++??+=cones
stood ^vprf+++xvbn+=stood
rank ^nn++++=rank
behind ^in+pl+++=behind
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
some ^dti++++=some
breached ^jj+++xvbn+=breached
upon ^in++++=upon
one ^cd1++++=one
side ^nn++++=side,
, ^zz++++=EXTRAWORD
some ^dti++++=some
perfectly ^rb+amp+++=perfectly
round ^jj++++=round,
, ^zz++++=EXTRAWORD
all ^abn++++=all
bare ^jj++++=bare.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
slant ^nn++++=slant
afternoon ^nn++++=afternoon
light ^nn++++=light
they ^pp3a+pp3+++=they
acquired ^vbd+++xvbnx+=acquired
a ^at++++=a
mournful ^jj+atrb+++=mournful
magnificence ^nn+nom+++=magnificence.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
shadows ^nps++++=shadows
stretched ^vwbn+++xvbn+=stretched
across ^in+pl+++=across
the ^ati++++=the
ash ^nn++++=ash-plains
- ^zz++++=EXTRAWORD
plains ^npls++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
shadows ^nps++++=shadows
of ^in++++=of
extinguished ^vbd+++xvbn+=extinguished
pyramids ^nns+++??+=pyramids.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low
aboard ^in+strn+++=aboard.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
among ^in++++=among
seamen ^nns++++=seamen,
, ^zz++++=EXTRAWORD
converts ^vbz++++=converts
speculation ^nn+nom+++=speculation
into ^in++++=into
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
metaphysical ^jj+atrb+++=metaphysical
island ^nn++++=island
becomes ^vbz++++=becomes
at ^rb++++=at
once ^rb"+tm+++=once
a ^at++++=a
question ^nn+nom+++=question
of ^in++++=of
casks ^nns++++=casks.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
lowered ^vbd+++xvbn+=lowered
two ^cd++++=two
boats ^nns++++=boats
and ^cc++++=and
pulled ^vpsv++agls+xvbn+=pulled
toward ^in++++=toward
a ^rb++++=a
little ^rb"++++=little
inlet ^nn++++=inlet
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
an ^at++++=an
old ^jj+atrb+++=old
manuscript ^nn++++=manuscript
chart ^nn++++=chart,
, ^zz++++=EXTRAWORD
a ^at++++=a
spring ^vb++++=spring
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++by+xvbnx+=found
by ^in++++=by
a ^at++++=a
buccaneer ^nn+nom+++=buccaneer,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
whether ^cs+who+++=whether
the ^ati++++=the
buccaneer ^nn+nom+++=buccaneer
drank ^vbd+++xvbn+=drank
from ^in++++=from
it ^pp3+it+++=it
or ^cc++++=or
merely ^rb+down+++=merely
died ^vbd+++xvbn+=died
looking ^vbg+++xvbg+=looking,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chart ^nn++++=chart
did ^vbd+dod+aux++=did
not ^xnot++not++=not
specify ^vb+vsua+++=specify.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landing ^nvbg+++xvbg+=landing
was ^vbd+bedz+aux++=was
achieved ^vpsv++agls+xvbnx+=achieved
with ^in++++=with
wet ^jj+atrb+++=wet
shirts ^nns++++=shirts,
, ^zz++++=EXTRAWORD
bruised ^jj+atrb++xvbn+=bruised
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
language ^nn+nom+++=language
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
preserve ^vb++++=preserve.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
surf ^nn++++=surf
lay ^vbd+++xvbn+=lay
a ^at++++=a
shelf ^nn++++=shelf
of ^in++++=of
black ^jj+atrb+++=black
rock ^npl++++=rock,
, ^zz++++=EXTRAWORD
hot ^jj++++=hot
enough ^dt++++=enough
to ^in++++=to
discomfort ^nn++++=discomfort
the ^ati++++=the
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
From ^in++++=From
it ^pp3+it+++=it
a ^at++++=a
ravine ^npl++++=ravine
led ^vbd+++xvbn+=led
inland ^jjb++++=inland.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
water ^nn++++=water
a ^at++++=a
dry ^jj+atrb+++=dry
channel ^npl++++=channel,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
shallow ^jj+atrb+++=shallow
basin ^nn++++=basin
cracked ^vbd+++xvbn+=cracked
into ^in++++=into
pentagons ^nns+++??+=pentagons
like ^in++++=like
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
heel ^nn++++=heel.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
bitter ^jj+atrb+++=bitter
drops ^nns++++=drops
collected ^vwbn+++xvbn+=collected
beneath ^in+pl+++=beneath
an ^at++++=an
overhang ^nn++++=overhang,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
tasted ^vprf+++xvbn+=tasted
of ^in++++=of
copper ^nn++++=copper,
, ^zz++++=EXTRAWORD
salt ^jj++++=salt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lizard ^nn+++??+=lizard.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
thirst ^nn++++=thirst
paused ^vbd+++xvbn+=paused
over ^rp++++=over
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
cooper ^np++++=cooper
and ^cc++++=and
two ^cd++++=two
hands ^nns++++=hands
explored ^vbd+++xvbn+=explored
farther ^rbr++++=farther,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
climbed ^vbd+++xvbnx+=climbed
a ^at++++=a
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
among ^in++++=among
dwarf ^nn++++=dwarf
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
sound ^nn++++=sound
as ^in++++=as
of ^in"++++=of
a ^at++++=a
heavy ^jj+atrb+++=heavy
chest ^nn++++=chest
dragged ^vbd+++xvbn+=dragged
over ^in++++=over
gravel ^nn++++=gravel:
: ^zz++++=EXTRAWORD
scrape ^vb++++=scrape
pause ^nn++++=pause
scrape ^vb++++=scrape.
. ^zz++++=EXTRAWORD
Expecting ^vbg+vprv+tht0+xvbg+=Expecting
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
shipmates ^nns+nom+++=shipmates,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rounded ^vbd+++xvbnx+=rounded
a ^at++++=a
block ^nn++++=block
of ^in++++=of
lava ^nn++++=lava
and ^cc++++=and
encountered ^vbd+++xvbn+=encountered
instead ^rb+cnj+++=instead
an ^at++++=an
enormous ^nn++++=enormous
tortoise ^vb++++=tortoise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
with ^in++++=with
one ^cd1++++=one
forefoot ^vb+++??+=forefoot
lifted ^vbd+++xvbn+=lifted,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
neck ^nn++++=neck
stretched ^vwbn+++xvbn+=stretched,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
small ^jj++++=small
head ^jjb++++=head
turned ^jj+++xvbn+=turned
toward ^in++++=toward
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
rapid ^jj++++=rapid
in ^in++++=in
the ^ati++++=the
encounter ^nn+nom+++=encounter;
; ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started.
. ^zz++++=EXTRAWORD
A ^at++++=A
lion ^nn++++=lion
springs ^vbz++++=springs
and ^cc+phrs+++=and
affords ^vbz++++=affords
no ^at++++=no
leisure ^nn++++=leisure
for ^in++++=for
interpretation ^nn+nom+++=interpretation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tortoise ^vb++++=tortoise,
, ^zz++++=EXTRAWORD
by ^in++++=by
withholding ^xvbg+++xvbg+=withholding
action ^nn++++=action,
, ^zz++++=EXTRAWORD
imposes ^vbz++++=imposes
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
antediluvian ^jj++++=antediluvian
not ^xnot++not++=not
merely ^rb+down+++=merely
old ^jj++++=old,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
anterior ^jj++++=anterior
to ^in++++=to
the ^ati++++=the
institution ^nn+nom+++=institution
of ^in++++=of
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shell ^nn++++=shell,
, ^zz++++=EXTRAWORD
cracked ^j+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
scarred ^j+++xvbn+=scarred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
overgrown ^vpsv++agls+xvbn+=overgrown
in ^in++++=in
places ^nns++++=places
with ^in++++=with
a ^at++++=a
pale ^jj+atrb+++=pale
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
resembled ^j+++xvbn+=resembled
a ^at++++=a
shield ^nn++++=shield
dug ^vwbn+++xvbn+=dug
from ^in++++=from
beneath ^in+pl+++=beneath
the ^ati++++=the
ruins ^nns++++=ruins
of ^in++++=of
Nineveh ^np+++??+=Nineveh.
. ^zz++++=EXTRAWORD
The ^ati++++=The
folds ^nns++++=folds
about ^in++++=about
his ^pp$+pp3+++=his
throat ^nn++++=throat
hung ^vbd+++xvbn+=hung
like ^in++++=like
the ^ati++++=the
withered ^jj+atrb++xvbn+=withered
ornaments ^nns+nom+++=ornaments
of ^in++++=of
a ^at++++=a
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
black ^jj+pred+++=black
and ^cc+phrs+++=and
lucid ^jj++++=lucid;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
contained ^vbd+++xvbn+=contained
neither ^dt++neg++=neither
alarm ^vb++++=alarm
nor ^cc++neg++=nor
welcome ^nn++++=welcome,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
patience ^nn+nom+++=patience
so ^pn+emph+++=so
profound ^jj++++=profound
that ^cs+sub+++=that
my ^pp$+pp1+++=my
own ^ap++++=own
brief ^jj+atrb+++=brief
human ^jj+atrb+++=human
life ^nn++++=life
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
under ^in++++=under
its ^pp$+it+++=its
inspection ^nn+nom+++=inspection,
, ^zz++++=EXTRAWORD
an ^at++++=an
impertinence ^nn+nom+++=impertinence.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
another ^dt++++=another
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
third ^nn++++=third.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
had ^vbd+hvd+aux++=had
lodged ^vprf+++xvbnx+=lodged
himself ^ppl+pp3+++=himself
between ^in++++=between
two ^cd++++=two
stones ^nns++++=stones
and ^cc++++=and
continued ^vbd+++xvbn+=continued
pushing ^nvbg+++xvbg+=pushing
directly ^rb++++=directly
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
an ^at++++=an
open ^jj+atrb+++=open
passage ^nn+nom+++=passage
lay ^vbd+++xvbn+=lay
a ^at++++=a
yard ^nn++++=yard
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
forelegs ^vbz+++??+=forelegs
labored ^vbd+++xvbn+=labored,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shell ^nn++++=shell
grated ^vbd+++xvbn+=grated,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
neck ^nn++++=neck
advanced ^vbd+++xvbn+=advanced
and ^cc+phrs+++=and
withdrew ^vbd+++xvbn+=withdrew;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
turn ^vbi++++=turn
aside ^rp++++=aside
appeared ^vbd+seem++xvbn+=appeared
no ^at++++=no
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
room ^nn++++=room,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
attempting ^vbg+++xvbg+=attempting
to ^to+vcmp+++=to
shift ^vbi++++=shift
a ^at++++=a
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
an ^at++++=an
axe ^nn++++=axe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boat ^nn++++=boat-steerer,
- ^zz++++=EXTRAWORD
steerer ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
room ^nn++++=room
in ^in++++=in
the ^ati++++=the
long ^jj++++=long-boat."
- ^zz++++=EXTRAWORD
boat ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Practicality ^np+nom++??+=Practicality
prevailed ^vbd+++xvbn+=prevailed.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
on ^in++++=on
land ^nn++++=land
wore ^vbd+++xvbn+=wore
the ^ati++++=the
solemnity ^nn+nom+++=solemnity
of ^in++++=of
patriarchs ^nns++++=patriarchs,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
at ^in++++=at
sea ^npl++++=sea
esteemed ^vwbn+++xvbn+=esteemed
chiefly ^rb++++=chiefly
as ^in++++=as
fresh ^jj+atrb+++=fresh
provisions ^nns++++=provisions.
. ^zz++++=EXTRAWORD
Ropes ^nns++++=Ropes
were ^vbd+bed+aux++=were
fetched ^vpsv++agls+xvbnx+=fetched.
. ^zz++++=EXTRAWORD
With ^in++++=With
much ^rb++++=much
grunting ^vbg+++xvbg+=grunting
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
theirs ^pp$$++++=theirs
the ^ati++++=the
three ^cd++++=three
were ^vbd+bed+aux++=were
rolled ^vpsv++agls+xvbnx+=rolled,
, ^zz++++=EXTRAWORD
levered ^j+++xvbn+=levered,
, ^zz++++=EXTRAWORD
hauled ^j+++xvbn+=hauled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conveyed ^vpsv++agls+xvbn+=conveyed
toward ^in++++=toward
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
arose ^vbd+++xvbn+=arose
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
grotesque ^jj+atrb+++=grotesque
processions ^nns++++=processions
which ^whp+rel+obj++=which
no ^at++++=no
court ^nn++++=court
painter ^nn++++=painter,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
anxious ^jj++++=anxious
for ^in++++=for
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
willingly ^rb++splt++=willingly
depict ^vb++++=depict.
. ^zz++++=EXTRAWORD
First ^rb++++=First
went ^vbd+++xvbn+=went
the ^ati++++=the
cooper ^np++++=cooper
with ^in++++=with
an ^at++++=an
empty ^jj++++=empty
breaker ^jjr++++=breaker
on ^in++++=on
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
four ^cd++++=four
sailors ^nns++++=sailors
bearing ^vwbg+++xvbg+=bearing
a ^at++++=a
tortoise ^nn++++=tortoise
slung ^vbd+++xvbn+=slung
upon ^in++++=upon
an ^at++++=an
oar ^nn++++=oar;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
two ^cd++++=two
more ^ql++++=more
dragging ^jj+++xvbg+=dragging
another ^dt++++=another
over ^in++++=over
a ^at++++=a
bed ^nn++++=bed
of ^in++++=of
brush ^nn++++=brush;
; ^zz++++=EXTRAWORD
last ^rb++++=last
came ^vbd+++xvbn+=came
the ^ati++++=the
largest ^jjt++++=largest,
, ^zz++++=EXTRAWORD
resisting ^vbg+++xvbg+=resisting
without ^in++++=without
haste ^nn++++=haste
and ^cc++++=and
prevailing ^jj+++xvbg+=prevailing
without ^in++++=without
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
five ^cd++++=five
profane ^jj+atrb+++=profane
Christians ^nn++++=Christians
disputed ^vbd+++xvbn+=disputed
his ^pp$+pp3+++=his
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
ancestry ^nn++++=ancestry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
probable ^jj+atrb+++=probable
excellence ^nn+nom+++=excellence
of ^in++++=of
his ^pp$+pp3+++=his
calipee ^nn++++=calipee.
. ^zz++++=EXTRAWORD
Above ^rb++++=Above
us ^pp1o+pp1+++=us
circled ^vbd+++xvbn+=circled
a ^at++++=a
hawk ^nn+++??+=hawk,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
sole ^jjb+atrb+++=sole
herald ^nn++++=herald
permitted ^vwbn+++xvbn+=permitted
by ^in++++=by
that ^dt+dem+++=that
court ^npl++++=court
of ^in++++=of
ashes ^nns++++=ashes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
steep ^jj+atrb+++=steep
descent ^nn++++=descent
our ^pp$+pp1+++=our
eldest ^jjt++++=eldest
captive ^jj+atrb+++=captive
extricated ^jj+atrb++xvbn+=extricated
one ^cd1++++=one
leg ^nn++++=leg
from ^in++++=from
the ^ati++++=the
sling ^nn++++=sling
and ^cc++++=and
touched ^vbd+++xvbn+=touched
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Instantly ^rb+tm+++=Instantly
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
moving ^vbg+++xvbg+=moving
inland ^jjb++++=inland.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
hurriedly ^rb++++=hurriedly
not ^xnot++not++=not
rebelliously ^jj++++=rebelliously
but ^cc++++=but
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
grave ^jj+atrb+++=grave
intention ^nn+nom+++=intention
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
our ^pp$+pp1+++=our
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
ropes ^nns++++=ropes,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
appetites ^nns++++=appetites,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Pacific ^jj+atrb+++=Pacific
Ocean ^npl++++=Ocean
itself ^ppl++++=itself
were ^vbd+bed+vrb++=were
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
trifling ^jj+atrb+++=trifling
obstructions ^nns+nom+++=obstructions
accidentally ^rb++++=accidentally
set ^vbd+++xvbn+=set
across ^in+pl+++=across
an ^at++++=an
ordained ^jj+atrb++xvbn+=ordained
pilgrimage ^nn+nom+++=pilgrimage.
. ^zz++++=EXTRAWORD
Whither ^np+++??+=Whither
went ^vbd+++xvbn+=went
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
Toward ^in++++=Toward
water ^nn++++=water,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
mate ^nn++++=mate.
. ^zz++++=EXTRAWORD
Toward ^in++++=Toward
the ^ati++++=the
uplands ^nns++++=uplands,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
a ^at++++=a
hunter ^nn++++=hunter.
. ^zz++++=EXTRAWORD
Toward ^in++++=Toward
the ^ati++++=the
place ^nn++++=place
of ^in++++=of
his ^pp$+pp3+++=his
hatching ^nn++++=hatching,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
a ^at++++=a
sentimental ^jj+atrb+++=sentimental
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
toward ^in++++=toward
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
his ^pp$+pp3+++=his
persistence ^nn+nom+++=persistence
oppressed ^jj++++=oppressed
me ^pp1o+pp1+++=me.
