# ^zz++++=##
# ^zz++++=EXTRAWORD
Cock ^nn++++=Cock-eye
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
awakened ^vbd+++xvbn+=awakened,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
the ^ati++++=the
vacant ^nn++++=vacant
camp ^np++++=camp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
after ^in++++=after
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
on ^in++++=on
the ^ati++++=the
trail ^nn++++=trail
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
their ^pp$+pp3+++=their
scent ^nn++++=scent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
arrived ^vbd+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
pool ^nn++++=pool
just ^rb+emph+++=just
as ^ql++++=as
Blacklock ^np+++??+=Blacklock
cast ^vbd+++xvbn+=cast
the ^ati++++=the
dynamite ^nn++++=dynamite.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
sees ^vbz+vprv+tht0++=sees
a ^at++++=a
man ^nn++++=man
throw ^vb++++=throw
a ^at++++=a
stick ^nn++++=stick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bunt ^np+++??+=Bunt.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
ask ^vb++++=ask
who ^whp+who+++=who
owned ^vbd+++xvbn+=owned
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
fish ^nn++++=fish
was ^vbd+bedz+aux++=was
protected ^vpsv++agls+xvbnx+=protected,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
what ^wdt+who+++=what
county ^nn++++=county
regulations ^nns+nom+++=regulations
applied ^vwbn+++xvbn+=applied.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
give ^vb++++=give
one ^cd1++++=one
glad ^jj+atrb+++=glad
yelp ^nn+++??+=yelp
and ^cc++++=and
went ^vbd+++xvbn+=went
past ^nn++++=past
us ^pp1o+pp1+++=us
like ^in++++=like
a ^at++++=a
yellow ^jj+atrb+++=yellow
streak ^nn++++=streak.
. ^zz++++=EXTRAWORD
" ^zz++++="Colonel
colonel ^npt++++=EXTRAWORD
Jim ^np++++=Jim
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Good
good ^jj+atrb+++=EXTRAWORD
Lord ^npt++++=Lord!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Dad
dad ^npt++++=EXTRAWORD
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Call
call ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him
back ^jjb++++=back!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
all ^abn++++=all
call ^vb++++=call.
. ^zz++++=EXTRAWORD
' ^zz++++='Sloppy!
sloppy ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
Weather ^nn++++=Weather!
! ^zz++++=EXTRAWORD
Come ^vb++++=Come
outen ^vbd+++xvbn+=outen
that ^dt+pdem+++=that!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
fool ^jjb+atrb+++=fool
pup ^nn++++=pup
hits ^vbz++++=hits
the ^ati++++=the
water ^nn++++=water
with ^in++++=with
all ^rb++++=all
four ^cd++++=four
feet ^nns++++=feet
spread ^vbd+++xvbn+=spread,
, ^zz++++=EXTRAWORD
comes ^vbz++++=comes
up ^rp++++=up
swimmin ^nn+++??+=swimmin',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
heads ^nns++++=heads
for ^in++++=for
that ^cs+sub+++=that
burnin ^nn+++??+=burnin'
' ^zz++++=EXTRAWORD
stick ^vb++++=stick.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
fuse ^nn++++=fuse
is ^vbz+bez+vrb++=is
hissin ^nn+++??+=hissin'
' ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
surface ^nn++++=surface.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
reaches ^nns++++=reaches
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
second ^od++++=second
we ^pp1a+pp1+++=we
hope ^nn++++=hope
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
scared ^vpsv++by+xvbnx+=scared
by ^in++++=by
the ^ati++++=the
sparks ^nns++++=sparks.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sneezes ^nns+++??+=sneezes,
, ^zz++++=EXTRAWORD
opens ^vbz++++=opens
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
grabs ^nns+++??+=grabs
the ^ati++++=the
dynamite ^nn++++=dynamite
in ^in++++=in
the ^ati++++=the
middle ^jjb++++=middle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turns ^nns++++=turns
for ^in++++=for
shore ^nn++++=shore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bunt ^np++++=Bunt's
's ^$++++=EXTRAWORD
horse ^nn++++=horse
lifted ^vbd+++xvbn+=lifted
its ^pp$+it+++=its
head ^nn++++=head,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
hearing ^nvbg+++xvbg+=hearing
in ^in++++=in
the ^ati++++=the
animated ^jj+atrb++xvbn+=animated
voice ^nn++++=voice
some ^dti++++=some
promise ^nn++++=promise
of ^in++++=of
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
everybody ^pn++++=everybody's
's ^vbz+bez+vrb++0=EXTRAWORD
disposition ^nn+nom+++=disposition
changes ^nns++++=changes.
. ^zz++++=EXTRAWORD
Us ^pp1o+pp1+++=Us
behind ^in+pl+++=behind
the ^ati++++=the
log ^&fo++++=log,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
commence ^nn+nom+++=commence
crawlin ^nn+++??+=crawlin'
' ^zz++++=EXTRAWORD
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
forgets ^vbz++++=forgets
the ^ati++++=the
arrest ^nn++++=arrest.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Jim ^np++++=Jim
forgets ^vbz++++=forgets
the ^ati++++=the
fish ^nn++++=fish.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forgets ^vbz++++=forgets
everything ^pn++++=everything
except ^in++++=except
a ^at++++=a
strong ^jj+atrb+++=strong
desire ^nn++++=desire
to ^to+ncmp+++=to
occupy ^vbi++++=occupy
some ^dti++++=some
other ^ap++++=other
geography ^nn++++=geography.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
right ^jj++++=right
on ^in++++=on
the ^ati++++=the
bank ^nn++++=bank
where ^wrb+who+++=where
Sloppy ^jj+atrb+++=Sloppy
aims ^vb++++=aims
to ^to+vcmp+++=to
land ^vb++++=land.
. ^zz++++=EXTRAWORD
" ^zz++++="'Git
' ^zz++++=EXTRAWORD
git ^np++++=EXTRAWORD
away ^rp+pl+++=away!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
yells ^nns+++??+=yells.
. ^zz++++=EXTRAWORD
" ^zz++++="Sloppy
sloppy ^jj++++=EXTRAWORD
swims ^vbz++++=swims
harder ^jjr++++=harder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
proud ^jj++++=proud.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
fetched ^vpsv++agls+xvbnx+=fetched
the ^ati++++=the
stick ^nn++++=stick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
sees ^vbz+vprv+tht0++=sees
his ^pp$+pp3+++=his
friend ^nn++++=friend
waitin ^nn+++??+=waitin'.
'. ^nn+++??+=EXTRAWORD
" ^zz++++="Blacklock
blacklock ^nn+++??+=EXTRAWORD
runs ^vbz++++=runs
downstream ^rb+pl+++=downstream.
. ^zz++++=EXTRAWORD
" ^zz++++="Sloppy
sloppy ^jj+atrb+++=EXTRAWORD
climbs ^nns++++=climbs
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
shakes ^vbz++++=shakes
half ^nn++++=half
the ^ati++++=the
river ^nn++++=river
over ^in++++=over
the ^ati++++=the
county ^nn++++=county,
, ^zz++++=EXTRAWORD
picks ^vbz++++=picks
up ^rp++++=up
the ^ati++++=the
dynamite ^nn++++=dynamite
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trots ^nns+++??+=trots
after ^in++++=after
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Cock-eye
cock ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
looks ^vbz++++=looks
back ^jjb++++=back
and ^cc++++=and
sees ^vbz+vprv+++=sees
the ^ati++++=the
pup ^nn++++=pup
comin ^nn+++??+=comin',
', ^nn+++??+=EXTRAWORD
tail ^nn++++=tail
curled ^vbd+++xvbn+=curled,
, ^zz++++=EXTRAWORD
eyes ^nns++++=eyes
bright ^jj++++=bright,
, ^zz++++=EXTRAWORD
fuse ^vb++++=fuse
smokin ^nn+++??+=smokin'
' ^zz++++=EXTRAWORD
under ^in++++=under
his ^pp$+pp3+++=his
jaw ^nn++++=jaw.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
runs ^vbz++++=runs
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
" ^zz++++="Sloppy
sloppy ^jj++++=EXTRAWORD
runs ^vbz++++=runs
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
" ^zz++++="'Drop
' ^zz++++=EXTRAWORD
drop ^vb++++=EXTRAWORD
it ^pp3+it+++=it!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
screams ^nns++++=screams
Blacklock ^np+++??+=Blacklock.
. ^zz++++=EXTRAWORD
" ^zz++++="Sloppy
sloppy ^jj++++=EXTRAWORD
thinks ^vbz+vprv+++=thinks
this ^dt+dem+++=this
means ^nn++++=means
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
to ^to++++=to
lay ^vbi++++=lay
it ^pp3+it+++=it
down ^rp++++=down
for ^in++++=for
another ^dt++++=another
throw ^vb++++=throw.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
drops ^nns++++=drops
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Cock-eye
cock ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
sees ^vbz+vprv+tht0++=sees
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
trail ^nn++++=trail
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him
and ^cc++++=and
stops ^nns++++=stops,
, ^zz++++=EXTRAWORD
likely ^jj+atrb+++=likely
thinkin ^nn+++??+=thinkin'
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
can ^md+pos+++=can
dodge ^vb++++=dodge
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
Sloppy ^jj++++=Sloppy
sees ^vbz+vprv+++=sees
him ^pp3o+pp3+++=him
stop ^nn++++=stop,
, ^zz++++=EXTRAWORD
snatches ^nns++++=snatches
the ^ati++++=the
stick ^nn++++=stick
up ^rp++++=up
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
comes ^vbz++++=comes
joyful ^jj++++=joyful.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
goes ^vbz++++=goes
over ^in++++=over
a ^at++++=a
fallen ^vprf+++xvbn+=fallen
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
through ^in++++=through
a ^at++++=a
willow ^nn++++=willow
patch ^nn++++=patch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
up ^rp++++=up
the ^ati++++=the
bank ^nn++++=bank
like ^in++++=like
sin ^nn++++=sin
itself ^ppl++++=itself
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
sheriff ^nn++++=sheriff.
. ^zz++++=EXTRAWORD
Sloppy ^jj++++=Sloppy
goes ^vbz++++=goes
under ^in++++=under
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
willows ^nns++++=willows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
up ^rp++++=up
after ^in++++=after
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
time ^nn++++=time
Blacklock ^np+++??+=Blacklock
turns ^nns++++=turns,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pup ^nn++++=pup
wags ^nns+++??+=wags
harder ^jjr++++=harder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
considers ^nns+nom+++=considers
this ^dt+dem+++=this
the ^ati++++=the
finest ^jjt+atrb+++=finest
game ^nn++++=game
ever ^rb++++=ever
arranged ^vpsv++by+xvbn+=arranged
by ^in++++=by
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Dad
dad ^npt++++=EXTRAWORD
Weaver ^np++++=Weaver
is ^vbz+bez+vrb++=is
yellin ^nn+++??+=yellin',
', ^nn+++??+=EXTRAWORD
' ^zz++++='Shoot
shoot ^vb++++=EXTRAWORD
the ^ati++++=the
dog ^nn++++=dog!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Colonel
colonel ^npt++++=EXTRAWORD
Jim ^np++++=Jim
shoots ^nns++++=shoots.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
light ^nn++++=light
is ^vbz+bez+vrb++=is
poor ^jj+pred+++=poor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dog ^nn++++=dog's
's ^$++++=EXTRAWORD
movin ^nn+++??+=movin',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
Colonel ^npt++++=Colonel
Jim ^np++++=Jim
is ^vbz+bez+vrb++=is
naturally ^rb++++=naturally
reluctant ^jj+pred+++=reluctant
to ^to+jcmp+++=to
fire ^vb++++=fire
into ^in++++=into
a ^at++++=a
creature ^nn++++=creature
carryin ^nn+++??+=carryin'
' ^zz++++=EXTRAWORD
sufficient ^jj+atrb+++=sufficient
powder ^nn++++=powder
to ^to++++=to
reorganize ^vbi++++=reorganize
the ^ati++++=the
landscape ^nn++++=landscape.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
misses ^vbz++++=misses.
. ^zz++++=EXTRAWORD
" ^zz++++="Blacklock
blacklock ^nn+++??+=EXTRAWORD
hears ^vbz+vprv+++=hears
the ^ati++++=the
shot ^nn+++xvbn+=shot
and ^cc++++=and
thinks ^vbz+vprv+++=thinks
maybe ^rb+hdg+++=maybe
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
shootin ^nn+++??+=shootin'
' ^zz++++=EXTRAWORD
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
angles ^nns++++=angles
away ^in+pl+++=away
from ^in"++++=from
us ^pp1o+pp1+++=us
and ^cc++++=and
starts ^vbz++++=starts
up ^rp++++=up
the ^ati++++=the
slope ^nn++++=slope.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
angles ^nns++++=angles
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
fuse ^nn++++=fuse
is ^vbz+bez+vrb++=is
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
short ^jj++++=short.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could
see ^vb+vprv+++=see
its ^pp$+it+++=its
red ^jj+atrb+++=red
point ^nn++++=point
jumpin ^nn+++??+=jumpin'
' ^zz++++=EXTRAWORD
along ^in++++=along
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
" ^zz++++="Cock-eye
cock ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
reaches ^vbz++++=reaches
a ^at++++=a
big ^jj+atrb+++=big
pine ^nn++++=pine
and ^cc++++=and
circles ^nns++++=circles
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
circles ^nns++++=circles
the ^ati++++=the
opposite ^jj+atrb+++=opposite
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
meet ^vb++++=meet.
. ^zz++++=EXTRAWORD
Blacklock ^np+++??+=Blacklock
kicks ^nns++++=kicks
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
dodges ^nns++++=dodges,
, ^zz++++=EXTRAWORD
delighted ^j+++xvbn+=delighted.
. ^zz++++=EXTRAWORD
Cock ^nn++++=Cock-eye
- ^zz++++=EXTRAWORD
eye ^nn++++=EXTRAWORD
turns ^nns++++=turns
and ^cc++++=and
runs ^vbz++++=runs
back ^jjb++++=back
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Sloppy ^jj++++=Sloppy
follows ^vbz+vprv+++=follows.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
a ^at++++=a
moment ^nn++++=moment
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
like ^in++++=like
that ^dt+dem+++=that
chase ^nn++++=chase
might ^md+pos+++=might
continue ^vb++++=continue
till ^in++++=till
Judgment ^nn+nom+++=Judgment
Day ^nn++++=Day
Blacklock ^np+++??+=Blacklock
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
Weather ^nn++++=Weather
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
after ^in++++=after
Blacklock ^np+++??+=Blacklock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dynamite ^nn++++=dynamite
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all
of ^in++++=of
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Cock-eye ^np++++=Cock-eye's
's ^$++++=EXTRAWORD
boot ^nn++++=boot
catches ^vbz++++=catches
in ^in++++=in
a ^at++++=a
root ^nn++++=root."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
out ^rp+pl+++=out
of ^in++++=of
reverence ^nn+nom+++=reverence,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
give ^vbi++++=give
his ^pp$+pp3+++=his
conclusion ^nn++++=conclusion
more ^rbr++++=more
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
falls ^vbz++++=falls.
. ^zz++++=EXTRAWORD
Sloppy ^jj+atrb+++=Sloppy
catches ^nns++++=catches
up ^rp++++=up
and ^cc++++=and
puts ^vbz++++=puts
the ^ati++++=the
stick ^nn++++=stick
against ^in++++=against
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
mountain ^nn++++=mountain
comes ^vbz++++=comes
apart ^in+strn+++=apart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
explosion ^nn++++=explosion
went ^vbd+++xvbn+=went
into ^in++++=into
Bunt ^np++++=Bunt's
's ^$++++=EXTRAWORD
account ^nn++++=account
with ^in++++=with
the ^ati++++=the
spaciousness ^nns+nom+++=spaciousness
of ^in++++=of
apocalypse ^nn++++=apocalypse.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
rocks ^nns++++=rocks
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
roots ^nns++++=roots,
, ^zz++++=EXTRAWORD
water ^nn++++=water,
, ^zz++++=EXTRAWORD
trout ^nns++++=trout,
, ^zz++++=EXTRAWORD
pinecones ^nns+++??+=pinecones,
, ^zz++++=EXTRAWORD
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
gravel ^nn++++=gravel,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
boot ^nn++++=boot,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
portions ^nns+nom+++=portions
of ^in++++=of
the ^ati++++=the
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pool ^nn++++=pool
rose ^vbd+++xvbn+=rose
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
in ^in++++=in
the ^ati++++=the
moon ^nn++++=moon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vpsv++agls+xvbn+=seemed
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
to ^to++++=to
stand ^vbi++++=stand
on ^in++++=on
its ^pp$+it+++=its
lower ^jjr+atrb+++=lower
end ^nn++++=end.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
fir ^nn++++=fir
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
river ^nn++++=river
without ^in++++=without
touching ^xvbg+++xvbg+=touching
the ^ati++++=the
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
Weaver ^np++++=Weaver
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
involuntarily ^rb++++=involuntarily
in ^in++++=in
a ^at++++=a
patch ^nn++++=patch
of ^in++++=of
nettles ^nns++++=nettles.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Jim ^np++++=Jim
lost ^vbd+++xvbn+=lost
his ^pp$+pp3+++=his
rifle ^nn++++=rifle
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
later ^rbr+tm+++=later
thrust ^nn+++xvbn+=thrust
halfway ^rb++++=halfway
through ^in++++=through
a ^at++++=a
rotten ^jj+atrb+++=rotten
stump ^nn++++=stump.
. ^zz++++=EXTRAWORD
Bunt ^np+++??+=Bunt
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in++++=to
Bunt ^np+++??+=Bunt,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
lifted ^vpsv++agls+xvbnx+=lifted
gently ^rb++++=gently
but ^cc+phrs+++=but
firmly ^rb++++=firmly
from ^in++++=from
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
deadfall ^nn+++??+=deadfall
to ^in++++=to
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
several ^ap++++=several
minutes ^nns++++=minutes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
air ^nn++++=air
was ^vbd+bedz+aux++=was
occupied ^vpsv++agls+xvbnx+=occupied.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
heavier ^jjr+atrb+++=heavier
parts ^nns++++=parts
of ^in++++=of
California ^np++++=California
returned ^vbd+++xvbn+=returned
to ^in++++=to
their ^pp$+pp3+++=their
accustomed ^vbd+++xvbn+=accustomed
level ^nn++++=level.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbn+=got
up ^rp++++=up
cautious ^jj++++=cautious.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Colonel ^npt++++=Colonel
Jim ^np++++=Jim
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
no ^at++++=no
such ^abl++++=such
luck ^nn++++=luck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^npl++++=river
come ^vprf+++xvbn+=come
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
drifted ^vbd+++xvbn+=drifted
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Rocks ^nns++++=Rocks
quit ^vb++++=quit
fallin ^nn+++??+=fallin',
', ^nn+++??+=EXTRAWORD
though ^cs+sub+++=though
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
trout ^nn++++=trout
would ^md+prd+++=would
arrive ^vb++++=arrive
late ^jj++++=late.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
the ^ati++++=the
pine ^nn++++=pine
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
hole ^nn++++=hole
maybe ^rb+hdg+++=maybe
twelve ^cd++++=twelve
feet ^nns++++=feet
wide ^jj++++=wide
and ^cc++++=and
six ^cd++++=six
feet ^nns++++=feet
deep ^jj++++=deep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
