Vienna ^np++++=VIENNA,
so ^ql+emph+++=so
long ^jj++++=long
as ^ql++++=as
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
continue ^vb++++=continue
to ^to++++=to
possess ^nns+nom+++=possess
an ^at++++=an
American ^np+nom+++=American's
's ^$++++=EXTRAWORD
proper ^jj+atrb+++=proper
pride ^nn++++=pride
in ^in++++=in
the ^ati++++=the
honour ^nn++++=honour
and ^cc++++=and
dignity ^nn+nom+++=dignity
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
take ^vb++++=take
any ^dti++++=any
ambassadorship ^nn+nom+++=ambassadorship
in ^in++++=in
the ^ati++++=the
gift ^nn++++=gift
of ^in++++=of
the ^ati++++=the
flag ^nn++++=flag
at ^in++++=at
a ^at++++=a
salary ^nn++++=salary
short ^jj++++=short
of ^in++++=of
$ ^zz++++=$75,000
75,000 ^cd++++=EXTRAWORD
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+aux++=be
charged ^vpsv++agls+xvbnx+=charged
with ^in++++=with
wanting ^vb+++xvbg+=wanting
to ^to+vcmp+++=to
live ^vbi++++=live
beyond ^in++++=beyond
my ^pp$+pp1+++=my
country ^nn++++=country's
's ^$++++=EXTRAWORD
means ^nn++++=means,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
help ^vb++++=help
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
country ^nn++++=country
which ^whp+rel+subj++=which
cannot ^md+pos+not++=cannot
afford ^vb++++=afford
ambassador ^nn++++=ambassador's
's ^$++++=EXTRAWORD
wages ^nns++++=wages
should ^md+nec+++=should
be ^vb+be+vrb++=be
ashamed ^jj+pred+++=ashamed
to ^to+jcmp+++=to
have ^vbi++vrb++=have
ambassadors ^nns++++=ambassadors.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
a ^at++++=a
Seventeen ^cd++++=Seventeen-thousand-five-hundredambassador!
- ^zz++++=EXTRAWORD
thousand ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
hundreda ^nn+++??+=EXTRAWORD
Particularly ^rb++++=Particularly
for ^in++++=for
America ^np++++=America.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
ludicrous ^jj+atrb+++=ludicrous
spectacle ^nn++++=spectacle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
inconsistent ^jj++++=inconsistent
and ^cc+phrs+++=and
incongruous ^jj++++=incongruous
spectable ^jj++++=spectable,
, ^zz++++=EXTRAWORD
contrivable ^jj++++=contrivable
by ^in++++=by
even ^rb++++=even
the ^ati++++=the
most ^ql+emph+++=most
diseased ^jj+atrb+++=diseased
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
billionaire ^nn+++??+=billionaire
in ^in++++=in
a ^at++++=a
paper ^nn++++=paper
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
a ^at++++=a
king ^nn++++=king
in ^in++++=in
a ^at++++=a
breechclout ^nn+++??+=breechclout,
, ^zz++++=EXTRAWORD
an ^at++++=an
archangel ^nn++++=archangel
in ^in++++=in
a ^at++++=a
tin ^nn++++=tin
halo ^nn++++=halo.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
for ^in++++=for
pure ^jj+atrb+++=pure
sham ^nn++++=sham
and ^cc++++=and
hypocrisy ^nn++++=hypocrisy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
salary ^nn++++=salary
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
the ^ati++++=the
match ^nn++++=match
of ^in++++=of
the ^ati++++=the
ambassador ^nn++++=ambassador's
's ^vbz+bez+vrb++0=EXTRAWORD
official ^jj+atrb+++=official
clothes ^nns++++=clothes--that
-- ^--+clp+++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
boastful ^jj+atrb+++=boastful
advertisement ^nn+nom+++=advertisement
of ^in++++=of
a ^at++++=a
Republican ^jj+atrb+++=Republican
Simplicity ^nn+nom+++=Simplicity
which ^whp+rel+subj++=which
manifests ^vbz++++=manifests
itself ^ppl++++=itself
at ^in++++=at
home ^nr++++=home
in ^in++++=in
Fifty ^cd++++=Fifty-thousand-dollar
- ^zz++++=EXTRAWORD
thousand ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dollar ^nn++++=EXTRAWORD
salaries ^nns++++=salaries
to ^in++++=to
insurance ^nn+nom+++=insurance
presidents ^npts++++=presidents
and ^cc++++=and
railway ^nn++++=railway
lawyers ^nns+nom+++=lawyers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
domestic ^jj+atrb+++=domestic
palaces ^nns++++=palaces
whose ^whp+rel+obj++=whose
fittings ^nns++++=fittings
and ^cc++++=and
furnishings ^nns++++=furnishings
often ^rb++++=often
transcend ^vb++++=transcend
in ^in++++=in
costly ^jj+atrb+++=costly
display ^nn++++=display
and ^cc++++=and
splendour ^nn++++=splendour
and ^cc++++=and
richness ^nns+nom+++=richness
the ^ati++++=the
fittings ^nns++++=fittings
and ^cc++++=and
furnishings ^nns++++=furnishings
of ^in++++=of
the ^ati++++=the
palaces ^nns++++=palaces
of ^in++++=of
the ^ati++++=the
sceptred ^jj+++xvbn+=sceptred
masters ^nns+nom+++=masters
of ^in++++=of
Europe ^np++++=Europe;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
invented ^vprf+++xvbnx+=invented
and ^cc+phrs+++=and
exported ^vpsv++agls+xvbn+=exported
to ^in++++=to
the ^ati++++=the
Old ^jj+atrb+++=Old
World ^nn++++=World
the ^ati++++=the
palace ^npl++++=palace-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
sleeping ^jj+++xvbg+=sleeping-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
tram ^nn+++??+=tram-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
electric ^jj+atrb+++=electric
trolley ^nn++++=trolley,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
bicycles ^nns++++=bicycles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
motor ^nn++++=motor-cars,
- ^zz++++=EXTRAWORD
cars ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
steam ^nn++++=steam-heater,
- ^zz++++=EXTRAWORD
heater ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
and ^cc+phrs+++=and
smartest ^jjt+atrb+++=smartest
systems ^nns++++=systems
of ^in++++=of
electric ^jj+atrb+++=electric
calls ^nns++++=calls
and ^cc++++=and
telephonic ^jj+atrb+++=telephonic
aids ^nns++++=aids
to ^in++++=to
laziness ^nns+nom+++=laziness
and ^cc++++=and
comfort ^nn++++=comfort,
, ^zz++++=EXTRAWORD
the ^ati++++=the
elevator ^nn++++=elevator,
, ^zz++++=EXTRAWORD
the ^ati++++=the
private ^jj+atrb+++=private
bath ^nn++++=bath-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
( ^zz++++=(hot
hot ^jj+atrb+++=EXTRAWORD
and ^cc+phrs+++=and
cold ^jj+atrb+++=cold
water ^nn++++=water
on ^in++++=on
tap ^nn++++=tap),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
palace ^npl++++=palace-hotel,
- ^zz++++=EXTRAWORD
hotel ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
multifarious ^jj+atrb+++=multifarious
conveniences ^nns+nom+++=conveniences,
, ^zz++++=EXTRAWORD
comforts ^nns++++=comforts,
, ^zz++++=EXTRAWORD
shows ^vbz+vprv+++=shows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
luxuries ^nns++++=luxuries,
, ^zz++++=EXTRAWORD
the ^ati++++=the--oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
list ^nn++++=list
is ^vbz+bez+vrb++=is
interminable ^jj+pred+++=interminable!
! ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
Republican ^nn+nom+++=Republican
Simplicity ^nn+nom+++=Simplicity
found ^vbd+vprv++xvbn+=found
Europe ^np++++=Europe
with ^in++++=with
one ^cd1++++=one
shirt ^nn++++=shirt
on ^rp++++=on
her ^pp3o+pp3+++=her
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
so ^ql++++=so
to ^to++++=to
speak ^vbi++++=speak,
, ^zz++++=EXTRAWORD
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
real ^jj+atrb+++=real
luxuries ^nns++++=luxuries,
, ^zz++++=EXTRAWORD
conveniences ^nns+nom+++=conveniences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
comforts ^nns++++=comforts
of ^in++++=of
life ^nn++++=life
go ^vb++++=go,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+aux++=has
clothed ^vprf+++xvbnx+=clothed
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
chin ^nn++++=chin
with ^in++++=with
the ^ati++++=the
latter ^ap++++=latter.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
the ^ati++++=the
lavishest ^jjt++++=lavishest
and ^cc+phrs+++=and
showiest ^jjt++++=showiest
and ^cc++++=and
most ^ap+emph+++=most
luxury ^nn++++=luxury-loving
- ^zz++++=EXTRAWORD
loving ^jj+atrb++xvbg+=EXTRAWORD
people ^nns++++=people
on ^in++++=on
the ^ati++++=the
earth ^nn++++=earth;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
our ^pp$+pp1+++=our
masthead ^nn+++??+=masthead
we ^pp1a+pp1+++=we
fly ^vb++++=fly
one ^cd1++++=one
true ^jj+atrb+++=true
and ^cc+phrs+++=and
honest ^jj+atrb+++=honest
symbol ^nn++++=symbol,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gaudiest ^jjt+atrb+++=gaudiest
flag ^nn++++=flag
the ^ati++++=the
world ^nn++++=world
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Republican ^nn+nom+++=Republican
Simplicity ^nn+nom+++=Simplicity,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
many ^ap++++=many,
, ^zz++++=EXTRAWORD
many ^ap++++=many
humbugs ^nns+++??+=humbugs
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
none ^pn++++=none
to ^to++++=to
which ^whp+who+++=which
you ^pp2+pp2+++=you
need ^vb++++=need
take ^vb++++=take
off ^rb+phrv+++=off
your ^pp$+pp2+++=your
hat ^nn++++=hat!
! ^zz++++=EXTRAWORD
