That ^dt+dem+++=That
his ^pp$+pp3+++=his
hand ^nn++++=hand
the ^ati++++=the
rioters ^nns+nom+++=rioters
resumed ^vbd+++xvbn+=resumed
their ^pp$+pp3+++=their
seats ^nns++++=seats,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more
readily ^rb++++=readily
because ^cs+cos+++=because
their ^pp$+pp3+++=their
violent ^jj+atrb+++=violent
exertions ^nns+nom+++=exertions
had ^vbd+hvd+aux++=had
wearied ^vprf+++xvbn+=wearied
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
youthful ^jj++++=youthful
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
poor ^jj+atrb+++=poor
Sylvia ^np++++=Sylvia's
's ^$++++=EXTRAWORD
rose ^nn+++xvbn+=rose!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ejaculated ^vbd+++xvbn+=ejaculated
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
it ^pp3+it+++=it
in ^in+cmpx+++=in
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
the ^ati++++=the
sunset ^nn++++=sunset
clouds ^nns++++=clouds;
; ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
fading ^vbg+++xvbgx+=fading
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
so ^ql++++=so
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
while ^cs+sub+++=while
the ^ati++++=the
party ^nn++++=party
were ^vbd+bed+aux++=were
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
it ^pp3+it+++=it
the ^ati++++=the
flower ^nn++++=flower
continued ^vbd+++xvbn+=continued
to ^to++++=to
shrivel ^vbi+++??+=shrivel
up ^rp++++=up,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
as ^ql++++=as
dry ^vb++++=dry
and ^cc++++=and
fragile ^jj++++=fragile
as ^ql++++=as
when ^wrb+who+++=when
the ^ati++++=the
doctor ^nn++++=doctor
had ^vb+hv+aux++=had
first ^rb++splt++=first
thrown ^vprf+++xvbnx+=thrown
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
vase ^nn++++=vase.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
off ^rb+phrv+++=off
the ^ati++++=the
few ^ap++++=few
drops ^nns++++=drops
of ^in++++=of
moisture ^nn++++=moisture
which ^whp+rel+subj++=which
clung ^vbd+++xvbn+=clung
to ^in++++=to
its ^pp$+it+++=its
petals ^nns++++=petals.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
it ^pp3+it+++=it
as ^rb++++=as
well ^rb++++=well
thus ^rb+cnj+++=thus
as ^in++++=as
in ^in"++++=in
its ^pp$+it+++=its
dewy ^nn+++??+=dewy
freshness ^nns+nom+++=freshness,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbd+vprv+tht0+xvbn+=observed
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
pressing ^vbg+++xvbg+=pressing
the ^ati++++=the
withered ^jj+atrb++xvbn+=withered
rose ^nn+++xvbn+=rose
to ^in++++=to
his ^pp$+pp3+++=his
withered ^jj+atrb++xvbn+=withered
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
butterfly ^nn++++=butterfly
fluttered ^vbd+++xvbn+=fluttered
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
doctor ^nn++++=doctor's
's ^vbz+bez+vrb++0=EXTRAWORD
snowy ^jj+atrb+++=snowy
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vpsv++agls+xvbn+=fell
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
guests ^nns++++=guests
shivered ^vbd+++xvbn+=shivered
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
A ^at++++=A
strange ^jj+atrb+++=strange
dullness ^nns+nom+++=dullness,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
of ^in++++=of
the ^ati++++=the
body ^nn++++=body
or ^cc++++=or
spirit ^nn++++=spirit
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
creeping ^vbg+++xvbgx+=creeping
gradually ^rb++++=gradually
over ^rp++++=over
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gazed ^vbd+++xvbnx+=gazed
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fancied ^vbd+++xvbn+=fancied
that ^tht+vcmp+++=that
each ^ppls++++=each
fleeting ^jj+atrb+++=fleeting
moment ^nn++++=moment
snatched ^vbd+++xvbn+=snatched
away ^rp+pl+++=away
a ^at++++=a
charm ^nn++++=charm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vbd+++xvbn+=left
a ^at++++=a
deepening ^nn++++=deepening
furrow ^nn+++??+=furrow
where ^wrb+who+++=where
none ^pn++++=none
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
an ^at++++=an
illusion ^nn++++=illusion?
? ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
the ^ati++++=the
changes ^nns++++=changes
of ^in++++=of
a ^at++++=a
lifetime ^nn++++=lifetime
been ^vprf+ben+aux+xvbn+=been
crowded ^vpsv++agls+xvbnx+=crowded
into ^in++++=into
so ^ql+emph+++=so
brief ^jj++++=brief
a ^at++++=a
space ^nn++++=space,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
they ^pp3a+pp3+++=they
now ^rn+tm+++=now
four ^cd++++=four
aged ^jj+atrb+++=aged
people ^nns++++=people,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
with ^in++++=with
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger?
? ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
we ^pp1a+pp1+++=we
grown ^vbd+++xvbn+=grown
old ^jj++++=old
again ^rb+tm+++=again
so ^rb++++=so
soon ^rb+tm+++=soon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
dolefully ^rb++++=dolefully.
. ^zz++++=EXTRAWORD
In ^in++++=In
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Water ^nn++++=Water
of ^in++++=of
Youth ^nn++++=Youth
possessed ^vbd+++xvbn+=possessed
merely ^rb+down+++=merely
a ^at++++=a
virtue ^nn++++=virtue
more ^rbr++++=more
transient ^jj++++=transient
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
delirium ^nn+++??+=delirium
which ^whp+rel+obj++=which
it ^pp3+it+++=it
created ^vbd+++xvbn+=created
had ^vbd+hvd+aux++=had
effervesced ^vprf+++xvbnx+=effervesced
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
old ^jj+pred+++=old
again ^rb+tm+++=again!
! ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
shuddering ^jj+atrb++xvbg+=shuddering
impulse ^nn++++=impulse,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
showed ^jj+++xvbn+=showed
her ^pp3o+pp3+++=her
a ^at++++=a
woman ^nn++++=woman
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
the ^ati++++=the
widow ^nn++++=widow
clasped ^vbd+++xvbn+=clasped
her ^pp$+pp3+++=her
skinny ^jj+atrb+++=skinny
hands ^nns++++=hands
over ^rp++++=over
her ^pp3o+pp3+++=her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wished ^vbd+vprv++xvbn+=wished
that ^tht+vcmp+++=that
the ^ati++++=the
coffin ^nn++++=coffin
lid ^nn++++=lid
were ^vbd+bed+vrb++=were
over ^in++++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+vrb++=be
no ^at++++=no
longer ^rbr++++=longer
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
are ^vb+ber+vrb++=are
old ^jj+pred+++=old
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
lo ^np++++=lo!
! ^zz++++=EXTRAWORD
the ^ati++++=the
Water ^nn++++=Water
of ^in++++=of
Youth ^nn++++=Youth
is ^vbz+bez+vrb++=is
all ^abn++++=all
lavished ^jj+++xvbn+=lavished
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bemoan ^jj++++=bemoan
it ^pp3+it+++=it
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
the ^ati++++=the
fountain ^npl++++=fountain
gushed ^vbd+++xvbn+=gushed
at ^rb++++=at
my ^pp$+pp1+++=my
doorstep ^nn++++=doorstep,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
stoop ^jj+++??+=stoop
to ^to++++=to
bathe ^vbi++++=bathe
my ^pp$+pp1+++=my
lips ^nns++++=lips
in ^in++++=in
it ^pp3+it+++=it--no,
-- ^--+clp+++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
its ^pp$+it+++=its
delirium ^nn+++??+=delirium
were ^vbd+bed+vrb++=were
for ^in++++=for
years ^nns++++=years
instead ^rb+cnj+++=instead
of ^in++++=of
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
is ^vbz+bez+vrb++=is
the ^ati++++=the
lesson ^nn++++=lesson
ye ^pp2+pp2+++=ye
have ^vb+hv+aux++=have
taught ^vprf+++xvbnx+=taught
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
four ^cd++++=four
friends ^nns++++=friends
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
no ^at++++=no
such ^abl++++=such
lesson ^nn++++=lesson
to ^in++++=to
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
resolved ^vbd+vsua++xvbnx+=resolved
forthwith ^rb++++=forthwith
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
pilgrimage ^nn+nom+++=pilgrimage
to ^in++++=to
Florida ^np++++=Florida,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quaff ^vb++++=quaff
at ^in++++=at
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
night ^nn++++=night
from ^in++++=from
the ^ati++++=the
fountain ^nn++++=Fountain
of ^in++++=of
youth ^nn++++=Youth.
. ^zz++++=EXTRAWORD
