That ^dt+dem+++=That
. ^zz++++=EXTRAWORD
Starbuck ^np+++??+=Starbuck
is ^vbz+bez+aux++=is
Stubb ^np+++??+=Stubb
reversed ^vwbn+++xvbn+=reversed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Stubb ^np+++??+=Stubb
is ^vbz+bez+vrb++=is
Starbuck ^np+++??+=Starbuck;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ye ^pp2+pp2+++=ye
two ^cd++++=two
are ^vb+ber+vrb++=are
all ^abn++++=all
mankind ^nn++++=mankind;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ahab ^np+++??+=Ahab
stands ^vbz++++=stands
alone ^rb++++=alone
among ^in++++=among
the ^ati++++=the
millions ^cds++++=millions
of ^in++++=of
the ^ati++++=the
peopled ^jj+atrb++xvbn+=peopled
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
gods ^nns++++=gods
nor ^cc++neg++=nor
men ^nns++++=men
his ^pp$+pp3+++=his
neighbors ^nns++++=neighbors!
! ^zz++++=EXTRAWORD
Cold ^jj++++=Cold,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold
I ^pp1a+pp1+++=I
shiver ^vb++++=shiver!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Aloft ^rb++++=Aloft
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
Do ^do+do+aux++0=D'ye
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
Sing ^vb++++=Sing
out ^rb+phrv+++=out
for ^in+ppvb+++=for
every ^at++++=every
spout ^nn++++=spout,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
spout ^nn++++=spout
ten ^cd++++=ten
times ^nns++++=times
a ^at++++=a
second ^od++++=second!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
was ^vbd+bedz+aux++=was
nearly ^rb+down+splt++=nearly
done ^vpsv++agls+xvbnx+=done;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
hem ^nn++++=hem
of ^in++++=of
his ^pp$+pp3+++=his
golden ^jj+atrb+++=golden
robe ^nn++++=robe
was ^vbd+bedz+vrb++=was
rustling ^jj+pred+++=rustling.
. ^zz++++=EXTRAWORD
Soon ^rb+cnj+++=Soon,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
dark ^jj+pred+++=dark,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
look ^vb++++=look-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
men ^nns++++=men
still ^rb++++=still
remained ^vbd+++xvbn+=remained
unset ^nn+++??+=unset.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
the ^ati++++=the
spout ^nn++++=spout
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
too ^ql++++=too
dark ^jj++++=dark,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
a ^at++++=a
voice ^nn++++=voice
from ^in++++=from
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
heading ^nvbg+++xvbg+=heading
when ^wrb+who+++=when
last ^ap++++=last
seen ^jj+++xvbn+=seen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
before ^in++++=before,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
straight ^jj++++=straight
to ^in++++=to
leeward ^rb++++=leeward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good!
good ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
travel ^vb++++=travel
slower ^jjr++++=slower
now ^rn+tm+++=now
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
royals ^nns++++=royals
and ^cc++++=and
top ^nn++++=top-gallant
- ^zz++++=EXTRAWORD
gallant ^jj+atrb+++=EXTRAWORD
stun ^nn+++??+=stun-sails,
- ^zz++++=EXTRAWORD
sails ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Starbuck ^np++++=Starbuck.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
not ^xnot++not++=not
run ^vb+++xvbn+=run
over ^rb+phrv+++=over
him ^pp3o+pp3+++=him
before ^in++++=before
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
making ^vbg+++xvbgx+=making
a ^at++++=a
passage ^nn+nom+++=passage
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
may ^md+pos+++=may
heave ^vb++++=heave-to
- ^zz++++=EXTRAWORD
to ^in++++=EXTRAWORD
a ^at++++=a
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
Helm ^np++++=Helm
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
keep ^vb++++=keep
her ^pp$+pp3+++=her
full ^jj++++=full
before ^in++++=before
the ^ati++++=the
wind ^nn++++=wind!
! ^zz++++=EXTRAWORD
Aloft ^rb++++=Aloft!
! ^zz++++=EXTRAWORD
come ^vb++++=come
down ^in+strn+++=down!
! ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Stubb ^np++++=Stubb,
, ^zz++++=EXTRAWORD
send ^vb++++=send
a ^at++++=a
fresh ^jj+atrb+++=fresh
hand ^nn++++=hand
to ^in++++=to
the ^ati++++=the
foremast ^nn+++??+=foremast
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
manned ^vbd+++xvbn+=manned
till ^in++++=till
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
advancing ^vbg+++xvbg+=advancing
towards ^in++++=towards
the ^ati++++=the
doubloon ^nn+++??+=doubloon
in ^in++++=in
the ^ati++++=the
mainmast ^nn+++??+=mainmast,
, ^zz++++=EXTRAWORD
" ^zz++++="Men,
men ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
gold ^nn++++=gold
is ^vbz+bez+vrb++=is
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
earned ^vbd+++xvbnx+=earned
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
let ^vb+++xvbn+=let
it ^pp3+it+++=it
abide ^vb++++=abide
here ^rn+pl+++=here
till ^in++++=till
the ^ati++++=the
white ^jj+atrb+++=white
whale ^nn++++=whale
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
whosoever ^nn+nom+++=whosoever
of ^in++++=of
ye ^pp2+pp2+++=ye
first ^rb++++=first
raises ^vbz++++=raises
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
day ^nn++++=day
he ^pp3a+pp3+++=he
shall ^md+prd+++=shall
be ^vb+be+aux++=be
killed ^vpsv++agls+xvbnx+=killed,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
gold ^nn++++=gold
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
man ^nn++++=man's;
's; ^nn+++??+=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
on ^in++++=on
that ^dt+dem+++=that
day ^nn++++=day
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
again ^rb+tm+splt++=again
raise ^vb++++=raise
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten
times ^nns++++=times
its ^pp$+it+++=its
sum ^nn++++=sum
shall ^md+prd+++=shall
be ^vb+be+aux++=be
divided ^vpsv++agls+xvbnx+=divided
among ^in++++=among
all ^rb++++=all
of ^in++++=of
ye ^pp2+pp2+++=ye!
! ^zz++++=EXTRAWORD
Away ^rp+pl+++=Away
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
the ^ati++++=the
deck ^nn++++=deck
is ^vbz+bez+vrb++=is
thine ^pp$+pp2+++=thine,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
so ^ql++++=so
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
himself ^ppl+pp3+++=himself
halfway ^rb++++=halfway
within ^in++++=within
the ^ati++++=the
scuttle ^vb++++=scuttle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slouching ^nvbg+++xvbg+=slouching
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
there ^rn+pl+++=there
till ^cs+sub+++=till
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
except ^in++++=except
when ^wrb+who+++=when
at ^in++++=at
intervals ^nns+nom+++=intervals
rousing ^vwbg+++xvbg+=rousing
himself ^ppl+pp3+++=himself
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
the ^ati++++=the
night ^nn++++=night
wore ^vbd+++xvbn+=wore
on.. ^nn+++??+=on....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
[ ^zz++++=[1]
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
This ^dt+dem+++=This
motion ^nn++++=motion
is ^vbz+bez+vrb++=is
peculiar ^jj+pred+++=peculiar
to ^in++++=to
the ^ati++++=the
sperm ^nn+++??+=sperm
whale ^nn++++=whale.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
receives ^vbz++++=receives
its ^pp$+it+++=its
designation ^nn+nom+++=designation
( ^zz++++=(pitchpoling)
pitchpoling ^nn+nom+++=EXTRAWORD
) ^zz++++=EXTRAWORD
from ^in++++=from
its ^pp$+it+++=its
being ^xvbg+++xvbg+=being
likened ^vprf+++xvbn+=likened
to ^in++++=to
that ^dt+dem+++=that
preliminary ^jj++++=preliminary
up ^rp++++=up-and-down
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
poise ^nn++++=poise
of ^in++++=of
the ^ati++++=the
whale ^nn++++=whale-lance,
- ^zz++++=EXTRAWORD
lance ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
exercise ^nn++++=exercise
called ^vbd+++xvbn+=called
pitchpoling ^nn+nom+++=pitchpoling.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
motion ^nn++++=motion
the ^ati++++=the
whale ^nn++++=whale
must ^md+nec+++=must
best ^jjt++++=best
and ^cc++++=and
most ^ql+emph+++=most
comprehensively ^jj+atrb+++=comprehensively
view ^nn++++=view
whatever ^nn+nom+++=whatever
objects ^nns++++=objects
may ^md+pos+++=may
be ^vb+be+aux++=be
encircling ^nvbg+++xvbg+=encircling
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
gale ^nn++++=gale,
, ^zz++++=EXTRAWORD
the ^ati++++=the
but ^cc++++=but
half ^abn++++=half-baffled
- ^zz++++=EXTRAWORD
baffled ^vprf+++xvbn+=EXTRAWORD
Channel ^npl++++=Channel
billows ^nns+++??+=billows
only ^rb+down+++=only
recoil ^vb++++=recoil
from ^in++++=from
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
the ^ati++++=the
Eddystone ^np+++??+=Eddystone,
, ^zz++++=EXTRAWORD
triumphantly ^rb++++=triumphantly
to ^in++++=to
overleap ^nn++++=overleap
its ^pp$+it+++=its
summit ^nn++++=summit
with ^in++++=with
their ^pp$+pp3+++=their
scud ^nn++++=scud.
. ^zz++++=EXTRAWORD
