Before ^cs+sub+++=Before
on ^in++++=on
the ^ati++++=the
ring ^nn++++=ring-finger,
- ^zz++++=EXTRAWORD
finger ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
the ^ati++++=the
strange ^jj+atrb+++=strange
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
Mass ^nn++++=Mass
for ^in++++=for
the ^ati++++=the
dead ^jj++++=dead
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
too ^ql++++=too
much ^ap++++=much
loved ^jj+++xvbn+=loved.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
listened ^vbd+++xvbnx+=listened
with ^in++++=with
changing ^xvbg+++xvbg+=changing
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
full ^jj++++=full
of ^in++++=of
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
full ^jj++++=full
of ^in++++=of
wonder ^nn++++=wonder
and ^cc++++=and
awe ^nn++++=awe.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
tell ^vb++++=tell
it ^pp3+it+++=it
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
of ^in++++=of
such ^abl++++=such
things ^nns++++=things
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
did ^vbd+dod+aux++=did
this ^dt+pdem+++=this
really ^rb+emph+++=really
happen ^vb+++??+=happen
to ^to+vcmp+++=to
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
true ^jj++++=true?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
God ^np++++=God
lives ^nns++++=lives
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
you ^pp2+pp2+++=you
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
you ^pp2+pp2+++=you
might ^md+pos+++=might
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
my ^pp$+pp1+++=my
wedding-ring ^jj+++xvbg+=wedding-ring--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
swear ^vb+vpub+tht0+xvbn+=swear
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you
on ^in++++=on
the ^ati++++=the
crucifix ^nn+++??+=crucifix."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
wall ^nn++++=wall
behind ^in+pl+++=behind
the ^ati++++=the
bed ^nn++++=bed
where ^wrb+who+++=where
the ^ati++++=the
crucifix ^nn+++??+=crucifix
was ^vbd+bedz+aux++=was
hanging ^vbg+++xvbgx+=hanging.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
her ^pp3o+pp3+++=her
hand ^nn++++=hand
to ^to++++=to
take ^vbi++++=take
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
little ^jj+atrb+++=little
shelf ^nn++++=shelf
at ^in++++=at
the ^ati++++=the
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
wounded ^jj+atrb++xvbn+=wounded
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
wedding ^nn++++=wedding-ring.
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
trembled ^vbd+++xvbn+=trembled
as ^ql++++=as
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
on ^rp++++=on
her ^pp3o+pp3+++=her
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
knees ^nns++++=knees
trembled ^vbd+++xvbn+=trembled
as ^ql++++=as
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
back ^jjb++++=back
to ^in++++=to
Prosper ^np+++??+=Prosper
and ^cc++++=and
sat ^vpsv++agls+xvbn+=sat
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
trembled ^vbd+++xvbn+=trembled
as ^ql++++=as
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
it ^pp3+it+++=it
is, ^nn+++??+=is,--_He_
-- ^--+clp+++=EXTRAWORD
_he_ ^nn+++??+=EXTRAWORD
has ^vbz+hvz+aux++=has
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
back ^jjb++++=back
to ^in++++=to
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
river ^nn++++=river
of ^in++++=of
shame ^nn++++=shame
swept ^vwbn+++xvbn+=swept
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
chains ^nns++++=chains
fell ^vbd+++xvbn+=fell
from ^in++++=from
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
her ^pp$+pp3+++=her
bare ^jj+atrb+++=bare
arms ^nns++++=arms
around ^in++++=around
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
head ^jjb++++=head
fell ^vbd+++xvbn+=fell
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lips ^nns++++=lips
parted ^vbd+++xvbn+=parted,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
breath ^nn++++=breath
came ^vbd+++xvbn+=came
soft ^jj++++=soft
and ^cc+phrs+++=and
quick ^jj++++=quick.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
waited ^vbd+++xvbnx+=waited
a ^at++++=a
moment ^nn++++=moment
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
dared ^vbd+++xvbnx+=dared
to ^to+vcmp+++=to
kiss ^vbi++++=kiss
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dove ^nn++++=dove,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
sin ^nn++++=sin
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
that ^cs+sub+++=that
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
too ^ql++++=too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
i ^pp1a+pp1+++=I
loved ^vprf+++xvbn+=loved
too ^ql++++=too
little ^ap++++=little."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
