Eight ^cd++++=Eight
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
broken ^vprf+++xvbnx+=broken
the ^ati++++=the
ice ^nn++++=ice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
pleasure ^nn++++=pleasure
deferred ^vbd+++xvbn+=deferred.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
` ^zz++++=`Very
very ^ql+amp+++=EXTRAWORD
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler,
, ^zz++++=EXTRAWORD
` ^zz++++=`the
the ^ati++++=EXTRAWORD
next ^ap++++=next
time ^nn++++=time
you ^pp2+pp2+++=you
come ^vprf+++xvbn+=come
we ^pp1a+pp1+++=we
must ^md+nec+++=must
have ^vb+hv+vrb++=have
an ^at++++=an
evening ^nn++++=evening
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+aux++0=EXTRAWORD
agreed ^vpsv++agls+xvbnx+=agreed
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
` ^zz++++=`Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
agreed ^vpsv++agls+xvbnx+=agreed,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher.
. ^zz++++=EXTRAWORD
` ^zz++++=`Next
next ^ap++++=EXTRAWORD
year ^nn++++=year
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
come ^vb++++=come,
, ^zz++++=EXTRAWORD
parole ^nn++++=parole
d ^zz++++=d'honneur.'
'honneur.' ^nn+++??+=EXTRAWORD
` ^zz++++=`And
and ^cc++++=EXTRAWORD
to ^in++++=to
clinch ^nn+++??+=clinch
the ^ati++++=the
bargain ^nn++++=bargain,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler,
, ^zz++++=EXTRAWORD
` ^zz++++=`we'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
just ^rb+emph+++=just
have ^vb+hv+vrb++=have
one ^cd1++++=one
more ^ql++++=more
now ^rn+tm+++=now.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
large ^jj+atrb+++=large
gold ^nn++++=gold
watch ^nn++++=watch
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
` ^zz++++=`Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
last ^ap++++=last?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
Said ^vbd+vpub++xvbnx+=Said.
. ^zz++++=EXTRAWORD
` ^zz++++=`Because,
because ^cs+cos+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
an ^at++++=an
a.p ^nn+++??+=a.p.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
` ^zz++++=`O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
positively ^rb+cnj+++=positively,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler.
. ^zz++++=EXTRAWORD
` ^zz++++=`Very
very ^ql+amp+++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher,
, ^zz++++=EXTRAWORD
` ^zz++++=`let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
have ^vb+hv+vrb++=have
another ^dt++++=another
one ^pn++++=one
as ^in++++=as
a ^at++++=a
deoc ^nn+++??+=deoc
an ^at++++=an
doirus ^nns+++??+=doirus
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj+atrb+++=good
vernacular ^nn++++=vernacular
for ^in++++=for
a ^at++++=a
small ^jj+atrb+++=small
whisky ^nn++++=whisky,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
ordered ^vbd+vsua++xvbn+=ordered
the ^ati++++=the
drinks ^nns++++=drinks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blush ^nn++++=blush
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
to ^in++++=to
his ^pp$+pp3+++=his
face ^nn++++=face
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
before ^cs+sub+++=before
was ^vbd+bedz+aux++=was
establishing ^vbg+++xvbgx+=establishing
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
A ^at++++=A
trifle ^nn++++=trifle
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
blush ^vb++++=blush
at ^rb++++=at
any ^dti++++=any
time ^nn++++=time:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
warm ^jj++++=warm
and ^cc+phrs+++=and
excited ^jj+++xvbn+=excited.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
small ^jj+atrb+++=small
whiskies ^nns+++??+=whiskies
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
Gallaher ^np+nom+++=Gallaher's
's ^$++++=EXTRAWORD
strong ^jj+atrb+++=strong
cigar ^nn++++=cigar
had ^vbd+hvd+aux++=had
confused ^vprf+++xvbnx+=confused
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
delicate ^jj+atrb+++=delicate
and ^cc+phrs+++=and
abstinent ^jj+atrb+++=abstinent
person ^nn++++=person.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adventure ^nn++++=adventure
of ^in++++=of
meeting ^xvbg+++xvbg+=meeting
Gallaher ^np+nom++??+=Gallaher
after ^in++++=after
eight ^cd++++=eight
years ^nns++++=years,
, ^zz++++=EXTRAWORD
of ^in++++=of
finding ^xvbg+++xvbg+=finding
himself ^ppl+pp3+++=himself
with ^in++++=with
Gallaher ^np+nom++??+=Gallaher
in ^in++++=in
Corless ^np++++=Corless's
's ^$++++=EXTRAWORD
surrounded ^vpsv++by+xvbn+=surrounded
by ^in++++=by
lights ^nns++++=lights
and ^cc++++=and
noise ^nn++++=noise,
, ^zz++++=EXTRAWORD
of ^in++++=of
listening ^xvbg+++xvbg+=listening
to ^in++++=to
Gallaher ^np+nom+++=Gallaher's
's ^$++++=EXTRAWORD
stories ^nns++++=stories
and ^cc++++=and
of ^in++++=of
sharing ^xvbg+++xvbg+=sharing
for ^in++++=for
a ^at++++=a
brief ^jj+atrb+++=brief
space ^nn++++=space
Gallaher ^np+nom+++=Gallaher's
's ^$++++=EXTRAWORD
vagrant ^jj+atrb+++=vagrant
and ^cc+phrs+++=and
triumphant ^jj+atrb+++=triumphant
life ^nn++++=life,
, ^zz++++=EXTRAWORD
upset ^j+++xvbn+=upset
the ^ati++++=the
equipoise ^nn++++=equipoise
of ^in++++=of
his ^pp$+pp3+++=his
sensitive ^jj+atrb+++=sensitive
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
acutely ^rb++++=acutely
the ^ati++++=the
contrast ^nn++++=contrast
between ^in++++=between
his ^pp$+pp3+++=his
own ^ap++++=own
life ^nn++++=life
and ^cc++++=and
his ^pp$+pp3+++=his
friend ^nn++++=friend's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
unjust ^jj++++=unjust.
. ^zz++++=EXTRAWORD
Gallaher ^np+nom++??+=Gallaher
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
inferior ^jj++++=inferior
in ^in++++=in
birth ^nn++++=birth
and ^cc++++=and
education ^nn+nom+++=education.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
do ^vb+do+vrb++=do
something ^pn++++=something
better ^jjr++++=better
than ^in++++=than
his ^pp$+pp3+++=his
friend ^nn++++=friend
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
could ^md+pos+++=could
ever ^rb++++=ever
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
something ^pn++++=something
higher ^jjr++++=higher
than ^in++++=than
mere ^jjb+atrb+++=mere
tawdry ^nn++++=tawdry
journalism ^nn+nom+++=journalism
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
only ^ap+down+++=only
got ^vprf+++xvbn+=got
the ^ati++++=the
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
it ^pp3+it+++=it
that ^cs+sub+++=that
stood ^vprf+++xvbn+=stood
in ^in++++=in
his ^pp$+pp3+++=his
way ^nn++++=way?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
unfortunate ^jj+atrb+++=unfortunate
timidity ^nn+nom+++=timidity!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
vindicate ^nn+nom+++=vindicate
himself ^ppl+pp3+++=himself
in ^in++++=in
some ^dti++++=some
way ^nn++++=way,
, ^zz++++=EXTRAWORD
to ^to++++=to
assert ^vbi+vpub+tht0++=assert
his ^pp$+pp3+++=his
manhood ^nn+nom+++=manhood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
behind ^in+pl+++=behind
Gallaher ^np+nom+++=Gallaher's
's ^$++++=EXTRAWORD
refusal ^nn++++=refusal
of ^in++++=of
his ^pp$+pp3+++=his
invitation ^nn+nom+++=invitation.
. ^zz++++=EXTRAWORD
Gallaher ^np+nom++??+=Gallaher
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
patronizing ^jj+pred+++=patronizing
him ^pp3o+pp3+++=him
by ^in++++=by
his ^pp$+pp3+++=his
friendliness ^nns+nom+++=friendliness
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
patronizing ^jj+atrb+++=patronizing
Ireland ^np++++=Ireland
by ^in++++=by
his ^pp$+pp3+++=his
visit ^nn++++=visit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
barman ^nn++++=barman
brought ^vbd+++xvbn+=brought
their ^pp$+pp3+++=their
drinks ^nns++++=drinks.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
pushed ^vwbn+++xvbn+=pushed
one ^cd1++++=one
glass ^nn++++=glass
towards ^in++++=towards
his ^pp$+pp3+++=his
friend ^nn++++=friend
and ^cc++++=and
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
the ^ati++++=the
other ^ap++++=other
boldly ^rb++++=boldly.
. ^zz++++=EXTRAWORD
` ^zz++++=`Who
who ^whp+who+++=EXTRAWORD
knows ^vbz+vprv+++=knows?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
lifted ^vbd+++xvbnx+=lifted
their ^pp$+pp3+++=their
glasses ^nns++++=glasses.
. ^zz++++=EXTRAWORD
` ^zz++++=`When
when ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
come ^vprf+++xvbn+=come
next ^ap++++=next
year ^nn++++=year
I ^pp1a+pp1+++=I
may ^md+pos+++=may
have ^vb+hv+vrb++=have
the ^ati++++=the
pleasure ^nn++++=pleasure
of ^in++++=of
wishing ^xvbg+++xvbg+=wishing
long ^jj+atrb+++=long
life ^nn++++=life
and ^cc++++=and
happiness ^nns+nom+++=happiness
to ^in++++=to
Mr ^npt++++=Mr
and ^cc++++=and
Mrs ^npt++++=Mrs
Ignatius ^np++++=Ignatius
Gallaher ^np+nom++??+=Gallaher.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher
in ^in++++=in
the ^ati++++=the
act ^nn++++=act
of ^in++++=of
drinking ^xvbg+++xvbg+=drinking
closed ^jj+atrb++xvbn+=closed
one ^cd1++++=one
eye ^nn++++=eye
expressively ^rb++++=expressively
over ^in++++=over
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
his ^pp$+pp3+++=his
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
drunk ^vprf+++xvbnx+=drunk
he ^pp3a+pp3+++=he
smacked ^vbd+++xvbnx+=smacked
his ^pp$+pp3+++=his
lips ^nns++++=lips
decisively ^rb+cnj+++=decisively,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
down ^rp++++=down
his ^pp$+pp3+++=his
glass ^nn++++=glass
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
` ^zz++++=`No
no ^at++++=EXTRAWORD
blooming ^nn++++=blooming
fear ^vb++++=fear
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi+vbi+aux++=have
my ^pp$+pp1+++=my
fling ^vb++++=fling
first ^rb++++=first
and ^cc++++=and
see ^vb+vprv+++=see
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
the ^ati++++=the
world ^nn++++=world
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
my ^pp$+pp1+++=my
head ^nn++++=head
in ^in++++=in
the ^ati++++=the
sack ^nn++++=sack
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
ever ^rb++++=ever
do ^vb+do+vrb++=do.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
` ^zz++++=`Some
some ^dti++++=EXTRAWORD
day ^nn++++=day
you ^pp2+pp2+++=you
will ^md+prd+++=will,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
orange ^np++++=orange
tie ^nn++++=tie
and ^cc++++=and
slate ^nn++++=slate-blue
- ^zz++++=EXTRAWORD
blue ^jj+atrb+++=EXTRAWORD
eyes ^nns++++=eyes
full ^jj++++=full
upon ^in++++=upon
his ^pp$+pp3+++=his
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
` ^zz++++=`You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+++=think
so ^ql++++=so?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
` ^zz++++=`You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
put ^vb+++xvbn+=put
your ^pp$+pp2+++=your
head ^nn++++=head
in ^in++++=in
the ^ati++++=the
sack ^nn++++=sack,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
stoutly ^rb+cnj+++=stoutly,
, ^zz++++=EXTRAWORD
` ^zz++++=`like
like ^in++++=EXTRAWORD
everyone ^pn++++=everyone
else ^rb+cnj+++=else
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can
find ^vb+vprv+++=find
the ^ati++++=the
girl ^nn++++=girl.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
slightly ^rb+down+splt++=slightly
emphasized ^vprf++tht0+xvbnx+=emphasized
his ^pp$+pp3+++=his
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
aware ^jj+pred+++=aware
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
betrayed ^vprf+++xvbnx+=betrayed
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
colour ^nn++++=colour
had ^vbd+hvd+aux++=had
heightened ^vprf+++xvbnx+=heightened
in ^in++++=in
his ^pp$+pp3+++=his
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
flinch ^nn+++??+=flinch
from ^in++++=from
his ^pp$+pp3+++=his
friends ^nns++++=friends'
' ^zz++++=EXTRAWORD
gaze ^nn++++=gaze.
. ^zz++++=EXTRAWORD
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher
watched ^vbd+++xvbn+=watched
him ^pp3o+pp3+++=him
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
and ^cc++++=and
then ^rn+tm+++=then
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
` ^zz++++=`If
if ^cs+cnd+++=EXTRAWORD
ever ^rb++++=ever
it ^pp3+it+++=it
occurs ^vbz++++=occurs,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
bet ^vbd+vpub++xvbn+=bet
your ^pp$+pp2+++=your
bottom ^jjb+atrb+++=bottom
dollar ^nn++++=dollar
there ^ex+pex+++=there'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
no ^at++++=no
mooning ^jj+++xvbg+=mooning
and ^cc+phrs+++=and
spooning ^jj+++xvbg+=spooning
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb++++=mean
to ^to+vcmp+++=to
marry ^vbi++++=marry
money ^nn++++=money.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
good ^jj+atrb+++=good
fat ^nn++++=fat
account ^nn++++=account
at ^rb++++=at
the ^ati++++=the
bank ^nn++++=bank
or ^cc++++=or
she ^pp3a+pp3+++=she
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
for ^in++++=for
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Little ^ap++++=Little
Chandler ^np+nom+++=Chandler
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
` ^zz++++=`Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
man ^nn++++=man
alive ^jj++++=alive,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ignatius ^np+++??+=Ignatius
Gallaher ^np+nom++??+=Gallaher,
, ^zz++++=EXTRAWORD
vehemently ^rb+cnj+++=vehemently,
, ^zz++++=EXTRAWORD
` ^zz++++=`do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
only ^rb+down+++=only
to ^to++++=to
say ^vbi+vpub+++=say
the ^ati++++=the
word ^nn++++=word
and ^cc++++=and
tomorrow ^nr+tm+++=tomorrow
I ^pp1a+pp1+++=I
can ^md+pos+++=can
have ^vb+hv+vrb++=have
the ^ati++++=the
woman ^nn++++=woman
and ^cc++++=and
the ^ati++++=the
cash ^nn++++=cash.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
hundreds ^cds++++=hundreds
what ^wdt+who+++=what
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I
saying ^vbg+++xvbg+=saying?
? ^zz++++=EXTRAWORD
thousands ^cds++++=thousands
of ^in++++=of
rich ^jj+atrb+++=rich
Germans ^nns+nom+++=Germans
and ^cc++++=and
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
rotten ^jj++++=rotten
with ^in++++=with
money ^nn++++=money,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that'd
'd ^md+prd+aux++0=EXTRAWORD
only ^rb+down+++=only
be ^vb+be+aux++=be
too ^ql++++=too
glad. ^vb+++??+=glad...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wait ^vb++++=wait
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
play ^vb++++=play
my ^pp$+pp1+++=my
cards ^nns++++=cards
properly ^rb++++=properly.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
go ^vb++++=go
about ^in+ppvb+++=about
a ^at++++=a
thing ^nn++++=thing
I ^pp1a+pp1+++=I
mean ^jj+atrb+++=mean
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
just ^rb+emph+++=just
wait ^vb++++=wait.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tossed ^vbd+++xvbnx+=tossed
his ^pp$+pp3+++=his
glass ^nn++++=glass
to ^in++++=to
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
finished ^j+++xvbn+=finished
his ^pp$+pp3+++=his
drink ^nn++++=drink
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
thoughtfully ^rb++++=thoughtfully
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vpsv++agls+xvbn+=said
in ^in++++=in
a ^at++++=a
calmer ^jjr+atrb+++=calmer
tone ^nn++++=tone:
: ^zz++++=EXTRAWORD
` ^zz++++=`But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
can ^md+pos+++=can
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
fancy ^vb+vprv+++=fancy
tying ^vbg+++xvbg+=tying
myself ^ppl+pp1+++=myself
up ^rp++++=up
to ^to++++=to
one ^cd1++++=one
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
imitated ^vbd+++xvbnx+=imitated
with ^in++++=with
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
the ^ati++++=the
act ^nn++++=act
of ^in++++=of
tasting ^xvbg+++xvbg+=tasting
and ^cc++++=and
made ^vbd+++xvbn+=made
a ^at++++=a
wry ^jj+atrb+++=wry
face ^nn++++=face.
. ^zz++++=EXTRAWORD
` ^zz++++=`Must
must ^md+nec+++=EXTRAWORD
get ^vb++++=get
a ^at++++=a
bit ^nn++++=bit
stale ^jj++++=stale,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
think ^vb+vprv+++=think,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=-------------------------------Little
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
l ^zz++++=EXTRAWORD
Chandler ^np+nom+++=Chandler
