During ^in++++=During
his ^pp$+pp3+++=his
authority ^nn+nom+++=authority
over ^in++++=over
his ^pp$+pp3+++=his
men ^nns++++=men.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
act ^nn++++=act
of ^in++++=of
moving ^xvbg+++xvbg+=moving
back ^jjb++++=back
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
shooters ^nns+nom+++=shooters
room ^nn++++=room,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
the ^ati++++=the
door ^nn++++=door
open ^nn++++=open
and ^cc++++=and
shut ^vb+++xvbn+=shut.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
door ^nn++++=door
stood ^vbd+++xvbn+=stood
a ^at++++=a
small ^jj++++=small
consumptive ^jj++++=consumptive-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
man ^nn++++=man
in ^in++++=in
a ^at++++=a
light ^nn++++=light
check ^vb+vprv+++=check
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tenderfoot ^nn++++=tenderfoot
carried ^vbd+++xvbn+=carried
two ^cd++++=two
short ^jj++++=short-barrelled
- ^zz++++=EXTRAWORD
barrelled ^jj+++xvbn+=EXTRAWORD
Colt ^np++++=Colt's
's ^$++++=EXTRAWORD
revolvers ^nns+nom+++=revolvers,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
presented ^vbd+++xvbnx+=presented
directly ^rb++++=directly
at ^rb++++=at
Black ^jj+atrb+++=Black
Hank ^np++++=Hank.
. ^zz++++=EXTRAWORD
" ^zz++++="'Nds
' ^zz++++=EXTRAWORD
nds ^nns+++??+=EXTRAWORD
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
commanded ^vbd+vpub++xvbnx+=commanded,
, ^zz++++=EXTRAWORD
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
Hank ^np++++=Hank
was ^vbd+bedz+aux++=was
directly ^rb++splt++=directly
covered ^vpsv++agls+xvbnx+=covered,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
obeyed ^vbd+++xvbnx+=obeyed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
new-comer ^jjr+atrb+++=new-comer's
's ^vbz+bez+vrb++0=EXTRAWORD
eye ^nn++++=eye
had ^vb+hv+vrb++=had
a ^at++++=a
strangely ^rb++++=strangely
restless ^jj+atrb+++=restless
quality ^nn+nom+++=quality.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
the ^ati++++=the
other ^ap++++=other
dozen ^cd++++=dozen
inmates ^nns+nom+++=inmates
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
eleven ^cd++++=eleven
were ^vbd+bed+aux++=were
firmly ^rb++splt++=firmly
convinced ^jj++agls+xvbnx+=convinced
that ^tht+jcmp+++=that
the ^ati++++=the
weapon ^nn++++=weapon
and ^cc++++=and
eye ^nn++++=eye
not ^xnot++not++=not
directly ^rb++++=directly
levelled ^jj+++xvbn+=levelled
at ^rb++++=at
their ^pp$+pp3+++=their
leader ^nn++++=leader
were ^vbd+bed+aux++=were
personally ^rb++splt++=personally
concerned ^vpsv++agls+xvbnx+=concerned
with ^in++++=with
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twelfth ^od++++=twelfth
thought ^vbd+++xvbn+=thought
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
bewildered ^jj+atrb++xvbn+=bewildered
onlookers ^nns+nom+++=onlookers
there ^ex+pex+++=there
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
flash ^nn++++=flash
and ^cc++++=and
a ^at++++=a
bang ^uh++++=bang,
, ^zz++++=EXTRAWORD
instantaneous ^jj++++=instantaneous;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
things ^nns++++=things
were ^vbd+bed+vrb++=were
as ^ql++++=as
before ^in++++=before.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
weapons ^nns++++=weapons
still ^rb++++=still
pointed ^vbd+++xvbn+=pointed
at ^rb++++=at
Black ^jj+atrb+++=Black
Hank ^np++++=Hank's
's ^$++++=EXTRAWORD
breast ^nn++++=breast;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
at ^rb++++=at
each ^dt++++=each
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
twelfth ^np++++=twelfth
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
who ^whp+who+whq++=who
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
his ^pp$+pp3+++=his
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
collapsed ^vprf+++xvbnx+=collapsed
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
could ^md+pos+++=could
assure ^vb++++=assure
himself ^ppl+pp3+++=himself
positively ^rb++++=positively
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
discerned ^vprf+++xvbnx+=discerned
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
motion ^nn++++=motion
on ^in+cmpx+++=on
the ^in"++++=the
part ^in"++++=part
of ^in"++++=of
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,"
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
latter ^ap++++=latter,
, ^zz++++=EXTRAWORD
sharply ^rb+cnj+++=sharply,
, ^zz++++=EXTRAWORD
" ^zz++++="one
one ^pn++++=EXTRAWORD
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen.
. ^zz++++=EXTRAWORD
Drop ^vb++++=Drop
yore ^nn+++??+=yore
gun ^nn++++=gun,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
this ^dt+dem+++=this
last ^rb++++=last
to ^in++++=to
Black ^jj+atrb+++=Black
Hank ^np++++=Hank,
, ^zz++++=EXTRAWORD
" ^zz++++="muzzle
muzzle ^nn++++=EXTRAWORD
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
Drop ^vb++++=Drop
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Correct ^jj++++=Correct!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
stirred ^vbd+++xvbn+=stirred
slightly ^rb+down+++=slightly
on ^in++++=on
the ^ati++++=the
ball ^nn++++=ball
of ^in++++=of
his ^pp$+pp3+++=his
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
" ^zz++++="Steady,
steady ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
warned ^vbd+vpub++xvbn+=warned
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
stiffened ^vbd+++xvbn+=stiffened.
. ^zz++++=EXTRAWORD
" ^zz++++="Next
next ^ap++++=EXTRAWORD
gent ^nn++++=gent,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
went ^vbd+++xvbn+=went
on ^in++++=on
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man,
, ^zz++++=EXTRAWORD
subtly ^rb++++=subtly
indicating ^vbg+vprv++xvbg+=indicating
another ^dt++++=another.
. ^zz++++=EXTRAWORD
The ^ati++++=The
latter ^ap++++=latter
obeyed ^jj+++xvbn+=obeyed
without ^in++++=without
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
" ^zz++++="Next.
next ^ap++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
in ^in++++=in
th ^zz++++=th'
' ^zz++++=EXTRAWORD
corner ^npl++++=corner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
after ^cs+sub+++=after
another ^ppls++++=another
the ^ati++++=the
pistols ^nns++++=pistols
clattered ^vbd+++xvbn+=clattered
to ^in++++=to
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
could ^md+pos+++=could
a ^at++++=a
single ^jj+atrb+++=single
inmate ^nn++++=inmate
of ^in++++=of
the ^ati++++=the
apartment ^nn+nom+++=apartment,
, ^zz++++=EXTRAWORD
armed ^j+++xvbn+=armed
or ^cc+phrs+++=or
unarmed ^jj++++=unarmed,
, ^zz++++=EXTRAWORD
flatter ^vb++++=flatter
himself ^ppl+pp3+++=himself
that ^cs+sub+++=that
his ^pp$+pp3+++=his
slightest ^jjt+atrb+++=slightest
motion ^nn++++=motion
was ^vbd+bedz+vrb++=was
unobserved ^jj+pred+++=unobserved.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
like ^in++++=like
tigers ^nn++++=tigers
on ^in++++=on
the ^ati++++=the
crouch ^vb++++=crouch,
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
to ^to+jcmp+++=to
spring ^vb++++=spring
the ^ati++++=the
moment ^nn++++=moment
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
guard ^vb++++=guard
lowered ^vbd+++xvbn+=lowered.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
lower ^jjr++++=lower.
. ^zz++++=EXTRAWORD
The ^ati++++=The
huddled ^jj+atrb++xvbn+=huddled
figure ^nn++++=figure
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
reminded ^vbd+vsua++xvbn+=reminded
them ^pp3o+pp3+++=them
of ^in++++=of
what ^wdt+who+++=what
might ^md+pos+++=might
happen ^vb+++??+=happen.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
obeyed ^vbd+++xvbnx+=obeyed.
. ^zz++++=EXTRAWORD
" ^zz++++="Step
step ^nn++++=EXTRAWORD
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
commanded ^vbd+vpub++xvbn+=commanded
the ^ati++++=the
stranger ^jjr++++=stranger
next ^ap++++=next.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
them ^pp3o+pp3+++=them
standing ^nvbg+++xvbg+=standing
in ^in++++=in
a ^at++++=a
row ^nn++++=row
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
rigid ^jj++++=rigid,
, ^zz++++=EXTRAWORD
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
hands ^nns++++=hands
over ^in++++=over
their ^pp$+pp3+++=their
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
the ^ati++++=the
stranger ^nn++++=stranger
moved ^vbd+++xvbn+=moved
from ^in++++=from
his ^pp$+pp3+++=his
position ^nn+nom+++=position
by ^in++++=by
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Call
call ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Billy ^vb++++=Billy,
, ^zz++++=EXTRAWORD
" ^zz++++="th'
th ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
girl ^nn++++=girl."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Billy ^np++++=Billy
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Nell!
nell ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Nell ^np++++=Nell!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway
at ^in++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
without ^in++++=without
hesitation ^nn+nom+++=hesitation
or ^cc++++=or
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
perceived ^vbd+vprv++xvbnx+=perceived
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
brightened ^vbd+++xvbnx+=brightened
almost ^rb+hdg+++=almost
mischievously ^rb++++=mischievously.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
jest ^rb++++=jest
as ^ql++++=as
soon ^rb+cnj+++=soon,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
troubling ^vbg+nom++xvbg+=troubling
you ^pp2+pp2+++=you
too ^ql++++=too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
jest ^rb++++=jest
nat ^np++++=nat'rally
'rally ^rb++++0=EXTRAWORD
sort ^rb+hdg+++=sort
of ^rb"+hdg"+++=of
untie ^nn+++??+=untie
Billy ^np++++=Billy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
requested ^vbd+vsua++xvbn+=requested
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hotel ^nn++++=hotel-keeper
- ^zz++++=EXTRAWORD
keeper ^nn++++=EXTRAWORD
stretched ^vwbn+++xvbn+=stretched
his ^pp$+pp3+++=his
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pick ^vb++++=pick
up ^rp++++=up
th ^zz++++=th'
' ^zz++++=EXTRAWORD
guns ^nns++++=guns,
, ^zz++++=EXTRAWORD
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
set ^vbd+++xvbn+=set
about ^in+ppvb+++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
that ^dt+dem+++=that
damn ^nn++++=damn
ol ^nn+++??+=ol'
' ^zz++++=EXTRAWORD
reprobate ^nn+nom+++=reprobate?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
truculently ^jj++++=truculently,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
about ^in++++=about
for ^in++++=for
Charley ^np++++=Charley.
. ^zz++++=EXTRAWORD
The ^ati++++=The
patriarch ^nn++++=patriarch
had ^vb+hv+aux++=had
quietly ^rb++splt++=quietly
slipped ^vprf+++xvbnx+=slipped
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
kin ^nns++++=kin
drop ^nn++++=drop
them ^pp3o+pp3+++=them
hands ^nns++++=hands,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
advised ^vbd+vpub++xvbn+=advised
the ^ati++++=the
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
lowering ^vbg+++xvbg+=lowering
the ^ati++++=the
muzzles ^nns+++??+=muzzles
of ^in++++=of
his ^pp$+pp3+++=his
weapons ^nns++++=weapons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
leader ^nn++++=leader
started ^vbd+++xvbn+=started
to ^to++++=to
say ^vbi+vpub+++=say
something ^pn++++=something.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shut ^vbd+++xvbn+=shut
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
selecting ^vbg+++xvbg+=selecting
his ^pp$+pp3+++=his
own ^ap++++=own
weapons ^nns++++=weapons
from ^in++++=from
the ^ati++++=the
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
suddenly ^rb++++=suddenly
picked ^vbd+++xvbn+=picked
up ^rp++++=up
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Colt ^np++++=Colt's
's ^$++++=EXTRAWORD
single ^jj++++=single-action
- ^zz++++=EXTRAWORD
action ^nn++++=EXTRAWORD
revolvers ^nns+nom+++=revolvers
which ^whp+rel+obj++=which
lay ^jjb+++xvbn+=lay
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
trigger ^nn++++=trigger
back ^jjb++++=back
against ^in++++=against
the ^ati++++=the
guard ^nn++++=guard,
, ^zz++++=EXTRAWORD
exploded ^j+++xvbn+=exploded
the ^ati++++=the
six ^cd++++=six
charges ^nns++++=charges
by ^in++++=by
hitting ^xvbg+++xvbg+=hitting
the ^ati++++=the
hammer ^nn++++=hammer
smartly ^rb++++=smartly
with ^in++++=with
the ^ati++++=the
palm ^nn++++=palm
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
thrusting ^jj+atrb++xvbg+=thrusting
motion ^nn++++=motion
of ^in++++=of
this ^dt+dem+++=this
discharge ^nn++++=discharge
he ^pp3a+pp3+++=he
evidently ^rb++++=evidently
had ^vb+hv+vrb++=had
design ^nn++++=design,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
first ^rb++++=first
six ^cd++++=six
wine ^nn++++=wine-glasses
- ^zz++++=EXTRAWORD
glasses ^nns++++=EXTRAWORD
on ^in++++=on
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
bar ^nn++++=bar
were ^vbd+bed+aux++=were
shivered ^vpsv++agls+xvbnx+=shivered.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
wonderful ^jj+atrb+++=wonderful
work ^nn++++=work,
, ^zz++++=EXTRAWORD
rattling ^jj+atrb+++=rattling
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
quicker ^jjr++++=quicker
than ^in++++=than
a ^at++++=a
self ^nn++++=self-cocker
- ^zz++++=EXTRAWORD
cocker ^jjr++++=EXTRAWORD
even ^rb++++=even.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
selected ^vbd+++xvbnx+=selected
another ^dt++++=another
weapon ^nn++++=weapon.
. ^zz++++=EXTRAWORD
From ^in++++=From
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
tomato ^nn++++=tomato-cans
- ^zz++++=EXTRAWORD
cans ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
one ^cd1++++=one
and ^cc++++=and
tossed ^vbd+++xvbn+=tossed
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
perforated ^vprf+++xvbnx+=perforated
it ^pp3+it+++=it
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
it ^pp3+it+++=it
rolled ^vbd+++xvbn+=rolled
along ^in++++=along
the ^ati++++=the
floor ^nn++++=floor
he ^pp3a+pp3+++=he
helped ^vbd+++xvbnx+=helped
its ^pp$+it+++=its
progression ^nn++++=progression
by ^in++++=by
four ^cd++++=four
more ^ql++++=more
bullets ^nns+nom+++=bullets
which ^whp+rel+obj++=which
left ^jj+atrb++xvbn+=left
streams ^nns++++=streams
of ^in++++=of
tomato ^nn++++=tomato-juice
- ^zz++++=EXTRAWORD
juice ^nn++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
hit ^vprf+++xvbnx+=hit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
group ^nn++++=group
watched ^vbd+++xvbn+=watched,
, ^zz++++=EXTRAWORD
fascinated ^xvbn+++xvbn+=fascinated.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
men ^nns++++=men
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall
grew ^vbd+++xvbn+=grew
rigid ^jj++++=rigid.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
the ^ati++++=the
film ^nn++++=film
of ^in++++=of
smoke ^nn++++=smoke
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
vivid ^jj+atrb+++=vivid
streams ^nns++++=streams
of ^in++++=of
fire ^nn++++=fire
flashed ^vbd+++xvbn+=flashed
toward ^in++++=toward
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
right ^jj++++=right,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
alternating ^jj+atrb+++=alternating
steam ^nn++++=steam
of ^in++++=of
a ^at++++=a
locomotive ^nn++++=locomotive's
's ^$++++=EXTRAWORD
pistons ^nns++++=pistons.
. ^zz++++=EXTRAWORD
Smash ^vb++++=Smash,
, ^zz++++=EXTRAWORD
smash ^vb++++=smash!
! ^zz++++=EXTRAWORD
Smash ^vb++++=Smash,
, ^zz++++=EXTRAWORD
smash ^vb++++=smash!
! ^zz++++=EXTRAWORD
hit ^j+++xvbn+=hit
the ^ati++++=the
bullets ^nns+nom+++=bullets
with ^in++++=with
regular ^jj+atrb+++=regular
thud ^nn++++=thud.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
twelfth ^od++++=twelfth
discharge ^vb++++=discharge
the ^ati++++=the
din ^nn++++=din
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
Midway ^rb++++=Midway
in ^in++++=in
the ^ati++++=the
space ^nn++++=space
between ^in++++=between
the ^ati++++=the
heads ^nns++++=heads
of ^in++++=of
each ^dt++++=each
pair ^nn++++=pair
of ^in++++=of
men ^nns++++=men
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall
was ^vbd+bedz+vrb++=was
a ^at++++=a
round ^in++++=round
hole ^nn++++=hole.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
was ^vbd+bedz+aux++=was
touched ^vpsv++agls+xvbnx+=touched.
. ^zz++++=EXTRAWORD
A ^at++++=A
silence ^nn++++=silence
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smoke ^nn++++=smoke
lightened ^vbd+++xvbn+=lightened
and ^cc+phrs+++=and
blew ^vbd+++xvbn+=blew
slowly ^rb++++=slowly
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
long ^rb++++=long
since ^cs+sub+++=since
deserted ^vpsv++by+xvbn+=deserted
by ^in++++=by
their ^pp$+pp3+++=their
guardians ^nns++++=guardians
in ^in++++=in
favour ^in"++++=favour
of ^in"++++=of
the ^ati++++=the
excitement ^nn+nom+++=excitement
within ^in+strn+++=within,
, ^zz++++=EXTRAWORD
whinnied ^j+++xvbn+=whinnied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
smoking ^jj+atrb++xvbg+=smoking
Colts ^nns++++=Colts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quietly ^rb++++=quietly
reproduced ^vbd+++xvbn+=reproduced
his ^pp$+pp3+++=his
own ^ap++++=own
short ^jj++++=short-barrelled
- ^zz++++=EXTRAWORD
barrelled ^jj+atrb++xvbn+=EXTRAWORD
arms ^nns++++=arms
from ^in++++=from
his ^pp$+pp3+++=his
side ^nn++++=side-pockets,
- ^zz++++=EXTRAWORD
pockets ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
thrust ^vprf+++xvbnx+=thrust
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
broke ^vbd+++xvbn+=broke
the ^ati++++=the
silence ^nn+nom+++=silence
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
shootin ^nn+++??+=shootin'!"
'!" ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
" ^zz++++="Them
