During ^in++++=During
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
have ^vb+hv+vrb++=have
four ^cd++++=four
ancestors ^nns++++=ancestors
of ^in++++=of
that ^dt+dem+++=that
house ^npl++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
have ^vb+hv+aux++=have
them ^pp3o+pp3+++=them
erased ^vbd+++xvbn+=erased
and ^cc+phrs+++=and
effaced ^vbd+++xvbn+=effaced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
so ^ql++++=so
many ^ap++++=many
blank ^jj+atrb+++=blank
spaces ^nns++++=spaces,
, ^zz++++=EXTRAWORD
like ^in++++=like
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
heraldic ^jj+atrb+++=heraldic
ensigns ^nns+++??+=ensigns.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
sovereign ^nn++++=sovereign
family ^nn++++=family
which ^whp+rel+subj++=which
would ^md+prd+++=would
not ^xnot++not++=not
suffer ^vb++++=suffer,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
rigor ^nn++++=rigor
of ^in++++=of
your ^pp$+pp2+++=your
Royal ^jj+atrb+++=Royal
Highness ^nns+nom+++=Highness;
; ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
knows ^vbz+vprv+++=knows,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
in ^in++++=in
the ^ati++++=the
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
quarterings ^nns+++??+=quarterings
of ^in++++=of
Madame ^npt++++=Madame,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
an ^at++++=an
escutcheon ^nn+++??+=escutcheon
of ^in++++=of
Van ^&fw++++=Van
Horn ^nn++++=Horn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
share ^vb++++=share
the ^ati++++=the
disgrace ^nn+++??+=disgrace
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
that ^tht+vcmp+++=that
a ^at++++=a
pardon ^nn++++=pardon
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
obtained ^vpsv++agls+xvbnx+=obtained,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Cardinal ^jjb++++=Cardinal
de ^&fw++++=de
Rohan ^np+++??+=Rohan
and ^cc++++=and
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
left ^vbd+++xvbn+=left
the ^ati++++=the
cabinet ^nn++++=cabinet;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne
and ^cc++++=and
the ^ati++++=the
Duke ^nn++++=Duke
de ^&fw++++=de
Havr ^np+++??+=Havr
remained ^vbd+++xvbn+=remained
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
honor ^nn++++=honor
of ^in++++=of
their ^pp$+pp3+++=their
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
unhappy ^jj+atrb+++=unhappy
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
great ^jj+atrb+++=great
object ^nn++++=object
of ^in++++=of
their ^pp$+pp3+++=their
solicitude ^nn+++??+=solicitude.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
now ^rn+tm+++=now
endeavored ^vbd+++xvbn+=endeavored
to ^to+vcmp+++=to
obtain ^vbi++++=obtain
a ^at++++=a
minor ^jj+atrb+++=minor
grace ^nn++++=grace.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
represented ^vbd+++xvbnx+=represented
that ^dt+dem+++=that
in ^in++++=in
the ^ati++++=the
Netherlands ^np++++=Netherlands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
Germany ^np++++=Germany,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
important ^jj+atrb+++=important
difference ^nn+nom+++=difference
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
mind ^nn++++=mind
as ^in++++=as
to ^in++++=to
the ^ati++++=the
mode ^nn++++=mode
of ^in++++=of
inflicting ^xvbg+++xvbg+=inflicting
the ^ati++++=the
punishment ^nn+nom+++=punishment
of ^in++++=of
death ^nn++++=death
upon ^in++++=upon
persons ^nns++++=persons
of ^in++++=of
quality ^nn+nom+++=quality.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
decapitation ^nn+nom+++=decapitation
had ^vb+hv+vrb++=had
no ^at++++=no
influence ^nn+nom+++=influence
on ^in++++=on
the ^ati++++=the
fortunes ^nns++++=fortunes
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
of ^in++++=of
the ^ati++++=the
executed ^jj+++xvbn+=executed,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
the ^ati++++=the
punishment ^nn+nom+++=punishment
of ^in++++=of
the ^ati++++=the
wheel ^nn++++=wheel
was ^vbd+bedz+vrb++=was
such ^abl++++=such
an ^at++++=an
infamy ^nn++++=infamy,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
uncles ^nns+++??+=uncles,
, ^zz++++=EXTRAWORD
aunts ^nns++++=aunts,
, ^zz++++=EXTRAWORD
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sisters ^nns+nom+++=sisters
of ^in++++=of
the ^ati++++=the
criminal ^nn+nom+++=criminal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
family ^nn++++=family,
, ^zz++++=EXTRAWORD
for ^in++++=for
three ^cd++++=three
succeeding ^jj+atrb++xvbg+=succeeding
generations ^nns+nom+++=generations,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
excluded ^vpsv++agls+xvbnx+=excluded
from ^in++++=from
all ^rb++++=all
noble ^jj+atrb+++=noble
chapters ^nns+nom+++=chapters,
, ^zz++++=EXTRAWORD
princely ^jj+atrb+++=princely
abbeys ^nns+++??+=abbeys,
, ^zz++++=EXTRAWORD
sovereign ^nn++++=sovereign
bishoprics ^nns++++=bishoprics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
Teutonic ^jj+atrb+++=Teutonic
commanderies ^nns+nom+++=commanderies
of ^in++++=of
the ^ati++++=the
Order ^nn++++=Order
of ^in++++=of
Malta ^np++++=Malta.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
showed ^vbd+vprv++xvbnx+=showed
how ^wrb+who+whcl++=how
this ^dt+pdem+++=this
would ^md+prd+++=would
operate ^nn+nom+++=operate
immediately ^rb+tm+++=immediately
upon ^in++++=upon
the ^ati++++=the
fortunes ^nns++++=fortunes
of ^in++++=of
a ^at++++=a
sister ^nn++++=sister
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
point ^nn++++=point
of ^in++++=of
being ^nn+nn+aux++=being
received ^vbd+++xvbn+=received
as ^ql++++=as
a ^at++++=a
canoness ^nns+nom+++=canoness
into ^in++++=into
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
noble ^jj+atrb+++=noble
chapters ^nns+nom+++=chapters.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
this ^dt+dem+++=this
scene ^nn++++=scene
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
on ^in++++=on
in ^in++++=in
the ^ati++++=the
cabinet ^nn++++=cabinet
of ^in++++=of
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
the ^ati++++=the
illustrious ^jj+atrb+++=illustrious
assemblage ^nn+nom+++=assemblage
of ^in++++=of
petitioners ^nns+nom+++=petitioners
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall
of ^in++++=of
council ^nn++++=council,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
gloomy ^jj+atrb+++=gloomy
state ^nn++++=state
of ^in++++=of
suspense ^nn++++=suspense.
. ^zz++++=EXTRAWORD
The ^ati++++=The
re ^in++++=re-entrance
- ^zz++++=EXTRAWORD
entrance ^nn+nom+++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
cabinet ^nn++++=cabinet
of ^in++++=of
the ^ati++++=the
Cardinal ^jjb++++=Cardinal
de ^&fw++++=de
Rohan ^np+++??+=Rohan
and ^cc++++=and
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui,
, ^zz++++=EXTRAWORD
with ^in++++=with
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
downcast ^nn+++??+=downcast
countenances ^nns+nom++??+=countenances,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
a ^at++++=a
chill ^nn++++=chill
into ^in++++=into
every ^at++++=every
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
they ^pp3a+pp3+++=they
lingered ^vbd+++xvbnx+=lingered
until ^in++++=until
near ^in+pl+++=near
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
to ^to++++=to
learn ^vbi+vprv+++=learn
the ^ati++++=the
result ^nn++++=result
of ^in++++=of
the ^ati++++=the
after ^in++++=after
application ^nn+nom+++=application.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
cabinet ^nn++++=cabinet
conference ^nn+nom+++=conference
was ^vbd+bedz+vrb++=was
at ^rb++++=at
an ^at++++=an
end ^nn++++=end.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Regent ^nn++++=Regent
came ^vbd+++xvbn+=came
forth ^rb+cnj+++=forth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saluted ^vbd+++xvbn+=saluted
the ^ati++++=the
high ^jj+atrb+++=high
personages ^nns+nom+++=personages
of ^in++++=of
the ^ati++++=the
assemblage ^nn+nom+++=assemblage
in ^in++++=in
a ^at++++=a
courtly ^jj+atrb+++=courtly
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
old ^jj+atrb+++=old
lady ^nn++++=lady
of ^in++++=of
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
Guyon ^np+++??+=Guyon,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
in ^in++++=in
his ^pp$+pp3+++=his
infancy ^nn++++=infancy,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
kissed ^vbd+++xvbnx+=kissed
on ^in++++=on
the ^ati++++=the
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
" ^zz++++="good
good ^jj+atrb+++=EXTRAWORD
aunt ^nn++++=aunt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
a ^at++++=a
most ^ql+emph+++=most
ceremonious ^jj+atrb+++=ceremonious
salutation ^nn+nom+++=salutation
to ^in++++=to
the ^ati++++=the
stately ^jj+atrb+++=stately
Marchioness ^nns+nom++??+=Marchioness
de ^&fw++++=de
Crqui ^np+++??+=Crqui,
, ^zz++++=EXTRAWORD
telling ^vbg+nom++xvbg+=telling
her ^pp$+pp3+++=her
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
charmed ^vpsv++agls+xvbnx+=charmed
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
Palais ^np+++??+=Palais
Royal ^jj++++=Royal;
; ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
compliment ^nn+nom+++=compliment
very ^ql+amp+++=very
ill ^jj++++=ill-timed,"
- ^zz++++=EXTRAWORD
timed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Marchioness ^nns+nom++??+=Marchioness,
, ^zz++++=EXTRAWORD
" ^zz++++="considering
considering ^vbg+++xvbg+=EXTRAWORD
the ^ati++++=the
circumstance ^nn+nom+++=circumstance
which ^whp+rel+subj++=which
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
conducted ^vbd+++xvbn+=conducted
the ^ati++++=the
ladies ^nns++++=ladies
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
second ^od++++=second
saloon ^nn++++=saloon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
dismissed ^vwbn+++xvbn+=dismissed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
most ^ql+emph+++=most
ceremonious ^jj+atrb+++=ceremonious
politeness ^nns+nom+++=politeness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
application ^nn+nom+++=application
of ^in++++=of
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne
and ^cc++++=and
the ^ati++++=the
Duke ^nn++++=Duke
de ^&fw++++=de
Havr ^np+++??+=Havr,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
change ^nn++++=change
of ^in++++=of
the ^ati++++=the
mode ^nn++++=mode
of ^in++++=of
punishment ^nn+nom+++=punishment,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
after ^in++++=after
much ^ap++++=much
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
been ^vb+j+vrb+xvbn+=been
successful ^jj++++=successful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Regent ^npt++++=Regent
had ^vbd+hvd+aux++=had
promised ^vprf+++xvbnx+=promised
solemnly ^rb++++=solemnly
to ^to++++=to
send ^vbi++++=send
a ^at++++=a
letter ^nn++++=letter
of ^in++++=of
commutation ^nn+nom+++=commutation
to ^in++++=to
the ^ati++++=the
attorney ^nn++++=attorney-general
- ^zz++++=EXTRAWORD
general ^jj++++=EXTRAWORD
on ^in++++=on
Holy ^jj+atrb+++=Holy
Monday ^nr++++=Monday,
, ^zz++++=EXTRAWORD
the ^ati++++=the
25 ^cd++++=25
th ^zz++++=th
of ^in++++=of
March ^nn++++=March,
, ^zz++++=EXTRAWORD
at ^rb++++=at
five ^cd++++=five
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
same ^ap++++=same
promise ^nn++++=promise,
, ^zz++++=EXTRAWORD
a ^at++++=a
scaffold ^nn+++??+=scaffold
would ^md+prd+++=would
be ^vb+be+aux++=be
arranged ^vpsv++agls+xvbnx+=arranged
in ^in++++=in
the ^ati++++=the
cloister ^nn+nom+++=cloister
of ^in++++=of
the ^ati++++=the
Conciergerie ^np+++??+=Conciergerie,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
Count ^nn++++=Count
would ^md+prd+++=would
be ^vb+be+aux++=be
beheaded ^vpsv++agls+xvbnx+=beheaded
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
immediately ^rb+tm+++=immediately
after ^cs+sub+++=after
having ^nn+nn+aux++=having
received ^vbd+++xvbn+=received
absolution ^nn+nom+++=absolution.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
mitigation ^nn+nom+++=mitigation
of ^in++++=of
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
punishment ^nn+nom+++=punishment
gave ^vbd+++xvbn+=gave
but ^cc++++=but
little ^jj+atrb+++=little
consolation ^nn+nom+++=consolation
to ^in++++=to
the ^ati++++=the
great ^jj+atrb+++=great
body ^nn++++=body
of ^in++++=of
petitioners ^nns+nom+++=petitioners,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
anxious ^jj++++=anxious
for ^in++++=for
the ^ati++++=the
pardon ^nn++++=pardon
of ^in++++=of
the ^ati++++=the
youth ^nn++++=youth:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
looked ^vpsv++agls+xvbnx+=looked
upon ^in++++=upon
as ^in++++=as
all ^abn++++=all-important,
- ^zz++++=EXTRAWORD
important ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
Prince ^nn++++=Prince
de ^&fw++++=de
Ligne ^np+++??+=Ligne,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
as ^ql++++=as
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
before ^in++++=before
observed, ^nn+++??+=observed,--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
exquisitely ^rb++++=exquisitely
alive ^jj+pred+++=alive
to ^in++++=to
the ^ati++++=the
dignity ^nn+nom+++=dignity
of ^in++++=of
his ^pp$+pp3+++=his
family ^nn++++=family.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bishop ^nn++++=Bishop
of ^in++++=of
Bayeux ^np+++??+=Bayeux
and ^cc++++=and
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
visited ^vbd+++xvbn+=visited
the ^ati++++=the
unfortunate ^jj+atrb+++=unfortunate
youth ^nn++++=youth
in ^in++++=in
prison ^nn++++=prison.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
received ^vprf+++xvbnx+=received
the ^ati++++=the
communion ^nn++++=communion
in ^in++++=in
the ^ati++++=the
chapel ^nn++++=chapel
of ^in++++=of
the ^ati++++=the
Conciergerie ^np+++??+=Conciergerie,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
kneeling ^nvbg+++xvbg+=kneeling
before ^in++++=before
the ^ati++++=the
altar ^nn++++=altar,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
a ^at++++=a
mass ^nn++++=mass
for ^in++++=for
the ^ati++++=the
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
at ^rb++++=at
his ^pp$+pp3+++=his
request ^nn++++=request.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
protested ^vbd+vpub+tht0+xvbnx+=protested
his ^pp$+pp3+++=his
innocence ^nn+nom+++=innocence
of ^in++++=of
any ^dti++++=any
intention ^nn+nom+++=intention
to ^to+ncmp+++=to
murder ^vb++++=murder
the ^ati++++=the
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
deign ^vb++++=deign
to ^in++++=to
allude ^nn+++??+=allude
to ^in++++=to
the ^ati++++=the
accusation ^nn+nom+++=accusation
of ^in++++=of
robbery ^nn+nom+++=robbery.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
the ^ati++++=the
bishop ^nn++++=bishop
and ^cc++++=and
the ^ati++++=the
Marquis ^npt++++=Marquis
promise ^nn++++=promise
to ^to+ncmp+++=to
see ^vbi+vprv+tht0++=see
his ^pp$+pp3+++=his
brother ^nn++++=brother
the ^ati++++=the
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inform ^vb++++=inform
him ^pp3o+pp3+++=him
of ^in++++=of
this ^dt+dem+++=this
his ^pp$+pp3+++=his
dying ^nvbg+++xvbg+=dying
asseveration ^nn+nom+++=asseveration.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
other ^ap++++=other
of ^in++++=of
his ^pp$+pp3+++=his
relations ^nns+nom+++=relations,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Prince ^np++++=Prince
Rebecq ^np+++??+=Rebecq-Montmorency
- ^zz++++=EXTRAWORD
montmorency ^nn+++??+=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
Marshal ^npt++++=Marshal
Van ^&fw++++=Van
Isenghien ^np+++??+=Isenghien,
, ^zz++++=EXTRAWORD
visited ^j+++xvbn+=visited
him ^pp3o+pp3+++=him
secretly ^rb+cnj+++=secretly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
poison ^nn++++=poison,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
means ^nn++++=means
of ^in++++=of
evading ^xvbg+++xvbg+=evading
the ^ati++++=the
disgrace ^nn+++??+=disgrace
of ^in++++=of
a ^at++++=a
public ^jj+atrb+++=public
execution ^nn+nom+++=execution.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
refusing ^vbg+++xvbg+=refusing
to ^to+vcmp+++=to
take ^vbi++++=take
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
him ^pp3o+pp3+++=him
with ^in++++=with
high ^jj+atrb+++=high
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
" ^zz++++="Miserable
miserable ^jj+atrb+++=EXTRAWORD
man ^nn++++=man!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
fit ^nn++++=fit
only ^rb+down+++=only
to ^to++++=to
perish ^vbi++++=perish
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
the ^ati++++=the
executioner ^nn+nom+++=executioner!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui
sought ^vbd+++xvbn+=sought
the ^ati++++=the
executioner ^nn+nom+++=executioner
of ^in++++=of
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
to ^in++++=to
bespeak ^nn+++??+=bespeak
an ^at++++=an
easy ^jj+atrb+++=easy
and ^cc+phrs+++=and
decent ^jj+atrb+++=decent
death ^nn++++=death--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
the ^ati++++=the
unfortunate ^jj+atrb+++=unfortunate
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
make ^vb++++=make
him ^pp3o+pp3+++=him
suffer ^vb++++=suffer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="uncover
uncover ^vb++++=EXTRAWORD
no ^at++++=no
part ^nn++++=part
of ^in++++=of
him ^pp3o+pp3+++=him
but ^cc++++=but
the ^ati++++=the
neck ^nn++++=neck;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+vrb++=have
his ^pp$+pp3+++=his
body ^nn++++=body
placed ^vwbn+++xvbn+=placed
in ^in++++=in
a ^at++++=a
coffin ^nn++++=coffin,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
you ^pp2+pp2+++=you
deliver ^vb++++=deliver
it ^pp3+it+++=it
to ^in++++=to
his ^pp$+pp3+++=his
family ^nn++++=family."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
executioner ^nn+nom+++=executioner
promised ^vbd+++xvbn+=promised
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
requested ^vpsv++agls+xvbnx+=requested,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
declined ^vbd+++xvbn+=declined
a ^at++++=a
rouleau ^nn+++??+=rouleau
of ^in++++=of
a ^at++++=a
hundred ^cd++++=hundred
louis-d ^nn+++??+=louis-d'ors
'ors ^nns++++0=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
Marquis ^npt++++=Marquis
would ^md+prd+++=would
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
into ^in++++=into
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
paid ^vpsv++by+xvbnx+=paid
by ^in++++=by
the ^ati++++=the
king ^nn++++=king
for ^in++++=for
fulfilling ^xvbg+++xvbg+=fulfilling
my ^pp$+pp1+++=my
office ^nn++++=office,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
added ^vprf+++xvbn+=added
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
refused ^vprf+++xvbnx+=refused
a ^at++++=a
like ^in++++=like
sum ^nn++++=sum,
, ^zz++++=EXTRAWORD
offered ^xvbn+++xvbn+=offered
by ^in++++=by
another ^dt++++=another
relation ^nn+nom+++=relation
of ^in++++=of
the ^ati++++=the
Marquis ^npt++++=Marquis.
. ^zz++++=EXTRAWORD
The ^ati++++=The
