Extract ^nn++++=Extract
. ^zz++++=EXTRAWORD
Be ^vb+be+aux++=Be
hanged ^vpsv++agls+xvbnx+=hanged,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir!
! ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
reflect ^vb+vprv+++=reflect
on ^in++++=on
the ^ati++++=the
amount ^nn++++=amount
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
pay ^vb++++=pay
to ^to++++=to
get ^vbi++++=get
me ^pp1o+pp1+++=me
to ^to++++=to
face ^vbi++++=face
to-night ^nr++++=to-night's
's ^$++++=EXTRAWORD
storm ^nn++++=storm
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
getting ^vbg+++xvbgx+=getting
off ^rb+phrv+++=off
dirt ^nn++++=dirt
cheap ^jj++++=cheap!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
slapping ^jj+++xvbg+=slapping
my ^pp$+pp1+++=my
palm ^np++++=palm
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
known ^vprf+++xvbnx+=known
Parkinson ^np+++??+=Parkinson!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
third ^nn++++=third
glass ^nn++++=glass
of ^in++++=of
clean ^jj+atrb+++=clean
spirit ^nn++++=spirit
has ^vbz+hvz+vrb++=has
always ^rb++++=always
a ^at++++=a
deplorable ^jj+atrb+++=deplorable
effect ^nn++++=effect
on ^in++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
turns ^nns++++=turns
me ^pp1o+pp1+++=me
from ^in++++=from
bright ^jj++++=bright
to ^in++++=to
black ^nn++++=black,
, ^zz++++=EXTRAWORD
from ^in++++=from
levity ^nn++++=levity
to ^in++++=to
extreme ^jj+atrb+++=extreme
sulkiness ^nns+nom+++=sulkiness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
more ^rbr++++=more
wickedness ^nns+nom+++=wickedness
over ^in++++=over
this ^dt+dem+++=this
third ^nn++++=third
tumbler ^nn++++=tumbler
than ^in++++=than
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
other ^ap++++=other
states ^nns++++=states
of ^in++++=of
comparative ^jj+atrb+++=comparative
inebriety ^nn+++??+=inebriety
within ^in++++=within
my ^pp$+pp1+++=my
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
So ^ql++++=So
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
glowered ^vbd+++xvbnx+=glowered
at ^in++++=at
my ^pp$+pp1+++=my
companion ^nn++++=companion
and ^cc++++=and
cursed ^vbd+++xvbn+=cursed.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
any ^dti++++=any
more ^rbr++++=more
of ^in++++=of
Parkinson ^np+++??+=Parkinson,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
a ^at++++=a
pretty ^rb++++=pretty
clear ^jj+atrb+++=clear
notion ^nn++++=notion
of ^in++++=of
the ^ati++++=the
game ^nn++++=game
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
playing ^vbg+++xvbgx+=playing.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
want ^vb++++=want
to ^to+vcmp+++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
drink ^nn++++=drink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
sit ^vbi++++=sit
prattling ^nn+nom+++=prattling
there ^rn+pl+++=there
plying ^jj+++xvbg+=plying
me ^pp1o+pp1+++=me
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
drop ^vb++++=drop
under ^in++++=under
the ^ati++++=the
table ^nn++++=table."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
me ^pp1o+pp1+++=me
the ^ati++++=the
favour ^nn++++=favour
to ^to++++=to
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+aux++=are
staying ^vbg+++xvbgx+=staying,
, ^zz++++=EXTRAWORD
on ^in++++=on
your ^pp$+pp2+++=your
own ^ap++++=own
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
the ^ati++++=the
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
remind ^vb++++=remind
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
suggested ^vbd+vpub+tht0+xvbnx+=suggested
a ^at++++=a
milder ^nn++++=milder
drink ^vb++++=drink.
. ^zz++++=EXTRAWORD
Try ^vb++++=Try
some ^dti++++=some
Madeira ^np++++=Madeira."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
handed ^vbd+++xvbnx+=handed
me ^pp1o+pp1+++=me
the ^ati++++=the
decanter ^nn+nom+++=decanter,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
poured ^vbd+++xvbnx+=poured
out ^rp+pl+++=out
a ^at++++=a
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
" ^zz++++="Madeira!"
madeira ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
a ^at++++=a
gulp ^nn++++=gulp,
, ^zz++++=EXTRAWORD
" ^zz++++="Ugh!
ugh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
commonest ^jjt++++=commonest
Marsala ^np+++??+=Marsala!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
no ^at++++=no
sooner ^rbr++++=sooner
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
words ^nns++++=words
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stretched ^vbd+++xvbn+=stretched
a ^at++++=a
hand ^nn++++=hand
gravely ^rb++++=gravely
across ^in+pl+++=across
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
you ^pp2+pp2+++=you
will ^md+prd+++=will
shake ^vb++++=shake
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="though,
though ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
man ^nn++++=man
who ^whp+rel+obj++=who
after ^cs+sub+++=after
three ^cd++++=three
glasses ^nns++++=glasses
of ^in++++=of
neat ^jj+atrb+++=neat
spirit ^nn++++=spirit
can ^md+pos+++=can
distinguish ^vb++++=distinguish
between ^in++++=between
Madeira ^np++++=Madeira
and ^cc++++=and
Marsala ^np+++??+=Marsala,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
every ^at++++=every
right ^nn++++=right
to ^to+ncmp+++=to
refuse ^vbi++++=refuse
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
minutes ^nns++++=minutes
ago ^rb++++=ago
you ^pp2+pp2+++=you
offered ^vbd+++xvbn+=offered
to ^to++++=to
become ^vbi++++=become
my ^pp$+pp1+++=my
butler ^nn++++=butler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
demurred ^vbd+++xvbnx+=demurred.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
now ^rn+tm+++=now
beg ^vb++++=beg
you ^pp2+pp2+++=you
to ^to++++=to
repeat ^vbi++++=repeat
that ^dt+dem+++=that
offer ^nn++++=offer.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+++=Say
the ^ati++++=the
word ^nn++++=word,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
employ ^vb++++=employ
you ^pp2+pp2+++=you
gladly ^rb++++=gladly;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
even ^rb++++=even
have ^vb+hv+vrb++=have
the ^ati++++=the
second ^od++++=second
decanter ^nn+nom+++=decanter
( ^zz++++=(which
which ^whp+who+++=EXTRAWORD
contains ^vbz++++=contains
genuine ^jj+atrb+++=genuine
Madeira ^np++++=Madeira)
) ^zz++++=EXTRAWORD
to ^to++++=to
take ^vbi++++=take
to ^to+vcmp+++=to
bed ^vb++++=bed
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shook ^vbd+++xvbn+=shook
hands ^nns++++=hands
on ^in++++=on
our ^pp$+pp1+++=our
bargain ^nn++++=bargain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
catching ^vbg+++xvbg+=catching
up ^rp++++=up
a ^at++++=a
candlestick ^nn+++??+=candlestick,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
the ^ati++++=the
way ^nn++++=way
from ^in++++=from
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Picking ^vbg+++xvbg+=Picking
up ^rp++++=up
my ^pp$+pp1+++=my
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
him ^pp3o+pp3+++=him
along ^in++++=along
the ^ati++++=the
passage ^nn+nom+++=passage
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
silent ^jj+atrb+++=silent
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
hall ^nn++++=hall
he ^pp3a+pp3+++=he
paused ^vbd+++xvbnx+=paused
to ^to++++=to
stand ^vbi++++=stand
on ^in++++=on
tip ^nn++++=tip-toe,
- ^zz++++=EXTRAWORD
toe ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turn ^nn++++=turn
up ^rp++++=up
the ^ati++++=the
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning
low ^jj++++=low.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
time ^nn++++=time
to ^to++++=to
fling ^vbi++++=fling
a ^at++++=a
glance ^nn++++=glance
at ^in++++=at
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mastiff ^nn+++??+=mastiff.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
first ^rb++splt++=first
seen ^vprf+++xvbnx+=seen
him ^pp3o+pp3+++=him-a
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
stuffed ^jj+++xvbn+=stuffed
dog ^np++++=dog,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
ever ^rb++++=ever
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Decidedly,"
decidedly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="my
my ^pp$+pp1+++=EXTRAWORD
wits ^nns++++=wits
are ^vb+ber+aux++=are
to ^to++++=to
seek ^vbi++++=seek
to ^to+vcmp+++=to-night;"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
with ^in++++=with
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
a ^at++++=a
sudden ^jj+atrb+++=sudden
suspicion ^nn++++=suspicion
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
turn ^vb++++=turn
to ^in++++=to
my ^pp$+pp1+++=my
conductor ^nn++++=conductor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
advanced ^vprf+++xvbnx+=advanced
to ^in++++=to
the ^ati++++=the
left ^vbd+++xvbn+=left-hand
- ^zz++++=EXTRAWORD
hand ^nn++++=EXTRAWORD
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
knob ^nn++++=knob.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
moment ^nn++++=moment!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all
very ^ql+amp+++=very
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
how ^wrb+who+whq++=how
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
to ^to++++=to
know ^vbi+vprv+tht0++=know
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
sending ^jj+++xvbg+=sending
me ^pp1o+pp1+++=me
to ^in++++=to
bed ^nn++++=bed
while ^cs+sub+++=while
you ^pp2+pp2+++=you
fetch ^vb++++=fetch
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
countryside ^nn++++=countryside
to ^to++++=to
lay ^vbi++++=lay
me ^pp1o+pp1+++=me
by ^in++++=by
the ^ati++++=the
heels ^nns++++=heels?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
content ^nn++++=content
with ^in++++=with
my ^pp$+pp1+++=my
word ^nn++++=word,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
never ^rb+cnj+++=never,
, ^zz++++=EXTRAWORD
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
or ^cc++++=or
hereafter ^nn+nom+++=hereafter,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
I ^pp1a+pp1+++=I
breathe ^vb++++=breathe
a ^at++++=a
syllable ^nn++++=syllable
about ^in++++=about
the ^ati++++=the
circumstances ^nns+nom+++=circumstances
of ^in++++=of
your ^pp$+pp2+++=your
visit ^nn++++=visit.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
choose ^vb++++=choose,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
return ^vb++++=return
up ^rp++++=up-stairs."
- ^zz++++=EXTRAWORD
stairs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No;
no ^at++++=EXTRAWORD
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
trust ^vb+vprv+tht0++=trust
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
led ^vbd+++xvbn+=led
into ^in++++=into
a ^at++++=a
broad ^jj+atrb+++=broad
passage ^npl+nom+++=passage
paved ^vbd+++xvbn+=paved
with ^in++++=with
slate ^nn++++=slate,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
which ^whp+rel+pied++=which
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
rooms ^nns++++=rooms
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused
by ^in++++=by
the ^ati++++=the
second ^od++++=second
and ^cc++++=and
ushered ^vbd+++xvbn+=ushered
me ^pp1o+pp1+++=me
into ^in++++=into
a ^at++++=a
sleeping ^jj+++xvbg+=sleeping-chamber,
- ^zz++++=EXTRAWORD
chamber ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
comfortable ^jj+pred+++=comfortable
enough ^qlp++++=enough--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
vast ^jj+atrb+++=vast
improvement ^nn+nom+++=improvement,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
mumpers ^nns+nom+++=mumpers'
' ^zz++++=EXTRAWORD
lodgings ^nns++++=lodgings
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
to ^in++++=to
for ^in++++=for
many ^ap++++=many
months ^nns++++=months
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
undress ^nns+nom+++=undress
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sheets ^nns++++=sheets
are ^vb+ber+aux++=are
aired ^vpsv++agls+xvbnx+=aired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
wait ^vb++++=wait
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
fetch ^vb++++=fetch
a ^at++++=a
nightshirt ^nn+++??+=nightshirt--one
-- ^--+clp+++=EXTRAWORD
one ^pn++++=EXTRAWORD
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sir,
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
heap ^nn++++=heap
coals ^nns++++=coals
of ^in++++=of
fire ^nn++++=fire
on ^rp++++=on
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Believe
believe ^vb+vprv+++=EXTRAWORD
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
for ^in++++=for
ninety ^cd++++=ninety-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
of ^in++++=of
your ^pp$+pp2+++=your
qualities ^nns+nom+++=qualities
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
care ^vb+vprv+++=care
a ^at++++=a
tinker ^jjr+atrb+++=tinker's
's ^vbz+bez+vrb++0=EXTRAWORD
curse ^nn++++=curse;
; ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
your ^pp$+pp2+++=your
palate ^nn++++=palate
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++agls+xvbnx+=taken
care ^nn++++=care
of ^in+strn+++=of."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shuffled ^vbd+++xvbnx+=shuffled
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
came ^vbd+++xvbn+=came
back ^jjb++++=back
in ^in++++=in
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
minutes ^nns++++=minutes
with ^in++++=with
the ^ati++++=the
nightshirt ^nn+++??+=nightshirt.
. ^zz++++=EXTRAWORD
" ^zz++++="Good-night,"
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
flinging ^vbg+++xvbg+=flinging
it ^pp3+it+++=it
in ^in++++=in
at ^in++++=at
the ^ati++++=the
door ^nn++++=door;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
giving ^xvbg+++xvbg+=giving
me ^pp1o+pp1+++=me
time ^nn++++=time
to ^to++++=to
return ^vbi++++=return
the ^ati++++=the
wish ^nn++++=wish,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
his ^pp$+pp3+++=his
way ^nn++++=way
up ^rp++++=up-stairs.
- ^zz++++=EXTRAWORD
stairs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+aux++=be
supposed ^vpsv++agls+xvbnx+=supposed
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
too ^ql++++=too
glad ^jj++++=glad
to ^to+jcmp+++=to
toss ^vbi++++=toss
off ^in+pl+++=off
my ^pp$+pp1+++=my
clothes ^nns++++=clothes
and ^cc++++=and
climb ^nn++++=climb
into ^in++++=into
the ^ati++++=the
bed ^nn++++=bed
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
so ^ql++++=so
unexpectedly ^rb++++=unexpectedly
acquired ^vbd+++xvbn+=acquired
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drew ^vbd+++xvbnx+=drew
on ^in+ppvb+++=on
my ^pp$+pp1+++=my
boots ^nns++++=boots
and ^cc++++=and
sat ^vpsv++agls+xvbn+=sat
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed's
's ^$++++=EXTRAWORD
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
blinking ^vbg+++xvbg+=blinking
at ^in++++=at
my ^pp$+pp1+++=my
candle ^nn++++=candle
till ^in++++=till
it ^pp3+it+++=it
died ^vbd+++xvbn+=died
down ^rp++++=down
in ^in++++=in
its ^pp$+it+++=its
socket ^nn++++=socket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterwards ^rb+tm+++=afterwards
at ^in++++=at
the ^ati++++=the
purple ^jj+atrb+++=purple
square ^nn++++=square
of ^in++++=of
window ^nn++++=window
as ^ql++++=as
it ^pp3+it+++=it
slowly ^rb++++=slowly
changed ^vbd+++xvbn+=changed
to ^in++++=to
grey ^np++++=grey
with ^in++++=with
the ^ati++++=the
coming ^jj+++xvbg+=coming
of ^in++++=of
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold
to ^in++++=to
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
teeth ^nns++++=teeth
chattered ^vbd+++xvbn+=chattered
with ^in++++=with
an ^at++++=an
ague ^nn+++??+=ague.
. ^zz++++=EXTRAWORD
Certainly ^rb++++=Certainly
I ^pp1a+pp1+++=I
never ^rb++++=never
suspected ^vbd+vprv+tht0+xvbn+=suspected
my ^pp$+pp1+++=my
host ^nn++++=host's
's ^$++++=EXTRAWORD
word ^nn++++=word;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
even ^rb++splt++=even
occupied ^vpsv++agls+xvbnx+=occupied
in ^in++++=in
framing ^xvbg+++xvbg+=framing
good ^jj+atrb+++=good
resolutions ^nns+nom+++=resolutions
and ^cc++++=and
shaping ^nvbg+++xvbg+=shaping
out ^rp+pl+++=out
