Chapter ^nn++++=CHAPTER
the ^ati++++=the
wealth ^nn++++=wealth
of ^in++++=of
other ^ap++++=other
people ^nns++++=people
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
awaited ^vbd+++xvbnx+=awaited
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count
with ^in++++=with
some ^dti++++=some
little ^jj+atrb+++=little
trepidation ^nn+nom+++=trepidation,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
suppliant ^nn+nom+++=suppliant
from ^in++++=from
the ^ati++++=the
provinces ^nns++++=provinces
awaits ^nns+++??+=awaits
the ^ati++++=the
arrival ^nn++++=arrival
of ^in++++=of
the ^ati++++=the
minister ^nn+nom+++=minister.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
handsome ^jj++++=handsome-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
of ^in++++=of
about ^in++++=about
thirtytwo ^nn+++??+=thirtytwo
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
approached ^vbd+++xvbn+=approached
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
frank ^jj+atrb+++=frank
and ^cc+phrs+++=and
friendly ^jj+atrb+++=friendly
air ^nn++++=air;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
endeavored ^vbd+++xvbnx+=endeavored
to ^to+vcmp+++=to
be ^vbi++vrb++=be
self ^nn++++=self-possessed
- ^zz++++=EXTRAWORD
possessed ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
introduce ^vbi++++=introduce
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
anticipated ^vbd+vprv++xvbnx+=anticipated
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
easy ^jj+pred+++=easy
and ^cc+phrs+++=and
agreeable ^jj++++=agreeable,
, ^zz++++=EXTRAWORD
soon ^rb+tm+++=soon
dissipated ^vbd+++xvbn+=dissipated
my ^pp$+pp1+++=my
awkward ^jj+atrb+++=awkward
bashfulness ^nns+nom+++=bashfulness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
recover ^vbi++++=recover
my ^pp$+pp1+++=my
usual ^jj+atrb+++=usual
composure ^nn++++=composure,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Countess ^nns+nom+++=Countess
suddenly ^rb++++=suddenly
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
more ^rbr++++=more
confused ^jj+++xvbn+=confused
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
indeed ^qlp++++=indeed
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
presented ^vwbn+++xvbn+=presented
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
appear ^vbi+seem+++=appear
at ^rb++++=at
ease ^nn++++=ease,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
more ^ql++++=more
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
assume ^vbi+vprv+++=assume
an ^at++++=an
air ^nn++++=air
of ^in++++=of
unconstraint ^jj+++xvbn+=unconstraint,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more
awkward ^jj++++=awkward
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
give ^vb++++=give
me ^pp1o+pp1+++=me
time ^nn++++=time
to ^to++++=to
recover ^vbi++++=recover
myself ^ppl+pp1+++=myself
and ^cc++++=and
to ^to++++=to
become ^vbi++++=become
accustomed ^vbd+++xvbn+=accustomed
to ^in++++=to
my ^pp$+pp1+++=my
new ^jj+atrb+++=new
acquaintances ^nns+nom+++=acquaintances,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
talk ^vbi++++=talk
to ^in++++=to
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
treating ^jj+++xvbg+=treating
me ^pp1o+pp1+++=me
as ^in++++=as
a ^at++++=a
good ^jj+atrb+++=good
neighbor ^nn++++=neighbor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
ceremony ^nn++++=ceremony.
. ^zz++++=EXTRAWORD
Meanwhile ^rb+cnj+++=Meanwhile,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
about ^in++++=about
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
the ^ati++++=the
books ^nns++++=books
and ^cc++++=and
pictures ^nns++++=pictures.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
no ^at++++=no
judge ^nn++++=judge
of ^in++++=of
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
attracted ^vbd+++xvbn+=attracted
my ^pp$+pp1+++=my
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
represented ^vbd+++xvbn+=represented
some ^dti++++=some
view ^nn++++=view
in ^in++++=in
Switzerland ^np++++=Switzerland,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
painting ^jj+++xvbg+=painting
that ^dt+pdem+++=that
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
circumstance ^nn+nom+++=circumstance
that ^tht+rel+obj++=that
the ^ati++++=the
canvas ^nn++++=canvas
was ^vbd+bedz+aux++=was
shot ^vpsv++agls+xvbnx+=shot
through ^in++++=through
by ^in++++=by
two ^cd++++=two
bullets ^nns+nom+++=bullets,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
planted ^vbd+++xvbn+=planted
just ^rb+emph+++=just
above ^jjb++++=above
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
good ^jj+atrb+++=good
shot ^nn+++xvbn+=shot
that ^tht+rel+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
the ^ati++++=the
Count ^nn++++=Count.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
very ^ql+amp+++=very
remarkable ^jj+atrb+++=remarkable
shot.. ^nn+++??+=shot....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
shoot ^vb++++=shoot
well ^jj+pred+++=well?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="Tolerably,"
tolerably ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
rejoicing ^vbg+++xvbg+=rejoicing
that ^dt+dem+++=that
the ^ati++++=the
conversation ^nn+nom+++=conversation
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
at ^rb++++=at
last ^rb"++++=last
upon ^in++++=upon
a ^at++++=a
subject ^nn++++=subject
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
familiar ^jj+pred+++=familiar
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
thirty ^cd++++=thirty
paces ^nns++++=paces
I ^pp1a+pp1+++=I
can ^md+pos+++=can
manage ^vb++++=manage
to ^to+vcmp+++=to
hit ^vbi++++=hit
a ^at++++=a
card ^nn++++=card
without ^in++++=without
fail, ^nn+++??+=fail,--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
pistol ^nn++++=pistol
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
used ^vpsv++++=used
to ^to+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Really?"
really ^rb+emph+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
look ^nn++++=look
of ^in++++=of
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
you ^pp2+pp2+++=you
hit ^vbd+++xvbn+=hit
a ^at++++=a
card ^nn++++=card
at ^in++++=at
thirty ^cd++++=thirty
paces ^nns++++=paces?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
day ^nn++++=day,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
try ^vb++++=try.
. ^zz++++=EXTRAWORD
In ^in++++=In
my ^pp$+pp1+++=my
time ^nn++++=time
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
shoot ^vb++++=shoot
badly ^rb+cnj+++=badly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
four ^cd++++=four
years ^nns++++=years
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
touched ^vbd+++xvbnx+=touched
a ^at++++=a
pistol ^nn++++=pistol."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!"
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
observed ^vbd+vprv++xvbnx+=observed,
, ^zz++++=EXTRAWORD
" ^zz++++="in
in ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
case ^nn++++=case,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind
laying ^vwbg+++xvbg+=laying
a ^at++++=a
wager ^vb++++=wager
that ^tht+vcmp+++=that
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency
will ^md+prd+++=will
not ^xnot++not++=not
hit ^vb+++xvbn+=hit
the ^ati++++=the
card ^nn++++=card
at ^in++++=at
twenty ^cd++++=twenty
paces ^nns++++=paces;
; ^zz++++=EXTRAWORD
the ^ati++++=the
pistol ^nn++++=pistol
demands ^nns++++=demands
practice ^nn++++=practice
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
from ^in++++=from
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
In ^in++++=In
our ^pp$+pp1+++=our
regiment ^nn+nom+++=regiment
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
reckoned ^vpsv++agls+xvbnx+=reckoned
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
best ^jjt+atrb+++=best
shots ^nns++++=shots.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
once ^cs+tm+++=once
happened ^vprf+++xvbn+=happened
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
a ^at++++=a
pistol ^nn++++=pistol
for ^in++++=for
a ^at++++=a
whole ^jj+atrb+++=whole
month ^nn++++=month,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
mine ^pp$$++++=mine
to ^to++++=to
be ^vbi+vbi+aux++=be
mended ^vpsv++agls+xvbnx+=mended;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
shoot ^vbi++++=shoot
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
missed ^vbd+++xvbnx+=missed
a ^at++++=a
bottle ^nn++++=bottle
four ^cd++++=four
times ^nns++++=times
in ^in++++=in
succession ^nn++++=succession
at ^in++++=at
twenty ^cd++++=twenty
paces ^nns++++=paces.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
a ^at++++=a
witty ^jj++++=witty
and ^cc+phrs+++=and
amusing ^jj++++=amusing
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
happened ^vb+++xvbn+=happened
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
standing ^vbg+++xvbgx+=standing
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
evident ^jj+pred+++=evident,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
hand ^nn++++=hand
will ^md+prd+++=will
not ^xnot++not++=not
lift ^vb++++=lift
itself ^ppl++++=itself
against ^in++++=against
the ^ati++++=the
bottle ^nn++++=bottle.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
not ^xnot++not++=not
neglect ^vb++++=neglect
to ^to++++=to
practise ^vbi++++=practise,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
your ^pp$+pp2+++=your
hand ^nn++++=hand
will ^md+prd+++=will
soon ^rb+tm+splt++=soon
lose ^vb++++=lose
its ^pp$+it+++=its
cunning ^nn++++=cunning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
best ^jjt+atrb+++=best
shot ^nn+++xvbn+=shot
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
ever ^rb++++=ever
met ^vbd+++xvbn+=met
used ^md"++pmd"++=used
to ^to++++=to
shoot ^vb++++=shoot
at ^rb++++=at
least ^rb"++++=least
three ^cd++++=three
times ^nns++++=times
every ^at++++=every
day ^nn++++=day
before ^in++++=before
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^ql++++=as
much ^ap++++=much
his ^pp$+pp3+++=his
custom ^nn++++=custom
to ^to++++=to
do ^vbi++++=do
this ^dt+dem+++=this
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
drink ^vbi++++=drink
his ^pp$+pp3+++=his
daily ^jj+atrb+++=daily
glass ^nn++++=glass
of ^in++++=of
brandy ^nn++++=brandy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
and ^cc++++=and
Countess ^nns+nom+++=Countess
seemed ^vbd+seem++xvbn+=seemed
pleased ^jj+++xvbn+=pleased
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
talk ^vbi++++=talk.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
sort ^nn++++=sort
of ^in++++=of
a ^at++++=a
shot ^nn+++xvbn+=shot
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
Count ^nn++++=Count.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
way ^nn++++=way
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency:
: ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
a ^at++++=a
fly ^nn++++=fly
settle ^vb++++=settle
on ^in+ppvb+++=on
the ^ati++++=the
wall ^nn++++=wall--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
before ^in++++=before
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
truth ^nn++++=truth-if
- ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
fly ^nn++++=fly,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
call ^vb++++=call
out ^rp+pl+++=out:
: ^zz++++=EXTRAWORD
' ^zz++++='Kouzka,
kouzka ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
pistol ^nn++++=pistol!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Kouzka ^np+++??+=Kouzka
would ^md+prd+++=would
bring ^vb++++=bring
him ^pp3o+pp3+++=him
a ^at++++=a
loaded ^jj+atrb++xvbn+=loaded
pistol ^nn++++=pistol--bang!
-- ^--+clp+++=EXTRAWORD
bang ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fly ^nn++++=fly
would ^md+prd+++=would
be ^vb+be+aux++=be
crushed ^vpsv++agls+xvbnx+=crushed
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wonderful!"
wonderful ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Count ^nn++++=Count.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Silvio,
silvio ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Silvio!"
silvio ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
Silvio ^np++++=Silvio?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
could ^md+pos+++=could
I ^pp1a+pp1+++=I
help ^vb++++=help
knowing ^vbg+vprv++xvbg+=knowing
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency:
: ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
intimate ^jj+atrb+++=intimate
friends ^nns++++=friends;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
received ^vpsv++agls+xvbnx+=received
in ^in++++=in
our ^pp$+pp1+++=our
regiment ^nn+nom+++=regiment
like ^in++++=like
a ^at++++=a
brother ^nn++++=brother
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
five ^cd++++=five
years ^nns++++=years
since ^in++++=since
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
any ^dti++++=any
tidings ^nns++++=tidings
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency
also ^rb++++=also
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
him ^pp3o+pp3+++=him
very ^ql+amp+++=very
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
he ^pp3a+pp3+++=he
ever ^rb++++=ever
tell ^vb++++=tell
you ^pp2+pp2+++=you
of ^in++++=of
one ^cd1++++=one
very ^ql+amp+++=very
strange ^jj+atrb+++=strange
incident ^nn++++=incident
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency
refer ^vb++++=refer
to ^in++++=to
the ^ati++++=the
slap ^nn++++=slap
in ^in++++=in
the ^ati++++=the
face ^nn++++=face
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
received ^vbd+++xvbnx+=received
from ^in++++=from
some ^dti++++=some
blackguard ^nn++++=blackguard
at ^in++++=at
a ^at++++=a
ball ^nn++++=ball?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
tell ^vb++++=tell
you ^pp2+pp2+++=you
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
this ^dt+dem+++=this
blackguard ^nn++++=blackguard?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
never ^rb++++=never
mentioned ^vbd+vpub+tht0+xvbn+=mentioned
his ^pp$+pp3+++=his
name,. ^nn+++??+=name,...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah!
! ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Excellency ^nn++++=Excellency!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
guessing ^vbg+vprv++xvbg+=guessing
the ^ati++++=the
truth ^nn++++=truth:
: ^zz++++=EXTRAWORD
" ^zz++++="pardon
pardon ^nn++++=EXTRAWORD
me. ^nn+++??+=me...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
know. ^nn+++??+=know...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
could ^md+pos+++=could
it ^pp3+it+++=it
really ^rb+emph+++=really
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
myself ^ppl+pp1+++=myself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
look ^nn++++=look
of ^in++++=of
