Lark ^nn++++=Lark
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
So ^ql++++=So
now ^rn+tm+++=now
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
gonna ^md+prd+++0=gonna
just ^rb+emph+splt++=just
sit ^vb++++=sit
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
that ^dt+dem+++=that
thing ^nn++++=thing
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
The ^ati++++=The
psychic ^nn++++=psychic
sipped ^vbd+++xvbn+=sipped
his ^pp$+pp3+++=his
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
the ^ati++++=the
cheapest ^jjt+atrb+++=cheapest
one ^pn++++=one,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
was ^vbd+bedz+aux++=was
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
he ^pp3a+pp3+++=he
can ^md+pos+++=can
say ^vb+vpub+++=say
to ^to+vcmp+++=to
help ^vbi++++=help
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Fine,"
fine ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sank ^vbd+++xvbnx+=sank
farther ^rbr++++=farther
into ^in++++=into
the ^ati++++=the
couch ^nn++++=couch.
. ^zz++++=EXTRAWORD
" ^zz++++="Great,"
great ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
your ^pp$+pp2+++=your
first ^od++++=first
consultation ^nn+nom+++=consultation?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
his ^pp$+pp3+++=his
wicker ^nn++++=wicker
chair ^nn++++=chair
around ^in++++=around
to ^in++++=to
our ^pp$+pp1+++=our
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
sat ^vbd+++xvbn+=sat
close ^in+cmpx+++=close
to ^in"++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Okay,
okay ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
palms ^nns++++=palms
are ^vb+ber+vrb++=are
a ^at++++=a
good ^jj+atrb+++=good
place ^nn++++=place
to ^to++++=to
start ^vbi++++=start,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
offered ^vbd+++xvbnx+=offered
him ^pp3o+pp3+++=him
my ^pp$+pp1+++=my
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
still ^rb++++=still
slightly ^rb+down+++=slightly
red ^jj++++=red
with ^in++++=with
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner
and ^cc++++=and
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rubbed ^vbd+++xvbnx+=rubbed
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
purple ^jj+atrb+++=purple
silk ^nn++++=silk
cloth ^nn++++=cloth;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
warm ^jj+pred+++=warm
from ^in++++=from
the ^ati++++=the
tea ^nn++++=tea's
's ^$++++=EXTRAWORD
heat ^nn++++=heat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
scrutinized ^vbd+++xvbnx+=scrutinized
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
hovered ^vbd+++xvbn+=hovered
near ^rb++++=near
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
so ^ql++++=so
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
happening ^vbg+++xvbgx+=happening.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
generally ^rb+cnj+++=generally,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said
as ^ql++++=as
he ^pp3a+pp3+++=he
traced ^vbd+++xvbnx+=traced
a ^at++++=a
rectangle ^nn++++=rectangle
around ^in++++=around
the ^ati++++=the
outside ^nn++++=outside
of ^in++++=of
my ^pp$+pp1+++=my
palm ^nn++++=palm,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
shape ^nn++++=shape
of ^in++++=of
your ^pp$+pp2+++=your
hand ^nn++++=hand
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
tend ^vb++++=tend
to ^to+vcmp+++=to
be ^vbi++vrb++=be
pretty ^rb++++=pretty
skeptical ^jj+pred+++=skeptical."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hmm,"
hmm ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jaclyn ^np+++??+=Jaclyn.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
the ^ati++++=the
type ^nn++++=type
of ^in++++=of
dude ^nn+++??+=dude
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
a ^at++++=a
plan ^nn++++=plan,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
value ^nn++++=value
security ^nn+nom+++=security,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^jj++++=psychic
continued ^jj+++xvbn+=continued.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
still ^rb++splt++=still
locked ^vpsv++agls+xvbnx+=locked
on ^in++++=on
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Also,
also ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
these ^dt+dem+++=these
long ^jj+atrb+++=long
fingers ^nns+nom+++=fingers
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said
as ^ql++++=as
he ^pp3a+pp3+++=he
traced ^vbd+++xvbnx+=traced
the ^ati++++=the
length ^nn++++=length
of ^in++++=of
my ^pp$+pp1+++=my
middle ^jjb+atrb+++=middle
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
means ^vbz++++=means
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
sensitive ^jj+pred+++=sensitive
to ^in++++=to
details ^nns++++=details
and ^cc++++=and
need ^nn++++=need
things ^nns++++=things
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
certain ^jj+atrb+++=certain
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yup,"
yup ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
muttered ^vbd+++xvbn+=muttered
from ^in++++=from
over ^in++++=over
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
this ^dt+pdem+++=this,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
tumbling ^nn++++=tumbling
in ^in++++=in
my ^pp$+pp1+++=my
jacket ^nn++++=jacket.
. ^zz++++=EXTRAWORD
Jackie ^np++++=Jackie
Gunner ^np+++??+=Gunner
was ^vbd+bedz+aux++=was
probably ^rb++splt++=probably
bullying ^vbg+++xvbgx+=bullying
his ^pp$+pp3+++=his
sister ^nn++++=sister
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
life ^nn++++=life
line ^nn++++=line,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pointed ^vbd+++xvbnx+=pointed
to ^in++++=to
the ^ati++++=the
deep ^jj+atrb+++=deep
brown ^jj+atrb+++=brown
line ^nn++++=line
closest ^jjt++++=closest
to ^in++++=to
my ^pp$+pp1+++=my
thumb ^nn++++=thumb.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
realized ^vbd+vprv+tht0+xvbnx+=realized
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wasting ^vbg+++xvbgx+=wasting
everyone ^pn++++=everyone's
's ^vbz+bez+vrb++0=EXTRAWORD
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
worried ^vpsv++agls+xvbnx+=worried
about ^in++++=about
Jamie ^np+++??+=Jamie
Lou ^np++++=Lou.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
way ^nn++++=way
your ^pp$+pp2+++=your
life ^nn++++=life
line ^nn++++=line
sweeps ^nns++++=sweeps
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
your ^pp$+pp2+++=your
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
favors ^nns++++=favors
the ^ati++++=the
Plain ^nn++++=Plain
of ^in++++=of
Mars ^np+++??+=Mars,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
means ^vbz++++=means
" ^zz++++="
" ^zz++++="Stop,
stop ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
please ^uh++++=please,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pulled ^vbd+++xvbnx+=pulled
a ^at++++=a
five ^cd++++=five-dollar
- ^zz++++=EXTRAWORD
dollar ^nn++++=EXTRAWORD
bill ^nn++++=bill
from ^in++++=from
my ^pp$+pp1+++=my
jeans ^nns++++=jeans
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
feel ^vb+vprv+++=feel
well ^jj+pred+++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
felt ^vbd+vprv++xvbn+=felt
like ^in++++=like
the ^ati++++=the
twins ^nns++++=twins
were ^vbd+bed+aux++=were
doing ^vbg+++xvbgx+=doing
jumping ^jj+atrb++xvbg+=jumping
jacks ^nns+++??+=jacks.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
worried ^vpsv++agls+xvbnx+=worried.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
my ^pp$+pp1+++=my
hand ^nn++++=hand
to ^in++++=to
my ^pp$+pp1+++=my
chest ^nn++++=chest
and ^cc++++=and
pressed ^vbd+++xvbn+=pressed
it ^pp3+it+++=it
there ^rn+pl+++=there
to ^in++++=to
still ^rb++++=still
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
be ^vbi++vrb++=be
careful ^jj+pred+++=careful.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
serious ^jj++++=serious?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql+emph+++=so
rude ^jj++++=rude."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
worries ^nn++++=worries.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
a ^at++++=a
pleasure ^nn++++=pleasure
good ^jj+atrb+++=good
luck ^nn++++=luck
with ^in++++=with
everything ^pn++++=everything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
flattening ^jj+++xvbg+=flattening
himself ^ppl+pp3+++=himself
into ^in++++=into
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql++++=so
sorry ^uh++++=sorry;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
just ^rb+emph+++=just
stressed ^vpsv++agls+xvbnx+=stressed
right ^jj++++=right
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Absolutely
absolutely ^rb+amp+++=EXTRAWORD
no ^at++++=no
problem ^nn++++=problem,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
cool ^jj++++=cool,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
cool ^jj++++=cool,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
all ^abn++++=all
cool ^vb++++=cool,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
psychic ^nn++++=psychic.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sipped ^vbd+++xvbnx+=sipped
his ^pp$+pp3+++=his
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
cool ^jj++++=cool,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
thank ^vb++++=thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
this ^dt+dem+++=this
way ^nn++++=way
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
stab ^vbi++++=stab
me ^pp1o+pp1+++=me
with ^in++++=with
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
place ^nn++++=place
is ^vbz+bez+vrb++=is
a ^at++++=a
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
psychic ^nn++++=psychic.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
joke ^nn++++=joke."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Man,
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
you ^pp2+pp2+++=you
and ^cc++++=and
yours ^pp$$++++=yours,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
his ^pp$+pp3+++=his
mug ^nn++++=mug
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
admit ^vb+vpub+tht0++=admit
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Listen,
listen ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
just ^rb+emph+++=just
the ^ati++++=the
guy ^np++++=guy
who ^whp+rel+subj++=who
gets ^vbz++++=gets
up ^rp++++=up
early ^jj++++=early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
and ^cc++++=and
packs ^nns++++=packs
the ^ati++++=the
trunk ^nn++++=trunk
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you
get ^vb++++=get
where ^wrb+who+++=where
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
already ^rb++splt++=already
going ^vbg+++xvbgx+=going,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
psychic ^nn++++=psychic
said ^vbd+vpub++xvbn+=said
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
talking ^vbg+++xvbg+=talking
about ^in+strn+++=about?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
feel ^vb+vprv+++=feel
the ^ati++++=the
twins ^nns++++=twins
listening ^vwbg+++xvbg+=listening,
, ^zz++++=EXTRAWORD
wanting ^vb+++xvbg+=wanting
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
part ^nn++++=part
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
felt ^vbd+vprv++xvbn+=felt
like ^in++++=like
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
trying ^vbg+++xvbgx+=trying
and ^cc+phrs+++=and
failing ^vbg+nom++xvbg+=failing
to ^to+vcmp+++=to
pull ^vbi++++=pull
themselves ^ppls+pp3+++=themselves
free ^jj++++=free.
. ^zz++++=EXTRAWORD
A ^at++++=A
muffled ^jj+atrb+++=muffled
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
out ^rb+phrv+++=out
of ^in+ppvb+++=of
my ^pp$+pp1+++=my
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
shouting ^vbg+vpub++xvbg+=shouting
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
talking ^vbg+++xvbgx+=talking
about ^in++++=about
how ^wrb+who+++=how
this ^dt+dem+++=this
psychic ^jj++++=psychic
will ^md+prd+++=will
say ^vb+vpub+++=say
whatever ^nn+nom+++=whatever
you ^pp2+pp2+++=you
want ^vb++++=want
him ^pp3o+pp3+++=him
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
anyone ^pn++++=anyone
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
pay ^nn++++=pay
him ^pp3o+pp3+++=him
twenty ^cd++++=twenty
dollars ^nns++++=dollars
in ^in++++=in
advance ^nn+nom+++=advance.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
taken ^vpsv++agls+xvbnx+=taken
my ^pp$+pp1+++=my
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hoped ^vbd+vprv+tht0+xvbnx+=hoped
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+++=say
much ^ap++++=much
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
before ^cs+sub+++=before
Jaclyn ^np+++??+=Jaclyn
went ^vbd+++xvbn+=went
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
psychic ^jj++++=psychic,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
called ^vprf+++xvbnx+=called
him ^pp3o+pp3+++=him
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
everything ^pn++++=everything
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
okay ^rb+dspt+++=okay
if ^cs+cnd+++=if
she ^pp3a+pp3+++0=she'd
'd ^md+prd+aux++=EXTRAWORD
just ^rb+emph+splt++=just
follow ^vb+vprv+++=follow
the ^ati++++=the
plan ^nn++++=plan
she ^pp3a+pp3+++=she
already ^rb++++=already
had ^vb+hv+vrb++=had
in ^in++++=in
place ^nn++++=place.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
telling ^vbg+nom++xvbg+=telling
her ^pp$+pp3+++=her
the ^ati++++=the
truth ^nn++++=truth
about ^in++++=about
what ^wdt+who+++=what
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
done ^vprf+++xvbnx+=done
would ^md+prd+++=would
make ^vb++++=make
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
like ^in++++=like
a ^at++++=a
giant ^nn++++=giant.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
stupid ^jj++++=stupid,
, ^zz++++=EXTRAWORD
scared ^j+++xvbn+=scared.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
Jaclyn ^np+++??+=Jaclyn,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
really ^rb+emph+++=really
sorry ^uh++++=sorry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
