Somewhere ^rb++++=Somewhere
her ^pp$+pp3+++=her
soul ^nn++++=soul
for ^in++++=for
a ^at++++=a
brief ^jj+atrb+++=brief
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
At ^in++++=At
Louie ^np++++=Louie's
's ^$++++=EXTRAWORD
next ^ap++++=next
words ^nns++++=words
the ^ati++++=the
look ^nn++++=look
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
sew ^vb+++??+=sew
something ^pn++++=something--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
lace ^nn++++=lace
yoke ^nn++++=yoke--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
whatever ^nn+nom+++=whatever
you ^pp2+pp2+++=you
call ^vb++++=call
' ^zz++++='em--in
em ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
in ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
dress ^nn++++=dress?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
persisted ^vbd+++xvbnx+=persisted.
. ^zz++++=EXTRAWORD
" ^zz++++="Aw,
aw ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
fade ^vb++++=fade!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
jeered ^jj+++xvbn+=jeered
Sophy ^np++++=Sophy.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
a ^at++++=a
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
only ^ap+down+++=only
got ^vprf+++xvbn+=got
one ^cd1++++=one
dress ^nn++++=dress
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
to ^to+vcmp+++=to
have ^vbi++vrb++=have
some ^dti++++=some
tong ^np++++=tong
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
this ^dt+dem+++=this
gown ^nn++++=gown
would ^md+prd+++=would
cause ^vb++++=cause
a ^at++++=a
wave ^nn++++=wave
of ^in++++=of
indignation ^nn+nom+++=indignation
in ^in++++=in
Oskaloosa ^np+++??+=Oskaloosa,
, ^zz++++=EXTRAWORD
Iowa ^np+++??+=Iowa,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
make ^vb++++=make
a ^at++++=a
ripple ^nn++++=ripple
on ^in++++=on
State ^nn++++=State
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
takes ^vbz++++=takes
more ^rbr++++=more
than ^in++++=than
an ^at++++=an
aggravated ^jj+atrb++xvbn+=aggravated
Dutch ^nn++++=Dutch
neck ^nn++++=neck
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
fellow ^nn++++=fellow
look ^vb++++=look
at ^rb++++=at
a ^at++++=a
girl ^nn++++=girl
these ^dt+dem+++=these
days ^nns++++=days.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
town ^nn++++=town
like ^in++++=like
this ^dt+dem+++=this
a ^at++++=a
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
make ^vbi++++=make
a ^at++++=a
showin ^nn+++??+=showin'
' ^zz++++=EXTRAWORD
some ^dti++++=some
way ^nn++++=way.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
own ^ap++++=own
stage ^nn++++=stage
manager ^nn++++=manager.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
look ^vb++++=look
at ^rb++++=at
my ^pp$+pp1+++=my
dress ^nn++++=dress
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?
? ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
look ^vb++++=look
at ^rb++++=at
my ^pp$+pp1+++=my
face ^nn++++=face.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
like ^in++++=like
the ^ati++++=the
girl ^nn++++=girl
in ^in++++=in
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Muh ^np+++??+=Muh
face ^nn++++=face
is ^vbz+bez+vrb++=is
muh ^nn+++??+=muh
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+aux++0=EXTRAWORD
earned ^vpsv++agls+xvbnx+=earned
me ^pp1o+pp1+++=me
many ^ap++++=many
a ^at++++=a
square ^jj+atrb+++=square
meal ^nn++++=meal;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
let ^vb++++0=lemme
me ^pp1o+pp1+++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Pink ^jj+atrb+++=Pink
Cheeks ^nns++++=Cheeks,
, ^zz++++=EXTRAWORD
eatin ^nn+++??+=eatin'
' ^zz++++=EXTRAWORD
square ^nn++++=square
meals ^nns++++=meals
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
favorite ^jj+atrb+++=favorite
pastimes ^nns++++=pastimes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Say
say ^vb+vpub+++=EXTRAWORD
looka ^nn+++??+=looka
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
bellowed ^vprf+++xvbn+=bellowed
the ^ati++++=the
boss ^nn++++=boss,
, ^zz++++=EXTRAWORD
wrathfully ^rb++++=wrathfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
cut ^vb+++xvbn+=cut
out ^rp+pl+++=out
this ^dt+dem+++=this
here ^rn+pl+++=here
Romeo ^np++++=Romeo
and ^cc++++=and
Juliet ^np++++=Juliet
act ^nn++++=act,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
there ^rn+pl+++=there
ladder ^nn++++=ladder
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
no ^at++++=no
balcony ^nn++++=balcony
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Louie ^np++++=Louie,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shinny ^vb+++??+=shinny
up ^rp++++=up
there ^rn+pl+++=there
and ^cc++++=and
get ^vb++++=get
down ^in++++=down
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
them ^pp3o+pp3+++=them
brown ^jj+atrb+++=brown
satin ^nn++++=satin
pumps ^nns++++=pumps,
, ^zz++++=EXTRAWORD
small ^jj+atrb+++=small
size ^nn++++=size."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy
continued ^vbd+++xvbn+=continued
to ^to++++=to
wear ^vbi++++=wear
the ^ati++++=the
black ^jj+atrb+++=black
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
The ^ati++++=The
V ^zz++++=V-cut
- ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
neck ^nn++++=neck
seemed ^vbd+seem++xvbn+=seemed
more ^ql++++=more
flaunting ^jj+++xvbg+=flaunting
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
two ^cd++++=two
weeks ^nns++++=weeks
later ^rbr+tm+++=later
that ^cs+sub+++=that
Louie ^np++++=Louie
came ^vbd+++xvbn+=came
in ^in++++=in
from ^in++++=from
lunch ^nn++++=lunch,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
radiant ^jj++++=radiant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
fifteen ^cd++++=fifteen
minutes ^nns++++=minutes
late ^jj++++=late,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
boss ^nn++++=boss's
's ^$++++=EXTRAWORD
ravings ^nns+++??+=ravings
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
grin ^nn++++=grin
like ^in++++=like
somebody ^pn++++=somebody
handed ^vbd+++xvbn+=handed
you ^pp2+pp2+++=you
a ^at++++=a
ten ^cd++++=ten-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
note ^nn++++=note,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
commented ^vbn+vpub++xvbn+=commented
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
you ^pp2+pp2+++=you
must ^md+nec+++=must
of ^in++++=of
met ^vbd+++xvbn+=met
some ^dti++++=some
rube ^nn+++??+=rube
from ^in++++=from
home ^nr++++=home
when ^wrb+who+++=when
you ^pp2+pp2+++=you
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
t ^zz++++=t'
' ^zz++++=EXTRAWORD
lunch ^vb++++=lunch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
than ^in++++=than
that ^dt+pdem+++=that!
! ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
bumped ^vbd+++xvbnx+=bumped
right ^nn++++=right
into ^in++++=into
in ^in++++=in
the ^ati++++=the
elevator ^nn++++=elevator
going ^vwbg+++xvbg+=going
down ^rp++++=down?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Brothah ^np+++??+=Brothah
Bones ^nns++++=Bones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
mimicked ^jj+++xvbn+=mimicked
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
meet ^vb++++=meet
in ^in++++=in
the ^ati++++=the
elevator ^nn++++=elevator
going ^vwbg+++xvbg+=going
down ^rp++++=down?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
met ^vbd+++xvbnx+=met
a ^at++++=a
man ^nn++++=man
named ^vbd+++xvbn+=named
Ames ^np+++??+=Ames.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
used ^md"++pmd"++=used
to ^to++++=to
travel ^vb++++=travel
for ^in++++=for
a ^at++++=a
big ^jj+atrb+++=big
Boston ^np++++=Boston
shoe ^nn++++=shoe
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
our ^pp$+pp1+++=our
town ^nn++++=town
every ^at++++=every
few ^ap++++=few
months ^nns++++=months.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
be ^vbi++vrb++=be
good ^jj+atrb+++=good
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
him ^pp3o+pp3+++=him
home ^nr++++=home
for ^in++++=for
Sunday ^nr++++=Sunday
dinner ^nn++++=dinner
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
best ^jjt+atrb+++=best
dinner ^nn++++=dinner
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
had ^vb+hv+vrb++=had
in ^in++++=in
months ^nns++++=months.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
tired ^jj+++xvbn+=tired
those ^dt+dem+++=those
traveling ^nn+nom+++=traveling
men ^nns++++=men
get ^vb++++=get
of ^in++++=of
hotel ^nn++++=hotel
grub ^nn++++=grub."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Cut
cut ^vb+++xvbn+=EXTRAWORD
out ^rp+pl+++=out
the ^ati++++=the
description ^nn+nom+++=description
and ^cc++++=and
get ^vb++++=get
down ^rb+phrv+++=down
to ^in+ppvb+++=to
action ^nn++++=action,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
snapped ^xvbn+++xvbn+=snapped
Sophy ^np++++=Sophy.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
me ^pp1o+pp1+++=me
right ^rb++++=right
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
me ^pp1o+pp1+++=me
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
lunch ^nn++++=lunch
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
real ^jj+atrb+++=real
lunch ^nn++++=lunch,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
with ^in++++=with
soup ^nn++++=soup.
. ^zz++++=EXTRAWORD
Gee ^np++++=Gee!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
went ^vbd+++xvbn+=went
big ^jj++++=big.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
working ^vbg+++xvbgx+=working
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
laughed ^vbd+++xvbnx+=laughed
and ^cc+phrs+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
` ^zz++++=`How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
into ^in+ppvb+++=into
that ^cs+sub+++=that
joint ^jjb++++=joint?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
me ^pp1o+pp1+++=me
down ^rp++++=down
to ^in++++=to
a ^rb++++=a
swell ^rb"++++=swell
little ^ap++++=little
shoe ^nn++++=shoe
shop ^nn++++=shop
on ^in++++=on
State ^nn++++=State
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
owns ^vbz++++=owns
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
introduced ^vbd+++xvbnx+=introduced
me ^pp1o+pp1+++=me
all ^abn++++=all
around ^rp++++=around,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
there ^rn+pl+++=there
to ^in++++=to
work ^nn++++=work
next ^ap++++=next
week ^nn++++=week.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
wages ^nns++++=wages!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
almost ^rb+hdg+++=almost
a ^at++++=a
salary ^nn++++=salary.
. ^zz++++=EXTRAWORD
A ^at++++=A
fellow ^nn++++=fellow
can ^md+pos+++=can
hold ^vb+vprv+tht0++=hold
his ^pp$+pp3+++=his
head ^jjb++++=head
up ^rp++++=up
in ^in++++=in
a ^at++++=a
place ^nn++++=place
like ^in++++=like
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
leavin ^nn+++??+=leavin'?"
'?" ^nn+++??+=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
Sophy ^np++++=Sophy,
, ^zz++++=EXTRAWORD
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
" ^zz++++="Monday.
monday ^nr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Gee ^np++++=Gee!
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
a ^at++++=a
year ^nn++++=year
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy
was ^vbd+bedz+vrb++=was
late ^jj+atrb+++=late
Saturday ^nr++++=Saturday
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
hurriedly ^rb+cnj+++=hurriedly,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
scarlet ^jj+pred+++=scarlet
and ^cc++++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
glowed ^vbd+++xvbn+=glowed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
hat ^nn++++=hat
and ^cc++++=and
coat ^nn++++=coat
and ^cc++++=and
fell ^nn+++xvbn+=fell
to ^to++++=to
straightening ^vbi++++=straightening
boxes ^nns++++=boxes
and ^cc++++=and
putting ^vbg+++xvbg+=putting
out ^rb+phrv+++=out
stock ^nn++++=stock
without ^in++++=without
looking ^xvbg+++xvbg+=looking
up ^rp++++=up.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
no ^at++++=no
part ^nn++++=part
in ^in++++=in
the ^ati++++=the
talk ^nn++++=talk
and ^cc++++=and
jest ^rb++++=jest
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
on ^in++++=on
among ^in++++=among
the ^ati++++=the
other ^ap++++=other
clerks ^nns++++=clerks.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
the ^ati++++=the
missing ^jj+atrb++xvbg+=missing
mate ^nn++++=mate
to ^in++++=to
the ^ati++++=the
shoe ^nn++++=shoe
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
over ^in++++=over
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
greeting ^nvbg+++xvbg+=greeting
her ^pp3o+pp3+++=her
carelessly ^rb++++=carelessly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
stared ^vbd+++xvbnx+=stared.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
about ^in++++=about
this ^dt+pdem+++=this!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed
coarsely ^rb+cnj+++=coarsely,
, ^zz++++=EXTRAWORD
" ^zz++++="Look,
look ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
stop ^vb++++=stop,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen!
! ^zz++++=EXTRAWORD
Little ^ap++++=Little
Sophy ^np++++=Sophy
Bright ^jj+atrb+++=Bright
Eyes ^nns++++=Eyes
here ^rn+pl+++=here
has ^vbz+hvz+aux++=has
pulled ^vprf+++xvbnx+=pulled
down ^rb+phrv+++=down
the ^ati++++=the
shades ^nns++++=shades."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Louie ^np++++=Louie
turned ^vbd+++xvbn+=turned
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
immodest ^jjt++++=immodest
V ^zz++++=V
of ^in++++=of
Sophy ^np++++=Sophy's
's ^$++++=EXTRAWORD
gown ^nn++++=gown
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
a ^at++++=a
black ^jj+atrb+++=black
lace ^nn++++=lace
yoke ^nn++++=yoke
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
very ^ql+amp+++=very
lobes ^nns++++=lobes
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
pink ^jj+atrb+++=pink
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
some ^dti++++=some
scraps ^nns++++=scraps
of ^in++++=of
lace ^nn++++=lace
from ^in+strn+++=from--Where
-- ^--+clp+++=EXTRAWORD
where ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
they ^pp3a+pp3+++=they
get ^vb++++=get
those ^dt+dem+++=those
bits ^nns++++=bits
of ^in++++=of
rusty ^np++++=rusty
black ^jj++++=black?
? ^zz++++=EXTRAWORD
From ^in++++=From
some ^dti++++=some
basement ^nn+nom+++=basement
bargain ^nn++++=bargain
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
raked ^vprf+++xvbn+=raked
over ^in++++=over
during ^in++++=during
the ^ati++++=the
lunch ^nn++++=lunch
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
nine ^cd++++=nine
pieces ^nns++++=pieces
in ^in++++=in
the ^ati++++=the
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seven ^cd++++=seven
in ^in++++=in
the ^ati++++=the
back ^nn++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
up ^rp++++=up
half ^rb++++=half
the ^ati++++=the
night ^nn++++=night
putting ^vwbg+++xvbg+=putting
them ^pp3o+pp3+++=them
together ^nn+nom+++=together
so ^ql++++=so
that ^dt+pdem+++=that
when ^wrb+who+++=when
completed ^vwbn+++xvbn+=completed
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
like ^in++++=like
one ^pn++++=one,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
too ^ql++++=too
close ^vb++++=close.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
certain ^jj+atrb+++=certain
strain ^nn++++=strain
of ^in++++=of
Indian ^jj+atrb+++=Indian
patience ^nn+nom+++=patience
and ^cc++++=and
ingenuity ^nn+nom+++=ingenuity
in ^in++++=in
women ^nns++++=women
that ^tht+rel+obj++=that
no ^at++++=no
man ^nn++++=man
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
Louie ^np++++=Louie
looked ^vbd+++xvbn+=looked
up ^rp++++=up
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
met ^vbd+++xvbn+=met
Sophy ^np++++=Sophy's.
's. ^nn+++??+=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
there ^ex+pex+++=there
crept ^vprf+++xvbn+=crept
a ^at++++=a
certain ^jj+atrb+++=certain
exultant ^jj+atrb+++=exultant
gleam ^nn++++=gleam,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
for ^in++++=for
something ^pn++++=something
great ^jj++++=great
and ^cc++++=and
won ^vbd+++xvbn+=won.
. ^zz++++=EXTRAWORD
Sophy ^np++++=Sophy
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
look ^nn++++=look.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shy ^jj++++=shy
questioning ^jj+++xvbg+=questioning
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
was ^vbd+bedz+aux++=was
replaced ^vpsv++by+xvbnx+=replaced
by ^in++++=by
a ^at++++=a
spark ^nn++++=spark
of ^in++++=of
defiance ^nn+nom+++=defiance.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tossed ^vbd+++xvbnx+=tossed
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
to ^in++++=to
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
