If ^cs+cnd+++=IF
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Must ^md+nec+++=Must
it ^pp3+it+++=it
ever ^rb++++=ever
be ^vb+be+vrb++=be
thus ^rb+cnj+++=thus?
? ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
the ^ati++++=the
champagne ^nn++++=champagne
still ^rb+atrb+++=still
working ^jj+++xvbg+=working.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
only ^rb+down+++=only
were ^vbd+bed+vrb++=were
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
much ^rb++++=much
I ^pp1a+pp1+++=I
could ^md+pos+++=could
tell ^vb++++=tell
her ^pp$+pp3+++=her
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
About ^in++++=About
this ^dt+dem+++=this
evening ^nn++++=evening;
; ^zz++++=EXTRAWORD
even ^rb++++=even
about ^in++++=about
Timbuck ^np++++=Timbuck's
's ^$++++=EXTRAWORD
manner ^nn++++=manner
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+down+++=only
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
to ^to++++=to
come ^vbi++++=come
back ^jjb++++=back
to ^in++++=to
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
confide ^vb+vpub+++=confide
in ^in++++=in
her ^pp$+pp3+++=her
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
emotion ^nn+nom+++=emotion
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
off ^in+pl+++=off
his ^pp$+pp3+++=his
evening ^nn++++=evening
boot ^nn++++=boot
and ^cc++++=and
simply ^rb++++=simply
hurled ^vbd+++xvbn+=hurled
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
noise ^nn++++=noise
woke ^vbd+++xvbn+=woke
his ^pp$+pp3+++=his
wife ^nn++++=wife
with ^in++++=with
a ^at++++=a
terrible ^jj+atrb+++=terrible
start ^nn++++=start.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
up ^rp++++=up,
, ^zz++++=EXTRAWORD
pushing ^vbg+++xvbg+=pushing
back ^jjb++++=back
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
suddenly ^rb++++=suddenly
decided ^vbd+vprv++xvbn+=decided
to ^to+vcmp+++=to
have ^vbi++vrb++=have
one ^cd1++++=one
more ^ql++++=more
try ^vb++++=try
to ^to+vcmp+++=to
treat ^vbi++++=treat
her ^pp$+pp3+++=her
as ^in++++=as
a ^at++++=a
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
to ^to++++=to
win ^vbi++++=win
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seized ^vbd+++xvbn+=seized
one ^pn++++=one
of ^in++++=of
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
of ^in++++=of
all ^abn++++=all
those ^dt+dem+++=those
splendid ^jj+atrb+++=splendid
things ^nns++++=things
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^cd1++++=one
could ^md+pos+++=could
he ^pp3a+pp3+++=he
utter ^jjb++++=utter.
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
fiendish ^jj+atrb+++=fiendish
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
the ^ati++++=the
only ^ap+down+++=only
words ^nns++++=words
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
out ^rb+phrv+++=out
were ^vbd+bed+vrb++=were:
: ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+aux++=be
so ^ql++++=so
charmed ^vpsv++agls+xvbn+=charmed
so ^ql++++=so
charmed ^vpsv++agls+xvbn+=charmed
! ^zz++++=!"
" ^zz++++=EXTRAWORD
