July ^nr++++=JULY
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
soon ^rb+tm+++=soon
persuaded ^vbd+vsua+tht0+xvbn+=persuaded
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
never ^rb++splt++=never
conquer ^vb++++=conquer
nature ^nn++++=nature's
's ^$++++=EXTRAWORD
laws ^nns++++=laws
so ^rb++++=so
far ^rb+pl+++=far
as ^in++++=as
to ^in"++++=to
imprison ^vb++++=imprison
the ^ati++++=the
soul ^nn++++=soul
for ^rb++++=for
ever ^rb"++++=ever
within ^in++++=within
its ^pp$+it+++=its
carnal ^jj+atrb+++=carnal
habitation ^nn+nom+++=habitation.
. ^zz++++=EXTRAWORD
Cornelius ^np+++??+=Cornelius
had ^vbd+hvd+aux++=had
brewed ^vprf+++xvbnx+=brewed
a ^at++++=a
soul ^nn++++=soul-refreshing
- ^zz++++=EXTRAWORD
refreshing ^jj+atrb+++=EXTRAWORD
drink ^nn++++=drink--more
-- ^--+clp+++=EXTRAWORD
more ^ql++++=EXTRAWORD
inebriating ^jj+++xvbg+=inebriating
than ^in++++=than
wine ^nn++++=wine--sweeter
-- ^--+clp+++=EXTRAWORD
sweeter ^jjr++++=EXTRAWORD
and ^cc++++=and
more ^rbr++++=more
fragrant ^jj++++=fragrant
than ^in++++=than
any ^dti++++=any
fruit ^nn++++=fruit:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
possessed ^vbd+++xvbn+=possessed
probably ^rb++++=probably
strong ^jj+atrb+++=strong
medicinal ^jj+atrb+++=medicinal
powers ^nns++++=powers,
, ^zz++++=EXTRAWORD
imparting ^vbg+++xvbg+=imparting
gladness ^nns+nom+++=gladness
to ^in++++=to
the ^ati++++=the
heart ^nn++++=heart
and ^cc++++=and
vigor ^nn++++=vigor
to ^in++++=to
the ^ati++++=the
limbs ^nns++++=limbs;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
effects ^nns++++=effects
would ^md+prd+++=would
wear ^vb++++=wear
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
already ^rb++++=already
were ^vbd+bed+aux++=were
they ^pp3a+pp3+++=they
diminished ^vbd+++xvbnx+=diminished
in ^in++++=in
my ^pp$+pp1+++=my
frame ^nn++++=frame.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
lucky ^jj++++=lucky
fellow ^jjb++++=fellow
to ^to++++=to
have ^vbi+vbi+aux++=have
quaffed ^vprf+++xvbnx+=quaffed
health ^nn++++=health
and ^cc++++=and
joyous ^jj+atrb+++=joyous
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
long ^jj+atrb+++=long
life ^nn++++=life,
, ^zz++++=EXTRAWORD
at ^in++++=at
my ^pp$+pp1+++=my
master ^nn++++=master's
's ^$++++=EXTRAWORD
hands ^nns++++=hands;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
fortune ^nn++++=fortune
ended ^vbd+++xvbn+=ended
there ^rn+pl+++=there:
: ^zz++++=EXTRAWORD
longevity ^nn+nom+++=longevity
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
different ^jj+pred+++=different
from ^in++++=from
immortality ^nn+nom+++=immortality.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued
to ^to++++=to
entertain ^vbi++++=entertain
this ^dt+dem+++=this
belief ^nn++++=belief
for ^in++++=for
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
a ^at++++=a
thought ^nn+++xvbn+=thought
stole ^vbd+++xvbn+=stole
across ^in+pl+++=across
me ^pp1o+pp1+++=me--Was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
the ^ati++++=the
alchymist ^nn+nom+++=alchymist
indeed ^qlp++++=indeed
deceived ^vprf+++xvbn+=deceived?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
habitual ^jj+atrb+++=habitual
credence ^nn+nom+++=credence
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
meet ^vb++++=meet
the ^ati++++=the
fate ^nn++++=fate
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
Adam ^np++++=Adam
at ^in++++=at
my ^pp$+pp1+++=my
appointed ^jj+atrb++xvbn+=appointed
time ^nn++++=time--a
-- ^--+clp+++=EXTRAWORD
a ^rb++++=EXTRAWORD
little ^rb"++++=little
late ^jj++++=late,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb++++=still
at ^in++++=at
a ^at++++=a
natural ^jj+atrb+++=natural
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
certain ^jj+pred+++=certain
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
retained ^vbd+++xvbnx+=retained
a ^at++++=a
wonderfully ^rb++++=wonderfully
youthful ^jj+atrb+++=youthful
look ^nn++++=look.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
laughed ^vpsv++agls+xvbnx+=laughed
at ^in+ppvb+++=at
for ^in++++=for
my ^pp$+pp1+++=my
vanity ^nn++++=vanity
in ^in++++=in
consulting ^xvbg+++xvbg+=consulting
the ^ati++++=the
mirror ^nn++++=mirror
so ^rb++++=so
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
consulted ^vbd+++xvbnx+=consulted
it ^pp3+it+++=it
in ^rb++++=in
vain ^rb"++++=vain--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
brow ^nn++++=brow
was ^vbd+bedz+aux++=was
untrenched ^vpsv++agls+xvbnx+=untrenched--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
cheeks ^nns++++=cheeks--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
eyes ^nns++++=eyes--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
whole ^jj+atrb+++=whole
person ^nn++++=person
continued ^vbd+++xvbn+=continued
as ^cs+sub+++=as
untarnished ^jj+++xvbn+=untarnished
as ^in++++=as
in ^in"++++=in
my ^pp$+pp1+++=my
twentieth ^od++++=twentieth
year ^nn++++=year.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
troubled ^vpsv++agls+xvbnx+=troubled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
beauty ^nn++++=beauty
of ^in++++=of
Bertha ^np+++??+=Bertha--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
seemed ^vbd+seem++xvbnx+=seemed
more ^rbr++++=more
like ^in++++=like
her ^pp$+pp3+++=her
son ^nn++++=son.
. ^zz++++=EXTRAWORD
By ^in++++=By
degrees ^nns+nom+++=degrees
our ^pp$+pp1+++=our
neighbours ^nns++++=neighbours
began ^vbd+++xvbn+=began
to ^to++++=to
make ^vbi++++=make
similar ^jj+atrb+++=similar
observations ^nns+nom+++=observations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
at ^rb++++=at
last ^rb"++++=last
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
by ^in++++=by
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
Scholar ^nn++++=Scholar
bewitched ^vbd+++xvbn+=bewitched.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
herself ^ppl+pp3+++=herself
grew ^vbd+++xvbn+=grew
uneasy ^jj++++=uneasy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
became ^vbd+++xvbnx+=became
jealous ^jj++++=jealous
and ^cc+phrs+++=and
peevish ^jj++++=peevish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
length ^rb"++++=length
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
question ^nn+nom+++=question
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=had
no ^at++++=no
children ^nns++++=children;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
in ^in++++=in
all ^rb++++=all
to ^in++++=to
each ^dt++++=each
other ^ap++++=other;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
grew ^vbd+++xvbnx+=grew
older ^jjr++++=older,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
vivacious ^jj+atrb+++=vivacious
spirit ^nn++++=spirit
became ^vbd+++xvbn+=became
a ^rb++++=a
little ^rb"++++=little
allied ^vwbn+++xvbn+=allied
to ^in++++=to
ill ^jj++++=ill-temper,
- ^zz++++=EXTRAWORD
temper ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
beauty ^nn++++=beauty
sadly ^rb++++=sadly
diminished ^jj+++xvbn+=diminished,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cherished ^vbd+++xvbnx+=cherished
her ^pp$+pp3+++=her
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart
as ^in++++=as
the ^ati++++=the
mistress ^nns+nom+++=mistress
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
idolized ^vprf+++xvbnx+=idolized,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wife ^nn++++=wife
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
sought ^vprf+++xvbnx+=sought
and ^cc+phrs+++=and
won ^vpsv++agls+xvbn+=won
with ^in++++=with
such ^abl++++=such
perfect ^jj+atrb+++=perfect
love ^nn++++=love.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
our ^pp$+pp1+++=our
situation ^nn+nom+++=situation
became ^vbd+++xvbn+=became
intolerable ^jj++++=intolerable:
: ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
was ^vbd+bedz+vrb++=was
fifty ^cd++++=fifty--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
twenty ^cd++++=twenty
years ^nns++++=years
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
in ^in++++=in
very ^ql+amp+++=very
shame ^vb++++=shame,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
measure ^vb++++=measure
adopted ^vbd+++xvbn+=adopted
the ^ati++++=the
habits ^nns++++=habits
of ^in++++=of
a ^at++++=a
more ^rbr++++=more
advanced ^jj+atrb++xvbn+=advanced
age ^nn++++=age;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
no ^at++++=no
longer ^rbr++++=longer
mingled ^jj+++xvbn+=mingled
in ^in++++=in
the ^ati++++=the
dance ^nn++++=dance
among ^in++++=among
the ^ati++++=the
young ^jj++++=young
and ^cc+phrs+++=and
gay ^jj++++=gay,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
heart ^nn++++=heart
bounded ^vwbn+++xvbn+=bounded
along ^in++++=along
with ^in"++++=with
them ^pp3o+pp3+++=them
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
restrained ^vbd+++xvbnx+=restrained
my ^pp$+pp1+++=my
feet ^nns++++=feet;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sorry ^uh++++=sorry
figure ^nn++++=figure
I ^pp1a+pp1+++=I
cut ^vbd+++xvbnx+=cut
among ^in++++=among
the ^ati++++=the
Nestors ^np+++??+=Nestors
of ^in++++=of
our ^pp$+pp1+++=our
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
before ^cs+sub+++=before
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
mention ^nn+nom+++=mention,
, ^zz++++=EXTRAWORD
things ^nns++++=things
were ^vbd+bed+aux++=were
altered ^vpsv++agls+xvbnx+=altered--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
were ^vbd+bed+aux++=were
universally ^rb++splt++=universally
shunned ^vpsv++agls+xvbnx+=shunned;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was--reported
-- ^--+clp+++=EXTRAWORD
reported ^vb+++xvbn+=EXTRAWORD
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
kept ^vprf+++xvbnx+=kept
up ^rb+phrv+++=up
an ^at++++=an
iniquitous ^jj+atrb+++=iniquitous
acquaintance ^nn+nom+++=acquaintance
with ^in++++=with
some ^dti++++=some
of ^in++++=of
my ^pp$+pp1+++=my
former ^ap++++=former
master ^nn++++=master's
's ^$++++=EXTRAWORD
supposed ^vpsv++agls+xvbnx+=supposed
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
Bertha ^np+++??+=Bertha
was ^vbd+bedz+aux++=was
pitied ^vpsv++agls+xvbnx+=pitied,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
deserted ^jj+++xvbn+=deserted.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
regarded ^vpsv++agls+xvbnx+=regarded
with ^in++++=with
horror ^nn++++=horror
and ^cc++++=and
detestation ^nn+nom+++=detestation.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done?
? ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
sat ^vpsv++by+xvbn+=sat
by ^in++++=by
our ^pp$+pp1+++=our
winter ^nn++++=winter
fire ^nn++++=fire--poverty
-- ^--+clp+++=EXTRAWORD
poverty ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
itself ^ppl++++=itself
felt ^vbd+vprv++xvbn+=felt,
, ^zz++++=EXTRAWORD
for ^in++++=for
none ^rb++++=none
would ^md+prd+++=would
buy ^vb++++=buy
the ^ati++++=the
produce ^nn++++=produce
of ^in++++=of
my ^pp$+pp1+++=my
farm ^nn++++=farm;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
journey ^vb++++=journey
twenty ^cd++++=twenty
miles ^nns++++=miles,
, ^zz++++=EXTRAWORD
to ^in++++=to
some ^dti++++=some
place ^nn++++=place
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
known ^jj+++xvbn+=known,
, ^zz++++=EXTRAWORD
to ^to++++=to
dispose ^vbi++++=dispose
of ^in+ppvb+++=of
our ^pp$+pp1+++=our
property ^nn++++=property.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
saved ^vprf+++xvbnx+=saved
something ^pn++++=something
for ^in++++=for
an ^at++++=an
evil ^nn++++=evil
day ^nn++++=day--that
-- ^--+clp+++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
day ^nn++++=day
was ^vbd+bedz+aux++=was
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vpsv++by+xvbn+=sat
by ^in++++=by
our ^pp$+pp1+++=our
lone ^jjb+atrb+++=lone
fireside ^nn++++=fireside--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
old ^jj++++=old-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
youth ^nn++++=youth
and ^cc++++=and
his ^pp$+pp3+++=his
antiquated ^jj+atrb+++=antiquated
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
Bertha ^np+++??+=Bertha
insisted ^vbd+vpub++xvbn+=insisted
on ^in++++=on
knowing ^xvbg+++xvbg+=knowing
the ^ati++++=the
truth ^nn++++=truth;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
recapitulated ^vbd+++xvbnx+=recapitulated
all ^abn++++=all
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
heard ^vprf+++xvbnx+=heard
said ^vbd+vpub++xvbn+=said
about ^rb++++=about
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
added ^jj+++xvbn+=added
her ^pp3o+pp3+++=her
own ^ap++++=own
observations ^nns+nom+++=observations.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
conjured ^vbd+++xvbnx+=conjured
me ^pp1o+pp1+++=me
to ^to++++=to
cast ^vbi++++=cast
off ^in+pl+++=off
the ^ati++++=the
spell ^nn++++=spell;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
described ^vbd+++xvbnx+=described
how ^wrb+who+++=how
much ^ap++++=much
more ^rbr++++=more
comely ^jj+atrb+++=comely
grey ^np++++=grey
hairs ^nns++++=hairs
were ^vbd+bed+vrb++=were
than ^in++++=than
my ^pp$+pp1+++=my
chestnut ^nn++++=chestnut
locks ^nns++++=locks;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
descanted ^vbd+++xvbnx+=descanted
on ^in++++=on
the ^ati++++=the
reverence ^nn+nom+++=reverence
and ^cc++++=and
respect ^nn++++=respect
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
age ^vb++++=age--how
-- ^--+clp+++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
preferable ^vb++++=preferable
to ^to+vcmp+++=to
the ^ati++++=the
slight ^nn++++=slight
regard ^vb++++=regard
paid ^vbd+++xvbn+=paid
to ^in++++=to
mere ^jjb+atrb+++=mere
children ^nns++++=children:
: ^zz++++=EXTRAWORD
could ^md+pos+++=could
I ^pp1a+pp1+++=I
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
the ^ati++++=the
despicable ^jj+atrb+++=despicable
gifts ^nns++++=gifts
of ^in++++=of
youth ^nn++++=youth
and ^cc++++=and
good ^jj++++=good
looks ^vbz++++=looks
outweighed ^vbd+++xvbn+=outweighed
disgrace ^nn+++??+=disgrace,
, ^zz++++=EXTRAWORD
hatred ^nn++++=hatred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scorn ^nn++++=scorn?
? ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
end ^nn++++=end
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+aux++=be
burnt ^vpsv++agls+xvbnx+=burnt
as ^ql++++=as
a ^at++++=a
dealer ^nn++++=dealer
in ^in++++=in
the ^ati++++=the
black ^jj+atrb+++=black
art ^nn++++=art,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
deigned ^jj+++xvbn+=deigned
to ^to++++=to
communicate ^nn+nom+++=communicate
any ^dti++++=any
portion ^nn+nom+++=portion
of ^in++++=of
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+aux++=be
stoned ^vpsv++agls+xvbnx+=stoned
as ^in++++=as
my ^pp$+pp1+++=my
accomplice ^nn++++=accomplice.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
she ^pp3a+pp3+++=she
insinuated ^vbd+++xvbnx+=insinuated
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
must ^md+nec+++=must
share ^vb++++=share
my ^pp$+pp1+++=my
secret ^nn++++=secret
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bestow ^vb++++=bestow
on ^rp++++=on
her ^pp3o+pp3+++=her
like ^in++++=like
benefits ^nns++++=benefits
to ^in++++=to
those ^dt+dem+++=those
I ^pp1a+pp1+++=I
myself ^ppl+pp1+++=myself
enjoyed ^vbd+++xvbn+=enjoyed,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
she ^pp3a+pp3+++=she
would ^md+prd+++=would
denounce ^vb++++=denounce
me ^pp1o+pp1+++=me--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
burst ^vbd+++xvbnx+=burst
into ^in+ppvb+++=into
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
beset ^vbd+++xvbn+=beset,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=methought
thought ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
best ^jjt+atrb+++=best
way ^nn++++=way
to ^to++++=to
tell ^vbi++++=tell
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
revealed ^vbd+vprv+tht0+xvbnx+=revealed
it ^pp3+it+++=it
as ^in++++=as
tenderly ^rb++++=tenderly
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spoke ^vbd+++xvbn+=spoke
only ^rb+down+++=only
of ^in++++=of
a ^at++++=a
very ^ql+amp+++=very
long ^rb++++=long
life ^nn++++=life,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
of ^in++++=of
immortality ^nn+nom+++=immortality--which
-- ^--+clp+++=EXTRAWORD
which ^whp+who+++=EXTRAWORD
representation ^nn+nom+++=representation,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
coincided ^j+++xvbn+=coincided
best ^jjt++++=best
with ^in++++=with
my ^pp$+pp1+++=my
own ^ap++++=own
ideas ^nns++++=ideas.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
ended ^vbd+++xvbnx+=ended,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
denounce ^vb++++=denounce
the ^ati++++=the
lover ^nn++++=lover
of ^in++++=of
your ^pp$+pp2+++=your
youth ^nn++++=youth?
? ^zz++++=EXTRAWORD
-- ^--+clp+++=--You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
too ^ql++++=too
hard ^jj++++=hard,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
should ^md+nec+++=should
suffer ^vb++++=suffer
from ^in++++=from
my ^pp$+pp1+++=my
ill ^jj++++=ill-luck
- ^zz++++=EXTRAWORD
luck ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
accursed ^jj+atrb+++=accursed
arts ^nns++++=arts
of ^in++++=of
Cornelius ^np+++??+=Cornelius.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
leave ^vb++++=leave
you ^pp2+pp2+++=you--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
wealth ^nn++++=wealth
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
friends ^nns++++=friends
will ^md+prd+++=will
return ^vb++++=return
in ^in++++=in
my ^pp$+pp1+++=my
absence ^nn+nom+++=absence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
go ^vb++++=go;
; ^zz++++=EXTRAWORD
young ^jj++++=young
as ^ql++++=as
I ^pp1a+pp1+++=I
seem ^vb+seem+++=seem,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strong ^jj++++=strong
as ^ql++++=as
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
work ^vb++++=work
and ^cc+phrs+++=and
gain ^vb++++=gain
my ^pp$+pp1+++=my
bread ^nn++++=bread
among ^in++++=among
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
unsuspected ^jj++++=unsuspected
and ^cc+phrs+++=and
unknown ^jj++++=unknown.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
you ^pp2+pp2+++=you
in ^in++++=in
youth ^nn++++=youth;
; ^zz++++=EXTRAWORD
God ^np++++=God
is ^vbz+bez+aux++=is
my ^pp$+pp1+++=my
witness ^nns+nom+++=witness
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
desert ^vb++++=desert
you ^pp2+pp2+++=you
in ^in++++=in
age ^nn++++=age,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
your ^pp$+pp2+++=your
safety ^nn++++=safety
and ^cc++++=and
happiness ^nns+nom+++=happiness
require ^vb+vsua+++=require
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
my ^pp$+pp1+++=my
cap ^nn++++=cap
and ^cc++++=and
moved ^vpsv++agls+xvbn+=moved
towards ^in++++=towards
the ^ati++++=the
door ^nn++++=door;
; ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
moment ^nn++++=moment
Bertha ^np++++=Bertha's
