Violent ^jj+atrb+++=VIOLENT
following ^vbg+++xvbgx+=following
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
and ^cc++++=and
your ^pp$+pp2+++=your
mother ^npt++++=mother
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
why ^wrb+who+whcl++=why?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
searched ^vbd+++xvbn+=searched
his ^pp$+pp3+++=his
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
now ^rn+tm+++=now
that ^cs+sub+++=that
you ^pp2+pp2+++=you
mention ^nn+nom+++=mention
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
someone ^pn++++=someone
following ^vbg+++xvbg+=following
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maybe.
maybe ^rb+hdg+++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
after ^cs+sub+++=after
Tracy ^np+++??+=Tracy
Huggins ^np++++=Huggins
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
folks ^nns++++=folks
came ^vbd+++xvbn+=came
to ^in++++=to
headquarters ^nns+nom+++=headquarters,
, ^zz++++=EXTRAWORD
raised ^jj+atrb++xvbn+=raised
hell ^nn++++=hell.
. ^zz++++=EXTRAWORD
Said ^j+++xvbn+=Said
I ^pp1a+pp1+++=I
should ^md+nec+++=should've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf+++xvbnx+=told
the ^ati++++=the
papers ^nns++++=papers
about ^in++++=about
that ^dt+dem+++=that
first ^od++++=first
note ^vb+vprv+++=note.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would've
've ^vb+hv+aux++0=EXTRAWORD
known ^vprf+++xvbnx+=known.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could've
've ^vb+hv+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Stuff ^nn++++=Stuff
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
" ^zz++++="Heard
heard ^vbd+vprv+tht0+xvbn+=EXTRAWORD
they ^pp3a+pp3+++=they
hung ^vbd+++xvbnx+=hung
around ^rp++++=around
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
still ^rb++++=still
pretty ^rb++++=pretty
steamed ^vbd+++xvbn+=steamed
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Made ^j+++xvbn+=Made
me ^pp1o+pp1+++=me
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
paranoid ^jj++++=paranoid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
when ^wrb+who+++=when
her ^pp$+pp3+++=her
body ^nn++++=body
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
a ^at++++=a
phone ^nn++++=phone
call ^nn++++=call
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
just ^rb+emph+++=just
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Satisfied?'
satisfied ^jj+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
then ^rn+tm+++=then
hung ^vbd+++xvbn+=hung
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
tell ^vb++++=tell
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Huggins ^np++++=Huggins."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dad?"
dad ^npt++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes?"
yes ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
bring ^vb++++=bring
it ^pp3+it+++=it
all ^abn++++=all
back ^jjb++++=back?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
brows ^nns++++=brows
twitched ^vbd+++xvbn+=twitched.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
halls ^nns++++=halls."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
referring ^vbg+++xvbgx+=referring
to ^in++++=to
Judy ^np++++=Judy
Franklin ^np++++=Franklin.
. ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
brought ^vbd+++xvbn+=brought
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Larsen ^np++++=Larsen
up ^in+cmpx+++=up
to ^in++++=to
date ^nn++++=date.
. ^zz++++=EXTRAWORD
From ^in++++=From
Judy ^np++++=Judy
Franklin ^np++++=Franklin's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
to ^in++++=to
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
ear ^nn++++=ear,
, ^zz++++=EXTRAWORD
the ^ati++++=the
story ^nn++++=story
was ^vbd+bedz+aux++=was
naturally ^rb++splt++=naturally
mangled ^vwbn+++xvbn+=mangled.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
one ^cd1++++=one
point ^nn++++=point
survived ^vbd+++xvbn+=survived.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
finally ^rb++++=finally
someone ^pn++++=someone
saw ^vbd+vprv++xvbn+=saw
its ^pp$+it+++=its
significance ^nn+nom+++=significance.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
leave ^nn++++=leave
us ^pp1o+pp1+++=us
alone ^rb+cnj+++=alone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jimmy ^np++++=Jimmy.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
do ^vb+do+vrb++=do
our ^pp$+pp1+++=our
job ^nn++++=job."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Larsen ^np++++=Larsen,
, ^zz++++=EXTRAWORD
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you
information ^nn+nom+++=information
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
checking ^xvbg+++xvbg+=checking
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
she ^pp3a+pp3+++=she
can ^md+pos+++=can
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't;
n't ^xnot++not++0=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
explain ^vb+vpub+++=explain
why ^wrb+who+whcl++=why."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
commissioner ^nn+nom+++=commissioner
wants ^vbz++++=wants
to ^to+vcmp+++=to
keep ^vbi++++=keep
a ^at++++=a
lid ^nn++++=lid
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thinks ^vbz+vprv+tht0++=thinks
this ^dt+dem+++=this
guy ^np++++=guy
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
copycat ^nn+++??+=copycat.
. ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
he ^pp3a+pp3+++=he
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
a ^at++++=a
psychopath ^nn++++=psychopath
starting ^vwbg+++xvbg+=starting
up ^rp++++=up
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
years ^nns++++=years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
area ^nn++++=area."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
the ^ati++++=the
commissioner ^nn+nom+++=commissioner
for ^in++++=for
me ^pp1o+pp1+++=me
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
psychos ^nns+++??+=psychos
obeyed ^vbd+++xvbn+=obeyed
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
psychos ^nns+++??+=psychos.
. ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
reasons ^nns++++=reasons
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
talk ^vbi++++=talk
about ^in+strn+++=about."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
point ^nn++++=point
is ^vbz+bez+aux++=is
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
satisfied ^vpsv++agls+xvbnx+=satisfied
with ^in++++=with
knowing ^xvbg+++xvbg+=knowing
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
doing ^vbg+++xvbgx+=doing
the ^ati++++=the
best ^jjt++++=best
you ^pp2+pp2+++=you
can ^md+pos+++=can.
. ^zz++++=EXTRAWORD
The ^ati++++=The
victim ^nn++++=victim's
's ^$++++=EXTRAWORD
sister ^nn++++=sister's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
desperately ^rb++++=desperately
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
have ^vbi+vbi+aux++=have
everybody ^pn++++=everybody
approve ^vb++++=approve
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
hell ^nn++++=hell
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
ever ^rb++++=ever
going ^vbg+++xvbg+=going
to ^in++++=to
arrest ^nn++++=arrest
anybody ^pn++++=anybody?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^wdt+who+whq++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
thing ^nn++++=thing
to ^to++++=to
think ^vbi+vprv+++=think
about ^in++++=about
until ^in++++=until
next ^ap++++=next
week ^nn++++=week."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jimmy ^nn++++=Jimmy
counted ^vbd+++xvbn+=counted
out ^rp+pl+++=out
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Larsen ^np++++=Larsen's
's ^$++++=EXTRAWORD
fee ^nn++++=fee.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
Mephistopheles ^np+++??+=Mephistopheles
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
our ^pp$+pp1+++=our
obsession ^nn++++=obsession."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then,
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
bet ^nn+++xvbn+=bet's
's ^$++++=EXTRAWORD
on ^rp++++=on
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Obsessed
obsessed ^vbd+++xvbn+=EXTRAWORD
people ^nns++++=people
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
straight ^jj++++=straight.
. ^zz++++=EXTRAWORD
Try ^vb++++=Try
some ^dti++++=some
relaxation ^nn+nom+++=relaxation
when ^wrb+who+++=when
you ^pp2+pp2+++=you
get ^vb++++=get
to ^to+vcmp+++=to
your ^pp$+pp2+++=your
desk ^nn++++=desk
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jimmy ^nn++++=Jimmy
hesitated ^vbd+++xvbn+=hesitated
as ^ql++++=as
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
a ^at++++=a
five ^cd++++=five-dollar
- ^zz++++=EXTRAWORD
dollar ^nn++++=EXTRAWORD
bill ^nn++++=bill
on ^in++++=on
the ^ati++++=the
pile ^nn++++=pile.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
noticed ^vbd+vprv+tht0+xvbnx+=noticed
you ^pp2+pp2+++=you
became ^vbd+++xvbn+=became
thoughtful ^jj++++=thoughtful
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
like ^in++++=like
something ^pn++++=something'd
'd ^vbd+hvd+aux++0=EXTRAWORD
occurred ^vprf+++xvbnx+=occurred
to ^in++++=to
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
never ^rb++splt++=never
give ^vb++++=give
up ^rb+phrv+++=up
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
turn ^vbi++++=turn
me ^pp1o+pp1+++=me
into ^in++++=into
a ^at++++=a
consultant ^nn+nom+++=consultant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
something ^pn++++=something
occur ^vb++++=occur
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Okay.
okay ^rb+dspt+++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
idea ^nn++++=idea?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sure.
sure ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="
" ^zz++++="And
and ^cc++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
you ^pp2+pp2+++=you
ask ^vb++++=ask
me ^pp1o+pp1+++=me
for ^in++++=for
advice ^nn++++=advice?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Agreed.
agreed ^vbd+vpub++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
here ^rn+pl+++=here
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=."
" ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
went ^vbd+++xvbn+=went
looking ^jj+++xvbg+=looking
for ^in++++=for
a ^at++++=a
certain ^jj+atrb+++=certain
book ^nn++++=book
of ^in++++=of
photographs ^nns++++=photographs,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
after ^in++++=after
two ^cd++++=two
difficult ^jj+atrb+++=difficult
days ^nns++++=days.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
the ^ati++++=the
book ^nn++++=book
to ^in++++=to
a ^at++++=a
certain ^jj+atrb+++=certain
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen
Dunn ^np++++=Dunn's
's ^$++++=EXTRAWORD
boss ^nn++++=boss
scanned ^vbd+++xvbn+=scanned
the ^ati++++=the
page ^nn++++=page
in ^in++++=in
which ^whp+rel+pied++=which
Jimmy ^np++++=Jimmy
was ^vbd+bedz+vrb++=was
interested ^jj+pred+++=interested
and ^cc++++=and,
, ^zz++++=EXTRAWORD
without ^in++++=without
prompting ^nn++++=prompting,
, ^zz++++=EXTRAWORD
singled ^vprf+++xvbn+=singled
out ^rp+pl+++=out
the ^ati++++=the
right ^jj+atrb+++=right
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
guy ^np++++=guy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
seen ^vbd+vprv++xvbnx+=seen
him ^pp3o+pp3+++=him
hangin ^nn+++??+=hangin'
' ^zz++++=EXTRAWORD
around ^rp++++=around
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
botherin ^nn+++??+=botherin'
' ^zz++++=EXTRAWORD
Helen ^np++++=Helen,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
long ^rb++++=long
before ^cs+sub+++=before
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
scanned ^vbd+++xvbnx+=scanned
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
page ^nn++++=page.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
recognize ^vb+vprv+++=recognize
some ^dti++++=some
of ^in++++=of
these ^dt+dem+++=these
other ^ap++++=other
people ^nns++++=people
too ^ql++++=too;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
for ^in++++=for
someone ^pn++++=someone
who ^whp+who+++=who
was ^vbd+bedz+vrb++=was
botherin ^nn+++??+=botherin'
' ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her--this
-- ^--+clp+++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
guy ^np++++=guy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rest ^nn++++=rest
were ^vbd+bed+vrb++=were
dead ^jj+atrb+++=dead
ends ^nns++++=ends.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Hugginses ^np+++??+=Hugginses
slammed ^vbd+++xvbn+=slammed
the ^ati++++=the
door ^nn++++=door
at ^in++++=at
the ^ati++++=the
mention ^nn+nom+++=mention
of ^in++++=of
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
The ^ati++++=The
owner ^nn++++=owner
of ^in++++=of
the ^ati++++=the
singles ^nns++++=singles
bar ^nn++++=bar
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Seven
seven ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
remember ^nn+nom+++=remember
who ^whp+who+++=who
the ^ati++++=the
hell ^nn++++=hell
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
last ^jj+atrb+++=last
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Julie ^np++++=Julie
Mckinnon ^np++++=McKinnon's
's ^$++++=EXTRAWORD
acquaintances ^nns+nom+++=acquaintances
were ^vbd+bed+vrb++=were
far ^rb+pl+++=far
away ^rp+pl+++=away
by ^in++++=by
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
wasting ^vbg+++xvbgx+=wasting
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
enough ^dt++++=enough
for ^in++++=for
Patti ^np+++??+=Patti
Bukowski ^np+++??+=Bukowski
to ^to++++=to
leave ^vbi++++=leave
her ^pp$+pp3+++=her
East ^np+pl+++=East
Detroit ^np+++??+=Detroit
home ^nr++++=home
and ^cc++++=and
her ^pp$+pp3+++=her
husband ^nn++++=husband
of ^in++++=of
three ^cd++++=three
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Gil ^np+++??+=Gil,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
things ^nns++++=things
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
too ^rb++++=too
crazy ^jj++++=crazy.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
enough ^dt++++=enough
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
move ^vbi++++=move
to ^in++++=to
a ^at++++=a
downtown ^rn++++=downtown
Detroit ^np+++??+=Detroit
apartment ^nn+nom+++=apartment
building ^vwbg+++xvbg+=building
to ^in++++=to
experience ^nn+nom+++=experience
being ^vwbg+beg++xvbg+=being
answerable ^jj++++=answerable
to ^in++++=to
no ^ati++neg++=no
one ^pn++++=one.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spent ^vbd+++xvbnx+=spent
the ^ati++++=the
first ^od++++=first
evening ^nn++++=evening
in ^in++++=in
Hart ^np++++=Hart
Plaza ^np++++=Plaza
on ^in++++=on
the ^ati++++=the
great ^jj+atrb+++=great,
, ^zz++++=EXTRAWORD
terraced ^jj+atrb+++=terraced
stone ^nn++++=stone
structure ^nn++++=structure
that ^tht+rel+subj++=that
overlooked ^vbd+vprv++xvbn+=overlooked
the ^ati++++=the
darkness ^nns+nom+++=darkness
of ^in++++=of
the ^ati++++=the
Detroit ^np+++??+=Detroit
River ^nn++++=River.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
too ^ql++++=too
absorbed ^jj+++xvbn+=absorbed
in ^in++++=in
the ^ati++++=the
solitude ^nn++++=solitude
and ^cc++++=and
the ^ati++++=the
glow ^nn++++=glow
of ^in++++=of
the ^ati++++=the
Windsor ^np++++=Windsor
skyline ^nn++++=skyline
at ^in++++=at
sunset ^nn++++=sunset
to ^in++++=to
notice ^nn++++=notice
him ^pp3o+pp3+++=him
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Patti ^np+++??+=Patti
gave ^vbd+++xvbn+=gave
up ^rb+phrv+++=up
two ^cd++++=two
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
weeks ^nns++++=weeks
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
partly ^rb+down+++=partly
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
missed ^vbd+++xvbnx+=missed
Gil ^np+++??+=Gil.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
seemed ^vprf+++xvbnx+=seemed
so ^ql+emph+++=so
nice ^jj++++=nice
at ^in++++=at
Hart ^np++++=Hart
Plaza ^np++++=Plaza.
. ^zz++++=EXTRAWORD
Gil ^np+++??+=Gil
had ^vbd+hvd+aux++=had
suggested ^vprf++tht0+xvbnx+=suggested
she ^pp3a+pp3+++=she
wait ^vb++++=wait
until ^in++++=until
tomorrow ^nr+tm+++=tomorrow;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
could ^md+pos+++=could
