Such ^abl++++=SUCH
lodge ^vbi++++=lodge
myself ^ppl+pp1+++=myself
somewhere ^rb++++=somewhere
on ^in++++=on
the ^ati++++=the
firm ^jj+atrb+++=firm
flesh ^nn++++=flesh,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
robust ^jj+atrb+++=robust
spine ^nn++++=spine,
, ^zz++++=EXTRAWORD
wherever ^nn+nom+++=wherever
I ^pp1a+pp1+++=I
can ^md+pos+++=can
penetrate ^nn+nom+++=penetrate
or ^cc+phrs+++=or
find ^vb+vprv+++=find
foothold ^nn++++=foothold
on ^in++++=on
the ^ati++++=the
person ^nn++++=person,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
of ^in++++=of
Moggridge ^np+++??+=Moggridge
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
enormous ^jj+atrb+++=enormous
stability ^nn+nom+++=stability
of ^in++++=of
the ^ati++++=the
fabric ^nn++++=fabric;
; ^zz++++=EXTRAWORD
the ^ati++++=the
spine ^nn++++=spine
tough ^jj++++=tough
as ^ql++++=as
whalebone ^vb+++??+=whalebone,
, ^zz++++=EXTRAWORD
straight ^jj++++=straight
as ^ql++++=as
oak ^nn++++=oak-tree;
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
ribs ^nns++++=ribs
radiating ^vwbg+++xvbg+=radiating
branches ^nns++++=branches;
; ^zz++++=EXTRAWORD
the ^ati++++=the
flesh ^nn++++=flesh
taut ^jj+atrb+++=taut
tarpaulin ^nn+++??+=tarpaulin;
; ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
hollows ^nns++++=hollows;
; ^zz++++=EXTRAWORD
the ^ati++++=the
suck ^vb++++=suck
and ^cc++++=and
regurgitation ^nn+nom+++=regurgitation
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
from ^in++++=from
above ^jjb+atrb+++=above
meat ^nn++++=meat
falls ^vbz++++=falls
in ^in++++=in
brown ^jj+atrb+++=brown
cubes ^nns++++=cubes
and ^cc++++=and
beer ^nn++++=beer
gushes ^nns+++??+=gushes
to ^to++++=to
be ^vbi+vbi+aux++=be
churned ^vpsv++agls+xvbnx+=churned
to ^in++++=to
blood ^nn++++=blood
again ^rb+tm+++=again
and ^cc++++=and
so ^ql++++=so
we ^pp1a+pp1+++=we
reach ^vb++++=reach
the ^ati++++=the
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
aspidistra ^nn+++??+=aspidistra
they ^pp3a+pp3+++=they
see ^vb+vprv+tht0++=see
something ^pn++++=something;
; ^zz++++=EXTRAWORD
black ^jj++++=black,
, ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
dismal ^jj++++=dismal;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
the ^ati++++=the
plate ^nn++++=plate
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
aspidistra ^nn+++??+=aspidistra
they ^pp3a+pp3+++=they
see ^vb+vprv+++=see
elderly ^jj+atrb+++=elderly
woman ^nn++++=woman;
; ^zz++++=EXTRAWORD
" ^zz++++="Marsh's
marsh ^npl++++=EXTRAWORD
's ^$++++=EXTRAWORD
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
Hilda ^np++++=Hilda's
's ^$++++=EXTRAWORD
more ^ql++++=more
my ^pp$+pp1+++=my
sort ^nn++++=sort;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
tablecloth ^nn++++=tablecloth
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="Marsh
marsh ^npl++++=EXTRAWORD
would ^md+prd+++=would
know ^vb+vprv+++=know
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
wrong ^jj++++=wrong
with ^in++++=with
Morrises.. ^np+++??+=Morrises..."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
talk ^nn++++=talk
that ^tht+rel+++=that
over ^in+strn+++=over;
; ^zz++++=EXTRAWORD
cheese ^nn++++=cheese
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come;
; ^zz++++=EXTRAWORD
the ^ati++++=the
plate ^nn++++=plate
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
turn ^nn++++=turn
it ^pp3+it+++=it
round ^in++++=round
the ^ati++++=the
enormous ^jj+atrb+++=enormous
fingers ^nns+nom+++=fingers;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
the ^ati++++=the
woman ^nn++++=woman
opposite ^nn++++=opposite.
. ^zz++++=EXTRAWORD
" ^zz++++="Marsh's
marsh ^npl++++=EXTRAWORD
's ^$++++=EXTRAWORD
sister ^npt++++=sister
not ^xnot++not++=not
a ^at++++=a
bit ^nn++++=bit
like ^in++++=like
Marsh ^npl++++=Marsh;
; ^zz++++=EXTRAWORD
wretched ^jj+atrb+++=wretched,
, ^zz++++=EXTRAWORD
elderly ^jj+atrb+++=elderly
female....you ^nn+++??+=female....You
should ^md+nec+++=should
feed ^vb++++=feed
your ^pp$+pp2+++=your
hens....god ^nn+++??+=hens....God's
's ^$++++=EXTRAWORD
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+aux++0=EXTRAWORD
set ^vbd+++xvbn+=set
her ^pp3o+pp3+++=her
twitching ^vbg+++xvbg+=twitching?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said?
? ^zz++++=EXTRAWORD
Dear ^jj++++=Dear,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!
! ^zz++++=EXTRAWORD
These ^dt+dem+++=These
elderly ^jj+atrb+++=elderly
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Dear ^jj++++=Dear,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
[ ^zz++++=[Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
twitched ^vprf+++xvbnx+=twitched,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
momentjames ^nns+++??+=momentJames
Moggridge ^np+++??+=Moggridge].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Dear,
dear ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
How ^wrb+who+++=How
beautiful ^jj++++=beautiful
the ^ati++++=the
sound ^nn++++=sound
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
knock ^nn++++=knock
of ^in++++=of
a ^at++++=a
mallet ^nn++++=mallet
on ^in++++=on
seasoned ^jj+atrb+++=seasoned
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
throb ^nn++++=throb
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
an ^at++++=an
ancient ^jj+atrb+++=ancient
whaler ^nn++++=whaler
when ^wrb+who+++=when
the ^ati++++=the
seas ^nns++++=seas
press ^nn++++=press
thick ^jj++++=thick
and ^cc++++=and
the ^ati++++=the
green ^nn++++=green
is ^vbz+bez+aux++=is
clouded ^vpsv++agls+xvbnx+=clouded.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear,
dear ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
passing ^jj+atrb++xvbg+=passing
bell ^nn++++=bell
for ^in++++=for
the ^ati++++=the
souls ^nns++++=souls
of ^in++++=of
the ^ati++++=the
fretful ^jj++++=fretful
to ^to++++=to
soothe ^vbi++++=soothe
them ^pp3o+pp3+++=them
and ^cc++++=and
solace ^nn++++=solace
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
lap ^nn++++=lap
them ^pp3o+pp3+++=them
in ^in++++=in
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
luck ^nn++++=luck
to ^in++++=to
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
pleasure ^nn++++=pleasure?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
for ^in++++=for
though ^cs+sub+++=though
Moggridge ^np+++??+=Moggridge
would ^md+prd+++=would
pluck ^vb+++??+=pluck
his ^pp$+pp3+++=his
rose ^nn+++xvbn+=rose
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
over ^rb++++=over.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
next ^ap++++=next
thing ^nn++++=thing?
? ^zz++++=EXTRAWORD
" ^zz++++="Madam,
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
miss ^vb++++=miss
your ^pp$+pp2+++=your
train ^nn++++=train,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
linger ^vb++++=linger.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
way ^nn++++=way;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
sound ^jj++++=sound
that ^dt+dem+++=that
reverberates ^nns+nom+++=reverberates;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul's
's ^$++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
motor ^nn++++=motor-omnibuses.
- ^zz++++=EXTRAWORD
omnibuses ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
brushing ^vbg+++xvbgx+=brushing
the ^ati++++=the
crumbs ^nns++++=crumbs
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Moggridge ^np+++??+=Moggridge,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
be ^vb+be+vrb++=be
off ^in+strn+++=off?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
driving ^nvbg+++xvbg+=driving
through ^in++++=through
Eastbourne ^np++++=Eastbourne
this ^dt+dem+++=this
afternoon ^nn++++=afternoon
in ^in++++=in
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
little ^jj+atrb+++=little
carriages ^nns+nom+++=carriages?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
walled ^jj++++=walled
up ^rp++++=up
in ^in++++=in
green ^jj+atrb+++=green
cardboard ^nn++++=cardboard
boxes ^nns++++=boxes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
has ^vbz+hvz+vrb++=has
the ^ati++++=the
blinds ^nns++++=blinds
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
sits ^vbz++++=sits
so ^rb+emph+++=so
solemn ^jj++++=solemn
staring ^jj+++xvbg+=staring
like ^in++++=like
a ^at++++=a
sphinx ^nn+++??+=sphinx,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
look ^nn++++=look
of ^in++++=of
the ^ati++++=the
sepulchral ^nn+nom+++=sepulchral,
, ^zz++++=EXTRAWORD
something ^pn++++=something
of ^in++++=of
the ^ati++++=the
undertaker ^nn+nom+++=undertaker,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coffin ^nn++++=coffin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dusk ^nn++++=dusk
about ^in++++=about
horse ^nn++++=horse
and ^cc++++=and
driver ^nn++++=driver?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
tell ^vb++++=tell
mebut ^nn+++??+=mebut
the ^ati++++=the
doors ^nns++++=doors
slammed ^vbd+++xvbn+=slammed.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
never ^rb++splt++=never
meet ^vb++++=meet
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Moggridge ^np+++??+=Moggridge,
, ^zz++++=EXTRAWORD
farewell ^nn++++=farewell!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
Right ^jj++++=Right
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
moment ^nn++++=moment
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
linger ^vb++++=linger.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
the ^ati++++=the
mud ^nn++++=mud
goes ^vbz++++=goes
round ^rb++++=round
in ^in++++=in
the ^ati++++=the
mindwhat ^nn+++??+=mindwhat
a ^at++++=a
swirl ^nn++++=swirl
these ^dt+dem+++=these
monsters ^nns+nom+++=monsters
leave ^nn++++=leave,
, ^zz++++=EXTRAWORD
the ^ati++++=the
waters ^nns++++=waters
rocking ^vwbg+++xvbg+=rocking,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weeds ^nns++++=weeds
waving ^vwbg+++xvbg+=waving
and ^cc++++=and
green ^nn++++=green
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
black ^jj++++=black
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
striking ^vbg+++xvbg+=striking
to ^in++++=to
the ^ati++++=the
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
by ^in++++=by
degrees ^nns+nom+++=degrees
the ^ati++++=the
atoms ^nns++++=atoms
reassemble ^nn+++??+=reassemble,
, ^zz++++=EXTRAWORD
the ^ati++++=the
deposit ^nn++++=deposit
sifts ^nns+++??+=sifts
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
through ^in++++=through
the ^ati++++=the
eyes ^nns++++=eyes
one ^cd1++++=one
sees ^vbz+vprv+++=sees
clear ^jj++++=clear
and ^cc++++=and
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
comes ^vbz++++=comes
to ^in++++=to
the ^ati++++=the
lips ^nns++++=lips
some ^dti++++=some
prayer ^nn++++=prayer
for ^in++++=for
the ^ati++++=the
departed ^jj+++xvbn+=departed,
, ^zz++++=EXTRAWORD
some ^dti++++=some
obsequy ^nn+++??+=obsequy
for ^in++++=for
the ^ati++++=the
souls ^nns++++=souls
of ^in++++=of
those ^dt+dem+++=those
one ^cd1++++=one
nods ^nns+++??+=nods
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
one ^cd1++++=one
never ^rb++++=never
meets ^vbz++++=meets
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
James ^np++++=James
Moggridge ^np+++??+=Moggridge
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
gone ^j+++xvbn+=gone
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
Minnie"i ^np+++??+=Minnie"I
can ^md+pos+++=can
face ^vb++++=face
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
that(let ^nn+nom+++=that(Let
me ^pp1o+pp1+++=me
look ^vb++++=look
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+aux++=is
brushing ^vbg+++xvbgx+=brushing
the ^ati++++=the
eggshell ^nn+++??+=eggshell
into ^in++++=into
deep ^jj+atrb+++=deep
declivities ^nns+nom+++=declivities).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
certainly ^rb+cnj+++=certainly,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall
of ^in++++=of
the ^ati++++=the
bedroom ^nn++++=bedroom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plucking ^vbg+++xvbg+=plucking
at ^in++++=at
the ^ati++++=the
little ^jj+atrb+++=little
balls ^nns++++=balls
which ^whp+rel+obj++=which
edge ^nn++++=edge
the ^ati++++=the
claret ^nn+++??+=claret-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
curtain ^nn++++=curtain.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
self ^nn++++=self
speaks ^vbz++++=speaks
to ^in++++=to
the ^ati++++=the
self ^nn++++=self,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
speaking?the ^jj+atrb++??+=speaking?the
entombed ^jj+atrb++xvbn+=entombed
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spirit ^nn++++=spirit
driven ^vwbn+++xvbn+=driven
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
in ^in++++=in
to ^in++++=to
the ^ati++++=the
central ^jj+atrb+++=central
catacomb ^nn+++??+=catacomb;
; ^zz++++=EXTRAWORD
the ^ati++++=the
self ^nn++++=self
that ^tht+rel+subj++=that
took ^vbd+++xvbn+=took
the ^ati++++=the
veil ^nn++++=veil
and ^cc++++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
worlda ^nn+++??+=worlda
coward ^nn++++=coward
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
somehow ^rb++++=somehow
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
flits ^vbz+++??+=flits
with ^in++++=with
its ^pp$+it+++=its
lantern ^nn++++=lantern
restlessly ^rb++++=restlessly
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
dark ^jj+atrb+++=dark
corridors ^nns++++=corridors.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
bear ^vb+vprv+tht0++=bear
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
spirit ^nn++++=spirit
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
man ^nn++++=man
at ^rb++++=at
lunchhildathe ^nn+++??+=lunchHildathe
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
heavens ^nns++++=heavens,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
sob ^nn++++=sob!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
spirit ^nn++++=spirit
wailing ^vwbg+++xvbg+=wailing
its ^pp$+it+++=its
destiny ^nn++++=destiny,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spirit ^nn++++=spirit
driven ^vwbn+++xvbn+=driven
hither ^rb+cnj+++=hither,
, ^zz++++=EXTRAWORD
thither ^rb+cnj+++=thither,
, ^zz++++=EXTRAWORD
lodging ^nn++++=lodging
on ^in++++=on
the ^ati++++=the
diminishing ^jj+atrb++xvbg+=diminishing
carpetsmeagre ^nn+++??+=carpetsmeagre
footholdsshrunken ^vbd+++xvbn+=footholdsshrunken
shreds ^nns+++??+=shreds
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
vanishing ^jj+atrb++xvbg+=vanishing
universelove ^nn+++??+=universelove,
, ^zz++++=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
faith ^nn++++=faith,
, ^zz++++=EXTRAWORD
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
children ^nns++++=children,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
what ^wdt+who+++=what
splendours ^nns++++=splendours
and ^cc++++=and
pageantries ^nns++++=pageantries
glimpsed ^vbd+++xvbn+=glimpsed
in ^in++++=in
girlhood ^nn+nom+++=girlhood.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
for ^in++++=for
menot ^nn+++??+=menot
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
thenthe ^nn+++??+=thenthe
muffins ^nns+++??+=muffins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bald ^jj+atrb+++=bald
elderly ^jj+atrb+++=elderly
dog ^nn++++=dog?
? ^zz++++=EXTRAWORD
Bead ^np+++??+=Bead
mats ^nns++++=mats
I ^pp1a+pp1+++=I
should ^md+nec+++=should
fancy ^vb+vprv+++=fancy
and ^cc++++=and
the ^ati++++=the
consolation ^nn+nom+++=consolation
of ^in++++=of
underlinen ^nn++++=underlinen.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Minnie ^np+++??+=Minnie
Marsh ^nn++++=Marsh
were ^vbd+bed+aux++=were
run ^vpsv++agls+xvbnx+=run
over ^rb+phrv+++=over
and ^cc++++=and
taken ^vpsv++agls+xvbn+=taken
to ^to+vcmp+++=to
hospital ^nn+nom+++=hospital,
, ^zz++++=EXTRAWORD
nurses ^nns++++=nurses
and ^cc++++=and
doctors ^nns++++=doctors
themselves ^ppls+pp3+++=themselves
would ^md+prd+++=would
exclaim....there ^vb+++??+=exclaim....There's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
vista ^nn++++=vista
and ^cc++++=and
the ^ati++++=the
visionthere ^nn+++??+=visionthere's
's ^$++++=EXTRAWORD
the ^ati++++=the
distancethe ^nn+++??+=distancethe
blue ^jj+atrb+++=blue
blot ^nn++++=blot
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
avenue ^nn++++=avenue,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tea ^nn++++=tea
is ^vbz+bez+vrb++=is
rich ^jj+pred+++=rich,
, ^zz++++=EXTRAWORD
the ^ati++++=the
muffin ^nn+++??+=muffin
hot ^jj++++=hot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dog"benny ^nn+++??+=dog"Benny,
, ^zz++++=EXTRAWORD
to ^in++++=to
your ^pp$+pp2+++=your
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
brought ^vbd+++xvbn+=brought
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
the ^ati++++=the
glove ^nn++++=glove
with ^in++++=with
the ^ati++++=the
worn ^jj+atrb++xvbn+=worn
thumb ^nn++++=thumb,
, ^zz++++=EXTRAWORD
defying ^jj+++xvbg+=defying
once ^rb+tm+++=once
more ^rbr++++=more
the ^ati++++=the
encroaching ^jj+atrb++xvbg+=encroaching
demon ^nn++++=demon
of ^in++++=of
what ^wdt+who+++=what's
's ^vbz+bez+aux++0=EXTRAWORD
called ^vpsv++agls+xvbnx+=called
going ^vbg+++xvbg+=going
in ^in++++=in
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
renew ^vb++++=renew
the ^ati++++=the
fortifications ^nns+nom+++=fortifications,
, ^zz++++=EXTRAWORD
threading ^jj+++xvbg+=threading
the ^ati++++=the
grey ^jj+atrb+++=grey
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
it ^pp3+it+++=it
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Running ^jj+++xvbg+=Running
it ^pp3+it+++=it
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
and ^cc++++=and
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
