Towards ^in++++=Towards
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
the ^ati++++=the
German ^jj+atrb+++=German
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend
Stubb ^np+++??+=Stubb
is ^vbz+bez+vrb++=is
too ^ql++++=too
modest ^jj++++=modest
to ^to++++=to
admit ^vbi+vpub+++=admit
who ^whp+wpr+whcl++=who
his ^pp$+pp3+++=his
people ^nns++++=people
really ^rb+emph+++=really
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Ohio ^np+++??+=Ohio
Cattle ^nns++++=Cattle
Company ^nn++++=Company
is ^vbz+bez+vrb++=is
practically ^rb+down+++=practically
the ^ati++++=the
Standard ^jj+atrb+++=Standard
Oil ^nn++++=Oil
Company ^nn++++=Company,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
it ^pp3+it+++=it
known ^vbd+++xvbn+=known.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
confidence ^nn+nom+++=confidence
that ^tht+vcmp+obj++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
placing ^vbg+++xvbgx+=placing
in ^in++++=in
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
request ^nn++++=request
you ^pp2+pp2+++=you
not ^xnot++not++=not
to ^to++++=to
repeat ^vbi++++=repeat
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
a ^at++++=a
syndicate ^nn+nom+++=syndicate
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
and ^cc++++=and
the ^ati++++=the
influence ^nn+nom+++=influence
they ^pp3a+pp3+++=they
carry ^vb++++=carry.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
very ^ql+amp+++=very
little ^ap++++=little
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
talking ^vbg+++xvbgx+=talking
to ^in++++=to
you ^pp2+pp2+++=you
has ^vbz+hvz+vrb++=has
better ^jjr++++=better
backing ^jj+++xvbg+=backing
than ^in++++=than
any ^dti++++=any
cow ^nn++++=cow-boss
- ^zz++++=EXTRAWORD
boss ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
safe ^jj++++=safe,
, ^zz++++=EXTRAWORD
conservative ^jj++++=conservative
fellow ^jjb++++=fellow
to ^to++++=to
listen ^vbi++++=listen
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
rejoined ^vprf+++xvbnx+=rejoined
Stubb ^np+++??+=Stubb
in ^in++++=in
the ^ati++++=the
bar ^nn++++=bar-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
Seigerman ^nn+nom++??+=Seigerman,
, ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
can ^md+pos+++=can
give ^vb++++=give
us ^pp1o+pp1+++=us
your ^pp$+pp2+++=your
answer ^nn++++=answer
by ^in++++=by
Friday ^nr++++=Friday
next ^rb+cnj+++=next,
, ^zz++++=EXTRAWORD
so ^ql++++=so
your ^pp$+pp2+++=your
name ^nn++++=name
can ^md+pos+++=can
be ^vb+be+aux++=be
announced ^vpsv++agls+xvbnx+=announced
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
active ^nn++++=active
canvass ^vbz+++??+=canvass
begun ^vbd+++xvbn+=begun
without ^in++++=without
further ^jjb+atrb+++=further
loss ^nn++++=loss
of ^in++++=of
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Shentlemens,
shentlemens ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
dry ^vb++++=dry
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Louie ^np++++=Louie,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
dake ^vb+++??+=dake
a ^at++++=a
drink ^nn++++=drink
mit ^&fw++++=mit
me ^pp1o+pp1+++=me
once ^rb+tm+++=once
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
aind ^nn+++??+=aind
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Stubb ^np+++??+=Stubb.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
very ^ql+amp+++=very
fine ^jj+atrb+++=fine
cigar ^nn++++=cigar
yesterday ^nr+tm+++=yesterday;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
like ^vb++++=like
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
try ^vb++++=try
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Baugh ^np+++??+=Baugh
to ^in++++=to
Stubb ^np+++??+=Stubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
be ^vb+be+vrb++=be
a ^at++++=a
cigar ^nn++++=cigar
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
Baugh ^np+++??+=Baugh
struck ^vbd+++xvbn+=struck
a ^at++++=a
match ^nn++++=match
to ^in++++=to
light ^jj++++=light
his ^pp$+pp3+++=his
cigar ^nn++++=cigar,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Stubb ^vb+++??+=Stubb,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming
up ^rp++++=up
to ^to++++=to
stop ^vbi++++=stop
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
join ^vb++++=join
us ^pp1o+pp1+++=us?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
vould ^nn+++??+=vould
be ^vb+be+vrb++=be
wery ^nn++++=wery
much ^ap++++=much
bleased ^jj+++xvbn+=bleased
to ^in++++=to
haf ^nn+++??+=haf
you ^pp2+pp2+++=you
mine ^nn++++=mine
guest ^nn++++=guest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Louie ^np++++=Louie,
, ^zz++++=EXTRAWORD
every ^at++++=every
inch ^nn++++=inch
the ^ati++++=the
host ^nn++++=host.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
home ^nr++++=home-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
looking ^xvbg+++xvbg+=looking
place ^nn++++=place,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Stubb ^np+++??+=Stubb.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
may ^md+pos+++=may
come ^vprf+++xvbn+=come
up ^rp++++=up;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
come ^vprf+++xvbn+=come
around ^rp++++=around
Sunday ^nr++++=Sunday
and ^cc++++=and
take ^vb++++=take
dinner ^nn++++=dinner
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
anyhow ^rb+dspt+++=anyhow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do,
do ^vb+do+vrb++=EXTRAWORD
, ^zz++++=EXTRAWORD
blease ^nn+++??+=blease,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
urged ^vbn+vsua++xvbn+=urged
Louie ^np++++=Louie.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
required ^vbd+++xvbn+=required
two ^cd++++=two
languages ^nns+nom+++=languages
to ^to++++=to
express ^nns+nom+++=express
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
finally ^rb++++=finally
the ^ati++++=the
" ^zz++++="Dreibund"
dreibund ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
parted ^vbd+++xvbn+=parted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
day ^nn++++=day
Baugh ^np+++??+=Baugh
moved ^vbd+++xvbn+=moved
into ^in++++=into
his ^pp$+pp3+++=his
new ^jj+atrb+++=new
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
day ^nn++++=day
following ^vwbg+++xvbg+=following
Stubb ^np+++??+=Stubb
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
pleased ^jj+++xvbn+=pleased
with ^in++++=with
his ^pp$+pp3+++=his
Sunday ^nr++++=Sunday
dinner ^nn++++=dinner
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
changed ^vbd+++xvbnx+=changed
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
expecting ^vbg+vprv++xvbgx+=expecting
a ^at++++=a
man ^nn++++=man
from ^in++++=from
Kansas ^np++++=Kansas
City ^nn++++=City
to ^to++++=to-morrow,"
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Baugh ^np+++??+=Baugh
to ^in++++=to
Louie ^np++++=Louie
on ^in++++=on
Sunday ^nr++++=Sunday
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
" ^zz++++="who
who ^whp+who+whq++=EXTRAWORD
will ^md+prd+++=will
know ^vb+vprv+++=know
the ^ati++++=the
sentiment ^nn+nom+++=sentiment
existing ^jj+++xvbg+=existing
in ^in++++=in
cattle ^nns++++=cattle
circles ^nns++++=circles
in ^cs+sub+++=in
that ^cs"++++=that
city ^nn++++=city.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
in ^in++++=in
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
train ^nn++++=train."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stubb ^np+++??+=Stubb,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
mean ^jj+atrb+++=mean
time ^nn++++=time,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
coached ^vprf+++xvbnx+=coached
Arab ^jj++++=Arab
as ^in++++=as
to ^in"++++=to
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
should ^md+nec+++=should
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Baugh ^np+++??+=Baugh
and ^cc++++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
the ^ati++++=the
same ^ap++++=same
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
thought ^vpsv++agls+xvbnx+=thought
best ^jjt++++=best
to ^to+jcmp+++=to
have ^vbi++vrb++=have
Arab ^jj++++=Arab
Ab ^&fo++++=Ab
the ^ati++++=the
heeler ^jjr++++=heeler,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
could ^md+pos+++=could
deliver ^vb++++=deliver
the ^ati++++=the
vote ^nn++++=vote
to ^in++++=to
order ^to++++=order.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Monday ^nr++++=Monday
morning ^nn++++=morning
after ^cs+sub+++=after
the ^ati++++=the
train ^nn++++=train
was ^vbd+bedz+vrb++=was
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
the ^ati++++=the
original ^jj+atrb+++=original
trio ^nn++++=trio
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Arab ^jj++++=Arab
was ^vbd+bedz+aux++=was
introduced ^vpsv++agls+xvbnx+=introduced.
. ^zz++++=EXTRAWORD
The ^ati++++=The
back ^jjb+atrb+++=back
room ^nn++++=room
was ^vbd+bedz+aux++=was
once ^rb+tm+splt++=once
more ^rbr++++=more
used ^vbd+++xvbn+=used
as ^ql++++=as
a ^at++++=a
council ^nn++++=council
chamber ^nn++++=chamber
where ^wrb+who+++=where
the ^ati++++=the
" ^zz++++="Fierbund"
fierbund ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
held ^vbd+vprv++xvbn+=held
an ^at++++=an
important ^jj+atrb+++=important
session ^nn++++=session.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
so ^ql++++=so
much ^ap++++=much
interest ^nn++++=interest
being ^xvbg+++xvbg+=being
taken ^vprf+++xvbn+=taken,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Arab ^jj++++=Arab
Ab ^&fo++++=Ab,
, ^zz++++=EXTRAWORD
" ^zz++++="until
until ^cs+sub+++=EXTRAWORD
my ^pp$+pp1+++=my
attention ^nn+nom+++=attention
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
to ^in++++=to
it ^pp3+it+++=it
yesterday ^nr+tm+++=yesterday
by ^in++++=by
the ^ati++++=the
president ^nn++++=president
and ^cc++++=and
secretary ^nn+nom+++=secretary
of ^in++++=of
our ^pp$+pp1+++=our
company ^nn++++=company
in ^in++++=in
Kansas ^np++++=Kansas
City ^nn++++=City.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
that ^cs+sub+++=that
the ^ati++++=the
cattle ^nns++++=cattle
interests ^nns++++=interests
in ^cs+sub+++=in
that ^cs"++++=that
city ^nn++++=city
are ^vb+ber+aux++=are
aroused ^vpsv++agls+xvbnx+=aroused.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
secretary ^nn+nom+++=secretary
showed ^vbd+vprv++xvbn+=showed
me ^pp1o+pp1+++=me
the ^ati++++=the
figures ^nns++++=figures
from ^in++++=from
his ^pp$+pp3+++=his
books ^nns++++=books;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
' ^zz++++='Tin
tin ^nn++++=EXTRAWORD
Cup ^nn++++=Cup'
' ^zz++++=EXTRAWORD
brand ^nn++++=brand
alone ^rb++++=alone
we ^pp1a+pp1+++=we
shipped ^vbd+++xvbn+=shipped
out ^rp+pl+++=out
three ^cd++++=three
hundred ^cd++++=hundred
and ^cc++++=and
twelve ^cd++++=twelve
beeves ^nns+++??+=beeves
short ^jj++++=short,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
twenty ^cd++++=twenty-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
and ^cc++++=and
ninety ^cd++++=ninety-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
bought ^vprf+++xvbn+=bought
two ^cd++++=two
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
employers ^nns+nom+++=employers,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
practical ^jj+atrb+++=practical
cowmen ^nns++++=cowmen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
those ^dt+dem+++=those
steers ^nn++++=steers
never ^rb++++=never
left ^vbd+++xvbn+=left
the ^ati++++=the
range ^nn++++=range
without ^in++++=without
help ^nn++++=help.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
but ^cc++++=but
lead ^nn++++=lead
or ^cc++++=or
Texas ^np++++=Texas
fever ^nn++++=fever
can ^md+pos+++=can
kill ^vb++++=kill
a ^at++++=a
beef ^nn++++=beef.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
'd ^md+prd+vrb++=had
a ^at++++=a
case ^nn++++=case
of ^in++++=of
fever ^nn++++=fever
on ^in++++=on
our ^pp$+pp1+++=our
range ^nn++++=range
for ^in++++=for
years ^nns++++=years,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
a ^at++++=a
winter ^nn++++=winter
in ^in++++=in
five ^cd++++=five
years ^nns++++=years
that ^tht+rel+subj++=that
would ^md+prd+++=would
kill ^vb++++=kill
an ^at++++=an
old ^jj+atrb+++=old
cow ^nn++++=cow.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
president ^npt++++=president
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
something ^pn++++=something
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
done ^vwbn+++xvbn+=done
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
abandon ^vb++++=abandon
this ^dt+dem+++=this
country ^nn++++=country
and ^cc++++=and
go ^vb++++=go
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
could ^md+pos+++=could
get ^vb++++=get
protection ^nn+nom+++=protection.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
final ^jj+atrb+++=final
orders ^nns++++=orders
were ^vbd+bed+aux++=were
to ^to++++=to
do ^vbi++++=do
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
could ^md+pos+++=could
to ^to++++=to
get ^vbi++++=get
an ^at++++=an
eligible ^jj+atrb+++=eligible
man ^nn++++=man
as ^in++++=as
a ^at++++=a
candidate ^nn+nom+++=candidate,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
from ^in++++=from
my ^pp$+pp1+++=my
friends ^nns++++=friends
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
hopes ^nns++++=hopes
of ^in++++=of
doing ^nn++++=doing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
when ^wrb+who+++=when
the ^ati++++=the
election ^nn+nom+++=election
comes ^vbz++++=comes
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
drop ^vb++++=drop
everything ^pn++++=everything
and ^cc++++=and
get ^vb++++=get
every ^at++++=every
man ^nn++++=man
to ^to++++=to
claim ^vbi++++=claim
a ^at++++=a
residence ^nn+nom+++=residence
in ^in++++=in
this ^dt+dem+++=this
county ^nn++++=county
and ^cc++++=and
vote ^nn++++=vote
him ^pp3o+pp3+++=him
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
admit ^vb+vpub+++=admit
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
no ^at++++=no
good ^nn++++=good
as ^in++++=as
a ^at++++=a
wire ^nn++++=wire-puller,
- ^zz++++=EXTRAWORD
puller ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
it ^pp3+it+++=it
comes ^vbz++++=comes
to ^to++++=to
getting ^vbi++++=getting
out ^rb+phrv+++=out
the ^ati++++=the
voters ^nns++++=voters,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
you ^pp2+pp2+++=you
will ^md+prd+++=will
find ^vb+vprv+++=find
me ^pp1o+pp1+++=me
as ^ql++++=as
solid ^jj++++=solid
as ^ql++++=as
a ^at++++=a
bridge ^nn++++=bridge
abutment ^nn+nom+++=abutment.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
skinning ^vbg+++xvbgx+=skinning
mules ^nns++++=mules
for ^in++++=for
Creech ^np+++??+=Creech
& ^zz++++=&
Lee ^nn++++=Lee,
, ^zz++++=EXTRAWORD
contractors ^nns++++=contractors
on ^in++++=on
the ^ati++++=the
Rock ^npl++++=Rock
Island ^nn++++=Island,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
fall ^nn++++=fall,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
my ^pp$+pp1+++=my
orders ^nns++++=orders,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
to ^to++++=to
get ^vbi++++=get
every ^at++++=every
man ^nn++++=man
on ^in++++=on
the ^ati++++=the
works ^nn++++=works
ready ^jj++++=ready
to ^to+jcmp+++=to
ballot ^vb++++=ballot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lined ^vbd+++xvbnx+=lined
them ^pp3o+pp3+++=them
up ^rp++++=up
and ^cc++++=and
voted ^vbd+++xvbn+=voted
them ^pp3o+pp3+++=them
like ^in++++=like
running ^xvbg+++xvbg+=running
cattle ^nns++++=cattle
through ^in++++=through
a ^at++++=a
branding ^nn++++=branding-chute
- ^zz++++=EXTRAWORD
chute ^nn+++??+=EXTRAWORD
to ^to++++=to
put ^vbi++++=put
on ^rb+phrv+++=on
a ^at++++=a
tally ^nn++++=tally-mark
- ^zz++++=EXTRAWORD
mark ^vb++++=EXTRAWORD
or ^cc++++=or
vent ^nn++++=vent
a ^at++++=a
brand ^nn++++=brand.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
a ^at++++=a
hundred ^cd++++=hundred
and ^cc++++=and
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
of ^in++++=of
those ^dt+dem+++=those
dagoes ^nns+++??+=dagoes
from ^in++++=from
the ^ati++++=the
rock ^nn++++=rock-cut;
- ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
handled ^vbd+++xvbnx+=handled
them ^pp3o+pp3+++=them
like ^in++++=like
dipping ^xvbg+++xvbg+=dipping
sheep ^nn++++=sheep
for ^in++++=for
the ^ati++++=the
scab ^nn++++=scab.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
friends ^nns++++=friends
here ^rn+pl+++=here
can ^md+pos+++=can
tell ^vb++++=tell
you ^pp2+pp2+++=you
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
managed ^vbd+++xvbnx+=managed
voting ^nvbg+++xvbg+=voting
the ^ati++++=the
bonds ^nns++++=bonds
at ^in++++=at
a ^rb++++=a
little ^rb"++++=little
town ^nn++++=town
east ^np+pl+++=east
of ^in++++=of
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
my ^pp$+pp1+++=my
orders ^nns++++=orders
from ^in++++=from
the ^ati++++=the
same ^ap++++=same
people ^nns++++=people
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
working ^vbg+++xvbgx+=working
for ^in++++=for
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
out ^rb+phrv+++=out
the ^ati++++=the
cow ^nn++++=cow-puncher
- ^zz++++=EXTRAWORD
puncher ^jjr+atrb+++=EXTRAWORD
element ^nn+nom+++=element
