Henry ^np++++=Henry
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
have ^md"++pmd"++=have
to ^md+nec+++=to
wait ^vb++++=wait
to ^to+vcmp+++=to
get ^vbi++++=get
a ^rb++++=a
little ^rb"++++=little
richer ^jjr++++=richer
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
can ^md+pos+++=can
afford ^vb++++=afford
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
standing ^jj+atrb++xvbg+=standing
engagement ^nn+nom+++=engagement."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
squeeze ^vb++++=squeeze
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
up ^in+cmpx+++=up
to ^in++++=to
dinner ^nn++++=dinner
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++vrb++=have
a ^at++++=a
fellow ^jjb++++=fellow
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
an ^at++++=an
awfully ^ql++++=awfully
rich ^jj++++=rich
fellow ^jjb++++=fellow
- ^zz++++=-want
want ^vb++++=EXTRAWORD
to ^to+vcmp+++=to
interest ^vbi++++=interest
him ^pp3o+pp3+++=him
in ^in++++=in
some ^dti++++=some
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
invited ^vprf+++xvbnx+=invited
him ^pp3o+pp3+++=him
down ^rp++++=down.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
young ^jj+atrb+++=young
Router ^np+++??+=Router,
, ^zz++++=EXTRAWORD
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Router ^np+++??+=Router,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
who ^whp+wpr+whcl++=who
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-by.
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Sorry ^uh++++=Sorry
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
an ^at++++=an
engagement ^nn+nom+++=engagement."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
play ^vbi++++=play
mumble ^nn++++=mumble-the-peg
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
peg ^nn++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
boys ^nns++++=boys:
: ^zz++++=EXTRAWORD
Haile ^np+++??+=Haile
Tabb ^np++++=Tabb's
's ^$++++=EXTRAWORD
boys ^nns++++=boys."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
hang ^nn++++=hang
the ^ati++++=the
boys ^nns++++=boys!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
up ^in+cmpx+++=up
to ^in++++=to
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
an ^at++++=an
opportunity ^nn+nom+++=opportunity
you ^pp2+pp2+++=you
may ^md+pos+++=may
not ^xnot++not++=not
have ^vb+hv+vrb++=have
again ^rb+tm+++=again
shortly ^rb+tm+++=shortly.
. ^zz++++=EXTRAWORD
Router ^np++++=Router's
's ^$++++=EXTRAWORD
awfully ^ql++++=awfully
successful ^jj++++=successful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
interest ^vb++++=interest
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
-- ^--+clp+++=----"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
keep ^vb++++=keep
my ^pp$+pp1+++=my
engagement ^nn+nom+++=engagement.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-by."
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
either ^dtx++++=either
a ^at++++=a
fool ^jjb++++=fool
or ^cc++++=or
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
crazy ^jj+pred+++=crazy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
after ^cs+sub+++=after
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
some ^dti++++=some
sense ^nn++++=sense
too ^rb++++=too.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
let ^vprf+++xvbnx+=let
me ^pp1o+pp1+++=me
use ^nn++++=use
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
money ^nn++++=money
out ^rp+pl+++=out
of ^in++++=of
him ^pp3o+pp3+++=him
for ^in++++=for
both ^abx++++=both
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
long ^rb++++=long
before ^cs+sub+++=before
Floyd ^np+++??+=Floyd
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
known ^vpsv++agls+xvbnx+=known
more ^rbr++++=more
widely ^rb++++=widely.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
schemes ^nns++++=schemes
for ^in++++=for
the ^ati++++=the
amelioration ^nn+nom+++=amelioration
of ^in++++=of
the ^ati++++=the
condition ^nn+nom+++=condition
of ^in++++=of
the ^ati++++=the
poor ^nn++++=poor.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
pronounced ^vpsv++agls+xvbnx+=pronounced
quixotic ^jj++++=quixotic;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
on ^rb+phrv+++=on.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
good ^jj++++=good
out ^rp+pl+++=out
of ^in++++=of
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
go ^vbi++++=go
oftener ^rbr++++=oftener
and ^cc+phrs+++=and
oftener ^rbr++++=oftener
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
City ^nn++++=City,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Miss ^npt++++=Miss
Dangerlie ^np++++=Dangerlie
lived ^vbd+++xvbn+=lived.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
in ^in++++=in
her ^pp3o+pp3+++=her
a ^at++++=a
ready ^jj+atrb+++=ready
sympathy ^nn++++=sympathy
with ^in++++=with
his ^pp$+pp3+++=his
plans ^nns++++=plans.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
just ^rb+emph+++=just
as ^ql++++=as
it ^pp3+it+++=it
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be
in ^in++++=in
his ^pp$+pp3+++=his
earlier ^jjr+atrb+++=earlier
love ^nn++++=love
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
find ^vb+vprv+tht0++=find
himself ^ppl+pp3+++=himself
uplifted ^jj++++=uplifted
and ^cc++++=and
borne ^vpsv++agls+xvbn+=borne
along ^in++++=along
by ^in++++=by
the ^ati++++=the
strong ^jj+atrb+++=strong
spirit ^nn++++=spirit
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
dead ^jj++++=dead;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
this ^dt+dem+++=this
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
contented ^jj++++=contented
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Whatever ^nn+nom+++=Whatever
he ^pp3a+pp3+++=he
suggested ^vbd+vpub++xvbnx+=suggested,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
accepted ^vbd+vprv++xvbnx+=accepted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
in ^in++++=in
her ^pp$+pp3+++=her
tastes ^vbz++++=tastes
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
similarity ^nn+nom+++=similarity
with ^in++++=with
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
in ^in++++=in
talking ^nn++++=talking
of ^in++++=of
him ^pp3o+pp3+++=him
in ^in++++=in
connection ^nn+nom+++=connection
with ^in++++=with
her ^pp$+pp3+++=her
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
pity ^nn++++=pity;
; ^zz++++=EXTRAWORD
men ^nns++++=men
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
lucky ^jj+pred+++=lucky.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
reception ^nn+nom+++=reception
at ^rb++++=at
her ^pp3o+pp3+++=her
house ^npl++++=house,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
gentlemen ^nns++++=gentlemen's
's ^vbz+bez+aux++0=EXTRAWORD
dressing ^vbg+++xvbgx+=dressing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
a ^at++++=a
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
apartment ^nn+nom+++=apartment
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
devoted ^vpsv++agls+xvbnx+=devoted
for ^in++++=for
the ^ati++++=the
occasion ^nn++++=occasion
as ^in++++=as
a ^at++++=a
dressing ^jj+++xvbg+=dressing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
full ^jj+pred+++=full
at ^in++++=at
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man,
, ^zz++++=EXTRAWORD
a ^at++++=a
large ^jj++++=large
fellow ^jjb++++=fellow
with ^in++++=with
sleek ^jj+atrb+++=sleek,
, ^zz++++=EXTRAWORD
short ^jj+atrb+++=short
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
a ^at++++=a
fat ^nn++++=fat
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
dazzling ^jj+atrb++xvbg+=dazzling
waistcoat ^nn++++=waistcoat,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
open ^jj++++=open
a ^at++++=a
lower ^jjr+atrb+++=lower
drawer ^nn++++=drawer
in ^in++++=in
a ^at++++=a
bureau ^nn++++=bureau.
. ^zz++++=EXTRAWORD
Articles ^nns++++=Articles
of ^in++++=of
a ^at++++=a
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
apparel ^nn+++??+=apparel
were ^vbd+bed+aux++=were
discovered ^vpsv++agls+xvbnx+=discovered,
, ^zz++++=EXTRAWORD
spotless ^jj++++=spotless
and ^cc++++=and
neatly ^rb++++=neatly
arranged ^vbd+vsua++xvbn+=arranged.
. ^zz++++=EXTRAWORD
" ^zz++++="Shut
shut ^xvbn+++xvbn+=EXTRAWORD
that ^dt+dem+++=that
drawer ^nn++++=drawer
instantly ^rb+cnj+++=instantly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Floyd ^np+++??+=Floyd,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
imperious ^jj+atrb+++=imperious
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
pitch ^vb++++=pitch
you ^pp2+pp2+++=you
out ^rp+pl+++=out
of ^in++++=of
that ^dt+dem+++=that
window ^nn++++=window,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Floyd ^np+++??+=Floyd,
, ^zz++++=EXTRAWORD
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
a ^at++++=a
step ^nn++++=step
nearer ^in+cmpx+++=nearer
to ^in"++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
drawer ^nn++++=drawer
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
turned ^vbd+++xvbn+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
who ^whp+wpr+whcl++=who
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
someone ^pn++++=someone
of ^in++++=of
Floyd ^np+++??+=Floyd.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
idea ^nn++++=idea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
young ^jj+atrb+++=young
Router ^np+++??+=Router,
, ^zz++++=EXTRAWORD
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Router ^np+++??+=Router."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the-great-Router?"
- ^zz++++=EXTRAWORD
great ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
router ^jjr++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
great ^jj+atrb+++=great
pork ^nn++++=pork
man ^nn++++=man.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
son ^nn++++=son
is ^vbz+bez+vrb++=is
the ^ati++++=the
one ^cd1++++=one
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
attentive ^jj++++=attentive
to ^in++++=to
Miss ^npt++++=Miss
Dangerlie ^np++++=Dangerlie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
glad ^jj+pred+++=glad
he ^pp3a+pp3+++=he
closed ^vbd+++xvbnx+=closed
the ^ati++++=the
drawer ^nn++++=drawer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Floyd ^np+++??+=Floyd,
, ^zz++++=EXTRAWORD
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
engaged ^vpsv++agls+xvbnx+=engaged
to ^in++++=to
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
gentleman ^nn+nom+++=gentleman.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
not ^xnot++not++=not
engaged ^vbd+++xvbn+=engaged
to ^in++++=to
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Floyd ^np+++??+=Floyd.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
on ^in++++=on
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
to ^in++++=to
Miss ^npt++++=Miss
Dangerlie ^np++++=Dangerlie.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
throng ^nn++++=throng.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
who ^whp+wpr+whcl++=who
introduced ^vbd+++xvbn+=introduced
me ^pp1o+pp1+++=me
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Drivington ^np++++=Drivington."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who?
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
surprised ^vpsv++agls+xvbnx+=surprised.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
well ^jj+pred+++=well
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
a ^at++++=a
beauty ^nn++++=beauty
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
you ^pp2+pp2+++=you
first ^od++++=first
on ^rp++++=on
the ^ati++++=the
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
child ^nn++++=child
introduced ^vwbn+++xvbn+=introduced
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Children
children ^nns++++=EXTRAWORD
interest ^nn++++=interest
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
always ^rb++++=always
admire ^vb++++=admire
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
interest ^nn++++=interest
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
admire ^vb++++=admire
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
true ^jj+pred+++=true."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
changed ^vbd+++xvbn+=changed
the ^ati++++=the
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
singular ^nn++++=singular
little ^ap++++=little
incident ^nn++++=incident
befell ^nn+++??+=befell
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
evening ^nn++++=evening,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
home ^nr++++=home
from ^in++++=from
a ^at++++=a
luncheon ^nn++++=luncheon-party,
- ^zz++++=EXTRAWORD
party ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
wretched ^jj+atrb+++=wretched
woman ^nn++++=woman
stopped ^vbd+++xvbn+=stopped
me ^pp1o+pp1+++=me
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
to ^to++++=to
let ^vbi++++=let
her ^pp$+pp3+++=her
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
her ^pp$+pp3+++=her
