Hans ^np++++=Hans
him ^pp3o+pp3+++=him
were ^vbd+bed+vrb++=were
the ^ati++++=the
minstrel ^nn++++=minstrel's
's ^$++++=EXTRAWORD
songs ^nns++++=songs?
? ^zz++++=EXTRAWORD
An ^at++++=An
echo ^nn++++=echo
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
sounds ^nns++++=sounds
long ^rb++++=long
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
At ^rb++++=At
times ^nns++++=times
he ^pp3a+pp3+++=he
would ^md+prd+++=would
think ^vb+vprv+++=think
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+tm+++=again
the ^ati++++=the
songs ^nns++++=songs
would ^md+prd+++=would
sound ^vb++++=sound
in ^in++++=in
his ^pp$+pp3+++=his
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
become ^vb++++=become
gentle ^jj++++=gentle
and ^cc+phrs+++=and
pious ^jj++++=pious.
. ^zz++++=EXTRAWORD
" ^zz++++="God's
god ^np++++=EXTRAWORD
's ^$++++=EXTRAWORD
will ^md+prd+++=will
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^jjt++++=best,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
then ^rn+tm+splt++=then
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
well ^rb++++=well
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
allowed ^vb++pmd"+xvbn+=allowed
to ^to+vcmp+pmd++=to
keep ^vb++++=keep
my ^pp$+pp1+++=my
power ^nn++++=power
over ^in++++=over
Molly ^np++++=Molly's
's ^$++++=EXTRAWORD
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
remain ^vb++++=remain
true ^jj++++=true
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
felt ^vprf+++xvbnx+=felt
it ^pp3+it+++=it
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
fortune ^nn++++=fortune
has ^vbz+hvz+aux++=has
deserted ^vprf+++xvbnx+=deserted
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
left ^vbd+++xvbnx+=left
me ^pp1o+pp1+++=me
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
of ^in++++=of
the ^ati++++=the
change ^nn++++=change
in ^in++++=in
my ^pp$+pp1+++=my
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
had ^vb+hv+vrb++=had
a ^at++++=a
thought ^nn+++xvbn+=thought
of ^in++++=of
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
before ^in++++=before
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
a ^at++++=a
merciful ^jj+atrb+++=merciful
providence ^nn+nom+++=providence
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
All ^abn++++=All
has ^vbz+hvz+aux++=has
happened ^vprf+++xvbnx+=happened
for ^in++++=for
the ^ati++++=the
best ^nn++++=best.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
bitter ^jj++++=bitter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
such ^abl++++=such
enmity ^nn++++=enmity
against ^in++++=against
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vwbn+++xvbn+=passed
by ^in+strn+++=by:
: ^zz++++=EXTRAWORD
Anthony ^np++++=Anthony's
's ^$++++=EXTRAWORD
father ^npt++++=father
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strangers ^nns+nom+++=strangers
lived ^vbd+++xvbn+=lived
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it
once ^rb+tm+++=once
again ^rb+tm+++=again
since ^in++++=since
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
rich ^jj+atrb+++=rich
master ^nn++++=master
sent ^vbd+++xvbn+=sent
him ^pp3o+pp3+++=him
journeys ^nns++++=journeys
on ^in++++=on
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
one ^cd1++++=one
occasion ^nn++++=occasion
his ^pp$+pp3+++=his
way ^nn++++=way
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
town ^nn++++=town
of ^in++++=of
Eisenach ^np+++??+=Eisenach.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
Wartburg ^np+++??+=Wartburg
castle ^npl++++=castle
stood ^vbd+++xvbn+=stood
unchanged ^jj++++=unchanged
on ^in++++=on
the ^ati++++=the
rock ^nn++++=rock
where ^wrb+who+++=where
the ^ati++++=the
monk ^nn++++=monk
and ^cc++++=and
the ^ati++++=the
nun ^nn++++=nun
were ^vbd+bed+aux++=were
hewn ^vpsv++agls+xvbnx+=hewn
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
oaks ^nns++++=oaks
formed ^vbd+++xvbn+=formed
an ^at++++=an
outline ^nn++++=outline
to ^in++++=to
the ^ati++++=the
scene ^nn++++=scene
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
so ^ql++++=so
well ^rb++++=well
remembered ^vbd+vprv++xvbn+=remembered
in ^in++++=in
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Venus ^np++++=Venus
mountain ^npl++++=mountain
stood ^vbd+++xvbn+=stood
out ^rp+pl+++=out
gray ^np++++=gray
and ^cc++++=and
bare ^jj++++=bare,
, ^zz++++=EXTRAWORD
overshadowing ^vbg+++xvbg+=overshadowing
the ^ati++++=the
valley ^nn++++=valley
beneath ^in+strn+++=beneath.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
glad ^jj++++=glad
to ^to+jcmp+++=to
call ^vbi++++=call
out ^rp+pl+++=out
" ^zz++++="Lady
lady ^npt++++=EXTRAWORD
Halle ^np+++??+=Halle,
, ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Halle ^np+++??+=Halle,
, ^zz++++=EXTRAWORD
unlock ^vb++++=unlock
the ^ati++++=the
mountain ^nn++++=mountain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
fain ^vb+++??+=fain
remain ^vb++++=remain
here ^rn+pl+++=here
always ^rb++++=always
in ^in++++=in
my ^pp$+pp1+++=my
native ^jj+atrb+++=native
soil ^nn++++=soil."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
a ^at++++=a
sinful ^jj+atrb+++=sinful
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
offered ^vbd+++xvbnx+=offered
a ^at++++=a
prayer ^nn++++=prayer
to ^to++++=to
drive ^vbi++++=drive
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^rb++++=a
little ^rb"++++=little
bird ^nn++++=bird
in ^in++++=in
the ^ati++++=the
thicket ^nn++++=thicket
sang ^vbd+++xvbn+=sang
out ^rp+pl+++=out
clearly ^rb+cnj+++=clearly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Anthony ^np++++=Anthony
thought ^vbd+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
minstrel ^nn++++=minstrel's
's ^$++++=EXTRAWORD
song ^nn++++=song.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
came ^vbd+++xvbn+=came
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
remembrance ^nn+nom+++=remembrance
as ^ql++++=as
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
through ^in++++=through
the ^ati++++=the
tears ^nns++++=tears
once ^rb+tm+++=once
more ^rbr++++=more
on ^in++++=on
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
town ^nn++++=town!
! ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
house ^nn++++=house
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
standing ^vbg+++xvbgx+=standing
as ^in++++=as
in ^in"++++=in
olden ^jj+atrb+++=olden
times ^nns++++=times,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
garden ^nn++++=garden
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
greatly ^rb+amp+++=greatly
altered ^jj+++xvbn+=altered;
; ^zz++++=EXTRAWORD
a ^at++++=a
pathway ^nn++++=pathway
led ^vbd+++xvbn+=led
through ^in++++=through
a ^at++++=a
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
outside ^jjb++++=outside
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
the ^ati++++=the
path ^nn++++=path,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
the ^ati++++=the
old ^jj+atrb+++=old
apple ^nn++++=apple-tree,
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
broken ^vbd+++xvbn+=broken
down ^rp++++=down,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked
of ^in++++=of
doing ^xvbg+++xvbg+=doing
so ^ql++++=so
in ^in++++=in
his ^pp$+pp3+++=his
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
still ^rb++++=still
threw ^vbd+++xvbn+=threw
its ^pp$+it+++=its
rays ^nns++++=rays
upon ^in++++=upon
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
refreshing ^jj+atrb+++=refreshing
dew ^nn++++=dew
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
it ^pp3+it+++=it
as ^in++++=as
of ^in"++++=of
old ^jj++++=old;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
overloaded ^jj+++xvbn+=overloaded
with ^in++++=with
fruit ^nn++++=fruit
that ^tht+rel+obj++=that
the ^ati++++=the
branches ^nns++++=branches
bent ^vbd+++xvbn+=bent
towards ^in++++=towards
the ^ati++++=the
earth ^nn++++=earth
with ^in++++=with
the ^ati++++=the
weight ^nn++++=weight.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
flourishes ^vbz+++??+=flourishes
still ^rb+cnj+++=still,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
gazed ^vbd+++xvbnx+=gazed.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
branches ^nns++++=branches
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
been ^j+j+aux+xvbn+=been
broken ^vpsv++agls+xvbnx+=broken:
: ^zz++++=EXTRAWORD
mischievous ^jj+atrb+++=mischievous
hands ^nns++++=hands
must ^md+nec+++=must
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
this ^dt+dem+++=this
in ^in++++=in
passing ^xvbg+++xvbg+=passing,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
tree ^nn++++=tree
now ^rn+tm+++=now
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^at++++=a
public ^jj+atrb+++=public
thoroughfare ^nn++++=thoroughfare.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
blossoms ^nns+++??+=blossoms
are ^vb+ber+aux++=are
often ^rb++splt++=often
plucked ^vpsv++agls+xvbnx+=plucked,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Anthony ^np++++=Anthony;
; ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
fruit ^nn++++=fruit
is ^vbz+bez+aux++=is
stolen ^vpsv++agls+xvbnx+=stolen
and ^cc++++=and
the ^ati++++=the
branches ^nns++++=branches
broken ^vbd+++xvbn+=broken
without ^in++++=without
a ^at++++=a
thankful ^jj+atrb+++=thankful
thought ^nn+++xvbn+=thought
of ^in++++=of
their ^pp$+pp3+++=their
profusion ^nn++++=profusion
and ^cc++++=and
beauty ^nn++++=beauty.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
of ^in++++=of
a ^at++++=a
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
said ^vpsv++agls+xvbnx+=said
of ^in++++=of
some ^dti++++=some
men ^nns++++=men
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
predicted ^vbd+vpub++xvbn+=predicted
at ^rb++++=at
his ^pp$+pp3+++=his
cradle ^nn++++=cradle
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
come ^vb++++=come
to ^in++++=to
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
brightly ^rb++++=brightly
began ^vbd+++xvbn+=began
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
this ^dt+dem+++=this
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
it ^pp3+it+++=it
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Forsaken ^jj++++=Forsaken
and ^cc+phrs+++=and
forgotten ^jj+++xvbn+=forgotten,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
garden ^nn++++=garden
by ^in++++=by
a ^at++++=a
hedge ^nn++++=hedge
in ^in++++=in
a ^at++++=a
field ^nn++++=field,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
close ^in+cmpx+++=close
to ^in"++++=to
a ^at++++=a
public ^jj+atrb+++=public
road ^npl++++=road.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
it ^pp3+it+++=it
stands ^vbz++++=stands,
, ^zz++++=EXTRAWORD
unsheltered ^j+++xvbn+=unsheltered,
, ^zz++++=EXTRAWORD
plundered ^vprf+++xvbn+=plundered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
broken ^jj+++xvbn+=broken.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
certainly ^rb++++=certainly
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
yet ^rb++++=yet
withered ^jj+++xvbn+=withered;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
years ^nns++++=years
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
blossoms ^nns+++??+=blossoms
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
will ^md+prd+++=will
grow ^vb++++=grow
less ^rbr++++=less,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
cease ^vb++++=cease
altogether ^nn+nom+++=altogether
to ^to++++=to
bear ^vbi+vprv+++=bear
fruit ^nn++++=fruit;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
its ^pp$+it+++=its
history ^nn++++=history
will ^md+prd+++=will
be ^vb+be+vrb++=be
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Such ^abl++++=Such
were ^vbd+bed+vrb++=were
Anthony ^np++++=Anthony's
's ^$++++=EXTRAWORD
thoughts ^nns++++=thoughts
as ^ql++++=as
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
under ^in++++=under
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
many ^ap++++=many
a ^at++++=a
long ^jj+atrb+++=long
night ^nn++++=night
as ^ql++++=as
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
in ^in++++=in
his ^pp$+pp3+++=his
lonely ^jj+atrb+++=lonely
chamber ^nn++++=chamber
in ^in++++=in
the ^ati++++=the
wooden ^jj+atrb+++=wooden
house ^nn++++=house
in ^in++++=in
Hauschen ^np+++??+=Hauschen
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
Copenhagen ^np++++=Copenhagen,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
foreign ^jj+atrb+++=foreign
land ^nn++++=land
to ^to++++=to
which ^whp+who+++=which
the ^ati++++=the
rich ^jj+atrb+++=rich
merchant ^nn+nom+++=merchant
of ^in++++=of
Bremen ^np+++??+=Bremen,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
employer ^nn+nom+++=employer,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
him ^pp3o+pp3+++=him
on ^in++++=on
condition ^nn+nom+++=condition
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
never ^rb++splt++=never
marry ^vb++++=marry.
. ^zz++++=EXTRAWORD
" ^zz++++="Marry!
marry ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
ha ^uh++++=ha,
, ^zz++++=EXTRAWORD
ha ^uh++++=ha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
laughed ^vbd+++xvbnx+=laughed
bitterly ^rb++++=bitterly
to ^in++++=to
himself ^ppl+pp3+++=himself
at ^in++++=at
the ^ati++++=the
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
Winter ^nn++++=Winter
one ^cd1++++=one
year ^nn++++=year
set ^vbd+++xvbn+=set
in ^in++++=in
early ^jj++++=early,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
freezing ^nn++++=freezing
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
Without ^in+strn+++=Without,
, ^zz++++=EXTRAWORD
a ^at++++=a
snowstorm ^nn++++=snowstorm
made ^vbd+++xvbn+=made
every ^at++++=every
one ^cd1++++=one
remain ^vb++++=remain
at ^in++++=at
home ^nr++++=home
who ^whp+rel+subj++=who
could ^md+pos+++=could
do ^vb+do+vrb++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
that ^dt+dem+++=that
Anthony ^np++++=Anthony's
's ^$++++=EXTRAWORD
neighbors ^nns++++=neighbors,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
opposite ^jj++++=opposite
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
notice ^vb+vprv+++=notice
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
house ^npl++++=house
remained ^vbd+++xvbn+=remained
unopened ^vbd+++xvbn+=unopened
for ^in++++=for
two ^cd++++=two
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
showed ^vbd+vprv++xvbn+=showed
himself ^ppl+pp3+++=himself
during ^in++++=during
that ^dt+dem+++=that
time ^nn++++=time,
, ^zz++++=EXTRAWORD
for ^in++++=for
who ^whp+rel+pied++=who
would ^md+prd+++=would
go ^vb++++=go
out ^rp+pl+++=out
in ^in++++=in
such ^abl++++=such
weather ^nn++++=weather
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
gloomy ^jj+atrb+++=gloomy
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
whose ^whp+rel+obj++=whose
windows ^nns++++=windows
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
twilight ^nn++++=twilight
and ^cc++++=and
dark ^jj+atrb+++=dark
nights ^nns++++=nights
reigned ^vbd+++xvbn+=reigned
in ^in++++=in
turns ^nns++++=turns.
. ^zz++++=EXTRAWORD
During ^in++++=During
these ^dt+dem+++=these
two ^cd++++=two
days ^nns++++=days
old ^jj+atrb+++=old
Anthony ^np++++=Anthony
had ^vb+hv+aux++=had
not ^xnot++not++=not
left ^vprf+++xvbn+=left
his ^pp$+pp3+++=his
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
strength ^nn++++=strength
to ^to++++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bitter ^jj+atrb+++=bitter
weather ^nn++++=weather
had ^vb+hv+vrb++=had
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
affected ^vwbn+++xvbn+=affected
his ^pp$+pp3+++=his
limbs ^nns++++=limbs.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
lay ^jjb+++xvbn+=lay
the ^ati++++=the
old ^jj+atrb+++=old
bachelor ^nn++++=bachelor,
, ^zz++++=EXTRAWORD
forsaken ^jj++++=forsaken
by ^in++++=by
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unable ^jj++++=unable
to ^to+jcmp+++=to
help ^vbi++++=help
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
reach ^vb++++=reach
the ^ati++++=the
water ^nn++++=water
jug ^nn++++=jug
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
by ^in++++=by
his ^pp$+pp3+++=his
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
last ^rb++++=last
drop ^vb++++=drop
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
sickness ^nns+nom+++=sickness,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
old ^jj+atrb+++=old
age ^nn++++=age,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
laid ^vprf+++xvbnx+=laid
him ^pp3o+pp3+++=him
low ^jj++++=low.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
little ^ap++++=little
corner ^npl++++=corner,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
his ^pp$+pp3+++=his
bed ^nn++++=bed
lay ^vbd+++xvbn+=lay,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
over ^in++++=over-shadowed
- ^zz++++=EXTRAWORD
shadowed ^vbd+++xvbn+=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
by ^in++++=by
perpetual ^jj+atrb+++=perpetual
night ^nn++++=night.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
spider ^nn++++=spider,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
however ^rb+cnj+++=however
not ^xnot++not++=not
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
busily ^rb++++=busily
and ^cc+phrs+++=and
cheerfully ^rb++++=cheerfully
spun ^vbd+++xvbn+=spun
its ^pp$+it+++=its
web ^nn++++=web
above ^rb++++=above
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
there ^ex+pex+++=there
should ^md+nec+++=should
be ^vb+be+vrb++=be
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
little ^jj+atrb+++=little
banner ^nn++++=banner
waving ^vwbg+++xvbg+=waving
over ^in++++=over
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
time ^nn++++=time
passed ^vbd+++xvbn+=passed
slowly ^rb++++=slowly
and ^cc+phrs+++=and
painfully ^rb++++=painfully.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
tears ^nns++++=tears
to ^to++++=to
