[ ^zz++++=[The
left ^vbd+++xvbnx+=left
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
with ^in++++=with
a ^at++++=a
can ^nn++++=can
of ^in++++=of
hot ^jj+atrb+++=hot
water ^nn++++=water
and ^cc++++=and
a ^at++++=a
vast ^jj+atrb+++=vast
night ^nn++++=night-shirt
- ^zz++++=EXTRAWORD
shirt ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
farmer ^nn++++=farmer's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
bade ^vbd+++xvbn+=bade
me ^pp1o+pp1+++=me
good ^jj++++=good-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
quick ^jj+pred+++=quick
and ^cc++++=and
undress ^nns+nom+++=undress,
, ^zz++++=EXTRAWORD
little ^ap++++=little
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
tubs ^nns+++??+=tubs
are ^vb+ber+vrb++=are
all ^abn++++=all
in ^in++++=in
hiding ^xvbg+++xvbg+=hiding
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Yann ^np+++??+=Yann."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
I ^pp1a+pp1+++=I
slept ^vbd+++xvbnx+=slept
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
my ^pp$+pp1+++=my
head ^jjb++++=head
touched ^jj+++xvbn+=touched
the ^ati++++=the
sweet ^jj++++=sweet-smelling
- ^zz++++=EXTRAWORD
smelling ^vbg+nom++xvbg+=EXTRAWORD
pillow ^nn++++=pillow;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
must ^md+nec+++=must
have ^vb+hv+aux++=have
slept ^vprf+++xvbnx+=slept
the ^ati++++=the
round ^nn++++=round
of ^in++++=of
the ^ati++++=the
clock ^nn++++=clock
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
opened ^vbd+++xvbnx+=opened
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
room ^nn++++=room
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
bright ^jj+pred+++=bright
with ^in++++=with
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire
sat ^vbd+++xvbn+=sat
the ^ati++++=the
Breton ^jj+atrb+++=Breton
lady ^npt++++=lady
sewing ^nn++++=sewing
as ^cs+sub+++=as
if ^cs+cnd+++=if
for ^in++++=for
dear ^uh++++=dear
life ^nn++++=life.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
wonder ^nn++++=wonder
of ^in++++=of
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
now ^rn+tm+++=now
wore ^vbd+++xvbn+=wore
a ^at++++=a
short ^jj+atrb+++=short
plain ^nn++++=plain
dress ^nn++++=dress
such ^abl++++=such
as ^ql++++=as
girls ^nns++++=girls
wear ^nn++++=wear
in ^in++++=in
the ^ati++++=the
convent ^nn++++=convent
schools ^nns++++=schools
in ^in++++=in
Brittany ^np++++=Brittany,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
grey ^np++++=grey
hair ^nn++++=hair
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
just ^rb+emph+++=just
like ^in++++=like
a ^at++++=a
girl ^nn++++=girl's.
's. ^nn+++??+=EXTRAWORD
One ^cd1++++=One
little ^jj+atrb+++=little
foot ^nn++++=foot
rested ^vbd+++xvbn+=rested
on ^in++++=on
the ^ati++++=the
brass ^nn++++=brass
fender ^nn++++=fender,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
firelight ^nn++++=firelight
played ^vbd+++xvbn+=played
on ^in+ppvb+++=on
its ^pp$+it+++=its
silver ^nn++++=silver
shoe ^nn++++=shoe-buckle.
- ^zz++++=EXTRAWORD
buckle ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
coughed ^vbd+++xvbnx+=coughed,
, ^zz++++=EXTRAWORD
to ^to++++=to
let ^vbi++++=let
her ^pp3o+pp3+++=her
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
awake ^jj+pred+++=awake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
across ^in+pl+++=across
and ^cc++++=and
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Almost
almost ^rb+hdg+++=EXTRAWORD
ten ^cd++++=ten
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
Yann ^np+++??+=Yann,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
time ^nn++++=time
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
rise ^vbi++++=rise
and ^cc++++=and
have ^vb+hv+vrb++=have
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^in++++=after
supper ^nn++++=supper--are
-- ^--+clp+++=EXTRAWORD
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
sorry? ^nn+++??+=sorry?--another
-- ^--+clp+++=EXTRAWORD
another ^dt++++=EXTRAWORD
journey ^nn++++=journey
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
At ^in++++=At
midnight ^nn++++=midnight
you ^pp2+pp2+++=you
start ^vb++++=start
in ^in++++=in
the ^ati++++=the
gig ^nn++++=gig
with ^in++++=with
Farmer ^nn++++=Farmer
Ellory ^np+++??+=Ellory,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
will ^md+prd+++=will
drive ^vb++++=drive
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
town ^nn++++=town
called ^vbd+++xvbn+=called
Fowey ^np+++??+=Fowey,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
some ^dti++++=some
friends ^nns++++=friends
of ^in++++=of
his ^pp$+pp3+++=his
' ^zz++++='in
in ^in++++=EXTRAWORD
the ^ati++++=the
trade ^nn++++=trade'
' ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
starting ^vbg+++xvbgx+=starting
for ^in++++=for
Roscoff ^np+++??+=Roscoff.
. ^zz++++=EXTRAWORD
In ^in++++=In
six ^cd++++=six
hours ^nns++++=hours
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
aboard ^in+pl+++=aboard
ship ^nn++++=ship
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
another ^dt++++=another
twenty ^cd++++=twenty,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
see ^vb+vprv+tht0++=see
your ^pp$+pp2+++=your
mother ^nn++++=mother--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father
too ^ql++++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
escaped ^vbd+++xvbnx+=escaped
clear ^jj++++=clear
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
In ^in++++=In
little ^ap++++=little
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
day ^nn++++=day
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
back ^jjb+pred+++=back
in ^in++++=in
Brittany ^np++++=Brittany.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
first ^od++++=first
you ^pp2+pp2+++=you
must ^md+nec+++=must
lie ^vb++++=lie
quite ^rb++++=quite
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
be ^vbi++vrb++=be
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
madame ^npt++++=madame."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
call ^nn++++=call
me ^pp1o+pp1+++=me
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
Demoiselle ^np+++??+=Demoiselle
Heloise ^np+++??+=Heloise
Keranguin ^np+++??+=Keranguin.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Pol ^np+++??+=Pol
de ^&fw++++=de
Leon ^np++++=Leon,
, ^zz++++=EXTRAWORD
Yann ^np+++??+=Yann?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Almost
almost ^rb+hdg+++=EXTRAWORD
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
my ^pp$+pp1+++=my
own ^ap++++=own
town ^nn++++=town,
, ^zz++++=EXTRAWORD
mademoiselle ^np++++=mademoiselle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
Convent ^nn++++=Convent
of ^in++++=of
the ^ati++++=the
Grey ^jj+atrb+++=Grey
Nuns ^nns++++=Nuns,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Morlaix ^np+++??+=Morlaix,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
beyond ^in++++=beyond
the ^ati++++=the
town ^nn++++=town?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
my ^pp$+pp1+++=my
tongue ^nn++++=tongue
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
that ^cs+sub+++=that
fire ^nn++++=fire
and ^cc++++=and
soldiery ^nn+nom+++=soldiery
had ^vbd+hvd+aux++=had
wiped ^vprf+++xvbnx+=wiped
it ^pp3+it+++=it
even ^rb++++=even
with ^in++++=with
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
" ^zz++++="Terror."
terror ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
she ^pp3a+pp3+++=she
interrupted ^vbd+++xvbnx+=interrupted
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Setting ^nvbg+++xvbg+=Setting
down ^rp++++=down
her ^pp$+pp3+++=her
work ^nn++++=work-basket,
- ^zz++++=EXTRAWORD
basket ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
heaped ^vpsv++agls+xvbnx+=heaped
high ^jj++++=high
with ^in++++=with
reels ^nns++++=reels
and ^cc++++=and
parti ^nn+++??+=parti-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
rags ^nns++++=rags
of ^in++++=of
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
a ^at++++=a
small ^jj+atrb+++=small
table ^nn++++=table
over ^in++++=over
to ^in++++=to
the ^ati++++=the
big ^jj+atrb+++=big
bed ^nn++++=bed
and ^cc++++=and
loaded ^vbd+++xvbn+=loaded
it ^pp3+it+++=it
with ^in++++=with
candlesticks ^nns++++=candlesticks.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
three ^cd++++=three
candles ^nns++++=candles
already ^rb++++=already
alight ^jj++++=alight
in ^in++++=in
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
lit ^vbd+++xvbnx+=lit
others ^aps++++=others
and ^cc++++=and
set ^nn+++xvbn+=set
them ^pp3o+pp3+++=them
in ^in++++=in
line ^nn++++=line--brass
-- ^--+clp+++=EXTRAWORD
brass ^nn++++=EXTRAWORD
candlesticks ^nns++++=candlesticks,
, ^zz++++=EXTRAWORD
plated ^jj+atrb++xvbn+=plated
candlesticks ^nns++++=candlesticks,
, ^zz++++=EXTRAWORD
candlesticks ^nns++++=candlesticks
of ^in++++=of
chinaware ^nn+++??+=chinaware--fourteen
-- ^--+clp+++=EXTRAWORD
fourteen ^cd++++=EXTRAWORD
candlesticks ^nns++++=candlesticks
in ^in++++=in
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fresh ^jj+atrb+++=fresh
candles ^nns++++=candles
in ^in++++=in
each ^dt++++=each.
. ^zz++++=EXTRAWORD
Laying ^vbg+++xvbg+=Laying
a ^at++++=a
finger ^nn++++=finger
on ^rp++++=on
her ^pp3o+pp3+++=her
lip ^nn++++=lip,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stepped ^vbd+++xvbnx+=stepped
to ^in++++=to
the ^ati++++=the
big ^jj+atrb+++=big
bed ^nn++++=bed
and ^cc++++=and
unfastened ^vbd+++xvbn+=unfastened
the ^ati++++=the
corking ^jj+++xvbg+=corking-pins
- ^zz++++=EXTRAWORD
pins ^nns++++=EXTRAWORD
which ^whp+rel+subj++=which
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
green ^jj+atrb+++=green
curtains ^nns++++=curtains
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
the ^ati++++=the
curtains ^nns++++=curtains
back ^jjb++++=back
I ^pp1a+pp1+++=I
lifted ^vbd+++xvbnx+=lifted
myself ^ppl+pp1+++=myself
on ^in++++=on
an ^at++++=an
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
into ^in++++=into
a ^at++++=a
real ^jj+atrb+++=real
theatre ^nn++++=theatre
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
transformed ^vprf+++xvbnx+=transformed
the ^ati++++=the
whole ^jj+atrb+++=whole
level ^nn++++=level
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed
into ^in++++=into
a ^at++++=a
miniature ^nn++++=miniature
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
with ^in++++=with
buildings ^nns++++=buildings
of ^in++++=of
cardboard ^nn++++=cardboard,
, ^zz++++=EXTRAWORD
cleverly ^rb++++=cleverly
painted ^jj+++xvbn+=painted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gardens ^nns++++=gardens
cut ^vbd+++xvbn+=cut
out ^rp+pl+++=out
of ^in++++=of
silk ^nn++++=silk
and ^cc++++=and
velvet ^nn++++=velvet
and ^cc++++=and
laid ^xvbn+++xvbn+=laid
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rose ^vbd+++xvbn+=rose-trees
- ^zz++++=EXTRAWORD
trees ^nns++++=EXTRAWORD
gummed ^vwbn+++xvbn+=gummed
on ^in++++=on
little ^ap++++=little
sticks ^nns++++=sticks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fish ^nns++++=fish-pond
- ^zz++++=EXTRAWORD
pond ^nn++++=EXTRAWORD
and ^cc++++=and
brook ^nn++++=brook
of ^in++++=of
looking ^xvbg+++xvbg+=looking-glass,
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
embroidered ^xvbn+++xvbn+=embroidered
flowers ^nns+nom+++=flowers
stuck ^vbd+++xvbn+=stuck
along ^in++++=along
their ^pp$+pp3+++=their
edges ^nns++++=edges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
along ^in++++=along
the ^ati++++=the
paths ^nns++++=paths
( ^zz++++=(of
of ^in++++=EXTRAWORD
real ^jj+atrb+++=real
sand ^nn++++=sand)
) ^zz++++=EXTRAWORD
a ^at++++=a
score ^nn++++=score
of ^in++++=of
little ^jj+atrb+++=little
dolls ^nns++++=dolls
walking ^vwbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
all ^abn++++=all
dressed ^jj+++xvbn+=dressed
in ^in++++=in
the ^ati++++=the
uniform ^nn++++=uniform
of ^in++++=of
the ^ati++++=the
Grey ^jj+atrb+++=Grey
Nuns ^nns++++=Nuns.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
declare ^vb+vpub+tht0++=declare
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
real ^jj++++=real,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
almost ^rb+hdg+splt++=almost
hear ^vb+vprv+++=hear
the ^ati++++=the
fountain ^npl++++=fountain
playing ^vwbg+++xvbg+=playing,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
jet ^nn++++=jet
d ^zz++++=d'eau
'eau ^nn+++??+=EXTRAWORD
of ^in++++=of
transparent ^jj+atrb+++=transparent
beads ^nns++++=beads
strung ^vwbn+++xvbn+=strung
on ^in++++=on
an ^at++++=an
invisible ^jj+atrb+++=invisible
wire ^nn++++=wire.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
pretty ^jj++++=pretty,
, ^zz++++=EXTRAWORD
mademoiselle ^np++++=mademoiselle!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
clasped ^vbd+++xvbnx+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands
nervously ^rb++++=nervously.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
Yann ^np+++??+=Yann?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
so ^ql++++=so
long ^rb++++=long
ago ^rb++++=ago
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
may ^md+pos+++=may
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
like ^in+strn+++=like;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
anything ^pn++++=anything
wrong ^jj++++=wrong.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
promise ^nn++++=promise
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
offended ^vpsv++agls+xvbnx+=offended."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
exactly ^rb++++=exactly
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
mademoiselle ^np++++=mademoiselle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="See,
see ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
is ^vbz+bez+vrb++=is
the ^ati++++=the
Mother ^nn++++=Mother
Superior ^jj++++=Superior;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
Soeur ^np+++??+=Soeur
Gabrielle ^np+++??+=Gabrielle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
make ^vb++++=make
the ^ati++++=the
dresses ^nns+nom+++=dresses
full ^jj++++=full
and ^cc+phrs+++=and
stiff ^jj++++=stiff,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
they ^pp3a+pp3+++=they
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
up ^rp++++=up.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
Soeur ^np+++??+=Soeur
Hyacinthe ^np+++??+=Hyacinthe.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walks ^nns++++=walks
with ^in++++=with
me ^pp1o+pp1+++=me-this
- ^zz++++=EXTRAWORD
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
I ^pp1a+pp1+++=I--as
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
she ^pp3a+pp3+++=she
always ^rb++++=always
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think?
? ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
fifteen ^cd++++=fifteen
dolls ^nns++++=dolls
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++vrb++=have
a ^at++++=a
real ^jj+atrb+++=real
Pardon ^np+++??+=Pardon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
townspeople ^nns++++=townspeople
and ^cc++++=and
fisher ^np++++=fisher
people ^nns++++=people
to ^to++++=to
stand ^vbi++++=stand
and ^cc++++=and
worship ^nn+nom+++=worship
at ^rb++++=at
the ^ati++++=the
altar ^nn++++=altar
of ^in++++=of
the ^ati++++=the
Virgin ^nn++++=Virgin,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
it ^pp3+it+++=it
of ^in++++=of
wax ^nn++++=wax,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stamped ^jj+++xvbn+=stamped
the ^ati++++=the
face ^nn++++=face
with ^in++++=with
a ^at++++=a
seal ^nn++++=seal
that ^tht+rel+obj++=that
Charles ^np++++=Charles
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
to ^to++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
my ^pp$+pp1+++=my
husband ^nn++++=husband
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
the ^ati++++=the
school ^nn++++=school."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Indeed,
indeed ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
mademoiselle ^np++++=mademoiselle?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
burnt ^vbd+++xvbn+=burnt
his ^pp$+pp3+++=his
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
but ^cc++++=but
a ^at++++=a
week ^nn++++=week
after ^cs+sub+++=after
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
the ^ati++++=the
school ^nn++++=school,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Chateau ^npl++++=Chateau
Sant ^np+++??+=Sant-Ervoan
- ^zz++++=EXTRAWORD
ervoan ^jj++++=EXTRAWORD
lay ^jjb+++xvbn+=lay
but ^cc++++=but
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
my ^pp$+pp1+++=my
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fled ^vbd+++xvbnx+=fled
to ^in++++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
wounded ^j+++xvbn+=wounded;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
coast ^nn++++=coast--there
-- ^--+clp+++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
price ^nn++++=price
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
had ^md"++pmd"++=had
to ^md+nec+++=to
flee ^vb++++=flee--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
escaped ^vpsv++agls+xvbn+=escaped
over ^in++++=over
to ^in++++=to
England ^np++++=England.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
died ^vbd+++xvbnx+=died
on ^in++++=on
this ^dt+dem+++=this
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
Yann ^np+++??+=Yann.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
a ^at++++=a
candle ^nn++++=candle,
