Mr ^npt++++=Mr.
tea ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes.
. ^zz++++=EXTRAWORD
" ^zz++++="Jol'
jol ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
Tose ^np+++??+=Tose-stools,
- ^zz++++=EXTRAWORD
stools ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Brosher ^np+++??+=Brosher."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
drunk ^vpsv++agls+xvbnx+=drunk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jennie ^np+++??+=Jennie
in ^in++++=in
a ^at++++=a
weak ^jj+atrb+++=weak
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
before ^cs+sub+++=before
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
seen ^vbd+vprv++xvbnx+=seen
this ^dt+dem+++=this
intense ^jj+atrb+++=intense
pallor ^nn++++=pallor
in ^in++++=in
a ^at++++=a
drunken ^jj+atrb+++=drunken
man ^nn++++=man,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
such ^abl++++=such
shining ^nvbg+++xvbg+=shining,
, ^zz++++=EXTRAWORD
dilated ^xvbn+++xvbn+=dilated
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
scarlet ^jj+atrb+++=scarlet
agaric ^nn++++=agaric
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence.
. ^zz++++=EXTRAWORD
" ^zz++++="Jo'
jo ^np++++=EXTRAWORD
' ^zz++++=EXTRAWORD
stuff ^nn++++=stuff,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="ta'
ta ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
some ^dti++++=some."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
genial ^jj+pred+++=genial.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
at ^in++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
their ^pp$+pp3+++=their
startled ^vbd+++xvbn+=startled
faces ^nns++++=faces
he ^pp3a+pp3+++=he
changed ^vbd+++xvbnx+=changed,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
swift ^jj+atrb+++=swift
transition ^nn+nom+++=transition
of ^in++++=of
insanity ^nn+nom+++=insanity,
, ^zz++++=EXTRAWORD
into ^in++++=into
overbearing ^jj+atrb+++=overbearing
fury ^nn++++=fury.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
recalled ^vprf+++xvbnx+=recalled
the ^ati++++=the
quarrel ^nn++++=quarrel
of ^in++++=of
his ^pp$+pp3+++=his
departure ^nn++++=departure.
. ^zz++++=EXTRAWORD
In ^in++++=In
such ^abl++++=such
a ^at++++=a
huge ^jj+atrb+++=huge
voice ^nn++++=voice
as ^ql++++=as
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted,
, ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
house ^nn++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
master ^nn++++=master
' ^zz++++='ere.
ere ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Eat ^vb++++=Eat
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
give ^vb++++=give
yer ^pp$++++=yer!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bawled ^vbd+++xvbnx+=bawled
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
without ^in++++=without
an ^at++++=an
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
violent ^jj+atrb+++=violent
gesture ^nn++++=gesture,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
there ^rn+pl+++=there
as ^cs+sub+++=as
motionless ^jj++++=motionless
as ^ql++++=as
one ^cd1++++=one
who ^whp+rel+obj++=who
whispers ^nns+nom+++=whispers,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
out ^rp+pl+++=out
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
fungus ^nns+++??+=fungus.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
approved ^vbd+++xvbn+=approved
himself ^ppl+pp3+++=himself
a ^at++++=a
coward ^nn++++=coward.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
meet ^vb++++=meet
the ^ati++++=the
mad ^jj+atrb+++=mad
fury ^nn++++=fury
in ^in++++=in
Coombes ^np+++??+=Coombes'
' ^zz++++=EXTRAWORD
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
pushing ^vbg+++xvbg+=pushing
back ^jjb++++=back
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
stooping ^vbg+++xvbg+=stooping.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
Coombes ^np+++??+=Coombes
rushed ^vbd+++xvbn+=rushed
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Jennie ^np+++??+=Jennie
saw ^vbd+vprv++xvbn+=saw
her ^pp$+pp3+++=her
opportunity ^nn+nom+++=opportunity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
ghost ^nn++++=ghost
of ^in++++=of
a ^at++++=a
shriek ^vb++++=shriek,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
for ^in++++=for
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
followed ^vbd+vprv++xvbn+=followed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
dodge ^vbi++++=dodge.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
went ^vbd+++xvbn+=went
the ^ati++++=the
tea ^nn++++=tea-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
smash ^vb++++=smash
as ^ql++++=as
Coombes ^np+++??+=Coombes
clutched ^vbd+++xvbn+=clutched
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
collar ^nn++++=collar
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
thrust ^vbi++++=thrust
the ^ati++++=the
fungus ^nns+++??+=fungus
into ^in++++=into
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
was ^vbd+bedz+vrb++=was
content ^jj++++=content
to ^to+jcmp+++=to
leave ^vbi++++=leave
his ^pp$+pp3+++=his
collar ^nn++++=collar
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shot ^nn+++xvbn+=shot
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
passage ^nn+nom+++=passage
with ^in++++=with
red ^jj+atrb+++=red
patches ^nns++++=patches
of ^in++++=of
fly ^vb++++=fly
agaric ^jj++++=agaric
still ^rb+atrb+++=still
adherent ^jj++++=adherent
to ^in++++=to
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Shut
shut ^vb+++xvbn+=EXTRAWORD
' ^zz++++='im
im ^&fw++++=EXTRAWORD
in ^in+strn+++=in!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
closed ^vprf+++xvbnx+=closed
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
supports ^vbz++++=supports
deserted ^vbd+++xvbn+=deserted
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
Jennie ^np+++??+=Jennie
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
shop ^nn++++=shop
door ^nn++++=door
open ^nn++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^jj+++xvbn+=vanished
thereby ^rb+cnj+++=thereby,
, ^zz++++=EXTRAWORD
locking ^jj++++=locking
it ^pp3+it+++=it
behind ^in+pl+++=behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Clarence ^np+nom+++=Clarence
went ^vbd+++xvbn+=went
on ^in++++=on
hastily ^rb++++=hastily
into ^in++++=into
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
came ^vbd+++xvbn+=came
heavily ^rb++++=heavily
against ^in++++=against
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
the ^ati++++=the
key ^jjb++++=key
was ^vbd+bedz+vrb++=was
inside ^jjb+pred+++=inside,
, ^zz++++=EXTRAWORD
fled ^j+++xvbn+=fled
upstairs ^jjb++++=upstairs
and ^cc+phrs+++=and
locked ^jj+++xvbn+=locked
herself ^ppl+pp3+++=herself
in ^in++++=in
the ^ati++++=the
spare ^jj+atrb+++=spare
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
new ^nn++++=new
convert ^vb++++=convert
to ^in++++=to
_joie ^nn+++??+=_joie
de ^&fw++++=de
vivre_ ^jj+++??+=vivre_
emerged ^jj+++xvbn+=emerged
upon ^in++++=upon
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
decorations ^nns+nom+++=decorations
a ^rb++++=a
little ^rb"++++=little
scattered ^jj+++xvbn+=scattered,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
respectable ^jj+atrb+++=respectable
hatful ^nn++++=hatful
of ^in++++=of
fungi ^nns++++=fungi
still ^rb++++=still
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hesitated ^vbd+++xvbnx+=hesitated
at ^rb++++=at
the ^ati++++=the
three ^cd++++=three
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
decided ^vpsv++agls+xvbn+=decided
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
Whereupon ^cs+sub+++=Whereupon
Clarence ^np+nom+++=Clarence,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
fumbling ^nvbg+++xvbg+=fumbling
with ^in++++=with
the ^ati++++=the
key ^jjb++++=key,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
up ^rp++++=up
the ^ati++++=the
attempt ^nn++++=attempt
to ^to+ncmp+++=to
imprison ^vbi++++=imprison
his ^pp$+pp3+++=his
host ^nn++++=host,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fled ^vpsv++agls+xvbn+=fled
into ^in++++=into
the ^ati++++=the
scullery ^nn+nom+++=scullery,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
to ^to++++=to
be ^vbi+vbi+aux++=be
captured ^vpsv++agls+xvbnx+=captured
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
open ^vb++++=open
the ^ati++++=the
door ^nn++++=door
into ^in++++=into
the ^ati++++=the
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
is ^vbz+bez+vrb++=is
singularly ^rb++++=singularly
reticent ^jj+pred+++=reticent
of ^in++++=of
the ^ati++++=the
details ^nns++++=details
of ^in++++=of
what ^wdt+who+++=what
occurred ^vprf+++xvbn+=occurred.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes'
' ^zz++++=EXTRAWORD
transitory ^jj+atrb+++=transitory
irritation ^nn+nom+++=irritation
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
more ^rbr++++=more
a ^at++++=a
genial ^jj+atrb+++=genial
playfellow ^nn+++??+=playfellow.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
knives ^nns++++=knives
and ^cc++++=and
meat ^nn++++=meat
choppers ^nns+nom+++=choppers
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
very ^ql+amp+++=very
generously ^rb++++=generously
resolved ^vbd+vsua++xvbn+=resolved
to ^to+vcmp+++=to
humour ^vb++++=humour
him ^pp3o+pp3+++=him
and ^cc++++=and
so ^ql++++=so
avoid ^vb++++=avoid
anything ^pn++++=anything
tragic ^jj++++=tragic.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
beyond ^in++++=beyond
dispute ^nn++++=dispute
that ^tht+rel+obj++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
played ^vbd+++xvbn+=played
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Clarence ^np+nom+++=Clarence
to ^in++++=to
his ^pp$+pp3+++=his
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
content ^nn++++=content;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
more ^rbr++++=more
playful ^jj++++=playful
and ^cc+phrs+++=and
familiar ^jj++++=familiar
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
each ^dt++++=each
other ^ap++++=other
for ^in++++=for
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
insisted ^vbd+vpub++xvbnx+=insisted
gaily ^rb++++=gaily
on ^in++++=on
Clarence ^np+nom+++=Clarence
trying ^vwbg+++xvbg+=trying
the ^ati++++=the
fungi ^nns++++=fungi,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
friendly ^nn++++=friendly
tussle ^vb++++=tussle,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
smitten ^vprf+++xvbn+=smitten
with ^in++++=with
remorse ^nn++++=remorse
at ^in++++=at
the ^ati++++=the
mess ^nn++++=mess
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
of ^in++++=of
his ^pp$+pp3+++=his
guest ^nn++++=guest's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
also ^rb++++=also
appears ^vbz+seem+++=appears
that ^tht+vcmp+++=that
Clarence ^np+nom+++=Clarence
was ^vbd+bedz+aux++=was
dragged ^vpsv++agls+xvbnx+=dragged
under ^in++++=under
the ^ati++++=the
sink ^nn++++=sink
and ^cc++++=and
his ^pp$+pp3+++=his
face ^vb++++=face
scrubbed ^vbd+++xvbn+=scrubbed
with ^in++++=with
the ^ati++++=the
blacking ^jj+atrb++xvbg+=blacking
brush ^nn++++=brush--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
being ^vbg+beg++xvbg+=being
still ^jj+pred+++=still
resolved ^vpsv++agls+xvbn+=resolved
to ^to+vcmp+++=to
humour ^vb++++=humour
the ^ati++++=the
lunatic ^nn++++=lunatic
at ^in++++=at
any ^dti++++=any
cost ^nn++++=cost--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
that ^cs+sub+++=that
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
somewhat ^rb+down+++=somewhat
dishevelled ^jj++++=dishevelled,
, ^zz++++=EXTRAWORD
chipped ^j+++xvbn+=chipped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
discoloured ^vbd+++xvbn+=discoloured
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
assisted ^vpsv++agls+xvbnx+=assisted
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
shown ^vbd+vprv++xvbn+=shown
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
back ^jjb+atrb+++=back
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shopway ^nn+++??+=shopway
being ^xvbg+++xvbg+=being
barred ^vpsv++by+xvbn+=barred
by ^in++++=by
Jennie ^np+++??+=Jennie.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes'
' ^zz++++=EXTRAWORD
wandering ^vbg+++xvbg+=wandering
thoughts ^nns++++=thoughts
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
to ^in++++=to
Jennie ^np+++??+=Jennie.
. ^zz++++=EXTRAWORD
Jennie ^np+++??+=Jennie
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
unable ^jj++++=unable
to ^to+jcmp+++=to
unfasten ^vbi++++=unfasten
the ^ati++++=the
shop ^nn++++=shop
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
shot ^vbd+++xvbnx+=shot
the ^ati++++=the
bolts ^nns++++=bolts
against ^in++++=against
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes'
' ^zz++++=EXTRAWORD
latch ^nn++++=latch-key,
- ^zz++++=EXTRAWORD
key ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vpsv++agls+xvbn+=remained
in ^in++++=in
possession ^nn++++=possession
of ^in++++=of
the ^ati++++=the
shop ^nn++++=shop
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
appear ^vb+seem+++=appear
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
then ^rn+tm+++=then
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
still ^rb++++=still
in ^in++++=in
pursuit ^nn++++=pursuit
of ^in++++=of
gaiety ^nn++++=gaiety,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
albeit ^cs+sub+++=albeit
a ^at++++=a
strict ^jj+atrb+++=strict
Good ^jj+atrb+++=Good
Templar ^np+++??+=Templar,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
( ^zz++++=(or
or ^cc++++=EXTRAWORD
spilt ^vbd+++xvbn+=spilt
down ^rp++++=down
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
first ^od++++=first
and ^cc++++=and
only ^rb+down+++=only
frock ^nn++++=frock-coat)
- ^zz++++=EXTRAWORD
coat ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
no ^at++++=no
less ^rbr++++=less
than ^in++++=than
five ^cd++++=five
bottles ^nns++++=bottles
of ^in++++=of
the ^ati++++=the
stout ^jj+atrb+++=stout
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
insisted ^vbd+vpub++xvbn+=insisted
upon ^in++++=upon
having ^nn++++=having
for ^in++++=for
her ^pp$+pp3+++=her
health ^nn++++=health's
's ^$++++=EXTRAWORD
sake ^nn++++=sake.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
cheerful ^jj+atrb+++=cheerful
noises ^nns++++=noises
by ^in++++=by
breaking ^nn++++=breaking
off ^in+pl+++=off
the ^ati++++=the
necks ^nns++++=necks
of ^in++++=of
the ^ati++++=the
bottles ^nns++++=bottles
with ^in++++=with
several ^ap++++=several
of ^in++++=of
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
wedding ^nn++++=wedding-present
- ^zz++++=EXTRAWORD
present ^vb++++=EXTRAWORD
dinner ^nn++++=dinner-plates,
- ^zz++++=EXTRAWORD
plates ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
the ^ati++++=the
earlier ^jjr+atrb+++=earlier
part ^nn++++=part
of ^in++++=of
this ^dt+dem+++=this
great ^jj++++=great
drunk ^vprf+++xvbn+=drunk
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang
divers ^nns++++=divers
merry ^jj+atrb+++=merry
ballads ^nns++++=ballads.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cut ^vbd+++xvbnx+=cut
his ^pp$+pp3+++=his
finger ^nn++++=finger
rather ^rb++++=rather
badly ^rb++++=badly
with ^in++++=with
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
bottles ^nns++++=bottles--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
only ^ap+down+++=only
bloodshed ^nn++++=bloodshed
in ^in++++=in
this ^dt+dem+++=this
story ^nn++++=story--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
with ^in++++=with
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
systematic ^jj+atrb+++=systematic
convulsion ^nn++++=convulsion
of ^in++++=of
his ^pp$+pp3+++=his
inexperienced ^jj+atrb+++=inexperienced
physiology ^nn++++=physiology
by ^in++++=by
the ^ati++++=the
liquorish ^jj+atrb+++=liquorish
brand ^nn++++=brand
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes'
' ^zz++++=EXTRAWORD
stout ^jj++++=stout,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
the ^ati++++=the
evil ^nn++++=evil
of ^in++++=of
the ^ati++++=the
fungus ^nns+++??+=fungus
poison ^nn++++=poison
was ^vbd+bedz+aux++=was
somehow ^rb++splt++=somehow
allayed ^vpsv++agls+xvbnx+=allayed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
prefer ^vb+vprv+++=prefer
to ^to+vcmp+++=to
draw ^vbi++++=draw
a ^at++++=a
veil ^nn++++=veil
over ^in++++=over
the ^ati++++=the
concluding ^jj+atrb++xvbg+=concluding
incidents ^nns++++=incidents
of ^in++++=of
this ^dt+dem+++=this
Sunday ^nr++++=Sunday
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ended ^vbd+++xvbnx+=ended
in ^in++++=in
the ^ati++++=the
coal ^nn++++=coal
cellar ^nn++++=cellar,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
deep ^jj+atrb+++=deep
and ^cc+phrs+++=and
healing ^jj+atrb++xvbg+=healing
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
An ^at++++=An
interval ^nn+nom+++=interval
of ^in++++=of
five ^cd++++=five
years ^nns++++=years
elapsed ^vwbn+++xvbn+=elapsed.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
Sunday ^nr++++=Sunday
afternoon ^nn++++=afternoon
in ^in++++=in
October ^nr++++=October,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coombes ^np++++=Coombes
walked ^vbd+++xvbn+=walked
through ^in++++=through
the ^ati++++=the
pine ^nn++++=pine
wood ^nn++++=wood
beyond ^in++++=beyond
the ^ati++++=the
canal ^nn++++=canal.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
still ^rb++++=still
the ^ati++++=the
same ^ap++++=same
dark ^jj++++=dark-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
black ^jj++++=black-moustached
- ^zz++++=EXTRAWORD
moustached ^jj+++xvbn+=EXTRAWORD
little ^ap++++=little
man ^nn++++=man
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
