Moistening ^np+++??+=Moistening
he ^pp3a+pp3+++=he
thinks ^vbz+vprv+++=thinks
me ^pp1o+pp1+++=me
guilty ^jj++++=guilty.
. ^zz++++=EXTRAWORD
Helas ^np+++??+=Helas!
! ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
Alphonse ^np++++=Alphonse."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
long ^jj+atrb+++=long
minutes ^nns++++=minutes
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
huge ^jj+atrb+++=huge
head ^nn++++=head
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
pondering ^vbg+++xvbg+=pondering.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
appeal ^vb++++=appeal
to ^in++++=to
him ^pp3o+pp3+++=him
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
half ^abn++++=half
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
certain ^jj+atrb+++=certain
points ^nns++++=points
he ^pp3a+pp3+++=he
should ^md+nec+++=should
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
Georges ^np+++??+=Georges
Prunier ^np+++??+=Prunier
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql+emph+++=So
back ^jjb++++=back
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward.
. ^zz++++=EXTRAWORD
" ^zz++++="Holy
holy ^jj++++=EXTRAWORD
Blue ^jj++++=Blue!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
that ^tht+vcmp+++=that
official ^jj++++=official.
. ^zz++++=EXTRAWORD
" ^zz++++="You?
you ^pp2+pp2+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again?
? ^zz++++=EXTRAWORD
Found ^j+++xvbn+=Found
another ^ppls++++=another
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
in ^in++++=in
agonies ^nns++++=agonies;
; ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
one ^pn++++=one.
. ^zz++++=EXTRAWORD
In ^in++++=In
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
there ^rn+pl+++=there
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
only ^rb+down+++=only
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
brought ^vbd+++xvbnx+=brought
it ^pp3+it+++=it
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Ask ^vb++++=Ask
Georges ^np+++??+=Georges
Prunier ^np+++??+=Prunier
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
say ^vb+vpub+++=say----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Name
name ^nn++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
name ^nn++++=name!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward.
. ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
to ^to++++=to
hear ^vbi+vprv+++=hear
all ^abn++++=all
that ^dt+pdem+++=that
again ^rb+tm+++=again?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
I ^pp1a+pp1+++=I
not ^xnot++not++=not
say ^vb+vpub+++=say
to ^to+vcmp+++=to
forget ^vbi+vprv+++=forget
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Forget,
forget ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur?
? ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
Napoleon ^vb++++=Napoleon
forget ^vb+vprv+++=forget
Waterloo ^np++++=Waterloo?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
that ^cs+sub+++=that
you ^pp2+pp2+++=you
permit ^nn++++=permit
me ^pp1o+pp1+++=me
to ^to++++=to
explain ^vbi+vpub+++=explain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
bother ^nn++++=bother
you ^pp2+pp2+++=you
and ^cc++++=and
your ^pp$+pp2+++=your
explanations ^nns+nom+++=explanations!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward
with ^in++++=with
the ^ati++++=the
sudden ^jj+atrb+++=sudden
impatience ^nn+nom+++=impatience
common ^jj++++=common
to ^in++++=to
fat ^nn++++=fat
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
to ^in++++=to
some ^dti++++=some
less ^rbr++++=less
busy ^jj+atrb+++=busy
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
bowed ^vbd+++xvbn+=bowed
himself ^ppl+pp3+++=himself
from ^in++++=from
the ^ati++++=the
office ^nn++++=office,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
confusion ^nn++++=confusion
and ^cc++++=and
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
not ^xnot++not++=not
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
not ^xnot++not++=not
the ^ati++++=the
chief ^jjb+atrb+++=chief
steward ^nn++++=steward's
's ^$++++=EXTRAWORD
words ^nns++++=words
imply ^vb+vprv+++=imply
that ^tht+vcmp+++=that
the ^ati++++=the
crime ^nn++++=crime
was ^vbd+bedz+vrb++=was
too ^ql++++=too
heinous ^jj++++=heinous
for ^in++++=for
any ^dti++++=any
one ^cd1++++=one
less ^rbr++++=less
than ^in++++=than
the ^ati++++=the
captain ^nn++++=captain
himself ^ppl+pp3+++=himself
to ^to++++=to
pass ^vbi++++=pass
judgment ^nn+nom+++=judgment
on ^in++++=on
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
captain ^nn++++=captain
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
go ^vb++++=go,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
dreaded ^vbd+++xvbnx+=dreaded
to ^to+vcmp+++=to
do ^vbi++++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
captain ^nn++++=captain
was ^vbd+bedz+vrb++=was
notoriously ^rb++++=notoriously
the ^ati++++=the
busiest ^jjt++++=busiest
and ^cc++++=and
least ^rbt++++=least
approachable ^jj+atrb+++=approachable
man ^nn++++=man
on ^in++++=on
the ^ati++++=the
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
Desperation ^nn+nom+++=Desperation
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
Breathless ^jj++++=Breathless
at ^in++++=at
his ^pp$+pp3+++=his
own ^ap++++=own
temerity ^nn+nom+++=temerity,
, ^zz++++=EXTRAWORD
pink ^jj++++=pink
as ^ql++++=as
a ^at++++=a
peony ^nn+++??+=peony
with ^in++++=with
shame ^nn++++=shame,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
bowing ^vbg+++xvbg+=bowing
before ^in++++=before
a ^at++++=a
blur ^nn++++=blur
of ^in++++=of
gold ^nn++++=gold
and ^cc++++=and
multi ^nn+++??+=multi-hued
- ^zz++++=EXTRAWORD
hued ^jj+atrb++xvbn+=EXTRAWORD
decorations ^nns+nom+++=decorations
that ^tht+rel+obj++=that
instinct ^nn++++=instinct
rather ^rb++++=rather
than ^in++++=than
his ^pp$+pp3+++=his
reason ^nn++++=reason
told ^vbd+vpub+tht0+xvbn+=told
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
the ^ati++++=the
captain ^nn++++=captain
of ^in++++=of
the ^ati++++=the
Voltaire ^np+++??+=Voltaire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
was ^vbd+bedz+aux++=was
worried ^vpsv++agls+xvbnx+=worried
about ^in++++=about
the ^ati++++=the
fog ^nn++++=fog,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
the ^ati++++=the
presence ^nn+nom+++=presence
aboard ^in+pl+++=aboard
of ^in++++=of
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Victor ^nn++++=Victor
Ronssoy ^np+++??+=Ronssoy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
president ^nn++++=president
of ^in++++=of
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
manner ^nn++++=manner
was ^vbd+bedz+vrb++=was
brisk ^jj+pred+++=brisk
and ^cc+phrs+++=and
chilly ^jj++++=chilly.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
ring ^nn++++=ring
for ^in++++=for
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
jerked ^vbd+++xvbn+=jerked
out ^rp+pl+++=out
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
captain ^nn++++=captain
will ^md+prd+++=will
pardon ^vb++++=pardon
the ^ati++++=the
great ^jj+atrb+++=great
liberty ^nn++++=liberty,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
importance ^nn+nom+++=importance
on ^in++++=on
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
address ^nns+nom+++=address
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Speak,
speak ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
speak ^vb++++=speak!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shot ^nn+++xvbn+=shot
out ^rp+pl+++=out
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
alarmed ^xvbn+++xvbn+=alarmed
by ^in++++=by
Monsieur ^npt++++=Monsieur
Pettipon ^np++++=Pettipon's
's ^$++++=EXTRAWORD
serious ^jj+atrb+++=serious
aspect ^nn++++=aspect.
. ^zz++++=EXTRAWORD
" ^zz++++="Leak?
leak ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Fire ^nn++++=Fire?
? ^zz++++=EXTRAWORD
Somebody ^pn++++=Somebody
overboard ^rb+pl+++=overboard?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
trickles ^nns++++=trickles
of ^in++++=of
moist ^jj+atrb+++=moist
emotion ^nn+nom+++=emotion
sliding ^vwbg+++xvbg+=sliding
down ^rp++++=down
the ^ati++++=the
creases ^nns++++=creases
of ^in++++=of
his ^pp$+pp3+++=his
round ^in++++=round
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Nobody
nobody ^pn++++=EXTRAWORD
overboard ^rb+pl+++=overboard;
; ^zz++++=EXTRAWORD
no ^at++++=no
leak ^nn++++=leak;
; ^zz++++=EXTRAWORD
no ^at++++=no
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But--monsieur
-- ^--+clp+++=EXTRAWORD
monsieur ^npt++++=EXTRAWORD
the ^ati++++=the
captain ^npt++++=captain--behold
-- ^--+clp+++=EXTRAWORD
behold ^vb++++=EXTRAWORD
this ^dt+pdem+++=this!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
extended ^vbd+++xvbnx+=extended
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++=and
the ^ati++++=the
captain ^npt++++=captain
bent ^vbd+++xvbn+=bent
his ^pp$+pp3+++=his
head ^jjb++++=head
over ^in++++=over
it ^pp3+it+++=it
with ^in++++=with
quick ^jj+atrb+++=quick
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
second ^od++++=second
the ^ati++++=the
captain ^npt++++=captain
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
thing ^nn++++=thing
in ^in++++=in
Monsieur ^npt++++=Monsieur
Pettipon ^np++++=Pettipon's
's ^$++++=EXTRAWORD
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon.
. ^zz++++=EXTRAWORD
" ^zz++++="Ten
ten ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
million ^cd++++=million
little ^ap++++=little
blue ^jj+atrb+++=blue
devils ^nns++++=devils,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
this ^dt+dem+++=this
mean ^nn++++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
the ^ati++++=the
captain ^nn++++=captain.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
drinking ^vbg+++xvbgx+=drinking?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon
quaked ^vbd+++xvbn+=quaked
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stammered ^vbd+++xvbnx+=stammered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
only ^rb+down+++=only
too ^ql++++=too
sober ^jj++++=sober,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
blame ^vb++++=blame
you ^pp2+pp2+++=you
for ^in++++=for
being ^nn+nn+aux++=being
enraged ^vbd+++xvbn+=enraged.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Voltaire ^np+++??+=Voltaire
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
love ^nn++++=love
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
this ^dt+dem+++=this
disgrace ^nn+++??+=disgrace
even ^rb++++=even
more ^ql++++=more
than ^cs+sub+++=than
you ^pp2+pp2+++=you
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
beg ^vb++++=beg
of ^in++++=of
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
be ^vb+be+vrb++=be
hasty ^jj+pred+++=hasty;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
honor ^nn++++=honor
is ^vbz+bez+aux++=is
involved ^vpsv++agls+xvbnx+=involved.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
admit ^vb+vpub+++=admit
that ^tht+vcmp+++=that
this ^dt+dem+++=this
thing ^nn++++=thing
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
cabins ^nns++++=cabins.
. ^zz++++=EXTRAWORD
Consider ^nn+nom+++=Consider
my ^pp$+pp1+++=my
horror ^nn++++=horror
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
less ^rbr++++=less
than ^in++++=than
yours ^pp$$++++=yours,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
captain ^nn++++=captain.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
give ^vb++++=give
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
word ^nn++++=word,
, ^zz++++=EXTRAWORD
the ^ati++++=the
word ^nn++++=word
of ^in++++=of
a ^at++++=a
Pettipon ^np+++??+=Pettipon,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
stopped ^vbd+++xvbn+=stopped
the ^ati++++=the
rush ^nn++++=rush
of ^in++++=of
words ^nns++++=words
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
" ^zz++++="Compose
compose ^vb++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
to ^in++++=to
the ^ati++++=the
point ^nn++++=point."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Point,
point ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
captain ^nn++++=captain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gasped ^vbd+++xvbn+=gasped
Pettipon ^np+++??+=Pettipon.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
not ^xnot++not++=not
enough ^qlp++++=enough
point ^nn++++=point
that ^tht+rel+obj++=that
this ^dt+dem+++=this
thing ^nn++++=thing
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
cabins ^nns++++=cabins?
? ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
thing ^nn++++=thing--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
the ^ati++++=the
cabin ^nn++++=cabin
of ^in++++=of
Monsieur ^npt++++=Monsieur
Alphonse ^np++++=Alphonse
Marie ^np++++=Marie
Louis ^np++++=Louis
Camille ^np+++??+=Camille
Pettipon ^np+++??+=Pettipon!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
that ^tht+vcmp+++=that
nothing ^pn++++=nothing?
? ^zz++++=EXTRAWORD
For ^in++++=For
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
been ^vb+vbd+vrb+xvbnx+=been
steward ^nn++++=steward
in ^in++++=in
the ^ati++++=the
second ^od++++=second
class ^nn++++=class,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
one ^pn++++=one
of ^in++++=of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
baby ^nn++++=baby
one ^pn++++=one,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
beside ^in+pl+++=beside
myself ^ppl+pp1+++=myself
with ^in++++=with
chagrin ^nn++++=chagrin.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
only ^rb+down+++=only
defense ^nn+++??+=defense
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
a ^at++++=a
passenger ^nn+nom+++=passenger--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
fellow ^nn++++=fellow
of ^in++++=of
dirtiness ^nns+nom+++=dirtiness,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur
the ^ati++++=the
captain ^npt++++=captain--brought
-- ^--+clp+++=EXTRAWORD
brought ^j+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
denies ^vbz+vpub+tht0++=denies
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
denounce ^vb++++=denounce
him ^pp3o+pp3+++=him
as ^in++++=as
a ^at++++=a
liar ^nn++++=liar
the ^ati++++=the
most ^ql+emph+++=most
barefaced ^jj++++=barefaced.
. ^zz++++=EXTRAWORD
For ^in++++=For
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
not ^xnot++not++=not
say ^vb+vpub+++=say
to ^to+vcmp+++=to
Georges ^vb+++??+=Georges
Prunier ^np+++??+=Prunier--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
fellow ^jjb+atrb+++=fellow
steward ^nn++++=steward
and ^cc++++=and
a ^at++++=a
man ^nn++++=man
of ^in++++=of
integrity-- ^nn+++??+=integrity--'Georges,
'georges, ^nn+++??+=EXTRAWORD
old ^jj+atrb+++=old
oyster ^nn++++=oyster,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
hairy ^jj++++=hairy
fellow ^jjb++++=fellow
in ^in++++=in
C ^zz++++=C
346 ^cd++++=346
has ^vbz+hvz+vrb++=has
a ^at++++=a
look ^nn++++=look
of ^in++++=of
itchiness ^nns+nom+++=itchiness
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
fancy ^vb+vprv+++=fancy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
be ^vb+be+vrb++=be
on ^in++++=on
my ^pp$+pp1+++=my
guard ^nn++++=guard.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
Georges ^np+++??+=Georges
said ^vbd+vpub++xvbn+=said----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
with ^in++++=with
something ^pn++++=something
like ^in++++=like
a ^at++++=a
smile ^nn++++=smile
playing ^vwbg+++xvbg+=playing
about ^in++++=about
among ^in++++=among
his ^pp$+pp3+++=his
whiskers ^nns+nom+++=whiskers,
, ^zz++++=EXTRAWORD
interrupted ^j+++xvbn+=interrupted
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
first ^rb++++=first
one ^pn++++=one
in ^in++++=in
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
look ^vb++++=look
into ^in+ppvb+++=into
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Pettipon ^np+++??+=Pettipon.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
day ^nn++++=day."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
