Sang ^vbd+++xvbn+=Sang
: ^zz++++=EXTRAWORD
" ^zz++++="Sir,
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
son ^nn++++=son
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
visited ^vprf+++xvbn+=visited
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
has ^vbz+hvz+aux++=has
he ^pp3a+pp3+++=he
been ^vb+vbd+vrb+xvbnx+=been
to ^to++++=to
our ^pp$+pp1+++=our
house ^npl++++=house
all ^abn++++=all
this ^dt+dem+++=this
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
acquired ^vprf+++xvbnx+=acquired
wicked ^jj+atrb+++=wicked
habits ^nns++++=habits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
passes ^vbz++++=passes
his ^pp$+pp3+++=his
nights ^nns++++=nights
in ^in++++=in
evil ^jj+atrb+++=evil
company ^nn++++=company,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
in ^in++++=in
gaming ^xvbg+++xvbg+=gaming,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
in ^in++++=in
drinking ^xvbg+++xvbg+=drinking
with ^in++++=with
the ^ati++++=the
women ^nns++++=women
of ^in++++=of
the ^ati++++=the
flower ^nn++++=flower-boats."
- ^zz++++=EXTRAWORD
boats ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
High ^jj+atrb+++=High
Commissioner ^nn+nom+++=Commissioner
returned ^vbd+++xvbn+=returned:
: ^zz++++=EXTRAWORD
" ^zz++++="Nay!
nay ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
thought ^vpsv++agls+xvbnx+=thought
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
found ^vprf+++xvbnx+=found
any ^dti++++=any
evil ^nn++++=evil
in ^in++++=in
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
no ^at++++=no
taverns ^nns++++=taverns
nor ^cc++neg++=nor
flower ^nn++++=flower-boats
- ^zz++++=EXTRAWORD
boats ^nns++++=EXTRAWORD
nor ^cc++neg++=nor
any ^dti++++=any
places ^nns++++=places
of ^in++++=of
dissipation ^nn+nom+++=dissipation
in ^in++++=in
our ^pp$+pp1+++=our
neighborhood ^nn+nom+++=neighborhood.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
found ^vprf+++xvbnx+=found
some ^dti++++=some
amiable ^jj+atrb+++=amiable
youth ^nn++++=youth
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
age ^nn++++=age
with ^in++++=with
whom ^whp+rel+pied++=whom
to ^to++++=to
spend ^vbi++++=spend
his ^pp$+pp3+++=his
evenings ^nns++++=evenings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
an ^at++++=an
untruth ^nn+++??+=untruth
for ^in++++=for
fear ^vb++++=fear
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
otherwise ^rb+cnj+++=otherwise
permit ^vb++++=permit
him ^pp3o+pp3+++=him
to ^to++++=to
leave ^vbi++++=leave
my ^pp$+pp1+++=my
residence ^nn+nom+++=residence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
that ^cs+sub+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
say ^vb+vpub+tht0++=say
nothing ^pn++++=nothing
to ^in++++=to
him ^pp3o+pp3+++=him
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
have ^vb+hv+aux++=have
sought ^vprf+++xvbnx+=sought
to ^to++++=to
discover ^nn+nom+++=discover
this ^dt+dem+++=this
mystery ^nn+nom+++=mystery;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
very ^ap+amp+++=very
evening ^nn++++=evening
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
send ^vb++++=send
my ^pp$+pp1+++=my
servant ^nn+nom+++=servant
to ^to++++=to
follow ^vbi+vprv+++=follow
after ^in++++=after
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
watch ^vbi++++=watch
whither ^jjr++++=whither
he ^pp3a+pp3+++=he
goes ^vbz++++=goes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pelou ^np+++??+=Pelou
readily ^rb++++=readily
assented ^vbd+++xvbn+=assented
to ^in++++=to
this ^dt+dem+++=this
proposal ^nn+nom+++=proposal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
promising ^jj++++=promising
to ^to++++=to
visit ^vbi++++=visit
Tchang ^np+++??+=Tchang
the ^ati++++=the
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
returned ^j+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
home ^nr++++=home.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
left ^vprf+++xvbn+=left
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Tchang ^np+++??+=Tchang,
, ^zz++++=EXTRAWORD
a ^at++++=a
servant ^nn+nom+++=servant
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
unobserved ^jj++++=unobserved
at ^in++++=at
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
on ^in++++=on
reaching ^xvbg+++xvbg+=reaching
the ^ati++++=the
most ^ql+emph+++=most
obscure ^vb++++=obscure
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
disappeared ^vbd+seem++xvbn+=disappeared
from ^in++++=from
sight ^nn++++=sight
as ^in++++=as
suddenly ^rb++++=suddenly
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
earth ^nn++++=earth
had ^vbd+hvd+aux++=had
swallowed ^vprf+++xvbnx+=swallowed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
having ^xvbg+++xvbg+=having
long ^jj++++=long
sought ^xvbn+++xvbn+=sought
after ^in++++=after
him ^pp3o+pp3+++=him
in ^rb++++=in
vain ^rb"++++=vain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
domestic ^nn++++=domestic
returned ^vbd+++xvbn+=returned
in ^in++++=in
great ^jj+atrb+++=great
bewilderment ^nn+nom+++=bewilderment
to ^in++++=to
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
related ^vwbn+++xvbn+=related
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Tchang ^np+++??+=Tchang
immediately ^rb+tm+++=immediately
sent ^vbd+++xvbn+=sent
a ^at++++=a
messenger ^nn+nom+++=messenger
to ^in++++=to
Pelou ^np+++??+=Pelou.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
mean ^jj+atrb+++=mean
time ^nn++++=time
Ming ^np+++??+=Ming-Y,
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
the ^ati++++=the
chamber ^nn++++=chamber
of ^in++++=of
his ^pp$+pp3+++=his
beloved ^jj++++=beloved,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
surprised ^vpsv++agls+xvbnx+=surprised
and ^cc++++=and
deeply ^rb++++=deeply
pained ^jj++++=pained
to ^to++++=to
find ^vbi+vprv+++=find
her ^pp$+pp3+++=her
in ^in++++=in
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
" ^zz++++="Sweetheart,"
sweetheart ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sobbed ^vbd+++xvbnx+=sobbed,
, ^zz++++=EXTRAWORD
wreathing ^jj+++xvbg+=wreathing
her ^pp3o+pp3+++=her
arms ^nns++++=arms
around ^in++++=around
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
about ^md"++pmd"++=about
to ^md+prd+++=to
be ^vbi+vbi+aux++=be
separated ^xvbn+++xvbn+=separated
forever ^rb+cnj+++=forever,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
of ^in"++++=of
reasons ^nns++++=reasons
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
tell ^vb++++=tell
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
this ^dt+pdem+++=this
must ^md+nec+++=must
come ^vb++++=come
to ^to++++=to
pass ^vbi++++=pass;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nevertheless ^rb+cnj+++=nevertheless
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment
so ^rb++++=so
cruelly ^rb++++=cruelly
sudden ^jj++++=sudden
a ^at++++=a
loss ^nn++++=loss,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
unexpected ^jj++++=unexpected
a ^at++++=a
misfortune ^nn++++=misfortune,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
prevent ^vb++++=prevent
myself ^ppl+pp1+++=myself
from ^in++++=from
weeping ^nn++++=weeping!
! ^zz++++=EXTRAWORD
After ^cs+sub+++=After
this ^dt+dem+++=this
night ^nn++++=night
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
never ^rb++splt++=never
see ^vb+vprv+++=see
each ^dt++++=each
other ^ap++++=other
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
beloved ^jj++++=beloved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
forget ^vb+vprv+++=forget
me ^pp1o+pp1+++=me
while ^cs+sub+++=while
you ^pp2+pp2+++=you
live ^vb++++=live;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
also ^rb++++=also
that ^cs+sub+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
become ^vb++++=become
a ^at++++=a
great ^jj+atrb+++=great
scholar ^nn++++=scholar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
honors ^nns++++=honors
and ^cc++++=and
riches ^nns++++=riches
will ^md+prd+++=will
be ^vb+be+aux++=be
showered ^vpsv++agls+xvbnx+=showered
upon ^in++++=upon
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
some ^dti++++=some
beautiful ^jj+atrb+++=beautiful
and ^cc+phrs+++=and
loving ^jj+atrb++xvbg+=loving
woman ^nn++++=woman
will ^md+prd+++=will
console ^vb+++??+=console
you ^pp2+pp2+++=you
for ^in++++=for
my ^pp$+pp1+++=my
loss ^nn++++=loss.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
speak ^vb++++=speak
no ^at++++=no
more ^rbr++++=more
of ^in++++=of
grief ^nn++++=grief;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
pass ^vb++++=pass
this ^dt+dem+++=this
last ^jj+atrb+++=last
evening ^nn++++=evening
joyously ^rb+cnj+++=joyously,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
your ^pp$+pp2+++=your
recollection ^nn+nom+++=recollection
of ^in++++=of
me ^pp1o+pp1+++=me
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+vrb++=be
a ^at++++=a
painful ^jj+atrb+++=painful
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
may ^md+pos+++=may
remember ^nn+nom+++=remember
my ^pp$+pp1+++=my
laughter ^nn+nom+++=laughter
rather ^rb++++=rather
than ^in++++=than
my ^pp$+pp1+++=my
tears ^nns++++=tears."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
brushed ^vbd+++xvbnx+=brushed
the ^ati++++=the
bright ^jj+atrb+++=bright
drops ^nns++++=drops
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vbd+++xvbn+=brought
wine ^nn++++=wine
and ^cc++++=and
music ^nn++++=music
and ^cc++++=and
the ^ati++++=the
melodious ^jj+atrb+++=melodious
kin ^nns++++=kin
of ^in++++=of
seven ^cd++++=seven
silken ^jj+atrb+++=silken
strings ^nns++++=strings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not
suffer ^vb++++=suffer
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
to ^to++++=to
speak ^vbi++++=speak
for ^in++++=for
one ^cd1++++=one
moment ^nn++++=moment
of ^in++++=of
the ^ati++++=the
coming ^jj+atrb++xvbg+=coming
separation ^nn+nom+++=separation.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
him ^pp3o+pp3+++=him
an ^at++++=an
ancient ^jj+atrb+++=ancient
song ^nn++++=song
about ^in++++=about
the ^ati++++=the
calmness ^nns+nom+++=calmness
of ^in++++=of
summer ^nn++++=summer
lakes ^nns++++=lakes
reflecting ^vwbg+vprv++xvbg+=reflecting
the ^ati++++=the
blue ^nn++++=blue
of ^in++++=of
heaven ^nn++++=heaven
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
calmness ^nns+nom+++=calmness
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
clouds ^nns++++=clouds
of ^in++++=of
care ^nn++++=care
and ^cc++++=and
of ^in++++=of
grief ^nn++++=grief
and ^cc++++=and
of ^in++++=of
weariness ^nns+nom+++=weariness
darken ^vbd+++xvbn+=darken
its ^pp$+it+++=its
little ^jj+atrb+++=little
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
they ^pp3a+pp3+++=they
forgot ^vbd+vprv+tht0+xvbnx+=forgot
their ^pp$+pp3+++=their
sorrow ^nn++++=sorrow
in ^in++++=in
the ^ati++++=the
joy ^nn++++=joy
of ^in++++=of
song ^nn++++=song
and ^cc++++=and
wine ^nn++++=wine;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
last ^jj+atrb+++=last
hours ^nns++++=hours
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
Ming ^vbi+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
more ^rbr++++=more
celestial ^jj++++=celestial
than ^in++++=than
even ^rb++++=even
the ^ati++++=the
hours ^nns++++=hours
of ^in++++=of
their ^pp$+pp3+++=their
first ^od++++=first
bliss ^nn++++=bliss.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
yellow ^jj+atrb+++=yellow
beauty ^nn++++=beauty
of ^in++++=of
morning ^nn++++=morning
came ^vbd+++xvbn+=came
their ^pp$+pp3+++=their
sadness ^nns+nom+++=sadness
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
wept ^vbd+++xvbnx+=wept.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
Si ^&fw++++=Si
accompanied ^vbd+++xvbn+=accompanied
her ^pp$+pp3+++=her
lover ^nn++++=lover
to ^in++++=to
the ^ati++++=the
terrace ^nn++++=terrace-steps;
- ^zz++++=EXTRAWORD
steps ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
she ^pp3a+pp3+++=she
kissed ^vbd+++xvbnx+=kissed
him ^pp3o+pp3+++=him
farewell ^nn++++=farewell,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
pressed ^vbd+++xvbnx+=pressed
into ^in++++=into
his ^pp$+pp3+++=his
hand ^nn++++=hand
a ^at++++=a
parting ^jj+atrb++xvbg+=parting
gift ^nn++++=gift,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
brush ^nn++++=brush-case
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
of ^in++++=of
agate ^nn++++=agate,
, ^zz++++=EXTRAWORD
wonderfully ^rb++++=wonderfully
chiselled ^vwbn+++xvbn+=chiselled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worthy ^jj++++=worthy
the ^ati++++=the
table ^nn++++=table
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
separated ^vbd+++xvbnx+=separated
forever ^rb+cnj+++=forever,
, ^zz++++=EXTRAWORD
shedding ^vbg+++xvbg+=shedding
many ^ap++++=many
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
Still ^rb+atrb+++=Still
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
believe ^vb+vprv+tht0++=believe
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
an ^at++++=an
eternal ^jj+atrb+++=eternal
parting ^nvbg+++xvbg+=parting.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
visit ^vb++++=visit
her ^pp3o+pp3+++=her
tomorrow ^nr+tm+++=tomorrow;
; ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
now ^rn+tm+splt++=now
live ^vb++++=live
without ^in++++=without
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
assured ^vbn+vpub++xvbn+=assured
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
cannot ^md+pos+not++=cannot
refuse ^vb++++=refuse
to ^to+vcmp+++=to
receive ^vbi++++=receive
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Such ^abl++++=Such
were ^vbd+bed+vrb++=were
the ^ati++++=the
thoughts ^nns++++=thoughts
that ^tht+ncmp+subj++=that
filled ^vprf+++xvbn+=filled
his ^pp$+pp3+++=his
mind ^nn++++=mind
as ^ql++++=as
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Tchang ^np+++??+=Tchang,
, ^zz++++=EXTRAWORD
to ^to++++=to
find ^vbi+vprv+tht0++=find
his ^pp$+pp3+++=his
father ^nn++++=father
and ^cc++++=and
his ^pp$+pp3+++=his
patron ^nn++++=patron
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch
awaiting ^vwbg+++xvbg+=awaiting
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Ere ^np+++??+=Ere
he ^pp3a+pp3+++=he
could ^md+pos+++=could
speak ^vb++++=speak
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
Pelou ^np+++??+=Pelou
demanded ^vbd+vsua++xvbn+=demanded:
: ^zz++++=EXTRAWORD
" ^zz++++="Son,
son ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
what ^wdt+who+++=what
place ^nn++++=place
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
passing ^vbg+++xvbgx+=passing
your ^pp$+pp2+++=your
nights ^nns++++=nights?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
falsehood ^nn+nom+++=falsehood
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
discovered ^vpsv++agls+xvbnx+=discovered,
, ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
dared ^md++md+xvbn+=dared
not ^xnot++not++=not
make ^vb++++=make
any ^dti++++=any
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vprf+++xvbn+=remained
abashed ^xvbn+++xvbn+=abashed
and ^cc++++=and
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
with ^in++++=with
bowed ^vwbn+++xvbn+=bowed
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
his ^pp$+pp3+++=his
father ^nn++++=father.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Pelou ^np+++??+=Pelou,
, ^zz++++=EXTRAWORD
striking ^vbg+++xvbg+=striking
the ^ati++++=the
boy ^nn++++=boy
violently ^rb++++=violently
with ^in++++=with
his ^pp$+pp3+++=his
staff ^nn++++=staff,
, ^zz++++=EXTRAWORD
commanded ^j+++xvbn+=commanded
him ^pp3o+pp3+++=him
to ^in++++=to
divulge ^nn+++??+=divulge
the ^ati++++=the
secret ^nn++++=secret;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
through ^in++++=through
fear ^nn++++=fear
of ^in++++=of
his ^pp$+pp3+++=his
parent ^nn++++=parent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
partly ^rb+down+++=partly
through ^in++++=through
fear ^nn++++=fear
of ^in++++=of
the ^ati++++=the
law ^nn++++=law
which ^whp+rel+obj++=which
ordains ^nns+++??+=ordains
that ^tht+rel+++=that
" ^zz++++="the
the ^ati++++=EXTRAWORD
son ^nn++++=son
refusing ^vb+++xvbg+=refusing
to ^to+vcmp+++=to
obey ^vbi++++=obey
his ^pp$+pp3+++=his
father ^nn++++=father
shall ^md+prd+++=shall
be ^vb+be+aux++=be
punished ^vpsv++agls+xvbnx+=punished
with ^in++++=with
one ^cd1++++=one
hundred ^cd++++=hundred
blows ^nns++++=blows
of ^in++++=of
the ^ati++++=the
bamboo ^nn+++??+=bamboo,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
faltered ^vbd+++xvbn+=faltered
out ^rp+pl+++=out
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
his ^pp$+pp3+++=his
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Tchang ^np+++??+=Tchang
changed ^vbd+++xvbn+=changed
color ^nn++++=color
at ^in++++=at
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
" ^zz++++="Child,"
child ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
High ^jj+atrb+++=High
Commissioner ^nn+nom+++=Commissioner,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
relative ^nn++++=relative
of ^in++++=of
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Ping ^np+++??+=Ping;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
of ^in++++=of
the ^ati++++=the
woman ^nn++++=woman
you ^pp2+pp2+++=you
describe ^vb++++=describe;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
even ^rb++++=even
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
speak ^vb++++=speak
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
also ^rb++++=also
that ^cs+sub+++=that
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
dare ^vb++++=dare
to ^to+vcmp+++=to
lie ^vbi++++=lie
to ^in++++=to
Pelou ^np+++??+=Pelou,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honored ^vwbn+++xvbn+=honored
father ^npt++++=father;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
some ^dti++++=some
strange ^jj+atrb+++=strange
delusion ^nn++++=delusion
in ^in++++=in
all ^abn++++=all
this ^dt+dem+++=this
affair ^nn++++=affair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Ming ^np+++??+=Ming-Y
- ^zz++++=EXTRAWORD
y ^zz++++=EXTRAWORD
produced ^vprf+++xvbn+=produced
the ^ati++++=the
gifts ^nns++++=gifts
that ^tht+rel+++=that
Si ^&fw++++=Si
had ^vbd+hvd+aux++=had
