Apollo ^np++++=Apollo
the ^ati++++=the
first ^od++++=first
name ^nn++++=name
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
me ^pp1o+pp1+++=me
and ^cc++++=and
smelled ^vpsv++agls+xvbn+=smelled
like ^in++++=like
old ^jj+atrb+++=old
clothes ^nns++++=clothes.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
headache ^nn++++=headache?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
mother ^npt++++=mother
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me
Panadol ^np+++??+=Panadol.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^npt++++=mother
telephoned ^vbd+vpub++xvbn+=telephoned
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Igbokwe ^np++++=Igbokwe.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
parents ^nns++++=parents
were ^vbd+bed+vrb++=were
brisk ^jj+pred+++=brisk.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
stood ^vbd+++xvbnx+=stood
by ^in++++=by
my ^pp$+pp1+++=my
door ^nn++++=door,
, ^zz++++=EXTRAWORD
watching ^jj+++xvbg+=watching
me ^pp1o+pp1+++=me
drink ^vb++++=drink
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
Milo ^np+++??+=Milo
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
father ^nn++++=father
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drank ^vbd+++xvbnx+=drank
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hoped ^vbd+vprv++xvbnx+=hoped
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
not ^xnot++not++=not
drag ^vb++++=drag
an ^at++++=an
armchair ^nn++++=armchair
into ^in++++=into
my ^pp$+pp1+++=my
room ^nn++++=room,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
every ^at++++=every
time ^nn++++=time
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick
with ^in++++=with
malaria ^nn+++??+=malaria,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
would ^md+prd+++=would
wake ^vb++++=wake
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
bitter ^jj+atrb+++=bitter
tongue ^nn++++=tongue
to ^to++++=to
find ^vbi+vprv+++=find
one ^cd1++++=one
parent ^nn++++=parent
inches ^nns++++=inches
from ^in++++=from
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
silently ^rb++++=silently
reading ^vbg+++xvbg+=reading
a ^at++++=a
book ^nn++++=book,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
would ^md+prd+++=would
will ^md+prd+++=will
myself ^ppl+pp1+++=myself
to ^to++++=to
get ^vbi++++=get
well ^jj+pred+++=well
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
to ^in++++=to
free ^jj++++=free
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Igbokwe ^np++++=Igbokwe
arrived ^vbd+++xvbn+=arrived
and ^cc+phrs+++=and
shined ^vbd+++xvbn+=shined
a ^at++++=a
torch ^nn++++=torch
in ^in++++=in
my ^pp$+pp1+++=my
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cologne ^np++++=cologne
was ^vbd+bedz+vrb++=was
strong ^jj+pred+++=strong;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
smell ^vb++++=smell
it ^pp3+it+++=it
long ^rb++++=long
after ^cs+sub+++=after
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
a ^at++++=a
heady ^jj+atrb+++=heady
scent ^nn++++=scent
close ^in+cmpx+++=close
to ^in++++=to
alcohol ^nn++++=alcohol
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
imagined ^vbd+vprv++xvbnx+=imagined
would ^md+prd+++=would
worsen ^vb++++=worsen
nausea ^nn++++=nausea.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
parents ^nns++++=parents
created ^vbd+++xvbn+=created
a ^at++++=a
patient ^nn++++=patient's
's ^$++++=EXTRAWORD
altar ^nn++++=altar
by ^in++++=by
my ^pp$+pp1+++=my
bed ^nn++++=bed
on ^in++++=on
a ^at++++=a
table ^nn++++=table
covered ^vbd+++xvbn+=covered
with ^in++++=with
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
put ^vbd+++xvbnx+=put
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
orange ^nn++++=orange
Lucozade ^np+++??+=Lucozade,
, ^zz++++=EXTRAWORD
a ^at++++=a
blue ^jj+atrb+++=blue
tin ^nn++++=tin
of ^in++++=of
glucose ^nn++++=glucose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
freshly ^rb++++=freshly
peeled ^vbd+++xvbn+=peeled
oranges ^nns++++=oranges
on ^in++++=on
a ^at++++=a
plastic ^nn++++=plastic
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
bring ^vb++++=bring
the ^ati++++=the
armchair ^nn++++=armchair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=was
home ^nr++++=home
throughout ^in++++=throughout
the ^ati++++=the
week ^nn++++=week
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
Apollo ^np++++=Apollo.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
took ^vbd+++xvbnx+=took
turns ^vbz++++=turns
putting ^vbg+++xvbg+=putting
in ^rb+phrv+++=in
my ^pp$+pp1+++=my
eye ^nn++++=eye
drops ^nns++++=drops,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
more ^rbr++++=more
clumsily ^rb++++=clumsily
than ^in++++=than
my ^pp$+pp1+++=my
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
sticky ^jj++++=sticky
liquid ^jj++++=liquid
running ^jj+++xvbg+=running
down ^rp++++=down
my ^pp$+pp1+++=my
face ^nn++++=face.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
well ^rb++++=well
I ^pp1a+pp1+++=I
could ^md+pos+++=could
put ^vb+++xvbn+=put
in ^rb+phrv+++=in
the ^ati++++=the
drops ^nns++++=drops
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
time ^nn++++=time
they ^pp3a+pp3+++=they
raised ^vbd+++xvbnx+=raised
the ^ati++++=the
bottle ^nn++++=bottle
above ^rb++++=above
my ^pp$+pp1+++=my
face ^nn++++=face,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
look ^nn++++=look
in ^in++++=in
Raphael ^np++++=Raphael's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
that ^tht+rel+++=that
first ^od++++=first
evening ^nn++++=evening
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
haunted ^vpsv++by+xvbn+=haunted
by ^in++++=by
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
parents ^nns++++=parents
closed ^vbd+++xvbn+=closed
the ^ati++++=the
curtains ^nns++++=curtains
and ^cc++++=and
kept ^vbd+++xvbn+=kept
my ^pp$+pp1+++=my
room ^nn++++=room
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick
of ^in++++=of
lying ^xvbg+++xvbg+=lying
down ^rp++++=down.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
Raphael ^np++++=Raphael,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
banned ^vprf+++xvbnx+=banned
him ^pp3o+pp3+++=him
from ^in++++=from
my ^pp$+pp1+++=my
room ^nn++++=room,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
could ^md+pos+++=could
somehow ^rb++splt++=somehow
make ^vb++++=make
my ^pp$+pp1+++=my
condition ^nn+nom+++=condition
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
come ^vb++++=come
and ^cc+phrs+++=and
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
he ^pp3a+pp3+++=he
could ^md+pos+++=could
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
putting ^vbg+++xvbgx+=putting
away ^rb+phrv+++=away
a ^at++++=a
bedsheet ^nn+++??+=bedsheet,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
bringing ^vbg+++xvbg+=bringing
a ^at++++=a
bucket ^nn++++=bucket
to ^in++++=to
the ^ati++++=the
bathroom ^nn++++=bathroom.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
come ^vb++++=come?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
not ^xnot++not++=not
even ^cs+sub+++=even
said ^vprf+++xvbn+=said
sorry ^jj++++=sorry
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
strained ^vbd+++xvbnx+=strained
to ^to++++=to
hear ^vbi+vprv+tht0++=hear
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
kitchen ^nn++++=kitchen
was ^vbd+bedz+vrb++=was
too ^ql++++=too
far ^rb+pl+++=far
away ^rp+pl+++=away
and ^cc++++=and
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
to ^in++++=to
my ^pp$+pp1+++=my
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
too ^ql++++=too
low ^jj++++=low.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
after ^in++++=after
going ^nn++++=going
to ^in++++=to
the ^ati++++=the
toilet ^nn++++=toilet,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
sneak ^vbi++++=sneak
downstairs ^jjb++++=downstairs
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
father ^nn++++=father
loomed ^vbd+++xvbn+=loomed
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
" ^zz++++="Kedu?"
kedu ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
all ^abn++++=all
right ^jj++++=right?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
water ^nn++++=water,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bring ^vb++++=bring
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
and ^cc+phrs+++=and
lie ^vb++++=lie
down ^rp++++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
parents ^nns++++=parents
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sleeping ^vbg+++xvbgx+=sleeping,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
woke ^vbd+++xvbn+=woke
up ^in+cmpx+++=up
to ^in++++=to
sense ^nn++++=sense
the ^ati++++=the
emptiness ^nns+nom+++=emptiness
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hurried ^vbd+++xvbnx+=hurried
downstairs ^jjb++++=downstairs
and ^cc++++=and
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wondered ^vbd+vprv++xvbnx+=wondered
if ^cs+cnd+++=if
Raphael ^np++++=Raphael
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
quarters ^nns+nom+++=quarters;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
supposed ^vb++pmd"+xvbn+=supposed
to ^to+vcmp+pmd++=to
go ^vb++++=go
to ^in++++=to
his ^pp$+pp3+++=his
room ^nn++++=room
during ^in++++=during
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
maybe ^rb+hdg+++=maybe
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
my ^pp$+pp1+++=my
parents ^nns++++=parents
were ^vbd+bed+vrb++=were
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
open ^jj+atrb+++=open
veranda ^nn++++=veranda.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
Raphael ^np++++=Raphael's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
near ^in+pl+++=near
the ^ati++++=the
tank ^nn++++=tank,
, ^zz++++=EXTRAWORD
digging ^vbg+++xvbg+=digging
his ^pp$+pp3+++=his
foot ^nn++++=foot
into ^in++++=into
the ^ati++++=the
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
to ^in++++=to
Josephine ^np++++=Josephine,
, ^zz++++=EXTRAWORD
Professor ^npt++++=Professor
Nwosu ^np++++=Nwosu's
's ^$++++=EXTRAWORD
house ^npl++++=house
help ^vb++++=help.
. ^zz++++=EXTRAWORD
Professor ^npt++++=Professor
Nwosu ^np+++??+=Nwosu
sometimes ^rb++++=sometimes
sent ^xvbn+++xvbn+=sent
eggs ^nns++++=eggs
from ^in++++=from
his ^pp$+pp3+++=his
poultry ^nn++++=poultry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
let ^vb+++xvbn+=let
my ^pp$+pp1+++=my
parents ^nns++++=parents
pay ^nn++++=pay
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
Josephine ^np++++=Josephine
brought ^vbd+++xvbn+=brought
eggs ^nns++++=eggs?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
plump ^jj++++=plump;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
someone ^pn++++=someone
who ^whp+who+++=who
had ^vb+hv+aux++=had
already ^rb++splt++=already
said ^vprf+++xvbnx+=said
goodbye ^uh++++=goodbye
but ^cc++++=but
was ^vbd+bedz+aux++=was
lingering ^vbg+++xvbgx+=lingering.
. ^zz++++=EXTRAWORD
With ^in++++=With
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael
was ^vbd+bedz+vrb++=was
different ^jj+pred+++=different
the ^ati++++=the
slouch ^nn++++=slouch
in ^in++++=in
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
the ^ati++++=the
agitated ^jj+atrb++xvbn+=agitated
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
shy ^jj+pred+++=shy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
to ^in++++=to
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
playful ^jj+atrb+++=playful
power ^nn++++=power,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
through ^rb+phrv+++=through
him ^pp3o+pp3+++=him
to ^in++++=to
things ^nns++++=things
that ^tht+rel+subj++=that
amused ^vbd+++xvbn+=amused
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
reason ^nn++++=reason
blurred ^vbd+++xvbn+=blurred.
. ^zz++++=EXTRAWORD
" ^zz++++="Raphael!"
raphael ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh.
oh ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Okenwa ^np+++??+=Okenwa.
. ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
you ^pp2+pp2+++=you
allowed ^vb++pmd"+xvbn+=allowed
to ^to+vcmp+pmd++=to
come ^vb++++=come
downstairs ^jjb++++=downstairs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
as ^cs+sub+++=as
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
not ^xnot++not++=not
sat ^vbd+++xvbn+=sat
together ^nn+nom+++=together
in ^in++++=in
his ^pp$+pp3+++=his
dim ^jj+atrb+++=dim
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
hungry ^jj+pred+++=hungry!
! ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
food ^nn++++=food?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
thing ^nn++++=thing
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
be ^vbi++vrb++=be
imperious ^jj+pred+++=imperious
I ^pp1a+pp1+++=I
sounded ^vbd+++xvbnx+=sounded
shrill ^jj++++=shrill.
. ^zz++++=EXTRAWORD
Josephine ^np++++=Josephine's
's ^$++++=EXTRAWORD
face ^nn++++=face
puckered ^vbd+++xvbn+=puckered,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
about ^md"++pmd"++=about
to ^md+prd+++=to
break ^vb++++=break
into ^in+ppvb+++=into
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
long ^rb++++=long
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
Raphael ^np++++=Raphael
said ^vbd+vpub+tht0+xvbn+=said
something ^pn++++=something
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
hear ^vb+vprv+++=hear,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
betrayal ^nn+nom+++=betrayal.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
parents ^nns++++=parents
drove ^vbd+++xvbn+=drove
up ^rp++++=up
just ^rb+emph+++=just
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb++++=suddenly
Josephine ^np++++=Josephine
and ^cc++++=and
Raphael ^np++++=Raphael
were ^vbd+bed+aux++=were
roused ^vpsv++agls+xvbnx+=roused.
. ^zz++++=EXTRAWORD
Josephine ^np++++=Josephine
hurried ^vbd+++xvbn+=hurried
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
compound ^nn++++=compound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Raphael ^np++++=Raphael
came ^vbd+++xvbn+=came
toward ^in++++=toward
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shirt ^nn++++=shirt
was ^vbd+bedz+aux++=was
stained ^vpsv++agls+xvbnx+=stained
in ^in++++=in
the ^ati++++=the
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
orangish ^jj++++=orangish,
, ^zz++++=EXTRAWORD
like ^in++++=like
palm ^np++++=palm
oil ^nn++++=oil
from ^in++++=from
soup ^nn++++=soup.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
my ^pp$+pp1+++=my
parents ^nns++++=parents
not ^xnot++not++=not
come ^vb++++=come
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
stayed ^vprf+++xvbnx+=stayed
there ^ex+pex+++=there
mumbling ^vbg+nom++xvbg+=mumbling
by ^in++++=by
the ^ati++++=the
tank ^nn++++=tank;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
eat ^vbi++++=eat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+++=see
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
Madam ^npt++++=Madam
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
should ^md+nec+++=should
not ^xnot++not++=not
go ^vb++++=go
near ^rb++++=near
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
was ^vbd+bedz+aux++=was
he ^pp3a+pp3+++=he
making ^vbg+++xvbg+=making
it ^pp3+it+++=it
all ^abn++++=all
so ^pn+emph+++=so
common ^jj++++=common
and ^cc+phrs+++=and
ordinary ^jj++++=ordinary?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
asked ^vpsv++agls+xvbnx+=asked
not ^xnot++not++=not
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
in ^rb+phrv+++=in
his ^pp$+pp3+++=his
eye ^nn++++=eye
drops ^nns++++=drops
