Translation ^nn+nom+++=Translation
repeated ^vpsv++agls+xvbnx+=repeated
on ^in++++=on
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
attained ^vprf+++xvbnx+=attained
the ^ati++++=the
average ^jj+atrb+++=average
education ^nn+nom+++=education
of ^in++++=of
a ^at++++=a
European ^jj+atrb+++=European
man ^nn++++=man.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
would ^md+prd+++=would
perhaps ^rb++++=perhaps
not ^xnot++not++=not
amount ^nn++++=amount
to ^in++++=to
much ^ap++++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
something ^pn++++=something
insofar ^nn+++??+=insofar
as ^ql++++=as
it ^pp3+it+++=it
helped ^vbd+++xvbn+=helped
me ^pp1o+pp1+++=me
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage
and ^cc++++=and
created ^vbd+++xvbn+=created
this ^dt+dem+++=this
special ^jj+atrb+++=special
way ^nn++++=way
out ^rb+phrv+++=out
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me
the ^ati++++=the
way ^nn++++=way
out ^rp+pl+++=out
of ^in++++=of
human ^jj+atrb+++=human
beings ^nns++++=beings.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
an ^at++++=an
excellent ^jj+atrb+++=excellent
German ^jj+atrb+++=German
expression ^nn++++=expression:
: ^zz++++=EXTRAWORD
to ^to++++=to
beat ^vbi++++=beat
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
beaten ^vprf+++xvbnx+=beaten
my ^pp$+pp1+++=my
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
other ^ap++++=other
way ^nn++++=way,
, ^zz++++=EXTRAWORD
always ^rb++++=always
assuming ^vbg+vprv++xvbg+=assuming
that ^tht+vcmp+++=that
freedom ^nn+nom+++=freedom
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
review ^nn++++=review
my ^pp$+pp1+++=my
development ^nn+nom+++=development
and ^cc++++=and
its ^pp$+it+++=its
goal ^nn++++=goal
up ^in+cmpx+++=up
to ^in"++++=to
this ^dt+dem+++=this
point ^nn++++=point,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
complain ^vb+vpub+++=complain,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
not ^xnot++not++=not
am ^vb+bem+vrb++=am
content ^nn++++=content.
. ^zz++++=EXTRAWORD
With ^in++++=With
my ^pp$+pp1+++=my
hands ^nns++++=hands
in ^in++++=in
my ^pp$+pp1+++=my
trouser ^nn++++=trouser
pockets ^nns++++=pockets,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bottle ^nn++++=bottle
of ^in++++=of
wine ^nn++++=wine
on ^in++++=on
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
half ^abn++++=half
lie ^vb++++=lie
and ^cc++++=and
half ^nn++++=half
sit ^vb++++=sit
in ^in++++=in
my ^pp$+pp1+++=my
rocking ^nvbg+++xvbg+=rocking
chair ^nn++++=chair
and ^cc++++=and
gaze ^nn++++=gaze
out ^rp+pl+++=out
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
visitor ^nn++++=visitor,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
welcome ^jj++++=welcome
him ^pp3o+pp3+++=him
as ^ql++++=as
is ^vbz+bez+vrb++=is
appropriate ^jj+pred+++=appropriate.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
impresario ^nn+++??+=impresario
sits ^vbz++++=sits
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
ring ^nn++++=ring,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
comes ^vbz++++=comes
and ^cc+phrs+++=and
listens ^vbz++++=listens
to ^to++++=to
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening
I ^pp1a+pp1+++=I
almost ^rb+hdg+++=almost
always ^rb++++=always
have ^vb+hv+vrb++=have
a ^at++++=a
performance ^nn+nom+++=performance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
success ^nns+nom+++=success
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
rise ^vb++++=rise
any ^dti++++=any
higher ^jjr++++=higher.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
come ^vb++++=come
home ^nr++++=home
late ^jj++++=late
at ^rb++++=at
night ^nn++++=night
from ^in++++=from
banquets ^nns++++=banquets,
, ^zz++++=EXTRAWORD
from ^in++++=from
scientific ^jj+atrb+++=scientific
societies ^nns++++=societies,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
from ^in++++=from
social ^jj+atrb+++=social
gatherings ^nns+++??+=gatherings
in ^in++++=in
someone ^pn++++=someone's
's ^vbz+bez+vrb++0=EXTRAWORD
home ^nr++++=home,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj++++=small
half ^abn++++=half-trained
- ^zz++++=EXTRAWORD
trained ^jj+atrb++xvbn+=EXTRAWORD
female ^nn++++=female
chimpanzee ^nn+nom+++=chimpanzee
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
take ^vb++++=take
my ^pp$+pp1+++=my
pleasure ^nn++++=pleasure
with ^in++++=with
her ^pp3o+pp3+++=her
the ^ati++++=the
way ^nn++++=way
apes ^vbz+++??+=apes
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
day ^nn++++=day
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
in ^in++++=in
her ^pp$+pp3+++=her
gaze ^nn++++=gaze
the ^ati++++=the
madness ^nns+nom+++=madness
of ^in++++=of
a ^at++++=a
bewildered ^nn++++=bewildered
trained ^vbd+++xvbn+=trained
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
who ^whp+rel+subj++=who
recognizes ^vbz+vprv+tht0++=recognizes
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
bear ^vb+vprv+tht0++=bear
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
achieved ^vprf+++xvbnx+=achieved
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
achieve ^vbi++++=achieve.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
worth ^in++++=worth
the ^ati++++=the
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
In ^in++++=In
any ^dti++++=any
case ^nn++++=case,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
any ^dti++++=any
human ^jj+atrb+++=human
being ^jj+jj+aux+xvbg+=being's
's ^vbz+bez+vrb++0=EXTRAWORD
judgment ^nn+nom+++=judgment.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
want ^vb++++=want
to ^to+vcmp+++=to
expand ^vbi++++=expand
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
simply ^rb++++=simply
report ^nn++++=report.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
esteemed ^xvbn+++xvbn+=esteemed
gentlemen ^nns++++=gentlemen
of ^in++++=of
the ^ati++++=the
academy ^nn++++=Academy,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
only ^ap+down+++=only
made ^vprf+++xvbn+=made
a ^at++++=a
report ^nn++++=report.
. ^zz++++=EXTRAWORD
