Poor ^jj+atrb+++=POOR
appreciation ^nn+nom+++=appreciation
of ^in++++=of
the ^ati++++=the
smarting ^jj+atrb++xvbg+=smarting
distinction ^nn+nom+++=distinction
between ^in++++=between
their ^pp$+pp3+++=their
ideal ^nn++++=ideal
of ^in++++=of
universal ^jj+atrb+++=universal
equality ^nn+nom+++=equality
and ^cc++++=and
their ^pp$+pp3+++=their
grindstone ^nn++++=grindstone
experience ^nn+nom+++=experience
of ^in++++=of
the ^ati++++=the
practical ^jj+atrb+++=practical
misery ^nn++++=misery
and ^cc++++=and
infamy ^nn++++=infamy
of ^in++++=of
poverty ^nn++++=poverty
a ^at++++=a
misery ^nn++++=misery
and ^cc++++=and
infamy ^nn++++=infamy
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ever ^rb++++=ever
will ^md+prd+++=will
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
precisely ^rb++++=precisely
the ^ati++++=the
same ^ap++++=same
in ^in++++=in
India ^np++++=India,
, ^zz++++=EXTRAWORD
England ^np++++=England,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
America ^np++++=America.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
pretense ^nn+++??+=pretense
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
journey ^nn++++=journey
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
forthwith ^rb+cnj+++=forthwith,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bade ^vbd+++xvbnx+=bade
the ^ati++++=the
dame ^np++++=dame
good ^jj++++=good-by
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
; ^zz++++=;
shook ^j+++xvbn+=shook
her ^pp$+pp3+++=her
cold ^jj+atrb+++=cold
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
my ^pp$+pp1+++=my
last ^ap++++=last
into ^in++++=into
her ^pp$+pp3+++=her
blue ^jj+atrb+++=blue,
, ^zz++++=EXTRAWORD
resigned ^jj+atrb++xvbn+=resigned
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
wet ^nn++++=wet.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
cheerless ^jj++++=cheerless
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
the ^ati++++=the
heavy ^jj+atrb+++=heavy
atmosphere ^nn++++=atmosphere
charged ^vbd+vpub++xvbn+=charged
with ^in++++=with
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
incipiencies ^nns+++??+=incipiencies
I ^pp1a+pp1+++=I
yet ^rb++++=yet
became ^vbd+++xvbn+=became
conscious ^jj++++=conscious
by ^in++++=by
the ^ati++++=the
suddenness ^nns+nom+++=suddenness
of ^in++++=of
the ^ati++++=the
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
house ^nn++++=house
air ^nn++++=air
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
quitted ^vprf+++xvbn+=quitted
was ^vbd+bedz+aux++=was
laden ^vpsv++agls+xvbnx+=laden
down ^rp++++=down
with ^in++++=with
that ^dt+dem+++=that
peculiar ^jj+atrb+++=peculiar
deleterious ^jj+atrb+++=deleterious
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
the ^ati++++=the
height ^nn++++=height
of ^in++++=of
which ^whp+rel+pied++=which
insufferable ^jj++++=insufferable
to ^in++++=to
some ^dti++++=some
visitants ^nns+nom+++=visitants
will ^md+prd+++=will
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
a ^at++++=a
poorhouse ^nn+++??+=poorhouse
ward ^nn++++=ward.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
ill ^jj++++=ill-ventilation
- ^zz++++=EXTRAWORD
ventilation ^nn+nom+++=EXTRAWORD
in ^in++++=in
winter ^nn++++=winter
of ^in++++=of
the ^ati++++=the
rooms ^nns++++=rooms
of ^in++++=of
the ^ati++++=the
poor ^jj++++=poor
a ^at++++=a
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
so ^ql++++=so
stubbornly ^rb++++=stubbornly
persisted ^vbd+++xvbn+=persisted
in ^in++++=in
is ^vbz+bez+aux++=is
usually ^rb+down+splt++=usually
charged ^vpsv++agls+xvbnx+=charged
upon ^in++++=upon
them ^pp3o+pp3+++=them
as ^ql++++=as
their ^pp$+pp3+++=their
disgraceful ^jj+atrb+++=disgraceful
neglect ^nn++++=neglect
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
simple ^jj+atrb+++=simple
means ^nn++++=means
to ^in++++=to
health ^nn++++=health.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
instinct ^nn++++=instinct
of ^in++++=of
the ^ati++++=the
poor ^jj++++=poor
is ^vbz+bez+vrb++=is
wiser ^jjr+pred+++=wiser
than ^in++++=than
we ^pp1a+pp1+++=we
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
which ^whp+rel+obj++=which
ventilates ^nns+nom+++=ventilates,
, ^zz++++=EXTRAWORD
likewise ^rb+cnj+++=likewise
cools ^nns+++??+=cools.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^in++++=to
any ^dti++++=any
shiverer ^jjr++++=shiverer,
, ^zz++++=EXTRAWORD
ill ^jj++++=ill-ventilated
- ^zz++++=EXTRAWORD
ventilated ^vbd+++xvbn+=EXTRAWORD
warmth ^nn++++=warmth
is ^vbz+bez+vrb++=is
better ^jjr+pred+++=better
than ^in++++=than
well ^rb++++=well-ventilated
- ^zz++++=EXTRAWORD
ventilated ^vbd+++xvbn+=EXTRAWORD
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
all ^abn++++=all
the ^ati++++=the
preposterous ^jj+atrb+++=preposterous
assumptions ^nns+nom+++=assumptions
of ^in++++=of
humanity ^nn+nom+++=humanity
over ^in++++=over
humanity ^nn+nom+++=humanity,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
exceeds ^vbz++++=exceeds
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
criticisms ^nns+nom+++=criticisms
made ^vbd+++xvbn+=made
on ^in++++=on
the ^ati++++=the
habits ^nns++++=habits
of ^in++++=of
the ^ati++++=the
poor ^nn++++=poor
by ^in++++=by
the ^ati++++=the
well ^rb++++=well-housed,
- ^zz++++=EXTRAWORD
housed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-warmed,
- ^zz++++=EXTRAWORD
warmed ^xvbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
well ^rb++++=well-fed.
- ^zz++++=EXTRAWORD
fed ^vwbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Blandmour,"
blandmour ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
that ^dt+dem+++=that
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
as ^ql++++=as
after ^cs+sub+++=after
tea ^nn++++=tea
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
on ^in++++=on
his ^pp$+pp3+++=his
comfortable ^jj+atrb+++=comfortable
sofa ^nn++++=sofa,
, ^zz++++=EXTRAWORD
before ^in++++=before
a ^at++++=a
blazing ^jj+atrb+++=blazing
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
two ^cd++++=two
ruddy ^jj+atrb+++=ruddy
little ^jj+atrb+++=little
children ^nns++++=children
on ^in++++=on
my ^pp$+pp1+++=my
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
what ^wdt+who+++=what
may ^md+pos+++=may
rightly ^rb++++=rightly
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
rich ^jj+atrb+++=rich
man ^nn++++=man;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
fair ^jj+atrb+++=fair
competence ^nn+nom+++=competence;
; ^zz++++=EXTRAWORD
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
not ^xnot++not++=not
so ^ql++++=so?
? ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
include ^vb++++=include
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
if ^cs+cnd+++=if
ever ^rb++++=ever
a ^at++++=a
rich ^jj+atrb+++=rich
man ^nn++++=man
speaks ^vbz++++=speaks
prosperously ^rb++++=prosperously
to ^in++++=to
me ^pp1o+pp1+++=me
of ^in++++=of
a ^at++++=a
Poor ^jj+atrb+++=Poor
Man ^nn++++=Man,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
set ^vb+++xvbn+=set
it ^pp3+it+++=it
down ^rp++++=down
as ^ql++++=as
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
mention ^nn+nom+++=mention
the ^ati++++=the
word ^nn++++=word."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rich ^jj+atrb+++=RICH
Man ^np++++=MAN'S
's ^$++++=EXTRAWORD
Crumbs ^nns++++=CRUMBS
In ^in++++=IN
the ^ati++++=the
year ^nn++++=year
1814 ^cd+date+++=1814,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
summer ^nn++++=summer
following ^vwbg+++xvbg+=following
my ^pp$+pp1+++=my
first ^od++++=first
taste ^vb++++=taste
of ^in++++=of
the ^ati++++=the
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
Man ^np++++=Man's
's ^$++++=EXTRAWORD
Pudding ^nn++++=Pudding,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=a
sea ^nn++++=sea-voyage
- ^zz++++=EXTRAWORD
voyage ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
recommended ^vpsv++agls+xvbnx+=recommended
to ^in++++=to
me ^pp1o+pp1+++=me
by ^in++++=by
my ^pp$+pp1+++=my
physician ^nn++++=physician.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Battle ^nn++++=Battle
of ^in++++=of
Waterloo ^np++++=Waterloo
having ^vwbg+++xvbg+=having
closed ^jj+++xvbn+=closed
the ^ati++++=the
long ^jj+atrb+++=long
drama ^nn++++=drama
of ^in++++=of
Napoleon ^np++++=Napoleon's
's ^$++++=EXTRAWORD
wars ^nns++++=wars,
, ^zz++++=EXTRAWORD
many ^ap++++=many
strangers ^nns+nom+++=strangers
were ^vbd+bed+aux++=were
visiting ^vbg+++xvbgx+=visiting
Europe ^np++++=Europe.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
arrived ^vbd+++xvbnx+=arrived
in ^in++++=in
London ^np++++=London
at ^in++++=at
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
victorious ^jj+atrb+++=victorious
princes ^nns++++=princes
were ^vbd+bed+aux++=were
there ^ex+pex+++=there
assembled ^vbd+++xvbn+=assembled
enjoying ^vbg+++xvbg+=enjoying
the ^ati++++=the
Arabian ^jj+atrb+++=Arabian
Nights ^nns++++=Nights'
' ^zz++++=EXTRAWORD
hospitalities ^nns+nom+++=hospitalities
of ^in++++=of
a ^at++++=a
grateful ^jj+atrb+++=grateful
and ^cc+phrs+++=and
gorgeous ^jj+atrb+++=gorgeous
aristocracy ^nn+nom+++=aristocracy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
courtliest ^nn++++=courtliest
of ^in++++=of
gentlemen ^nns++++=gentlemen
and ^cc++++=and
kings ^np++++=kings
George ^np++++=George
the ^ati++++=the
Prince ^npt++++=Prince
Regent ^npt++++=Regent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
declined ^vprf+++xvbnx+=declined
all ^abn++++=all
letters ^nns+nom+++=letters
but ^cc++++=but
one ^pn++++=one
to ^in++++=to
my ^pp$+pp1+++=my
banker ^nn++++=banker.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wandered ^vbd+++xvbnx+=wandered
about ^in++++=about
for ^in++++=for
the ^ati++++=the
best ^jjt+atrb+++=best
reception ^nn+nom+++=reception
an ^at++++=an
adventurous ^jj++++=adventurous
traveler ^jjr++++=traveler
can ^md+pos+++=can
have ^vb+hv+vrb++=have
the ^ati++++=the
reception ^nn+nom+++=reception
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
unsolicited ^jj+atrb++xvbn+=unsolicited
chance ^nn++++=chance
and ^cc++++=and
accident ^nn++++=accident
throw ^vb++++=throw
in ^in++++=in
his ^pp$+pp3+++=his
venturous ^jj+atrb+++=venturous
way ^nn++++=way.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
omit ^vb++++=omit
all ^rb++++=all
else ^rb+cnj+++=else
to ^to++++=to
recount ^vbi++++=recount
one ^cd1++++=one
hour ^nn++++=hour's
's ^$++++=EXTRAWORD
hap ^nn+++??+=hap
under ^in++++=under
the ^ati++++=the
lead ^nn++++=lead
of ^in++++=of
a ^at++++=a
very ^ql+amp+++=very
friendly ^jj+atrb+++=friendly
man ^nn++++=man,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
acquaintance ^nn+nom+++=acquaintance
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
in ^in++++=in
the ^ati++++=the
open ^jj+atrb+++=open
street ^nn++++=street
of ^in++++=of
Cheapside ^np+++??+=Cheapside.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
a ^at++++=a
civic ^jj+atrb+++=civic
subordinate ^nn+nom+++=subordinate;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forget ^vb+vprv+++=forget
exactly ^rb++++=exactly
what ^wdt+who+++=what.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
off ^in+pl+++=off
duty ^nn++++=duty
that ^tht+rel+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
discourse ^nn++++=discourse
was ^vbd+bedz+vrb++=was
chiefly ^rb++++=chiefly
of ^in++++=of
the ^ati++++=the
noble ^jj+atrb+++=noble
charities ^nns+nom+++=charities
of ^in++++=of
London ^np++++=London.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
me ^pp1o+pp1+++=me
to ^to++++=to
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
admiring ^vbg+++xvbg+=admiring
mention ^nn+nom+++=mention
of ^in++++=of
many ^ap++++=many
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="But,"
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
turned ^vbd+++xvbn+=turned
into ^in++++=into
Cheapside ^np+++??+=Cheapside
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
at ^rb++++=at
all ^abn++++=all
curious ^jj++++=curious
about ^in++++=about
such ^abl++++=such
things ^nns++++=things,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
take ^vb++++=take
you ^pp2+pp2+++=you
if ^cs+cnd+++=if
it ^pp3+it+++=it
be ^vb+be+vrb++=be
not ^xnot++not++=not
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
interesting ^jj++++=interesting
of ^in++++=of
all ^abn++++=all
our ^pp$+pp1+++=our
Lord ^npt++++=Lord
Mayor ^np++++=Mayor's
's ^$++++=EXTRAWORD
Charities ^nns+nom+++=Charities,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
the ^ati++++=the
charities ^nns+nom+++=charities
not ^xnot++not++=not
only ^rb+down+++=only
of ^in++++=of
a ^at++++=a
Lord ^npt++++=Lord
Mayor ^nn++++=Mayor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
truly ^rb++splt++=truly
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
one ^cd1++++=one
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
of ^in++++=of
emperors ^nns++++=emperors,
, ^zz++++=EXTRAWORD
regents ^nns++++=regents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
the ^ati++++=the
event ^nn++++=event
of ^in++++=of
yesterday ^nr+tm+++=yesterday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
sad ^jj+atrb+++=sad
fire ^nn++++=fire
on ^in++++=on
the ^ati++++=the
river ^nn++++=river-side,
- ^zz++++=EXTRAWORD
side ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
unhousing ^jj+++xvbg+=unhousing
so ^ql++++=so
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
poor ^jj++++=poor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
grand ^jj+atrb+++=grand
Guildhall ^np+++??+=Guildhall
Banquet ^nn++++=Banquet
to ^in++++=to
the ^ati++++=the
princes ^nns++++=princes.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
can ^md+pos+++=can
forget ^vb+vprv+tht0++=forget
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Sir ^npt++++=Sir,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dinner ^nn++++=dinner
was ^vbd+bedz+aux++=was
served ^vpsv++agls+xvbnx+=served
on ^in++++=on
nothing ^pn++++=nothing
but ^cc++++=but
solid ^jj+atrb+++=solid
silver ^nn++++=silver
and ^cc++++=and
gold ^nn++++=gold
plate ^nn++++=plate,
, ^zz++++=EXTRAWORD
worth ^in++++=worth
at ^rb++++=at
the ^ati++++=the
least ^ql++++=least
200,000 ^cd++++=200,000
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
1,000,000 ^cd++++=1,000,000
of ^in++++=of
your ^pp$+pp2+++=your
dollars ^nns++++=dollars;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
mere ^jjb+atrb+++=mere
expenditure ^nn++++=expenditure
of ^in++++=of
meats ^nns++++=meats,
, ^zz++++=EXTRAWORD
wines ^nns++++=wines,
, ^zz++++=EXTRAWORD
attendance ^nn+nom+++=attendance
and ^cc++++=and
upholstery ^nn+nom+++=upholstery,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
not ^xnot++not++=not
be ^vb+be+aux++=be
footed ^vpsv++agls+xvbnx+=footed
under ^in++++=under
25,000 ^cd++++=25,000
120,000 ^cd++++=120,000
dollars ^nns++++=dollars
of ^in++++=of
your ^pp$+pp2+++=your
hard ^jj+atrb+++=hard
cash ^nn++++=cash."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
surely ^rb+cnj+++=surely,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
call ^vb++++=call
that ^dt+dem+++=that
charity ^nn+nom+++=charity
feeding ^vwbg+++xvbg+=feeding
kings ^nns++++=kings
at ^rb++++=at
that ^dt+dem+++=that
rate ^nn++++=rate?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
feast ^nn++++=feast
came ^vbd+++xvbn+=came
first ^rb++++=first
yesterday ^nr+tm+++=yesterday;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
charity ^nn+nom+++=charity
after ^in++++=after
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
else ^rb+cnj+++=else
would ^md+prd+++=would
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
princes ^nns++++=princes
are ^vb+ber+aux++=are
concerned ^vpsv++agls+xvbnx+=concerned?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
quite ^rb++++=quite
in ^in++++=in
time ^nn++++=time
come ^vprf+++xvbn+=come
; ^zz++++=;
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
at ^rb++++=at
King ^npt++++=King
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
down ^rp++++=down
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
Guildhall ^np+++??+=Guildhall.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
go ^vb++++=go?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gladly,
gladly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
you ^pp2+pp2+++=you
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vb++++=come
but ^cc++++=but
to ^to++++=to
roam ^vbi++++=roam
and ^cc+phrs+++=and
see ^vb+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Avoiding ^vbg+++xvbg+=Avoiding
the ^ati++++=the
main ^jjb+atrb+++=main
entrance ^nn+nom+++=entrance
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
barred ^vpsv++agls+xvbnx+=barred,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
me ^pp1o+pp1+++=me
through ^in++++=through
some ^dti++++=some
private ^jj+atrb+++=private
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
ourselves ^ppls+pp1+++=ourselves
in ^in++++=in
a ^at++++=a
rear ^jjb++++=rear
blind ^jj++++=blind-walled
- ^zz++++=EXTRAWORD
walled ^jj+atrb+++=EXTRAWORD
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
open ^jj+atrb+++=open
air ^nn++++=air.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
round ^rb++++=round
amazed ^nn++++=amazed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spot ^nn++++=spot
was ^vbd+bedz+vrb++=was
grimy ^jj+pred+++=grimy
as ^in++++=as
a ^at++++=a
backyard ^nn+++??+=backyard
in ^in++++=in
the ^ati++++=the
Five ^cd++++=Five
Points ^nns++++=Points.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
packed ^vpsv++agls+xvbnx+=packed
with ^in++++=with
a ^at++++=a
mass ^nn++++=mass
of ^in++++=of
lean ^np++++=lean,
, ^zz++++=EXTRAWORD
famished ^jj+atrb+++=famished,
, ^zz++++=EXTRAWORD
ferocious ^jj+atrb+++=ferocious
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling
and ^cc+phrs+++=and
fighting ^vbg+++xvbg+=fighting
for ^in++++=for
some ^dti++++=some
mysterious ^jj+atrb+++=mysterious
precedency ^nn+++??+=precedency,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
holding ^jj+atrb++xvbg+=holding
soiled ^jj+atrb+++=soiled
blue ^nn++++=blue
tickets ^nns++++=tickets
in ^in++++=in
their ^pp$+pp3+++=their
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
other ^ap++++=other
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
guide ^nn++++=guide
; ^zz++++=;
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
only ^rb+down+splt++=only
get ^vb++++=get
in ^rb+phrv+++=in
with ^in++++=with
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
try ^vb++++=try
it ^pp3+it+++=it
? ^zz++++=?
I ^pp1a+pp1+++=I
