Towards ^in++++=Towards
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
clattering ^nn++++=clattering
of ^in++++=of
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
stumbling ^jj+atrb+++=stumbling
footsteps ^nns++++=footsteps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
reassuring ^jj+atrb++xvbg+=reassuring
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
a ^at++++=a
rueful ^jj+atrb+++=rueful
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
still ^rb++++=still
with ^in++++=with
a ^at++++=a
tail ^nn++++=tail
of ^in++++=of
white ^jj+atrb+++=white
cobweb ^nn+++??+=cobweb
trailing ^vwbg+++xvbg+=trailing
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
approached ^vbd+++xvbnx+=approached
each ^ppls++++=each
other ^ap++++=other
without ^in++++=without
speaking ^xvbg+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
salutation ^nn+nom+++=salutation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
was ^vbd+bedz+aux++=was
fatigued ^vpsv++agls+xvbnx+=fatigued
and ^cc+phrs+++=and
shamed ^vpsv++agls+xvbn+=shamed
to ^in++++=to
the ^ati++++=the
pitch ^nn++++=pitch
of ^in++++=of
hopeless ^jj+atrb+++=hopeless
bitterness ^nns+nom+++=bitterness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
came ^vpsv++agls+xvbn+=came
to ^in++++=to
a ^at++++=a
stop ^nn++++=stop
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
face ^nn++++=face
to ^to++++=to
face ^vbi++++=face
with ^in++++=with
his ^pp$+pp3+++=his
seated ^xvbn+++xvbn+=seated
master ^npt++++=master.
. ^zz++++=EXTRAWORD
The ^ati++++=The
latter ^ap++++=latter
winced ^jj+++xvbn+=winced
a ^rb++++=a
little ^rb"++++=little
under ^in++++=under
his ^pp$+pp3+++=his
dependant ^jj+atrb+++=dependant's
's ^vbz+bez+vrb++0=EXTRAWORD
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
pretence ^nn+nom+++=pretence
of ^in++++=of
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
left ^vbd+++xvbn+=left
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
horse ^nn++++=horse
bolted ^vwbn+++xvbn+=bolted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
So ^ql++++=So
did ^vbd+dod+vrb++=did
mine ^nn++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
at ^in+ppvb+++=at
his ^pp$+pp3+++=his
master ^nn++++=master
mirthlessly ^jj++++=mirthlessly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+tht0++=say
my ^pp$+pp1+++=my
horse ^nn++++=horse
bolted ^vwbn+++xvbn+=bolted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
once ^rb+tm+++=once
had ^vb+hv+vrb++=had
a ^at++++=a
silver ^nn++++=silver-studded
- ^zz++++=EXTRAWORD
studded ^vwbn+++xvbn+=EXTRAWORD
bridle ^nn++++=bridle.
. ^zz++++=EXTRAWORD
" ^zz++++="Cowards
cowards ^nns++++=EXTRAWORD
both ^abx++++=both,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
gnawed ^jj+++xvbn+=gnawed
his ^pp$+pp3+++=his
knuckle ^nn+++??+=knuckle
through ^in++++=through
some ^dti++++=some
meditative ^jj+atrb+++=meditative
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
eye ^nn++++=eye
on ^in++++=on
his ^pp$+pp3+++=his
inferior ^jj++++=inferior.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
call ^nn++++=call
me ^pp1o+pp1+++=me
a ^at++++=a
coward ^nn++++=coward,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
length ^rb"++++=length.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
coward ^nn++++=coward
like ^in++++=like
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
coward ^nn++++=coward
possibly ^rb++++=possibly.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
limit ^nn++++=limit
beyond ^in++++=beyond
which ^whp+rel+pied++=which
every ^at++++=every
man ^nn++++=man
must ^md+nec+++=must
fear ^vb++++=fear.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
learnt ^vprf+++xvbnx+=learnt
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
like ^vb++++=like
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
where ^wrb+who+++=where
the ^ati++++=the
difference ^nn+nom+++=difference
comes ^vbz++++=comes
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
could ^md+pos+++=could
have ^vb+hv+aux++=have
dreamt ^vprf+++xvbnx+=dreamt
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saved ^vbd+++xvbnx+=saved
your ^pp$+pp2+++=your
life ^nn++++=life
two ^cd++++=two
minutes ^nns++++=minutes
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Why ^wrb+who+whq++=Why
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
our ^pp$+pp1+++=our
lord ^npt++++=lord?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
gnawed ^vbd+++xvbn+=gnawed
his ^pp$+pp3+++=his
knuckles ^nns++++=knuckles
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
man ^nn++++=man
calls ^nns++++=calls
me ^pp1o+pp1+++=me
a ^at++++=a
coward ^nn++++=coward,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
broken ^jj+atrb++xvbn+=broken
sword ^nn++++=sword
is ^vbz+bez+vrb++=is
better ^jjr+pred+++=better
than ^in++++=than
none ^pn++++=none.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
One ^cd1++++=One
spavined ^jj+atrb++xvbn+=spavined
white ^jj+atrb+++=white
horse ^nn++++=horse
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
carry ^vbi++++=carry
two ^cd++++=two
men ^nns++++=men
a ^at++++=a
four ^cd++++=four
days ^nns++++=days'
' ^zz++++=EXTRAWORD
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
white ^jj+atrb+++=white
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
time ^nn++++=time
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
helped ^vpsv++agls+xvbnx+=helped.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
begin ^vb++++=begin
to ^to++++=to
understand ^vbi+vprv+++=understand
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
I ^pp1a+pp1+++=I
perceive ^vb+vprv+++=perceive
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
minded ^vpsv++agls+xvbnx+=minded,
, ^zz++++=EXTRAWORD
on ^in+cmpx+++=on
the ^in"++++=the
strength ^in"++++=strength
of ^in"++++=of
what ^wdt+who+++=what
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
and ^cc++++=and
fancy ^nn++++=fancy,
, ^zz++++=EXTRAWORD
to ^in++++=to
taint ^nn++++=taint
my ^pp$+pp1+++=my
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
men ^nns++++=men
of ^in++++=of
your ^pp$+pp2+++=your
sort ^nn++++=sort
who ^whp+rel+obj++=who
unmake ^nn+++??+=unmake
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
Besides ^rb+cnj+++=Besides
which ^whp+rel+pied++=which--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
liked ^xvbn+++xvbn+=liked
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
lord ^npt++++=lord!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
master ^nn++++=master.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
up ^rp++++=up
sharply ^rb++++=sharply
as ^in++++=as
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
minute ^nn++++=minute
perhaps ^rb++++=perhaps
they ^pp3a+pp3+++=they
faced ^vbd+++xvbnx+=faced
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Overhead ^jjb++++=Overhead
the ^ati++++=the
spiders ^nns+nom+++=spiders'
' ^zz++++=EXTRAWORD
balls ^nns++++=balls
went ^vbd+++xvbn+=went
driving ^nvbg+++xvbg+=driving.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
quick ^jj+atrb+++=quick
movement ^nn+nom+++=movement
among ^in++++=among
the ^ati++++=the
pebbles ^nns++++=pebbles;
; ^zz++++=EXTRAWORD
a ^at++++=a
running ^jj+++xvbg+=running
of ^in++++=of
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
despair ^nn++++=despair,
, ^zz++++=EXTRAWORD
a ^at++++=a
gasp ^nn++++=gasp
and ^cc++++=and
a ^at++++=a
blow ^nn++++=blow.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Towards ^in++++=Towards
nightfall ^nn+++??+=nightfall
the ^ati++++=the
wind ^nn++++=wind
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
set ^vbd+++xvbn+=set
in ^in++++=in
a ^at++++=a
calm ^nn++++=calm
serenity ^nn+nom+++=serenity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
possessed ^vprf+++xvbnx+=possessed
the ^ati++++=the
silver ^nn++++=silver
bridle ^nn++++=bridle
came ^vbd+++xvbn+=came
at ^rb++++=at
last ^rb"++++=last
very ^ql+amp+++=very
cautiously ^rb++++=cautiously
and ^cc++++=and
by ^in++++=by
an ^at++++=an
easy ^jj+atrb+++=easy
slope ^nn++++=slope
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
ravine ^nn++++=ravine
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse
that ^tht+rel+subj++=that
once ^rb+tm+++=once
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
horse ^nn++++=horse
to ^to++++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
silver ^nn++++=silver-mounted
- ^zz++++=EXTRAWORD
mounted ^jj+atrb++xvbn+=EXTRAWORD
bridle ^nn++++=bridle
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
feared ^vbd+vprv++xvbnx+=feared
night ^nn++++=night
and ^cc++++=and
a ^at++++=a
quickening ^jj+atrb+++=quickening
breeze ^nn++++=breeze
might ^md+pos+++=might
still ^rb++splt++=still
find ^vb+vprv+++=find
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
besides ^rb++++=besides
he ^pp3a+pp3+++=he
disliked ^vbd+++xvbnx+=disliked
greatly ^rb+amp+++=greatly
to ^to++++=to
think ^vbi+vprv+tht0++=think
he ^pp3a+pp3+++=he
might ^md+pos+++=might
discover ^nn+nom+++=discover
his ^pp$+pp3+++=his
horse ^nn++++=horse
all ^abn++++=all
swathed ^jj+++xvbn+=swathed
in ^in++++=in
cobwebs ^nns++++=cobwebs
and ^cc++++=and
perhaps ^rb++++=perhaps
unpleasantly ^jj++++=unpleasantly
eaten ^jj+++xvbn+=eaten.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
those ^dt+dem+++=those
cobwebs ^nns++++=cobwebs
and ^cc++++=and
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
dangers ^nns+nom+++=dangers
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
manner ^nn++++=manner
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
preserved ^vpsv++agls+xvbnx+=preserved
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
sought ^vbd+++xvbn+=sought
a ^rb++++=a
little ^rb"++++=little
reliquary ^nn+nom+++=reliquary
that ^tht+rel+subj++=that
hung ^vwbn+++xvbn+=hung
about ^in++++=about
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
clasped ^vbd+++xvbnx+=clasped
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
with ^in++++=with
heartfelt ^jj+atrb++xvbn+=heartfelt
gratitude ^nn++++=gratitude.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^ql++++=so
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
went ^vbd+++xvbn+=went
across ^in+pl+++=across
the ^ati++++=the
valley ^nn++++=valley.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
hot ^jj+pred+++=hot
with ^in++++=with
passion ^nn++++=passion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
met ^vprf+++xvbnx+=met
her ^pp$+pp3+++=her
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
behold ^vb++++=behold!
! ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
wooded ^jj+atrb+++=wooded
slopes ^nns++++=slopes
across ^in+pl+++=across
the ^ati++++=the
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
clearness ^nns+nom+++=clearness
of ^in++++=of
the ^ati++++=the
sunset ^nn++++=sunset
distinct ^jj++++=distinct
and ^cc+phrs+++=and
unmistakable ^jj++++=unmistakable,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
a ^rb++++=a
little ^rb"++++=little
spire ^nn++++=spire
of ^in++++=of
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
his ^pp$+pp3+++=his
expression ^nn++++=expression
of ^in++++=of
serene ^jj+atrb+++=serene
resignation ^nn+nom+++=resignation
changed ^vbd+++xvbn+=changed
to ^in++++=to
an ^at++++=an
amazed ^jj+atrb++xvbn+=amazed
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
Smoke ^nn++++=Smoke?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb++++=so
a ^rb++++=a
little ^rb"++++=little
rustle ^nn++++=rustle
of ^in++++=of
air ^nn++++=air
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
grass ^nn++++=grass
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away
upon ^in++++=upon
some ^dti++++=some
reeds ^nns++++=reeds
swayed ^vwbn+++xvbn+=swayed
a ^at++++=a
tattered ^jj+atrb+++=tattered
sheet ^nn++++=sheet
of ^in++++=of
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
cobwebs ^nns++++=cobwebs;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
stared ^vprf+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
smoke ^nn++++=smoke
for ^in++++=for
some ^dti++++=some
time ^nn++++=time,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
mounted ^vbd+++xvbnx+=mounted
the ^ati++++=the
white ^jj+atrb+++=white
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
picked ^vbd+++xvbnx+=picked
his ^pp$+pp3+++=his
way ^nn++++=way
amidst ^in++++=amidst
stranded ^jj+atrb+++=stranded
masses ^nns++++=masses
of ^in++++=of
web ^nn++++=web.
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
reason ^nn++++=reason
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
many ^ap++++=many
dead ^jj+atrb+++=dead
spiders ^nns+nom+++=spiders
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
that ^cs+sub+++=that
lived ^vprf+++xvbn+=lived
feasted ^vbd+++xvbn+=feasted
guiltily ^rb++++=guiltily
on ^in++++=on
their ^pp$+pp3+++=their
fellows ^nns++++=fellows.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
his ^pp$+pp3+++=his
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
hoofs ^nns++++=hoofs
they ^pp3a+pp3+++=they
fled ^vbd+++xvbnx+=fled.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
time ^nn++++=time
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
ground ^nn++++=ground
without ^in++++=without
either ^dtx++++=either
a ^at++++=a
wind ^nn++++=wind
to ^to++++=to
carry ^vbi++++=carry
them ^pp3o+pp3+++=them
or ^cc++++=or
a ^at++++=a
winding ^jj+atrb++xvbg+=winding
sheet ^nn++++=sheet
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
things ^nns++++=things,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
their ^pp$+pp3+++=their
poison ^nn++++=poison,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
do ^vb+do+vrb++=do
him ^pp3o+pp3+++=him
little ^ap++++=little
evil ^nn++++=evil.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flicked ^vbd+++xvbnx+=flicked
with ^in++++=with
his ^pp$+pp3+++=his
belt ^nn++++=belt
at ^in++++=at
those ^dt+dem+++=those
he ^pp3a+pp3+++=he
fancied ^vbd+++xvbnx+=fancied
came ^vbd+++xvbn+=came
too ^ql++++=too
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
number ^nn++++=number
ran ^vbd+++xvbn+=ran
together ^nn+nom+++=together
over ^in++++=over
a ^at++++=a
bare ^jj+atrb+++=bare
place ^nn++++=place,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
minded ^vpsv++agls+xvbnx+=minded
to ^to++++=to
dismount ^vbi++++=dismount
and ^cc++++=and
trample ^nn+++??+=trample
them ^pp3o+pp3+++=them
with ^in++++=with
his ^pp$+pp3+++=his
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
impulse ^nn++++=impulse
he ^pp3a+pp3+++=he
overcame ^vbd+++xvbnx+=overcame.
. ^zz++++=EXTRAWORD
Ever ^rb++++=Ever
and ^cc+phrs+++=and
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
in ^rb+phrv+++=in
his ^pp$+pp3+++=his
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
back ^jjb++++=back
at ^in++++=at
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
" ^zz++++="Spiders,"
spiders ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered
over ^in++++=over
and ^cc++++=and
over ^in++++=over
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Spiders!
spiders ^nns+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
the ^ati++++=The
next ^ap++++=next
time ^nn++++=time
i ^pp1a+pp1+++=I
must ^md+nec+++=must
spin ^vb++++=spin
a ^at++++=a
web ^nn++++=web."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
