An ^at++++=An
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses
before ^cs+sub+++=before
the ^ati++++=the
rider ^nn++++=rider
could ^md+pos+++=could
defend ^vb++++=defend
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment
horse ^nn++++=horse
and ^cc++++=and
rider ^nn++++=rider
were ^vbd+bed+aux++=were
floundering ^vbg+++xvbgx+=floundering
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
To ^in++++=To
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
the ^ati++++=the
line ^nn++++=line
broke ^vbd+++xvbn+=broke
to ^in++++=to
the ^ati++++=the
rescue ^nn++++=rescue,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
horses ^nns++++=horses
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
lady ^nn++++=lady
spectators ^nns++++=spectators
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbnx+=carried
into ^in++++=into
the ^ati++++=the
melee ^nn++++=melee
in ^in++++=in
the ^ati++++=the
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
of ^in++++=of
war ^nn++++=war
were ^vbd+bed+aux++=were
loosed ^vpsv++agls+xvbnx+=loosed.
. ^zz++++=EXTRAWORD
Hell ^nn++++=Hell
popped ^vbd+++xvbn+=popped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smoke ^nn++++=smoke
of ^in++++=of
six ^cd++++=six
hundred ^cd++++=hundred
guns ^nns++++=guns
arose ^vbd+++xvbn+=arose
in ^in++++=in
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
wolves ^nps++++=wolves
swimming ^vwbg+++xvbg+=swimming
the ^ati++++=the
river ^nn++++=river
and ^cc++++=and
wolves ^nps++++=wolves
trotting ^vwbg+++xvbg+=trotting
around ^rp++++=around
amongst ^in++++=amongst
the ^ati++++=the
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
wounded ^j+++xvbn+=wounded
and ^cc+phrs+++=and
bewildered ^jj+++xvbn+=bewildered.
. ^zz++++=EXTRAWORD
Ropes ^nns++++=Ropes
swished ^vbd+++xvbn+=swished
through ^in++++=through
the ^ati++++=the
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
tying ^vbg+++xvbg+=tying
wounded ^jj+++xvbn+=wounded
wolves ^nps++++=wolves
to ^to++++=to
be ^vbi+vbi+aux++=be
dragged ^vpsv++agls+xvbnx+=dragged
to ^in++++=to
death ^nn++++=death
or ^cc++++=or
trampled ^vpsv++agls+xvbn+=trampled
under ^in++++=under
hoof ^nn++++=hoof.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
dismounted ^vbd+++xvbn+=dismounted
and ^cc+phrs+++=and
clubbed ^vbd+++xvbn+=clubbed
them ^pp3o+pp3+++=them
with ^in++++=with
shotguns ^nns+++??+=shotguns
and ^cc++++=and
carbines, ^nn+++??+=carbines,--anything
-- ^--+clp+++=EXTRAWORD
anything ^pn++++=EXTRAWORD
to ^to++++=to
administer ^nn+nom+++=administer
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Horses ^nns++++=Horses
were ^vbd+bed+vrb++=were
powder ^nn++++=powder-burnt
- ^zz++++=EXTRAWORD
burnt ^jj+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
cried ^jj+++xvbn+=cried
with ^in++++=with
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
neighed ^jj+++xvbn+=neighed
exultingly ^jj++++=exultingly.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
or ^cc++++=or
two ^cd++++=two
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
sense ^nn++++=sense
enough ^dt++++=enough
to ^to++++=to
secure ^vbi++++=secure
the ^ati++++=the
horses ^nns++++=horses
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
and ^cc++++=and
lead ^nn++++=lead
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
of ^in++++=of
immediate ^jj+atrb+++=immediate
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
wolves ^nps++++=wolves
made ^vbd+++xvbn+=made
their ^pp$+pp3+++=their
escape ^nn++++=escape,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
squads ^nns++++=squads
of ^in++++=of
horsemen ^nns++++=horsemen
were ^vbd+bed+aux++=were
burying ^vbg+++xvbgx+=burying
cruel ^jj+atrb+++=cruel
rowels ^nns+++??+=rowels
in ^in++++=in
heaving ^xvbg+++xvbg+=heaving
flanks ^nns++++=flanks
in ^in++++=in
an ^at++++=an
endeavor ^vb++++=endeavor
to ^to+vcmp+++=to
overtake ^vbi++++=overtake
and ^cc++++=and
either ^dtx++++=either
rope ^nn++++=rope
or ^cc++++=or
shoot ^vb++++=shoot
the ^ati++++=the
fleeing ^jj+atrb++xvbg+=fleeing
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
Disordered ^jj+atrb+++=Disordered
things ^nns++++=things
as ^cc++++=as
well ^rb++++=well
as ^cs+sub+++=as
ordered ^jj+atrb++xvbn+=ordered
ones ^cd1s++++=ones
have ^vb+hv+vrb++=have
an ^at++++=an
end ^nn++++=end,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
sanity ^nn++++=sanity
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
mob ^nn++++=mob
an ^at++++=an
inventory ^nn++++=inventory
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
of ^in++++=of
the ^ati++++=the
drive ^nn++++=drive-hunt.
- ^zz++++=EXTRAWORD
hunt ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
By ^in++++=By
actual ^jj+atrb+++=actual
count ^nn++++=count,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lifeless ^jj+atrb+++=lifeless
carcases ^nns++++=carcases
of ^in++++=of
twenty ^cd++++=twenty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
wolves ^nps++++=wolves
graced ^vbd+++xvbn+=graced
the ^ati++++=the
sand ^nn++++=sand
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
with ^in++++=with
several ^ap++++=several
precincts ^nns++++=precincts
to ^to++++=to
hear ^vbi+vprv+++=hear
from ^in+strn+++=from.
. ^zz++++=EXTRAWORD
The ^ati++++=The
promoters ^nns+nom+++=promoters
of ^in++++=of
the ^ati++++=the
hunt ^np++++=hunt
thanked ^vbd+++xvbn+=thanked
the ^ati++++=the
men ^nns++++=men
for ^in++++=for
their ^pp$+pp3+++=their
assistance ^nn+nom+++=assistance,
, ^zz++++=EXTRAWORD
assuring ^vbg+++xvbg+=assuring
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
the ^ati++++=the
bounty ^nn++++=bounty
money ^nn++++=money
would ^md+prd+++=would
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^in++++=to
perfect ^jj+atrb+++=perfect
arrangements ^nns+nom+++=arrangements,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
in ^in++++=in
other ^ap++++=other
years ^nns++++=years
a ^at++++=a
banquet ^nn++++=banquet
would ^md+prd+++=would
crown ^vb++++=crown
future ^jjb+atrb+++=future
hunts ^nns++++=hunts.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
hunt ^nn++++=hunt
dispersed ^vbd+++xvbn+=dispersed,
, ^zz++++=EXTRAWORD
Edwards ^np++++=Edwards
and ^cc++++=and
his ^pp$+pp3+++=his
squad ^nn++++=squad
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
brink ^nn++++=brink
of ^in++++=of
the ^ati++++=the
cut ^vbd+++xvbn+=cut-bank,
- ^zz++++=EXTRAWORD
bank ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
hailed ^vbd+++xvbn+=hailed
as ^in++++=as
to ^in++++=to
results ^nns++++=results,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
only ^ap+down+++=only
got ^vprf+++xvbn+=got
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
all ^abn++++=all
muy ^nn+++??+=muy
docil ^nn+++??+=docil.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
peel ^vb++++=peel
them ^pp3o+pp3+++=them
and ^cc++++=and
will ^md+prd+++=will
meet ^vb++++=meet
you ^pp2+pp2+++=you
at ^in++++=at
the ^ati++++=the
ford ^np++++=ford."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
gets ^vbz++++=gets
the ^ati++++=the
turkey ^nn++++=turkey?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
some ^dti++++=some
one ^cd1++++=one
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
question ^nn+nom+++=question
is ^vbz+bez+vrb++=is
out ^rp+pl+++=out
of ^in++++=of
order ^nn++++=order,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Reese ^np+++??+=Reese.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
property ^nn++++=property
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
present ^jj++++=present,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
him ^pp3o+pp3+++=him
home ^nr++++=home
by ^in++++=by
my ^pp$+pp1+++=my
cook ^nn++++=cook
an ^at++++=an
hour ^nn++++=hour
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
any ^dti++++=any
of ^in++++=of
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
any ^dti++++=any
interest ^nn++++=interest
in ^cs+sub+++=in
that ^cs"++++=that
gobbler ^jjr++++=gobbler,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
invite ^vb++++=invite
you ^pp2+pp2+++=you
to ^to++++=to
go ^vbi++++=go
home ^nr++++=home
with ^in++++=with
me ^pp1o+pp1+++=me
and ^cc++++=and
help ^vb++++=help
to ^to+vcmp+++=to
eat ^vbi++++=eat
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
for ^in++++=for
my ^pp$+pp1+++=my
camp ^nn++++=camp
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
Strip ^vb++++=Strip
that ^dt+pdem+++=that
will ^md+prd+++=will
have ^vb+hv+vrb++=have
turkey ^nn++++=turkey
and ^cc++++=and
egg ^nn++++=egg-nog
- ^zz++++=EXTRAWORD
nog ^nn++++=EXTRAWORD
to ^to++++=to-night."
- ^zz++++=EXTRAWORD
night." ^nn++++=EXTRAWORD
