Philo ^np+++??+=Philo
his ^pp$+pp3+++=his
body ^nn++++=body
through ^in++++=through
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
feet ^nns++++=feet
away ^rp+pl+++=away
a ^at++++=a
cross ^jj++++=cross-timber
- ^zz++++=EXTRAWORD
timber ^nn++++=EXTRAWORD
reached ^vbd+++xvbn+=reached
from ^in++++=from
one ^cd1++++=one
pillar ^nn++++=pillar
of ^in++++=of
the ^ati++++=the
roof ^nn++++=roof
to ^in++++=to
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
below ^rb++++=below
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
kiln ^nn++++=kiln.
. ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
lighted ^vbd+++xvbn+=lighted
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
lantern ^nn++++=lantern,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
casting ^nvbg+++xvbg+=casting
its ^pp$+it+++=its
ray ^nn++++=ray,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
this ^dt+dem+++=this
cross ^jj++++=cross-piece.
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
could ^md+pos+++=could
jump ^vb++++=jump
and ^cc+phrs+++=and
reach ^vb++++=reach
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
could ^md+pos+++=could
drop ^vb++++=drop
to ^in++++=to
the ^ati++++=the
lower ^nn++++=lower
step ^vb++++=step
and ^cc+phrs+++=and
avoid ^vb++++=avoid
the ^ati++++=the
danger ^nn++++=danger
of ^in++++=of
bringing ^xvbg+++xvbg+=bringing
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
kiln ^nn++++=kiln
down ^in++++=down
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slipped ^vbd+++xvbnx+=slipped
the ^ati++++=the
lantern ^nn++++=lantern
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
out ^rp+pl+++=out
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jumped ^vpsv++agls+xvbn+=jumped
into ^in++++=into
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
grappled ^vbd+++xvbn+=grappled
with ^in++++=with
the ^ati++++=the
cross ^jj++++=cross-piece;
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
gain ^vbi++++=gain
a ^at++++=a
firmer ^jjr+atrb+++=firmer
hold ^nn++++=hold;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
dropped ^vbd+++xvbnx+=dropped
straight ^jj++++=straight
upon ^in++++=upon
the ^ati++++=the
sleeping ^jj+++xvbg+=sleeping
Wixy ^np+++??+=Wixy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
alighted ^vbd+++xvbnx+=alighted
fair ^jj++++=fair
and ^cc++++=and
square ^nn++++=square
on ^in++++=on
the ^ati++++=the
murderer ^nn+nom+++=murderer's
's ^$++++=EXTRAWORD
stomach ^nn++++=stomach,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
air ^nn++++=air
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
Wixy ^np+++??+=Wixy
in ^in++++=in
a ^at++++=a
sudden ^jj+atrb+++=sudden
_whoof_ ^nn+++??+=_whoof_!
! ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
unreasoning ^jj+atrb+++=unreasoning
excitement ^nn+nom+++=excitement
of ^in++++=of
the ^ati++++=the
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
grappled ^j+++xvbn+=grappled
with ^in++++=with
Wixy ^np+++??+=Wixy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
unresistance ^nn+nom+++=unresistance
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
told ^vbd+vpub++xvbn+=told
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
unconscious ^jj+pred+++=unconscious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School
detective ^nn++++=detective
released ^vwbn+++xvbn+=released
him ^pp3o+pp3+++=him
and ^cc++++=and
stood ^vbd+++xvbn+=stood
up ^rp++++=up.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
uncovered ^vbd+++xvbnx+=uncovered
the ^ati++++=the
lens ^nn++++=lens
of ^in++++=of
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
lantern ^nn++++=lantern
and ^cc++++=and
turned ^vbd+++xvbn+=turned
the ^ati++++=the
ray ^np++++=ray
on ^in++++=on
Wixy ^np+++??+=Wixy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
murderer ^nn+nom+++=murderer
lay ^vbd+++xvbn+=lay
flat ^jj++++=flat
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed
and ^cc++++=and
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
open ^nn++++=open.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
Wixy ^np++++=Wixy's
's ^$++++=EXTRAWORD
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
still ^rb++++=still
beat ^vb+++xvbn+=beat!
! ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
dead ^jj++++=dead!
! ^zz++++=EXTRAWORD
With ^in++++=WITH
Another ^dt++++=ANOTHER
Groan ^vb++++=GROAN
Wixy ^np+++??+=WIXY
Raised ^vbd+++xvbn+=RAISED
His ^pp$+pp3+++=HIS
Hands ^nns++++=HANDS
With ^in++++=With
the ^ati++++=the
dark ^jj+atrb+++=dark
lantern ^nn++++=lantern
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
rusty ^np++++=rusty
tin ^nn++++=tin
can ^md+pos+++=can
in ^in++++=in
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb
hurried ^vbd+++xvbn+=hurried
to ^in++++=to
the ^ati++++=the
pond ^nn++++=pond
and ^cc++++=and
returned ^vpsv++agls+xvbn+=returned
with ^in++++=with
the ^ati++++=the
can ^md+pos+++=can
full ^jj++++=full
of ^in++++=of
water ^nn++++=water,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
even ^rb++++=even
in ^in++++=in
this ^dt+dem+++=this
crisis ^nn++++=crisis
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
act ^nn++++=act
thoughtlessly ^jj++++=thoughtlessly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
set ^vbd+++xvbnx+=set
the ^ati++++=the
dark ^jj+atrb+++=dark
lantern ^nn++++=lantern
on ^in++++=on
a ^at++++=a
shelf ^nn++++=shelf
of ^in++++=of
the ^ati++++=the
kiln ^nn++++=kiln,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
its ^pp$+it+++=its
rays ^nns++++=rays
might ^md+pos+++=might
illuminate ^nn+nom+++=illuminate
Wixy ^np+++??+=Wixy
and ^cc++++=and
himself ^ppl+pp3+++=himself
alike ^rb+cnj+++=alike,
, ^zz++++=EXTRAWORD
drew ^jj+atrb++xvbn+=drew
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
pistols ^nns++++=pistols
and ^cc++++=and
pointed ^vbd+++xvbn+=pointed
it ^pp3+it+++=it
full ^jj++++=full
at ^in++++=at
Wixy ^np++++=Wixy's
's ^$++++=EXTRAWORD
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
holding ^nvbg+++xvbg+=holding
it ^pp3+it+++=it
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
dashed ^vbd+++xvbnx+=dashed
the ^ati++++=the
can ^nn++++=can
of ^in++++=of
water ^nn++++=water
in ^in+cmpx+++=in
the ^in"++++=the
face ^in"++++=face
of ^in"++++=of
the ^ati++++=the
unconscious ^jj+atrb+++=unconscious
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
moved ^vbd+++xvbn+=moved
uneasily ^rb++++=uneasily.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
emitted ^vbd+++xvbnx+=emitted
a ^at++++=a
long ^rb++++=long
sigh ^nn++++=sigh
and ^cc++++=and
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
sternly ^rb++++=sternly.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
move ^nn++++=move,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
deteckative ^jj++++=deteckative,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
shoot ^vb++++=shoot
this ^dt+dem+++=this
pistol ^nn++++=pistol
at ^in++++=at
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
able ^jj+pred+++=able
so ^ql++++=so
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
your ^pp$+pp2+++=your
hands ^nns++++=hands."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
blinked ^vbd+++xvbn+=blinked
in ^in++++=in
the ^ati++++=the
strong ^jj+atrb+++=strong
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
groaned ^vbd+++xvbnx+=groaned
and ^cc+phrs+++=and
placed ^vbd+++xvbn+=placed
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
hands ^nns++++=hands
on ^in++++=on
his ^pp$+pp3+++=his
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
them ^pp3o+pp3+++0='em
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
another ^dt++++=another
groan ^vb++++=groan
Wixy ^np+++??+=Wixy
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
flat ^nn++++=flat
on ^in++++=on
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
doing ^vbg+++xvbgx+=doing
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
health ^nn++++=health
exercise ^nn++++=exercise.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
minute ^nn++++=minute
the ^ati++++=the
hands ^nns++++=hands
fell ^vbd+++xvbn+=fell
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
you ^pp2+pp2+++=you'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
set ^vbd+++xvbn+=set
up ^rb+cnj+++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
hold ^vb+vprv+++=hold
up ^rp++++=up
your ^pp$+pp2+++=your
hands ^nns++++=hands
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
lay ^vbd+++xvbn+=lay
down ^rb+phrv+++=down
that ^dt+dem+++=that
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
helped ^vbd+++xvbnx+=helped
Wixy ^np+++??+=Wixy
to ^in++++=to
a ^at++++=a
sitting ^jj+atrb++xvbg+=sitting
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
his ^pp$+pp3+++=his
pistol ^nn++++=pistol
against ^in++++=against
the ^ati++++=the
fellow ^jjb++++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
arranged ^vprf++tht0+xvbnx+=arranged
his ^pp$+pp3+++=his
captive ^nn++++=captive
to ^to++++=to
suit ^vbi++++=suit
his ^pp$+pp3+++=his
taste ^nn++++=taste,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
say ^vbi+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
I ^pp1a+pp1+++=I
never ^rb++++=never
done ^vwbn+++xvbn+=done
what ^wdt+who+++=what
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wixy ^np+++??+=Wixy.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
never ^rb++++=never
done ^vbd+++xvbn+=done
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
other ^ap++++=other
feller ^nn++++=feller
done ^vwbn+++xvbn+=done
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
bother ^nn++++=bother
me ^pp1o+pp1+++=me
none ^rb+cnj+++=none,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
who ^whp+who+++=who
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
about ^in++++=about
the ^ati++++=the
best ^jjt+atrb+++=best
thing ^nn++++=thing
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+aux++=do
is ^vbz+bez+vrb++=is
to ^in++++=to
account ^nn++++=account
for ^in++++=for
the ^ati++++=the
chicken ^nn++++=chicken
and ^cc++++=and
pay ^vb++++=pay
my ^pp$+pp1+++=my
expenses ^nns++++=expenses
of ^in++++=of
getting ^xvbg+++xvbg+=getting
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
quicker ^jjr++++=quicker
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it
the ^ati++++=the
better ^nn++++=better
off ^in+pl+++=off
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pale ^jj++++=Pale
as ^ql++++=as
Wixy ^np+++??+=Wixy
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
still ^jj+pred+++=still
paler ^jjr++++=paler
when ^wrb+who+++=when
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
mentioned ^vbd+vpub++xvbn+=mentioned
the ^ati++++=the
chicken ^nn++++=chicken.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
killed ^vbd+++xvbn+=killed
the ^ati++++=the
Chicken ^nn++++=Chicken!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
almost ^rb+hdg+++=almost
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
care ^vb+vprv+++=care
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
killed ^vbd+++xvbn+=killed
the ^ati++++=the
chicken ^nn++++=chicken
or ^cc++++=or
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chicken ^nn++++=chicken
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
reckon ^vb+vprv+tht0++=reckon
that ^tht+vcmp+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
chicken ^nn++++=chicken.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
has ^md"++pmd"++=has
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
be ^vbi+vbi+aux++=be
paid ^vbd+++xvbn+=paid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
send ^vb++++=send
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Wixy ^np+++??+=Wixy,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
Mother ^nn++++=Mother
Smith ^np++++=Smith
put ^vbd+++xvbn+=put
you ^pp2+pp2+++=you
onto ^in++++=onto
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
pay ^vb++++=pay
up ^rp++++=up
or ^cc++++=or
go ^vb++++=go
to ^in++++=to
jail ^nn++++=jail.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++0=How'd
'd ^md+prd+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
studied ^vbd+++xvbn+=studied
the ^ati++++=the
tall ^jj+atrb+++=tall
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="S'pose
s ^zz++++=EXTRAWORD
'pose ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
give ^vb++++=give
you ^pp2+pp2+++=you
fifty ^cd++++=fifty
and ^cc++++=and
we ^pp1a+pp1+++=we
call ^vb++++=call
it ^pp3+it+++=it
square ^jj++++=square."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
meant ^vbd+vprv++xvbnx+=meant
fifty ^cd++++=fifty
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
that ^dt+pdem+++=that
would ^md+prd+++=would
satisfy ^vb++++=satisfy
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
fifty ^cd++++=fifty
cents ^nns++++=cents,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
satisfy ^vb++++=satisfy
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
time ^nn++++=time's
's ^vbz+bez+vrb++0=EXTRAWORD
valuable ^jj++++=valuable
and ^cc++++=and
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
paid ^vpsv++agls+xvbnx+=paid
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
times ^nns++++=times
fifty ^cd++++=fifty
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
too ^ql++++=too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
took ^vprf+++xvbnx+=took
longer ^rbr++++=longer
to ^to++++=to
catch ^vbi++++=catch
you ^pp2+pp2+++=you
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
give ^vbi++++=give
that ^dt+dem+++=that
much ^ap++++=much,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
too ^ql++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wixy ^np+++??+=Wixy
studied ^vbd+++xvbn+=studied
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
mercy ^nn++++=mercy
in ^in++++=in
the ^ati++++=the
bird ^nn++++=bird-like
- ^zz++++=EXTRAWORD
