Heavy ^jj+atrb+++=Heavy
. ^zz++++=EXTRAWORD
Forward ^rb+cnj+++=Forward,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
hear ^vb+vprv+++=hear
every ^at++++=every
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
bursts ^nns++++=bursts
of ^in++++=of
contented ^jj+atrb+++=contented
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
exclamations ^nns+nom+++=exclamations,
, ^zz++++=EXTRAWORD
sounds ^nns++++=sounds
that ^tht+rel+++=that
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
stand ^vbi++++=stand
out ^rp+pl+++=out
against ^in++++=against
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
this ^dt+dem+++=this
night ^nn++++=night,
, ^zz++++=EXTRAWORD
laden ^j+++xvbn+=laden
with ^in++++=with
the ^ati++++=the
breath ^nn++++=breath
of ^in++++=of
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
provoking ^jj++++=provoking
such ^abl++++=such
passionate ^jj+atrb+++=passionate
life ^nn++++=life
desires ^nns++++=desires.
. ^zz++++=EXTRAWORD
" ^zz++++="Hold
hold ^nn++++=EXTRAWORD
hard ^jj++++=hard,
, ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia!
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
catch ^vb++++=catch
it ^pp3+it+++=it
again ^rb+tm+++=again
from ^in++++=from
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
out ^rp+pl+++=out
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sergei ^np+++??+=Sergei,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand
the ^ati++++=the
silence ^nn+nom+++=silence
any ^dti++++=any
longer ^rbr++++=longer;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watching ^jj+++xvbg+=watching
Mitia ^np+++??+=Mitia,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
aimlessly ^rb++++=aimlessly
moved ^vbd+++xvbn+=moved
his ^pp$+pp3+++=his
pole ^nn++++=pole
backward ^jj++++=backward
and ^cc++++=and
forward ^nn++++=forward
in ^in++++=in
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia,
, ^zz++++=EXTRAWORD
wiping ^vbg+++xvbg+=wiping
his ^pp$+pp3+++=his
moist ^jj+atrb+++=moist
brow ^nn++++=brow,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
quietly ^rb++++=quietly
leaning ^jj+++xvbg+=leaning
with ^in++++=with
his ^pp$+pp3+++=his
breast ^nn++++=breast
against ^in++++=against
the ^ati++++=the
pole ^nn++++=pole,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
panting ^vbg+++xvbg+=panting.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
few ^ap++++=few
steamers ^nns+nom+++=steamers
to ^to++++=to-night,"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Sergei ^np+++??+=Sergei;
; ^zz++++=EXTRAWORD
" ^zz++++="we've
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+vrb++0=EXTRAWORD
only ^ap+down+++=only
passed ^jj+atrb++xvbn+=passed
one ^cd1++++=one
these ^dt+dem+++=these
many ^ap++++=many
hours ^nns++++=hours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
that ^tht+vcmp+++=that
Mitia ^np+++??+=Mitia
had ^vb+hv+vrb++=had
no ^at++++=no
intention ^nn+nom+++=intention
of ^in++++=of
answering ^xvbg+++xvbg+=answering,
, ^zz++++=EXTRAWORD
Sergei ^np+++??+=Sergei
replied ^vbd+vpub++xvbn+=replied
quietly ^rb++++=quietly
to ^in++++=to
himself ^ppl+pp3+++=himself:
: ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
because ^cs+cos+++=because
its ^pp$+it+++=its
too ^ql++++=too
early ^jj++++=early
in ^in++++=in
the ^ati++++=the
season ^nn++++=season.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
just ^rb+emph+++=just
beginning ^nvbg+++xvbg+=beginning.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
soon ^rb+tm+++=soon
be ^vb+be+vrb++=be
at ^in++++=at
Kazan ^np+++??+=Kazan.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Volga ^np+++??+=Volga
pulls ^vbz++++=pulls
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
has ^vbz+hvz+vrb++=has
a ^at++++=a
mighty ^jj++++=mighty
strong ^jj++++=strong
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
can ^md+pos+++=can
carry ^vb++++=carry
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
standing ^vbg+++xvbg+=standing
still ^jj+pred+++=still
like ^in++++=like
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
angry ^jj++++=angry?
? ^zz++++=EXTRAWORD
Hi ^uh++++=Hi,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia
cried ^vbd+++xvbn+=cried
in ^in++++=in
a ^at++++=a
vexed ^jj+atrb++xvbn+=vexed
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing,
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
strange ^jj++++=strange
fellow ^jjb++++=fellow;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
why ^wrb+who+whq++=why
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
talk ^vb++++=talk?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+aux++=are
always ^rb++splt++=always
thinking ^vbg+++xvbgx+=thinking.
. ^zz++++=EXTRAWORD
Leave ^vb++++=Leave
it ^pp3+it+++=it
alone ^rb++++=alone!
! ^zz++++=EXTRAWORD
Thinking ^nvbg+++xvbg+=Thinking
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad
for ^in++++=for
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
A ^at++++=A
wise ^jj+atrb+++=wise
sort ^nn++++=sort
of ^in++++=of
fellow ^jjb++++=fellow
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
think ^vb+vprv+++=think
and ^cc+phrs+++=and
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
fool ^nn++++=fool
at ^in++++=at
bottom ^nn++++=bottom.
. ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Sergei ^np+++??+=Sergei,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
well ^rb++++=well
satisfied ^vbd+++xvbn+=satisfied
with ^in++++=with
his ^pp$+pp3+++=his
own ^ap++++=own
superiority ^nn+nom+++=superiority,
, ^zz++++=EXTRAWORD
cleared ^xvbn+++xvbn+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
remained ^jj+atrb++xvbn+=remained
quiet ^nn++++=quiet
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
whistled ^j+++xvbn+=whistled
a ^at++++=a
note ^nn++++=note,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
continued ^vbd+++xvbn+=continued
to ^to++++=to
develop ^vbi++++=develop
his ^pp$+pp3+++=his
theme ^nn++++=theme.
. ^zz++++=EXTRAWORD
" ^zz++++="Thinking?
thinking ^nvbg+++xvbg+=EXTRAWORD
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
that ^dt+dem+++=that
an ^at++++=an
occupation ^nn+nom+++=occupation
for ^in++++=for
a ^at++++=a
working ^jj+atrb++xvbg+=working
man ^nn++++=man?
? ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
your ^pp$+pp2+++=your
father ^nn++++=father;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
much ^rb++++=much;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
loves ^vbz++++=loves
your ^pp$+pp2+++=your
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
laugh ^nn++++=laugh
at ^rb++++=at
you ^pp2+pp2+++=you
together ^nn+nom+++=together;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
wise ^jj++++=wise
fool ^jjb++++=fool!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
listen ^vb++++=listen
to ^in++++=to
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
Blast ^nn++++=Blast
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
Marka ^np++++=Marka's
's ^$++++=EXTRAWORD
already ^rb++++=already
with ^in++++=with
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
feature ^nn++++=feature
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
fine ^jj+atrb+++=fine,
, ^zz++++=EXTRAWORD
lusty ^jj+atrb+++=lusty
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
like ^in++++=like
Silan ^np+++??+=Silan
himself ^ppl+pp3+++=himself!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
child ^nn++++=child!
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
you ^pp2+pp2+++=you
father ^nn++++=father!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
father ^nn++++=father,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
brother ^nn++++=brother;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
real ^jj+atrb+++=real
father ^nn++++=father
will ^md+prd+++=will
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
grandfather ^nn+nom+++=grandfather!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
nice ^jj+atrb+++=nice
state ^nn++++=state
of ^in++++=of
things ^nns++++=things!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
filthy ^jj+atrb+++=filthy
family ^nn++++=family!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
strapping ^jj+atrb+++=strapping
pair ^nn++++=pair!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
true ^jj++++=true,
, ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sergei!"
sergei ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
passionate ^jj++++=passionate,
, ^zz++++=EXTRAWORD
sobbing ^vbg+++xvbg+=sobbing
whisper ^nn++++=whisper.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Christ ^np++++=Christ
I ^pp1a+pp1+++=I
entreat ^nn+++??+=entreat
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
tear ^vb++++=tear
my ^pp$+pp1+++=my
soul ^nn++++=soul
to ^in++++=to
pieces ^nns++++=pieces,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
brand ^nn++++=brand
me ^pp1o+pp1+++=me
with ^in++++=with
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Leave ^nn++++=Leave
me ^pp1o+pp1+++=me
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
be ^vb+be+vrb++=be
quiet ^nn++++=quiet!
! ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
God ^np++++=God
and ^cc++++=and
of ^in++++=of
Christ ^np++++=Christ,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
you ^pp2+pp2+++=you
not ^xnot++not++=not
to ^to++++=to
speak ^vbi++++=speak
to ^in++++=to
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
disturb ^vb++++=disturb
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
drain ^vb++++=drain
my ^pp$+pp1+++=my
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
blood ^nn++++=blood!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
throw ^vb++++=throw
myself ^ppl+pp1+++=myself
in ^in++++=in
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yours ^pp$$++++=yours
will ^md+prd+++=will
be ^vb+be+vrb++=be
the ^ati++++=the
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
great ^jj+atrb+++=great
sin ^nn++++=sin
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
lose ^vb++++=lose
my ^pp$+pp1+++=my
soul ^nn++++=soul;
; ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
force ^nn++++=force
me ^pp1o+pp1+++=me
to ^in++++=to
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
For ^in++++=For
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
entreat ^nn+++??+=entreat
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
was ^vbd+bedz+aux++=was
troubled ^vpsv++agls+xvbnx+=troubled
with ^in++++=with
shrill ^jj++++=shrill,
, ^zz++++=EXTRAWORD
unnatural ^jj+atrb+++=unnatural
sobbing ^nvbg+++xvbg+=sobbing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mitia ^np+++??+=Mitia
fell ^vbd+++xvbn+=fell
on ^in+ppvb+++=on
the ^ati++++=the
deck ^nn++++=deck
of ^in++++=of
the ^ati++++=the
raft ^nn++++=raft,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
blast ^nn++++=blast
from ^in++++=from
the ^ati++++=the
overhanging ^jj+atrb+++=overhanging
clouds ^nns++++=clouds
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
him ^pp3o+pp3+++=him
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
growled ^vbd+++xvbn+=growled
Sergei ^np+++??+=Sergei,
, ^zz++++=EXTRAWORD
anxiously ^rb++++=anxiously
watching ^vbg+++xvbg+=watching
his ^pp$+pp3+++=his
mate ^nn++++=mate
writhing ^jj++++=writhing
on ^in++++=on
the ^ati++++=the
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
scorched ^vbd+++xvbn+=scorched
with ^in++++=with
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
strange ^jj+atrb+++=strange
man ^nn++++=man!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
quite ^rb++++=quite
" ^zz++++="
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
torturing ^vbg+++xvbgx+=torturing
me ^pp1o+pp1+++=me
all ^abn++++=all
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
Am ^vb+bem+vrb++=Am
I ^pp1a+pp1+++=I
your ^pp$+pp2+++=your
enemy ^nn++++=enemy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mitia ^np+++??+=Mitia
sobbed ^vbd+++xvbn+=sobbed
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
strange ^jj+atrb+++=strange
lad ^nn++++=lad!
! ^zz++++=EXTRAWORD
a ^at++++=a
rum ^nn++++=rum
un ^&fw++++=un!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Sergei ^np+++??+=Sergei,
, ^zz++++=EXTRAWORD
confused ^j+++xvbn+=confused
and ^cc+phrs+++=and
offended ^jj+++xvbn+=offended.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
could ^md+pos+++=could
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
take ^vb++++=take
on ^rb+phrv+++=on
like ^in++++=like
that ^dt+pdem+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Understand,
understand ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
forget ^vbi+vprv+++=forget!
! ^zz++++=EXTRAWORD
To ^to++++=To
forget ^vbi+vprv+++=forget
for ^rb++++=for
ever ^rb"++++=ever!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
shame ^nn++++=shame,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
terrible ^jj+atrb+++=terrible
torture ^nn++++=torture.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
cruel ^jj+atrb+++=cruel
lot ^nn++++=lot!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
go ^vb++++=go
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stay ^vb++++=stay
away ^rp+pl+++=away
for ^rb++++=for
ever ^rb"++++=ever!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
it ^pp3+it+++=it
any ^dti++++=any
more ^ql++++=more!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
off ^in+pl+++=off
with ^in++++=with
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Sergei ^np+++??+=Sergei
across ^in+pl+++=across
the ^ati++++=the
raft ^nn++++=raft,
, ^zz++++=EXTRAWORD
accentuating ^vbg+++xvbg+=accentuating
his ^pp$+pp3+++=his
exclamation ^nn+nom+++=exclamation
with ^in++++=with
a ^at++++=a
loud ^jj+atrb+++=loud
and ^cc+phrs+++=and
cynical ^jj+atrb+++=cynical
curse ^nn++++=curse.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
shrink ^vbi++++=shrink
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
himself ^ppl+pp3+++=himself
afraid ^jj++++=afraid
of ^in++++=of
the ^ati++++=the
terrible ^jj+atrb+++=terrible
drama ^nn++++=drama
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
unfolding ^vbg+++xvbgx+=unfolding
itself ^ppl++++=itself
before ^in++++=before
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
drama ^nn++++=drama,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
" ^zz++++="Hullo!
hullo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
There ^rn+pl+++=There!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
calling ^nvbg+++xvbg+=calling
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
deaf ^jj++++=deaf?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sounded ^vbd+++xvbn+=sounded
up ^rp++++=up
the ^ati++++=the
river ^nn++++=river
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
Silan ^np+++??+=Silan.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
about ^in++++=about
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
bawling ^nn+nom+++=bawling
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
Ahoy ^np+++??+=Ahoy!
! ^zz++++=EXTRAWORD
Ahoy ^np+++??+=Ahoy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
Silan ^np+++??+=Silan
enjoyed ^vbd+++xvbn+=enjoyed
shouting ^vbg+vpub++xvbg+=shouting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
breaking ^vbg+++xvbg+=breaking
the ^ati++++=the
heavy ^jj+atrb+++=heavy
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
river ^nn++++=river
with ^in++++=with
his ^pp$+pp3+++=his
deep ^jj+atrb+++=deep
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
strength ^nn++++=strength
and ^cc++++=and
health ^nn++++=health.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cries ^nn++++=cries
succeeded ^vbd+++xvbn+=succeeded
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
thrilling ^jj++++=thrilling
the ^ati++++=the
warm ^jj+atrb+++=warm,
, ^zz++++=EXTRAWORD
moist ^jj+atrb+++=moist
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seeming ^vbg+seem++xvbg+=seeming
to ^to+vcmp+++=to
crush ^vbi++++=crush
down ^rp++++=down
on ^in++++=on
Mitia ^np++++=Mitia's
's ^$++++=EXTRAWORD
feeble ^jj+atrb+++=feeble
form ^nn++++=form.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose,
, ^zz++++=EXTRAWORD
