Solomon ^np++++=SOLOMON
philandering ^jj++++=philandering
seem ^vb+seem+++=seem
bloodless ^jj++++=bloodless
and ^cc++++=and
insipid ^nn+++??+=insipid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trout ^nn++++=trout
in ^in++++=in
the ^ati++++=the
Tarn ^np+++??+=Tarn
of ^in++++=of
the ^ati++++=the
Elk ^np+++??+=Elk
are ^vb+ber+vrb++=are
large ^jj+pred+++=large,
, ^zz++++=EXTRAWORD
undoubtedly ^rb+cnj+++=undoubtedly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
also ^rb++++=also
few ^ap++++=few
in ^in++++=in
number ^nn++++=number
and ^cc++++=and
shy ^jj++++=shy
in ^in++++=in
disposition ^nn+nom+++=disposition.
. ^zz++++=EXTRAWORD
Either ^dtx++++=Either
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
peasants ^nns+nom+++=peasants
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
fishing ^vbg+++xvbgx+=fishing
over ^rp++++=over
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
deadly ^jj++++=deadly
" ^zz++++="otter,"
otter ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc+cls+++=or
else ^rb+cnj+++=else
they ^pp3a+pp3+++=they
belong ^vb++++=belong
to ^in++++=to
that ^dt+dem+++=that
variety ^nn++++=variety
of ^in++++=of
the ^ati++++=the
trout ^nn++++=trout
family ^nn++++=family
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
Trutta ^np+++??+=TRUTTA
Damnosa ^np+++??+=DAMNOSA,
, ^zz++++=EXTRAWORD
the ^ati++++=the
species ^nn++++=species
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
can ^md+pos+++=can
see ^vb+vprv+++=see
but ^cc++++=but
cannot ^md+pos+not++=cannot
take ^vb++++=take.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
watched ^vbd+++xvbn+=watched
these ^dt+dem+++=these
aggravating ^jj+atrb++xvbg+=aggravating
fish ^nns++++=fish
playing ^vwbg+++xvbg+=playing
on ^in++++=on
the ^ati++++=the
surface ^nn++++=surface
at ^in++++=at
sunset ^nn++++=sunset;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
them ^pp3o+pp3+++=them
dart ^nn++++=dart
beneath ^in+pl+++=beneath
our ^pp$+pp1+++=our
boat ^nn++++=boat
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
morning ^nn++++=morning;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
until ^cs+sub+++=until
a ^at++++=a
driving ^jj+atrb++xvbg+=driving
snowstorm ^nn++++=snowstorm
set ^vbd+++xvbn+=set
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
about ^in++++=about
noon ^nn++++=noon
of ^in++++=of
the ^ati++++=the
second ^od++++=second
day ^nn++++=day,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
we ^pp1a+pp1+++=we
succeed ^vb++++=succeed
in ^in++++=in
persuading ^xvbg+++xvbg+=persuading
any ^dti++++=any
of ^in++++=of
them ^pp3o+pp3+++=them
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
fly ^nn++++=fly.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
rose ^vbd+++xvbnx+=rose,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
with ^in++++=with
amiable ^jj+atrb+++=amiable
perversity ^nn+nom+++=perversity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
five ^cd++++=five,
, ^zz++++=EXTRAWORD
weighing ^nvbg+++xvbg+=weighing
between ^in++++=between
two ^cd++++=two
and ^cc++++=and
four ^cd++++=four
pounds ^nns++++=pounds
each ^dt++++=each,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vbd+++xvbn+=stopped
because ^cs+cos+++=because
my ^pp$+pp1+++=my
hands ^nns++++=hands
were ^vbd+bed+aux++=were
so ^ql++++=so
numb ^vb++++=numb
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
cast ^vb+++xvbn+=cast
no ^at++++=no
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
tramp ^nn++++=tramp
over ^in++++=over
the ^ati++++=the
hills ^nns++++=hills
and ^cc++++=and
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
home ^nr++++=home;
; ^zz++++=EXTRAWORD
for ^in++++=for
yonder ^nn++++=yonder
in ^in++++=in
the ^ati++++=the
white ^jj+atrb+++=white
house ^npl++++=house
at ^rb++++=at
Drivstuen ^np+++??+=Drivstuen,
, ^zz++++=EXTRAWORD
with ^in++++=with
fuchsias ^nns++++=fuchsias
and ^cc++++=and
geraniums ^nns++++=geraniums
blooming ^vwbg+++xvbg+=blooming
in ^in++++=in
the ^ati++++=the
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pretty ^jj+atrb+++=pretty,
, ^zz++++=EXTRAWORD
friendly ^jj+atrb+++=friendly
Norse ^np+++??+=Norse
girl ^nn++++=girl
to ^to++++=to
keep ^vbi++++=keep
her ^pp$+pp3+++=her
company ^nn++++=company,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
lady ^nn++++=lady
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
comes ^vbz++++=comes
running ^nvbg+++xvbg+=running
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
gathering ^jj+atrb++xvbg+=gathering
dusk ^nn++++=dusk,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
flower ^nn++++=flower
in ^in++++=in
her ^pp$+pp3+++=her
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hails ^nns+++??+=hails
me ^pp1o+pp1+++=me
with ^in++++=with
the ^ati++++=the
fisherman ^nn+nom+++=fisherman's
's ^vbz+bez+aux++0=EXTRAWORD
greeting ^vbg+++xvbgx+=greeting.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=WHAT
Luck ^nn++++=LUCK?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
This ^dt+dem+++=THIS
luck ^nn++++=luck,
, ^zz++++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all
events ^nns++++=events!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
a ^ap++++=a
few ^ap"++++=few
good ^jj+atrb+++=good
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sit ^vb++++=sit
down ^rb+phrv+++=down
with ^in++++=with
you ^pp2+pp2+++=you
to ^in++++=to
a ^at++++=a
supper ^nn++++=supper
of ^in++++=of
reindeer ^nn+nom+++=reindeer-venison
- ^zz++++=EXTRAWORD
venison ^nn++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
quiet ^jj+atrb+++=quiet
evening ^nn++++=evening
of ^in++++=of
music ^nn++++=music
and ^cc++++=and
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
Shall ^md+prd+++=Shall
I ^pp1a+pp1+++=I
forget ^vb+vprv+tht0++=forget
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
hospitable ^jj+atrb+++=hospitable
Stuefloten ^np+++??+=Stuefloten,
, ^zz++++=EXTRAWORD
dearest ^jjt++++=dearest
to ^in++++=to
our ^pp$+pp1+++=our
memory ^nn++++=memory
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
rustic ^jj+atrb+++=rustic
stations ^nns+nom+++=stations
in ^in++++=in
Norway ^np++++=Norway?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
no ^at++++=no
stars ^nn++++=stars
beside ^in+pl+++=beside
thy ^pp$+pp2+++=thy
name ^nn++++=name
in ^in++++=in
the ^ati++++=the
pages ^nns++++=pages
of ^in++++=of
Baedeker ^np+nom++??+=Baedeker.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
book ^nn++++=book
of ^in++++=of
our ^pp$+pp1+++=our
hearts ^nns++++=hearts
a ^at++++=a
whole ^jj+atrb+++=whole
constellation ^nn+nom+++=constellation
is ^vbz+bez+vrb++=is
thine ^pp$+pp2+++=thine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj++++=long,
, ^zz++++=EXTRAWORD
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
farmhouse ^nn++++=farmhouse
stands ^vbz++++=stands
on ^in++++=on
a ^at++++=a
green ^nn++++=green
hill ^nn++++=hill
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
Romsdal ^np+++??+=Romsdal.
. ^zz++++=EXTRAWORD
A ^at++++=A
flourishing ^jj+atrb+++=flourishing
crop ^nn++++=crop
of ^in++++=of
grass ^nn++++=grass
and ^cc++++=and
flowers ^nns+nom+++=flowers
grows ^vbz++++=grows
on ^in+ppvb+++=on
the ^ati++++=the
stable ^jj++++=stable-roof,
- ^zz++++=EXTRAWORD
roof ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
belfry ^nn++++=belfry
with ^in++++=with
a ^at++++=a
big ^jj+atrb+++=big
bell ^nn++++=bell
to ^to++++=to
call ^vbi++++=call
the ^ati++++=the
labourers ^nns+nom+++=labourers
home ^nr++++=home
from ^in++++=from
the ^ati++++=the
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
living ^jj+++xvbg+=living-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
house ^npl++++=house
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
broad ^jj+atrb+++=broad
fireplace ^nn++++=fireplace
built ^vbd+++xvbn+=built
across ^in+pl+++=across
the ^ati++++=the
angle ^nn++++=angle.
. ^zz++++=EXTRAWORD
Curious ^jj+atrb+++=Curious
cupboards ^nns++++=cupboards
are ^vb+ber+aux++=are
tucked ^vpsv++agls+xvbnx+=tucked
away ^rp+pl+++=away
everywhere ^rb++++=everywhere.
. ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj+atrb+++=long
table ^nn++++=table
in ^in++++=in
the ^ati++++=the
dining ^jj+++xvbg+=dining-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
groans ^nn++++=groans
thrice ^rb++++=thrice
a ^at++++=a
day ^nn++++=day
with ^in++++=with
generous ^jj+atrb+++=generous
fare ^nn++++=fare.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
as ^ql++++=as
many ^ap++++=many
kinds ^nns++++=kinds
of ^in++++=of
hot ^jj+atrb+++=hot
bread ^nn++++=bread
as ^in++++=as
in ^in"++++=in
a ^at++++=a
Virginia ^np++++=Virginia
country ^nn++++=country-house;
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
cream ^nn++++=cream
is ^vbz+bez+vrb++=is
thick ^jj+pred+++=thick
enough ^qlp++++=enough
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
spoon ^nn++++=spoon
stand ^nn++++=stand
up ^rp++++=up
in ^in++++=in
amazement ^nn+nom+++=amazement;
; ^zz++++=EXTRAWORD
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
at ^in++++=at
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
sat ^vbd+++xvbn+=sat
embarrassed ^jj+++xvbn+=embarrassed
before ^in++++=before
six ^cd++++=six
different ^jj+atrb+++=different
varieties ^nns++++=varieties
of ^in++++=of
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
saffron ^nn++++=saffron
light ^nn++++=light
is ^vbz+bez+aux++=is
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
fade ^vbi++++=fade,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
go ^vb++++=go
out ^rp+pl+++=out
and ^cc++++=and
walk ^nn++++=walk
in ^in++++=in
the ^ati++++=the
road ^npl++++=road
before ^in++++=before
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
down ^rp++++=down
the ^ati++++=the
long ^jj+atrb+++=long
mystical ^jj+atrb+++=mystical
vale ^nn++++=vale
of ^in++++=of
the ^ati++++=the
Rauma ^np+++??+=Rauma,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
purple ^jj+atrb+++=purple
western ^jj+atrb+++=western
hills ^nns++++=hills
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
clear ^jj+atrb+++=clear
streams ^nns++++=streams
of ^in++++=of
the ^ati++++=the
Ulvaa ^np+++??+=Ulvaa
flow ^nn++++=flow
to ^to++++=to
meet ^vbi++++=meet
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
Stuefloten ^np+++??+=Stuefloten
the ^ati++++=the
Rauma ^np+++??+=Rauma
lingers ^nns+nom+++=lingers
and ^cc++++=and
meanders ^nns+nom+++=meanders
through ^in++++=through
a ^at++++=a
smoother ^jjr++++=smoother
and ^cc++++=and
more ^ql++++=more
open ^vb++++=open
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
with ^in++++=with
broad ^jj+atrb+++=broad
beds ^nns++++=beds
of ^in++++=of
gravel ^nn++++=gravel
and ^cc++++=and
flowery ^nn+nom+++=flowery
meadows ^nns++++=meadows.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
the ^ati++++=the
trout ^nn++++=trout
and ^cc++++=and
grayling ^nn+nom+++=grayling
grow ^vb++++=grow
fat ^nn++++=fat
and ^cc++++=and
lusty ^jj++++=lusty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
angle ^nn++++=angle
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
day ^nn++++=day
after ^in++++=after
day ^nn++++=day,
, ^zz++++=EXTRAWORD
in ^in++++=in
water ^nn++++=water
so ^rb+emph+++=so
crystalline ^jj++++=crystalline
that ^dt+pdem+++=that
when ^wrb+who+++=when
one ^cd1++++=one
steps ^nns++++=steps
into ^in++++=into
the ^ati++++=the
stream ^nn++++=stream
one ^cd1++++=one
hardly ^rb+down+++=hardly
knows ^vbz+vprv+++=knows
whether ^cs+who+++=whether
to ^to++++=to
expect ^vbi+vprv+++=expect
a ^at++++=a
depth ^nn++++=depth
of ^in++++=of
six ^cd++++=six
inches ^nns++++=inches
or ^cc++++=or
six ^cd++++=six
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Tiny ^jj+atrb+++=Tiny
English ^jj+atrb+++=English
flies ^nns++++=flies
and ^cc++++=and
leaders ^nns+nom+++=leaders
of ^in++++=of
gossamer ^nn+nom+++=gossamer
are ^vb+ber+vrb++=are
the ^ati++++=the
tackle ^nn++++=tackle
for ^in++++=for
such ^abl++++=such
water ^nn++++=water
in ^in++++=in
midsummer ^nn+nom+++=midsummer.
. ^zz++++=EXTRAWORD
With ^in++++=With
this ^dt+dem+++=this
delicate ^jj+atrb+++=delicate
outfit ^nn++++=outfit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
light ^nn++++=light
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
long ^jj+atrb+++=long
line ^nn++++=line,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
may ^md+pos+++=may
easily ^rb++++=easily
outfish ^jj++++=outfish
the ^ati++++=the
native ^jj+atrb+++=native
angler ^nn++++=angler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fill ^vb++++=fill
a ^at++++=a
twelve ^cd++++=twelve-pound
- ^zz++++=EXTRAWORD
pound ^nn++++=EXTRAWORD
basket ^nn++++=basket
every ^at++++=every
fair ^jj+atrb+++=fair
day ^nn++++=day.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
an ^at++++=an
old ^jj++++=old
Norwegian ^jj++++=Norwegian,
, ^zz++++=EXTRAWORD
an ^at++++=an
inveterate ^jj+atrb+++=inveterate
fisherman ^nn+nom+++=fisherman,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
footmarks ^nns+++??+=footmarks
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
ahead ^rb+pl+++=ahead
of ^in++++=of
us ^pp1o+pp1+++=us
on ^in++++=on
the ^ati++++=the
stream ^nn++++=stream
all ^abn++++=all
through ^in++++=through
an ^at++++=an
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Footmarks ^np+++??+=Footmarks
I ^pp1a+pp1+++=I
call ^nn++++=call
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
literally ^rb+cnj+++=literally,
, ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
the ^ati++++=the
prints ^nns++++=prints
of ^in++++=of
a ^at++++=a
single ^jj+atrb+++=single
foot ^nn++++=foot
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen
on ^in++++=on
the ^ati++++=the
banks ^nns++++=banks
of ^in++++=of
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
between ^in++++=between
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
a ^at++++=a
series ^nn++++=series
of ^in++++=of
small ^jj++++=small,
, ^zz++++=EXTRAWORD
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
deep ^jj+atrb+++=deep
holes ^nns++++=holes.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
bird ^nn++++=bird
made ^vbd+++xvbn+=made
those ^dt+dem+++=those
marks ^nns++++=marks,
, ^zz++++=EXTRAWORD
Frederik ^np++++=Frederik?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua+tht0+xvbnx+=asked
my ^pp$+pp1+++=my
faithful ^jj++++=faithful
guide ^vb++++=guide.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
old ^jj+atrb+++=old
Pedersen ^np+++??+=Pedersen,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="with
with ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
wooden ^jj+atrb+++=wooden
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
makes ^vbz++++=makes
a ^at++++=a
dot ^nn++++=dot
after ^in++++=after
every ^at++++=every
step ^nn++++=step.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
catch ^vb++++=catch
him ^pp3o+pp3+++=him
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sure ^jj++++=Sure
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
about ^in++++=about
six ^cd++++=six
o'clock ^rb++++=o'clock
we ^pp1a+pp1+++=we
saw ^vbd+vprv+tht0+xvbn+=saw
him ^pp3o+pp3+++=him
standing ^vbg+++xvbg+=standing
on ^in++++=on
a ^at++++=a
grassy ^jj+atrb+++=grassy
point ^nn++++=point,
, ^zz++++=EXTRAWORD
hurling ^vbg+nom++xvbg+=hurling
his ^pp$+pp3+++=his
line ^nn++++=line,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
fat ^nn++++=fat
worm ^nn++++=worm
on ^in++++=on
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
across ^in+pl+++=across
the ^ati++++=the
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
letting ^nvbg+++xvbg+=letting
it ^pp3+it+++=it
drift ^nn++++=drift
down ^rp++++=down
with ^in++++=with
the ^ati++++=the
current ^nn++++=current.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
water ^nn++++=water
was ^vbd+bedz+vrb++=was
too ^ql++++=too
fine ^jj++++=fine
for ^in++++=for
that ^dt+dem+++=that
style ^nn++++=style
of ^in++++=of
fishing ^xvbg+++xvbg+=fishing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
poor ^jj++++=poor
old ^jj++++=old
fellow ^jjb++++=fellow
had ^vb+hv+vrb++=had
but ^cc++++=but
a ^at++++=a
half ^nn++++=half
dozen ^cd++++=dozen
little ^ap++++=little
fish ^nns++++=fish.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
creel ^nn+++??+=creel
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
overflowing ^vbg+++xvbgx+=overflowing,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
emptied ^vbd+++xvbnx+=emptied
out ^rp+pl+++=out
all ^rb++++=all
of ^in++++=of
the ^ati++++=the
grayling ^nn+nom+++=grayling
into ^in++++=into
his ^pp$+pp3+++=his
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
on ^in++++=on
up ^rp++++=up
the ^ati++++=the
river ^nn++++=river
to ^to++++=to
complete ^vbi++++=complete
my ^pp$+pp1+++=my
tale ^nn++++=tale
of ^in++++=of
trout ^nns++++=trout
before ^in++++=before
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
fishing ^nvbg+++xvbg+=fishing
is ^vbz+bez+vrb++=is
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
Graygown ^np+++??+=Graygown
with ^in++++=with
the ^ati++++=the
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
at ^rb++++=at
the ^ati++++=the
appointed ^jj+atrb++xvbn+=appointed
place ^nn++++=place
under ^in++++=under
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sturdy ^jj+atrb+++=sturdy
white ^jj+atrb+++=white
pony ^nn++++=pony
trots ^nns+++??+=trots
gayly ^jj++++=gayly
homeward ^rb++++=homeward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pale ^nn++++=pale
yellow ^jj+atrb+++=yellow
stars ^nns++++=stars
blossom ^vb++++=blossom
out ^rp+pl+++=out
above ^in+pl+++=above
the ^ati++++=the
hills ^nns++++=hills
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
on ^in++++=on
that ^dt+dem+++=that
first ^rb++++=first
night ^nn++++=night
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
driving ^vbg+++xvbgx+=driving
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
Valders ^nns+nom++??+=Valders.
. ^zz++++=EXTRAWORD
Frederik ^np++++=Frederik
leans ^vbz++++=leans
over ^in++++=over
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
telling ^jj+++xvbg+=telling
us ^pp1o+pp1+++=us
marvellous ^jj+atrb+++=marvellous
tales ^nns++++=tales,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
broken ^vbd+++xvbn+=broken
English ^jj++++=English,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
fishing ^jj+++xvbg+=fishing
in ^in++++=in
a ^at++++=a
certain ^jj+atrb+++=certain
lake ^nn++++=lake
among ^in++++=among
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
reindeer ^nn+nom+++=reindeer-shooting
- ^zz++++=EXTRAWORD
shooting ^vbg+++xvbg+=EXTRAWORD
on ^in++++=on
the ^ati++++=the
fjeld ^nn+++??+=fjeld
beyond ^in++++=beyond
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
sad ^jj+pred+++=sad
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
go ^vb++++=go
to ^to++++=to-morrow,"
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
" ^zz++++="but
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
come ^vb++++=come
back ^jjb++++=back
another ^dt++++=another
year ^nn++++=year,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
to ^in++++=to
fish ^nns++++=fish
in ^cs+sub+++=in
that ^cs"++++=that
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
shoot ^vbi++++=shoot
those ^dt+dem+++=those
reindeer ^nn+nom+++=reindeer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
Frederik ^np++++=Frederik,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
coming ^vbg+++xvbgx+=coming
back ^jjb++++=back
