Before ^cs+sub+++=Before
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
long ^rb++++=long
after ^cs+sub+++=after
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
asleep ^jj+pred+++=asleep
in ^in++++=in
our ^pp$+pp1+++=our
beds ^nns++++=beds.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
neglected ^vbd+++xvbnx+=neglected
to ^to++++=to
pull ^vbi++++=pull
down ^rb+phrv+++=down
the ^ati++++=the
shades ^nns++++=shades
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
flames ^nns++++=flames
of ^in++++=of
her ^pp$+pp3+++=her
cosy ^jj+atrb+++=cosy
fire ^nn++++=fire
dancing ^vwbg+++xvbg+=dancing
gnomelike ^jj++++=gnomelike
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
a ^at++++=a
night ^nn++++=night
of ^in++++=of
sleet ^nn++++=sleet
and ^cc++++=and
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wind ^nn++++=wind
and ^cc++++=and
rattling ^jj+atrb+++=rattling
hail ^nn++++=hail--one
-- ^--+clp+++=EXTRAWORD
one ^pn++++=EXTRAWORD
of ^in++++=of
those ^dt+dem+++=those
blustering ^nvbg+++xvbg+=blustering,
, ^zz++++=EXTRAWORD
wild ^jj+atrb+++=wild
nights ^nns++++=nights
that ^tht+rel+subj++=that
are ^vb+ber+aux++=are
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
morning ^nn++++=morning-paper
- ^zz++++=EXTRAWORD
paper ^nn++++=EXTRAWORD
reports ^nns++++=reports
of ^in++++=of
trains ^nns++++=trains
stalled ^vbd+++xvbn+=stalled
in ^in++++=in
drifts ^nns++++=drifts,
, ^zz++++=EXTRAWORD
mail ^nn++++=mail
delayed ^vwbn+++xvbn+=delayed,
, ^zz++++=EXTRAWORD
telephone ^nn++++=telephone
and ^cc++++=and
telegraph ^nn++++=telegraph
wires ^nns++++=wires
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
midnight ^nn++++=midnight
or ^cc++++=or
past ^jjb++++=past
when ^wrb+who+++=when
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
hammering ^jj+++xvbg+=hammering
at ^rb++++=at
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
door ^nn++++=door--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
persistent ^jj+atrb+++=persistent,
, ^zz++++=EXTRAWORD
clamorous ^jj+atrb+++=clamorous
rapping ^nvbg+++xvbg+=rapping.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
before ^cs+sub+++=before
her ^pp$+pp3+++=her
dying ^vbg+++xvbg+=dying
fire ^nn++++=fire
half ^abn++++=half
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
started ^j+++xvbn+=started
and ^cc+phrs+++=and
cringed ^jj+++xvbn+=cringed
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
jumped ^vbd+++xvbn+=jumped
to ^in++++=to
her ^pp$+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hand ^nn++++=hand
at ^rb++++=at
her ^pp3o+pp3+++=her
breast ^nn++++=breast--her
-- ^--+clp+++=EXTRAWORD
her ^pp$+pp3+++=EXTRAWORD
eyes ^nns++++=eyes
darting ^vwbg+++xvbg+=darting
this ^dt+dem+++=this
way ^nn++++=way
and ^cc++++=and
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
seeking ^xvbg+++xvbg+=seeking
escape ^vb++++=escape.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
a ^at++++=a
rapping ^nn++++=rapping
like ^in++++=like
that ^dt+pdem+++=that
before ^in++++=before.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
bluecoats ^nns+++??+=bluecoats
swarming ^jj++++=swarming
up ^rp++++=up
the ^ati++++=the
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
frightened ^jj+atrb++xvbn+=frightened
cries ^nns++++=cries
and ^cc++++=and
pleadings ^nns+++??+=pleadings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wild ^jj+atrb+++=wild
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
started ^vbd+++xvbnx+=started
forward ^rb++++=forward
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
quivering ^jj+++xvbg+=quivering.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
wholly ^rb++++=wholly
awake ^jj++++=awake
now ^rn+tm+++=now--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
up ^rp++++=up
her ^pp$+pp3+++=her
head ^jjb++++=head
and ^cc+phrs+++=and
smiled ^jj+++xvbn+=smiled
a ^rb++++=a
little ^rb"++++=little
bitterly ^rb++++=bitterly
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hammering ^nn++++=hammering
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
louder ^jjr++++=louder
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
flicked ^vbd+++xvbn+=flicked
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch
light ^nn++++=light
and ^cc++++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
half ^abn++++=half-clad
- ^zz++++=EXTRAWORD
clad ^jj+atrb+++=EXTRAWORD
figure ^nn++++=figure
of ^in++++=of
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
next ^ap++++=next
door ^nn++++=door
staggered ^vbd+++xvbn+=staggered
into ^in++++=into
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seized ^vbd+++xvbnx+=seized
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
arm ^vb++++=arm
with ^in++++=with
both ^abx++++=both
her ^pp$+pp3+++=her
frenzied ^jj+atrb+++=frenzied
hands ^nns++++=hands
and ^cc++++=and
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
and ^cc++++=and
snow ^nn++++=snow
beating ^vwbg+++xvbg+=beating
in ^in++++=in
upon ^in++++=upon
both ^abx++++=both
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
baby ^nn++++=baby!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
screamed ^vbd+++xvbnx+=screamed
in ^in++++=in
a ^at++++=a
high ^jj+atrb+++=high,
, ^zz++++=EXTRAWORD
hysterical ^jj+atrb+++=hysterical
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
baby ^nn++++=baby!
! ^zz++++=EXTRAWORD
The ^ati++++=The
baby ^nn++++=baby----!"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
shut ^vbd+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
shook ^vbd+++xvbn+=shook
the ^ati++++=the
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
smartly ^rb++++=smartly
by ^in++++=by
the ^ati++++=the
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop
stop ^vb++++=EXTRAWORD
screaming ^jj+++xvbg+=screaming,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
she ^pp3a+pp3+++=she
sick ^jj++++=sick?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
teeth ^nns++++=teeth
chattering ^jj++++=chattering:
: ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
quick ^jj++++=quick!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
dying ^vbg+++xvbgx+=dying!
! ^zz++++=EXTRAWORD
Will ^np+prd+++=Will's
's ^$++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
town ^nn++++=town.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
get ^vbi++++=get
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
telephone ^nn++++=telephone
would ^md+prd+++=wouldn't---I
n't ^xnot++not++0=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
your ^pp$+pp2+++=your
light ^nn++++=light!
! ^zz++++=EXTRAWORD
For ^in++++=For
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
grasped ^vwbn+vprv++xvbn+=grasped
the ^ati++++=the
Young ^jj+atrb+++=Young
Wife ^np++++=Wife's
's ^$++++=EXTRAWORD
arm ^vb++++=arm,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
sped ^vbd+++xvbnx+=sped
across ^in+pl+++=across
the ^ati++++=the
little ^jj+atrb+++=little
space ^nn++++=space
that ^tht+rel+subj++=that
separated ^vbd+++xvbn+=separated
the ^ati++++=the
two ^cd++++=two
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
was ^vbd+bedz+vrb++=was
a ^at++++=a
big ^jj+atrb+++=big
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
the ^ati++++=the
stairs ^nns++++=stairs
like ^in++++=like
a ^at++++=a
girl ^nn++++=girl
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
right ^jj+atrb+++=right
bedroom ^nn++++=bedroom
by ^in++++=by
some ^dti++++=some
miraculous ^jj+atrb+++=miraculous
woman ^nn++++=woman
instinct ^nn++++=instinct.
. ^zz++++=EXTRAWORD
A ^at++++=A
dreadful ^jj+atrb+++=dreadful
choking ^nvbg+++xvbg+=choking,
, ^zz++++=EXTRAWORD
rattling ^jj+atrb+++=rattling
sound ^nn++++=sound
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
from ^in+ppvb+++=from
Snooky ^np++++=Snooky's
's ^$++++=EXTRAWORD
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="Croup,"
croup ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
her ^pp$+pp3+++=her
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
marshaled ^vbd+++xvbnx+=marshaled
her ^pp3o+pp3+++=her
inadequate ^jj+atrb+++=inadequate
forces ^nns++++=forces,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
up ^rp++++=up
of ^in++++=of
the ^ati++++=the
half ^abn++++=half-fainting
- ^zz++++=EXTRAWORD
fainting ^nvbg+++xvbg+=EXTRAWORD
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
and ^cc++++=and
the ^ati++++=the
terrified ^jj++++=terrified
and ^cc+phrs+++=and
awkward ^jj+atrb+++=awkward
hired ^jj+atrb++xvbn+=hired
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
the ^ati++++=the
hot ^jj+atrb+++=hot
water ^nn++++=water
on ^in+strn+++=on--lots
-- ^--+clp+++=EXTRAWORD
lots ^nns++++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
pinned ^vbd+++xvbn+=pinned
up ^rp++++=up
her ^pp$+pp3+++=her
sleeves ^nns++++=sleeves.
. ^zz++++=EXTRAWORD
" ^zz++++="Hot
hot ^jj+atrb+++=EXTRAWORD
cloths ^nns++++=cloths!
! ^zz++++=EXTRAWORD
Tear ^nn++++=Tear
up ^rp++++=up
a ^at++++=a
sheet ^nn++++=sheet--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
anything ^pn++++=anything!
! ^zz++++=EXTRAWORD
Got ^j+++xvbn+=Got
an ^at++++=an
oilstove ^nn+++??+=oilstove?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
a ^at++++=a
teakettle ^nn+++??+=teakettle
boiling ^vwbg+++xvbg+=boiling
in ^in++++=in
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
to ^to+vcmp+++=to
have ^vbi++vrb++=have
the ^ati++++=the
steam ^nn++++=steam.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
that ^dt+pdem+++=that
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
raise ^vb++++=raise
an ^at++++=an
umbrella ^nn++++=umbrella
over ^in++++=over
her ^pp$+pp3+++=her
and ^cc++++=and
throw ^vb++++=throw
a ^at++++=a
sheet ^nn++++=sheet
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hold ^vb+vprv+++=hold
the ^ati++++=the
kettle ^nn++++=kettle
under ^in++++=under
till ^in++++=till
the ^ati++++=the
steam ^nn++++=steam
gets ^vbz++++=gets
to ^in++++=to
her ^pp$+pp3+++=her
that ^dt+dem+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Got ^j+++xvbn+=Got
any ^dti++++=any
ipecac ^nn+++??+=ipecac?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
obeyed ^vbd+++xvbn+=obeyed
orders ^nns++++=orders,
, ^zz++++=EXTRAWORD
white ^jj++++=white-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
shaking ^nvbg+++xvbg+=shaking.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
glanced ^vbd+++xvbn+=glanced
up ^rp++++=up
at ^rb++++=at
her ^pp3o+pp3+++=her
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
dare ^vb++++=dare
faint ^jj++++=faint!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
commanded ^vbd+vpub++xvbnx+=commanded.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
fight ^nn++++=fight
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Gradually ^rb++++=Gradually
the ^ati++++=the
breathing ^jj+++xvbg+=breathing
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
frightful ^jj++++=frightful
became ^vbd+++xvbn+=became
softer ^jjr++++=softer,
, ^zz++++=EXTRAWORD
easier ^jjr++++=easier.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
did ^vbd+dod+aux++=did
not ^xnot++not++=not
relax ^vb++++=relax.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^cs+sub+++=until
the ^ati++++=the
little ^jj+atrb+++=little
figure ^nn++++=figure
breathed ^vbd+++xvbn+=breathed
gently ^rb++++=gently
in ^in++++=in
sleep ^nn++++=sleep
that ^tht+rel+obj++=that
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
sat ^vbd+++xvbn+=sat
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
satisfied ^j+++xvbn+=satisfied.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
tucked ^vbd+++xvbnx+=tucked
a ^at++++=a
cover ^nn++++=cover
at ^rb++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
last ^ap++++=last
satisfied ^jj+++xvbn+=satisfied
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
face ^nn++++=face
on ^in++++=on
the ^ati++++=the
pillow ^nn++++=pillow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
wan ^jj++++=wan,
, ^zz++++=EXTRAWORD
disheveled ^jj+atrb++xvbn+=disheveled
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can
get ^vb++++=get
the ^ati++++=the
doctor ^nn++++=doctor
when ^wrb+who+++=when
morning ^nn++++=morning
comes ^vbz++++=comes-though
- ^zz++++=EXTRAWORD
though ^cs+sub+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know's
's ^vbz+bez+aux++0=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
need ^vb++++=need
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
came ^vbd+++xvbn+=came
round ^rb++++=round
to ^in++++=to
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
stood ^vbd+++xvbn+=stood
looking ^vbg+++xvbg+=looking
up ^rp++++=up
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
baby ^nn++++=baby
died ^vbd+++xvbn+=died,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
simply ^rb++++=simply.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
gave ^vbd+++xvbn+=gave
a ^rb++++=a
little ^rb"++++=little
inarticulate ^jj+atrb+++=inarticulate
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
her ^pp$+pp3+++=her
two ^cd++++=two
hands ^nns++++=hands
on ^in++++=on
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
broad ^jj+atrb+++=broad
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^xvbn+++xvbn+=laid
her ^pp$+pp3+++=her
tired ^jj+++xvbn+=tired
head ^jjb++++=head
on ^rp++++=on
her ^pp3o+pp3+++=her
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
be ^vb+be+aux++=be
going ^vbg+++xvbgx+=going,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Young ^jj+atrb+++=Young
Wife ^nn++++=Wife
raised ^vbd+++xvbn+=raised
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
round ^in++++=round
with ^in++++=with
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
" ^zz++++="Going!
going ^vbg+++xvbg+=EXTRAWORD
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
please ^uh++++=please
stay ^vb++++=stay!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
afraid ^jj++++=afraid.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
she ^pp3a+pp3+++=she
should ^md+nec+++=should
take ^vb++++=take
sick ^jj++++=sick
again ^rb+tm+++=again!
! ^zz++++=EXTRAWORD
That ^dt+dem+++=That
awful ^jj++++=awful--breathing----"
-- ^--+clp+++=EXTRAWORD
breathing ^nvbg+++xvbg+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
stay ^vb++++=stay
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
please ^uh++++=please!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
up ^rp++++=up
your ^pp$+pp2+++=your
bed ^nn++++=bed
and ^cc++++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
rest ^vb++++=rest----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
sleepy ^jj++++=sleepy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
much ^rb++++=much
of ^in++++=of
a ^at++++=a
hand ^nn++++=hand
to ^to++++=to
sleep ^vbi++++=sleep
anyway ^rb++++=anyway.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sit ^vb++++=sit
up ^rp++++=up
here ^rn+pl+++=here
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
light ^nn++++=light.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
get ^vb++++=get
to ^to+vcmp+++=to
bed ^vb++++=bed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
watch ^vb++++=watch
and ^cc+phrs+++=and
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
everything ^pn++++=everything's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
something ^pn++++=something
I ^pp1a+pp1+++=I
can ^md+pos+++=can
read ^vb+vprv++xvbn+=read
out ^rp+pl+++=out
here ^rn+pl+++=here--something
-- ^--+clp+++=EXTRAWORD
something ^pn++++=EXTRAWORD
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
lively ^jj++++=lively--with
-- ^--+clp+++=EXTRAWORD
with ^in++++=EXTRAWORD
a ^at++++=a
love ^nn++++=love
story ^nn++++=story
in ^in++++=in
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
night ^nn++++=night
went ^vwbn+++xvbn+=went
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
Snooky ^np+++??+=Snooky
slept ^vbd+++xvbn+=slept
in ^in++++=in
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Very ^ql+amp+++=Very
