That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
any ^dti++++=any
courtesan ^nn+nom+++=courtesan,
, ^zz++++=EXTRAWORD
harlot ^nn+++??+=harlot,
, ^zz++++=EXTRAWORD
dancer ^nn++++=dancer,
, ^zz++++=EXTRAWORD
doxy ^nn+++??+=doxy,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
hussy ^nn+++??+=hussy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
engendered ^vwbn+++xvbn+=engendered
at ^in++++=at
a ^at++++=a
moment ^nn++++=moment
when ^wrb+who+++=when
paradise ^nn++++=paradise
was ^vbd+bedz+vrb++=was
radiant ^jj+pred+++=radiant
with ^in++++=with
joy ^nn++++=joy,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
nature ^nn++++=nature
was ^vbd+bedz+aux++=was
procreating ^vbg+++xvbgx+=procreating,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
planets ^nns++++=planets
were ^vbd+bed+aux++=were
whispering ^vbg+++xvbgx+=whispering
vows ^nns+++??+=vows
of ^in++++=of
love ^nn++++=love,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
beasts ^nns++++=beasts
were ^vbd+bed+aux++=were
frisking ^vbg+++xvbgx+=frisking
and ^cc+phrs+++=and
capering ^vbg+++xvbg+=capering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everything ^pn++++=everything
was ^vbd+bedz+vrb++=was
aglow ^jj+pred+++=aglow
with ^in++++=with
desire ^nn++++=desire.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
women ^nns++++=women
make ^vb++++=make
an ^at++++=an
altar ^nn++++=altar
of ^in++++=of
her ^pp$+pp3+++=her
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
nevertheless ^rb+cnj+++=nevertheless
too ^ql++++=too
great ^np++++=great
a ^at++++=a
lady ^nn++++=lady
to ^to++++=to
allow ^vbi++++=allow
herself ^ppl+pp3+++=herself
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
too ^ql++++=too
well ^rb++++=well
known ^vbd+vprv++xvbn+=known
to ^to+vcmp+++=to
utter ^vbi++++=utter
any ^dti++++=any
words ^nns++++=words
but ^cc++++=but
the ^ati++++=the
sounds ^nns++++=sounds
of ^in++++=of
love ^nn++++=love.
. ^zz++++=EXTRAWORD
No ^at++++=No
light ^nn++++=light
will ^md+prd+++=will
you ^pp2+pp2+++=you
need ^vb++++=need,
, ^zz++++=EXTRAWORD
for ^in++++=for
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
flash ^nn++++=flash
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attempt ^nn++++=attempt
no ^at++++=no
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
she ^pp3a+pp3+++=she
speaks ^vbz++++=speaks
only ^rb+down+++=only
with ^in++++=with
movements ^nns+nom+++=movements
and ^cc++++=and
twistings ^nns+++??+=twistings
more ^rbr++++=more
rapid ^jj++++=rapid
than ^in++++=than
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
deer ^nns++++=deer
surprised ^vbd+++xvbn+=surprised
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
Only ^rb+cnj+++=Only,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
Raoul ^np++++=Raoul,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
so ^ql++++=so
merry ^np++++=merry
a ^at++++=a
nag ^vb++++=nag
look ^vb++++=look
to ^to+vcmp+++=to
your ^pp$+pp2+++=your
stirrups ^nns++++=stirrups,
, ^zz++++=EXTRAWORD
sit ^vb++++=sit
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
with ^in++++=with
one ^cd1++++=one
plunge ^nn++++=plunge
she ^pp3a+pp3+++=she
would ^md+prd+++=would
hurl ^vb++++=hurl
thee ^pp2+pp2+++=thee
to ^in++++=to
the ^ati++++=the
ceiling ^nn+nom+++=ceiling,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
careful ^jj++++=careful.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
burns ^vbz++++=burns
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+aux++=is
always ^rb++splt++=always
longing ^vbg+++xvbgx+=longing
for ^in++++=for
male ^jj+atrb+++=male
society ^nn++++=society.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
poor ^jj+atrb+++=poor
dead ^jj+atrb+++=dead
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
Sire ^np+++??+=Sire
de ^&fw++++=de
Giac ^np+++??+=Giac,
, ^zz++++=EXTRAWORD
met ^j+++xvbn+=met
his ^pp$+pp3+++=his
death ^nn++++=death
through ^in++++=through
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
drained ^vbd+++xvbnx+=drained
his ^pp$+pp3+++=his
marrow ^nn+++??+=marrow
in ^in++++=in
one ^cd1++++=one
springtime ^nn++++=springtime.
. ^zz++++=EXTRAWORD
God ^np++++=God's
's ^$++++=EXTRAWORD
truth ^nn++++=truth!
! ^zz++++=EXTRAWORD
to ^to++++=to
know ^vbi+vprv+++=know
such ^abl++++=such
bliss ^nn++++=bliss
as ^ql++++=as
that ^cs+sub+++=that
of ^in++++=of
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
rings ^nns++++=rings
the ^ati++++=the
bells ^nns++++=bells
and ^cc++++=and
lights ^nns++++=lights
the ^ati++++=the
fires ^nns++++=fires,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
man ^nn++++=man
would ^md+prd+++=would
not ^xnot++not++=not
forfeit ^vb+++??+=forfeit
a ^at++++=a
third ^nn++++=third
of ^in++++=of
his ^pp$+pp3+++=his
future ^jjb+atrb+++=future
happiness ^nns+nom+++=happiness?
? ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
who ^whp+who+++=who
has ^vbz+hvz+aux++=has
known ^vprf+++xvbnx+=known
her ^pp3o+pp3+++=her
once ^rb+tm+++=once
would ^md+prd+++=would
for ^in++++=for
a ^at++++=a
second ^od++++=second
night ^nn++++=night
forfeit ^nn+++??+=forfeit
without ^in++++=without
regret ^nn++++=regret
eternity ^nn+nom+++=eternity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,"
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Raoul ^np++++=Raoul,
, ^zz++++=EXTRAWORD
" ^zz++++="in
in ^in++++=EXTRAWORD
things ^nns++++=things
which ^whp+rel+subj++=which
should ^md+nec+++=should
be ^vb+be+vrb++=be
so ^ql++++=so
much ^ap++++=much
alike ^rb+cnj+++=alike,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
that ^dt+dem+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
so ^ql++++=so
great ^np++++=great
a ^at++++=a
difference ^nn+nom+++=difference?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ha!
ha ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
the ^ati++++=the
company ^nn++++=company
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
laughing ^nvbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
animated ^vpsv++by+xvbn+=animated
by ^in++++=by
the ^ati++++=the
wine ^nn++++=wine
and ^cc++++=and
a ^at++++=a
wink ^nn++++=wink
from ^in++++=from
their ^pp$+pp3+++=their
master ^nn++++=master,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
all ^abn++++=all
commenced ^jj+atrb++xvbn+=commenced
relating ^jj+atrb++xvbg+=relating
droll ^nn+++??+=droll
and ^cc++++=and
quaint ^jj+atrb+++=quaint
conceits ^nns+++??+=conceits,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
shouting ^vbg+vpub++xvbg+=shouting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
making ^vbg+++xvbg+=making
a ^at++++=a
great ^jj+atrb+++=great
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
not ^xnot++not++=not
that ^cs+sub+++=that
an ^at++++=an
innocent ^jj+atrb+++=innocent
scholar ^nn++++=scholar
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
jokers ^nn++++=jokers,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
drowned ^vprf+++xvbnx+=drowned
their ^pp$+pp3+++=their
sense ^nn++++=sense
of ^in++++=of
shame ^nn++++=shame
in ^in++++=in
the ^ati++++=the
wine ^nn++++=wine-cups,
- ^zz++++=EXTRAWORD
cups ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
said ^jj+atrb++xvbn+=said
things ^nns++++=things
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
figures ^nns++++=figures
on ^in++++=on
the ^ati++++=the
mantel ^nn+++??+=mantel
shake ^vb++++=shake,
, ^zz++++=EXTRAWORD
the ^ati++++=the
walls ^nns++++=walls
and ^cc++++=and
the ^ati++++=the
ceilings ^nns+nom+++=ceilings
blush ^nn++++=blush;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
duke ^npt++++=duke
surpassed ^vwbn+++xvbn+=surpassed
them ^pp3o+pp3+++=them
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
lady ^nn++++=lady
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
in ^in++++=in
bed ^nn++++=bed
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room
awaiting ^vwbg+++xvbg+=awaiting
a ^at++++=a
gallant ^nn++++=gallant
should ^md+nec+++=should
be ^vb+be+vrb++=be
the ^ati++++=the
empress ^nns+nom+++=empress
of ^in++++=of
these ^dt+dem+++=these
warm ^jj+atrb+++=warm
imaginations ^nns+nom+++=imaginations,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
practised ^vbd+++xvbnx+=practised
them ^pp3o+pp3+++=them
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
this ^dt+dem+++=this
the ^ati++++=the
flagons ^nns+++??+=flagons
being ^vwbg+beg++xvbg+=being
empty ^jj++++=empty,
, ^zz++++=EXTRAWORD
the ^ati++++=the
duke ^npt++++=duke
pushed ^vwbn+++xvbn+=pushed
Raoul ^np++++=Raoul,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
let ^vb+++xvbn+=let
himself ^ppl+pp3+++=himself
be ^vb+be+aux++=be
pushed ^vpsv++agls+xvbnx+=pushed
willingly ^rb+cnj+++=willingly,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
this ^dt+dem+++=this
means ^in++++=means
the ^ati++++=the
prince ^npt++++=prince
compelled ^vwbn+++xvbn+=compelled
the ^ati++++=the
lady ^npt++++=lady
to ^in++++=to
deliberate ^jj++++=deliberate
by ^in++++=by
which ^whp+rel+pied++=which
dagger ^nn++++=dagger
she ^pp3a+pp3+++=she
would ^md+prd+++=would
live ^vb++++=live
or ^cc+phrs+++=or
die ^vb++++=die.
. ^zz++++=EXTRAWORD
At ^in++++=At
midnight ^nn++++=midnight
the ^ati++++=the
Sire ^np+++??+=Sire
d ^zz++++=d'Hocquetonville
'hocquetonville ^nn+++??+=EXTRAWORD
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
gleefully ^rb+cnj+++=gleefully,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
without ^in++++=without
remorse ^nn++++=remorse
at ^in++++=at
having ^nn+nn+aux++=having
been ^vprf+ben+vrb+xvbn+=been
false ^jj++++=false
to ^in++++=to
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
Duc ^np+++??+=Duc
d ^zz++++=d'Orleans
'orleans ^nns+nom+++0=EXTRAWORD
led ^vbd+++xvbn+=led
Madame ^npt++++=Madame
d ^zz++++=d'Hocquetonville
'hocquetonville ^nn+++??+=EXTRAWORD
out ^rp+pl+++=out
by ^in++++=by
a ^at++++=a
garden ^nn++++=garden
door ^nn++++=door,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
gained ^vbd+++xvbnx+=gained
her ^pp$+pp3+++=her
residence ^nn+nom+++=residence
before ^cs+sub+++=before
her ^pp$+pp3+++=her
husband ^nn++++=husband
arrived ^vbd+++xvbn+=arrived
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
" ^zz++++="This,"
this ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
prince ^nn++++=prince's
's ^$++++=EXTRAWORD
ear ^nn++++=ear,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
postern ^jj+++xvbn+=postern,
, ^zz++++=EXTRAWORD
" ^zz++++="will
will ^md+prd+++=EXTRAWORD
cost ^vb++++=cost
us ^pp1o+pp1+++=us
all ^abn++++=all
dear ^uh++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
year ^nn++++=year
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
Rue ^nn++++=Rue
du ^&fw++++=du
Temple ^np++++=Temple,
, ^zz++++=EXTRAWORD
Raoul ^np++++=Raoul
d ^zz++++=d'Hocquetonville,
'hocquetonville, ^nn+++??+=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
quitted ^vprf+++xvbn+=quitted
the ^ati++++=the
service ^nn++++=service
of ^in++++=of
the ^ati++++=the
Duke ^nn++++=Duke
for ^in++++=for
that ^dt+dem+++=that
of ^in++++=of
Jehan ^np+++??+=Jehan
of ^in++++=of
Burgundy ^np++++=Burgundy,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
brother ^nn++++=brother
a ^at++++=a
blow ^nn++++=blow
on ^in++++=on
the ^ati++++=the
head ^nn++++=head
with ^in++++=with
a ^at++++=a
club ^nn++++=club,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
killed ^vbd+++xvbn+=killed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^ql++++=as
everyone ^pn++++=everyone
knows ^vbz+vprv+++=knows.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
same ^ap++++=same
year ^nn++++=year
died ^vbd+++xvbn+=died
the ^ati++++=the
Lady ^npt++++=Lady
d ^zz++++=d'Hocquetonville,
'hocquetonville, ^nn+++??+=EXTRAWORD
having ^vwbg+++xvbg+=having
faded ^jj+++xvbn+=faded
like ^in++++=like
a ^at++++=a
flower ^nn++++=flower
deprived ^vbd+++xvbn+=deprived
of ^in++++=of
air ^nn++++=air
and ^cc++++=and
eaten ^vpsv++by+xvbn+=eaten
by ^in++++=by
a ^at++++=a
worm ^nn++++=worm.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
good ^jj+atrb+++=good
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
engraved ^vprf+++xvbnx+=engraved
upon ^in++++=upon
her ^pp$+pp3+++=her
marble ^nn++++=marble
tomb ^nn++++=tomb,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
cloisters ^nns+nom+++=cloisters
of ^in++++=of
Peronne ^np+++??+=Peronne,
, ^zz++++=EXTRAWORD
the ^ati++++=the
following ^jj+atrb++xvbg+=following
inscription ^nn+nom+++=inscription-HERE
- ^zz++++=EXTRAWORD
here ^rn+pl+++=EXTRAWORD
Lies ^vbz++++=LIES
Bertha ^np+++??+=BERTHA
De ^&fw++++=DE
Bourgonge ^np+++??+=BOURGONGE
The ^ati++++=THE
Noble ^jj++++=NOBLE
And ^cc++++=AND
Comely ^np+++??+=COMELY
Wife ^nn++++=WIFE
Of ^in++++=OF
Raoul ^np++++=RAOUL,
, ^zz++++=EXTRAWORD
Sire ^np+++??+=SIRE
De ^&fw++++=DE
Hocquetonville ^np+++??+=HOCQUETONVILLE.
. ^zz++++=EXTRAWORD
Alas ^uh++++=ALAS!
! ^zz++++=EXTRAWORD
Pray ^vb+vsua+++=PRAY
Not ^xnot++not++=NOT
For ^in++++=FOR
Her ^pp$+pp3+++=HER
Soul ^nn++++=SOUL
She ^pp3a+pp3+++=SHE
Blossomed ^np+++??+=BLOSSOMED
Again ^rb+tm+++=AGAIN
In ^in++++=IN
Paradise ^nn++++=PARADISE
The ^ati++++=THE
Eleventh ^od++++=ELEVENTH
Day ^nn++++=DAY
Of ^in++++=OF
January ^nr+nom+++=JANUARY
In ^in++++=IN
The ^ati++++=THE
Year ^nn++++=YEAR
Of ^in++++=OF
Our ^pp$+pp1+++=OUR
Lord ^npt++++=LORD
Mccccviii ^np+++??+=MCCCCVIII.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
In ^in++++=IN
The ^ati++++=THE
Twenty ^cd++++=TWENTY-THIRD
- ^zz++++=EXTRAWORD
third ^od++++=EXTRAWORD
Year ^nn++++=YEAR
Of ^in++++=OF
Her ^pp$+pp3+++=HER
Age ^nn++++=AGE,
, ^zz++++=EXTRAWORD
Leaving ^vbg+++xvbg+=LEAVING
Two ^cd++++=TWO
Sons ^nns++++=SONS
And ^cc++++=AND
Her ^pp3o+pp3+++=HER
Lord ^npt++++=LORD
Spouse ^np+++??+=SPOUSE
Inconsolable ^np+++??+=INCONSOLABLE.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
epitaph ^nn++++=epitaph
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
elegant ^jj+atrb+++=elegant
Latin ^nn++++=Latin,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
convenience ^nn+nom+++=convenience
of ^in++++=of
all ^rb++++=all
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
translate ^nn+nom+++=translate
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
word ^nn++++=word
comely ^rb++++=comely
is ^vbz+bez+vrb++=is
feeble ^jj+pred+++=feeble
beside ^in+pl+++=beside
that ^dt+dem+++=that
of ^in++++=of
formosa ^np++++=formosa,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
signifies ^vbz++++=signifies
beautiful ^jj++++=beautiful
in ^in++++=in
shape ^nn++++=shape.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Duke ^nn++++=Duke
of ^in++++=of
Burgundy ^np++++=Burgundy,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
the ^ati++++=the
Fearless ^jj++++=Fearless,
, ^zz++++=EXTRAWORD
in ^in++++=in
whom ^whp+rel+pied++=whom
previous ^in+cmpx+++=previous
to ^in"++++=to
his ^pp$+pp3+++=his
death ^nn++++=death
the ^ati++++=the
Sire ^np+++??+=Sire
d ^zz++++=d'Hocquetonville
'hocquetonville ^nn+++??+=EXTRAWORD
confided ^vbd+++xvbn+=confided
the ^ati++++=the
troubles ^nns++++=troubles
cemented ^vbd+++xvbn+=cemented
with ^in++++=with
lime ^nn++++=lime
and ^cc++++=and
sand ^nn++++=sand
in ^in++++=in
his ^pp$+pp3+++=his
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
his ^pp$+pp3+++=his
hardheartedness ^nns+nom+++=hardheartedness
in ^in++++=in
these ^dt+dem+++=these
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+dem+++=this
epitaph ^nn++++=epitaph
plunged ^vwbn+++xvbn+=plunged
him ^pp3o+pp3+++=him
into ^in++++=into
a ^at++++=a
state ^nn++++=state
of ^in++++=of
melancholy ^nn++++=melancholy
for ^in++++=for
a ^at++++=a
month ^nn++++=month,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
among ^in++++=among
all ^abn++++=all
the ^ati++++=the
abominations ^nns+nom+++=abominations
of ^in++++=of
his ^pp$+pp3+++=his
cousin ^nn++++=cousin
of ^in++++=of
Orleans ^nns+nom++??+=Orleans,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^pn++++=one
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
would ^md+prd+++=would
kill ^vb++++=kill
him ^pp3o+pp3+++=him
over ^in++++=over
again ^rb+tm+++=again
if ^cs+cnd+++=if
the ^ati++++=the
deed ^nn++++=deed
had ^vb+hv+aux++=had
not ^xnot++not++=not
already ^rb++++=already
been ^vprf+ben+aux+xvbn+=been
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
this ^dt+dem+++=this
wicked ^jj+atrb+++=wicked
man ^nn++++=man
had ^vb+hv+vrb++=had
villianously ^jj++++=villianously
defaced ^jj+++xvbn+=defaced
with ^in++++=with
vice ^nn++++=vice
the ^ati++++=the
most ^ql+emph+++=most
divine ^jj+atrb+++=divine
virtue ^nn++++=virtue
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
and ^cc++++=and
had ^vbd+hvd+aux++=had
prostituted ^vprf+++xvbnx+=prostituted
two ^cd++++=two
noble ^jj+atrb+++=noble
hearts ^nns++++=hearts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^pn++++=one
by ^in++++=by
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
saying ^vbg+++xvbg+=saying
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
would ^md+prd+++=would
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
of ^in++++=of
Hocquetonville ^np+++??+=Hocquetonville
and ^cc++++=and
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
portrait ^nn++++=portrait
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
unwarrantably ^rb++splt++=unwarrantably
placed ^vpsv++agls+xvbn+=placed
in ^in++++=in
the ^ati++++=the
cabinet ^nn++++=cabinet
where ^wrb+who+++=where
his ^pp$+pp3+++=his
cousin ^nn++++=cousin
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
likeness ^nns+nom+++=likeness
of ^in++++=of
his ^pp$+pp3+++=his
wenches ^nns+++??+=wenches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adventure ^nn++++=adventure
was ^vbd+bedz+vrb++=was
so ^ql++++=so
extremely ^rb+amp+++=extremely
shocking ^jj+++xvbg+=shocking,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
related ^vpsv++by+xvbnx+=related
by ^in++++=by
the ^ati++++=the
Count ^nn++++=Count
de ^&fw++++=de
Charolois ^np+++??+=Charolois
to ^in++++=to
the ^ati++++=the
Dauphin ^np+++??+=Dauphin,
, ^zz++++=EXTRAWORD
afterwards ^rb+tm+++=afterwards
Louis ^np++++=Louis
Xi ^np+++??+=XI.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
latter ^ap++++=latter
would ^md+prd+++=would
not ^xnot++not++=not
allow ^vb++++=allow
his ^pp$+pp3+++=his
secretaries ^nns++++=secretaries
to ^to++++=to
publish ^vbi++++=publish
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
collection ^nn+nom+++=collection,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
respect ^nn++++=respect
for ^in++++=for
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
uncle ^nn++++=uncle
the ^ati++++=the
Duke ^npt++++=Duke
d ^zz++++=d'Orleans,
'orleans, ^nn+++??+=EXTRAWORD
and ^cc++++=and
for ^in++++=for
Dunois ^np+++??+=Dunois
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
comrade ^nn++++=comrade,
, ^zz++++=EXTRAWORD
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
person ^nn++++=person
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
of ^in++++=of
Hocquetonville ^np+++??+=Hocquetonville
is ^vbz+bez+vrb++=is
so ^ql++++=so
sublimely ^rb++++=sublimely
virtuous ^jj++++=virtuous,
, ^zz++++=EXTRAWORD
so ^ql++++=so
exquisitely ^rb++++=exquisitely
melancholy ^jj++++=melancholy,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
in ^in++++=in
her ^pp$+pp3+++=her
favour ^nn++++=favour
the ^ati++++=the
present ^jj+atrb+++=present
publication ^nn+nom+++=publication
of ^in++++=of
this ^dt+dem+++=this
narrative ^nn++++=narrative
will ^md+prd+++=will
be ^vb+be+aux++=be
forgiven ^vpsv++agls+xvbnx+=forgiven,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
diabolical ^jj+atrb+++=diabolical
invention ^nn+nom+++=invention
and ^cc++++=and
vengeance ^nn+nom+++=vengeance
of ^in++++=of
