Over ^in++++=Over
its ^pp$+it+++=its
hopelessness ^nns+nom+++=hopelessness.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
something ^pn++++=something
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened--some
-- ^--+clp+++=EXTRAWORD
some ^dti++++=EXTRAWORD
slight ^jj+atrb+++=slight
accident ^nn++++=accident--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
interrupt ^vbi++++=interrupt
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
his ^pp$+pp3+++=his
unreason ^nn++++=unreason,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
sign ^nn++++=sign
that ^tht+ncmp+++=that
the ^ati++++=the
obscure ^jj+atrb+++=obscure
doom ^nn++++=doom,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
averted ^vpsv++agls+xvbnx+=averted.
. ^zz++++=EXTRAWORD
" ^zz++++="Up
up ^in+cmpx+++=EXTRAWORD
to ^in"++++=to
this ^dt+dem+++=this
time ^nn++++=time
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
connect ^vb++++=connect
his ^pp$+pp3+++=his
foreboding ^nvbg+++xvbg+=foreboding
with ^in++++=with
anything ^pn++++=anything
definite ^jj++++=definite,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
afraid ^jj++++=afraid
for ^in++++=for
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
simply ^rb++++=simply
without ^in++++=without
the ^ati++++=the
formless ^jj+atrb+++=formless
hope ^vb++++=hope
that ^tht+vcmp+++=that
helps ^vbz++++=helps
us ^pp1o+pp1+++=us
on ^in++++=on
at ^rb++++=at
every ^at++++=every
step ^nn++++=step,
, ^zz++++=EXTRAWORD
through ^in++++=through
good ^jj++++=good
and ^cc+phrs+++=and
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
mortal ^jj+atrb+++=mortal
peril ^nn++++=peril,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
through ^in++++=through
safely ^rb++++=safely
while ^cs+sub+++=while
scores ^nns++++=scores
of ^in++++=of
others ^aps++++=others
were ^vbd+bed+aux++=were
lost ^vpsv++agls+xvbnx+=lost,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
gave ^vbd+++xvbn+=gave
his ^pp$+pp3+++=his
presentiment ^nn+nom+++=presentiment
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
day ^nn++++=day
boat ^nn++++=boat
from ^in++++=from
Albany ^np++++=Albany,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon
the ^ati++++=the
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
way ^nn++++=way
under ^in++++=under
a ^at++++=a
head ^nn++++=head-wind,
- ^zz++++=EXTRAWORD
wind ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
took ^jj+atrb++xvbn+=took
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pilot ^nn++++=pilot
immediately ^rb+tm+++=immediately
ran ^vbd+++xvbn+=ran
her ^pp$+pp3+++=her
ashore ^rb+cnj+++=ashore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
passengers ^nns+nom+++=passengers,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
that ^dt+pdem+++=that
had ^vb+hv+vrb++=had
the ^ati++++=the
courage ^nn+nom+++=courage
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
aft ^jjb++++=aft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
jumping ^jj+++xvbg+=jumping
from ^in++++=from
the ^ati++++=the
stern ^nn++++=stern,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^ap++++=a
great ^ap"++++=great
many ^ap"++++=many
women ^nns++++=women
and ^cc++++=and
children ^nns++++=children
were ^vbd+bed+aux++=were
burned ^vpsv++agls+xvbnx+=burned.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
first ^rb++++=first
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
jumped ^vbd+++xvbn+=jumped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
save ^vbi++++=save
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
after ^in++++=after
from ^in++++=from
drowning ^xvbg+++xvbg+=drowning;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
very ^ql+amp+++=very
deep ^jj++++=deep.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
women ^nns++++=women
lost ^vbd+++xvbn+=lost
courage ^np+nom+++=courage
for ^in++++=for
the ^ati++++=the
leap ^nn++++=leap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
turned ^jj+++xvbn+=turned
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
flames ^nns++++=flames,
, ^zz++++=EXTRAWORD
remembering ^vbg+vprv++xvbg+=remembering
children ^nns++++=children
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
behind ^rb+phrv+++=behind.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
poor ^jj+atrb+++=poor
creature ^nn++++=creature
stood ^vbd+++xvbn+=stood
hesitating ^vbg+++xvbg+=hesitating
wildly ^rb+cnj+++=wildly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
up ^in+cmpx+++=up
to ^in"++++=to
her ^pp$+pp3+++=her
to ^to++++=to
jump ^vbi++++=jump.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
into ^in++++=into
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
clung ^vbd+++xvbnx+=clung
about ^rb++++=about
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
helped ^vbd+++xvbnx+=helped
her ^pp$+pp3+++=her
ashore ^rb+pl+++=ashore.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,'
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried
out ^rp+pl+++=out
between ^in++++=between
her ^pp$+pp3+++=her
sobs ^nns++++=sobs,
, ^zz++++=EXTRAWORD
' ^zz++++='if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
wife ^nn++++=wife
and ^cc++++=and
children ^nns++++=children
at ^in++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
God ^np++++=God
will ^md+prd+++=will
take ^vb++++=take
you ^pp2+pp2+++=you
safe ^jj++++=safe
back ^jjb++++=back
to ^in++++=to
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
saved ^vprf+++xvbnx+=saved
my ^pp$+pp1+++=my
life ^nn++++=life
for ^in++++=for
my ^pp$+pp1+++=my
husband ^nn++++=husband
and ^cc++++=and
little ^jj+atrb+++=little
ones ^pn++++=ones.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='No,'
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
of ^in++++=of
saying ^xvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
never ^rb++splt++=never
see ^vb+vprv+tht0++=see
my ^pp$+pp1+++=my
wife ^nn++++=wife
again ^rb+cnj+++=again,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
now ^rn+tm+++=now
his ^pp$+pp3+++=his
foreboding ^jj+++xvbg+=foreboding
had ^vb+hv+vrb++=had
the ^ati++++=the
direction ^nn+nom+++=direction
that ^tht+rel+obj++=that
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
that ^dt+dem+++=that
on ^rp++++=on
he ^pp3a+pp3+++=he
simply ^rb++++=simply
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
not ^xnot++not++=not
get ^vb++++=get
home ^nr++++=home
alive ^jj++++=alive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
waited ^vbd+++xvbnx+=waited
resignedly ^rb++++=resignedly
for ^in++++=for
the ^ati++++=the
time ^nn++++=time
and ^cc++++=and
form ^nn++++=form
of ^in++++=of
his ^pp$+pp3+++=his
disaster ^nn+nom+++=disaster.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
peace ^nn++++=peace
in ^cs+sub+++=in
that ^cs"++++=that.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
about ^in+ppvb+++=about
his ^pp$+pp3+++=his
business ^nns+nom+++=business
intelligently ^rb+cnj+++=intelligently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
habit ^nn++++=habit
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
a ^at++++=a
mechanical ^jj+atrb+++=mechanical
action ^nn++++=action
of ^in++++=of
the ^ati++++=the
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
something ^pn++++=something,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
imagined ^vbd+vprv++xvbnx+=imagined,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
mechanical ^jj+atrb+++=mechanical
action ^nn++++=action
of ^in++++=of
his ^pp$+pp3+++=his
body ^nn++++=body
in ^in++++=in
those ^dt+dem+++=those
organs ^nns++++=organs
which ^whp+rel+subj++=which
do ^vb+do+vrb++=do
their ^pp$+pp3+++=their
part ^nn++++=part
without ^in++++=without
bidding ^xvbg+++xvbg+=bidding
from ^in++++=from
the ^ati++++=the
will ^nn++++=will.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
them ^pp3o+pp3+++=them
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
several ^ap++++=several
letters ^nns+nom+++=letters
from ^in++++=from
his ^pp$+pp3+++=his
wife ^nn++++=wife
telling ^vwbg+++xvbg+=telling
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
all ^abn++++=all
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
well ^jj+pred+++=well
with ^in++++=with
her ^pp$+pp3+++=her
and ^cc++++=and
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
before ^cs+sub+++=before
the ^ati++++=the
times ^nns++++=times
when ^wrb+who+++=when
you ^pp2+pp2+++=you
can ^md+pos+++=can
ask ^vb++++=ask
and ^cc++++=and
answer ^nn++++=answer
questions ^nns+nom+++=questions
by ^in++++=by
telegraph ^nn++++=telegraph,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
started ^vbd+++xvbnx+=started
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
necessarily ^rb++++=necessarily
without ^in++++=without
having ^nn+nn+aux++=having
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
latest ^jjt+atrb+++=latest
news ^nn++++=news
from ^in++++=from
home ^nr++++=home.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
made ^vbd+++xvbnx+=made
the ^ati++++=the
return ^vb++++=return
trip ^nn++++=trip
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
daze ^nn++++=daze,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading,
, ^zz++++=EXTRAWORD
eating ^nvbg+++xvbg+=eating,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sleeping ^nvbg+++xvbg+=sleeping
in ^in++++=in
the ^ati++++=the
calm ^nn++++=calm
certainty ^nn++++=certainty
of ^in++++=of
doom ^nn++++=doom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
wondering ^vbg+++xvbg+=wondering
how ^wrb+who+++=how
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+aux++=be
fulfilled ^vpsv++agls+xvbnx+=fulfilled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
hour ^nn++++=hour
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
or ^cc++++=or
day ^nn++++=day.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
no ^at++++=no
use ^nn++++=use
my ^pp$+pp1+++=my
eking ^nvbg+++xvbg+=eking
this ^dt+pdem+++=this
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
afraid ^jj+pred+++=afraid
that ^tht+jcmp+++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
should ^md+nec+++=should
try ^vb++++=try
to ^to+vcmp+++=to
give ^vbi++++=give
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
full ^jj+atrb+++=full
detail ^nn++++=detail
I ^pp1a+pp1+++=I
should ^md+nec+++=should
take ^vb++++=take
to ^in+vcmp+++=to
inventing ^vbg+++xvbg+=inventing
particulars ^nns++++=particulars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
paused ^vbd+++xvbn+=paused
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
thing ^nn++++=thing
that ^tht+rel+subj++=that
impressed ^vprf+++xvbn+=impressed
itself ^ppl++++=itself
indelibly ^rb++++=indelibly
on ^in++++=on
my ^pp$+pp1+++=my
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^npt++++=uncle
got ^vbd+++xvbn+=got
back ^rb+phrv+++=back
perfectly ^rb+amp+++=perfectly
safe ^jj++++=safe
and ^cc++++=and
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!"
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
snorted ^vbd+++xvbn+=snorted
in ^in++++=in
rude ^jj+atrb+++=rude
dissatisfaction ^nn+nom+++=dissatisfaction.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
it ^pp3+it+++=it
impressed ^vbd+++xvbn+=impressed
itself ^ppl++++=itself
on ^in++++=on
your ^pp$+pp2+++=your
memory ^nn++++=memory?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
with ^in++++=with
scientific ^jj+atrb+++=scientific
detachment ^nn+nom+++=detachment
from ^in++++=from
the ^ati++++=the
story ^nn++++=story
as ^in++++=as
a ^at++++=a
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
continued ^vbd+++xvbn+=continued
to ^to++++=to
address ^nns+nom+++=address
Wanhope ^np+++??+=Wanhope,
, ^zz++++=EXTRAWORD
without ^in++++=without
regarding ^in++++=regarding
Rulledge ^np+++??+=Rulledge.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
uncle ^npt++++=uncle
told ^vbd+vpub++xvbn+=told
my ^pp$+pp1+++=my
father ^nn++++=father
that ^tht+rel+obj++=that
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
psychical ^jj+atrb+++=psychical
change ^nn++++=change,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
describe ^vb++++=describe,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
which ^whp+who+++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
conscious ^jj++++=conscious
of ^in++++=of
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
physical ^jj+pred+++=physical,
, ^zz++++=EXTRAWORD
took ^jj+atrb++xvbn+=took
place ^nn++++=place
within ^in++++=within
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
in ^in++++=in
sight ^nn++++=sight
of ^in++++=of
his ^pp$+pp3+++=his
house ^nn++++=house--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
prompted ^vbd+++xvbn+=prompted.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
had ^vbd+hvd+aux++=had
driven ^vprf+++xvbnx+=driven
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
canal ^nn++++=canal-packet
- ^zz++++=EXTRAWORD
packet ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
old ^jj++++=old
omnibus ^&fw++++=omnibus
which ^whp+who+++=which
used ^md"++pmd"++=used
to ^to++++=to
meet ^vb++++=meet
passengers ^nns+nom+++=passengers
and ^cc++++=and
distribute ^vb++++=distribute
them ^pp3o+pp3+++=them
at ^in++++=at
their ^pp$+pp3+++=their
destinations ^nns+nom+++=destinations
in ^in++++=in
town ^nn++++=town.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
his ^pp$+pp3+++=his
house ^nn++++=house
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
still ^rb++++=still
under ^in++++=under
the ^ati++++=the
doom ^nn++++=doom
as ^cs+sub+++=as
regarded ^jj+++xvbn+=regarded
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
bewildered ^jj+++xvbn+=bewildered
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
be ^vb+be+aux++=be
getting ^vbg+++xvbgx+=getting
home ^nr++++=home
safe ^jj++++=safe
and ^cc++++=and
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
refusing ^vbg+++xvbgx+=refusing
his ^pp$+pp3+++=his
escape ^nn++++=escape,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
familiar ^jj+atrb+++=familiar
house ^nn++++=house,
, ^zz++++=EXTRAWORD
the ^ati++++=the
change ^nn++++=change
within ^in++++=within
him ^pp3o+pp3+++=him
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
omnibus ^&fw++++=omnibus
window ^nn++++=window
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
group ^nn++++=group
of ^in++++=of
neighbors ^nns++++=neighbors
at ^in++++=at
his ^pp$+pp3+++=his
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
omnibus ^nn++++=omnibus,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
hold ^vbi+vprv+++=hold
him ^pp3o+pp3+++=him
back ^jjb++++=back
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
need ^vb++++=needn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
wife ^nn++++=wife
is ^vbz+bez+vrb++=is
dead. ^nn+++??+=dead.'"
'" ^nn+++??+=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
appreciable ^jj+atrb+++=appreciable
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
Rulledge ^np+++??+=Rulledge
demanded ^vbd+vsua++xvbn+=demanded,
, ^zz++++=EXTRAWORD
greedily ^rb+cnj+++=greedily,
, ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Really,
really ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
protesting ^vbg+++xvbg+=protesting.
. ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
compassionately ^rb++++=compassionately
and ^cc++++=and
with ^in++++=with
unwonted ^jj+atrb++xvbn+=unwonted
gentleness ^nns+nom+++=gentleness,
, ^zz++++=EXTRAWORD
as ^in++++=as
from ^in"++++=from
the ^ati++++=the
mood ^nn++++=mood
in ^in++++=in
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
reminiscence ^nn+nom+++=reminiscence
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
suspected ^vbd+vprv++xvbn+=suspected
a ^at++++=a
hoax ^nn++++=hoax?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
suddenly ^rb++++=suddenly
the ^ati++++=the
night ^nn++++=night
before ^cs+sub+++=before
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
and ^cc++++=and
my ^pp$+pp1+++=my
cousin ^nn++++=cousin
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
things ^nns++++=things
ready ^jj++++=ready
to ^to+jcmp+++=to
welcome ^vbi++++=welcome
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
home ^nr++++=home
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
