Possibly ^rb++++=Possibly
, ^zz++++=EXTRAWORD
after ^in++++=after
our ^pp$+pp1+++=our
customary ^jj+atrb+++=customary
night ^nn++++=night
vigil ^nn++++=vigil
by ^in++++=by
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen,
, ^zz++++=EXTRAWORD
rowed ^j+++xvbn+=rowed
into ^in++++=into
the ^ati++++=the
Solana ^np+++??+=Solana
Wharf ^nn++++=Wharf.
. ^zz++++=EXTRAWORD
" ^zz++++="Hello!"
hello ^rb+dspt+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Charley ^np++++=Charley,
, ^zz++++=EXTRAWORD
in ^in++++=in
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
reason ^nn++++=reason
and ^cc++++=and
common ^jj+atrb+++=common
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Of ^in++++=Of
all ^abn++++=all
unmannerly ^jj+atrb+++=unmannerly
craft ^nn++++=craft
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
ever ^rb++++=ever
see ^vb+vprv+++=see
the ^ati++++=the
like ^in+strn+++=like?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Well ^rb++++=Well
might ^md+pos+++=might
he ^pp3a+pp3+++=he
exclaim ^vb++++=exclaim,
, ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
dock ^nn++++=dock,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
the ^ati++++=the
strangest ^nn++++=strangest
looking ^xvbg+++xvbg+=looking
launch ^vb++++=launch
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
that ^cs+sub+++=that
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
launch ^nn++++=launch,
, ^zz++++=EXTRAWORD
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
resemble ^vbi++++=resemble
a ^at++++=a
launch ^vb++++=launch
more ^rbr++++=more
than ^in++++=than
any ^dti++++=any
other ^ap++++=other
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
seventy ^cd++++=seventy
feet ^nns++++=feet
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
so ^ql++++=so
narrow ^vb++++=narrow
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
bare ^jj++++=bare
of ^in++++=of
superstructure ^nn++++=superstructure,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
much ^ap++++=much
smaller ^jjr++++=smaller
than ^in++++=than
it ^pp3+it+++=it
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built
wholly ^rb++++=wholly
of ^in++++=of
steel ^nn++++=steel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
painted ^vpsv++agls+xvbnx+=painted
black ^np++++=black.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
smokestacks ^nns+++??+=smokestacks,
, ^zz++++=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
distance ^nn+nom+++=distance
apart ^in++++=apart
and ^cc++++=and
raking ^vbg+++xvbg+=raking
well ^jj+pred+++=well
aft ^jjb++++=aft,
, ^zz++++=EXTRAWORD
arose ^j+++xvbn+=arose
in ^in++++=in
single ^jj+atrb+++=single
file ^nn++++=file
amidships ^nns+nom+++=amidships;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
long ^rb++++=long
and ^cc++++=and
lean ^jj++++=lean
and ^cc+phrs+++=and
sharp ^jj++++=sharp
as ^ql++++=as
a ^at++++=a
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
plainly ^rb++++=plainly
advertised ^xvbn+++xvbn+=advertised
that ^dt+dem+++=that
the ^ati++++=the
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
for ^in+ppvb+++=for
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
Passing ^vbg+++xvbg+=Passing
under ^in++++=under
the ^ati++++=the
stern ^nn++++=stern,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
read ^vbd+vprv++xvbn+=read
Streak ^nn++++=Streak,
, ^zz++++=EXTRAWORD
painted ^j+++xvbn+=painted
in ^in++++=in
small ^jj+atrb+++=small
white ^jj+atrb+++=white
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
and ^cc++++=and
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
consumed ^vpsv++agls+xvbnx+=consumed
with ^in++++=with
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
on ^in++++=on
board ^nn++++=board
and ^cc++++=and
talking ^vbg+++xvbg+=talking
with ^in++++=with
an ^at++++=an
engineer ^nn+nom+++=engineer
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
watching ^vbg+++xvbgx+=watching
the ^ati++++=the
sunrise ^nn++++=sunrise
from ^in++++=from
the ^ati++++=the
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
satisfy ^vbi++++=satisfy
our ^pp$+pp1+++=our
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
we ^pp1a+pp1+++=we
learned ^vbd+vprv++xvbn+=learned
that ^tht+vcmp+++=that
the ^ati++++=the
Streak ^nn++++=Streak
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
in ^in++++=in
after ^in++++=after
dark ^nn++++=dark
from ^in++++=from
San ^np++++=San
Francisco ^np++++=Francisco;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+aux++=was
what ^wdt+who+++=what
might ^md+pos+++=might
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
trial ^nn++++=trial
trip ^nn++++=trip;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
property ^nn++++=property
of ^in++++=of
Silas ^np+++??+=Silas
Tate ^np++++=Tate,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
mining ^nn++++=mining
millionaire ^nn++++=millionaire
of ^in++++=of
California ^np++++=California,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
fad ^nn+++??+=fad
was ^vbd+bedz+vrb++=was
high ^jj+pred+++=high-speed
- ^zz++++=EXTRAWORD
speed ^nn++++=EXTRAWORD
yachts ^nns++++=yachts.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
some ^dti++++=some
talk ^nn++++=talk
about ^in++++=about
turbine ^nn++++=turbine
engines ^nns++++=engines,
, ^zz++++=EXTRAWORD
direct ^jj+atrb+++=direct
application ^nn+nom+++=application
of ^in++++=of
steam ^nn++++=steam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
pistons ^nns++++=pistons,
, ^zz++++=EXTRAWORD
rods ^nns++++=rods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cranks ^nns+++??+=cranks,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
beyond ^in++++=beyond
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
familiar ^jj+pred+++=familiar
only ^rb+down+++=only
with ^in++++=with
sailing ^xvbg+++xvbg+=sailing
craft ^nn++++=craft;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
understand ^vb+vprv+++=understand
the ^ati++++=the
last ^jj+atrb+++=last
words ^nns++++=words
of ^in++++=of
the ^ati++++=the
engineer ^nn+nom+++=engineer.
. ^zz++++=EXTRAWORD
" ^zz++++="Four
four ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
horse ^nn++++=horse-power
- ^zz++++=EXTRAWORD
power ^nn++++=EXTRAWORD
and ^cc++++=and
forty ^cd++++=forty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
miles ^nns++++=miles
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
concluded ^vbd+vprv++xvbnx+=concluded
proudly ^rb++++=proudly.
. ^zz++++=EXTRAWORD
" ^zz++++="Say
say ^vb+vpub+tht0++=EXTRAWORD
it ^pp3+it+++=it
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
man ^nn++++=man!
! ^zz++++=EXTRAWORD
Say ^vb+vpub+tht0++=Say
it ^pp3+it+++=it
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Charley ^np++++=Charley
exclaimed ^vbd+++xvbn+=exclaimed
in ^in++++=in
an ^at++++=an
excited ^jj+atrb++xvbn+=excited
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Four
four ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
horse ^nn++++=horse-power
- ^zz++++=EXTRAWORD
power ^nn++++=EXTRAWORD
and ^cc++++=and
forty ^cd++++=forty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
miles ^nns++++=miles
an ^at++++=an
hour ^nn++++=hour,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
engineer ^nn+nom+++=engineer
repeated ^vbd+++xvbn+=repeated,
, ^zz++++=EXTRAWORD
grinning ^vbg+++xvbg+=grinning
good ^jj++++=good-naturedly.
- ^zz++++=EXTRAWORD
naturedly ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
owner ^nn++++=owner?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Charley ^np++++=Charley's
's ^$++++=EXTRAWORD
next ^ap++++=next
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
way ^nn++++=way
I ^pp1a+pp1+++=I
can ^md+pos+++=can
speak ^vb++++=speak
to ^in++++=to
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
engineer ^nn+nom+++=engineer
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
in ^in++++=in
blue ^jj+atrb+++=blue
uniform ^nn++++=uniform
came ^vbd+++xvbn+=came
on ^in++++=on
deck ^nn++++=deck
farther ^rbr++++=farther
aft ^jjb++++=aft
and ^cc++++=and
stood ^vpsv++agls+xvbn+=stood
regarding ^in++++=regarding
the ^ati++++=the
sunrise ^nn++++=sunrise.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tate ^np++++=Tate,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
engineer ^nn+nom+++=engineer.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
walked ^vbd+++xvbn+=walked
aft ^jjb++++=aft
and ^cc++++=and
spoke ^vpsv++agls+xvbn+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked
earnestly ^rb++++=earnestly
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
listened ^vbd+++xvbn+=listened
with ^in++++=with
an ^at++++=an
amused ^jj+atrb++xvbn+=amused
expression ^nn++++=expression
on ^in++++=on
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
have ^vb+hv+aux++=have
inquired ^vprf+++xvbnx+=inquired
about ^in++++=about
the ^ati++++=the
depth ^nn++++=depth
of ^in++++=of
water ^nn++++=water
close ^nn++++=close
in ^in++++=in
to ^in++++=to
the ^ati++++=the
shore ^nn++++=shore
at ^rb++++=at
Turner ^np++++=Turner's
's ^$++++=EXTRAWORD
Shipyard ^nn++++=Shipyard,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
Charley ^np++++=Charley
making ^vwbg+++xvbg+=making
gestures ^nns++++=gestures
and ^cc++++=and
explaining ^jj+++xvbg+=explaining.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
minutes ^nns++++=minutes
later ^rbr+tm+++=later
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
in ^in++++=in
high ^jj+atrb+++=high
glee ^nn++++=glee.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in++++=on
lad ^nn++++=lad,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in+cmpx+++=EXTRAWORD
to ^in"++++=to
the ^ati++++=the
dock ^nn++++=dock
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
them ^pp3o+pp3+++=them!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
our ^pp$+pp1+++=our
good ^jj+atrb+++=good
fortune ^nn++++=fortune
to ^to++++=to
leave ^vbi++++=leave
the ^ati++++=the
Streak ^nn++++=Streak
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^rb++++=a
little ^rb"++++=little
later ^rbr+tm+++=later
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
spy ^nn++++=spy
fishermen ^nns++++=fishermen
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
and ^cc++++=and
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
up ^rb+phrv+++=up
our ^pp$+pp1+++=our
accustomed ^xvbn+++xvbn+=accustomed
places ^nns++++=places,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
stringer ^nn+nom+++=stringer-piece,
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
ahead ^rb+pl+++=ahead
of ^in++++=of
the ^ati++++=the
Streak ^nn++++=Streak
and ^cc++++=and
over ^in++++=over
our ^pp$+pp1+++=our
own ^ap++++=own
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
could ^md+pos+++=could
comfortably ^rb++splt++=comfortably
watch ^vb++++=watch
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
occurred ^vbd+++xvbn+=occurred
till ^cs+sub+++=till
about ^in++++=about
nine ^cd++++=nine
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
two ^cd++++=two
Italians ^nn++++=Italians
leave ^nn++++=leave
the ^ati++++=the
ship ^nn++++=ship
and ^cc++++=and
pull ^vb++++=pull
along ^in++++=along
their ^pp$+pp3+++=their
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
triangle ^nn++++=triangle
toward ^in++++=toward
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley
looked ^vbd+++xvbn+=looked
as ^ql++++=as
unconcerned ^jj++++=unconcerned
as ^ql++++=as
could ^md+pos+++=could
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
the ^ati++++=the
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered
to ^in++++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
" ^zz++++="Forty-five
forty ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
miles ^nns++++=miles
an ^at++++=an
hour ^nn++++=hour
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
nothing ^pn++++=nothing
can ^md+pos+++=can
save ^vb++++=save
them ^pp3o+pp3+++=them
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
ours ^pp$$++++=ours!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men
rowed ^vbd+++xvbn+=rowed
along ^in++++=along
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
nearly ^rb+down+++=nearly
in ^in++++=in
line ^in"++++=line
with ^in"++++=with
the ^ati++++=the
windmill ^nn++++=windmill.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
point ^nn++++=point
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
always ^rb++++=always
jumped ^vbd+++xvbn+=jumped
into ^in++++=into
our ^pp$+pp1+++=our
salmon ^nn++++=salmon
boat ^nn++++=boat
and ^cc++++=and
got ^vbd+++xvbn+=got
up ^rp++++=up
the ^ati++++=the
sail ^nn++++=sail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
expecting ^vbg+vprv+tht0+xvbg+=expecting
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
surprised ^jj+++xvbn+=surprised
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
gave ^vbd+++xvbn+=gave
no ^at++++=no
sign ^nn++++=sign.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
directly ^rb++++=directly
in ^in++++=in
line ^in"++++=line
with ^in"++++=with
the ^ati++++=the
windmill ^nn++++=windmill,
, ^zz++++=EXTRAWORD
as ^ql++++=as
near ^in+cmpx+++=near
to ^in"++++=to
the ^ati++++=the
shore ^nn++++=shore
as ^in++++=as
to ^in++++=to
the ^ati++++=the
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nearer ^rbr++++=nearer
the ^ati++++=the
shore ^nn++++=shore
than ^in++++=than
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
allowed ^vprf+++xvbnx+=allowed
them ^pp3o+pp3+++=them
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew
suspicious ^jj++++=suspicious.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
followed ^vbd+vprv++xvbn+=followed
them ^pp3o+pp3+++=them
through ^in++++=through
the ^ati++++=the
glasses ^nns++++=glasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv+tht0+xvbn+=saw
them ^pp3o+pp3+++=them
standing ^vbg+++xvbg+=standing
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
skiff ^nn+++??+=skiff
and ^cc++++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
doing ^vbg+++xvbgx+=doing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spy ^nn++++=spy
fisherman ^nn+nom+++=fisherman,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
beside ^in+pl+++=beside
us ^pp1o+pp1+++=us
on ^in++++=on
the ^ati++++=the
stringer ^nn+nom+++=stringer-piece
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
likewise ^rb+cnj+splt++=likewise
puzzled ^vpsv++agls+xvbnx+=puzzled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
our ^pp$+pp1+++=our
inactivity ^nn+nom+++=inactivity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
skiff ^nn+++??+=skiff
rowed ^vbd+++xvbn+=rowed
nearer ^rbr++++=nearer
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
stood ^vbd+++xvbn+=stood
up ^rp++++=up
again ^rb+tm+++=again
and ^cc++++=and
scanned ^vbd+++xvbn+=scanned
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought
we ^pp1a+pp1+++=we
might ^md+pos+++=might
be ^vb+be+vrb++=be
in ^in++++=in
hiding ^xvbg+++xvbg+=hiding
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
man ^nn++++=man
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach
and ^cc++++=and
waved ^vbd+++xvbn+=waved
a ^at++++=a
handkerchief ^nn++++=handkerchief
to ^to++++=to
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that
the ^ati++++=the
coast ^nn++++=coast
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
settled ^jj+++xvbn+=settled
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
bent ^vbd+++xvbnx+=bent
to ^in++++=to
the ^ati++++=the
oars ^nns+++??+=oars
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
dash ^nn++++=dash
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Still ^rb+atrb+++=Still
Charley ^np++++=Charley
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
three ^cd++++=three-quarters
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
Lancashire ^np++++=Lancashire
Queen ^nn++++=Queen,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
left ^jj+++xvbn+=left
them ^pp3o+pp3+++=them
hardly ^rb+down+++=hardly
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
a ^at++++=a
mile ^nn++++=mile
to ^to++++=to
gain ^vbi++++=gain
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
Charley ^np++++=Charley
slap ^nn++++=slap
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
cry ^nn++++=cry:
: ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
ours ^pp$$++++=ours!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They're
're ^vb+ber+vrb++0=EXTRAWORD
ours ^pp$$++++=ours!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
