Our ^pp$+pp1+++=Our
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
arrayed ^vwbn+++xvbn+=arrayed
in ^in++++=in
a ^at++++=a
uniform ^nn++++=uniform
of ^in++++=of
blue ^nn++++=blue
and ^cc++++=and
buff ^nn++++=buff.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Esther ^np++++=Esther
Dudley ^np++++=Dudley,
, ^zz++++=EXTRAWORD
firm ^jj++++=firm
in ^in++++=in
the ^ati++++=the
belief ^nn++++=belief
that ^tht+ncmp+++=that
had ^vbd+hvd+aux++=had
fastened ^vprf+++xvbnx+=fastened
its ^pp$+it+++=its
roots ^nns++++=roots
about ^rb++++=about
her ^pp3o+pp3+++=her
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
beheld ^nn+++??+=beheld
only ^rb+down+++=only
the ^ati++++=the
principal ^jjb+atrb+++=principal
personage ^nn+nom+++=personage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
doubted ^vbd+vprv++xvbn+=doubted
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
long ^jj++++=long-looked-for
- ^zz++++=EXTRAWORD
looked ^vbd+++xvbn+=EXTRAWORD
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
Governor ^nn++++=Governor,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
to ^in++++=to
surrender ^nn+nom+++=surrender
up ^rp++++=up
her ^pp$+pp3+++=her
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
approached ^vbd+++xvbnx+=approached,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
involuntary ^jj++++=involuntary
sank ^vbd+++xvbn+=sank
down ^rp++++=down
on ^in++++=on
her ^pp$+pp3+++=her
knees ^nns++++=knees
and ^cc++++=and
tremblingly ^jj++++=tremblingly
held ^vwbn+vprv++xvbn+=held
forth ^np++++=forth
the ^ati++++=the
heavy ^jj++++=heavy
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
" ^zz++++="Receive
receive ^vb++++=EXTRAWORD
my ^pp$+pp1+++=my
trust ^nn++++=trust!
! ^zz++++=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
quickly ^rb++++=quickly!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=methinks
thinks ^vbz+vprv+tht0++=EXTRAWORD
Death ^nn++++=Death
is ^vbz+bez+aux++=is
striving ^vbg+++xvbgx+=striving
to ^to++++=to
snatch ^vbi++++=snatch
away ^rp+pl+++=away
my ^pp$+pp1+++=my
triumph ^nn++++=triumph.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
comes ^vbz++++=comes
too ^ql++++=too
late ^jj++++=late.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
Heaven ^nn++++=Heaven
for ^in++++=for
this ^dt+dem+++=this
blessed ^jj+atrb++xvbn+=blessed
hour ^nn++++=hour!
! ^zz++++=EXTRAWORD
God ^np++++=God
save ^vb++++=save
King ^npt++++=King
George ^np++++=George!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That,
that ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Madam ^npt++++=Madam,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
strange ^jj+atrb+++=strange
prayer ^nn++++=prayer
to ^to++++=to
be ^vbi+vbi+aux++=be
offered ^vpsv++agls+xvbnx+=offered
up ^rp++++=up
at ^rb++++=at
such ^abl++++=such
a ^at++++=a
moment ^nn++++=moment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
unknown ^jj+atrb+++=unknown
guest ^nn++++=guest
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
courteously ^rb++++=courteously
removing ^vbg+++xvbg+=removing
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
offered ^vbd+++xvbnx+=offered
his ^pp$+pp3+++=his
arm ^nn++++=arm
to ^to++++=to
raise ^vbi++++=raise
the ^ati++++=the
aged ^jj+atrb+++=aged
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="Yet,
yet ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
reverence ^nn+nom+++=reverence
for ^in++++=for
your ^pp$+pp2+++=your
gray ^np++++=gray
hairs ^nns++++=hairs
and ^cc++++=and
long ^jj++++=long-kept
- ^zz++++=EXTRAWORD
kept ^vbd+++xvbn+=EXTRAWORD
faith ^nn++++=faith,
, ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven
forbid ^vprf+++xvbn+=forbid
that ^tht+vcmp+++=that
any ^dti++++=any
here ^rn+pl+++=here
should ^md+nec+++=should
say ^vb+vpub+++=say
you ^pp2+pp2+++=you
nay ^uh++++=nay.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
the ^ati++++=the
realms ^nns++++=realms
which ^whp+rel+subj++=which
still ^rb++++=still
acknowledge ^vb+vpub+++=acknowledge
his ^pp$+pp3+++=his
sceptre ^np++++=sceptre,
, ^zz++++=EXTRAWORD
God ^np++++=God
save ^vb++++=save
King ^npt++++=King
George ^np++++=George!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Esther ^np++++=Esther
Dudley ^np++++=Dudley
started ^vbd+++xvbn+=started
to ^in++++=to
her ^pp$+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hastily ^rb++++=hastily
clutching ^vbg+++xvbg+=clutching
back ^jjb++++=back
the ^ati++++=the
key ^nn++++=key
gazed ^vbd+++xvbn+=gazed
with ^in++++=with
fearful ^jj+atrb+++=fearful
earnestness ^nns+nom+++=earnestness
at ^in++++=at
the ^ati++++=the
stranger ^nn+nom+++=stranger;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dimly ^rb++++=dimly
and ^cc+phrs+++=and
doubtfully ^rb+cnj+++=doubtfully,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
suddenly ^rb++++=suddenly
awakened ^vbd+++xvbn+=awakened
from ^in++++=from
a ^at++++=a
dream ^nn++++=dream,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
bewildered ^vbd+++xvbn+=bewildered
eyes ^nns++++=eyes
half ^abn++++=half
recognized ^jj+++xvbn+=recognized
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
ago ^rb++++=ago
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
him ^pp3o+pp3+++=him
among ^in++++=among
the ^ati++++=the
gentry ^nn++++=gentry
of ^in++++=of
the ^ati++++=the
province ^nn++++=province.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
ban ^nn++++=ban
of ^in++++=of
the ^ati++++=the
King ^npt++++=King
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
upon ^in++++=upon
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
the ^ati++++=the
doomed ^jj+atrb++xvbn+=doomed
victim ^nn++++=victim
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
Proscribed ^np+++??+=Proscribed,
, ^zz++++=EXTRAWORD
excluded ^xvbn+++xvbn+=excluded
from ^in++++=from
mercy ^nn++++=mercy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
monarch ^nn++++=monarch's
's ^$++++=EXTRAWORD
most ^ql+emph+++=most
dreaded ^jj+atrb++xvbn+=dreaded
and ^cc+phrs+++=and
hated ^jj+atrb++xvbn+=hated
foe ^nn++++=foe,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
New ^jj+atrb+++=New
England ^np++++=England
merchant ^nn+nom+++=merchant
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
triumphantly ^rb++++=triumphantly
against ^in++++=against
a ^at++++=a
kingdom ^npl+nom+++=kingdom's
's ^$++++=EXTRAWORD
strength ^nn++++=strength;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
foot ^nn++++=foot
now ^rn+tm+++=now
trod ^vbd+++xvbn+=trod
upon ^in++++=upon
humbled ^xvbn+++xvbn+=humbled
Royalty ^nn++++=Royalty,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
ascended ^vbd+++xvbnx+=ascended
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nns++++=people's
's ^$++++=EXTRAWORD
chosen ^vpsv++agls+xvbnx+=chosen
Governor ^npt++++=Governor
of ^in++++=of
Massachusetts ^np+++??+=Massachusetts.
. ^zz++++=EXTRAWORD
" ^zz++++="Wretch,
wretch ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
wretch ^nn++++=wretch
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
with ^in++++=with
such ^abl++++=such
a ^at++++=a
heart ^nn++++=heart-broken
- ^zz++++=EXTRAWORD
broken ^vbd+++xvbn+=EXTRAWORD
expression ^vb++++=expression
that ^tht+vcmp+obj++=that
the ^ati++++=the
tears ^nns++++=tears
gushed ^vbd+++xvbn+=gushed
from ^in++++=from
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
eyes ^nns++++=eyes
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
I ^pp1a+pp1+++=I
bidden ^vbd+++xvbnx+=bidden
a ^at++++=a
traitor ^nn++++=traitor
welcome ^nn++++=welcome?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
Death ^nn++++=Death!
! ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
quickly ^rb++++=quickly!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Alas,
alas ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
venerable ^jj+atrb+++=venerable
lady ^nn++++=lady!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Governor ^npt++++=Governor
Hancock ^np++++=Hancock,
, ^zz++++=EXTRAWORD
tending ^vbg+++xvbg+=tending
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
support ^nn++++=support
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
reverence ^nn+nom+++=reverence
that ^tht+rel+obj++=that
a ^at++++=a
courtier ^nn++++=courtier
would ^md+prd+++=would
have ^vb+hv+aux++=have
shown ^vprf+++xvbnx+=shown
to ^to+vcmp+++=to
a ^at++++=a
queen ^nn++++=queen.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
life ^nn++++=life
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
prolonged ^vpsv++agls+xvbnx+=prolonged
until ^cs+sub+++=until
the ^ati++++=the
world ^nn++++=world
has ^vbz+hvz+aux++=has
changed ^vprf+++xvbnx+=changed
around ^rp++++=around
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
treasured ^vprf+++xvbnx+=treasured
up ^rp++++=up
all ^abn++++=all
that ^dt+dem+++=that
time ^nn++++=time
has ^vbz+hvz+aux++=has
rendered ^vprf+++xvbnx+=rendered
worthless ^jj++++=worthless--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
principles ^nns++++=principles,
, ^zz++++=EXTRAWORD
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
manners ^nns+nom+++=manners,
, ^zz++++=EXTRAWORD
modes ^nns++++=modes
of ^in++++=of
being ^xvbg+++xvbg+=being
and ^cc++++=and
acting ^xvbg+++xvbg+=acting,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
another ^dt++++=another
generation ^nn+nom+++=generation
has ^vbz+hvz+aux++=has
flung ^vprf+++xvbnx+=flung
aside ^rp++++=aside--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
symbol ^nn++++=symbol
of ^in++++=of
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
around ^rp++++=around
me ^pp1o+pp1+++=me--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
represent ^vb++++=represent
a ^at++++=a
new ^jj+atrb+++=new
race ^nn++++=race
of ^in++++=of
men ^nns++++=men--living
-- ^--+clp+++=EXTRAWORD
living ^jj+++xvbg+=EXTRAWORD
no ^at++++=no
longer ^rbr++++=longer
in ^in++++=in
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
in ^in++++=in
the ^ati++++=the
present ^jj+atrb+++=present--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
projecting ^vbg+++xvbg+=projecting
our ^pp$+pp1+++=our
lives ^nns++++=lives
forward ^rb++++=forward
into ^in++++=into
the ^ati++++=the
future ^nn++++=future.
. ^zz++++=EXTRAWORD
Ceasing ^vbg+++xvbg+=Ceasing
to ^in++++=to
model ^nn++++=model
ourselves ^ppls+pp1+++=ourselves
on ^in++++=on
ancestral ^jj+atrb+++=ancestral
superstitions ^nns+nom+++=superstitions,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
faith ^nn++++=faith
and ^cc++++=and
principle ^nn++++=principle
to ^in++++=to
press ^nn++++=press
onward ^jjb++++=onward,
, ^zz++++=EXTRAWORD
onward ^jjb++++=onward!
! ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
his ^pp$+pp3+++=his
attendants ^nns+nom+++=attendants,
, ^zz++++=EXTRAWORD
" ^zz++++="let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
reverence ^nn+nom+++=reverence,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stately ^jj+atrb+++=stately
and ^cc+phrs+++=and
gorgeous ^jj+atrb+++=gorgeous
prejudices ^nns++++=prejudices
of ^in++++=of
the ^ati++++=the
tottering ^jj+++xvbg+=tottering
Past ^jjb++++=Past!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
Republican ^nn+nom+++=Republican
Governor ^npt++++=Governor
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
continued ^vprf+++xvbnx+=continued
to ^to++++=to
support ^vbi++++=support
the ^ati++++=the
helpless ^jj+atrb+++=helpless
form ^nn++++=form
of ^in++++=of
Esther ^np++++=Esther
Dudley ^np++++=Dudley;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
weight ^nn++++=weight
grew ^vbd+++xvbn+=grew
heavier ^jjr++++=heavier
against ^in++++=against
his ^pp$+pp3+++=his
arm ^nn++++=arm;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sudden ^jj+atrb+++=sudden
effort ^nn++++=effort
to ^in+ncmp+++=to
free ^jj++++=free
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ancient ^jj+atrb+++=ancient
woman ^nn++++=woman
sank ^vbd+++xvbn+=sank
down ^rp++++=down
beside ^in+pl+++=beside
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
pillars ^nns++++=pillars
of ^in++++=of
the ^ati++++=the
portal ^nn++++=portal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
key ^nn++++=key
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House
fell ^vbd+++xvbn+=fell
from ^in++++=from
her ^pp$+pp3+++=her
grasp ^nn++++=grasp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clanked ^vpsv++agls+xvbn+=clanked
against ^in++++=against
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
faithful ^jj++++=faithful
unto ^in++++=unto
death ^nn++++=death,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
save ^vb++++=save
the ^ati++++=the
King ^nn++++=King!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
hath ^vbz+hvz+aux++=hath
done ^vprf+++xvbnx+=done
her ^pp$+pp3+++=her
office ^nn++++=office!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hancock ^np++++=Hancock
solemnly ^rb++++=solemnly.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
follow ^vb+vprv+tht0++=follow
her ^pp$+pp3+++=her
reverently ^rb++++=reverently
to ^in++++=to
the ^ati++++=the
tomb ^nn++++=tomb
of ^in++++=of
her ^pp$+pp3+++=her
ancestors ^nns++++=ancestors;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
fellow ^jjb++++=fellow-citizens,
- ^zz++++=EXTRAWORD
citizens ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
onward ^jjb++++=onward--onward!
-- ^--+clp+++=EXTRAWORD
onward ^jjb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
no ^at++++=no
longer ^rbr++++=longer
children ^nns++++=children
of ^in++++=of
the ^ati++++=the
Past ^jjb++++=Past!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
old ^jj++++=old
loyalist ^jj++++=loyalist
concluded ^jj+++xvbn+=concluded
his ^pp$+pp3+++=his
narrative ^nn++++=narrative,
, ^zz++++=EXTRAWORD
the ^ati++++=the
enthusiasm ^nn++++=enthusiasm
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
fitfully ^jj++++=fitfully
flashing ^jj+++xvbg+=flashing
within ^in++++=within
his ^pp$+pp3+++=his
sunken ^jj+atrb+++=sunken
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quivering ^jj+++xvbg+=quivering
across ^in+pl+++=across
his ^pp$+pp3+++=his
wrinkled ^vwbn+++xvbn+=wrinkled
visage ^nn++++=visage,
, ^zz++++=EXTRAWORD
faded ^j+++xvbn+=faded
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
all ^rb++++=all
the ^ati++++=the
lingering ^jj+atrb++xvbg+=lingering
fire ^nn++++=fire
of ^in++++=of
his ^pp$+pp3+++=his
soul ^nn++++=soul
were ^vbd+bed+aux++=were
extinguished ^vpsv++agls+xvbnx+=extinguished.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
a ^at++++=a
lamp ^nn++++=lamp
upon ^in++++=upon
the ^ati++++=the
mantel ^nn+++??+=mantel-piece
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
threw ^vbd+++xvbn+=threw
out ^rb+phrv+++=out
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
gleam ^nn++++=gleam,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
vanished ^vbd+++xvbn+=vanished
as ^ql++++=as
speedily ^rb++++=speedily
as ^ql++++=as
it ^pp3+it+++=it
shot ^vbd+++xvbn+=shot
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
compelling ^jj+++xvbg+=compelling
our ^pp$+pp1+++=our
eyes ^nns++++=eyes
to ^in++++=to
grope ^nn+++??+=grope
for ^in++++=for
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
features ^nns++++=features
by ^in++++=by
the ^ati++++=the
dim ^jj+atrb+++=dim
glow ^nn++++=glow
of ^in++++=of
the ^ati++++=the
hearth ^nn++++=hearth.
. ^zz++++=EXTRAWORD
With ^in++++=With
such ^abl++++=such
a ^at++++=a
lingering ^jj+atrb++xvbg+=lingering
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
methought ^j+++xvbn+=methought,
, ^zz++++=EXTRAWORD
with ^in++++=with
such ^abl++++=such
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
gleam ^nn++++=gleam,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
the ^ati++++=the
glory ^nn++++=glory
of ^in++++=of
the ^ati++++=the
ancient ^jj+atrb+++=ancient
system ^nn++++=system
vanished ^vbd+++xvbn+=vanished
from ^in++++=from
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
old ^jj+atrb+++=old
Esther ^np++++=Esther
Dudley ^np++++=Dudley
took ^vbd+++xvbn+=took
its ^pp$+it+++=its
flight ^nn++++=flight.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
of ^in++++=of
the ^ati++++=the
Old ^jj+atrb+++=Old
South ^np+pl+++=South
threw ^vbd+++xvbn+=threw
its ^pp$+it+++=its
voice ^nn++++=voice
of ^in++++=of
ages ^nns++++=ages
on ^in++++=on
the ^ati++++=the
breeze ^nn++++=breeze,
, ^zz++++=EXTRAWORD
knolling ^nn+nom+++=knolling
the ^ati++++=the
hourly ^jj+atrb+++=hourly
knell ^nn++++=knell
of ^in++++=of
the ^ati++++=the
Past ^jjb++++=Past,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
out ^rp+pl+++=out
far ^rb+pl+++=far
and ^cc++++=and
wide ^jj++++=wide
through ^in++++=through
the ^ati++++=the
multitudinous ^jj+atrb+++=multitudinous
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filling ^nvbg+++xvbg+=filling
our ^pp$+pp1+++=our
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
dusky ^nn+++??+=dusky
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
reverberating ^jj+atrb++xvbg+=reverberating
depth ^nn++++=depth
of ^in++++=of
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
same ^ap++++=same
mansion ^nn++++=mansion--in
-- ^--+clp+++=EXTRAWORD
in ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
very ^ap+amp+++=very
chamber ^nn++++=chamber--what
-- ^--+clp+++=EXTRAWORD
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
volume ^nn++++=volume
of ^in++++=of
history ^nn++++=history
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told
off ^in+pl+++=off
into ^in++++=into
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
same ^ap++++=same
voice ^nn++++=voice
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
trembling ^nvbg+++xvbg+=trembling
in ^in++++=in
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
a ^at++++=a
Governor ^npt++++=Governor
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
those ^dt+dem+++=those
midnight ^nn++++=midnight
accents ^nns++++=accents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
longed ^vpsv++agls+xvbn+=longed
to ^to+vcmp+++=to
exchange ^vb++++=exchange
his ^pp$+pp3+++=his
stately ^jj++++=stately
cares ^vbz++++=cares
for ^in+ppvb+++=for
slumber ^nn++++=slumber.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^in++++=as
for ^in"++++=for
mine ^nn++++=mine
host ^nn++++=host
and ^cc++++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bela ^np++++=Bela
Tiffany ^np+++??+=Tiffany
and ^cc++++=and
the ^ati++++=the
old ^jj++++=old
loyalist ^jj++++=loyalist
and ^cc++++=and
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
babbled ^vprf+++xvbnx+=babbled
about ^in++++=about
dreams ^nps++++=dreams
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
we ^pp1a+pp1+++=we
almost ^rb+hdg+++=almost
fancied ^vbd+++xvbn+=fancied
that ^tht+vcmp+++=that
the ^ati++++=the
clock ^nn++++=clock
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
striking ^vbg+++xvbgx+=striking
in ^in++++=in
a ^at++++=a
bygone ^nn+++??+=bygone
century ^nn++++=century.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
of ^in++++=of
us ^pp1o+pp1+++=us
would ^md+prd+++=would
