Towards ^in++++=Towards
a ^at++++=a
very ^ql+amp+++=very
charming ^jj+atrb++xvbg+=charming
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
possessed ^vbd+++xvbnx+=possessed
that ^dt+dem+++=that
spirit ^nn++++=spirit
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
eminently ^rb++splt++=eminently
pleasing ^vbg+++xvbgx+=pleasing
to ^in++++=to
women ^nns++++=women:
: ^zz++++=EXTRAWORD
a ^at++++=a
spirit ^nn++++=spirit
of ^in++++=of
decorum ^nn++++=decorum
and ^cc++++=and
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
without ^in++++=without
any ^dti++++=any
pretensions ^nns++++=pretensions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
not ^xnot++not++=not
without ^in++++=without
a ^at++++=a
slight ^jj+atrb+++=slight
tendency ^nn++++=tendency
towards ^in++++=towards
careless ^jj+atrb+++=careless
satire ^nn++++=satire.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
behaviour ^nn++++=behaviour
towards ^in++++=towards
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
was ^vbd+bedz+vrb++=was
simple ^jj+pred+++=simple
and ^cc++++=and
frank ^np++++=frank,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whatever ^nn+nom+++=whatever
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
or ^cc++++=or
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
soul ^nn++++=soul
and ^cc++++=and
eyes ^nns++++=eyes
followed ^vbd+vprv+tht0+xvbn+=followed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
of ^in++++=of
a ^at++++=a
quiet ^jj+atrb+++=quiet
and ^cc+phrs+++=and
modest ^jj+atrb+++=modest
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
report ^vb++++=report
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
terrible ^jj+atrb+++=terrible
rake ^nn++++=rake;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
did ^vbd+dod+aux++=did
not ^xnot++not++=not
injure ^vb++++=injure
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
opinion ^nn++++=opinion
of ^in++++=of
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
like ^in++++=like
all ^abn++++=all
young ^jj+atrb+++=young
ladies ^nns++++=ladies
in ^rb++++=in
general ^rb"++++=general
excused ^vbd+++xvbn+=excused
with ^in++++=with
pleasure ^nn++++=pleasure
follies ^nns++++=follies
that ^tht+rel+subj++=that
gave ^vbd+++xvbn+=gave
indication ^nn+nom+++=indication
of ^in++++=of
boldness ^nns+nom+++=boldness
and ^cc++++=and
ardour ^nn++++=ardour
of ^in++++=of
temperament ^nn+nom+++=temperament.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
more ^ql++++=more
than ^cs+sub+++=than
everything ^pn++++=everything
else ^rb+cnj+++=else
more ^rbr++++=more
than ^in++++=than
his ^pp$+pp3+++=his
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
his ^pp$+pp3+++=his
agreeable ^jj+atrb+++=agreeable
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
his ^pp$+pp3+++=his
interesting ^jj+atrb+++=interesting
pallor ^nn++++=pallor,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
his ^pp$+pp3+++=his
arm ^nn++++=arm
in ^in++++=in
a ^at++++=a
sling ^nn++++=sling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
Hussar ^np+++??+=Hussar
excited ^vbd+++xvbn+=excited
her ^pp3o+pp3+++=her
curiosity ^nn+nom+++=curiosity
and ^cc++++=and
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
but ^cc++++=but
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
pleased ^vbd+++xvbnx+=pleased
her ^pp3o+pp3+++=her
very ^ql+amp+++=very
much ^ap++++=much;
; ^zz++++=EXTRAWORD
probably ^rb++++=probably
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
perception ^nn+nom+++=perception
and ^cc++++=and
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
already ^rb++splt++=already
observed ^vprf+++xvbnx+=observed
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
a ^at++++=a
distinction ^nn+nom+++=distinction
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
others ^aps++++=others;
; ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
then ^rn+tm+++=then
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
seen ^vprf+++xvbn+=seen
him ^pp3o+pp3+++=him
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet
or ^cc++++=or
heard ^vbd+vprv++xvbn+=heard
his ^pp$+pp3+++=his
declaration ^nn+nom+++=declaration?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
restrained ^jj+++xvbn+=restrained
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
timidity ^nn+nom+++=timidity,
, ^zz++++=EXTRAWORD
inseparable ^jj++++=inseparable
from ^in++++=from
true ^jj+atrb+++=true
love ^nn++++=love,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
coquetry ^nn++++=coquetry
of ^in++++=of
a ^at++++=a
crafty ^jj++++=crafty
wooer ^jjr++++=wooer?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
enigma ^nn++++=enigma
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
After ^in++++=After
long ^rb++++=long
reflection ^nn+nom+++=reflection,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
conclusion ^nn++++=conclusion
that ^tht+ncmp+++=that
timidity ^nn+nom+++=timidity
alone ^rb++++=alone
was ^vbd+bedz+vrb++=was
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
resolved ^vbd+vsua++xvbnx+=resolved
to ^to+vcmp+++=to
encourage ^nn+nom+++=encourage
him ^pp3o+pp3+++=him
by ^in++++=by
greater ^jjr+atrb+++=greater
attention ^nn+nom+++=attention
and ^cc++++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
circumstances ^nns+nom+++=circumstances
should ^md+nec+++=should
render ^vb++++=render
it ^pp3+it+++=it
necessary ^jj++++=necessary,
, ^zz++++=EXTRAWORD
even ^rb++++=even
by ^in++++=by
an ^at++++=an
exhibition ^nn+nom+++=exhibition
of ^in++++=of
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
prepared ^vbd+++xvbnx+=prepared
a ^at++++=a
most ^ql+emph+++=most
unexpected ^jj+atrb+++=unexpected
d ^zz++++=d
nouement ^nn+nom+++=nouement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waited ^vpsv++agls+xvbn+=waited
with ^in++++=with
impatience ^nn+nom+++=impatience
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment
of ^in++++=of
the ^ati++++=the
romantic ^jj+atrb+++=romantic
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
A ^at++++=A
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
of ^in++++=of
whatever ^nn+nom+++=whatever
nature ^nn++++=nature
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
always ^rb++++=always
presses ^nns+nom++??+=presses
heavily ^rb++++=heavily
upon ^in++++=upon
the ^ati++++=the
female ^jj+atrb+++=female
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
stratagem ^nn+++??+=stratagem
had ^vb+hv+vrb++=had
the ^ati++++=the
desired ^jj+atrb++xvbn+=desired
success ^nns+nom+++=success;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
Bourmin ^np+++??+=Bourmin
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
such ^abl++++=such
a ^at++++=a
reverie ^nn++++=reverie,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
eyes ^nns++++=eyes
rested ^vbd+++xvbn+=rested
with ^in++++=with
such ^abl++++=such
fire ^nn++++=fire
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
decisive ^jj+atrb+++=decisive
moment ^nn++++=moment
seemed ^vbd+seem++xvbn+=seemed
close ^jj++++=close
at ^rb++++=at
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbours ^nns++++=neighbours
spoke ^vbd+++xvbn+=spoke
about ^in++++=about
the ^ati++++=the
marriage ^nn+nom+++=marriage
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
matter ^nn++++=matter
already ^rb++++=already
decided ^vbd+vprv++xvbn+=decided
upon ^in+strn+++=upon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
good ^jj+atrb+++=good
Praskovia ^np+++??+=Praskovia
Petrovna ^np+++??+=Petrovna
rejoiced ^vbd+++xvbn+=rejoiced
that ^dt+dem+++=that
her ^pp3o+pp3+++=her
daughter ^nn+nom+++=daughter
had ^vb+hv+aux++=had
at ^rb++splt++=at
last ^rb"++++=last
found ^vbd+vprv++xvbn+=found
a ^at++++=a
lover ^nn++++=lover
worthy ^jj++++=worthy
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^cd1++++=one
occasion ^nn++++=occasion
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour,
, ^zz++++=EXTRAWORD
amusing ^jj++++=amusing
herself ^ppl+pp3+++=herself
with ^in++++=with
a ^at++++=a
pack ^nn++++=pack
of ^in++++=of
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Bourmin ^np+++??+=Bourmin
entered ^vbd+++xvbn+=entered
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
immediately ^rb+tm+++=immediately
inquired ^vbd+++xvbn+=inquired
for ^in++++=for
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady:
: ^zz++++=EXTRAWORD
" ^zz++++="go
go ^vb++++=EXTRAWORD
out ^rp+pl+++=out
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
wait ^vb++++=wait
here ^rn+pl+++=here
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bourmin ^np+++??+=Bourmin
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
lady ^npt++++=lady
made ^vbd+++xvbn+=made
the ^ati++++=the
sign ^nn++++=sign
of ^in++++=of
the ^ati++++=the
cross ^nn++++=cross
and ^cc++++=and
thought ^nn+++xvbn+=thought:
: ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
the ^ati++++=the
business ^nns+nom+++=business
will ^md+prd+++=will
be ^vb+be+aux++=be
settled ^vpsv++agls+xvbnx+=settled
to ^to++++=to-day!"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bourmin ^np+++??+=Bourmin
found ^vbd+vprv++xvbn+=found
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
near ^in+pl+++=near
the ^ati++++=the
pond ^nn++++=pond,
, ^zz++++=EXTRAWORD
under ^in++++=under
a ^at++++=a
willow ^nn++++=willow-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
book ^nn++++=book
in ^in++++=in
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
white ^jj+atrb+++=white
dress ^nn++++=dress:
: ^zz++++=EXTRAWORD
a ^at++++=a
veritable ^jj+atrb+++=veritable
heroine ^nn++++=heroine
of ^in++++=of
romance ^nn+nom+++=romance.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
first ^rb++++=first
few ^ap++++=few
questions ^nns+nom+++=questions
and ^cc++++=and
observations ^nns+nom+++=observations,
, ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
purposely ^rb++++=purposely
allowed ^vbd+++xvbn+=allowed
the ^ati++++=the
conversation ^nn+nom+++=conversation
to ^to++++=to
drop ^vbi++++=drop,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
increasing ^jj+++xvbg+=increasing
their ^pp$+pp3+++=their
mutual ^jj+atrb+++=mutual
embarrassment ^nn+nom+++=embarrassment,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
possible ^jj+atrb+++=possible
way ^nn++++=way
of ^in++++=of
escape ^nn++++=escape
except ^in++++=except
only ^rb+down+++=only
by ^in++++=by
a ^at++++=a
sudden ^jj+atrb+++=sudden
and ^cc+phrs+++=and
decisive ^jj+atrb+++=decisive
declaration ^nn+nom+++=declaration.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened:
: ^zz++++=EXTRAWORD
Bourmin ^np+++??+=Bourmin,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
the ^ati++++=the
difficulty ^nn++++=difficulty
of ^in++++=of
his ^pp$+pp3+++=his
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
declared ^nn+++xvbn+=declared
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
long ^rb++splt++=long
sought ^vprf+++xvbnx+=sought
for ^in++++=for
an ^at++++=an
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
open ^vbi++++=open
his ^pp$+pp3+++=his
heart ^nn++++=heart
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
requested ^vbd+vsua++xvbn+=requested
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
book ^nn++++=book
and ^cc++++=and
cast ^vb+++xvbn+=cast
down ^rp++++=down
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
compliance ^nn+nom+++=compliance
with ^in++++=with
his ^pp$+pp3+++=his
request ^nn++++=request.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bourmin ^np+++??+=Bourmin:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you
passionately... ^nn+++??+=passionately...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
blushed ^vbd+++xvbn+=blushed
and ^cc+phrs+++=and
lowered ^vbd+++xvbn+=lowered
her ^pp3o+pp3+++=her
head ^jjb++++=head
still ^rb++++=still
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
acted ^vprf+++xvbnx+=acted
imprudently ^rb++++=imprudently
in ^in++++=in
accustoming ^xvbg+++xvbg+=accustoming
myself ^ppl+pp1+++=myself
to ^in++++=to
the ^ati++++=the
sweet ^jj+atrb+++=sweet
pleasure ^nn++++=pleasure
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
and ^cc++++=and
hearing ^xvbg+++xvbg+=hearing
you ^pp2+pp2+++=you
daily... ^nn+++??+=daily...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
recalled ^vwbn+vprv++xvbn+=recalled
to ^in++++=to
mind ^nn++++=mind
the ^ati++++=the
first ^od++++=first
letter ^nn++++=letter
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Preux.[3 ^np+++??+=Preux.[3]
] ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
resist ^vbi++++=resist
my ^pp$+pp1+++=my
fate ^nn++++=fate;
; ^zz++++=EXTRAWORD
the ^ati++++=the
remembrance ^nn+nom+++=remembrance
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
dear ^jj+atrb+++=dear
incomparable ^jj+atrb+++=incomparable
image ^nn++++=image,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
henceforth ^rb++++=henceforth
be ^vb+be+vrb++=be
the ^ati++++=the
torment ^nn+nom+++=torment
and ^cc++++=and
the ^ati++++=the
consolation ^nn+nom+++=consolation
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^rn+pl+++=there
still ^rb++++=still
remains ^vbz++++=remains
a ^at++++=a
grave ^jj+atrb+++=grave
duty ^nn++++=duty
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
perform ^vbi++++=perform
to ^to++++=to
reveal ^vbi+vprv+++=reveal
to ^in++++=to
you ^pp2+pp2+++=you
a ^at++++=a
terrible ^jj+atrb+++=terrible
secret ^nn++++=secret
which ^whp+rel+subj++=which
will ^md+prd+++=will
place ^vb++++=place
between ^in++++=between
us ^pp1o+pp1+++=us
an ^at++++=an
insurmountable ^jj+atrb+++=insurmountable
barrier... ^nn+++??+=barrier...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
barrier ^nn++++=barrier
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
existed ^vprf+++xvbnx+=existed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupted ^vbd+++xvbn+=interrupted
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
hastily ^rb++++=hastily:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
never ^rb++++=never
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
wife ^nn++++=wife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
he ^pp3a+pp3+++=he
calmly ^rb++++=calmly:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
once ^cs+tm+++=once
loved ^vprf+++xvbn+=loved,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
death ^nn++++=death
and ^cc++++=and
three ^cd++++=three
years ^nns++++=years
of ^in++++=of
mourning.. ^nn+++??+=mourning....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Dear ^jj++++=Dear,
, ^zz++++=EXTRAWORD
kind ^nn++++=kind
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
try ^vb++++=try
to ^to+vcmp+++=to
deprive ^vbi++++=deprive
me ^pp1o+pp1+++=me
of ^in++++=of
my ^pp$+pp1+++=my
last ^jj+atrb+++=last
consolation ^nn+nom+++=consolation:
: ^zz++++=EXTRAWORD
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
consented ^vprf+++xvbnx+=consented
to ^to++++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
" ^zz++++="
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
for ^in++++=for
Heaven ^np++++=Heaven's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
torture ^nn++++=torture
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
most ^ql+emph+++=most
miserable ^jj+atrb+++=miserable
creature ^nn++++=creature
under ^in++++=under
the ^ati++++=the
sun ^nn++++=sun
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
already ^rb++splt++=already
married ^vpsv++agls+xvbnx+=married!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
in ^in++++=in
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
already ^rb++splt++=already
married ^vpsv++agls+xvbnx+=married,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Bourmin ^np+++??+=Bourmin:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
married ^vpsv++agls+xvbnx+=married
four ^cd++++=four
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
who ^whp+who+++=who
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
ever ^rb++splt++=ever
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
very ^ql+amp+++=very
strange ^jj++++=strange!
! ^zz++++=EXTRAWORD
Continue ^vb++++=Continue:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
relate ^vb++++=relate
to ^in++++=to
you ^pp2+pp2+++=you
afterwards.. ^nn+++??+=afterwards....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
continue ^vb++++=continue,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
the ^ati++++=the
year ^nn++++=year
1812 ^cd+date+++=1812,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
