Chapter ^nn++++=CHAPTER
descended ^vbd+++xvbn+=descended
from ^in++++=from
the ^ati++++=the
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
urn ^nn++++=urn
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
casting ^nvbg+++xvbg+=casting
an ^at++++=an
imploring ^jj+atrb++xvbg+=imploring
glance ^nn++++=glance
along ^in++++=along
the ^ati++++=the
first ^od++++=first
row ^vb++++=row
of ^in++++=of
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked:
: ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
kind ^nn++++=kind
enough ^dt++++=enough
to ^to++++=to
draw ^vbi++++=draw
out ^rb+phrv+++=out
the ^ati++++=the
theme ^nn++++=theme?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
sitting ^vbg+++xvbgx+=sitting
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
stirred ^j+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
The ^ati++++=The
improvisatore ^nn+++??+=improvisatore,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
Northern ^jj+atrb+++=Northern
indifference ^nn+nom+++=indifference,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
greatly ^rb+amp+++=greatly
disconcerted.. ^nn+++??+=disconcerted....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
he ^pp3a+pp3+++=he
perceived ^vbd+vprv++xvbnx+=perceived
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
a ^at++++=a
small ^jj++++=small
white ^jj++++=white-gloved
- ^zz++++=EXTRAWORD
gloved ^jj+atrb+++=EXTRAWORD
hand ^nn++++=hand
held ^vbd+vprv++xvbn+=held
up ^rp++++=up:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
quickly ^rb++++=quickly
and ^cc++++=and
advanced ^vpsv++agls+xvbn+=advanced
towards ^in++++=towards
a ^at++++=a
tall ^jj+atrb+++=tall
young ^jj+atrb+++=young
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
second ^od++++=second
row ^nn++++=row.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
without ^in++++=without
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
confusion ^nn++++=confusion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
simplicity ^nn+nom+++=simplicity
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
plunged ^xvbn+++xvbn+=plunged
her ^pp$+pp3+++=her
aristocratic ^jj+atrb+++=aristocratic
hand ^nn++++=hand
into ^in++++=into
the ^ati++++=the
urn ^nn++++=urn
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
a ^at++++=a
roll ^nn++++=roll
of ^in++++=of
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
please ^uh++++=please
unfold ^nn+++??+=unfold
it ^pp3+it+++=it
and ^cc++++=and
read ^vb+vprv++xvbn+=read,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
improvisatore ^nn+++??+=improvisatore
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
lady ^npt++++=lady
unrolled ^vbd+++xvbn+=unrolled
the ^ati++++=the
paper ^nn++++=paper
and ^cc++++=and
read ^vb+vprv++xvbn+=read
aloud ^rb++++=aloud:
: ^zz++++=EXTRAWORD
" ^zz++++="Cleopatra
cleopatra ^np++++=EXTRAWORD
e ^zz++++=e
i ^pp1a+pp1+++=i
suoi ^nn+++??+=suoi
amanti ^nn+++??+=amanti."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
These ^dt+dem+++=These
words ^nns++++=words
were ^vbd+bed+aux++=were
uttered ^vpsv++agls+xvbnx+=uttered
in ^in++++=in
a ^at++++=a
gentle ^jj+atrb+++=gentle
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
such ^abl++++=such
a ^at++++=a
deep ^nn++++=deep
silence ^nn+nom+++=silence
reigned ^vbd+++xvbn+=reigned
in ^in++++=in
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
everybody ^pn++++=everybody
heard ^vbd+vprv++xvbn+=heard
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
improvisatore ^nn++++=improvisatore
bowed ^vbd+++xvbn+=bowed
profoundly ^rb++++=profoundly
to ^in++++=to
the ^ati++++=the
young ^jj+atrb+++=young
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
gratitude ^nn++++=gratitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
platform ^nn++++=platform.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,"
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
the ^ati++++=the
audience ^nn+nom+++=audience:
: ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
lot ^nn++++=lot
has ^vbz+hvz+aux++=has
indicated ^vprf+++xvbnx+=indicated
as ^ql++++=as
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
improvisation ^nn+nom+++=improvisation:
: ^zz++++=EXTRAWORD
' ^zz++++='Cleopatra
cleopatra ^np++++=EXTRAWORD
and ^cc++++=and
her ^pp$+pp3+++=her
lovers ^nns++++=lovers,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
humbly ^jj+atrb+++=humbly
request ^nn++++=request
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
chosen ^vprf+++xvbnx+=chosen
this ^dt+dem+++=this
theme ^nn++++=theme,
, ^zz++++=EXTRAWORD
to ^to++++=to
explain ^vbi+vpub+++=explain
to ^in++++=to
me ^pp1o+pp1+++=me
his ^pp$+pp3+++=his
idea ^nn++++=idea:
: ^zz++++=EXTRAWORD
what ^wdt+who+++=what
lovers ^nns++++=lovers
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
here ^rn+pl+++=here
a ^at++++=a
question ^nn+nom+++=question
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
perch ^nn++++=perch
la ^&fw++++=la
grande ^&fw++++=grande
regina ^np++++=regina
haveva ^nn+++??+=haveva
molto ^nn+++??+=molto?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
these ^dt+dem+++=these
words ^nns++++=words,
, ^zz++++=EXTRAWORD
several ^ap++++=several
gentlemen ^nns++++=gentlemen
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
laughing ^nvbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
improvisatore ^nn+++??+=improvisatore
became ^vbd+++xvbn+=became
somewhat ^rb+down+++=somewhat
confused ^jj+++xvbn+=confused.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^to++++=EXTRAWORD
what ^wdt+who+++=what
historical ^jj+atrb+++=historical
feature ^nn++++=feature
does ^vbz+doz+vrb++=does
the ^ati++++=the
person ^nn++++=person,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
chosen ^vprf+++xvbnx+=chosen
this ^dt+dem+++=this
theme ^nn++++=theme,
, ^zz++++=EXTRAWORD
allude?. ^nn+++??+=allude?...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
feel ^vb+vprv+++=feel
very ^ql+amp+++=very
grateful ^jj++++=grateful
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
would ^md+prd+++=would
kindly ^rb++splt++=kindly
explain ^vb+vpub+++=explain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
hastened ^vbd+++xvbn+=hastened
to ^in++++=to
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
ladies ^nns++++=ladies
directed ^vwbn+++xvbn+=directed
their ^pp$+pp3+++=their
glances ^nns+nom+++=glances
towards ^in++++=towards
the ^ati++++=the
plain ^jj++++=plain-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
girl ^nn++++=girl
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
a ^at++++=a
theme ^nn++++=theme
at ^in++++=at
the ^ati++++=the
command ^nn++++=command
of ^in++++=of
her ^pp3o+pp3+++=her
mother ^npt++++=mother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
girl ^nn++++=girl
observed ^vbd+vprv++xvbn+=observed
this ^dt+dem+++=this
hostile ^jj+atrb+++=hostile
attention ^nn+nom+++=attention,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
became ^vbd+++xvbn+=became
so ^ql+emph+++=so
confused ^jj+++xvbn+=confused,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
tears ^nns++++=tears
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
her ^pp$+pp3+++=her
eyes.. ^nn+++??+=eyes....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Charsky ^np+++??+=Charsky
could ^md+pos+++=could
not ^xnot++not++=not
endure ^vb++++=endure
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turning ^nvbg+++xvbg+=turning
to ^in++++=to
the ^ati++++=the
improvisatore ^nn+++??+=improvisatore,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him
in ^in++++=in
Italian ^nn++++=Italian:
: ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
who ^whp+who+++=who
proposed ^vbd+vsua++xvbn+=proposed
the ^ati++++=the
theme ^nn++++=theme.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
in ^in++++=in
view ^nn++++=view
a ^at++++=a
passage ^nn+nom+++=passage
in ^in++++=in
Aurelius ^np++++=Aurelius
Victor ^np++++=Victor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
speaks ^vbz++++=speaks
as ^cs+sub+++=as
if ^cs+cnd+++=if
Cleopatra ^np+++??+=Cleopatra
used ^vwbn+++xvbn+=used
to ^in++++=to
name ^nn++++=name
death ^nn++++=death
as ^in++++=as
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
her ^pp$+pp3+++=her
love ^nn++++=love,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
there ^ex+pex+++=there
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
adorers ^nns+nom+++=adorers
whom ^whp+rel+obj++=whom
such ^abl++++=such
a ^at++++=a
condition ^nn+nom+++=condition
neither ^dt++neg++=neither
frightened ^jj+++xvbn+=frightened
nor ^cc++neg++=nor
repelled ^vbd+++xvbn+=repelled.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
subject ^nn++++=subject
is ^vbz+bez+vrb++=is
somewhat ^rb+down+++=somewhat
difficult.. ^nn+++??+=difficult....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
you ^pp2+pp2+++=you
not ^xnot++not++=not
choose ^vb++++=choose
another ^dt++++=another?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
improvisatore ^nn+++??+=improvisatore
already ^rb++++=already
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
approach ^nn++++=approach
of ^in++++=of
the ^ati++++=the
god.. ^nn+++??+=god....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
a ^at++++=a
sign ^nn++++=sign
to ^in++++=to
the ^ati++++=the
musicians ^nns++++=musicians
to ^to++++=to
play ^vbi++++=play.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
became ^vbd+++xvbn+=became
terribly ^rb++++=terribly
pale ^jj++++=pale;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
trembled ^vbd+++xvbnx+=trembled
as ^cs+sub+++=as
if ^cs+cnd+++=if
in ^in++++=in
a ^at++++=a
fever ^nn++++=fever;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
sparkled ^vbd+++xvbn+=sparkled
with ^in++++=with
a ^at++++=a
strange ^jj+atrb+++=strange
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
wiped ^j+++xvbn+=wiped
with ^in++++=with
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief
his ^pp$+pp3+++=his
lofty ^np++++=lofty
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
beads ^nns++++=beads
of ^in++++=of
perspiration.. ^nn+++??+=perspiration....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
then ^rn+tm+++=then
suddenly ^rb++++=suddenly
stepped ^vbd+++xvbn+=stepped
forward ^rb++++=forward
and ^cc++++=and
folded ^vbd+++xvbn+=folded
his ^pp$+pp3+++=his
arms ^nns++++=arms
across ^in+pl+++=across
his ^pp$+pp3+++=his
breast.. ^nn+++??+=breast....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
the ^ati++++=the
musicians ^nns++++=musicians
ceased.. ^nn+++??+=ceased....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
the ^ati++++=the
improvisation ^nn+nom+++=improvisation
began ^vbd+++xvbn+=began:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
palace ^nn++++=palace
glitters ^nns+nom+++=glitters;
; ^zz++++=EXTRAWORD
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
the ^ati++++=the
choir ^nn++++=choir
Echo ^nn++++=Echo
the ^ati++++=the
sounds ^nns++++=sounds
of ^in++++=of
the ^ati++++=the
flute ^nn++++=flute
and ^cc++++=and
lyre ^nn++++=lyre;
; ^zz++++=EXTRAWORD
With ^in++++=With
voice ^nn++++=voice
and ^cc++++=and
glance ^nn++++=glance
the ^ati++++=the
stately ^jj+atrb+++=stately
Queen ^nn++++=Queen
Gives ^vbz++++=Gives
animation ^nn+nom+++=animation
to ^in++++=to
the ^ati++++=the
festive ^jj+atrb+++=festive
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
eyes ^nns++++=eyes
are ^vb+ber+aux++=are
turned ^vpsv++agls+xvbnx+=turned
to ^in++++=to
her ^pp$+pp3+++=her
throne ^nn++++=throne
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
hearts ^nns++++=hearts
beat ^vbd+++xvbn+=beat
wildly ^rb++++=wildly
with ^in++++=with
ardent ^jj+atrb+++=ardent
love ^nn++++=love.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
suddenly ^rb++++=suddenly
that ^cs+sub+++=that
brow ^nn++++=brow
so ^rb+emph+++=so
proud ^jj++++=proud
Is ^vbz+bez+aux++=Is
shadowed ^vpsv++agls+xvbnx+=shadowed
with ^in++++=with
a ^at++++=a
gloomy ^jj+atrb+++=gloomy
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
slowly ^rb++++=slowly
on ^rp++++=on
her ^pp3o+pp3+++=her
heaving ^jj+atrb++xvbg+=heaving
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
pensive ^jj+atrb+++=pensive
head ^nn++++=head
sinks ^vbz++++=sinks
down ^rp++++=down
to ^in++++=to
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
music ^nn++++=music
ceases ^vbz++++=ceases,
, ^zz++++=EXTRAWORD
hushed ^jj++++=hushed
is ^vbz+bez+vrb++=is
each ^dt++++=each
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
feast ^nn++++=feast
falls ^vbz++++=falls
the ^ati++++=the
lull ^nn++++=lull
of ^in++++=of
death;"[1 ^nn+++??+=death;"[1]
] ^zz++++=EXTRAWORD
Footnote ^np+++??+=FOOTNOTE
[ ^zz++++=[1]
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
The ^ati++++=The
Story ^nn++++=story
Is ^vbz+bez+vrb++=is
Incomplete ^jj+pred+++=incomplete
In ^in++++=in
The ^ati++++=the
Original ^nn+nom+++=original.
 ^zz++++=EXTRAWORD
Translator ^nn++++=Translator.
 ^zz++++=EXTRAWORD
