You ^pp2+pp2+++=You're
the ^ati++++=the
right ^nn++++=right
and ^cc++++=and
then ^rn+tm+++=then
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
who ^whp+who+++=who
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
days ^nns++++=days
and ^cc++++=and
weeks ^nns++++=weeks
of ^in++++=of
expectation ^nn+nom+++=expectation
are ^vb+ber+vrb++=are
as ^ql++++=as
nothing ^pn++++=nothing
in ^in++++=in
comparison ^in"++++=comparison
with ^in"++++=with
those ^dt+dem+++=those
last ^ap++++=last
half ^abn++++=half-hours,
- ^zz++++=EXTRAWORD
hours ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
last ^jj+atrb+++=last
quarter ^nn++++=quarter
of ^in++++=of
an ^at++++=an
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
signal ^nn++++=signal-box,
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
endless ^jj+atrb+++=endless
network ^nn++++=network
of ^in++++=of
crossing ^xvbg+++xvbg+=crossing
rails ^nns++++=rails,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
long ^jj+atrb+++=long
wooden ^jj+atrb+++=wooden
platform ^nn++++=platform
edged ^vbd+++xvbn+=edged
with ^in++++=with
a ^at++++=a
row ^nn++++=row
of ^in++++=of
porters ^nns+nom+++=porters
in ^in++++=in
white ^jj+atrb+++=white
aprons.. ^nn+++??+=aprons....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
engineer ^nn+nom+++=engineer
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
his ^pp$+pp3+++=his
bag ^nn++++=bag
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
along ^in++++=along
the ^ati++++=the
corridor ^nn++++=corridor
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
to ^in++++=to
hail ^nn++++=hail
a ^at++++=a
porter ^nn++++=porter
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
train ^nn++++=train
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
engineer ^nn+nom+++=engineer
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
step ^nn++++=step.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
noticed ^vbd+vprv++xvbnx+=noticed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
nodded ^j+++xvbn+=nodded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
even ^rb++++=even
at ^rb++++=at
that ^dt+dem+++=that
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
pale ^nn++++=pale
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
A ^at++++=A
tall ^jj+atrb+++=tall
lady ^nn++++=lady
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
silvery ^jj+atrb+++=silvery
bodice ^nn++++=bodice
and ^cc++++=and
a ^at++++=a
large ^jj+atrb+++=large
velvet ^nn++++=velvet
hat ^nn++++=hat
and ^cc++++=and
blue ^jj+atrb+++=blue
veil ^nn++++=veil
went ^vbd+++xvbn+=went
past ^jjb++++=past
our ^pp$+pp1+++=our
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
girl ^nn++++=girl
in ^in++++=in
a ^at++++=a
short ^jj+atrb+++=short
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
with ^in++++=with
long ^jj++++=long,
, ^zz++++=EXTRAWORD
white ^jj++++=white-gaitered
- ^zz++++=EXTRAWORD
gaitered ^jj+atrb++xvbn+=EXTRAWORD
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
both ^abx++++=both
looking ^jj+++xvbg+=looking
for ^in++++=for
someone ^pn++++=someone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anxiously ^rb++++=anxiously
scanning ^vbg+++xvbg+=scanning
every ^at++++=every
window ^nn++++=window.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed
him ^pp3o+pp3+++=him
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
engineer ^nn+nom+++=engineer
cry ^nn++++=cry
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
choking ^jj+atrb++xvbg+=choking,
, ^zz++++=EXTRAWORD
trembling ^jj+atrb++xvbg+=trembling
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="Sannochka!"
sannochka ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
they ^pp3a+pp3+++=they
both ^abx++++=both
turned ^jj+++xvbn+=turned
round ^in+strn+++=round.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
a ^at++++=a
sharp ^jj+atrb+++=sharp
and ^cc+phrs+++=and
dreadful ^jj+atrb+++=dreadful
wail.. ^nn+++??+=wail....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++splt++=never
forget ^vb+vprv+tht0++=forget
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
cry ^nn++++=cry
of ^in++++=of
perplexity ^nn+nom+++=perplexity,
, ^zz++++=EXTRAWORD
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
lamentation ^nn+nom+++=lamentation,
, ^zz++++=EXTRAWORD
like ^in++++=like
nothing ^pn++++=nothing
else ^rb+cnj+++=else
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
ever ^rb++splt++=ever
heard ^vprf+++xvbnx+=heard.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
second ^od++++=second
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
engineer ^nn+nom+++=engineer's
's ^$++++=EXTRAWORD
head ^nn++++=head,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
somewhere ^rb++++=somewhere
between ^in++++=between
the ^ati++++=the
lower ^jjr+atrb+++=lower
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
train ^nn++++=train
and ^cc++++=and
the ^ati++++=the
platform ^nn++++=platform.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
his ^pp$+pp3+++=his
bright ^jj+atrb+++=bright
upstanding ^jj+atrb++xvbg+=upstanding
hair ^nn++++=hair
and ^cc++++=and
the ^ati++++=the
pinky ^nn+++??+=pinky
flesh ^nn++++=flesh
beneath ^in+strn+++=beneath,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
only ^rb+down+++=only
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
flashed ^vbd+++xvbn+=flashed
past ^nn++++=past
me ^pp1o+pp1+++=me
and ^cc++++=and
was ^vbd+bedz+vrb++=was
gone.. ^nn+++??+=gone....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Afterwards ^rb+tm+++=Afterwards
they ^pp3a+pp3+++=they
questioned ^vbd+vpub++xvbnx+=questioned
me ^pp1o+pp1+++=me
as ^in++++=as
a ^at++++=a
witness ^nns+nom+++=witness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
calm ^vbi++++=calm
the ^ati++++=the
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
could ^md+pos+++=could
one ^cd1++++=one
say ^vb+vpub+++=say
in ^in++++=in
such ^abl++++=such
a ^at++++=a
case ^nn++++=case?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
too ^rb++++=too
a ^at++++=a
distorted ^jj+atrb++xvbn+=distorted
red ^jj+atrb+++=red
lump ^nn++++=lump
of ^in++++=of
flesh ^nn++++=flesh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
from ^in++++=from
under ^in++++=under
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
afterwards ^rb+tm+++=afterwards
that ^cs+sub+++=that
his ^pp$+pp3+++=his
leg ^nn++++=leg
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
severed ^vpsv++agls+xvbnx+=severed
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
instinctively ^rb++++=instinctively
to ^to++++=to
save ^vbi++++=save
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
under ^in++++=under
the ^ati++++=the
train ^nn++++=train,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
body ^nn++++=body
was ^vbd+bedz+aux++=was
crushed ^vpsv++agls+xvbnx+=crushed
under ^in++++=under
the ^ati++++=the
wheels ^nns++++=wheels.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming
to ^in++++=to
the ^ati++++=the
most ^ql+emph+++=most
dreadful ^jj+atrb+++=dreadful
point ^nn++++=point
of ^in++++=of
my ^pp$+pp1+++=my
story ^nn++++=story.
. ^zz++++=EXTRAWORD
In ^in++++=In
those ^dt+dem+++=those
terrible ^jj++++=terrible,
, ^zz++++=EXTRAWORD
never ^rb++++=never-to-be-forgotten
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
be ^vb+be+aux++=EXTRAWORD
- ^zz++++=EXTRAWORD
forgotten ^vbn+vprv++xvbn+=EXTRAWORD
moments ^nns+nom+++=moments
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
strange ^jj+atrb+++=strange
consciousness ^nns+nom+++=consciousness
which ^whp+rel+subj++=which
would ^md+prd+++=would
not ^xnot++not++=not
leave ^nn++++=leave
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
stupid ^jj+atrb+++=stupid
death ^nn++++=death,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="absurd,
absurd ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
cruel ^jj++++=cruel,
, ^zz++++=EXTRAWORD
unjust ^jj++++=unjust,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc+cls+++=but
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
moment ^nn++++=moment
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
his ^pp$+pp3+++=his
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
seem ^vb+seem+++=seem
clear ^jj++++=clear
to ^in++++=to
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
the ^ati++++=the
thing ^nn++++=thing
must ^md+nec+++=must
happen ^vb+++??+=happen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
somehow ^rb++++=somehow
natural ^jj+pred+++=natural
and ^cc+phrs+++=and
logical ^jj++++=logical?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
explain ^vb+vpub+++=explain
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
not ^xnot++not++=not
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
here ^rn+pl+++=here
the ^ati++++=the
careless ^jj+atrb+++=careless
indifferent ^jj+atrb+++=indifferent
smile ^nn++++=smile
of ^in++++=of
my ^pp$+pp1+++=my
devil ^nn++++=devil?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
widow ^nn++++=widow
I ^pp1a+pp1+++=I
visited ^vbd+++xvbnx+=visited
her ^pp$+pp3+++=her
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
many ^ap++++=many
questions ^nns+nom+++=questions
about ^rb++++=about
him ^pp3o+pp3+++=him
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
both ^abx++++=both
had ^vbd+hvd+aux++=had
tempted ^vprf+++xvbnx+=tempted
Fate ^np++++=Fate
by ^in++++=by
their ^pp$+pp3+++=their
impatient ^jj+atrb+++=impatient
love ^nn++++=love,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
certainty ^nn++++=certainty
of ^in++++=of
meeting ^xvbg+++xvbg+=meeting,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
sureness ^nns+nom+++=sureness
of ^in++++=of
the ^ati++++=the
morrow ^nn++++=morrow.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
so.. ^nn+++??+=so....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
say.. ^nn+++??+=say....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
tried ^vprf+++xvbn+=tried
well ^jj+pred+++=well
of ^in++++=of
ancient ^jj+atrb+++=ancient
wisdom ^nn++++=wisdom,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
never ^rb++++=never
says ^vbz+vpub+++=says
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
intends ^vbz++++=intends
to ^to+vcmp+++=to
do ^vbi++++=do
something ^pn++++=something
either ^dtx++++=either
today ^nr+tm+++=to-day
or ^cc++++=or
tomorrow ^nr+tm+++=to-morrow
without ^in++++=without
adding ^xvbg+++xvbg+=adding
" ^zz++++="Insh-Allah,"
insh ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
allah ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
means ^nn++++=means,
, ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
God ^np++++=God,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
God ^np++++=God
will ^md+prd+++=will."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
yet ^rb++++=yet
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
a ^at++++=a
tempting ^nn++++=tempting
of ^in++++=of
Fate ^nn++++=Fate,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
just ^rb+emph+++=just
the ^ati++++=the
absurd ^jj+atrb+++=absurd
logic ^nn++++=logic
of ^in++++=of
a ^at++++=a
mysterious ^jj+atrb+++=mysterious
god ^nn++++=god.
. ^zz++++=EXTRAWORD
Greater ^jjr+atrb+++=Greater
joy ^nn++++=joy
than ^in++++=than
their ^pp$+pp3+++=their
mutual ^jj+atrb+++=mutual
expectation ^nn+nom+++=expectation,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
souls ^nns++++=souls
met ^vbd+++xvbn+=met
together ^nn+nom+++=together
greater ^jjr+atrb+++=greater
joy ^nn++++=joy,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
two ^cd++++=two
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
experienced ^vprf+++xvbnx+=experienced!
! ^zz++++=EXTRAWORD
God ^np++++=God
knows ^vbz+vprv+++=knows
what ^wdt+who+++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
awaited ^vprf+++xvbnx+=awaited
them ^pp3o+pp3+++=them
later ^rbr+tm+++=later!
! ^zz++++=EXTRAWORD
dischantment ^np+nom+++=Dischantment?
? ^zz++++=EXTRAWORD
weariness ^nns+nom+++=Weariness?
? ^zz++++=EXTRAWORD
boredom ^nn+nom+++=Boredom?
? ^zz++++=EXTRAWORD
perhaps ^rb++++=Perhaps
hate ^vb++++=hate?
? ^zz++++=EXTRAWORD
