This ^dt+dem+++=This
not ^xnot++not++=not
impaired ^vbd+++xvbn+=impaired
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
looks ^vb++++=looks
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
on ^in++++=on
purpose ^nn++++=purpose
to ^to++++=to
remind ^vbi++++=remind
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
of ^in++++=of
her ^pp$+pp3+++=her
fits ^vbz++++=fits,
, ^zz++++=EXTRAWORD
to ^to++++=to
prepare ^vbi++++=prepare
her ^pp$+pp3+++=her
not ^xnot++not++=not
to ^to++++=to
think ^vbi+vprv+++=think
it ^pp3+it+++=it
strange ^jj++++=strange
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
upon ^in++++=upon
writing ^xvbg+++xvbg+=writing
to ^in++++=to
her ^pp3o+pp3+++=her
brother ^npt++++=brother,
, ^zz++++=EXTRAWORD
to ^to++++=to
dispose ^vbi++++=dispose
of ^in+ppvb+++=of
rings ^nns++++=rings
and ^cc++++=and
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
look ^vb++++=look
so ^ql++++=so
much ^ap++++=much
like ^in++++=like
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
person ^nn++++=person's
's ^$++++=EXTRAWORD
request ^nn++++=request;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
took ^vbd+++xvbn+=took
accordingly ^rb++++=accordingly
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
as ^in++++=as
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
her ^pp$+pp3+++=her
fits ^vbz++++=fits
coming ^vbg+++xvbg+=coming
upon ^in+ppvb+++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
instances ^nns+nom+++=instances
of ^in++++=of
her ^pp$+pp3+++=her
wonderful ^jj+atrb+++=wonderful
love ^vb++++=love
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
and ^cc++++=and
care ^nn++++=care
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+aux++=be
affrighted ^vpsv++agls+xvbnx+=affrighted,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
appears ^vbz+seem+++=appears
in ^in++++=in
her ^pp$+pp3+++=her
whole ^jj+atrb+++=whole
management ^nn+nom+++=management,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
her ^pp$+pp3+++=her
coming ^vbg+++xvbg+=coming
to ^in++++=to
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
daytime ^nn++++=daytime,
, ^zz++++=EXTRAWORD
waiving ^jj+++xvbg+=waiving
the ^ati++++=the
salutation ^nn+nom+++=salutation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
alone ^rb++++=alone;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
her ^pp$+pp3+++=her
parting ^nvbg+++xvbg+=parting,
, ^zz++++=EXTRAWORD
to ^to++++=to
prevent ^vbi++++=prevent
a ^at++++=a
second ^od++++=second
attempt ^nn++++=attempt
to ^to+ncmp+++=to
salute ^vbi++++=salute
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
should ^md+nec+++=should
think ^vb+vprv+++=think
this ^dt+dem+++=this
relation ^nn+nom+++=relation
a ^at++++=a
reflection ^nn+nom+++=reflection
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
plain ^nn++++=plain
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does,
, ^zz++++=EXTRAWORD
by ^in++++=by
his ^pp$+pp3+++=his
endeavoring ^vb+++xvbg+=endeavoring
to ^to+vcmp+++=to
stifle ^vbi++++=stifle
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
imagine ^vb+vprv+++=imagine;
; ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
generality ^nn+nom+++=generality
believe ^vb+vprv+tht0++=believe
her ^pp$+pp3+++=her
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
discourse ^nn++++=discourse
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
heavenly ^jj++++=heavenly.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
two ^cd++++=two
great ^jj+atrb+++=great
errands ^nns+++??+=errands
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
to ^in++++=to
comfort ^nn++++=comfort
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
in ^in++++=in
her ^pp$+pp3+++=her
affliction ^nn+nom+++=affliction,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
ask ^vbi++++=ask
her ^pp$+pp3+++=her
forgiveness ^nns+nom+++=forgiveness
for ^in++++=for
her ^pp$+pp3+++=her
breach ^nn++++=breach
of ^in++++=of
friendship ^nn+nom+++=friendship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
pious ^jj+atrb+++=pious
discourse ^nn++++=discourse
to ^to++++=to
encourage ^nn+nom+++=encourage
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
So ^ql++++=So
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
to ^to++++=to
suppose ^vbi+vprv+++=suppose
that ^tht+vcmp+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
could ^md+pos+++=could
hatch ^vb++++=hatch
such ^abl++++=such
an ^at++++=an
invention ^nn+nom+++=invention
as ^in++++=as
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
from ^in++++=from
Friday ^nr++++=Friday
noon ^nn++++=noon
to ^in++++=to
Saturday ^nr++++=Saturday
noon ^nn++++=noon
supposing ^vb+vprv++xvbg+=supposing
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal's
's ^$++++=EXTRAWORD
death ^nn++++=death
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
moment ^nn++++=moment
without ^in++++=without
jumbling ^nn+nom+++=jumbling
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
any ^dti++++=any
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
be ^vb+be+vrb++=be
more ^rbr++++=more
witty ^jj+pred+++=witty,
, ^zz++++=EXTRAWORD
fortunate ^jj++++=fortunate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wicked ^jj++++=wicked,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
than ^in++++=than
any ^dti++++=any
indifferent ^jj+atrb+++=indifferent
person ^nn++++=person,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
allow ^vb++++=allow.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
several ^ap++++=several
times ^nns++++=times
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
gown ^nn++++=gown.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
modestly ^jj++++=modestly,
, ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
my ^pp$+pp1+++=my
senses ^nns++++=senses
be ^vb+be+aux++=be
to ^to++++=to
be ^vbi+vbi+aux++=be
relied ^vpsv++agls+xvbnx+=relied
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
sound ^nn++++=sound
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
clapped ^vbd+++xvbnx+=clapped
her ^pp$+pp3+++=her
hand ^nn++++=hand
upon ^in++++=upon
her ^pp$+pp3+++=her
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
remember ^nn+nom+++=remember
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
be ^vbi++vrb++=be
as ^ql++++=as
much ^ap++++=much
a ^at++++=a
substance ^nn+nom+++=substance
as ^ql++++=as
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
who ^whp+who+++=who
talked ^vbd+++xvbn+=talked
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="be
be ^vb+be+aux++=EXTRAWORD
as ^cs+sub+++=as
soon ^rb+tm+++=soon
persuaded ^vbn+vsua++xvbn+=persuaded
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
apparition ^nn+nom+++=apparition
is ^vbz+bez+aux++=is
talking ^vbg+++xvbgx+=talking
to ^in++++=to
me ^pp1o+pp1+++=me
now ^rn+tm+++=now
as ^ql++++=as
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
really ^rb+emph+++=really
see ^vb+vprv+++=see
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
under ^in++++=under
no ^at++++=no
manner ^nn++++=manner
of ^in++++=of
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
received ^vbd+++xvbn+=received
her ^pp$+pp3+++=her
as ^in++++=as
a ^at++++=a
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
parted ^vpsv++agls+xvbn+=parted
with ^in+ppvb+++=with
her ^pp$+pp3+++=her
as ^in++++=as
such ^abl++++=such.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="give
give ^vb++++=EXTRAWORD
one ^cd1++++=one
farthing ^nn++++=farthing
to ^to++++=to
make ^vbi++++=make
any ^dti++++=any
one ^cd1++++=one
believe ^vb+vprv+tht0++=believe
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
interest ^nn++++=interest
in ^in++++=in
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
trouble ^nn++++=trouble
is ^vbz+bez+aux++=is
entailed ^vpsv++agls+xvbnx+=entailed
upon ^in++++=upon
me ^pp1o+pp1+++=me
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
for ^in++++=for
aught ^vwbn+++xvbn+=aught
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
it ^pp3+it+++=it
not ^xnot++not++=not
come ^vprf+++xvbn+=come
to ^in++++=to
light ^nn++++=light
by ^in++++=by
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
public ^jj++++=public."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she
will ^md+prd+++=will
make ^vb++++=make
her ^pp$+pp3+++=her
own ^ap++++=own
private ^jj+atrb+++=private
use ^nn++++=use
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keep ^vb++++=keep
herself ^ppl+pp3+++=herself
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
she ^pp3a+pp3+++=she
can ^md+pos+++=can;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
since ^in++++=since.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
thirty ^cd++++=thirty
miles ^nns++++=miles
to ^in++++=to
her ^pp$+pp3+++=her
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
relation ^nn+nom+++=relation;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
told ^vprf++tht0+xvbnx+=told
it ^pp3+it+++=it
to ^in++++=to
a ^at++++=a
roomful ^nn+nom+++=roomful
of ^in++++=of
people ^nns++++=people
at ^rb++++=at
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
particular ^jj+atrb+++=particular
gentlemen ^nns++++=gentlemen
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
the ^ati++++=the
story ^nn++++=story
from ^in++++=from
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
own ^ap++++=own
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
thing ^nn++++=thing
has ^vbz+hvz+vrb++=has
very ^ql+amp+++=very
much ^ap++++=much
affected ^jj+++xvbn+=affected
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
as ^cs+sub+++=as
well ^rb++++=well
satisfied ^jj+++xvbn+=satisfied
as ^ql++++=as
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
of ^in++++=of
the ^ati++++=the
best ^jjt++++=best-grounded
- ^zz++++=EXTRAWORD
grounded ^jj+atrb++xvbn+=EXTRAWORD
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
why ^wrb+who+++=why
we ^pp1a+pp1+++=we
should ^md+nec+++=should
dispute ^vb++++=dispute
matter ^nn++++=matter
of ^in++++=of
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
solve ^vb++++=solve
things ^nns++++=things
of ^in++++=of
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
can ^md+pos+++=can
have ^vb+hv+vrb++=have
no ^at++++=no
certain ^jj+atrb+++=certain
or ^cc+phrs+++=or
demonstrative ^jj+atrb+++=demonstrative
notions ^nns+nom+++=notions,
, ^zz++++=EXTRAWORD
seems ^vbz+seem+++=seems
strange ^jj++++=strange
to ^in++++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
authority ^nn+nom+++=authority
and ^cc++++=and
sincerity ^nn+nom+++=sincerity
alone ^rb++++=alone
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbn+=been
undoubted ^jj+pred+++=undoubted
in ^in++++=in
any ^dti++++=any
other ^ap++++=other
case ^nn++++=case.
. ^zz++++=EXTRAWORD
