Mr ^npt++++=Mr.
this ^dt+dem+++=this
decision ^nn++++=decision
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
marvelled ^vbd+++xvbnx+=marvelled
at ^in++++=at
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
about ^in++++=about
the ^ati++++=the
room ^nn++++=room
feeling ^vwbg+++xvbg+=feeling
strong ^jj++++=strong
and ^cc+phrs+++=and
elastic ^jj++++=elastic.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tore ^vbd+++xvbnx+=tore
up ^rb+phrv+++=up
the ^ati++++=the
will ^nn++++=will
because ^cs+cos+++=because
it ^pp3+it+++=it
charged ^vbd+++xvbn+=charged
her ^pp3o+pp3+++=her
crime ^nn++++=crime
upon ^in++++=upon
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
tore ^j+++xvbn+=tore
up ^rp++++=up
the ^ati++++=the
letter ^nn++++=letter
to ^in++++=to
the ^ati++++=the
coroner ^nn++++=coroner;
; ^zz++++=EXTRAWORD
collected ^xvbn+++xvbn+=collected
all ^abn++++=all
the ^ati++++=the
scraps ^nns++++=scraps
of ^in++++=of
paper ^nn++++=paper
and ^cc++++=and
carefully ^rb++++=carefully
burned ^jj+++xvbn+=burned
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
a ^at++++=a
new ^nn++++=new
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
free ^jj++++=free
from ^in++++=from
stain ^nn++++=stain,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
all ^abn++++=all
his ^pp$+pp3+++=his
property ^nn++++=property
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
only ^rb+down+++=only
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
her ^pp3o+pp3+++=her
a ^at++++=a
letter ^nn++++=letter--formal,
-- ^--+clp+++=EXTRAWORD
formal ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^rb+emph"+++=course--merely
-- ^--+clp+++=EXTRAWORD
merely ^rb+down+++=EXTRAWORD
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
his ^pp$+pp3+++=his
life ^nn++++=life
a ^at++++=a
mistake ^nn++++=mistake;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
sealed ^vbd+++xvbnx+=sealed,
, ^zz++++=EXTRAWORD
addressed ^j+++xvbn+=addressed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vpsv++agls+xvbn+=placed
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Stockton ^np+++??+=Stockton--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
false ^jj+atrb+++=false
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
the ^ati++++=the
betrayer ^jjr++++=betrayer
and ^cc++++=and
destroyer ^nn+nom+++=destroyer--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
should ^md+nec+++=should
die ^vb++++=die,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
should ^md+nec+++=should
die ^vb++++=die
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
with ^in++++=with
a ^at++++=a
stain ^nn++++=stain
on ^in++++=on
his ^pp$+pp3+++=his
name ^nn++++=name--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
were ^vbd+bed+vrb++=were
impossible ^jj+pred+++=impossible,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
would ^md+prd+++=would
reflect ^vb+vprv+++=reflect
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
a ^at++++=a
new ^jj+atrb+++=new
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
would ^md+prd+++=would
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
likely ^jj++++=likely
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
room ^nn++++=room--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
friend ^nn++++=friend
and ^cc++++=and
the ^ati++++=the
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
people ^vb++++=people
think ^vb+vprv+++=think?
? ^zz++++=EXTRAWORD
A ^at++++=A
duel ^nn++++=duel?
? ^zz++++=EXTRAWORD
For ^in++++=For
what ^wdt+who+++=what
reason ^nn++++=reason?
? ^zz++++=EXTRAWORD
Murder ^nn++++=Murder
and ^cc++++=and
suicide ^nn++++=suicide?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
had ^vbd+hvd+aux++=had
handled ^vprf+++xvbnx+=handled
the ^ati++++=the
weapon ^nn++++=weapon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
what ^wdt+who+++=what
possible ^jj+atrb+++=possible
cause ^nn++++=cause?
? ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
which ^whp+rel+obj++=which
suspicion ^nn++++=suspicion
would ^md+prd+++=would
travel ^vb++++=travel
was ^vbd+bedz+vrb++=was
too ^ql++++=too
short ^jj++++=short
and ^cc+phrs+++=and
wide ^jj++++=wide.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fair ^jj+atrb+++=fair
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
guarded ^vpsv++agls+xvbnx+=guarded--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
decided ^vpsv++agls+xvbnx+=decided
upon ^in+strn+++=upon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
consideration ^nn+nom+++=consideration.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
other ^ap++++=other
matters ^nns+nom+++=matters
to ^to++++=to
be ^vbi+vbi+aux++=be
thought ^vpsv++agls+xvbnx+=thought
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+++=Suppose
that ^tht+vcmp+++=that
Stockton ^np+++??+=Stockton
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
husband ^nn++++=husband
and ^cc++++=and
Randolph ^np++++=Randolph
the ^ati++++=the
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
God ^np++++=God!
! ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
brutes ^nns+++??+=brutes,
, ^zz++++=EXTRAWORD
frenzied ^jj++++=frenzied
with ^in++++=with
rage ^nn++++=rage
and ^cc++++=and
jealousy ^nn++++=jealousy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
power ^nn++++=power
to ^to+ncmp+++=to
hold ^vbi+vprv+++=hold
nature ^nn++++=nature's
's ^$++++=EXTRAWORD
mirror ^nn++++=mirror
before ^in++++=before
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
to ^to++++=to
feel ^vbi+vprv+++=feel
compassion ^nn++++=compassion,
, ^zz++++=EXTRAWORD
to ^to++++=to
exercise ^vbi++++=exercise
charity ^nn+nom+++=charity,
, ^zz++++=EXTRAWORD
to ^to++++=to
weigh ^vbi++++=weigh
with ^in++++=with
a ^at++++=a
steady ^jj+atrb+++=steady
hand ^nn++++=hand
the ^ati++++=the
weaknesses ^nns+nom+++=weaknesses
and ^cc++++=and
frailties ^nns+++??+=frailties
of ^in++++=of
their ^pp$+pp3+++=their
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
to ^to++++=to
feel ^vbi+vprv+++=feel
humility ^nn+nom+++=humility,
, ^zz++++=EXTRAWORD
to ^in++++=to
bow ^nn++++=bow
the ^ati++++=the
head ^nn++++=head
before ^in++++=before
the ^ati++++=the
inscrutable ^jj+atrb+++=inscrutable
ways ^nns++++=ways
of ^in++++=of
nature ^nn++++=nature?
? ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Have
they ^pp3a+pp3+++=they
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
No ^at++++=No?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
men ^nns++++=men?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
no ^at++++=no
better ^jjr++++=better
in ^cs+sub+++=in
that ^cs"++++=that
regard ^nn++++=regard
than ^in++++=than
brutes ^nns+++??+=brutes.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
it ^pp3+it+++=it
punish ^vb++++=punish
Stockton ^np+++??+=Stockton
to ^to++++=to
kill ^vbi++++=kill
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
can ^md+pos+++=can
be ^vb+be+vrb++=be
no ^at++++=no
punishment ^nn+nom+++=punishment
in ^in++++=in
death ^nn++++=death;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+vrb++=be
only ^rb+down+++=only
in ^in++++=in
dying ^xvbg+++xvbg+=dying;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
even ^rb++++=even
dying ^vbg+++xvbg+=dying
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
unpleasant ^jj++++=unpleasant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
death ^nn++++=death
is ^vbz+bez+vrb++=is
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
suffering ^xvbg+++xvbg+=suffering.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
way ^nn++++=way
under ^in++++=under
heaven ^nn++++=heaven
to ^to++++=to
give ^vbi++++=give
him ^pp3o+pp3+++=him
adequate ^jj+atrb+++=adequate
punishment ^nn+nom+++=punishment.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
all ^abn++++=all.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
so ^rb++++=so.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
removing ^xvbg+++xvbg+=removing
him ^pp3o+pp3+++=him
from ^in++++=from
her ^pp$+pp3+++=her
life ^nn++++=life?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
merely ^rb+down+++=merely
revenge ^nn++++=revenge--revenge
-- ^--+clp+++=EXTRAWORD
revenge ^nn++++=EXTRAWORD
upon ^in++++=upon
both ^abx++++=both
of ^in++++=of
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
lies ^nns++++=lies
the ^ati++++=the
nobility ^nn+nom+++=nobility
of ^in++++=of
such ^abl++++=such
revenge ^nn++++=revenge?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
both ^abx++++=both
should ^md+nec+++=should
live ^vb++++=live,
, ^zz++++=EXTRAWORD
both ^abx++++=both
go ^vb++++=go
unexposed ^jj+++xvbn+=unexposed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
might ^md+pos+++=might
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
After ^in++++=After
all ^abn++++=all,
, ^zz++++=EXTRAWORD
whom ^whp+rel+subj++=whom
would ^md+prd+++=would
that ^dt+pdem+++=that
disturb ^vb++++=disturb,
, ^zz++++=EXTRAWORD
with ^in++++=with
whose ^whp+rel+pied++=whose
pleasure ^nn++++=pleasure
interfere ^vb++++=interfere?
? ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
no ^at++++=no
sound ^nn++++=sound
of ^in++++=of
their ^pp$+pp3+++=their
happiness ^nns+nom+++=happiness
could ^md+pos+++=could
penetrate ^nn+nom+++=penetrate
the ^ati++++=the
grave ^nn++++=grave;
; ^zz++++=EXTRAWORD
violence ^nn+nom+++=violence
would ^md+prd+++=would
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
to ^in++++=to
none ^pn++++=none
of ^in++++=of
nature ^nn++++=nature's
's ^$++++=EXTRAWORD
laws ^nns++++=laws.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
they ^pp3a+pp3+++=they
not ^xnot++not++=not
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
should ^md+nec+++=should
they ^pp3a+pp3+++=they
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
there ^rn+pl+++=there
any ^dti++++=any
reason ^nn++++=reason
under ^in++++=under
the ^ati++++=the
sun ^nn++++=sun
that ^tht+rel+++=that
wisdom ^nn++++=wisdom,
, ^zz++++=EXTRAWORD
charity ^nn+nom+++=charity,
, ^zz++++=EXTRAWORD
compassion ^nn++++=compassion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
high ^jj+atrb+++=high
manhood ^nn+nom+++=manhood
could ^md+pos+++=could
give ^vb++++=give
why ^wrb+who+++=why
they ^pp3a+pp3+++=they
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
suppose ^vb+vprv+++=suppose
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
suspect ^vb+vprv+++=suspect
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
suicide ^nn++++=suicide;
; ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
would ^md+prd+++=would
likely ^jj+atrb+++=likely
poison ^nn++++=poison
her ^pp$+pp3+++=her
life ^nn++++=life,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
consciousness ^nns+nom+++=consciousness
of ^in++++=of
guilt ^nn++++=guilt
would ^md+prd+++=would
give ^vb++++=give
substance ^nn+nom+++=substance
to ^in++++=to
suspicion ^nn++++=suspicion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
result ^nn++++=result
would ^md+prd+++=would
be ^vb+be+vrb++=be
an ^at++++=an
abhorrence ^nn+nom+++=abhorrence
of ^in++++=of
self ^nn++++=self,
, ^zz++++=EXTRAWORD
a ^at++++=a
detestation ^nn+nom+++=detestation
of ^in++++=of
the ^ati++++=the
participant ^nn+nom+++=participant
in ^in++++=in
her ^pp$+pp3+++=her
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
a ^at++++=a
belief ^nn++++=belief
that ^tht+ncmp+++=that
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
long ^rb++++=long
train ^nn++++=train
of ^in++++=of
evils ^nns++++=evils
which ^whp+rel+subj++=which
would ^md+prd+++=would
seriously ^rb++splt++=seriously
impair ^vb++++=impair,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
wholly ^rb++++=wholly
destroy ^vb++++=destroy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
desired ^jj+atrb++xvbn+=desired
serenity ^nn+nom+++=serenity
of ^in++++=of
her ^pp$+pp3+++=her
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
there ^rn+pl+++=there
any ^dti++++=any
way ^nn++++=way
to ^to++++=to
prevent ^vbi++++=prevent
the ^ati++++=the
birth ^nn++++=birth
of ^in++++=of
such ^abl++++=such
a ^at++++=a
suspicion ^nn++++=suspicion?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
way ^nn++++=way.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
Randolph ^np++++=Randolph
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
it ^pp3+it+++=it
out ^rp+pl+++=out
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
an ^at++++=an
enormous ^jj+atrb+++=enormous
load ^nn++++=load
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
removed ^vpsv++agls+xvbnx+=removed
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
shone ^vbd+++xvbn+=shone
brightly ^rb+cnj+++=brightly,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
were ^vbd+bed+aux++=were
flushed ^vpsv++agls+xvbnx+=flushed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
look ^nn++++=look
of ^in++++=of
pride ^nn++++=pride
and ^cc++++=and
triumph ^nn++++=triumph
lighted ^vbd+++xvbn+=lighted
up ^rp++++=up
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
removed ^xvbn+++xvbn+=removed
the ^ati++++=the
revolver ^nn+nom+++=revolver
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
table ^nn++++=table;
; ^zz++++=EXTRAWORD
wrote ^j+++xvbn+=wrote
his ^pp$+pp3+++=his
wife ^nn++++=wife
an ^at++++=an
affectionate ^jj+atrb+++=affectionate
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
become ^vb++++=become
aware ^jj++++=aware
of ^in++++=of
an ^at++++=an
incurable ^jj+atrb+++=incurable
ailment ^nn+nom+++=ailment
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
courage ^nn+nom+++=courage
to ^to++++=to
face ^vbi++++=face
through ^in++++=through
months ^nns++++=months
or ^cc++++=or
years ^nns++++=years
of ^in++++=of
suffering ^xvbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begged ^vbd+++xvbn+=begged
her ^pp$+pp3+++=her
to ^to++++=to
look ^vbi++++=look
to ^to+vcmp+++=to
Stockton ^vb+++??+=Stockton
for ^in++++=for
friendship ^nn+nom+++=friendship
and ^cc++++=and
advice ^nn++++=advice;
; ^zz++++=EXTRAWORD
wrote ^j+++xvbn+=wrote
to ^in++++=to
Stockton ^np+++??+=Stockton,
, ^zz++++=EXTRAWORD
charging ^jj+++xvbg+=charging
him ^pp3o+pp3+++=him
with ^in++++=with
her ^pp$+pp3+++=her
protection ^nn+nom+++=protection;
; ^zz++++=EXTRAWORD
burned ^j+++xvbn+=burned
the ^ati++++=the
last ^ap++++=last
will ^md+prd+++=will
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
and ^cc+phrs+++=and
drew ^vbd+++xvbn+=drew
a ^at++++=a
new ^jj+atrb+++=new
one ^pn++++=one,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
them ^pp3o+pp3+++=them
the ^ati++++=the
property ^nn++++=property
jointly ^rb+cnj+++=jointly,
, ^zz++++=EXTRAWORD
on ^in++++=on
condition ^nn+nom+++=condition
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
marry ^vb++++=marry
within ^in++++=within
two ^cd++++=two
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
perfectly ^rb+amp+++=perfectly
clear ^jj++++=clear
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
pen ^nn++++=pen
and ^cc++++=and
sighed ^vbd+++xvbn+=sighed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
face ^nn++++=face
was ^vbd+bedz+vrb++=was
bright ^jj+pred+++=bright
and ^cc+phrs+++=and
tranquil ^jj++++=tranquil.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
the ^ati++++=the
revolver ^nn+nom+++=revolver,
, ^zz++++=EXTRAWORD
cocked ^j+++xvbn+=cocked
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
the ^ati++++=the
muzzle ^nn++++=muzzle
against ^in++++=against
his ^pp$+pp3+++=his
temple ^nn++++=temple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
the ^ati++++=the
tremor ^nn++++=tremor
of ^in++++=of
a ^at++++=a
nerve ^nn++++=nerve
he ^pp3a+pp3+++=he
pressed ^vbd+++xvbn+=pressed
the ^ati++++=the
trigger ^nn++++=trigger.
. ^zz++++=EXTRAWORD
