Hit ^vbd+++xvbn+=Hit
'll ^md+prd+++0=EXTRAWORD
murther ^jjr++++=murther
you ^pp2+pp2+++=you!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lights ^nns++++=lights
av ^nn++++=av
the ^ati++++=the
thraps ^nns+++??+=thraps
people ^nns++++=people
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Gaff ^np+++??+=Gaff
was ^vbd+bedz+vrb++=was
showin ^nn+++??+=showin'
' ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
parade ^nn++++=parade
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
an ^at++++=an',
', ^nn+++??+=EXTRAWORD
by ^in++++=by
this ^dt+pdem+++=this
and ^cc++++0=an'
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
thim ^nn+++??+=thim
two ^cd++++=two
women ^nns++++=women
worked ^vbd+++xvbn+=worked
at ^rb++++=at
the ^ati++++=the
bundles ^nns++++=bundles
and ^cc++++0=an'
thrunks ^nns+++??+=thrunks
was ^vbd+bedz+vrb++=was
a ^at++++=a
caution ^nn+nom+++=caution!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
dyin ^nn+++??+=dyin'
' ^zz++++=EXTRAWORD
to ^to++++=to
help ^vbi++++=help,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
seein ^nn+++??+=seein'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
known ^vpsv++agls+xvbnx+=known,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
wid ^in++++=wid
the ^ati++++=the
blanket ^nn++++=blanket
roun ^nn+++??+=roun'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
and ^cc++++0=an'
coughed ^vbd+++xvbn+=coughed
and ^cc+phrs+++0=an'
thanked ^vbd+++xvbn+=thanked
the ^ati++++=the
Saints ^nns++++=Saints
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
moon ^np++++=moon
that ^tht+rel+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
" ^zz++++="Whin
whin ^nn+++??+=EXTRAWORD
all ^abn++++=all
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
niver ^jjr++++=niver
asked ^jj+++xvbn+=asked
for ^in++++=for
_bukshish_ ^nn+++??+=_bukshish_
but ^cc++++=but
dhruv ^nn+++??+=dhruv
tremenjus ^nns+++??+=tremenjus
in ^in++++=in
the ^ati++++=the
opp ^nn+++??+=opp'site
'site ^nn+++??+=EXTRAWORD
way ^nn++++=way
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
carr ^np++++=carr'ge
'ge ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
put ^vb+++xvbn+=put
out ^rb+phrv+++=out
my ^pp$+pp1+++=my
lights ^nns++++=lights.
. ^zz++++=EXTRAWORD
Presintly ^np+++??+=Presintly,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
naygur ^nn+++??+=naygur-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
wallowin ^nn+++??+=wallowin'
' ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slipped ^vbd+++xvbnx+=slipped
down ^rp++++=down
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
suspicioned ^vbd+++xvbnx+=suspicioned
Providence ^np+nom++??+=Providence
was ^vbd+bedz+vrb++=was
wid ^in++++=wid
me ^pp1o+pp1+++=me
all ^abn++++=all
through ^in++++=through
that ^dt+dem+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twas
was ^vbd+bedz+vrb++=EXTRAWORD
Jungi ^np+++??+=Jungi,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
nose ^nn++++=nose
smashed ^vbd+++xvbn+=smashed
in ^in++++=in
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
all ^abn++++=all
dumb ^jj++++=dumb
sick ^jj++++=sick
as ^ql++++=as
you ^pp2+pp2+++=you
please ^uh++++=please.
. ^zz++++=EXTRAWORD
Dennis ^np++++=Dennis's
's ^$++++=EXTRAWORD
man ^nn++++=man
must ^md+nec+++=must
have ^vb+hv+aux++=have
tilted ^vprf+++xvbnx+=tilted
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
av ^nn++++=av
the ^ati++++=the
thrap ^nn+++??+=thrap.
. ^zz++++=EXTRAWORD
Whin ^np+++??+=Whin
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
' ^zz++++='Hutt!'
hutt ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
howl ^vbi++++=howl.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
black ^jj+atrb+++=black
lump ^nn++++=lump
av ^nn++++=av
dirt ^nn++++=dirt,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sez ^nn+++??+=sez,
, ^zz++++=EXTRAWORD
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
the ^ati++++=the
way ^nn++++=way
you ^pp2+pp2+++=you
dhrive ^nn++++=dhrive
your ^pp$+pp2+++=your
_gharri_ ^nn+++??+=_gharri_?
? ^zz++++=EXTRAWORD
That ^dt+dem+++=That
_tikka_ ^nn+++??+=_tikka_
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
_owin ^nn+++??+=_owin'_
'_ ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
_fere-owin ^nn+++??+=_fere-owin'_
'_ ^nn+++??+=EXTRAWORD
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
bloomin ^nn+++??+=bloomin'
' ^zz++++=EXTRAWORD
country ^nn++++=country
this ^dt+dem+++=this
whole ^jj+atrb+++=whole
bloomin ^nn+++??+=bloomin'
' ^zz++++=EXTRAWORD
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
you ^pp2+pp2+++=you
as ^in++++=as
_mut ^nn+++??+=_mut-walla_
- ^zz++++=EXTRAWORD
walla_ ^nn+++??+=EXTRAWORD
as ^ql++++=as
Davey ^np++++=Davey's
's ^$++++=EXTRAWORD
sow ^vb++++=sow.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
up ^rp++++=up,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
hog ^nn++++=hog!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
louder ^jjr++++=louder,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
wheels ^nns++++=wheels
av ^nn++++=av
a ^at++++=a
thrap ^nn+++??+=thrap
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark;
; ^zz++++=EXTRAWORD
' ^zz++++='get
get ^vb++++=EXTRAWORD
up ^rp++++=up
and ^cc++++0=an'
light ^nn++++=light
your ^pp$+pp2+++=your
lamps ^nns++++=lamps,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
run ^vpsv++agls+xvbnx+=run
into ^in+ppvb+++=into!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
the ^ati++++=the
Railway ^nn++++=Railway
Station ^nn+nom+++=Station.
. ^zz++++=EXTRAWORD
" ^zz++++="'Fwhat
' ^zz++++=EXTRAWORD
fwhat ^nn+++??+=EXTRAWORD
the ^ati++++=the
divil ^nn+++??+=divil's
's ^$++++=EXTRAWORD
this ^dt+pdem+++=this?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
the ^ati++++=the
Capt ^npt++++=Capt'n's
'n's ^vbz+++??+0=EXTRAWORD
voice ^nn++++=voice
in ^in++++=in
the ^ati++++=the
dhark ^nn+++??+=dhark,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
could ^md+pos+++=could
judge ^vb++++=judge
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
lather ^jjr+atrb+++=lather
av ^nn++++=av
rage ^nn++++=rage.
. ^zz++++=EXTRAWORD
" ^zz++++="'_Gharri_
' ^zz++++=EXTRAWORD
_gharri_ ^nn+++??+=EXTRAWORD
dhriver ^jjr++++=dhriver
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
dhrunk ^nn+++??+=dhrunk,
, ^zz++++=EXTRAWORD
sorr ^nn+++??+=sorr,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I;
; ^zz++++=EXTRAWORD
' ^zz++++='I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
found ^vprf+++xvbnx+=found
his ^pp$+pp3+++=his
_gharri_ ^nn+++??+=_gharri_
sthrayin ^nn+++??+=sthrayin'
' ^zz++++=EXTRAWORD
about ^in++++=about
cantonmints ^nns+++??+=cantonmints,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
now ^rn+tm+++=now
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
found ^vprf+++xvbnx+=found
him ^pp3o+pp3+++=him.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Oh!'
' ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
the ^ati++++=the
Capt ^npt++++=Capt'n;
'n; ^nn+++??+=EXTRAWORD
' ^zz++++='fwhat's
fwhat ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stooped ^vbd+++xvbnx+=stooped
down ^rp++++=down
and ^cc++++0=an'
pretended ^vbd+vprv++xvbn+=pretended
to ^to+vcmp+++=to
listen ^vbi++++=listen.
. ^zz++++=EXTRAWORD
" ^zz++++="'He
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
sez ^nn+++??+=sez
his ^pp$+pp3+++=his
name ^nn++++=name's
's ^$++++=EXTRAWORD
Jungi ^np+++??+=Jungi,
, ^zz++++=EXTRAWORD
sorr ^nn+++??+=sorr,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="'Hould
' ^zz++++=EXTRAWORD
hould ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++=my
harse ^nn+++??+=harse,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
the ^ati++++=the
Capt ^npt++++=Capt'n
'n ^nn+++??+=EXTRAWORD
to ^in++++=to
his ^pp$+pp3+++=his
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
wid ^in++++=wid
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
gets ^vbz++++=gets
down ^rp++++=down
wid ^in++++=wid
the ^ati++++=the
whip ^nn++++=whip
and ^cc++++0=an'
lays ^vbz++++=lays
into ^in+ppvb+++=into
Jungi ^np+++??+=Jungi,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
mad ^jj++++=mad
wid ^in++++=wid
rage ^nn++++=rage
and ^cc++++0=an'
swearin ^nn+++??+=swearin'
' ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
scutt ^nn+++??+=scutt
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
afther ^jjr++++=afther
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wud ^nn+++??+=wud
kill ^vb++++=kill
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
sez: ^nn+++??+=sez:--'Stop,
-- ^--+clp+++=EXTRAWORD
est ^&fw++++=EXTRAWORD
sorr ^nn+++??+=sorr,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
murdher ^jjr++++=murdher
him ^pp3o+pp3+++=him!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
That ^dt+dem+++=That
dhrew ^nn+++??+=dhrew
all ^abn++++=all
his ^pp$+pp3+++=his
fire ^nn++++=fire
on ^rp++++=on
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
cursed ^vbd+++xvbnx+=cursed
me ^pp1o+pp1+++=me
into ^in++++=into
Blazes ^nns++++=Blazes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
out ^rp+pl+++=out
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stud ^nn++++=stud
to ^in++++=to
attenshin ^nn+++??+=attenshin
and ^cc++++0=an'
saluted:-- ^nn+++??+=saluted:--'Sorr,'
'sorr,' ^nn+++??+=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='av
av ^nn++++=EXTRAWORD
ivry ^nn++++=ivry
man ^nn++++=man
in ^in++++=in
this ^dt+dem+++=this
wurruld ^nn+++??+=wurruld
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
rights ^nns++++=rights,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
thinkin ^nn+++??+=thinkin'
' ^zz++++=EXTRAWORD
that ^cs+sub+++=that
more ^rbr++++=more
than ^in++++=than
wan ^jj+atrb+++=wan
wud ^nn+++??+=wud
be ^vb+be+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten
to ^in++++=to
a ^at++++=a
jelly ^nn++++=jelly
for ^in++++=for
this ^dt+dem+++=this
night ^nn++++=night's
's ^$++++=EXTRAWORD
work ^nn++++=work--that
-- ^--+clp+++=EXTRAWORD
that ^cs+sub+++=EXTRAWORD
niver ^jjr++++=niver
came ^vbd+++xvbn+=came
off ^in+pl+++=off
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
sorr ^nn+++??+=sorr,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
see ^vb+vprv+++=see?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Now,'
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
' ^zz++++='Terence
terence ^np+nom+++=EXTRAWORD
Mulvaney ^np+++??+=Mulvaney,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
cut ^vprf+++xvbnx+=cut
your ^pp$+pp2+++=your
own ^ap++++=own
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
sthrike ^vb+++??+=sthrike,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
knock ^vb++++=knock
him ^pp3o+pp3+++=him
down ^rp++++=down
for ^in++++=for
the ^ati++++=the
good ^jj+atrb+++=good
av ^nn++++=av
his ^pp$+pp3+++=his
sowl ^nn+++??+=sowl
and ^cc++++0=an'
your ^pp$+pp2+++=your
own ^ap++++=own
iverlastin ^nn+++??+=iverlastin'
' ^zz++++=EXTRAWORD
dishgrace ^nn+++??+=dishgrace!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
Capt ^npt++++=Capt'n
'n ^nn+++??+=EXTRAWORD
never ^rb++++=never
said ^vbd+vpub++xvbn+=said
a ^at++++=a
single ^jj+atrb+++=single
wurrd ^nn+++??+=wurrd.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
choked ^vbd+++xvbnx+=choked
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
stud ^nn++++=stud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
thin ^jj++++=thin
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
into ^in++++=into
his ^pp$+pp3+++=his
thrap ^nn+++??+=thrap
widout ^nn+++??+=widout
sayin ^nn+++??+=sayin'
' ^zz++++=EXTRAWORD
good ^jj++++=good-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
wint ^vbd+++xvbnx+=wint
back ^jjb++++=back
to ^in++++=to
barricks ^nns+++??+=barricks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ortheris ^np+++??+=Ortheris
and ^cc++++=and
I ^pp1a+pp1+++=I
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mulvaney ^np+++??+=Mulvaney,
, ^zz++++=EXTRAWORD
" ^zz++++="niver
niver ^jjr++++=EXTRAWORD
another ^dt++++=another
word ^nn++++=word
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
av ^nn++++=av
the ^ati++++=the
whole ^jj+atrb+++=whole
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
e ^zz++++=e-vasion,
- ^zz++++=EXTRAWORD
vasion ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
fwhat ^nn+++??+=fwhat
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
ut ^&fw++++=ut
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sorr ^nn+++??+=sorr,
, ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
ten ^cd++++=ten
days ^nns++++=days'
' ^zz++++=EXTRAWORD
C.b ^np+++??+=C.B.
. ^zz++++=EXTRAWORD
a ^at++++=a
fit ^nn++++=fit
and ^cc++++0=an'
a ^at++++=a
proper ^jj+atrb+++=proper
tratement ^nn+nom+++=tratement
for ^in++++=for
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
behaved ^vprf+++xvbnx+=behaved
as ^cs+sub+++=as
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
any ^dti++++=any'ow,"
'ow," ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ortheris ^np+++??+=Ortheris,
, ^zz++++=EXTRAWORD
" ^zz++++="tweren't
twere ^nn+++??+=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
this ^dt+dem+++=this
' ^zz++++='ere
ere ^nn+++??+=EXTRAWORD
Colonel ^np++++=Colonel's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
you ^pp2+pp2+++=you
_was_ ^nn+++??+=_was_
blazin ^nn+++??+=blazin'
' ^zz++++=EXTRAWORD
copped ^jj+++xvbn+=copped
when ^wrb+who+++=when
you ^pp2+pp2+++=you
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
wash ^vbi++++=wash
in ^in++++=in
the ^ati++++=the
Fort ^nn++++=Fort
Ditch ^nn++++=Ditch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That,"
that ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mulvaney ^np+++??+=Mulvaney,
, ^zz++++=EXTRAWORD
finishing ^vbg+++xvbg+=finishing
the ^ati++++=the
champagne ^nn++++=champagne,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
shuparfluous ^jj++++=shuparfluous
and ^cc+phrs+++=an'
impert ^jj++++=impert'nint
'nint ^vwbn++++0=EXTRAWORD
observation ^nn+nom+++=observation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
