One ^pn++++=One
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
and ^cc++++=and
every ^at++++=every
critter ^nn++++=critter
in ^in++++=in
Oldtown ^np+++??+=Oldtown
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
two ^cd++++=two
whippoorwills ^nns+++??+=whippoorwills
on ^in++++=on
the ^ati++++=the
great ^jj+atrb+++=great
Cap ^nn++++=Cap'n
'n ^nn+++??+=EXTRAWORD
Brown ^jj+atrb+++=Brown
elm ^nn++++=elm-trees,
- ^zz++++=EXTRAWORD
trees ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
kep ^nn+++??+=kep'
' ^zz++++=EXTRAWORD
a ^at++++=a
answerin ^nn+++??+=answerin'
' ^zz++++=EXTRAWORD
each ^dt++++=each
other ^ap++++=other
back ^jjb+atrb+++=back
and ^cc+phrs+++=and
forward ^jj+atrb+++=forward
sort ^nn++++=sort
of ^in++++0=o'
solitary ^nn++++=solitary
like ^in+strn+++=like;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
every ^at++++=every
once ^rb+tm+++=once
in ^in++++=in
a ^at++++=a
while ^cs+sub+++=while
there ^ex+pex+++=there'd
'd ^md+prd+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
a ^at++++=a
sort ^nn++++=sort
of ^in++++0=o'
strange ^jj+atrb+++=strange
whisper ^nn++++=whisper
up ^rp++++=up
among ^in++++=among
the ^ati++++=the
elm ^nn++++=elm-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
jest ^rb++++=jest
as ^cs+sub+++=as
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
time ^nn++++=time
Primus ^nn++++=Primus
struck ^vbd+++xvbn+=struck
his ^pp$+pp3+++=his
spade ^nn++++=spade
into ^in++++=into
the ^ati++++=the
ground ^nn++++=ground
it ^pp3+it+++=it
sounded ^vbd+++xvbn+=sounded
sort ^rb+hdg+++=sort
of ^+hdg"+++0=o'
holler ^jjr++++=holler,
, ^zz++++=EXTRAWORD
jest ^rb++++=jest
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
diggin ^nn+++??+=diggin'
' ^zz++++=EXTRAWORD
a ^at++++=a
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
kind ^rb+hdg+++=kind
of ^+hdg"+++0=o'
melancholy ^jj++++=melancholy,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='to
to ^to++++=EXTRAWORD
think ^vbi+vprv+++=think
of ^in++++0=o'
them ^pp3o+pp3+++=them
poor ^jj+atrb+++=poor
critters ^nns+nom+++=critters
that ^tht+rel+subj++=that
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
killed ^vprf+++xvbn+=killed
and ^cc+phrs+++=and
buried ^vprf+++xvbn+=buried
jest ^rb++++=jest
to ^to++++=to
keep ^vbi++++=keep
this ^dt+dem+++=this
' ^zz++++='ere
ere ^nn+++??+=EXTRAWORD
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
awful ^jj+atrb+++=awful
things ^nns++++=things
'll ^md+prd+++0='ll
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
to ^in+phrv+++=to
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
judgment ^nn+nom+++=judgment
day ^nn++++=day!
! ^zz++++=EXTRAWORD
Them ^pp3o+pp3+++=Them
poor ^jj+atrb+++=poor
critters ^nns+nom+++=critters
they ^pp3a+pp3+++=they
loved ^vbd+++xvbnx+=loved
to ^to+vcmp+++=to
live ^vbi++++=live
and ^cc++++=and
hated ^vb+++xvbn+=hated
to ^to+vcmp+++=to
die ^vbi++++=die
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
any ^dti++++=any
on ^rp++++=on
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
hed ^vbd+++xvbnx+=hed
to ^to++++=to
die ^vbi++++=die
jest ^rb++++=jest
to ^to++++=to
satisfy ^vbi++++=satisfy
that ^cs+sub+++=that
critter ^jjr++++=critter's
's ^vbz+bez+aux++0=EXTRAWORD
wicked ^jj++++=wicked
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
thought ^vbd+++xvbn+=thought
they ^pp3a+pp3+++=they
could ^md+pos+++=could
tell ^vb++++=tell
the ^ati++++=the
Cap ^nn++++=Cap'n
'n ^nn+++??+=EXTRAWORD
Kidd ^np+++??+=Kidd
places ^nns++++=places
by ^in++++=by
layin ^nn+++??+=layin'
' ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
ear ^nn++++=ear
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground
at ^in++++=at
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
hear ^vb+vprv+++=hear
groans ^nn++++=groans
and ^cc++++=and
wailin ^nn+++??+=wailin's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Sam ^nn++++=Sam!
! ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there
really ^rb+emph+++=really
people ^nns++++=people
who ^whp+rel+subj++=who
could ^md+pos+++=could
tell ^vb++++=tell
where ^wrb+who+++=where
Kidd ^np++++=Kidd's
's ^$++++=EXTRAWORD
money ^nn++++=money
was ^vbd+bedz+vrb++=was?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
here ^rn+pl+++=here
interposed ^vbd+++xvbn+=interposed.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sartin ^nn+++??+=sartin!
! ^zz++++=EXTRAWORD
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
yis ^nns+++??+=yis.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Shebna ^np+++??+=Shebna
Basconx ^np+++??+=Basconx,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Shebna ^np+++??+=Shebna
could ^md+pos+++=could
always ^rb++splt++=always
tell ^vb++++=tell
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
under ^in++++=under
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++0=He'd
'd ^vbd+hvd+aux++=EXTRAWORD
cut ^vprf+++xvbnx+=cut
a ^at++++=a
hazel ^np++++=hazel-stick,
- ^zz++++=EXTRAWORD
stick ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hold ^vb+vprv+tht0++=hold
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand
when ^wrb+who+++=when
folks ^nns++++=folks
was ^vbd+bedz+vrb++=was
wantin ^nn+++??+=wantin'
' ^zz++++=EXTRAWORD
to ^to++++=to
know ^vbi+vprv+++=know
where ^wrb+who+whcl++=where
to ^to++++=to
dig ^vbi++++=dig
wells ^np++++=wells;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
' ^zz++++='are
are ^vb+ber+aux++=EXTRAWORD
stick ^vb++++=stick
would ^md+prd+++=would
jest ^rb++++=jest
turn ^nn++++=turn
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
p ^zz++++=p'int
'int ^vbd+++xvbn+0=EXTRAWORD
down ^rp++++=down
till ^cs+sub+++=till
it ^pp3+it+++=it
would ^md+prd+++=would
fairly ^rb++splt++=fairly
grind ^vb+++??+=grind
the ^ati++++=the
bark ^nn++++=bark
off ^in+strn+++=off;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ef ^nn+++??+=ef
you ^pp2+pp2+++=you
dug ^vbd+++xvbn+=dug
in ^cs+sub+++=in
that ^cs"++++=that
place ^nn++++=place
you ^pp2+pp2+++=you
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
a ^at++++=a
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
yis ^nns+++??+=yis!
! ^zz++++=EXTRAWORD
Shebna ^np+++??+=Shebna
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
told ^vpsv++agls+xvbnx+=told
many ^ap++++=many
where ^wrb+who+++=where
the ^ati++++=the
Kidd ^np+++??+=Kidd
money ^nn++++=money
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
been ^vpsv++agls+xvbn+=been
with ^in++++=with
them ^pp3o+pp3+++0='em
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
dug ^vbd+++xvbnx+=dug
for ^in++++=for
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
pester ^nn++++=pester
on ^in++++0=on't
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
they ^pp3a+pp3+++=they
allers ^nn++++=allers
lost ^vbd+++xvbn+=lost
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
some ^dti++++=some
on ^rp++++=on
them ^pp3o+pp3+++0='em
speak ^vb++++=speak
afore ^in++++=afore
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Sam ^np++++=Sam,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
about ^in++++=about
this ^dt+dem+++=this
digging ^nvbg+++xvbg+=digging?
? ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
came ^vbd+++xvbn+=came
of ^in++++=of
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Sam ^np++++=Sam
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
lose ^vbi++++=lose
his ^pp$+pp3+++=his
way ^nn++++=way
in ^in++++=in
his ^pp$+pp3+++=his
story ^nn++++=story.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
dug ^vbd+++xvbnx+=dug
down ^rp++++=down
about ^in++++=about
five ^cd++++=five
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Primus ^nn++++=Primus
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
his ^pp$+pp3+++=his
spade ^nn++++=spade
smack ^nn++++=smack
on ^in++++=on
something ^pn++++=something
that ^cs+sub+++=that
chincked ^vprf+++xvbn+=chincked
like ^in++++=like
iron ^nn++++=iron.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Hokum ^np+++??+=Hokum
and ^cc++++=and
Toddy ^np+++??+=Toddy
Whitney ^np+++??+=Whitney
was ^vbd+bedz+vrb++=was
into ^in++++=into
the ^ati++++=the
hole ^nn++++=hole
in ^in++++=in
a ^at++++=a
minute ^nn++++=minute:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
Primus ^nn++++=Primus
get ^vb++++=get
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
the ^ati++++=the
spade ^nn++++=spade,
, ^zz++++=EXTRAWORD
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
come ^vbi++++=come
on ^in++++=on
it ^pp3+it+++=it
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
begun ^vbd+++xvbnx+=begun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
dug ^vbd+++xvbnx+=dug
and ^cc++++=and
he ^pp3a+pp3+++=he
scraped ^vbd+++xvbnx+=scraped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sure ^jj++++=sure
enough ^qlp++++=enough
they ^pp3a+pp3+++=they
come ^vb++++=come
to ^in++++=to
a ^at++++=a
gret ^nn+++??+=gret
iron ^nn++++=iron
pot ^vb++++=pot
as ^ql++++=as
big ^jj++++=big
as ^ql++++=as
your ^pp$+pp2+++=your
granny ^nn+++??+=granny's
's ^$++++=EXTRAWORD
dinner ^nn++++=dinner-pot,
- ^zz++++=EXTRAWORD
pot ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
iron ^nn++++=iron
bale ^nn+++??+=bale
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
put ^vbd+++xvbnx+=put
down ^rb+phrv+++=down
a ^at++++=a
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
the ^ati++++=the
rope ^nn++++=rope
through ^in++++=through
the ^ati++++=the
handle ^nn++++=handle;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Hokum ^np+++??+=Hokum
and ^cc++++=and
Toddy ^np+++??+=Toddy
they ^pp3a+pp3+++=they
clambered ^vbd+++xvbnx+=clambered
upon ^in++++=upon
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
on ^rp++++=on
them ^pp3o+pp3+++0='em
began ^vbd+++xvbn+=began
to ^to++++=to
draw ^vbi++++=draw,
, ^zz++++=EXTRAWORD
up ^rp++++=up
jest ^rb++++=jest
as ^ql++++=as
still ^rb++++=still
and ^cc++++=and
silent ^jj++++=silent
as ^ql++++=as
could ^md+pos+++=could
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drawed ^vbd+++xvbnx+=drawed
and ^cc++++=and
they ^pp3a+pp3+++=they
drawed ^vbd+++xvbnx+=drawed,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
jest ^rb++++=jest
got ^vbd+++xvbn+=got
it ^pp3+it+++=it
even ^rb++++=even
with ^in++++=with
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Toddy ^np+++??+=Toddy
spoke ^vbd+++xvbn+=spoke
out ^rp+pl+++=out
all ^rb++++=all
in ^in++++=in
a ^at++++=a
tremble ^vb++++=tremble,
, ^zz++++=EXTRAWORD
' ^zz++++='There,'.
there, ^nn+++??+=EXTRAWORD
'. ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='_we've
_we ^nn+++??+=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
it!_ ^nn+++??+=it!_'
' ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
minit ^nn+++??+=minit
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
they ^pp3a+pp3+++=they
was ^vbd+bedz+aux++=was
both ^abx++++=both
struck ^vpsv++by+xvbn+=struck
by ^in++++=by
_suthin_ ^nn+++??+=_suthin_
that ^tht+rel+++=that
knocked ^jj+++xvbn+=knocked
them ^pp3o+pp3+++0='em
clean ^jj++++=clean
over ^in+strn+++=over;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rope ^nn++++=rope
give ^vb++++=give
a ^at++++=a
crack ^nn++++=crack
like ^in++++=like
a ^at++++=a
pistol ^nn++++=pistol-shot,
- ^zz++++=EXTRAWORD
shot ^nn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
broke ^vbd+++xvbn+=broke
short ^jj++++=short
off ^in+strn+++=off;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pot ^nn++++=pot
went ^vbd+++xvbn+=went
down ^rp++++=down,
, ^zz++++=EXTRAWORD
down ^rp++++=down,
, ^zz++++=EXTRAWORD
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it
goin ^nn+++??+=goin',
', ^nn+++??+=EXTRAWORD
jink ^vb++++=jink,
, ^zz++++=EXTRAWORD
jink ^vb++++=jink,
, ^zz++++=EXTRAWORD
jink ^vb++++=jink;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
way ^nn++++=way
down ^in++++=down
into ^in++++=into
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ground ^nn++++=ground
closed ^vbd+++xvbn+=closed
over ^in++++=over
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
screechin ^nn+++??+=screechin'est
'est ^jjt+atrb+++0=EXTRAWORD
laugh ^nn++++=laugh
ye ^pp2+pp2+++=ye
ever ^rb++++=ever
did ^vbd+dod+aux++=did
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
Sam ^np++++=Sam,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that
pot ^vb++++=pot?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
exclaimed ^vbd+++xvbnx+=exclaimed
at ^rb++++=at
this ^dt+dem+++=this
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
jest ^rb++++=jest
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
drop ^vbi++++=drop
asleep ^jj++++=asleep
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=was
diggin ^nn+++??+=diggin',
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql++++=so
kind ^rb++++=kind
of ^rb"++++0=o'
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
wake ^vb++++=wake
up ^rp++++=up
till ^in++++=till
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
waked ^vpsv++agls+xvbnx+=waked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
consid ^nn+++??+=consid'able
'able ^jj++++0=EXTRAWORD
of ^in++++=of
a ^at++++=a
scuffle ^nn++++=scuffle;
; ^zz++++=EXTRAWORD
for ^in++++=for
Hokum ^np+++??+=Hokum
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
mad ^jj++++=mad
at ^in++++=at
Toddy ^np+++??+=Toddy
for ^in++++=for
speakin ^nn+++??+=speakin',
', ^nn+++??+=EXTRAWORD
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
fistin ^nn+++??+=fistin'
' ^zz++++=EXTRAWORD
on ^in++++=on
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Primus ^nn++++=Primus
he ^pp3a+pp3+++=he
jest ^rb++++=jest
haw ^np++++=haw-hawed
- ^zz++++=EXTRAWORD
hawed ^jj+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
laughed ^jj+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
' ^zz++++='Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
_my_ ^nn+++??+=_my_
money ^nn++++=money
safe ^jj++++=safe,
, ^zz++++=EXTRAWORD
anyhow ^rb+cnj+++=anyhow,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'Wal,
' ^zz++++=EXTRAWORD
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^in+strn+++=to,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
' ^zz++++=''Tain't
' ^zz++++=EXTRAWORD
tai ^nn+++??+=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
cryin ^nn+++??+=cryin'
' ^zz++++=EXTRAWORD
for ^in++++=for
spilt ^jj+atrb++xvbn+=spilt
milk ^nn++++=milk:
: ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
jest ^rb++splt++=jest
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
turn ^vbi++++=turn
in ^rb+phrv+++=in
now ^rn+tm+++=now
and ^cc++++=and
fill ^vb++++=fill
up ^rp++++=up
this ^dt+dem+++=this
' ^zz++++='ere
ere ^nn+++??+=EXTRAWORD
hole ^nn++++=hole,
, ^zz++++=EXTRAWORD
else ^rb+cnj+++=else
the ^ati++++=the
selectmen ^nn++++=selectmen
'll ^md+prd+++0='ll
be ^vb+be+vrb++=be
down ^rp++++=down
on ^in++++=on
ye ^pp2+pp2+++=ye.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Wal,'
' ^zz++++=EXTRAWORD
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Primus ^nn++++=Primus,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
engage ^vb++++=engage
to ^to++++=to
fill ^vbi++++=fill
up ^rp++++=up
no ^at++++=no
holes ^nns++++=holes;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
his ^pp$+pp3+++=his
spade ^nn++++=spade
on ^in++++=on
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
trudged ^vpsv++agls+xvbn+=trudged
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
putty ^nn++++=putty
hard ^jj+atrb+++=hard
work ^nn++++=work,
, ^zz++++=EXTRAWORD
fillin ^nn+++??+=fillin'
' ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
hole ^nn++++=hole;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Hokum ^np+++??+=Hokum
and ^cc++++=and
Toddy ^np+++??+=Toddy
and ^cc++++=and
Wiggin ^np+++??+=Wiggin
had ^md"++pmd"++=had
to ^md+nec+++=to
do ^vb++++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
' ^zz++++='cause
cause ^nn++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
have ^vbi++++=have
everybody ^pn++++=everybody
a ^at++++=a
laughin ^nn+++??+=laughin'
' ^zz++++=EXTRAWORD
at ^in++++=at
' ^zz++++='em;
em ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
kind ^rb+hdg+++=kind
of ^+hdg"+++0=o'
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
set ^vbi++++=set
it ^pp3+it+++=it
home ^nr++++=home
to ^to++++=to
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
