Early ^jj++++=Early
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
wolves ^nps++++=wolves
bother ^vb++++=bother
us ^pp1o+pp1+++=us
to ^to++++=to-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
stay ^vb++++=stay
in ^in++++=in
your ^pp$+pp2+++=your
blankets ^nns++++=blankets
snug ^jj++++=snug
and ^cc+phrs+++=and
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pleasant ^jj+atrb+++=pleasant
dreams ^nps++++=dreams
of ^in++++=of
old ^jj+atrb+++=old
sweethearts ^nns+++??+=sweethearts
on ^in++++=on
the ^ati++++=the
Trinity ^nn+nom+++=Trinity
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
need ^vb++++=need
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
try ^vb++++=try
and ^cc+phrs+++=and
worry ^vb+vprv+++=worry
along ^in++++=along
without ^in++++=without
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Two
two ^cd++++=EXTRAWORD
or ^cc++++=or
three ^cd++++=three
of ^in++++=of
his ^pp$+pp3+++=his
men ^nns++++=men
laughed ^vbd+++xvbn+=laughed
gruffly ^jj++++=gruffly
at ^rb++++=at
these ^dt+dem+++=these
remarks ^nns++++=remarks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
leer ^nn++++=leer-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
looks ^nns++++=looks
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
one ^cd1++++=one
who ^whp+who+++=who
seemed ^vbd+seem++xvbn+=seemed
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
calibre ^nn++++=calibre
his ^pp$+pp3+++=his
gun ^nn++++=gun
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
' ^zz++++='Forty-five
forty ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
ha ^uh++++=ha'r
'r ^nn+++??+=EXTRAWORD
trigger ^nn++++=trigger,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nosed ^vbd+++xvbnx+=nosed
around ^rp++++=around
over ^in++++=over
their ^pp$+pp3+++=their
plunder ^nn++++=plunder
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
things ^nns++++=things
drying ^vwbg+++xvbg+=drying
around ^rp++++=around
like ^in++++=like
Bannock ^np+++??+=Bannock
squaws ^nns+++??+=squaws
jerking ^vwbg+++xvbg+=jerking
venison ^nn++++=venison.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
on ^in++++=on
my ^pp$+pp1+++=my
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
boss ^nn++++=boss,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
pass ^vbi++++=pass
your ^pp$+pp2+++=your
outfit ^nn++++=outfit
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry
and ^cc++++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'That
' ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
will ^md+prd+++=will
depend ^vb++++=depend,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'Depend
' ^zz++++=EXTRAWORD
depend ^vb++++=EXTRAWORD
on ^in++++=on
what ^wdt+who+++=what?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="'Depend
' ^zz++++=EXTRAWORD
depend ^vb++++=EXTRAWORD
on ^in++++=on
whether ^cs+who+++=whether
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
let ^vbi++++=let
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
snarled ^vbd+++xvbnx+=snarled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
as ^ql++++=as
mean ^vb+vprv+++=mean
a ^at++++=a
look ^vb++++=look
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
command ^vb++++=command
and ^cc+phrs+++=and
said ^vbd+vpub++xvbn+=said
tauntingly ^jj++++=tauntingly,
, ^zz++++=EXTRAWORD
' ^zz++++='Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
look ^vb++++=look
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
girl ^nn++++=girl:
: ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
occasion ^nn++++=occasion
for ^in++++=for
you ^pp2+pp2+++=you
to ^in++++=to
tear ^nn++++=tear
your ^pp$+pp2+++=your
clothes ^nns++++=clothes
with ^in++++=with
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sometimes ^rb++++=sometimes
get ^vb++++=get
on ^in++++=on
the ^ati++++=the
prod ^vb++++=prod
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
bar ^nn++++=bar
no ^at++++=no
man ^nn++++=man,
, ^zz++++=EXTRAWORD
Jew ^nn++++=Jew
nor ^cc++neg++=nor
Gentile ^jj++++=Gentile,
, ^zz++++=EXTRAWORD
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
mare ^nn++++=mare
or ^cc++++=or
gelding ^nn++++=gelding.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
think ^vb+vprv+++=think
different ^jj++++=different,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
afraid ^jj++++=afraid
of ^in++++=of
any ^dti++++=any
man ^nn++++=man
in ^in++++=in
your ^pp$+pp2+++=your
outfit ^nn++++=outfit,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
gimlet ^nn++++=gimlet
to ^in++++=to
the ^ati++++=the
big ^jj+atrb+++=big
auger ^nn++++=auger.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
tried ^vprf+++xvbnx+=tried
to ^to+vcmp+++=to
treat ^vbi++++=treat
you ^pp2+pp2+++=you
white ^jj++++=white,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
failed ^vprf+++xvbnx+=failed.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
give ^vbi++++=give
it ^pp3+it+++=it
out ^rp+pl+++=out
to ^in++++=to
you ^pp2+pp2+++=you
straight ^jj++++=straight
and ^cc++++=and
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
pass ^vb++++=pass
you ^pp2+pp2+++=you
to ^to++++=to-morrow,
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
mix ^nn++++=mix
two ^cd++++=two
herds ^nns++++=herds
trying ^vwbg+++xvbg+=trying.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+tht0++=Think
it ^pp3+it+++=it
over ^in++++=over
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
and ^cc++++=and
nominate ^nn+nom+++=nominate
your ^pp$+pp2+++=your
choice ^nn++++=choice--be
-- ^--+clp+++=EXTRAWORD
be ^vb+be+vrb++=EXTRAWORD
a ^at++++=a
gentleman ^nn+nom+++=gentleman
or ^cc++++=or
a ^at++++=a
hog ^nn++++=hog.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
your ^pp$+pp2+++=your
own ^ap++++=own
sweet ^nn++++=sweet
will ^md+prd+++=will
determine ^vb++++=determine
which ^whp+who+++=which.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
rode ^vbd+++xvbnx+=rode
away ^rp+pl+++=away
in ^in++++=in
a ^at++++=a
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
to ^to++++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
say ^vbi+vpub+++=say
anything ^pn++++=anything
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
further ^jjb+atrb+++=further
remarks ^nns++++=remarks.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
men ^nns++++=men
were ^vbd+bed+vrb++=were
all ^abn++++=all
hopping ^jj+++xvbg+=hopping
mad ^jj++++=mad
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
promised ^vbd+++xvbnx+=promised
them ^pp3o+pp3+++=them
that ^dt+dem+++=that
tomorrow ^nr+tm+++=to-morrow
we ^pp1a+pp1+++=we
would ^md+prd+++=would
fix ^vb++++=fix
them ^pp3o+pp3+++=them
plenty ^nn++++=plenty
or ^cc++++=or
use ^nn++++=use
up ^rp++++=up
our ^pp$+pp1+++=our
supply ^nn++++=supply
of ^in++++=of
cartridges ^nns+++??+=cartridges
if ^cs+cnd+++=if
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
dropped ^vbd+++xvbn+=dropped
back ^jjb++++=back
a ^at++++=a
mile ^nn++++=mile
off ^in+pl+++=off
the ^ati++++=the
trail ^nn++++=trail
and ^cc++++=and
camped ^vpsv++agls+xvbn+=camped
for ^in++++=for
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Early ^jj++++=Early
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
boys ^nns++++=boys
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
highest ^jjt+atrb+++=highest
sand ^nn++++=sand
dune ^nn+++??+=dune
to ^in++++=to
Injun ^nn++++=Injun
around ^in++++=around
and ^cc++++=and
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
doing ^vbg+++xvbgx+=doing.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
being ^nn+nn+aux++=being
gone ^vbd+++xvbn+=gone
for ^in+ppvb+++=for
an ^at++++=an
hour ^nn++++=hour
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
their ^pp$+pp3+++=their
cattle ^nns++++=cattle
off ^in+pl+++=off
the ^ati++++=the
bed ^nn++++=bed-ground
- ^zz++++=EXTRAWORD
ground ^nn++++=EXTRAWORD
up ^rp++++=up
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
pottering ^vbg+++xvbgx+=pottering
around ^rp++++=around
like ^in++++=like
as ^ql++++=as
they ^pp3a+pp3+++=they
aimed ^vbd+++xvbnx+=aimed
to ^to+vcmp+++=to
move ^vbi++++=move.
. ^zz++++=EXTRAWORD
Breakfast ^nn++++=Breakfast
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
him ^pp3o+pp3+++=him
back ^jjb++++=back
again ^rb+tm+++=again
to ^to++++=to
make ^vbi++++=make
sure ^jj++++=sure,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
yet ^rb++++=yet
to ^to++++=to
avoid ^vbi++++=avoid
trouble ^nn++++=trouble
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
draw ^vb++++=draw
it ^pp3+it+++=it
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
another ^dt++++=another
hour ^nn++++=hour
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
us ^pp1o+pp1+++=us
the ^ati++++=the
signal ^nn++++=signal
to ^to++++=to
come ^vbi++++=come
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
nicely ^rb++splt++=nicely
strung ^vpsv++agls+xvbnx+=strung
out ^rp+pl+++=out
where ^wrb+who+++=where
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
those ^dt+dem+++=those
graves ^np++++=graves
on ^in++++=on
that ^dt+dem+++=that
last ^rb++++=last
ridge ^nn++++=ridge
of ^in++++=of
sand ^nn++++=sand-hills,
- ^zz++++=EXTRAWORD
hills ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
about ^in++++=about
a ^at++++=a
mile ^nn++++=mile
ahead ^rb+pl+++=ahead
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
moseying ^jj+++xvbg+=moseying
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
side ^nn++++=side
of ^in++++=of
Chapman ^np++++=Chapman's,
's, ^nn+++??+=EXTRAWORD
the ^ati++++=the
Indian ^jj+atrb+++=Indian
trader ^nn++++=trader's
's ^$++++=EXTRAWORD
store ^nn++++=store,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
route ^nn++++=route
turns ^nns++++=turns
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
and ^cc++++=and
follows ^vbz+vprv+++=follows
up ^rp++++=up
this ^dt+dem+++=this
black ^jj++++=black-jack
- ^zz++++=EXTRAWORD
jack ^np++++=EXTRAWORD
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
kept ^vbd+++xvbn+=kept
up ^rb+phrv+++=up
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
in ^rb+phrv+++=in
to ^in++++=to
the ^ati++++=the
right, ^nn+++??+=right,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
only ^ap+down+++=only
trail ^nn++++=trail
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
then, ^nn+++??+=then,--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
threw ^vbd+++xvbn+=threw
off ^rb+phrv+++=off
the ^ati++++=the
course ^nn++++=course
and ^cc++++=and
came ^vbd+++xvbn+=came
straight ^rb++++=straight
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
cross ^jj++++=cross-country
- ^zz++++=EXTRAWORD
country ^nn++++=EXTRAWORD
style ^nn++++=style,
, ^zz++++=EXTRAWORD
same ^ap++++=same
route ^nn++++=route
we ^pp1a+pp1+++=we
came ^vbd+++xvbn+=came
over ^in++++=over
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
except ^in++++=except
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
trail ^nn++++=trail
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^md"++pmd"++=had
to ^md+nec+++=to
make ^vb++++=make
a ^at++++=a
new ^jj+atrb+++=new
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they
watched ^vbd+++xvbnx+=watched
us ^pp1o+pp1+++=us
a ^at++++=a
plenty ^nn++++=plenty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
seemed ^vbd+seem+tht0+xvbn+=seemed
they ^pp3a+pp3+++=they
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
out ^rp+pl+++=out
our ^pp$+pp1+++=our
game ^nn++++=game.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
pulled ^vbd+++xvbn+=pulled
up ^rp++++=up
even ^rb++++=even
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
apart ^in+strn+++=apart,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
tumbled ^vbd+++xvbnx+=tumbled
that ^dt+dem+++=that
my ^pp$+pp1+++=my
bluff ^nn++++=bluff
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
before ^cs+sub+++=before
was ^vbd+bedz+vrb++=was
due ^jj+pred+++=due
to ^to+jcmp+++=to
take ^vbi++++=take
effect ^nn++++=effect
without ^in++++=without
further ^jjb+atrb+++=further
notice ^nn++++=notice.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
began ^vbd+++xvbnx+=began
to ^to++++=to
circle ^vbi++++=circle
and ^cc+phrs+++=and
ride ^vb++++=ride
around ^rp++++=around,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
fellow ^jjb++++=fellow
went ^vbd+++xvbn+=went
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
hitting ^vbg+++xvbg+=hitting
the ^ati++++=the
high ^jj+atrb+++=high
places ^nns++++=places,
, ^zz++++=EXTRAWORD
to ^in++++=to
their ^pp$+pp3+++=their
wagon ^nn++++=wagon
and ^cc++++=and
saddle ^nn++++=saddle
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
brought ^vpsv++agls+xvbnx+=brought
up ^rb+phrv+++=up
on ^in++++=on
a ^at++++=a
trot ^nn++++=trot.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
three ^cd++++=three
quarters ^nns+nom+++=quarters
of ^in++++=of
a ^at++++=a
mile ^nn++++=mile
apart ^in+strn+++=apart,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
boss ^nn++++=boss
of ^in++++=of
their ^pp$+pp3+++=their
outfit ^nn++++=outfit
was ^vbd+bedz+aux++=was
noticed ^vpsv++agls+xvbnx+=noticed
riding ^np+++xvbg+=riding
out ^rp+pl+++=out
toward ^in++++=toward
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Calling ^vbg+nom++xvbg+=Calling
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
men ^nns++++=men,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out
and ^cc++++=and
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
halfway ^rb++++=halfway.
. ^zz++++=EXTRAWORD
' ^zz++++='Young
young ^jj+atrb+++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
just ^rb+emph+++=just
what ^wdt+who+++=what
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
do ^vbi++++=do?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
and ^cc++++=and
myself ^ppl+pp1+++=myself
as ^ql++++=as
cowmen ^nns++++=cowmen
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
pace ^nn++++=pace
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
class ^nn++++=class,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
will ^md+prd+++=will
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will
only ^rb+down+splt++=only
watch ^vb++++=watch
the ^ati++++=the
smoke ^nn++++=smoke
of ^in++++=of
our ^pp$+pp1+++=our
tepee ^nn++++=tepee.
. ^zz++++=EXTRAWORD
Watch ^nn++++=Watch
us ^pp1o+pp1+++=us
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
pass ^vb++++=pass
you ^pp2+pp2+++=you
between ^in++++=between
here ^rn+pl+++=here
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next
water ^nn++++=water.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'We
' ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
in ^in++++=in
hell ^nn++++=hell
first ^od++++=first!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
whirled ^vbd+++xvbnx+=whirled
his ^pp$+pp3+++=his
horse ^nn++++=horse
and ^cc++++=and
galloped ^vbd+++xvbn+=galloped
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
race ^nn++++=race
was ^vbd+bedz+vrb++=was
on ^in++++=on
in ^in++++=in
a ^at++++=a
brisk ^jj+atrb+++=brisk
walk ^nn++++=walk.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
noticed ^vbd+vprv++xvbn+=noticed,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
in ^in++++=in
between ^in++++=between
the ^ati++++=the
herds ^nns++++=herds,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
it ^pp3+it+++=it
reached ^vbd+++xvbn+=reached
the ^ati++++=the
lead ^nn++++=lead
of ^in++++=of
his ^pp$+pp3+++=his
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
halted ^vbd+++xvbn+=halted
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
cutting ^vbg+++xvbgx+=cutting
off ^rb+phrv+++=off
a ^at++++=a
dry ^jj+atrb+++=dry
cowskin ^nn+++??+=cowskin
that ^tht+rel+subj++=that
swung ^vbd+++xvbn+=swung
under ^in++++=under
the ^ati++++=the
wagon ^nn++++=wagon.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
two ^cd++++=two
of ^in++++=of
his ^pp$+pp3+++=his
men ^nns++++=men
cut ^vbd+++xvbn+=cut
out ^rp+pl+++=out
a ^at++++=a
wild ^jj+atrb+++=wild
steer ^np++++=steer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
near ^rb++++=near
their ^pp$+pp3+++=their
wagon ^nn++++=wagon
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
roped ^vbd+++xvbn+=roped
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
heeled ^jj+++xvbn+=heeled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
neatly ^rb++splt++=neatly
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
Big ^jj+atrb+++=Big
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boss ^nn++++=boss
roper ^np++++=roper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
