Yas ^np+++??+=Yas,
" ^zz++++="why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not
baptize ^vb++++=baptize
him ^pp3o+pp3+++=him
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb+vprv+tht0++=mean
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
waters ^nns++++=waters
of ^in++++0=o'
Heaven ^nn++++=Heaven
are ^vb+ber+vrb++=are
descendin ^nn+++??+=descendin'
' ^zz++++=EXTRAWORD
upon ^in++++=upon
him ^pp3o+pp3+++=him
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
sets ^vbz++++=sets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
favo ^nn+++??+=favo'bly
'bly ^jj++++0=EXTRAWORD
situated ^jj+++xvbn+=situated
for ^in++++=for
anything ^pn++++=anything
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
for ^in++++=for
baptism ^nn+nom+++=baptism."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
parson ^nn++++=parson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thess ^nn++++=thess
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
up ^rp++++=up
and ^cc+phrs+++0=an'
down ^rp++++=down
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
like ^in++++=like
ez ^nn+++??+=ez
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
s ^zz++++=s'picioned
'picioned ^vbd+++xvbn+0=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
wanderin ^nn+++??+=wanderin'
' ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
faze ^nn+++??+=faze
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thess ^nn++++=thess
kep ^nn+++??+=kep'
' ^zz++++=EXTRAWORD
up ^rp++++=up
my ^pp$+pp1+++=my
argiment ^nn+nom+++=argiment.
. ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
I ^pp1a+pp1+++=I:
: ^zz++++=EXTRAWORD
" ^zz++++="Parson,"
parson ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
speakin ^nn+++??+=speakin'
' ^zz++++=EXTRAWORD
thess ^nn++++=thess
ez ^nn+++??+=ez
ca ^np++++=ca'm
'm ^vb+bem+vrb++0=EXTRAWORD
ez ^nn+++??+=ez
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
this ^dt+dem+++=this
minute ^nn++++=minute
" ^zz++++="Parson,"
parson ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="his
his ^pp$+pp3+++=EXTRAWORD
little ^jj+atrb+++=little
foot ^nn++++=foot
is ^vbz+bez+aux++=is
mighty ^ql++++=mighty
swole ^vb+++??+=swole,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
so ^ql++++=so'e,
'e, ^vb+++??+=EXTRAWORD
and ^cc++++0=an'
that ^cs+sub+++=that
splinter ^nn+nom+++=splinter
thess ^nn++++=thess
s ^zz++++=s'pose
'pose ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
lockjaw ^nn+++??+=lockjaw
and ^cc++++0=an'
die ^vb++++=die
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
reckon ^vb+vprv+tht0++=reckon
you ^pp2+pp2+++=you
might ^md+pos+++=might
do ^vb+do+vrb++=do
it ^pp3+it+++=it
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
sets ^vbz++++=sets
from ^in++++=from
where ^wrb+who+++=where
you ^pp2+pp2+++=you
stand ^vb++++=stand?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wife ^nn++++=Wife,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
cryin ^nn+++??+=cryin'
' ^zz++++=EXTRAWORD
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
parson ^nn++++=parson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
claired ^vbd+++xvbnx+=claired
his ^pp$+pp3+++=his
th ^zz++++=th'oat
'oat ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
coughed ^vbd+++xvbn+=coughed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
commenced ^vbd+++xvbnx+=commenced
walkin ^nn+++??+=walkin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
and ^cc++++0=an'
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
dreckly ^rb++++=dreckly
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
speakin ^nn+++??+=speakin'
' ^zz++++=EXTRAWORD
mighty ^jj++++=mighty
reverential ^jj++++=reverential
and ^cc+phrs+++0=an'
serious ^jj++++=serious:
: ^zz++++=EXTRAWORD
" ^zz++++="Lookin'
lookin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
case ^nn++++=case
speritually ^rb+cnj+++=speritually,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
as ^in++++=as
a ^at++++=a
minister ^nn+nom+++=minister
of ^in++++0=o'
the ^ati++++=the
Gospel ^nn++++=Gospel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
thet ^nn+++??+=thet
the ^ati++++=the
question ^nn+nom+++=question
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
a ^at++++=a
question ^nn+nom+++=question
of ^in++++=of
Doin ^np+++??+=DOIN'
' ^zz++++=EXTRAWORD
ez ^nn+++??+=ez
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
question ^nn+nom+++=question
of ^in++++=of
Withholdin ^np+++??+=WITHHOLDIN'.
'. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="ez
ez ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to
withhold ^vbi++++=withhold
the ^ati++++=the
sacrament ^nn+nom+++=sacrament
of ^in++++=of
baptism ^nn+nom+++=baptism
from ^in++++=from
a ^at++++=a
child ^nn++++=child
under ^in++++=under
these ^dt+dem+++=these
circumstances ^nns+nom+++=circumstances
or ^cc++++=or
to ^to++++=to
deny ^vbi+vpub+++=deny
sech ^&fo++++=sech
comfort ^nn++++=comfort
to ^in++++=to
his ^pp$+pp3+++=his
parents ^nns++++=parents
ez ^nn+++??+=ez
lies ^vbz++++=lies
in ^in++++=in
my ^pp$+pp1+++=my
power ^nn++++=power
to ^to+ncmp+++=to
bestow ^vbi++++=bestow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An',
', ^nn+++??+=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
of ^in++++0=o'
the ^ati++++=the
po ^np++++=po'ch,
'ch, ^jj+++??+0=EXTRAWORD
opened ^jj+++xvbn+=opened
his ^pp$+pp3+++=his
book ^nn++++=book
ag ^nn++++=ag'in,
'in, ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
holdin ^nn+++??+=holdin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
hand ^nn++++=hand
to ^in++++=to'ards
'ards ^nns+++??+0=EXTRAWORD
Sonny ^nn++++=Sonny,
, ^zz++++=EXTRAWORD
settin ^nn+++??+=settin'
' ^zz++++=EXTRAWORD
on ^in++++=on
top ^nn++++=top
of ^in++++0=o'
the ^ati++++=the
bean ^nn++++=bean-arbor
- ^zz++++=EXTRAWORD
arbor ^&fw++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
commenced ^vbd+++xvbnx+=commenced
to ^to++++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
service ^nn++++=service
of ^in++++0=o'
baptism ^nn+nom+++=baptism
and ^cc++++0=an'
we ^pp1a+pp1+++=we
stood ^vbd+++xvbn+=stood
proxies ^nns+++??+=proxies
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
a ^at++++=a
sort ^nn++++=sort
of ^in++++0=o'
a ^at++++=a
dummy ^nn++++=dummy
substitutes ^nns++++=substitutes
for ^in++++=for
whatever ^nn+nom+++=whatever
godfather ^jjr++++=godfather
and ^cc++++0=an'
mother ^nn++++=mother
Sonny ^nn++++=Sonny
see ^vb+vprv+++=see
fit ^jj++++=fit
to ^to+jcmp+++=to
choose ^vbi++++=choose
in ^in++++=in
after ^in++++=after
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Parson ^nn++++=Parson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
half ^abn++++=half
like ^in++++=like
ez ^nn+++??+=ez
ef ^nn+++??+=ef
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
laugh ^nn++++=laugh
once ^rb+tm+++=once-t.
- ^zz++++=EXTRAWORD
t ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
thess ^nn++++=thess
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
book ^nn++++=book
and ^cc++++=and
started ^vbd+++xvbn+=started
to ^to++++=to
speak ^vbi++++=speak,
, ^zz++++=EXTRAWORD
a ^at++++=a
sudden ^jj+atrb+++=sudden
streak ^nn++++=streak
of ^in++++0=o'
sunshine ^nn++++=sunshine
shot ^vbd+++xvbn+=shot
out ^rp+pl+++=out
and ^cc++++0=an'
the ^ati++++=the
rain ^nn++++=rain
started ^vbd+++xvbn+=started
to ^in++++=to
ease ^nn++++=ease
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
ez ^nn+++??+=ez
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
lose ^vbi++++=lose
the ^ati++++=the
baptismal ^jj+atrb+++=baptismal
waters ^nns++++=waters.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
d ^zz++++=d'rec'ly
'rec'ly ^jj++be++0=EXTRAWORD
it ^pp3+it+++=it
come ^vprf+++xvbn+=come
down ^rp++++=down
stiddy ^nn+++??+=stiddy
ag ^nn++++=ag'in
'in ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
thoo ^nn+++??+=thoo
the ^ati++++=the
programme ^nn++++=programme
entire ^jjb++++=entire.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
Sonny ^nn++++=Sonny,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
behaved ^vbd+++xvbnx+=behaved
mighty ^jj+atrb+++=mighty
purty ^nn+++??+=purty;
; ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
up ^rp++++=up
perfec ^nn+++??+=perfec'ly
'ly ^jj++++0=EXTRAWORD
ca ^np++++=ca'm
'm ^vb+bem+aux++0=EXTRAWORD
and ^cc++++0=an'
composed ^vbd+++xvbn+=composed
thoo ^nn+++??+=thoo
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
took ^vbd+++xvbn+=took
everything ^pn++++=everything
in ^in++++=in
good ^jj+atrb+++=good
part ^nn++++=part,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
p ^zz++++=p'intedly
'intedly ^jj++++0=EXTRAWORD
know ^vb+vprv+++=know
who ^whp+who+++=who
was ^vbd+bedz+vrb++=was
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
baptized ^jj+++xvbn+=baptized,
, ^zz++++=EXTRAWORD
' ^zz++++='cause,
cause ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
co ^nn++++=co'se,
'se, ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
the ^ati++++=the
words ^nns++++=words
with ^in++++=with
the ^ati++++=the
rain ^nn++++=rain
in ^in++++=in
his ^pp$+pp3+++=his
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
rightly ^rb++++=rightly
sense ^nn++++=sense
the ^ati++++=the
situation ^nn+nom+++=situation
tell ^vb++++=tell
it ^pp3+it+++=it
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
part ^nn++++=part
where ^wrb+who+++=where
it ^pp3+it+++=it
says ^vbz+vpub+++=says:
: ^zz++++=EXTRAWORD
" ^zz++++="Name
name ^nn++++=EXTRAWORD
this ^dt+dem+++=this
child ^nn++++=child,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and,
, ^zz++++=EXTRAWORD
of ^in++++=of
co ^nn++++=co'se,
'se, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out
to ^in++++=to
Sonny ^nn++++=Sonny
to ^in++++=to
name ^nn++++=name
hisself ^nn+++??+=hisself,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
it ^pp3+it+++=it
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
our ^pp$+pp1+++=our
intention ^nn+nom+++=intention
to ^to+ncmp+++=to
let ^vbi++++=let
him ^pp3o+pp3+++=him
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
" ^zz++++="Name
name ^nn++++=EXTRAWORD
yo ^nn+++??+=yo'self,
'self, ^nn+++??+=EXTRAWORD
right ^jj++++=right
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
good ^jj+atrb+++=good
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
co ^nn++++=co'se
'se ^nn+++??+=EXTRAWORD
Sonny ^nn++++=Sonny
had ^vb+hv+vrb++=had
all ^abn++++=all
his ^pp$+pp3+++=his
life ^nn++++=life
heered ^vbd+++xvbn+=heered
me ^pp1o+pp1+++=me
say ^vb+vpub+++=say
thet ^nn+++??+=thet
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
Deuteronomy ^np+++??+=Deuteronomy
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
Senior ^nn++++=Senior,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
thet ^nn+++??+=thet
I ^pp1a+pp1+++=I
hoped ^vbd+vprv++xvbnx+=hoped
some ^dti++++=some
day ^nn++++=day
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
christened ^vbd+++xvbn+=christened
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
junior ^nn++++=junior.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knowed ^vbd+++xvbnx+=knowed
that ^tht+vcmp+++=that
by ^in++++=by
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
would ^md+prd+++=would
agree ^vb+vpub+++=agree
to ^in++++=to
it ^pp3+it+++=it
or ^cc++++=or
dispute ^nn++++=dispute
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
' ^zz++++='cordin'
cordin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
to ^to++++=to
how ^wrb+who+++=how
the ^ati++++=the
notion ^nn++++=notion
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
sort ^rb+hdg+++=sort
of ^+hdg"+++0=o'
ca ^np++++=ca'culated
'culated ^vbd+++xvbn+0=EXTRAWORD
thet ^nn+++??+=thet
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
out ^rp+pl+++=out
with ^in++++=with
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir!
! ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
word ^nn++++=word!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thess ^nn++++=thess
sot ^nn+++??+=sot
up ^rp++++=up
on ^in++++=on
thet ^nn+++??+=thet
bean ^nn++++=bean-arbor
- ^zz++++=EXTRAWORD
arbor ^&fw++++=EXTRAWORD
and ^cc++++0=an'
grinned ^vbd+++xvbn+=grinned.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
feelin ^nn+++??+=feelin'
' ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
services ^nns++++=services
suspended ^vwbn+++xvbn+=suspended
over ^in++++=over
my ^pp$+pp1+++=my
head ^nn++++=head,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says:
: ^zz++++=EXTRAWORD
" ^zz++++="Parson,"
parson ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
reckon ^vb+vprv+++=reckon
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
speak ^vbi++++=speak
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
say ^vb+vpub+++=say
Deuteronomy ^np+++??+=Deuteronomy
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
Junior ^jj++++=Junior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++0=An'
with ^in++++=with
thet ^nn+++??+=thet
what ^wdt+who+++=what
does ^vbz+doz+aux++=does
Sonny ^nn++++=Sonny
do ^vb+do+vrb++=do
but ^cc++++=but
conterdic ^jj++++=conterdic'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
flat ^jj++++=flat!
! ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
Junior ^jj++++=Junior!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
named ^vpsv++agls+xvbnx+=named
Deuteronomy ^np+++??+=Deuteronomy
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
Senior ^nn++++=Senior!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
thess ^nn++++=thess
so ^rb++++=so.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
parson ^nn++++=parson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
to ^to+vcmp+++=to'ards
'ards ^vb+++??+=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
bowed ^vbd+++xvbnx+=bowed
my ^pp$+pp1+++=my
head ^nn++++=head
and ^cc++++0=an'
he ^pp3a+pp3+++=he
pronounced ^vbd+++xvbnx+=pronounced
thess ^nn++++=thess
one ^cd1++++=one
single ^jj+atrb+++=single
name ^nn++++=name,
, ^zz++++=EXTRAWORD
" ^zz++++="Deuteronomy,"
deuteronomy ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++0=an'
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^to++++=to
say ^vbi+vpub+++=say
no ^at++++=no
more ^rbr++++=more
and ^cc++++0=an'
so ^ql++++=so
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
up ^rp++++=up
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I:
: ^zz++++=EXTRAWORD
" ^zz++++="Parson,"
parson ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
spoke ^vprf+++xvbnx+=spoke
his ^pp$+pp3+++=his
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
desire ^nn++++=desire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
named ^vprf+++xvbnx+=named
hisself ^nn+++??+=hisself
after ^in++++=after
me ^pp1o+pp1+++=me
entire ^jjb++++=entire
Deuteronomy ^np+++??+=Deuteronomy
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
Senior ^nn++++=Senior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++0=An'
so ^ql++++=so
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
obligated ^vpsv++agls+xvbnx+=obligated
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
so ^ql++++=so
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
writ ^nn++++=writ
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
record ^nn++++=record
colume ^nn+++??+=colume
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
Bible ^nn++++=Bible,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
spelt ^vbd+++xvbnx+=spelt
his ^pp$+pp3+++=his
Senior ^nn++++=Senior
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
s ^zz++++=s,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
writ ^nn++++=writ
him ^pp3o+pp3+++=him
down ^rp++++=down
ez ^nn+++??+=ez
the ^ati++++=the
only ^ap+down+++=only
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
Senior ^nn++++=Senior
with ^in++++=with
the ^ati++++=the
big ^jj+atrb+++=big
S ^zz++++=S,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
to ^in+vcmp+++=to
me ^vbi++++=me
fixes ^nns++++=fixes
it ^pp3+it+++=it
about ^in++++=about
right ^nn++++=right
for ^in++++=for
the ^ati++++=the
time ^nn++++=time
bein ^nn+++??+=bein'.
'. ^nn+++??+=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
rector ^npt++++=rector
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
thoo ^nn+++??+=thoo
and ^cc++++0=an'
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
wropped ^vprf+++xvbnx+=wropped
up ^rp++++=up
his ^pp$+pp3+++=his
robes ^nns++++=robes
and ^cc++++0=an'
put ^vb+++xvbn+=put
them ^pp3o+pp3+++0='em
in ^in++++=in
his ^pp$+pp3+++=his
wallet ^nn++++=wallet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
'd ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
us ^pp1o+pp1+++=us
to ^to++++=to
prepare ^vbi++++=prepare
for ^in++++=for
conformation ^nn+nom+++=conformation,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pernounced ^vbd+++xvbnx+=pernounced
a ^at++++=a
blessin ^nn+++??+=blessin'
' ^zz++++=EXTRAWORD
upon ^in++++=upon
us ^pp1o+pp1+++=us
and ^cc++++0=an'
went ^vbd+++xvbn+=went.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Sonny ^nn++++=Sonny
