Everyone ^pn++++=Everyone
in ^in++++=in
black ^nn++++=black
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
bowed ^vwbn+++xvbn+=bowed.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
ask ^vb++++=ask
your ^pp$+pp2+++=your
indulgence ^nn+nom+++=indulgence
for ^in++++=for
this ^dt+dem+++=this
intrusion ^nn++++=intrusion,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Richard ^np++++=Richard.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
remember ^nn+nom+++=remember
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
name ^nn++++=name
is ^vbz+bez+vrb++=is
William ^np++++=William
Crome ^np+++??+=Crome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
was ^vbd+bedz+vrb++=was
Vicar ^npt++++=Vicar
here ^rn+pl+++=here
in ^in++++=in
your ^pp$+pp2+++=your
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
time ^nn++++=time.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sir ^npt++++=Sir
Richard ^np++++=Richard,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
name ^nn++++=name
of ^in++++=of
Crome ^np+++??+=Crome
is ^vbz+bez+vrb++=is
always ^rb++++=always
a ^at++++=a
passport ^nn++++=passport
to ^in++++=to
Castringham ^np+++??+=Castringham.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
renew ^vbi++++=renew
a ^at++++=a
friendship ^nn+nom+++=friendship
of ^in++++=of
two ^cd++++=two
generations ^nns+nom+++=generations'
' ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
In ^in++++=In
what ^wdt+who+whq++=what
can ^md+pos+++=can
I ^pp1a+pp1+++=I
serve ^vb++++=serve
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
for ^in++++=for
your ^pp$+pp2+++=your
hour ^nn++++=hour
of ^in++++=of
calling ^xvbg+++xvbg+=calling
and ^cc++++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
mistake ^vb++++=mistake
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
bearing ^xvbg+++xvbg+=bearing
shows ^vbz+vprv+++=shows
you ^pp2+pp2+++=you
to ^to++++=to
be ^vbi++vrb++=be
in ^in++++=in
some ^dti++++=some
haste ^nn++++=haste.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
riding ^vbg+++xvbgx+=riding
from ^in++++=from
Norwich ^np++++=Norwich
to ^to++++=to
Bury ^vbi++++=Bury
St ^npt++++=St
Edmunds ^np++++=Edmunds
with ^in++++=with
what ^wdt+who+++=what
haste ^nn++++=haste
I ^pp1a+pp1+++=I
can ^md+pos+++=can
make ^vb++++=make,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
called ^vprf+++xvbnx+=called
in ^rb+phrv+++=in
on ^in++++=on
my ^pp$+pp1+++=my
way ^nn++++=way
to ^to++++=to
leave ^vbi++++=leave
with ^in++++=with
you ^pp2+pp2+++=you
some ^dti++++=some
papers ^nns++++=papers
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
but ^cc++++=but
just ^rb+emph+++=just
come ^vb++++=come
upon ^in+ppvb+++=upon
in ^in++++=in
looking ^nn++++=looking
over ^in++++=over
what ^wdt+who+++=what
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
left ^vbd+++xvbn+=left
at ^rb++++=at
his ^pp$+pp3+++=his
death ^nn++++=death.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
thought ^vpsv++agls+xvbnx+=thought
you ^pp2+pp2+++=you
may ^md+pos+++=may
find ^vb+vprv+++=find
some ^dti++++=some
matters ^nns+nom+++=matters
of ^in++++=of
family ^nn++++=family
interest ^nn++++=interest
in ^in++++=in
them ^pp3o+pp3+++=them.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
mighty ^jj++++=mighty
obliging ^jj++++=obliging,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Crome ^np++++=Crome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
so ^ql+emph+++=so
good ^jj++++=good
as ^in++++=as
to ^in"++++=to
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
parlour ^nn++++=parlour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drink ^nn++++=drink
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
take ^vb++++=take
a ^at++++=a
first ^od++++=first
look ^vb++++=look
at ^rb++++=at
these ^dt+dem+++=these
same ^ap++++=same
papers ^nns++++=papers
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
Chiddock ^np++++=Chiddock,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
about ^in++++=about
airing ^nn++++=airing
this ^dt+dem+++=this
chamber ^nn++++=chamber
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
here ^rn+pl+++=here
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
died ^vbd+++xvbn+=died
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
make ^vb++++=make
the ^ati++++=the
place ^nn++++=place
a ^rb++++=a
little ^rb"++++=little
dampish ^jj++++=dampish
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
No ^at++++=No;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
listen ^vbi++++=listen
to ^in++++=to
any ^dti++++=any
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
no ^at++++=no
difficulties ^nns++++=difficulties,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
your ^pp$+pp2+++=your
orders ^nns++++=orders
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
study ^nn++++=study.
. ^zz++++=EXTRAWORD
The ^ati++++=The
packet ^nn++++=packet
which ^whp+rel+obj++=which
young ^jj+atrb+++=young
Mr ^npt++++=Mr
Crome ^np++++=Crome
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
just ^rb+emph+++=just
become ^vb++++=become
a ^at++++=a
Fellow ^nn++++=Fellow
of ^in++++=of
Clare ^np++++=Clare
Hall ^nn++++=Hall
in ^in++++=in
Cambridge ^np++++=Cambridge,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
subsequently ^rb+tm+++=subsequently
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
a ^at++++=a
respectable ^jj+atrb+++=respectable
edition ^nn+nom+++=edition
of ^in++++=of
Polyaenus ^np+++??+=Polyaenus
contained ^vbd+++xvbn+=contained
among ^in++++=among
other ^ap++++=other
things ^nns++++=things
the ^ati++++=the
notes ^nns++++=notes
which ^whp+rel+obj++=which
the ^ati++++=the
old ^jj+atrb+++=old
Vicar ^npt++++=Vicar
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
upon ^in++++=upon
the ^ati++++=the
occasion ^nn++++=occasion
of ^in++++=of
Sir ^npt++++=Sir
Matthew ^np++++=Matthew
Fell ^np++++=Fell's
's ^$++++=EXTRAWORD
death ^nn++++=death.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
Sir ^npt++++=Sir
Richard ^np++++=Richard
was ^vbd+bedz+aux++=was
confronted ^vpsv++agls+xvbnx+=confronted
with ^in++++=with
the ^ati++++=the
enigmatical ^jj+atrb+++=enigmatical
Sortes ^np+++??+=Sortes
Biblicae ^np+++??+=Biblicae
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
amused ^vbd+++xvbnx+=amused
him ^pp3o+pp3+++=him
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,'
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='my
my ^pp$+pp1+++=EXTRAWORD
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
Bible ^nn++++=Bible
gave ^vbd+++xvbn+=gave
one ^cd1++++=one
prudent ^jj+atrb+++=prudent
piece ^nn++++=piece
of ^in++++=of
advice ^nn++++=advice
Cut ^vbd+++xvbn+=Cut
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
that ^dt+pdem+++=that
stands ^vbz++++=stands
for ^in+ppvb+++=for
the ^ati++++=the
ash ^nn++++=ash-tree,
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
rest ^vb++++=rest
assured ^vwbn+vpub+tht0+xvbn+=assured
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
neglect ^vb++++=neglect
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
nest ^nn++++=nest
of ^in++++=of
catarrhs ^nns+++??+=catarrhs
and ^cc++++=and
agues ^nns+++??+=agues
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
seen ^vpsv++agls+xvbnx+=seen.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
parlour ^nn++++=parlour
contained ^vbd+++xvbn+=contained
the ^ati++++=the
family ^nn++++=family
books ^nns++++=books,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
pending ^jj++++=pending
the ^ati++++=the
arrival ^nn++++=arrival
of ^in++++=of
a ^at++++=a
collection ^nn+nom+++=collection
which ^whp+rel+obj++=which
Sir ^npt++++=Sir
Richard ^np++++=Richard
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
in ^in++++=in
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
building ^jj+++xvbg+=building
of ^in++++=of
a ^at++++=a
proper ^jj+atrb+++=proper
room ^nn++++=room
to ^to++++=to
receive ^vbi++++=receive
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
many ^ap++++=many
in ^in++++=in
number ^nn++++=number.
. ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Richard ^np++++=Richard
looked ^vbd+++xvbn+=looked
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
paper ^nn++++=paper
to ^in++++=to
the ^ati++++=the
bookcase ^nn++++=bookcase.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='whether
whether ^cs+who+++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
prophet ^nn++++=prophet
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there
yet ^cc++++=yet?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancy ^vb+vprv+tht0++=fancy
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Crossing ^vbg+++xvbg+=Crossing
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
out ^rp+pl+++=out
a ^at++++=a
dumpy ^nn+++??+=dumpy
Bible ^nn++++=Bible,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
bore ^j+++xvbn+=bore
on ^in++++=on
the ^ati++++=the
flyleaf ^nn+++??+=flyleaf
the ^ati++++=the
inscription ^nn+nom+++=inscription:
: ^zz++++=EXTRAWORD
' ^zz++++='To
to ^in++++=EXTRAWORD
Matthew ^np++++=Matthew
Fell ^vbd+++xvbn+=Fell,
, ^zz++++=EXTRAWORD
from ^in++++=from
his ^pp$+pp3+++=his
Loving ^jj+++xvbg+=Loving
Godmother ^np+nom++??+=Godmother,
, ^zz++++=EXTRAWORD
Anne ^np++++=Anne
Aldous ^np+++??+=Aldous,
, ^zz++++=EXTRAWORD
2 ^zz++++=2
September ^nr+nom+++=September,
, ^zz++++=EXTRAWORD
1659 ^cd+date+++=1659.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
no ^at++++=no
bad ^jj+atrb+++=bad
plan ^nn++++=plan
to ^to+ncmp+++=to
test ^vb++++=test
him ^pp3o+pp3+++=him
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Crome ^np++++=Crome.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
wager ^jjr++++=wager
we ^pp1a+pp1+++=we
get ^vb++++=get
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
names ^nns++++=names
in ^in++++=in
the ^ati++++=the
Chronicles ^nns++++=Chronicles.
. ^zz++++=EXTRAWORD
H ^zz++++=H'm!
'm! ^nn++be+??+0=EXTRAWORD
what ^wdt+who+++=what
have ^vb+hv+vrb++=have
we ^pp1a+pp1+++=we
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
" ^zz++++="Thou
thou ^pp2+pp2+++=EXTRAWORD
shalt ^md++++=shalt
seek ^vb++++=seek
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well!
! ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
grandfather ^nn+nom+++=grandfather
would ^md+prd+++=would
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
a ^at++++=a
fine ^jj++++=fine
omen ^&fw++++=omen
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey?
? ^zz++++=EXTRAWORD
No ^at++++=No
more ^ql++++=more
prophets ^nns++++=prophets
for ^in++++=for
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
all ^abn++++=all
in ^in++++=in
a ^at++++=a
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Crome ^np++++=Crome,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
infinitely ^rb++splt++=infinitely
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
packet ^nn++++=packet.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
impatient ^jj+pred+++=impatient
to ^to+jcmp+++=to
get ^vbi++++=get
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Pray ^vb+vsua+++=Pray
allow ^vb++++=allow
me ^pp1o+pp1+++=me
another ^dt++++=another
glass ^nn++++=glass.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^rb++++=So
with ^in++++=with
offers ^nns++++=offers
of ^in++++=of
hospitality ^nn+nom+++=hospitality,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
genuinely ^rb++splt++=genuinely
meant ^vpsv++agls+xvbnx+=meant
( ^zz++++=(for
for ^in++++=EXTRAWORD
Sir ^npt++++=Sir
Richard ^np++++=Richard
thought ^vbd+++xvbn+=thought
well ^jj+pred+++=well
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man's
's ^$++++=EXTRAWORD
address ^nns+nom+++=address
and ^cc++++=and
manner ^nn++++=manner),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
parted ^vbd+++xvbnx+=parted.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
afternoon ^nn++++=afternoon
came ^vbd+++xvbn+=came
the ^ati++++=the
guests ^nns++++=guests
the ^ati++++=the
Bishop ^nn++++=Bishop
of ^in++++=of
Kilmore ^np+++??+=Kilmore,
, ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Mary ^np++++=Mary
Hervey ^np++++=Hervey,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
William ^np++++=William
Kentfield ^np+++??+=Kentfield,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
Dinner ^nn++++=Dinner
at ^in++++=at
five ^cd++++=five,
, ^zz++++=EXTRAWORD
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dispersal ^nn+nom+++=dispersal
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
morning ^nn++++=morning
Sir ^npt++++=Sir
Richard ^np++++=Richard
is ^vbz+bez+aux++=is
disinclined ^vpsv++agls+xvbnx+=disinclined
to ^to++++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
gun ^nn++++=gun
with ^in++++=with
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
talks ^vbz++++=talks
with ^in++++=with
the ^ati++++=the
Bishop ^nn++++=Bishop
of ^in++++=of
Kilmore ^np+++??+=Kilmore.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
prelate ^nn+nom+++=prelate,
, ^zz++++=EXTRAWORD
unlike ^in++++=unlike
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
of ^in++++=of
the ^ati++++=the
Irish ^jj+atrb+++=Irish
Bishops ^npt++++=Bishops
of ^in++++=of
his ^pp$+pp3+++=his
day ^nn++++=day,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
visited ^vprf+++xvbnx+=visited
his ^pp$+pp3+++=his
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
resided ^j+++xvbn+=resided
there ^rn+pl+++=there
for ^in++++=for
some ^dti++++=some
considerable ^jj+atrb+++=considerable
time ^nn++++=time.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
two ^cd++++=two
were ^vbd+bed+aux++=were
walking ^vbg+++xvbgx+=walking
along ^in++++=along
the ^ati++++=the
terrace ^nn++++=terrace
and ^cc++++=and
talking ^vbg+++xvbg+=talking
over ^rb+phrv+++=over
the ^ati++++=the
alterations ^nns+nom+++=alterations
and ^cc++++=and
improvements ^nns+nom+++=improvements
in ^in++++=in
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Bishop ^npt++++=Bishop
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
of ^in++++=of
the ^ati++++=the
West ^np+pl+++=West
Room ^nn++++=Room:
: ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=could
never ^rb++splt++=never
get ^vb++++=get
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
Irish ^jj+atrb+++=Irish
flock ^nn++++=flock
to ^to++++=to
occupy ^vbi++++=occupy
that ^dt+dem+++=that
room ^nn++++=room,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Richard ^np++++=Richard.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Why
why ^wrb+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
lord ^npt++++=lord?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
own ^ap++++=own.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
Irish ^jj+atrb+++=Irish
peasantry ^nn++++=peasantry
will ^md+prd+++=will
always ^rb++++=always
have ^vb+hv+vrb++=have
it ^pp3+it+++=it
that ^cs+sub+++=that
it ^pp3+it+++=it
brings ^vbz++++=brings
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
luck ^nn++++=luck
to ^to++++=to
sleep ^vbi++++=sleep
near ^in+pl+++=near
an ^at++++=an
ash ^nn++++=ash-tree,
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
fine ^jj+atrb+++=fine
growth ^nn++++=growth
of ^in++++=of
ash ^nn++++=ash
not ^xnot++not++=not
two ^cd++++=two
yards ^nns++++=yards
from ^in++++=from
your ^pp$+pp2+++=your
chamber ^nn++++=chamber
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Perhaps ^rb+cnj+++=Perhaps,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
the ^ati++++=the
Bishop ^nn++++=Bishop
went ^vbd+++xvbn+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=has
given ^vprf+++xvbnx+=given
you ^pp2+pp2+++=you
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
its ^pp$+it+++=its
quality ^nn+nom+++=quality
already ^rb+cnj+++=already,
, ^zz++++=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
seem ^vb+seem+++=seem,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
may ^md+pos+++=may
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
the ^ati++++=the
fresher ^nn++++=fresher
for ^in++++=for
your ^pp$+pp2+++=your
night ^nn++++=night's
's ^$++++=EXTRAWORD
rest ^nn++++=rest
as ^ql++++=as
your ^pp$+pp2+++=your
friends ^nns++++=friends
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='That,
that ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
cost ^nn++++=cost
me ^pp1o+pp1+++=me
my ^pp$+pp1+++=my
sleep ^nn++++=sleep
from ^in++++=from
twelve ^cd++++=twelve
to ^to++++=to
