Many ^ap++++=Many
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
idee ^nn++++=idee
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
next ^ap++++=next.
. ^zz++++=EXTRAWORD
Pratt ^np+++??+=Pratt
beckoned ^vbd+++xvbn+=beckoned
to ^in++++=to
me ^pp1o+pp1+++=me
from ^in++++=from
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whispered ^vpsv++agls+xvbn+=whispered
in ^in++++=in
my ^pp$+pp1+++=my
ear ^nn++++=ear:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Bible ^np++++=Bible's
's ^$++++=EXTRAWORD
mislaid ^nn+++??+=mislaid.
. ^zz++++=EXTRAWORD
Has ^vbz+hvz+aux++=Hasn't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
so ^ql++++=so
long ^rb++++=long
it ^pp3+it+++=it
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
book ^nn++++=book
the ^ati++++=the
same ^ap++++=same
size ^nn++++=size,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
that ^dt+pdem+++=that'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
try ^vb++++=try,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
took ^vbd+++xvbn+=took
the ^ati++++=the
volume ^nn++++=volume
of ^in++++=of
Lieut ^np+++??+=Lieut.
. ^zz++++=EXTRAWORD
Maury ^np++++=Maury's
's ^$++++=EXTRAWORD
sailing ^nvbg+++xvbg+=sailing
directions ^nns+nom+++=directions
and ^cc++++=and
said ^vbd+vpub++xvbn+=said
impressively ^rb++++=impressively:
: ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mistah ^npt++++=Mistah
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
appearances ^nns+nom+++=appearances
is ^vbz+bez+vrb++=is
agin ^nn+++??+=agin
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
dey ^nn+++??+=dey
is ^vbz+bez+vrb++=is
bery ^nn++++=bery
deceptible ^jj++++=deceptible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
not ^xnot++not++=not
alwuz ^jj+++??+=alwuz
to ^to++++=to
be ^vbi+vbi+aux++=be
trusted ^vpsv++agls+xvbnx+=trusted.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
be ^vb+be+vrb++=be
innocenter ^jjr+pred+++=innocenter
den ^&fw++++=den
a ^at++++=a
kitten ^nn++++=kitten,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
fur ^nn++++=fur
y ^zz++++=y'ur
'ur ^nn+++??+=EXTRAWORD
own ^ap++++=own
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hopes ^vbz++++=hopes
you ^pp2+pp2+++=you
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
has ^vbz+hvz+vrb++=has
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
gemmen ^j+++xvbn+=gemmen,
, ^zz++++=EXTRAWORD
de ^&fw++++=de
Good ^jj+atrb+++=Good
Book ^nn++++=Book,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
ob ^nn+++??+=ob
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
will ^md+prd+++=will
read ^vb+vprv++xvbn+=read
what ^wdt+who+whcl++=what
happens ^vbz+vsua+++=happens
to ^to+vcmp+++=to
cooks ^vb++++=cooks
which ^whp+rel+subj++=which
steals ^vbz++++=steals."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis
looked ^vbd+++xvbn+=looked
uneasily ^rb++++=uneasily
from ^in++++=from
one ^pn++++=one
to ^in++++=to
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
sacred ^jj+atrb+++=sacred
volume ^nn++++=volume.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
ignorant ^jj+pred+++=ignorant
and ^cc+phrs+++=and
superstitious ^jj++++=superstitious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Prince ^npt++++=Prince
as ^ql++++=as
reader ^nn++++=reader
and ^cc++++=and
oracle ^nn++++=oracle
was ^vbd+bedz+vrb++=was
much ^ap++++=much
more ^rbr++++=more
to ^to++++=to
be ^vbi+vbi+aux++=be
feared ^vpsv++agls+xvbnx+=feared
than ^in++++=than
Prince ^npt++++=Prince
the ^ati++++=the
bo ^nn+++??+=bo's'un,
's'un, ^nn+++??+=EXTRAWORD
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
threats ^nns++++=threats
and ^cc++++=and
accusations ^nns+nom+++=accusations.
. ^zz++++=EXTRAWORD
" ^zz++++="Dis
dis ^np++++=EXTRAWORD
chile ^np++++=chile
better ^jjr++++=better
be ^vb+be+vrb++=be
gittin ^nn+++??+=gittin'
' ^zz++++=EXTRAWORD
back ^rp++++=back
to ^to++++=to
de ^&fw++++=de
galley ^nn++++=galley
and ^cc++++0=an'
washin ^nn+++??+=washin'
' ^zz++++=EXTRAWORD
dem ^&fw++++=dem
dishes ^nns++++=dishes.
. ^zz++++=EXTRAWORD
Neber ^np+++??+=Neber
will ^md+prd+++=will
git ^vb++++=git
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
done ^vprf+++xvbn+=done
at ^rb++++=at
dis ^np++++=dis
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
stan ^np++++=stan'in'
'in' ^nn+++??+=EXTRAWORD
aroun ^nn+++??+=aroun'
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
lot ^nn++++=lot
of ^in++++0=o'
wenches ^nns+++??+=wenches
at ^rb++++=at
a ^at++++=a
pic ^np++++=pic-nic."
- ^zz++++=EXTRAWORD
nic ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hold
hold ^nn++++=EXTRAWORD
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
hold ^nn++++=hold
of ^in++++=of
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
neared ^vbd+++xvbnx+=neared
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
afraid ^jj++++=afraid
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
away ^rb+phrv+++=away
with ^in+ppvb+++=with
the ^ati++++=the
liquor ^nn++++=liquor.
. ^zz++++=EXTRAWORD
Stay ^vb++++=Stay
right ^jj++++=right
here ^rn+pl+++=here
and ^cc++++=and
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
hear ^vb+vprv+++=hear
how ^wrb+who+whcl++=how
well ^rb++++=well
Prince ^nn++++=Prince
can ^md+pos+++=can
read ^vb+vprv++xvbn+=read."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bo ^nn+++??+=bo's'un
's'un ^nn+++??+=EXTRAWORD
'd ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
turning ^vbg+++xvbgx+=turning
over ^in++++=over
the ^ati++++=the
leaves ^nns++++=leaves
as ^cs+sub+++=as
if ^cs+cnd+++=if
searching ^jj+++xvbg+=searching
for ^in++++=for
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
a ^at++++=a
page ^nn++++=page
which ^whp+rel+subj++=which
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
route ^nn++++=route
vessels ^nns++++=vessels
should ^md+nec+++=should
take ^vb++++=take
when ^wrb+who+++=when
bound ^jj+++xvbn+=bound
from ^in++++=from
New ^jj+atrb+++=New
York ^np++++=York
to ^in++++=to
Hong ^np++++=Hong
Kong ^np++++=Kong
and ^cc++++=and
the ^ati++++=the
Far ^rb+pl+++=Far
East ^np+pl+++=East.
. ^zz++++=EXTRAWORD
Clearing ^nvbg+++xvbg+=Clearing
his ^pp$+pp3+++=his
throat ^nn++++=throat
and ^cc++++=and
putting ^vbg+++xvbg+=putting
on ^rb+phrv+++=on
a ^at++++=a
long ^rb++++=long
face ^nn++++=face,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read:
: ^zz++++=EXTRAWORD
" ^zz++++="Cooks
cooks ^nns++++=EXTRAWORD
and ^cc++++0=an'
stoords ^nns+++??+=stoords
what ^wdt+who+++=what
steals ^vbz++++=steals
' ^zz++++='taters
taters ^nn++++=EXTRAWORD
and ^cc++++=and
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
confess ^nns+nom+++=confess,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
boun ^np++++=boun'
' ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
set ^vpsv++agls+xvbnx+=set
on ^in++++=on
de ^&fw++++=de
capstan ^jj++++=capstan
all ^abn++++=all
night ^nn++++=night
long ^rb++++=long
till ^cs+sub+++=till
dey ^nn+++??+=dey
owns ^vbz++++=owns
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Nex ^np+++??+=Nex'
' ^zz++++=EXTRAWORD
day ^nn++++=day,
, ^zz++++=EXTRAWORD
dey ^nn+++??+=dey
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
whitewashed ^vpsv++agls+xvbnx+=whitewashed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ef ^nn+++??+=ef
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
white ^jj+atrb+++=white
pusson ^nn+++??+=pusson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
mus ^nns+++??+=mus'
' ^zz++++=EXTRAWORD
be ^vb+be+aux++=be
painted ^vpsv++agls+xvbnx+=painted
black ^np++++=black.
. ^zz++++=EXTRAWORD
" ^zz++++="Dem
dem ^&fw++++=EXTRAWORD
dat ^nn+++??+=dat
takes ^vbz++++=takes
sugah ^nn+++??+=sugah
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
drink ^vbi++++=drink
bilge ^nn+++??+=bilge-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
and ^cc++++0=an'
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
is ^vbz+bez+vrb++=is
to ^in++++=to
larn ^jj+++xvbn+=larn
to ^to++++=to
take ^vbi++++=take
de ^&fw++++=de
sun ^nn++++=sun
ebery ^nn++++=ebery
mawnin ^nn+++??+=mawnin'
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
ebenin ^nn+++??+=ebenin'.
'. ^nn+++??+=EXTRAWORD
" ^zz++++="Ef
ef ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
kotch ^nn+++??+=kotch
one ^cd1++++=one
stealin ^nn+++??+=stealin'
' ^zz++++=EXTRAWORD
gin ^nn++++=gin,
, ^zz++++=EXTRAWORD
make ^vb++++=make
a ^at++++=a
rope ^nn++++=rope
fas ^nns+++??+=fas'
' ^zz++++=EXTRAWORD
to ^in++++=to
him ^pp3o+pp3+++=him
and ^cc++++0=an'
t ^zz++++=t'ow
'ow ^nn+++??+=EXTRAWORD
him ^pp3o+pp3+++=him
oberboard ^nn+++??+=oberboard
all ^abn++++=all
day ^nn++++=day
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Ef ^np+++??+=Ef
he ^pp3a+pp3+++=he
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
die ^vb++++=die
de ^&fw++++=de
fust ^nn+++??+=fust
day ^nn++++=day,
, ^zz++++=EXTRAWORD
try ^vb++++=try
him ^pp3o+pp3+++=him
ag ^nn++++=ag'in
'in ^nn+++??+=EXTRAWORD
de ^&fw++++=de
second ^od++++=second.
. ^zz++++=EXTRAWORD
" ^zz++++="Gittin'
gittin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
away ^rp+pl+++=away
wid ^in++++=wid
w ^zz++++=w'isky
'isky ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
bery ^nn++++=bery
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
Ef ^np+++??+=Ef
a ^at++++=a
cook ^nn++++=cook
or ^cc++++=or
stoord ^nn+++??+=stoord
is ^vbz+bez+vrb++=is
foun ^nn+++??+=foun'
' ^zz++++=EXTRAWORD
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
mus ^nns+++??+=mus'
' ^zz++++=EXTRAWORD
be ^vb+be+aux++=be
drove ^vpsv++agls+xvbnx+=drove
full ^jj++++=full
of ^in++++0=o'
marling ^nn+nom+++=marling-spikes
- ^zz++++=EXTRAWORD
spikes ^nns+++??+=EXTRAWORD
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
stops ^vbz++++=stops
yellin ^nn+++??+=yellin',
', ^nn+++??+=EXTRAWORD
eben ^&fw++++=eben
ef ^nn+++??+=ef
it ^pp3+it+++=it
done ^vbd+++xvbn+=done
kills ^vbz++++=kills
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
ef ^nn+++??+=ef
one ^cd1++++=one
steals ^vbz++++=steals
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
wahl ^nn+++??+=wahl,
, ^zz++++=EXTRAWORD
der ^&fw++++=der
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
bad ^jj++++=bad
' ^zz++++='nough
nough ^nn+++??+=EXTRAWORD
fur ^nn++++=fur
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Brandy ^nn++++=Brandy
is ^vbz+bez+vrb++=is
awful ^jj++++=awful
hard ^jj++++=hard
to ^to+jcmp+++=to
make ^vbi++++=make,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
costs ^nns++++=costs
a ^at++++=a
hun ^nn++++=hun'red
'red ^vbd++be+xvbn+0=EXTRAWORD
dollahs ^nns+++??+=dollahs
a ^at++++=a
poun ^nn+++??+=poun';
'; ^nn+++??+=EXTRAWORD
so ^ql++++=so
' ^zz++++='tain't
tai ^nn+++??+=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
sort ^nn++++=sort
of ^in++++0=o'
use ^nn++++=use
foolin ^nn+++??+=foolin'
' ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
dat ^nn+++??+=dat
steals ^vbz++++=steals
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
craf ^nn+++??+=craf'
' ^zz++++=EXTRAWORD
will ^md+prd+++=will
sink ^vb++++=sink
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
took ^vbd+++xvbn+=took
in ^rb+phrv+++=in
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Gib
gib ^nn+++??+=EXTRAWORD
de ^&fw++++=de
wicked ^jj+atrb+++=wicked
sinnah ^nn+++??+=sinnah
time ^nn++++=time
to ^to++++=to
say ^vbi+vpub+++=say
his ^pp$+pp3+++=his
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
den ^&fw++++=den
h ^zz++++=h'ist
'ist ^nn+++??+=EXTRAWORD
him ^pp3o+pp3+++=him
up ^rp++++=up
and ^cc++++0=an'
down ^in++++=down
de ^&fw++++=de
main ^jjb++++=main
stay ^vb++++=stay
fou ^nn+++??+=fou'
' ^zz++++=EXTRAWORD
times ^nns++++=times,
, ^zz++++=EXTRAWORD
so ^ql++++=so
his ^pp$+pp3+++=his
blood ^nn++++=blood
circ ^nn+++??+=circ'lates
'lates ^nn+++??+=EXTRAWORD
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Tie ^nn++++=Tie
a ^at++++=a
grinest ^jjt+atrb+++0=grin'stone
roun ^nn+++??+=roun'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
neck ^nn++++=neck
and ^cc++++0=an'
heave ^nn++++=heave
him ^pp3o+pp3+++=him
oberboard ^nn+++??+=oberboard,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
all ^abn++++=all
han ^np++++=han's
's ^$++++=EXTRAWORD
prays ^vbz+vsua+++=prays
and ^cc+phrs+++0=an'
sings ^vbz++++=sings
like ^in++++=like
de ^&fw++++=de
bery ^nn++++=bery
debil ^nn+++??+=debil.
. ^zz++++=EXTRAWORD
Ef ^np+++??+=Ef
he ^pp3a+pp3+++=he
sinks ^vbz++++=sinks
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
guilty ^jj+atrb+++=guilty
shuah ^nn+++??+=shuah,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
floats ^vbz++++=floats,
, ^zz++++=EXTRAWORD
haul ^vb++++=haul
' ^zz++++='im
im ^&fw++++=EXTRAWORD
aboard ^in+pl+++=aboard
and ^cc++++0=an'
tie ^nn++++=tie
more ^ql++++=more
weights ^nns++++=weights
on ^in++++=on
top ^nn++++=top
of ^in++++=of
' ^zz++++='im.
im ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Ef ^np+++??+=Ef
he ^pp3a+pp3+++=he
keeps ^vbz++++=keeps
on ^rb+phrv+++=on
a ^at++++=a
floatin ^nn+++??+=floatin',
', ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
innocent ^jj+atrb+++=innocent
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
his ^pp$+pp3+++=his
wages ^nns++++=wages
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
made ^vpsv++agls+xvbnx+=made
biggah ^nn+++??+=biggah.
. ^zz++++=EXTRAWORD
Heah ^np+++??+=Heah
de ^&fw++++=de
chaptah ^nn+++??+=chaptah
ends ^nns++++=ends."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Prince ^npt++++=Prince
made ^vbd+++xvbn+=made
this ^dt+dem+++=this
up ^rp++++=up
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
pronouncing ^jj+++xvbg+=pronouncing
his ^pp$+pp3+++=his
words ^nns++++=words
with ^in++++=with
much ^ap++++=much
gravity ^nn+nom+++=gravity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
such ^abl++++=such
an ^at++++=an
effect ^nn++++=effect
on ^in++++=on
Cornwallis ^np+++??+=Cornwallis
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
all ^abn++++=all
we ^pp1a+pp1+++=we
could ^md+pos+++=could
do ^vb+do+aux++=do
to ^to++++=to
keep ^vbi++++=keep
from ^in++++=from
roaring ^xvbg+++xvbg+=roaring
right ^jj++++=right
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^md"++pmd"++=had
to ^md+nec+++=to
look ^vb++++=look
solemn ^jj++++=solemn,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
smelt ^vprf+++xvbnx+=smelt
a ^at++++=a
rat ^nn++++=rat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
rolling ^vbg+nom++xvbg+=rolling
up ^rp++++=up
the ^ati++++=the
whites ^nns++++=whites
of ^in++++=of
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
looking ^vbg+++xvbg+=looking
around ^rp++++=around
in ^in++++=in
a ^at++++=a
scared ^jj+atrb++xvbn+=scared
way ^nn++++=way
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
whether ^cs+who+++=whether
the ^ati++++=the
whole ^jj+atrb+++=whole
thing ^nn++++=thing
was ^vbd+bedz+vrb++=was
a ^at++++=a
joke ^nn++++=joke
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Cap'n
cap ^nn++++=EXTRAWORD
'n ^nn+++??+=EXTRAWORD
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
axes ^nns++++=axes
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sah ^nn+++??+=sah,
, ^zz++++=EXTRAWORD
ef ^nn+++??+=ef
what ^wdt+who+++=what
dat ^nn+++??+=dat
niggah ^nn+++??+=niggah
done ^vwbn+++xvbn+=done
read ^vbd+vprv++xvbn+=read
is ^vbz+bez+aux++=is
wrote ^vpsv++agls+xvbnx+=wrote
down ^rp++++=down
in ^in++++=in
dat ^nn+++??+=dat
book ^nn++++=book,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
is ^vbz+bez+vrb++=is
I ^pp1a+pp1+++=I
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
made ^vprf+++xvbn+=made
a ^at++++=a
wictim ^nn+++??+=wictim
ob ^nn+++??+=ob
what ^wdt+who+++=what
dey ^nn+++??+=dey
calls ^nns++++=calls
de ^&fw++++=de
cu ^&fo++++=cu'cumstances?"
'cumstances?" ^nn+++??+=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
down ^rp++++=down
in ^in++++=in
cold ^jj+atrb+++=cold
type ^nn++++=type,
, ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
we ^pp1a+pp1+++=we
must ^md+nec+++=must
put ^vb+++xvbn+=put
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
test ^nn++++=test,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in"++++=to
know ^vb+vprv+++=know
if ^cs+cnd+++=if
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
guilty ^jj+pred+++=guilty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
test ^nn++++=test
am ^vb+bem+vrb++=am
dat ^nn+++??+=dat,
, ^zz++++=EXTRAWORD
sah ^nn+++??+=sah?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
hang ^vb++++=hang
a ^at++++=a
grindstone ^nn++++=grindstone
round ^in++++=round
your ^pp$+pp2+++=your
neck ^nn++++=neck
and ^cc++++=and
heave ^nn++++=heave
you ^pp2+pp2+++=you
overboard ^rb+pl+++=overboard.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
steal ^vb++++=steal
the ^ati++++=the
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
float ^vb++++=float.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
book ^nn++++=book
says ^vbz+vpub+++=says."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
cook ^nn++++=cook's
's ^$++++=EXTRAWORD
jaw ^nn++++=jaw
dropped ^vbd+++xvbn+=dropped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
down ^rp++++=down
in ^in++++=in
a ^at++++=a
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
Throwing ^vbg+++xvbg+=Throwing
his ^pp$+pp3+++=his
arms ^nns++++=arms
around ^in++++=around
Pratt ^np++++=Pratt's
's ^$++++=EXTRAWORD
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gasped ^vbd+++xvbnx+=gasped:
: ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
mean ^jj+atrb+++=mean
dat ^nn+++??+=dat,
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n?"
'n?" ^nn+++??+=EXTRAWORD
Pratt ^np+++??+=Pratt
nodded ^vbd+++xvbn+=nodded.
