Coming ^vbg+++xvbg+=Coming
the ^ati++++=the
wind ^nn++++=wind
whirls ^nns+++??+=whirls
it ^pp3+it+++=it
by ^in++++=by
in ^in++++=in
grotesque ^jj+atrb+++=grotesque
goblin ^nn+++??+=goblin
shapes ^nns++++=shapes;
; ^zz++++=EXTRAWORD
wonderful ^jj+atrb+++=wonderful
storm ^nn++++=storm
beings ^nns++++=beings,
, ^zz++++=EXTRAWORD
writhing ^jj++++=writhing,
, ^zz++++=EXTRAWORD
whipping ^jj+++xvbg+=whipping,
, ^zz++++=EXTRAWORD
biting ^vbg+++xvbg+=biting
as ^ql++++=as
they ^pp3a+pp3+++=they
pass ^vb++++=pass;
; ^zz++++=EXTRAWORD
erasing ^vbg+++xvbg+=erasing
bank ^npl++++=bank
and ^cc++++=and
mountain ^nn++++=mountain.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
always ^rb++++=always
there ^ex+pex+++=there
is ^vbz+bez+aux++=is
that ^dt+dem+++=that
aching ^vbg+++xvbg+=aching,
, ^zz++++=EXTRAWORD
steady ^jj+atrb+++=steady
tug ^nn++++=tug
of ^in++++=of
the ^ati++++=the
shoulder ^nn+nom+++=shoulder-rope,
- ^zz++++=EXTRAWORD
rope ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
stopping ^vbg+++xvbg+=stopping
circulation ^nn+nom+++=circulation
till ^in++++=till
the ^ati++++=the
arms ^nns++++=arms
depend ^vb++++=depend
numbly ^jj++++=numbly;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
the ^ati++++=the
weary ^jj+atrb+++=weary
effort ^nn++++=effort
of ^in++++=of
trail ^nn++++=trail
breaking ^vwbg+++xvbg+=breaking.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
felt ^vbd+vprv++xvbn+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
worked ^vprf+++xvbnx+=worked
with ^in++++=with
a ^at++++=a
more ^ql++++=more
unsatisfying ^jj+atrb++xvbg+=unsatisfying
team ^nn++++=team
mate ^nn++++=mate.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
that ^cs+sub+++=that
Klusky ^np+++??+=Klusky
did ^vbd+dod+aux++=did
not ^xnot++not++=not
pull ^vb++++=pull,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
evidently ^rb++++=evidently
did ^vbd+dod+vrb++=did
his ^pp$+pp3+++=his
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
never ^rb++++=never
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
grew ^vbd+++xvbn+=grew
ever ^rb++++=ever
conscious ^jj++++=conscious
of ^in++++=of
the ^ati++++=the
beady ^jj+atrb+++=beady,
, ^zz++++=EXTRAWORD
glittering ^jj+atrb+++=glittering
eyes ^nns++++=eyes
boring ^jj++++=boring
into ^in++++=into
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
At ^rb++++=At
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Jew ^nn++++=Jew
watched ^vbd+++xvbn+=watched
him ^pp3o+pp3+++=him
furtively ^rb+cnj+++=furtively,
, ^zz++++=EXTRAWORD
sullenly ^rb+cnj+++=sullenly,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
to ^to++++=to
feel ^vbi+vprv+++=feel
oppressed ^jj++++=oppressed,
, ^zz++++=EXTRAWORD
as ^in++++=as
with ^in"++++=with
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
treachery ^nn+nom+++=treachery,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
fell ^nn+++xvbn+=fell
design ^nn++++=design
hidden ^vbd+++xvbn+=hidden
far ^rb+pl+++=far
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
morning ^nn++++=morning
he ^pp3a+pp3+++=he
secured ^vbd+++xvbnx+=secured
the ^ati++++=the
ropes ^nns++++=ropes
next ^rb++++=next
the ^ati++++=the
sled ^jj+++xvbn+=sled,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
forcing ^vbg+++xvbg+=forcing
Captain ^nn++++=Captain
to ^to++++=to
walk ^vbi++++=walk
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
object ^nn++++=object
to ^in++++=to
the ^ati++++=the
added ^jj+atrb++xvbn+=added
task ^nn++++=task
of ^in++++=of
breaking ^xvbg+++xvbg+=breaking
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
the ^ati++++=the
brunt ^nn++++=brunt
of ^in++++=of
the ^ati++++=the
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
feeling ^jj+++xvbg+=feeling
of ^in++++=of
suspicion ^nn++++=suspicion
increased ^vbd+++xvbn+=increased
till ^cs+sub+++=till
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
by ^in++++=by
conscious ^jj+atrb+++=conscious
effort ^nn++++=effort
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
drove ^vbd+++xvbnx+=drove
himself ^ppl+pp3+++=himself
to ^to++++=to
turn ^vbi++++=turn
his ^pp$+pp3+++=his
back ^jjb++++=back
upon ^in++++=upon
the ^ati++++=the
other ^ap++++=other
and ^cc++++=and
take ^vb++++=take
up ^rb+phrv+++=up
the ^ati++++=the
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
oppression ^nn++++=oppression
that ^tht+rel+subj++=that
warned ^vprf+++xvbn+=warned
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
third ^od++++=third
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Leaning ^vbg+++xvbg+=Leaning
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
against ^in++++=against
the ^ati++++=the
sled ^jj+atrb++xvbn+=sled
ropes ^nns++++=ropes
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
of ^in++++=of
an ^at++++=an
added ^jj+atrb++xvbn+=added
burden ^nn++++=burden,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
man ^nn++++=man
behind ^in+pl+++=behind
had ^vbd+hvd+aux++=had
eased ^vprf+++xvbnx+=eased
to ^to++++=to
shift ^vbi++++=shift
his ^pp$+pp3+++=his
harness ^nns+nom+++=harness.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
cease ^vb++++=cease
he ^pp3a+pp3+++=he
glanced ^vbd+++xvbnx+=glanced
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Keyed ^np+++??+=Keyed
up ^rp++++=up
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
nervous ^jj+atrb+++=nervous
agility ^nn+nom+++=agility
saved ^vwbn+++xvbn+=saved
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
held ^vbd+vprv++xvbn+=held
a ^at++++=a
revolver ^nn+nom+++=revolver
close ^nn++++=close
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
unconsciously ^rb++splt++=unconsciously
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
pull ^vbi++++=pull,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
mechanically ^rb++++=mechanically
stepped ^vbd+++xvbn+=stepped
in ^in++++=in
the ^ati++++=the
other's ^ppls++++=other's
tracks ^vbz++++=tracks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
courage ^nn+nom+++=courage
to ^to++++=to
shoot ^vbi++++=shoot
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
him ^pp3o+pp3+++=him
momentarily ^rb+cnj+++=momentarily,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
Captain ^npt++++=Captain
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
trigger ^nn++++=trigger.
. ^zz++++=EXTRAWORD
Frozen ^j+++xvbn+=Frozen
gun ^np++++=gun
oil ^nn++++=oil
has ^vbz+hvz+aux++=has
caused ^vprf+++xvbnx+=caused
grave ^jj+atrb+++=grave
errors ^nns++++=errors
in ^in++++=in
calculation ^nn+nom+++=calculation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hammer ^nn++++=hammer
curled ^vbd+++xvbn+=curled
back ^jjb++++=back
wickedly ^rb++++=wickedly
and ^cc++++=and
stuck ^vbd+++xvbn+=stuck.
. ^zz++++=EXTRAWORD
Waiting ^vbg+++xvbg+=Waiting
his ^pp$+pp3+++=his
chance ^nn++++=chance
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
the ^ati++++=the
weapon ^nn++++=weapon
in ^in++++=in
an ^at++++=an
outer ^jjb+atrb+++=outer
pocket ^nn++++=pocket
where ^wrb+who+++=where
the ^ati++++=the
frost ^np++++=frost
had ^vbd+hvd+aux++=had
stiffened ^vprf+++xvbnx+=stiffened
the ^ati++++=the
grease ^nn++++=grease.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
it ^pp3+it+++=it
been ^vprf+ben+aux+xvbn+=been
warmed ^vpsv++agls+xvbnx+=warmed
next ^ap++++=next
his ^pp$+pp3+++=his
body ^nn++++=body,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fatal ^jj+atrb+++=fatal
check ^nn++++=check
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
occurred ^vprf+++xvbnx+=occurred.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
so ^ql++++=so,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
again ^rb+tm+++=again
and ^cc++++=and
it ^pp3+it+++=it
exploded ^vbd+++xvbn+=exploded
sharp ^jj++++=sharp
and ^cc+phrs+++=and
deafening ^jj++++=deafening
in ^in++++=in
the ^ati++++=the
rarefied ^jj+atrb++xvbn+=rarefied
morning ^nn++++=morning
air ^nn++++=air.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
instant ^jj+atrb+++=instant's
's ^vbz+bez+vrb++0=EXTRAWORD
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
had ^vbd+hvd+aux++=had
whirled ^vprf+++xvbnx+=whirled
so ^pn++++=so
that ^dt+dem+++=that
the ^ati++++=the
bullet ^nn++++=bullet
tore ^vbd+++xvbn+=tore
through ^in++++=through
the ^ati++++=the
loose ^jj+atrb+++=loose
fur ^nn++++=fur
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
struck ^vbd+++xvbnx+=struck,
, ^zz++++=EXTRAWORD
simultaneously ^rb+tm+++=simultaneously
with ^in++++=with
the ^ati++++=the
report ^nn++++=report,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gun ^nn++++=gun
flew ^vbd+++xvbn+=flew
outward ^jjb++++=outward,
, ^zz++++=EXTRAWORD
disappearing ^vbg+seem++xvbg+=disappearing
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
grappled ^vbd+++xvbnx+=grappled
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
rolling ^vbg+nom++xvbg+=rolling
in ^in++++=in
a ^at++++=a
tangle ^nn++++=tangle
of ^in++++=of
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
fighting ^vwbg+++xvbg+=fighting
with ^in++++=with
rat ^nn++++=rat-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
fury ^nn++++=fury,
, ^zz++++=EXTRAWORD
whining ^vbg+++xvbg+=whining
odd ^jj+atrb+++=odd,
, ^zz++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
curses ^nns++++=curses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
larger ^jjr+atrb+++=larger
man ^nn++++=man
crushed ^vwbn+++xvbn+=crushed
him ^pp3o+pp3+++=him
in ^in++++=in
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
beating ^jj+++xvbg+=beating
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
on ^in++++=on
killing ^xvbg+++xvbg+=killing
him ^pp3o+pp3+++=him
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
other's ^ppls++++=other's
struggles ^vbz++++=struggles
diminished ^vbd+++xvbn+=diminished,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
desisted ^vbd+++xvbn+=desisted.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
kill ^vb++++=kill
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
in ^in++++=in
panic ^nn++++=panic.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
on ^in++++=on
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kicked ^vbd+++xvbnx+=kicked
the ^ati++++=the
bleeding ^jj+atrb++xvbg+=bleeding
figure ^nn++++=figure
till ^in++++=till
it ^pp3+it+++=it
arose ^vbd+++xvbn+=arose
lamely ^rb++++=lamely.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
desire ^nn++++=desire
to ^to+ncmp+++=to
strangle ^vbi++++=strangle
the ^ati++++=the
life ^nn++++=life
from ^in++++=from
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
over ^in++++=over-powering.
- ^zz++++=EXTRAWORD
powering ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
gave ^vbd+++xvbn+=gave
no ^at++++=no
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
muttering ^vbg+++xvbg+=muttering
only ^rb+down+++=only
unintelligible ^jj+atrb+++=unintelligible
jargon ^nn++++=jargon,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
ablaze ^nn+++??+=ablaze
with ^in++++=with
hatred ^nn++++=hatred.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
throat ^nn++++=throat
but ^cc++++=but
received ^vbd+++xvbn+=received
no ^at++++=no
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
could ^md+pos+++=could
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
try ^vb++++=try
as ^ql++++=as
he ^pp3a+pp3+++=he
pleased ^vbd+++xvbnx+=pleased;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
stubborn ^jj+atrb+++=stubborn
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
disgusted ^j+++xvbn+=disgusted
and ^cc+phrs+++=and
baffled ^jj++++=baffled,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bade ^vbd+++xvbnx+=bade
him ^pp3o+pp3+++=him
resume ^vb++++=resume
the ^ati++++=the
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
use ^vbi++++=use
force ^nn++++=force
for ^in++++=for
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
eventually ^rb+tm+++=eventually
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
up ^rb+phrv+++=up
the ^ati++++=the
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
differing ^jj+++xvbg+=differing
now ^rn+tm+++=now
only ^rb+down+++=only
in ^in++++=in
their ^pp$+pp3+++=their
order ^nn++++=order
of ^in++++=of
precedence ^nn+nom+++=precedence.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
make ^vb++++=make
a ^at++++=a
move ^nn++++=move
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
knife ^vb++++=knife
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cautioned ^vbd+++xvbnx+=cautioned
grimly ^rb++++=grimly.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
goes ^vbz++++=goes
for ^in+ppvb+++=for
the ^ati++++=the
whole ^jj+atrb+++=whole
trip ^nn++++=trip,
, ^zz++++=EXTRAWORD
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^in++++=At
evening ^nn++++=evening
he ^pp3a+pp3+++=he
searched ^vbd+++xvbnx+=searched
the ^ati++++=the
grub ^nn++++=grub
kit ^nn++++=kit,
, ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
knives ^nns++++=knives
and ^cc++++=and
forks ^nns++++=forks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
articles ^nns++++=articles
which ^whp+rel+subj++=which
might ^md+pos+++=might
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
means ^vbz+vprv+++=means
of ^in++++=of
offence ^nn+nom+++=offence,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
the ^ati++++=the
pieces ^nns++++=pieces
into ^in++++=into
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
stir ^vb++++=stir
during ^in++++=during
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
might ^md+pos+++=might
kill ^vb++++=kill
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wake ^vb++++=wake
easy ^jj++++=easy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hereafter ^nn+nom+++=hereafter
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
sleep ^vb++++=sleep
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Placing ^nvbg+++xvbg+=Placing
the ^ati++++=the
weapons ^nns++++=weapons
within ^in++++=within
his ^pp$+pp3+++=his
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bound ^vbd+++xvbnx+=bound
the ^ati++++=the
other's ^ppls++++=other's
wrists ^nns++++=wrists
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
up ^rp++++=up
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
going ^xvbg+++xvbg+=going
became ^vbd+++xvbn+=became
difficult ^jj++++=difficult
from ^in++++=from
the ^ati++++=the
rough ^jj+atrb+++=rough
ice ^nn++++=ice
and ^cc++++=and
soft ^jj+atrb+++=soft
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
despair ^vb++++=despair
Captain ^npt++++=Captain
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
days ^nns++++=days
going ^vwbg+++xvbg+=going
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
Klusky ^np+++??+=Klusky
maintained ^vbd+vpub++xvbn+=maintained
his ^pp$+pp3+++=his
muteness ^nns+nom+++=muteness
and ^cc++++=and,
, ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
anger ^nn++++=anger
of ^in++++=of
his ^pp$+pp3+++=his
captor ^nn++++=captor,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
shirk ^vbi++++=shirk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
became ^vbd+++xvbn+=became
necessary ^jj++++=necessary
to ^to+jcmp+++=to
beat ^vbi++++=beat
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
Captain ^nn++++=Captain
did ^vbd+dod+vrb++=did
relentlessly ^rb+cnj+++=relentlessly,
, ^zz++++=EXTRAWORD
deriving ^vbg+++xvbg+=deriving
a ^at++++=a
certain ^jj+atrb+++=certain
satisfaction ^nn+nom+++=satisfaction
from ^in++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
marvelling ^nn+nom+++=marvelling
the ^ati++++=the
while ^cs+sub+++=while
at ^rb++++=at
his ^pp$+pp3+++=his
own ^ap++++=own
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Jew ^nn++++=Jew
feigned ^vbd+++xvbn+=feigned
weariness ^nns+nom+++=weariness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
limp ^vbi++++=limp
as ^cs+sub+++=as
though ^cs+sub+++=though
foot ^nn++++=foot-sore.
- ^zz++++=EXTRAWORD
sore ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
halted ^vwbn+++xvbn+=halted
him ^pp3o+pp3+++=him
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
try ^vb++++=try
that ^dt+dem+++=that
game ^nn++++=game,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spared ^vbd+++xvbnx+=spared
your ^pp$+pp2+++=your
life ^nn++++=life
for ^in++++=for
a ^at++++=a
purpose ^nn++++=purpose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minute ^nn++++=minute
you ^pp2+pp2+++=you
stop ^vb++++=stop
pulling ^vbg+nom++xvbg+=pulling,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
minute ^nn++++=minute
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sink ^vb++++=sink
this ^dt+dem+++=this
into ^in++++=into
your ^pp$+pp2+++=your
ribs ^nns++++=ribs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
prodded ^vbd+++xvbnx+=prodded
him ^pp3o+pp3+++=him
with ^in++++=with
his ^pp$+pp3+++=his
sheath ^nn++++=sheath
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
along ^in++++=along
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
you ^pp2+pp2+++=you
haul ^vb++++=haul
it ^pp3+it+++=it
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kicked ^vbd+++xvbnx+=kicked
him ^pp3o+pp3+++=him
into ^in++++=into
resentful ^jj+atrb+++=resentful
motion ^nn++++=motion
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
look ^vbi++++=look
upon ^in++++=upon
him ^pp3o+pp3+++=him
as ^in++++=as
an ^at++++=an
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
heedless ^jj+pred+++=heedless
of ^in++++=of
his ^pp$+pp3+++=his
signs ^nns++++=signs
of ^in++++=of
torture ^nn++++=torture--so
-- ^--+clp+++=EXTRAWORD
so ^ql++++=EXTRAWORD
thus ^rb+cnj+++=thus
they ^pp3a+pp3+++=they
marched ^vbd+++xvbnx+=marched;
; ^zz++++=EXTRAWORD
master ^nn++++=master
and ^cc++++=and
slave ^nn++++=slave.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
putting ^vbg+++xvbgx+=putting
it ^pp3+it+++=it
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
