Out ^rp+pl+++=Out
and ^cc+cls+++=and
can ^md+pos+++=can
be ^vb+be+aux++=be
easily ^rb++splt++=easily
killed ^vpsv++by+xvbnx+=killed
by ^in++++=by
a ^at++++=a
smart ^jj+atrb+++=smart
blow ^nn++++=blow
on ^in++++=on
his ^pp$+pp3+++=his
sensitive ^jj+atrb+++=sensitive
snout ^nn++++=snout."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
stared ^vbd+++xvbn+=stared;
; ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
stared ^vbd+++xvbn+=stared;
; ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
sailed ^vbd+++xvbn+=sailed
on ^in++++=on
serenely ^rb++++=serenely.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
very ^ql+amp+++=very
interesting ^jj+atrb+++=interesting
beast ^nn++++=beast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
aard ^nn+++??+=aard-vark.
- ^zz++++=EXTRAWORD
vark ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
to ^in++++=to
my ^pp$+pp1+++=my
mind ^nn++++=mind
not ^xnot++not++=not
so ^rb+emph+++=so
interesting ^jj++++=interesting
as ^in++++=as
the ^ati++++=the
long ^jj++++=long-nosed
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
bandicoot ^nn+++??+=bandicoot.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
the ^ati++++=the
long ^jj++++=long-nosed
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
bandicoot ^nn+++??+=bandicoot,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
presume ^vb+vprv+++=presume,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
under ^in++++=under
that ^dt+dem+++=that
name ^nn++++=name,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
the ^ati++++=the
Xenia ^np+++??+=Xenia
sage ^nn++++=sage.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^jj+atrb+++=mean
antelope ^nn+++??+=antelope?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
no ^at++++=no
means ^nns++++=means,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
with ^in++++=with
a ^at++++=a
superior ^jj+atrb+++=superior
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said
bandicoot ^nn+++??+=bandicoot--B-a-n-d-i-coot.
-- ^--+clp+++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
n ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
d ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
- ^zz++++=EXTRAWORD
coot ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
a ^at++++=a
Peramelidoe ^np+++??+=Peramelidoe
of ^in++++=of
the ^ati++++=the
Marsupial ^np+++??+=Marsupial
family ^nn++++=family,
, ^zz++++=EXTRAWORD
meaning ^nvbg+++xvbg+=meaning
he ^pp3a+pp3+++=he
carries ^vbz++++=carries
his ^pp$+pp3+++=his
young ^jj++++=young
in ^in++++=in
a ^at++++=a
pouch ^nn+++??+=pouch
like ^in++++=like
a ^at++++=a
kangaroo ^nn+++??+=kangaroo."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
cute ^jj++++=cute!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
bandicoots ^nns+++??+=bandicoots
and ^cc++++=and
bandicoots ^nns+++??+=bandicoots,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
pursued ^vwbn+++xvbn+=pursued
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle;
; ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
Peragale ^np+++??+=Peragale,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
rabbit ^nn++++=rabbit
bandicoot ^nn+++??+=bandicoot;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Nasuta ^np+++??+=Nasuta,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
long ^jj++++=long-nosed
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
bandicoot ^nn+++??+=bandicoot;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Mysouros ^np+++??+=Mysouros,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
saddle ^nn++++=saddle-backed
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
bandicoot ^nn+++??+=bandicoot;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Choeropus ^np+++??+=Choeropus,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
pig ^nn++++=pig-footed
- ^zz++++=EXTRAWORD
footed ^jj+atrb++xvbn+=EXTRAWORD
bandicoot ^nn+++??+=bandicoot;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Speaking
speaking ^vbg+++xvbg+=EXTRAWORD
of ^in++++=of
antelopes ^nns+++??+=antelopes----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
interrupted ^vbd+++xvbn+=interrupted
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
all ^abn++++=all
means ^in+strn+++=means!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
still ^rb++++=still
more ^rbr++++=more
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
always ^rb++splt++=always
taken ^vprf+++xvbnx+=taken
a ^at++++=a
special ^jj+atrb+++=special
interest ^nn++++=interest
in ^in++++=in
antelopes ^nns+++??+=antelopes.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
see ^vb+vprv+++=see
now ^rn+tm+++=now--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
antelope ^nn+++??+=antelope
family ^nn++++=family
includes ^vb++++=includes
the ^ati++++=the
gnus ^nns+++??+=gnus,
, ^zz++++=EXTRAWORD
elands ^nns+++??+=elands,
, ^zz++++=EXTRAWORD
hartebeests ^nns+++??+=hartebeests,
, ^zz++++=EXTRAWORD
addax ^nn+++??+=addax,
, ^zz++++=EXTRAWORD
klipspringers ^nns+nom+++=klipspringers,
, ^zz++++=EXTRAWORD
chamois ^nn++++=chamois,
, ^zz++++=EXTRAWORD
gazelles ^nns+++??+=gazelles,
, ^zz++++=EXTRAWORD
chirus ^nns+++??+=chirus,
, ^zz++++=EXTRAWORD
pallas ^nns+++??+=pallas,
, ^zz++++=EXTRAWORD
saigas ^nns+++??+=saigas,
, ^zz++++=EXTRAWORD
nilgais ^nns+++??+=nilgais,
, ^zz++++=EXTRAWORD
koodoos ^nns+++??+=koodoos--pretty
-- ^--+clp+++=EXTRAWORD
pretty ^rb++++=EXTRAWORD
name ^nn++++=name
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
blessboks ^nns+++??+=blessboks,
, ^zz++++=EXTRAWORD
duikerboks ^nns+++??+=duikerboks,
, ^zz++++=EXTRAWORD
boneboks ^nns+++??+=boneboks,
, ^zz++++=EXTRAWORD
gemsboks ^nns+++??+=gemsboks,
, ^zz++++=EXTRAWORD
steinboks ^nns+++??+=steinboks----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
bright ^jj+atrb+++=bright
blue ^nn++++=blue
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
of ^in++++=of
his ^pp$+pp3+++=his
dreams ^nps++++=dreams
were ^vbd+bed+aux++=were
fastened ^vpsv++agls+xvbnx+=fastened
on ^rp++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
toward ^in++++=toward
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
familiar ^jj+pred+++=familiar
with ^in++++=with
Bambara ^np+++??+=Bambara,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
pardon ^nn++++=pardon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
brilliant ^jj+atrb+++=brilliant
conversationalist ^nn+nom+++=conversationalist
seemed ^vbd+seem++xvbn+=seemed
a ^rb++++=a
little ^rb"++++=little
confused ^jj+++xvbn+=confused.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
Arabia ^np++++=Arabia?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
know ^vb+vprv+++=know
Arabia ^np++++=Arabia.
. ^zz++++=EXTRAWORD
Population ^nn+nom+++=Population
5,078,441 ^cd++++=5,078,441;
; ^zz++++=EXTRAWORD
area ^nn++++=area----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
million ^cd++++=million,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hundred ^cd++++=hundred
and ^cc++++=and
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
square ^jj+atrb+++=square
miles ^nns++++=miles,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
finished ^xvbn+++xvbn+=finished
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
say ^vb+vpub+++=say
Arabia ^np++++=Arabia;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
Bambara ^np+++??+=Bambara.
. ^zz++++=EXTRAWORD
B ^zz++++=B-a-m-b-a-r-a."
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
m ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Bambara ^np+++??+=Bambara,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
feebly ^rb++++=feebly;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
assurance ^nn+nom+++=assurance
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
crumple ^vbi+++??+=crumple.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
tell ^vb++++=tell
us ^pp1o+pp1+++=us
about ^in++++=about
Bambara ^np+++??+=Bambara;
; ^zz++++=EXTRAWORD
such ^abl++++=such
an ^at++++=an
intriguing ^jj+atrb+++=intriguing
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
country ^nn++++=country
in ^in++++=in
Western ^jj+atrb+++=Western
Africa ^np++++=Africa,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
tossed ^vbd+++xvbn+=tossed
off ^in+pl+++=off
grandly ^jj++++=grandly,
, ^zz++++=EXTRAWORD
" ^zz++++="with
with ^in++++=EXTRAWORD
a ^at++++=a
population ^nn+nom+++=population
of ^in++++=of
2,004,737 ^cd++++=2,004,737,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
up ^rp++++=up
of ^in++++=of
Negroes ^np+++??+=Negroes,
, ^zz++++=EXTRAWORD
Mandingoes ^np+++??+=Mandingoes
and ^cc++++=and
Foulahs ^np+++??+=Foulahs.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
principal ^jjb+atrb+++=principal
products ^nns++++=products
are ^vb+ber+vrb++=are
rice ^np++++=rice,
, ^zz++++=EXTRAWORD
maize ^nn++++=maize,
, ^zz++++=EXTRAWORD
cotton ^np++++=cotton,
, ^zz++++=EXTRAWORD
millet ^nn++++=millet,
, ^zz++++=EXTRAWORD
yams ^nns+++??+=yams,
, ^zz++++=EXTRAWORD
pistachio ^nn+++??+=pistachio
nuts ^nns++++=nuts,
, ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
beans ^nns++++=beans,
, ^zz++++=EXTRAWORD
watermelons ^nns+++??+=watermelons,
, ^zz++++=EXTRAWORD
onions ^nns++++=onions,
, ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco,
, ^zz++++=EXTRAWORD
indigo ^nn+++??+=indigo,
, ^zz++++=EXTRAWORD
tamarinds ^nns+++??+=tamarinds,
, ^zz++++=EXTRAWORD
lotuses ^nns+++??+=lotuses,
, ^zz++++=EXTRAWORD
sheep ^nns++++=sheep,
, ^zz++++=EXTRAWORD
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
alligators ^nns++++=alligators,
, ^zz++++=EXTRAWORD
pelicans ^nns+nom+++=pelicans,
, ^zz++++=EXTRAWORD
turtles ^nns++++=turtles,
, ^zz++++=EXTRAWORD
egrets ^nns+++??+=egrets,
, ^zz++++=EXTRAWORD
teals ^nn++++=teals
and ^cc++++=and
Barbary ^np+nom++??+=Barbary
ducks ^nns++++=ducks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
interesting ^jj++++=interesting!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
go ^vb++++=go
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup;
; ^zz++++=EXTRAWORD
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
tender ^jj+atrb+++=tender
note ^nn++++=note
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Bambara
bambara ^nn+++??+=EXTRAWORD
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me
of ^in++++=of
baboons ^nns+++??+=baboons,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in++++=on
loudly ^rb++++=loudly
and ^cc+phrs+++=and
rapidly ^rb+cnj+++=rapidly,
, ^zz++++=EXTRAWORD
checking ^vbg+++xvbg+=checking
an ^at++++=an
incipient ^jj+atrb+++=incipient
remark ^nn++++=remark
from ^in++++=from
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="Baboons,
baboons ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
Cynocephali ^np+++??+=Cynocephali
or ^cc++++=or
dog ^nn++++=dog-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
monkeys ^nns++++=monkeys;
; ^zz++++=EXTRAWORD
the ^ati++++=the
species ^nn++++=species
includes ^vb++++=includes
drills ^nns++++=drills,
, ^zz++++=EXTRAWORD
mandrills ^nns+++??+=mandrills,
, ^zz++++=EXTRAWORD
sphinx ^nn+++??+=sphinx,
, ^zz++++=EXTRAWORD
chacma ^nn+++??+=chacma
and ^cc++++=and
hamadryas ^nns+++??+=hamadryas.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
baboons ^nns+++??+=baboons
have ^vb+hv+vrb++=have
ischial ^jj+atrb+++=ischial
callosities ^nns+nom+++=callosities----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
with ^in++++=with
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
wide ^jj++++=wide-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="They--er--sit
they ^pp3a+pp3+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
er ^&fw++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
sit ^vb++++=EXTRAWORD
on ^in++++=on
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
challenged ^vwbn+++xvbn+=challenged.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
froze ^vbd+++xvbn+=froze
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
look ^nn++++=look.
. ^zz++++=EXTRAWORD
" ^zz++++="Evidently,"
evidently ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you,
you ^pp2+pp2+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
familiar ^jj++++=familiar
with ^in++++=with
the ^ati++++=the
works ^nn++++=works
of ^in++++=of
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Oskar ^np++++=Oskar
Baumann ^np+++??+=Baumann,
, ^zz++++=EXTRAWORD
author ^nn++++=author
of ^in++++=of
' ^zz++++='Afrikanische
afrikanische ^nn+++??+=EXTRAWORD
Skizzen ^np+++??+=Skizzen.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
glanced ^vprf+++xvbnx+=glanced
through ^in++++=through
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says
on ^in++++=on
Page ^nn++++=Page
489 ^cd++++=489?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
mumbled ^vbd+++xvbn+=mumbled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
appear ^vb+seem+++=appear
unfamiliar ^jj++++=unfamiliar
with ^in++++=with
the ^ati++++=the
works ^nn++++=works
of ^in++++=of
Hosea ^np+++??+=Hosea
Ballou ^np+++??+=Ballou."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hosea
hosea ^nn+++??+=EXTRAWORD
Ballou ^np+++??+=Ballou."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
doubt ^nn++++=doubt
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
such ^abl++++=such
a ^at++++=a
person ^nn++++=person,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
stiffly ^rb++++=stiffly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
enjoying ^vbg+++xvbgx+=enjoying
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+++=EXTRAWORD
you ^pp2+pp2+++=you
look ^nn++++=look
him ^pp3o+pp3+++=him
up ^rp++++=up
in ^in++++=in
your ^pp$+pp2+++=your
encyclopedia ^nn+++??+=encyclopedia--if,"
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
with ^in++++=with
crushing ^xvbg+++xvbg+=crushing
emphasis ^nn++++=emphasis--"if
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
one ^pn++++=one.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
Hosea ^np+++??+=Hosea
