Sir ^npt++++=Sir
spun ^vbd+++xvbnx+=spun
a ^at++++=a
gold ^nn++++=gold
piece ^nn++++=piece
on ^in++++=on
the ^ati++++=the
polished ^jj+atrb+++=polished
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
mahogany ^nn++++=mahogany
board ^nn++++=board.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn++++=hunchback
watched ^vbd+++xvbn+=watched
the ^ati++++=the
yellow ^jj+atrb+++=yellow
disk ^nn+++??+=disk
turn ^nn++++=turn
and ^cc++++=and
flit ^nn+++??+=flit
and ^cc++++=and
wabble ^nn+++??+=wabble
on ^in++++=on
its ^pp$+it+++=its
base ^nn++++=base
and ^cc++++=and
flutter ^nn++++=flutter
down ^in++++=down
with ^in++++=with
its ^pp$+it+++=its
tingling ^nvbg+++xvbg+=tingling
reverberations ^nns+nom+++=reverberations.
. ^zz++++=EXTRAWORD
" ^zz++++="To-day,
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
rode ^vbd+++xvbnx+=rode
into ^in++++=into
the ^ati++++=the
county ^nn++++=county
seat ^nn++++=seat
to ^in++++=to
a ^at++++=a
sitting ^jj+++xvbg+=sitting
of ^in++++=of
the ^ati++++=the
justices ^nns++++=justices,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
sheriff ^nn++++=sheriff
showed ^vbd+vprv++xvbn+=showed
me ^pp1o+pp1+++=me
some ^dti++++=some
gold ^nn++++=gold
eagles ^nns++++=eagles
that ^tht+rel+obj++=that
your ^pp$+pp2+++=your
man ^nn++++=man
from ^in++++=from
Maryland ^np+++??+=Maryland,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henderson ^np++++=Henderson,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
paid ^vprf+++xvbnx+=paid
in ^in++++=in
on ^rp++++=on
court ^npl++++=court
costs ^nns++++=costs.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
Dillworth ^np+++??+=Dillworth,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
your ^pp$+pp2+++=your
thumb ^nn++++=thumb
nail ^vb++++=nail
on ^in++++=on
the ^ati++++=the
milled ^jj+atrb++xvbn+=milled
edge ^nn++++=edge
you ^pp2+pp2+++=you
can ^md+pos+++=can
scrape ^vb++++=scrape
off ^in+pl+++=off
the ^ati++++=the
indigo ^nn+++??+=indigo!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn++++=hunchback
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
spinning ^jj+atrb++xvbg+=spinning
coin ^nn++++=coin,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^nn++++=head,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
straight ^jj+atrb+++=straight
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
swung ^j+++xvbn+=swung
a ^at++++=a
moment ^nn++++=moment
uncertain ^jj++++=uncertain
between ^in++++=between
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
swiftly ^rb++++=swiftly
and ^cc++++=and
with ^in++++=with
a ^at++++=a
firm ^jj+atrb+++=firm
grip ^nn++++=grip,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
resolution ^nn+nom+++=resolution.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
coins ^nns++++=coins
appear ^vb+seem+++=appear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
brother ^nn++++=brother
David ^np++++=David
must ^md+nec+++=must
be ^vb+be+vrb++=be
in ^in++++=in
Baltimore ^np+++??+=Baltimore
behind ^in+pl+++=behind
this ^dt+dem+++=this
suit ^nn++++=suit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
in ^in++++=in
Baltimore ^np+++??+=Baltimore,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
hunchback ^nn+++??+=hunchback,
, ^zz++++=EXTRAWORD
" ^zz++++="since
since ^cs+sub+++=EXTRAWORD
you ^pp2+pp2+++=you
speak ^vb++++=speak
with ^in++++=with
such ^abl++++=such
authority ^nn+nom+++=authority."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father
in ^in++++=in
his ^pp$+pp3+++=his
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
level ^nn++++=level
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
got ^vbd+++xvbn+=got
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet
slowly ^rb++++=slowly
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
girl ^nn++++=girl
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
protection ^nn+nom+++=protection
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
features ^nns++++=features
white ^jj++++=white
like ^in++++=like
plaster ^nn+nom+++=plaster;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
fiber ^nn++++=fiber
in ^in++++=in
her ^pp$+pp3+++=her
blood ^nn++++=blood
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
and ^cc++++=and
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
up ^rp++++=up
to ^to++++=to
face ^vbi++++=face
the ^ati++++=the
thing ^nn++++=thing
that ^tht+rel+subj++=that
might ^md+pos+++=might
be ^vb+be+aux++=be
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
one ^cd1++++=one
long ^jj+atrb+++=long
abandonment ^nn+nom+++=abandonment
to ^in++++=to
tears ^nns++++=tears
in ^in++++=in
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
saddle ^nn++++=saddle
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
herself ^ppl+pp3+++=herself
in ^in++++=in
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
princes ^nns++++=princes
of ^in++++=of
the ^ati++++=the
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dross ^nns+++??+=dross
of ^in++++=of
weakness ^nns+nom+++=weakness
was ^vbd+bedz+aux++=was
burned ^vpsv++agls+xvbnx+=burned
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
got ^vbd+++xvbn+=got
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
in ^in++++=in
position ^nn+nom+++=position
like ^in++++=like
a ^at++++=a
duelist ^nn+nom+++=duelist,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hard ^jj+atrb+++=hard,
, ^zz++++=EXTRAWORD
bitter ^jj+atrb+++=bitter
face ^nn++++=face
turned ^vbd+++xvbn+=turned
slantwise ^rb++++=slantwise
toward ^in++++=toward
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Then,"
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
David ^np++++=David
is ^vbz+bez+aux++=is
you ^pp2+pp2+++=you
will ^md+prd+++=will
take ^vb++++=take
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rid ^vb+++xvbn+=rid
my ^pp$+pp1+++=my
house ^nn++++=house
of ^in++++=of
the ^ati++++=the
burden ^nn++++=burden
of ^in++++=of
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
go ^vb++++=go
to ^in++++=to
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
shall ^md+prd+++=shall
not ^xnot++not++=not
return ^vb++++=return
to ^in++++=to
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
blinked ^vbd+++xvbn+=blinked
and ^cc+phrs+++=and
bated ^vbd+++xvbn+=bated
in ^in++++=in
the ^ati++++=the
candlelight ^nn++++=candlelight.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
quote ^vb++++=quote
the ^ati++++=the
Scriptures ^nns++++=Scriptures,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
David ^np++++=David
in ^in++++=in
a ^at++++=a
grave ^nn++++=grave?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
advance ^nn+nom+++=advance
like ^in++++=like
a ^at++++=a
duelist ^nn+nom+++=duelist
who ^whp+rel+obj++=who
parries ^nns++++=parries
the ^ati++++=the
first ^od++++=first
thrust ^vbd+++xvbn+=thrust
of ^in++++=of
his ^pp$+pp3+++=his
opponent ^nn++++=opponent.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
father ^npt++++=father
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
with ^in++++=with
an ^at++++=an
even ^rb++++=even
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Dillworth,"
dillworth ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
strange ^jj+pred+++=strange
that ^tht+jcmp+++=that
no ^at++++=no
man ^nn++++=man
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw
your ^pp$+pp2+++=your
brother ^nn++++=brother
or ^cc++++=or
the ^ati++++=the
horse ^nn++++=horse
after ^cs+sub+++=after
the ^ati++++=the
night ^nn++++=night
he ^pp3a+pp3+++=he
visited ^vbd+++xvbnx+=visited
you ^pp2+pp2+++=you
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
rode ^vbd+++xvbnx+=rode
from ^in++++=from
this ^dt+dem+++=this
door ^nn++++=door
through ^in++++=through
the ^ati++++=the
gap ^nn++++=gap
in ^in++++=in
the ^ati++++=the
mountains ^nns++++=mountains
into ^in++++=into
Maryland ^np+++??+=Maryland."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
rode ^vbd+++xvbnx+=rode
from ^in++++=from
this ^dt+dem+++=this
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
not ^xnot++not++=not
through ^in++++=through
the ^ati++++=the
gap ^nn++++=gap
in ^in++++=in
the ^ati++++=the
mountains ^nns++++=mountains
into ^in++++=into
Maryland ^np+++??+=Maryland."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
began ^vbd+++xvbn+=began
to ^to++++=to
twist ^vbi++++=twist
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
ride ^vb++++=ride
then ^rn+tm+++=then?
? ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
horse ^nn++++=horse
could ^md+pos+++=could
not ^xnot++not++=not
vanish ^vb++++=vanish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=did
vanish ^vb++++=vanish,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
utter ^jjb+atrb+++=utter
fool ^nn++++=fool
talk ^nn++++=talk!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Dillworth ^np+++??+=Dillworth.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
speak ^vb++++=speak
the ^ati++++=the
living ^jj+atrb++xvbg+=living
truth ^nn++++=truth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
brother ^nn++++=brother
David ^np++++=David
and ^cc++++=and
your ^pp$+pp2+++=your
horse ^nn++++=horse
disappeared ^vbd+seem++xvbn+=disappeared
out ^rp+pl+++=out
of ^in++++=of
sound ^nn++++=sound
and ^cc++++=and
hearing ^xvbg+++xvbg+=hearing
disappeared ^vprf+++xvbn+=disappeared
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
sight ^nn++++=sight
and ^cc++++=and
knowledge ^nn++++=knowledge
of ^in++++=of
men ^nns++++=men
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode
away ^in+pl+++=away
from ^in"++++=from
your ^pp$+pp2+++=your
door ^nn++++=door
on ^in++++=on
that ^dt+dem+++=that
fatal ^jj+atrb+++=fatal
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
hunchback ^nn+++??+=hunchback,
, ^zz++++=EXTRAWORD
" ^zz++++="since
since ^cs+sub+++=EXTRAWORD
my ^pp$+pp1+++=my
brother ^nn++++=brother
David ^np++++=David
rode ^vbd+++xvbn+=rode
away ^in+pl+++=away
from ^in"++++=from
my ^pp$+pp1+++=my
door ^nn++++=door
and ^cc++++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
free ^jj+pred+++=free
of ^in++++=of
obligation ^nn+nom+++=obligation
for ^in++++=for
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Cain ^np++++=Cain's
's ^$++++=EXTRAWORD
speech ^nn++++=speech!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn++++=hunchback
put ^vbd+++xvbn+=put
back ^jjb++++=back
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
hair ^nn++++=hair
with ^in++++=with
a ^at++++=a
swift ^np++++=swift
brush ^nn++++=brush
of ^in++++=of
the ^ati++++=the
fingers ^nns+nom+++=fingers
across ^in+pl+++=across
his ^pp$+pp3+++=his
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="Dillworth,"
dillworth ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
voice ^nn++++=voice
filled ^vbd+++xvbn+=filled
the ^ati++++=the
empty ^jj+atrb+++=empty
places ^nns++++=places
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+aux++=EXTRAWORD
the ^ati++++=the
mark ^vb++++=mark
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
began ^vbd+++xvbn+=began
to ^to++++=to
curse ^vbi++++=curse.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
around ^rp++++=around
my ^pp$+pp1+++=my
father ^nn++++=father
and ^cc++++=and
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hair ^nn++++=hair
about ^in++++=about
his ^pp$+pp3+++=his
lank ^nn+++??+=lank
jaws ^nns++++=jaws,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
working ^vwbg+++xvbg+=working,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
evil ^nn++++=evil.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
front ^jjb++++=front
and ^cc++++=and
menace ^nn++++=menace
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
weasel ^nn++++=weasel
that ^tht+rel+subj++=that
would ^md+prd+++=would
attack ^vb++++=attack
some ^dti++++=some
larger ^jjr+atrb+++=larger
creature ^nn++++=creature.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
the ^ati++++=the
great ^jj+atrb+++=great
turn ^nn++++=turn
of ^in++++=of
his ^pp$+pp3+++=his
circle ^nn++++=circle
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
arm ^vb++++=arm
about ^in++++=about
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
before ^in++++=before
the ^ati++++=the
drawer ^nn++++=drawer
of ^in++++=of
the ^ati++++=the
table ^nn++++=table
where ^wrb+who+++=where
the ^ati++++=the
pistol ^nn++++=pistol
lay ^vbd+++xvbn+=lay.
. ^zz++++=EXTRAWORD
" ^zz++++="Dillworth,"
dillworth ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
calmly ^rb+cnj+++=calmly,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
mark ^nn++++=mark
you ^pp2+pp2+++=you
felt ^vbd+vprv++xvbn+=felt
for ^in+ppvb+++=for
just ^rb+emph+++=just
now ^rn+tm+++=now
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fool!"
fool ^jjb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
hunchback ^nn+++??+=hunchback.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
killed ^vbd+++xvbnx+=killed
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
could ^md+pos+++=could
he ^pp3a+pp3+++=he
ride ^nn++++=ride
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
door ^nn++++=door?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
thing ^nn++++=thing
that ^tht+rel+++=that
puzzled ^jj+++xvbn+=puzzled
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
in ^in++++=in
this ^dt+dem+++=this
house ^npl++++=house
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
your ^pp$+pp2+++=your
pretended ^vbd+vprv++xvbn+=pretended
robbery ^nn+nom+++=robbery.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
wiser ^jjr++++=wiser
to ^to++++=to
let ^vbi++++=let
the ^ati++++=the
evil ^jj+atrb+++=evil
thing ^nn++++=thing
remain ^vb++++=remain
a ^at++++=a
mystery ^nn+nom+++=mystery,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
unearth ^nn+++??+=unearth
it ^pp3+it+++=it
to ^to++++=to
foul ^vbi++++=foul
your ^pp$+pp2+++=your
family ^nn++++=family
name ^nn++++=name
and ^cc++++=and
connect ^vb++++=connect
this ^dt+dem+++=this
child ^nn++++=child
in ^in++++=in
gossip ^nn++++=gossip
for ^in++++=for
all ^abn++++=all
her ^pp3o+pp3+++=her
days ^nns++++=days
with ^in++++=with
a ^at++++=a
crime ^nn++++=crime."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
a ^at++++=a
thief ^nn++++=thief,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
snarled ^vbd+++xvbn+=snarled
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
a ^at++++=a
greater ^jjr++++=greater
criminal ^jj++++=criminal
than ^in++++=than
a ^at++++=a
thief ^nn++++=thief,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
My ^pp$+pp1+++=My
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
certain ^jj++++=certain
about ^in++++=about
this ^dt+dem+++=this
gold ^nn++++=gold
on ^in++++=on
that ^dt+dem+++=that
morning ^nn++++=morning
when ^wrb+who+++=when
you ^pp2+pp2+++=you
showed ^vbd+vprv++xvbn+=showed
me ^pp1o+pp1+++=me
