Certainly ^rb++++=CERTAINLY
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
car ^nn++++=car
is ^vbz+bez+aux++=is
haunted ^vpsv++agls+xvbnx+=haunted!
! ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
Mad ^jj+atrb+++=Mad
Lady ^np++++=Lady's
's ^$++++=EXTRAWORD
voice ^nn++++=voice!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
tube ^nn++++=tube
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
dreadful ^jj+pred+++=dreadful!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nonsense,
nonsense ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
darlingest ^jjt++++=darlingest!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
wind ^nn++++=wind
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
try ^vb++++=try
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+tht0++=see
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
not ^xnot++not++=not
moving ^jj+++xvbg+=moving
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
move ^vb++++=move!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
put ^vb+++xvbn+=put
your ^pp$+pp2+++=your
ear ^nn++++=ear
where ^wrb+who+++=where
you ^pp2+pp2+++=you
would ^md+prd+++=would
hear ^vb+vprv+++=hear
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
used ^vbd+++xvbnx+=used
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
go ^vb++++=go
and ^cc+phrs+++=and
sit ^vb++++=sit
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
reseated ^vbd+++xvbnx+=reseated
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
car ^nn++++=car
moved ^vbd+++xvbn+=moved
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
poet ^nn++++=poet
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
George ^np++++=George,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
saying ^vbg+++xvbgx+=saying
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed
presently ^rb+tm+++=presently.
. ^zz++++=EXTRAWORD
" ^zz++++="'The
' ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
third ^nn++++=third
from ^in++++=from
the ^ati++++=the
forks ^nns++++=forks.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
such ^abl++++=such
a ^at++++=a
small ^jj+atrb+++=small
thing ^nn++++=thing
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+aux++=be
lost ^vpsv++agls+xvbnx+=lost.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
By ^in++++=By
George ^np++++=George,
, ^zz++++=EXTRAWORD
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
this ^dt+dem+++=this
mean ^nn++++=mean?
? ^zz++++=EXTRAWORD
There ^rn+pl+++=There
it ^pp3+it+++=it
goes ^vbz++++=goes
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
' ^zz++++='Speed,
speed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
hurry ^np++++=hurry,
, ^zz++++=EXTRAWORD
hurry ^np++++=hurry,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
precious ^jj+pred+++=precious,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
priceless ^jj+pred+++=priceless,
, ^zz++++=EXTRAWORD
lives ^nns++++=lives
depend ^vb++++=depend
' ^zz++++='
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
weirdest ^jjt+atrb+++=weirdest
thing ^nn++++=thing
I ^pp1a+pp1+++=I
ever ^rb++++=ever
came ^vbd+++xvbn+=came
across ^in+ppvb+++=across,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
wiped ^vbd+++xvbnx+=wiped
his ^pp$+pp3+++=his
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
we ^pp1a+pp1+++=we
obey ^vb++++=obey
the ^ati++++=the
directions ^nns+nom+++=directions,
, ^zz++++=EXTRAWORD
go ^vb++++=go
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says
and ^cc+phrs+++=and
see ^vb+vprv+++=see
what ^wdt+who+++=what
will ^md+prd+++=will
happen ^vb+++??+=happen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
was ^vbd+bedz+aux++=was
trembling ^nvbg+++xvbg+=trembling
in ^in++++=in
every ^at++++=every
limb ^nn++++=limb;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
teeth ^nns++++=teeth
chattered ^vbd+++xvbn+=chattered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
not ^xnot++not++=not
to ^to++++=to
have ^vbi+vbi+aux++=have
it ^pp3+it+++=it
seen ^vbd+vprv++xvbn+=seen.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
began ^vbd+++xvbnx+=began
to ^to++++=to
go ^vbi++++=go
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
straight ^jj+atrb+++=straight
road ^npl++++=road
to ^in++++=to
the ^ati++++=the
marsh ^nn++++=marsh.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
season ^nn++++=season
of ^in++++=of
low ^jj+atrb+++=low
tides ^nns++++=tides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
except ^in++++=except
for ^in"++++=for
a ^at++++=a
short ^jj+atrb+++=short
but ^cc+phrs+++=but
terrific ^jj+atrb+++=terrific
thunder ^nn++++=thunder-storm
- ^zz++++=EXTRAWORD
storm ^nn++++=EXTRAWORD
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
no ^at++++=no
rain ^nn++++=rain
for ^in++++=for
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
marsh ^npl++++=marsh
had ^vb+hv+vrb++=had
visibly ^rb++++=visibly
shrunk ^jj++++=shrunk.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
marsh ^nn++++=marsh,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
chauffeur ^nn++++=chauffeur,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Mad ^jj+atrb+++=Mad
Lady ^npt++++=Lady's,
's, ^nn+++??+=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
control ^nn++++=control,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
at ^rb++++=at
such ^abl++++=such
a ^at++++=a
horrific ^jj+atrb+++=horrific
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
big ^jj+atrb+++=big
tree ^nn++++=tree
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
still ^rb++++=still
in ^in++++=in
a ^at++++=a
tremor ^nn++++=tremor,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
very ^ql+amp+++=very
voice ^nn++++=voice
shaking ^vwbg+++xvbg+=shaking.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
look ^vb++++=look.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=will
find ^vb+vprv+++=find
some ^dti++++=some
sticks ^nns++++=sticks
and ^cc++++=and
turn ^nn++++=turn
up ^rp++++=up
the ^ati++++=the
earth ^nn++++=earth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
awful ^jj+atrb+++=awful
thing ^nn++++=thing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
feel ^vb+vprv+++=feel
as ^cs+sub+++=as
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
meddling ^nvbg+++xvbg+=meddling
in ^in++++=in
some ^dti++++=some
terrible ^jj+atrb+++=terrible
conspiracy ^nn+nom+++=conspiracy,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
as ^cs+sub+++=as
if ^cs+cnd+++=if
" ^zz++++="
" ^zz++++="As
as ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
Prince ^nn++++=Prince
of ^in++++=of
the ^ati++++=the
Powers ^nns++++=Powers
of ^in++++=of
the ^ati++++=the
Air ^nn++++=Air
had ^vb+hv+vrb++=had
it ^pp3+it+++=it
in ^in++++=in
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
sweetheart ^nn++++=sweetheart,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
out ^rp+pl+++=out
the ^ati++++=the
foot ^nn++++=foot-rest
- ^zz++++=EXTRAWORD
rest ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
break ^vbi++++=break
with ^in+ppvb+++=with
it ^pp3+it+++=it
the ^ati++++=the
soil ^nn++++=soil
about ^in++++=about
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
earth ^nn++++=earth
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
torn ^vpsv++agls+xvbnx+=torn
up ^rb+phrv+++=up
by ^in++++=by
a ^at++++=a
thunderbolt ^nn++++=thunderbolt
fallen ^vprf+++xvbn+=fallen
there ^rn+pl+++=there
not ^xnot++not++=not
long ^rb++++=long
since ^in++++=since,
, ^zz++++=EXTRAWORD
stripping ^nn++++=stripping
the ^ati++++=the
bark ^nn++++=bark
off ^in+pl+++=off
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
making ^vbg+++xvbg+=making
his ^pp$+pp3+++=his
work ^nn++++=work
more ^rbr++++=more
easy ^jj++++=easy.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
there ^rn+pl+++=there
at ^rb++++=at
all ^abn++++=all!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
our ^pp$+pp1+++=our
imagination ^nn+nom+++=imagination."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
like ^in++++=like
effort ^nn++++=effort,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Aha,
aha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
there ^ex+pex+++=there
resounded ^vprf+++xvbn+=resounded
a ^at++++=a
slight ^jj+atrb+++=slight
metallic ^jj+atrb+++=metallic
clang ^nn++++=clang,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
wrenched ^vbd+++xvbnx+=wrenched
out ^rp+pl+++=out
and ^cc++++=and
brought ^vpsv++agls+xvbn+=brought
to ^in+phrv+++=to
light ^jj++++=light
a ^at++++=a
small ^nn++++=small
japanned ^vwbn+++xvbn+=japanned
box ^nn++++=box
covered ^vbd+++xvbn+=covered
with ^in++++=with
rust ^nn++++=rust
and ^cc++++=and
mould ^nn++++=mould.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
contain ^vb++++=contain
a ^at++++=a
fortune ^nn++++=fortune
in ^in++++=in
precious ^jj+atrb+++=precious
stones ^nns++++=stones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
priceless ^jj+pred+++=priceless,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
with ^in++++=with
which ^whp+rel+pied++=which
to ^to++++=to
open ^vbi++++=open
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
car ^nn++++=car
and ^cc++++=and
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
home ^nr++++=home,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
a ^at++++=a
weight ^nn++++=weight
of ^in++++=of
lead ^nn++++=lead
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
parson ^nn++++=parson
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rp++++=up
for ^in++++=for
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
as ^ql++++=as
interested ^jj++++=interested
as ^ql++++=as
Mary ^np++++=Mary
and ^cc++++=and
the ^ati++++=the
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
took ^vbd+++xvbn+=took
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
with ^in++++=with
a ^at++++=a
chisel ^nn++++=chisel
to ^to++++=to
open ^vbi++++=open
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
was ^vbd+bedz+vrb++=was
a ^at++++=a
fast ^jj++++=fast-locked
- ^zz++++=EXTRAWORD
locked ^vbd+++xvbn+=EXTRAWORD
ebony ^nn++++=ebony
casket ^nn++++=casket.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
too ^ql++++=too
bad ^jj++++=bad
to ^to+jcmp+++=to
break ^vbi++++=break
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
else ^rb+cnj+++=else
to ^to++++=to
do ^vbi++++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
prying ^jj++++=prying
it ^pp3+it+++=it
open ^jj++++=open.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv++xvbnx+=found
then ^rn+tm+++=then
a ^at++++=a
lock ^nn++++=lock
of ^in++++=of
curling ^xvbg+++xvbg+=curling
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
a ^at++++=a
slender ^jj+atrb+++=slender
gold ^nn++++=gold
ring ^nn++++=ring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
thin ^jj+atrb+++=thin
parchment ^nn+nom+++=parchment
on ^in++++=on
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
something ^pn++++=something
illegible ^jj++++=illegible,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
name ^nn++++=name
nor ^cc++neg++=nor
place ^nn++++=place
being ^vwbg+beg++xvbg+=being
decipherable ^jj++++=decipherable,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
yet ^rb++++=yet
which ^whp+who+++=which
had ^vb+hv+vrb++=had
an ^at++++=an
air ^nn++++=air
of ^in++++=of
marriage ^nn+nom+++=marriage
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
does ^vbz+doz+vrb++=does
this ^dt+dem+++=this
mean ^nn++++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
house ^nn++++=house
takes ^vbz++++=takes
shape ^nn++++=shape
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
air ^nn++++=air
apparently ^rb+cnj+++=apparently,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
lives ^nns++++=lives
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drives ^nns++++=drives
round ^in++++=round
wildly ^rb++++=wildly
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
this ^dt+dem+++=this
box ^nn++++=box
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
perhaps ^rb++splt++=perhaps
been ^vprf+ben+aux+xvbnx+=been
stolen ^vpsv++agls+xvbnx+=stolen
from ^in++++=from
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
contents ^nns++++=contents
were ^vbd+bed+aux++=were
needed ^vpsv++agls+xvbnx+=needed
to ^to+vcmp+++=to
prove ^vbi+vprv+++=prove
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
descent ^nn++++=descent,
, ^zz++++=EXTRAWORD
rights ^nns++++=rights
to ^in++++=to
property ^nn++++=property,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what-not,
- ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
loses ^vbz++++=loses
her ^pp$+pp3+++=her
life ^nn++++=life
searching ^vwbg+++xvbg+=searching
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
get ^vb++++=get
out ^rb+phrv+++=out
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Mary ^np++++=Mary!
! ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
a ^at++++=a
baseless ^jj+atrb+++=baseless
fabric ^nn++++=fabric
and ^cc++++=and
will ^md+prd+++=will
melt ^vb++++=melt
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
all ^abn++++=all
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
melt ^nn++++=melt
us ^pp1o+pp1+++=us
with ^in++++=with
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
schoolmaster ^nn+nom+++=schoolmaster
and ^cc++++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ditton ^np++++=Ditton
coming ^vwbg+++xvbg+=coming
up ^rp++++=up
on ^in++++=on
their ^pp$+pp3+++=their
afternoon ^nn++++=afternoon
stroll ^nn++++=stroll
in ^in++++=in
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
usually ^rb+down+++=usually
discussed ^vbd+++xvbn+=discussed
points ^nns++++=points
of ^in++++=of
the ^ati++++=the
cabala ^nn+++??+=cabala,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
poet ^nn++++=poet's
's ^$++++=EXTRAWORD
words ^nns++++=words.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
doubting ^vbg+++xvbgx+=doubting
the ^ati++++=the
stability ^nn+nom+++=stability
of ^in++++=of
the ^ati++++=the
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
schoolmaster ^nn+nom+++=schoolmaster.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
need ^vb++++=need
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
the ^ati++++=the
Zohar ^np+++??+=Zohar
that ^tht+rel+subj++=that
thought ^vbd+++xvbn+=thought
is ^vbz+bez+vrb++=is
the ^ati++++=the
source ^nn++++=source
of ^in++++=of
all ^abn++++=all
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
searching ^vbg+++xvbg+=searching
the ^ati++++=the
Sephiroth ^np+++??+=Sephiroth
we ^pp1a+pp1+++=we
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
matter ^nn++++=matter
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
form ^nn++++=form
of ^in++++=of
thought ^nn+++xvbn+=thought.
