After ^cs+sub+++=AFTER
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
letter ^nn++++=letter:
: ^zz++++=EXTRAWORD
- ^zz++++=-"MY
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
Dear ^jj+atrb+++=DEAR
Friend ^nn++++=FRIEND,
, ^zz++++=EXTRAWORD
- ^zz++++=-I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
all ^abn++++=all
these ^dt+dem+++=these
months ^nns++++=months,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
suffering ^vbg+++xvbgx+=suffering
so ^ql++++=so
terribly ^rb+cnj+++=terribly,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
other ^ap++++=other
things ^nns++++=things!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
send ^vb++++=send
you ^pp2+pp2+++=you
word ^nn++++=word
or ^cc++++=or
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+++=see
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
first ^od++++=first
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
what ^wdt+who+++=what
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it
all ^abn++++=all
as ^ql++++=as
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened,
, ^zz++++=EXTRAWORD
- ^zz++++=-that
that ^dt+dem+++=EXTRAWORD
dreadful ^jj+atrb+++=dreadful
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
saloon ^nn++++=saloon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
imagined ^vprf++tht0+xvbnx+=imagined
everything ^pn++++=everything
just ^rb+emph+++=just
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
begged ^vbd+++xvbnx+=begged
papa ^npt++++=papa
to ^to++++=to
help ^vbi++++=help
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
angry ^jj++++=angry.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
papa ^npt++++=papa
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
peculiar ^jj++++=peculiar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
more ^rbr++++=more
of ^in++++=of
the ^ati++++=the
appearances ^nns+nom+++=appearances
of ^in++++=of
things ^nns++++=things,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
than ^in++++=than
of ^in++++=of
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
infuriated ^vbd+++xvbn+=infuriated
him ^pp3o+pp3+++=him
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
me ^pp1o+pp1+++=me
as ^ql++++=as
being ^jj+jj+aux+xvbg+=being
concerned ^jj+++xvbn+=concerned
about ^in++++=about
you ^pp2+pp2+++=you
or ^cc++++=or
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+vrb++=be
so ^ql+emph+++=so
angry ^jj++++=angry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
anger ^nn++++=anger
did ^vbd+dod+aux++=did
not ^xnot++not++=not
die ^vb++++=die,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
days ^nns++++=days
it ^pp3+it+++=it
cast ^vbd+++xvbn+=cast
such ^abl++++=such
a ^at++++=a
shadow ^nn++++=shadow
over ^rp++++=over
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
disobey ^vb++++=disobey
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
glad ^jj+pred+++=glad
of ^in++++=of
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
in ^in++++=in
France ^np++++=France
three ^cd++++=three
months ^nns++++=months,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
home ^nr++++=home,
, ^zz++++=EXTRAWORD
papa ^npt++++=papa
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
voyage ^nn++++=voyage.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
me ^pp1o+pp1+++=me
to ^to++++=to
forgive ^vbi++++=forgive
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
for ^in++++=for
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
remembered ^vprf+++xvbnx+=remembered
him ^pp3o+pp3+++=him
with ^in++++=with
more ^rbr++++=more
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
think ^vbi+vprv+tht0++=think
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
wrong ^jj++++=wrong
in ^in++++=in
any ^dti++++=any
way ^nn++++=way,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
some ^dti++++=some
way ^nn++++=way
we ^pp1a+pp1+++=we
might ^md+pos+++=might
have ^vb+hv+aux++=have
saved ^vprf+++xvbnx+=saved
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
back ^jjb+pred+++=back
here ^rn+pl+++=here
in ^in++++=in
Chicago ^np++++=Chicago
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
home ^nr++++=home.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
stay ^vb++++=stay
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
large ^jj++++=large
and ^cc+phrs+++=and
lonesome ^jj++++=lonesome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
always ^rb++++=always
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
and ^cc++++=and
father ^nn++++=father
facing ^vwbg+++xvbg+=facing
each ^dt++++=each
other ^ap++++=other
angrily ^rb++++=angrily
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
parlor ^nn++++=parlor
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
enter ^vb++++=enter
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
get ^vb++++=get
me ^pp1o+pp1+++=me
some ^dti++++=some
cosey ^nn+++??+=cosey
rooms ^nns++++=rooms
in ^in++++=in
another ^dt++++=another
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
take ^vb++++=take
my ^pp$+pp1+++=my
aunt ^nn++++=aunt,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
a ^at++++=a
sweet ^jj+atrb+++=sweet
old ^jj+atrb+++=old
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
to ^to++++=to
live ^vbi++++=live
with ^in+ppvb+++=with
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
devote ^vb++++=devote
my ^pp$+pp1+++=my
time ^nn++++=time
- ^zz++++=-all
all ^abn++++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it
- ^zz++++=-and
and ^cc++++=EXTRAWORD
all ^rb++++=all
of ^in++++=of
my ^pp$+pp1+++=my
brains ^nns++++=brains
to ^to++++=to
getting ^vbi++++=getting
you ^pp2+pp2+++=you
out ^rp+pl+++=out
of ^in++++=of
that ^dt+dem+++=that
terrible ^jj+atrb+++=terrible
place ^nn++++=place.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
telling ^xvbg+++xvbg+=telling
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
murderer ^nn+nom+++=murderer?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
I ^pp1a+pp1+++=I
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
to ^rb+phrv+++=to
hurt ^vbi++++=hurt
anything ^pn++++=anything?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
must ^md+nec+++=must
have ^vb+hv+aux++=have
killed ^vprf+++xvbnx+=killed
that ^dt+dem+++=that
poor ^jj+atrb+++=poor
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
dreadful ^jj+atrb+++=dreadful
drink ^nn++++=drink
- ^zz++++=-it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Me ^pp1o+pp1+++=Me!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
continually ^rb++++=continually
haunts ^nns++++=haunts
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
braver ^jjr+atrb+++=braver
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spoken ^jj+++xvbn+=spoken
the ^ati++++=the
words ^nns++++=words
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
into ^in++++=into
that ^dt+dem+++=that
place ^nn++++=place.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
would ^md+prd+++=would
be ^vb+be+vrb++=be
innocent ^jj+pred+++=innocent
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
who ^whp+who+++=who
was ^vbd+bedz+vrb++=was
responsible ^jj+pred+++=responsible
for ^in++++=for
it ^pp3+it+++=it
all ^rb++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
father ^nn++++=father
kill ^vb++++=kill
your ^pp$+pp2+++=your
heart ^nn++++=heart
right ^jj++++=right
there ^rn+pl+++=there
before ^in++++=before
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
said ^vbd+vpub++xvbn+=said
a ^at++++=a
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
- ^zz++++=-this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
said ^vprf+++xvbn+=said
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+++=say
now ^rn+tm+++=now
- ^zz++++=-and
and ^cc++++=EXTRAWORD
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
just ^rb+emph+++=just
as ^ql++++=as
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
should ^md+nec+++=should
die ^vb++++=die
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
you ^pp2+pp2+++=you
go ^vb++++=go
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knew ^vbd+vprv+tht0+xvbn+=knew
you ^pp2+pp2+++=you
would ^md+prd+++=would
never ^rb++splt++=never
come ^vb++++=come
back ^jjb++++=back
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
selfish ^jj++++=selfish,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
wicked ^jj++++=wicked,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
say ^vb+vpub+tht0++=say
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
be ^vbi++vrb++=be
comfortable ^jj+pred+++=comfortable
and ^cc+phrs+++=and
hopeful ^jj++++=hopeful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
have ^vbi++vrb++=have
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
with ^in++++=with
you ^pp2+pp2+++=you
shut ^vbd+++xvbn+=shut
up ^rp++++=up
from ^in++++=from
liberty ^nn++++=liberty
and ^cc++++=and
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
have ^vb+hv+vrb++=have
those ^dt+dem+++=those
comfortable ^jj+atrb+++=comfortable
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
live ^vb++++=live
as ^ql++++=as
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
live ^vb++++=live
alone ^rb++++=alone
in ^in++++=in
a ^at++++=a
bare ^jj+atrb+++=bare
room ^nn++++=room.
. ^zz++++=EXTRAWORD
For ^in++++=For
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
I ^pp1a+pp1+++=I
who ^whp+who+++=who
am ^vb+bem+vrb++=am
guilty ^jj+pred+++=guilty!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
will ^md+prd+++=will
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
also ^rb++++=also
am ^vb+bem+aux++=am
being ^vbg+beg+aux+xvbg+=being
punished ^vpsv++agls+xvbn+=punished.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
hate ^nn++++=hate
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
my ^pp$+pp1+++=my
telling ^jj+++xvbg+=telling
you ^pp2+pp2+++=you
now ^rn+tm+++=now
all ^rb++++=all
these ^dt+dem+++=these
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
toward ^in++++=toward
you ^pp2+pp2+++=you
just ^rb+emph+++=just
as ^ql++++=as
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did
toward ^in++++=toward
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
make ^vb++++=make
you ^pp2+pp2+++=you
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
For ^in++++=For
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
despise ^vb++++=despise
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Anyway,
anyway ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
the ^ati++++=the
truth ^nn++++=truth
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
go ^vb++++=go
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
from ^in++++=from
you ^pp2+pp2+++=you
to ^in++++=to
a ^at++++=a
lawyer ^nn++++=lawyer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
try ^vb++++=try
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
how ^wrb+who+++=how
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+aux++=be
liberated ^vpsv++agls+xvbnx+=liberated.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
when ^wrb+who+++=when
the ^ati++++=the
facts ^nns++++=facts
are ^vb+ber+aux++=are
known ^vpsv++agls+xvbnx+=known.
. ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
boy ^nn++++=boy!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
hope ^vb++++=hope
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
in ^in++++=in
your ^pp$+pp2+++=your
heart ^nn++++=heart
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
forgetting ^vbg+vprv++xvbg+=forgetting
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
day ^nn++++=day
or ^cc++++=or
night ^nn++++=night,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
of ^in++++=of
nothing ^pn++++=nothing
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
free ^jj+pred+++=free
to ^to+jcmp+++=to
help ^vbi++++=help
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
happens ^vbz+vsua+++=happens,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
working ^vbg+++xvbgx+=working
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
" ^zz++++="ZOE
zoe ^np++++=EXTRAWORD
Le ^&fw++++=LE
Baron ^nn++++=BARON."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
a ^at++++=a
girlish ^jj+atrb+++=girlish,
, ^zz++++=EXTRAWORD
constrained ^jj+atrb++xvbn+=constrained
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
hinting ^vbg+vpub++xvbg+=hinting
at ^in++++=at
the ^ati++++=the
hot ^jj+atrb+++=hot
tears ^nns++++=tears
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
shed ^vpsv++agls+xvbnx+=shed
for ^in++++=for
many ^ap++++=many
weary ^jj+atrb+++=weary
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
coyly ^rb++++=coyly
telling ^jj+++xvbg+=telling
of ^in++++=of
the ^ati++++=the
impatient ^jj+atrb+++=impatient
young ^jj+atrb+++=young
love ^nn++++=love
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
maidenly ^nn++++=maidenly
shame ^vb++++=shame.
. ^zz++++=EXTRAWORD
David ^np++++=David
permitted ^vbd+++xvbn+=permitted
himself ^ppl+pp3+++=himself
to ^to++++=to
read ^vbn+vprv++xvbn+=read
it ^pp3+it+++=it
only ^rb+down+++=only
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
sudden ^jj+atrb+++=sudden
resolution ^nn+nom+++=resolution
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
- ^zz++++=-a
a ^at++++=EXTRAWORD
heroic ^jj+atrb+++=heroic
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
the ^ati++++=the
letter ^nn++++=letter
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
crushed ^jj+atrb++xvbn+=crushed
and ^cc+phrs+++=and
unsophisticated ^jj+atrb+++=unsophisticated
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
absorbed ^vbd+++xvbn+=absorbed
its ^pp$+it+++=its
full ^jj+atrb+++=full
significance ^nn+nom+++=significance,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
suddenly ^rb++++=suddenly
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
capable ^jj++++=capable
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
sacrifice ^nn++++=sacrifice.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
return ^vb++++=return
your ^pp$+pp2+++=your
letter ^nn++++=letter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote,
, ^zz++++=EXTRAWORD
without ^in++++=without
superscription ^nn+nom+++=superscription,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
anxiety ^nn++++=anxiety
about ^rb++++=about
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
truth ^nn++++=truth
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
all ^abn++++=all
about ^in++++=about
you ^pp2+pp2+++=you
in ^in++++=in
my ^pp$+pp1+++=my
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
least ^ql++++=least
to ^to++++=to
blame ^vbi++++=blame
