Although ^cs+con+++=Although
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
mark ^nn++++=mark
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen
from ^in++++=from
the ^ati++++=the
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
pansy ^nn++++=pansy-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
bore ^vbd+++xvbn+=bore
the ^ati++++=the
marks ^nns++++=marks
of ^in++++=of
the ^ati++++=the
un-burglar ^nn+++??+=un-burglar's
's ^$++++=EXTRAWORD
exit ^nn++++=exit.
. ^zz++++=EXTRAWORD
To ^to++++=To
get ^vbi++++=get
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
cellar ^nn++++=cellar,
, ^zz++++=EXTRAWORD
the ^ati++++=the
un ^np++++=un-burglar
- ^zz++++=EXTRAWORD
burglar ^nn+++??+=EXTRAWORD
had ^vb+hv+aux++=had
had ^md"++pmd"++=had
to ^md+nec+++=to
wiggle ^vb++++=wiggle
himself ^ppl+pp3+++=himself
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
small ^jj+atrb+++=small
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
crushed ^vprf+++xvbnx+=crushed
the ^ati++++=the
pansies ^nns++++=pansies
flat ^nn++++=flat.
. ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
felt ^vbd+vprv++xvbn+=felt
carefully ^rb++++=carefully
among ^in++++=among
the ^ati++++=the
crushed ^jj+atrb++xvbn+=crushed
pansies ^nns++++=pansies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hand ^nn++++=hand
found ^vbd+vprv++xvbn+=found
something ^pn++++=something
hard ^jj++++=hard
and ^cc++++=and
round ^nn++++=round.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
drumstick ^nn+++??+=drumstick
bone ^nn++++=bone
of ^in++++=of
a ^at++++=a
chicken ^nns++++=chicken's
's ^$++++=EXTRAWORD
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
threw ^vbd+++xvbn+=threw
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
an ^at++++=an
un ^np++++=un-burglar
- ^zz++++=EXTRAWORD
burglar ^nn+++??+=EXTRAWORD
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
chosen ^vprf+++xvbnx+=chosen
a ^at++++=a
chicken ^nns++++=chicken's
's ^$++++=EXTRAWORD
leg ^nn++++=leg
bone ^nn++++=bone
as ^in++++=as
a ^at++++=a
weapon ^nn++++=weapon.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
Billy ^np++++=Billy
Getz ^np+++??+=Getz
had ^vb+hv+aux++=had
not ^xnot++not++=not
left ^vbd+++xvbn+=left
any ^dti++++=any
clue ^nn++++=clue
in ^in++++=in
the ^ati++++=the
pansy ^nn++++=pansy-bed.
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
had ^vb+hv+vrb++=had
no ^at++++=no
doubt ^vb++++=doubt
that ^tht+vcmp+++=that
Billy ^np++++=Billy
was ^vbd+bedz+aux++=was
putting ^vbg+++xvbgx+=putting
up ^rb+phrv+++=up
a ^at++++=a
joke ^nn++++=joke
on ^rp++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective
decided ^vbd+vprv++xvbn+=decided
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
method ^nn++++=method
would ^md+prd+++=would
be ^vb+be+vrb++=be
to ^in++++=to
shadow ^nn++++=shadow
Billy ^np++++=Billy
Getz ^np+++??+=Getz
from ^in++++=from
sundown ^nn++++=sundown
each ^ppls++++=each
day ^np++++=day,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
him ^pp3o+pp3+++=him
un ^np++++=un-burgling
- ^zz++++=EXTRAWORD
burgling ^nn+nom+++=EXTRAWORD
another ^ppls++++=another
house ^npl++++=house,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
found ^vbd+vprv++xvbn+=found
something ^pn++++=something
to ^to++++=to
connect ^vbi++++=connect
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
un ^np++++=un-burglaries.
- ^zz++++=EXTRAWORD
burglaries ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
home ^nr++++=home.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
eleven ^cd++++=eleven
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
undress ^nns+nom+++=undress.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
first ^od++++=first
realized ^vbd+vprv++xvbn+=realized
that ^tht+vcmp+++=that
the ^ati++++=the
knees ^nns++++=knees
of ^in++++=of
his ^pp$+pp3+++=his
light ^nn++++=light
trousers ^nns+nom+++=trousers
were ^vbd+bed+vrb++=were
damp ^nn++++=damp
from ^in++++=from
kneeling ^xvbg+++xvbg+=kneeling
in ^in++++=in
the ^ati++++=the
pansy ^nn++++=pansy-bed,
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
them ^pp3o+pp3+++=them
ruefully ^rb++++=ruefully.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knees ^nns++++=knees
were ^vbd+bed+aux++=were
stained ^vpsv++agls+xvbnx+=stained
like ^in++++=like
Joseph ^np++++=Joseph's
's ^$++++=EXTRAWORD
coat ^nn++++=coat
of ^in++++=of
many ^ap++++=many
colors ^nns++++=colors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
trousers ^nns+nom+++=trousers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hung ^vbd+++xvbnx+=hung
them ^pp3o+pp3+++=them
carefully ^rb++++=carefully
over ^in++++=over
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
he ^pp3a+pp3+++=he
rolled ^vbd+++xvbnx+=rolled
the ^ati++++=the
trousers ^nns+nom+++=trousers
in ^in++++=in
a ^at++++=a
bundle ^nn++++=bundle
and ^cc++++=and
took ^vbd+++xvbn+=took
them ^pp3o+pp3+++=them
with ^in++++=with
him ^pp3o+pp3+++=him
on ^in++++=on
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
his ^pp$+pp3+++=his
paper ^nn++++=paper-hanging
- ^zz++++=EXTRAWORD
hanging ^vbg+++xvbg+=EXTRAWORD
job ^nn++++=job.
. ^zz++++=EXTRAWORD
On ^in++++=On
Main ^jjb+atrb+++=Main
Street ^nn++++=Street
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
Frank ^np++++=Frank
the ^ati++++=the
Tailor ^nn++++=Tailor's--"Pants
's--"pants ^nns+nom+++0=EXTRAWORD
Cleaned ^vwbn+++xvbn+=Cleaned
and ^cc+phrs+++=and
Pressed ^vwbn+++xvbn+=Pressed,
, ^zz++++=EXTRAWORD
35 ^cd++++=35
Cents ^nns++++=Cents."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
unrolled ^vbd+++xvbnx+=unrolled
the ^ati++++=the
trousers ^nns+nom+++=trousers
and ^cc++++=and
laid ^vwbn+++xvbn+=laid
them ^pp3o+pp3+++=them
across ^in+pl+++=across
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
remove ^vb++++=remove
those ^dt+dem+++=those
stains ^nns++++=stains?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sure ^jj++++=sure
I ^pp1a+pp1+++=I
couldt ^nn+++??+=couldt!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Frank ^np++++=Frank.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
make ^vb++++=make
me ^pp1o+pp1+++=me
no ^at++++=no
droubles ^nn++++=droubles
by ^in++++=by
dot ^nn++++=dot,
, ^zz++++=EXTRAWORD
Mister ^nn++++=Mister
Gupp ^np+++??+=Gupp.
. ^zz++++=EXTRAWORD
Shust ^np+++??+=Shust
dis ^np++++=dis
morning ^nn++++=morning
alretty ^nn+++??+=alretty
I ^pp1a+pp1+++=I
didt ^nn+++??+=didt
it ^pp3+it+++=it
der ^&fw++++=der
same ^ap++++=same
ding ^nn++++=ding.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
fall ^nn++++=fall
ofer ^jjr++++=ofer
der ^&fw++++=der
vire ^nn+++??+=vire
too ^ql++++=too,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly.
certainly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expect ^vb+vprv+tht0++=expect
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
wire ^nn++++=wire.
. ^zz++++=EXTRAWORD
Into ^in++++=Into
a ^at++++=a
flower ^nn++++=flower-bed."
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Chess,"
chess ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Frank ^np++++=Frank.
. ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
Misder ^np+++??+=Misder
Vestcote ^np+++??+=Vestcote,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes?
? ^zz++++=EXTRAWORD
Cudding ^np+++??+=Cudding
across ^in+pl+++=across
der ^&fw++++=der
corner ^npl++++=corner,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
und ^&fw++++=und
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
der ^&fw++++=der
vire ^nn+++??+=vire?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+++=mean
old ^jj+atrb+++=old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Westcote ^np++++=Westcote,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sure,
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Frank ^np++++=Frank.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
falls ^vbz++++=falls
by ^in++++=by
der ^&fw++++=der
flower ^nn++++=flower-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
und ^&fw++++=und
stains ^nns++++=stains
his ^pp$+pp3+++=his
knees ^nns++++=knees
alretty ^nn+++??+=alretty,
, ^zz++++=EXTRAWORD
shust ^nn+++??+=shust
like ^in++++=like
dot ^nn++++=dot.
. ^zz++++=EXTRAWORD
Vell ^np+++??+=Vell,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
me ^pp1o+pp1+++=me
dese ^nn++++=dese
pants ^nns++++=pants
retty ^nn+++??+=retty
by ^in++++=by
you ^pp2+pp2+++=you
dis ^np++++=dis
efenings ^nns+++??+=efenings.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
vant ^jj++++=vant
dem ^&fw++++=dem
pressed ^vbd+++xvbn+=pressed
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Press
press ^nn++++=EXTRAWORD
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
clean ^jj++++=clean
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
make ^vb++++=make
them ^pp3o+pp3+++0='em
nice ^jj++++=nice,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Under ^in++++=UNDER
His ^pp$+pp3+++=HIS
Arm ^nn++++=ARM
He ^pp3a+pp3+++=HE
Carried ^vbd+++xvbnx+=CARRIED
A ^at++++=A
Small ^jj+atrb+++=SMALL
Bundle ^nn++++=BUNDLE
Old ^jj+atrb+++=Old
John ^np++++=John
Westcote ^np+++??+=Westcote,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pansy ^nn++++=pansy
stains ^nns++++=stains
on ^in++++=on
his ^pp$+pp3+++=his
trouser ^nn++++=trouser
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
The ^ati++++=The
thing ^nn++++=thing
seemed ^vbd+seem++xvbn+=seemed
impossible ^jj++++=impossible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
so ^ql++++=so
did ^vbd+dod+vrb++=did
un ^np++++=un-burglary,
- ^zz++++=EXTRAWORD
burglary ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
John ^np++++=John
Westcote ^np+++??+=Westcote
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
richest ^jjt+atrb+++=richest
men ^nns++++=men
in ^in++++=in
Riverbank ^np+++??+=Riverbank.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
retired ^jj+atrb++xvbn+=retired
merchant ^nn+nom+++=merchant
and ^cc++++=and
as ^ql++++=as
mean ^vb+vprv+++=mean
as ^ql++++=as
sin ^nn++++=sin.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^jj+atrb+++=last
man ^nn++++=man
in ^in++++=in
Riverbank ^np+++??+=Riverbank
any ^dti++++=any
one ^cd1++++=one
would ^md+prd+++=would
suspect ^vb+vprv+++=suspect
of ^in++++=of
leaving ^xvbg+++xvbg+=leaving
spoons ^nns++++=spoons
and ^cc++++=and
forks ^nns++++=forks
in ^in++++=in
other ^ap++++=other
people ^nns++++=people's
's ^$++++=EXTRAWORD
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+whq++=how
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
come ^vprf+++xvbn+=come
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
pansy ^nn++++=pansy
stains ^nns++++=stains
on ^in++++=on
the ^ati++++=the
knees ^nns++++=knees
of ^in++++=of
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers?
? ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
thought ^vbd+++xvbn+=thought
of ^in++++=of
old ^jj+atrb+++=old
John ^np++++=John
Westcote ^np+++??+=Westcote
all ^abn++++=all
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
toward ^in++++=toward
night ^nn++++=night
he ^pp3a+pp3+++=he
hit ^vbd+++xvbnx+=hit
on ^in+ppvb+++=on
a ^at++++=a
solution ^nn+nom+++=solution.
. ^zz++++=EXTRAWORD
Wedding ^nn++++=Wedding
presents ^nns++++=presents!
! ^zz++++=EXTRAWORD
From ^in++++=From
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
John ^np++++=John
was ^vbd+bedz+vrb++=was--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
sort ^nn++++=sort
of ^in++++=of
man ^nn++++=man
to ^to++++=to
accept ^vbi+vprv+++=accept
a ^at++++=a
wedding ^nn++++=wedding
invitation ^nn+nom+++=invitation,
, ^zz++++=EXTRAWORD
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
reception ^nn+nom+++=reception
and ^cc++++=and
eat ^vb++++=eat
his ^pp$+pp3+++=his
fill ^vb++++=fill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
send ^vb++++=send
the ^ati++++=the
bride ^nn++++=bride
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
black ^jj+atrb+++=black
wire ^nn++++=wire
hairpin ^nn++++=hairpin.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
grown ^j+++xvbn+=grown
old ^jj++++=old,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience
might ^md+pos+++=might
be ^vb+be+aux++=be
hurting ^vbg+++xvbgx+=hurting
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
be ^vb+be+vrb++=be
in ^cs+sub+++=in
that ^cs"++++=that
semi ^nn+++??+=semi-senile
- ^zz++++=EXTRAWORD
senile ^jj+atrb+++=EXTRAWORD
state ^nn++++=state
when ^wrb+who+++=when
restitution ^nn+nom+++=restitution
becomes ^vbz++++=becomes
a ^at++++=a
craze ^nn++++=craze,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ungiven ^jj+atrb++xvbn+=ungiven
wedding ^nn++++=wedding
presents ^nns++++=presents
might ^md+pos+++=might
press ^vb++++=press
upon ^in++++=upon
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all
unlikely ^jj++++=unlikely
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
chosen ^vprf+++xvbnx+=chosen
the ^ati++++=the
un ^np++++=un-burglary
- ^zz++++=EXTRAWORD
burglary ^nn+nom+++=EXTRAWORD
method ^nn++++=method
of ^in++++=of
giving ^xvbg+++xvbg+=giving
the ^ati++++=the
presents ^vbz++++=presents
at ^rb++++=at
this ^dt+dem+++=this
late ^jj+atrb+++=late
date ^nn++++=date.
. ^zz++++=EXTRAWORD
The ^ati++++=The
form ^nn++++=form
of ^in++++=of
the ^ati++++=the
un ^np++++=un-burgled
- ^zz++++=EXTRAWORD
burgled ^jj+atrb++xvbn+=EXTRAWORD
goods ^nns++++=goods--forks
-- ^--+clp+++=EXTRAWORD
forks ^vbz++++=EXTRAWORD
and ^cc++++=and
spoons ^nns++++=spoons--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
the ^ati++++=the
initials ^nns+nom+++=initials
engraved ^vbd+++xvbn+=engraved
upon ^in++++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
this ^dt+dem+++=this
more ^rbr++++=more
likely ^jj++++=likely.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
report ^nn++++=report
in ^in++++=in
person ^nn++++=person
or ^cc++++=or
by ^in++++=by
docket ^nn+++??+=docket
to ^in++++=to
Marshal ^npt++++=Marshal
Wittaker ^np+nom++??+=Wittaker.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven
o'clock ^rb++++=o'clock
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
hiding ^vbg+++xvbgx+=hiding
in ^in++++=in
the ^ati++++=the
hazel ^np++++=hazel
brush ^nn++++=brush
opposite ^jj+atrb+++=opposite
old ^jj+atrb+++=old
John ^np++++=John
Westcote ^np++++=Westcote's
's ^$++++=EXTRAWORD
lonely ^jj+atrb+++=lonely
house ^npl++++=house
on ^in++++=on
Pottex ^np+++??+=Pottex
Lane ^nn++++=Lane.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven-fifteen
- ^zz++++=EXTRAWORD
fifteen ^cd++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
tottered ^vbd+++xvbn+=tottered
from ^in++++=from
his ^pp$+pp3+++=his
gate ^nn++++=gate
and ^cc++++=and
tottered ^vpsv++agls+xvbn+=tottered
down ^in++++=down
the ^ati++++=the
lane ^nn++++=lane
toward ^in++++=toward
the ^ati++++=the
more ^rbr++++=more
thickly ^rb++++=thickly
settled ^jj+atrb++xvbn+=settled
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
his ^pp$+pp3+++=his
arm ^nn++++=arm
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
a ^at++++=a
small ^jj+atrb+++=small
bundle ^nn++++=bundle--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
bundle ^nn++++=bundle
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
newspaper ^nn+nom+++=newspaper!
! ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
waited ^vbd+++xvbn+=waited
until ^cs+sub+++=until
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
was ^vbd+bedz+vrb++=was
well ^rb++++=well
in ^in++++=in
advance ^nn+nom+++=advance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
the ^ati++++=the
hazel ^np++++=hazel
brush ^nn++++=brush
and ^cc++++=and
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
observing ^vbg+vprv++xvbg+=observing
all ^abn++++=all
the ^ati++++=the
rules ^nns++++=rules
for ^in++++=for
Shadowing ^np+++??+=Shadowing
and ^cc++++=and
Trailing ^jj+++xvbg+=Trailing
as ^cs+sub+++=as
taught ^vpsv++by+xvbn+=taught
by ^in++++=by
the ^ati++++=the
Rising ^jj+atrb++xvbg+=Rising
Sun ^nn++++=Sun
Detective ^nn++++=Detective
Agency ^np++++=Agency's
's ^$++++=EXTRAWORD
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School
of ^in++++=of
Detecting ^nn++++=Detecting.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
hours ^nns++++=hours
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
wandered ^vbd+++xvbn+=wandered
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
along ^in++++=along
Main ^jjb+atrb+++=Main
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
peering ^vbg+++xvbg+=peering
anxiously ^rb++++=anxiously
into ^in++++=into
the ^ati++++=the
faces ^nns++++=faces
of ^in++++=of
the ^ati++++=the
pedestrians ^nns++++=pedestrians,
, ^zz++++=EXTRAWORD
with ^in++++=with
purblind ^jj+atrb+++=purblind
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
walking ^vbg+++xvbg+=walking
the ^ati++++=the
residence ^nn+nom+++=residence
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb
kept ^vbd+++xvbn+=kept
close ^jj++++=close
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
As ^ql++++=As
ten ^cd++++=ten
o'clock ^rb++++=o'clock
struck ^vbd+++xvbn+=struck
from ^in++++=from
the ^ati++++=the
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
High ^jj+atrb+++=High
School ^nn++++=School
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
John ^np++++=John
Westcote ^np+++??+=Westcote
quickened ^vbd+++xvbn+=quickened
his ^pp$+pp3+++=his
steps ^nns++++=steps
a ^rb++++=a
little ^rb"++++=little
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
toward ^in++++=toward
the ^ati++++=the
opposite ^jj+atrb+++=opposite
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
lumber ^vb++++=lumber-yards
- ^zz++++=EXTRAWORD
yards ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
the ^ati++++=the
hill ^nn++++=hill
into ^in++++=into
the ^ati++++=the
lumber ^vb++++=lumber
district ^nn++++=district
he ^pp3a+pp3+++=he
