Some ^dti++++=Some
skip ^vb++++=skip,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
on ^in++++=on
a ^at++++=a
chair ^nn++++=chair
opposite ^nn++++=opposite,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
at ^in++++=at
it ^pp3+it+++=it
with ^in++++=with
undisguised ^jj+atrb+++=undisguised
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
was ^vbd+bedz+aux++=was
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Filcher ^np++++=Filcher
( ^zz++++=(the
the ^ati++++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
my ^pp$+pp1+++=my
own ^ap++++=own
invention ^nn+nom+++=invention)
) ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
servant ^nn+nom+++=servant
of ^in++++=of
considerable ^jj+atrb+++=considerable
standing ^nvbg+++xvbg+=standing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vb+++xvbn+=set
the ^ati++++=the
standard ^nn++++=standard
of ^in++++=of
etiquette ^nn+nom+++=etiquette
to ^in++++=to
all ^abn++++=all
his ^pp$+pp3+++=his
own ^ap++++=own
college ^nn++++=college
and ^cc++++=and
to ^in++++=to
several ^ap++++=several
neighbouring ^jj+atrb+++=neighbouring
ones ^pn++++=ones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
could ^md+pos+++=could
be ^vb+be+vrb++=be
more ^rbr++++=more
alien ^jj+pred+++=alien
to ^in++++=to
his ^pp$+pp3+++=his
practice ^nn++++=practice
than ^in++++=than
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
sitting ^vbg+++xvbg+=sitting
on ^in++++=on
his ^pp$+pp3+++=his
master ^nn++++=master's
's ^$++++=EXTRAWORD
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
appearing ^vbg+seem++xvbg+=appearing
to ^to+vcmp+++=to
take ^vbi++++=take
any ^dti++++=any
particular ^jj++++=particular
notice ^vb+vprv+++=notice
of ^in++++=of
his ^pp$+pp3+++=his
master ^nn++++=master's
's ^$++++=EXTRAWORD
furniture ^nn++++=furniture
or ^cc++++=or
pictures ^nns++++=pictures.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
feel ^vbi+vprv+++=feel
this ^dt+dem+++=this
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
started ^vbd+++xvbnx+=started
violently ^rb++++=violently
when ^wrb+who+++=when
the ^ati++++=the
three ^cd++++=three
men ^nns++++=men
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
got ^vbd+++xvbn+=got
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
marked ^jj+atrb++xvbn+=marked
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ask ^vb++++=ask
your ^pp$+pp2+++=your
pardon ^nn++++=pardon,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
for ^in++++=for
taking ^xvbg+++xvbg+=taking
such ^abl++++=such
a ^at++++=a
freedom ^nn+nom+++=freedom
as ^in++++=as
to ^in"++++=to
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
Robert ^np++++=Robert,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interposed ^vbd+++xvbn+=interposed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Williams ^np++++=Williams.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
meaning ^vbg+++xvbgx+=meaning
to ^to+vcmp+++=to
ask ^vbi++++=ask
you ^pp2+pp2+++=you
some ^dti++++=some
time ^nn++++=time
what ^wdt+who+++=what
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
of ^in++++=of
that ^dt+dem+++=that
picture ^nn++++=picture."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
set ^vb+++xvbn+=set
up ^rb+phrv+++=up
my ^pp$+pp1+++=my
opinion ^nn++++=opinion
again ^rb+tm+++=again
yours ^pp$$++++=yours,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
pictur ^nn+++??+=pictur
I ^pp1a+pp1+++=I
should ^md+nec+++=should
' ^zz++++='ang
ang ^nn+++??+=EXTRAWORD
where ^wrb+who+++=where
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
girl ^nn++++=girl
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wouldn't
would ^md+prd+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Robert ^np++++=Robert?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pore ^jj+atrb+++=pore
child ^nn++++=child,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recollect ^vb+vprv+++=recollect
once ^cs+tm+++=once
she ^pp3a+pp3+++=she
see ^vb+vprv+++=see
a ^at++++=a
Door ^nn++++=Door
Bible ^nn++++=Bible,
, ^zz++++=EXTRAWORD
with ^in++++=with
pictures ^nns++++=pictures
not ^xnot++not++=not
' ^zz++++='alf
alf ^np++++=EXTRAWORD
what ^wdt+who+++=what
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
to ^to++++=to
set ^vbi++++=set
up ^rb+phrv+++=up
with ^in+ppvb+++=with
her ^pp$+pp3+++=her
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
nights ^nns++++=nights
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
to ^in++++=to
ketch ^nn+++??+=ketch
a ^at++++=a
sight ^nn++++=sight
of ^in++++=of
this ^dt+dem+++=this
skelinton ^nn+++??+=skelinton
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whatever ^nn+nom+++=whatever
it ^pp3+it+++=it
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
off ^rb+phrv+++=off
the ^ati++++=the
pore ^jj+atrb+++=pore
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
a ^at++++=a
taking ^nn++++=taking.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
' ^zz++++='ow
ow ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
with ^in++++=with
children ^nns++++=children;
; ^zz++++=EXTRAWORD
' ^zz++++='ow
ow ^nn+++??+=EXTRAWORD
nervish ^jj++++=nervish
they ^pp3a+pp3+++=they
git ^np++++=git
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
thing ^nn++++=thing
and ^cc++++=and
all ^rb++++=all.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
a ^at++++=a
right ^jj+atrb+++=right
pictur ^nn+++??+=pictur
to ^to++++=to
be ^vbi+vbi+aux++=be
laying ^vbg+++xvbgx+=laying
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
where ^wrb+who+++=where
anyone ^pn++++=anyone
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
liable ^jj++++=liable
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
startled ^vpsv++agls+xvbnx+=startled
could ^md+pos+++=could
come ^vprf+++xvbn+=come
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Should ^md+nec+++=Should
you ^pp2+pp2+++=you
be ^vb+be+aux++=be
wanting ^vbg+++xvbgx+=wanting
anything ^pn++++=anything
this ^dt+dem+++=this
evening ^nn++++=evening
sir ^npt++++=sir?
? ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
these ^dt+dem+++=these
words ^nns++++=words
the ^ati++++=the
excellent ^jj+atrb+++=excellent
man ^nn++++=man
went ^vbd+++xvbn+=went
to ^to++++=to
continue ^vbi++++=continue
the ^ati++++=the
round ^nn++++=round
of ^in++++=of
his ^pp$+pp3+++=his
masters ^nns+nom+++=masters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
the ^ati++++=the
gentlemen ^nns++++=gentlemen
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
lost ^vbd+++xvbn+=lost
no ^at++++=no
time ^nn++++=time
in ^in++++=in
gathering ^nn++++=gathering
round ^in++++=round
the ^ati++++=the
engraving ^nn++++=engraving.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
waning ^jj+atrb+++=waning
moon ^nn++++=moon
and ^cc++++=and
the ^ati++++=the
drifting ^jj+atrb++xvbg+=drifting
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
window ^nn++++=window
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
open ^jj++++=open
was ^vbd+bedz+aux++=was
shut ^vpsv++agls+xvbnx+=shut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
figure ^nn++++=figure
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
more ^rbr++++=more
on ^in++++=on
the ^ati++++=the
lawn ^nn++++=lawn:
: ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
this ^dt+dem+++=this
time ^nn++++=time
crawling ^vwbg+++xvbg+=crawling
cautiously ^rb++++=cautiously
on ^in++++=on
hands ^nns++++=hands
and ^cc++++=and
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
erect ^jj+pred+++=erect
and ^cc+phrs+++=and
stepping ^jj+++xvbg+=stepping
swiftly ^rb+cnj+++=swiftly,
, ^zz++++=EXTRAWORD
with ^in++++=with
long ^jj+atrb+++=long
strides ^nns++++=strides,
, ^zz++++=EXTRAWORD
towards ^in++++=towards
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon
was ^vbd+bedz+vrb++=was
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
black ^jj+atrb+++=black
drapery ^nn+nom+++=drapery
hung ^vbd+++xvbn+=hung
down ^rp++++=down
over ^in++++=over
its ^pp$+it+++=its
face ^nn++++=face
so ^ql++++=so
that ^dt+dem+++=that
only ^rb+down+++=only
hints ^nns++++=hints
of ^in++++=of
that ^dt+pdem+++=that
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
visible ^jj+pred+++=visible
made ^vbd+++xvbn+=made
the ^ati++++=the
spectators ^nns++++=spectators
profoundly ^rb++++=profoundly
thankful ^jj++++=thankful
that ^tht+jcmp+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
see ^vb+vprv+++=see
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
white ^jj+atrb+++=white
dome ^nn++++=dome-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
forehead ^nn++++=forehead
and ^cc++++=and
a ^ap++++=a
few ^ap"++++=few
straggling ^jj+atrb+++=straggling
hairs ^nns++++=hairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
head ^nn++++=head
was ^vbd+bedz+aux++=was
bent ^vpsv++agls+xvbnx+=bent
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
arms ^nns++++=arms
were ^vbd+bed+aux++=were
tightly ^rb++splt++=tightly
clasped ^vpsv++agls+xvbnx+=clasped
over ^in++++=over
an ^at++++=an
object ^nn++++=object
which ^whp+rel+subj++=which
could ^md+pos+++=could
be ^vb+be+aux++=be
dimly ^rb++splt++=dimly
seen ^vpsv++agls+xvbnx+=seen
and ^cc+phrs+++=and
identified ^vbd+++xvbn+=identified
as ^ql++++=as
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
dead ^jj++++=dead
or ^cc+phrs+++=or
living ^jj+++xvbg+=living
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
possible ^jj++++=possible
to ^to+jcmp+++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
The ^ati++++=The
legs ^nns++++=legs
of ^in++++=of
the ^ati++++=the
appearance ^nn+nom+++=appearance
alone ^rb++++=alone
could ^md+pos+++=could
be ^vb+be+aux++=be
plainly ^rb++splt++=plainly
discerned ^vpsv++agls+xvbnx+=discerned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
horribly ^rb++++=horribly
thin ^jj+pred+++=thin.
. ^zz++++=EXTRAWORD
From ^in++++=From
five ^cd++++=five
to ^to++++=to
seven ^cd++++=seven
the ^ati++++=the
three ^cd++++=three
companions ^nns++++=companions
sat ^vbd+++xvbn+=sat
and ^cc+phrs+++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
picture ^nn++++=picture
by ^in++++=by
turns ^nns++++=turns.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
never ^rb++++=never
changed ^jj+++xvbn+=changed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
agreed ^vbd+vpub++xvbnx+=agreed
at ^rb++++=at
last ^rb"++++=last
that ^cs+sub+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
safe ^jj+pred+++=safe
to ^to+jcmp+++=to
leave ^vbi++++=leave
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
return ^vb++++=return
after ^cs+sub+++=after
Hall ^npl++++=Hall
and ^cc++++=and
await ^vb++++=await
further ^jjb+atrb+++=further
developments ^nns+nom+++=developments.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
assembled ^vbd+++xvbnx+=assembled
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
earliest ^jjt+atrb+++=earliest
possible ^jj+atrb+++=possible
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
engraving ^nn++++=engraving
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
figure ^nn++++=figure
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet
under ^in++++=under
the ^ati++++=the
moonbeams ^nns+++??+=moonbeams.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
for ^in++++=for
it ^pp3+it+++=it
but ^cc++++=but
to ^to++++=to
spend ^vbi++++=spend
the ^ati++++=the
evening ^nn++++=evening
over ^in++++=over
gazetteers ^nns+nom+++=gazetteers
and ^cc++++=and
guide ^nn++++=guide-books.
- ^zz++++=EXTRAWORD
books ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Williams ^np++++=Williams
was ^vbd+bedz+vrb++=was
the ^ati++++=the
lucky ^jj+atrb+++=lucky
one ^cd1++++=one
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
he ^pp3a+pp3+++=he
deserved ^vbd+++xvbnx+=deserved
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
11.30 ^cd++++=11.30
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read
from ^in++++=from
Murray ^np++++=Murray's
's ^$++++=EXTRAWORD
Guide ^vb++++=Guide
to ^in++++=to
Essex ^np++++=Essex
the ^ati++++=the
following ^jj+atrb++xvbg+=following
lines ^nns++++=lines:
: ^zz++++=EXTRAWORD
" ^zz++++="16
16 ^cd++++=EXTRAWORD
miles ^nns++++=miles,
, ^zz++++=EXTRAWORD
Anningley ^np+++??+=Anningley.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
interesting ^jj++++=interesting
building ^jj+++xvbg+=building
of ^in++++=of
Norman ^jj+atrb+++=Norman
date ^nn++++=date,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
extensively ^rb++splt++=extensively
classicized ^vpsv++agls+xvbnx+=classicized
in ^in++++=in
the ^ati++++=the
last ^jj+atrb+++=last
century ^nn++++=century.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
contains ^vbz++++=contains
the ^ati++++=the
tombs ^nns++++=tombs
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
of ^in++++=of
Francis ^np++++=Francis,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
Anningley ^np+++??+=Anningley
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
a ^at++++=a
solid ^jj+atrb+++=solid
Queen ^npt++++=Queen
Anne ^np++++=Anne
house ^nn++++=house,
, ^zz++++=EXTRAWORD
stands ^vbz++++=stands
immediately ^rb+tm+++=immediately
beyond ^in++++=beyond
the ^ati++++=the
churchyard ^nn++++=churchyard
in ^in++++=in
a ^at++++=a
park ^nn++++=park
of ^in++++=of
about ^in++++=about
80 ^cd++++=80
acres ^nns++++=acres.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
extinct ^jj+pred+++=extinct,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
heir ^nn++++=heir
having ^xvbg+++xvbg+=having
disappeared ^vprf+++xvbn+=disappeared
mysteriously ^rb++++=mysteriously
in ^in++++=in
infancy ^nn++++=infancy
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
1802 ^cd+date+++=1802.
. ^zz++++=EXTRAWORD
The ^ati++++=The
father ^nn++++=father,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Arthur ^np++++=Arthur
Francis ^np++++=Francis,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
locally ^rb+pl+splt++=locally
known ^vpsv++agls+xvbnx+=known
as ^ql++++=as
a ^at++++=a
talented ^jj+atrb+++=talented
amateur ^nn++++=amateur
engraver ^jjr++++=engraver
in ^in++++=in
mezzotint ^nn++++=mezzotint.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
his ^pp$+pp3+++=his
son ^nn++++=son's
's ^$++++=EXTRAWORD
disappearance ^nn+nom+++=disappearance
he ^pp3a+pp3+++=he
lived ^vbd+++xvbnx+=lived
in ^in++++=in
complete ^jj+atrb+++=complete
retirement ^nn+nom+++=retirement
at ^in++++=at
the ^ati++++=the
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
dead ^jj++++=dead
in ^in++++=in
his ^pp$+pp3+++=his
studio ^np++++=studio
on ^in++++=on
the ^ati++++=the
third ^nn++++=third
anniversary ^nn+nom+++=anniversary
of ^in++++=of
the ^ati++++=the
disaster ^nn+nom+++=disaster,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
just ^rb+emph+++=just
completed ^vbd+++xvbn+=completed
an ^at++++=an
engraving ^nn++++=engraving
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
impressions ^nns++++=impressions
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+vrb++=are
of ^in++++=of
considerable ^jj+atrb+++=considerable
rarity ^nn++++=rarity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
looked ^jj+++xvbn+=looked
like ^in++++=like
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Green ^np++++=Green
on ^in++++=on
his ^pp$+pp3+++=his
return ^nn++++=return
at ^rb++++=at
once ^rb"+tm+++=once
identified ^vbd+++xvbn+=identified
the ^ati++++=the
house ^nn++++=house
as ^ql++++=as
Anningley ^np+++??+=Anningley
Hall ^nn++++=Hall.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
kind ^rb++++=kind
of ^rb"++++=of
explanation ^nn+nom+++=explanation
of ^in++++=of
the ^ati++++=the
figure ^nn++++=figure
Green ^nn++++=Green?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
question ^nn+nom+++=question
which ^whp+rel+obj++=which
Williams ^np++++=Williams
naturally ^rb++++=naturally
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
Williams ^np++++=Williams.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi+vbi+aux++=be
said ^vbd+vpub++xvbn+=said
in ^in++++=in
the ^ati++++=the
place ^nn++++=place
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
first ^rb++++=first
knew ^vbd+vprv+tht0+xvbn+=knew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
up ^rp++++=up
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Francis ^np++++=Francis
was ^vbd+bedz+vrb++=was
always ^rb++++=always
very ^ql+amp+++=very
much ^ap++++=much
down ^rp++++=down
on ^in++++=on
these ^dt+dem+++=these
poaching ^jj+atrb++xvbg+=poaching
fellows ^nns++++=fellows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
a ^at++++=a
chance ^nn++++=chance
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
get ^vb++++=get
a ^at++++=a
man ^nn++++=man
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
suspected ^vbd+vprv++xvbnx+=suspected
of ^in++++=of
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
off ^in+pl+++=off
the ^ati++++=the
estate ^nn++++=estate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
degrees ^nns+nom+++=degrees
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
rid ^xvbn+++xvbn+=rid
of ^in++++=of
them ^pp3o+pp3+++=them
all ^rb++++=all
but ^cc++++=but
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Squires ^nns++++=Squires
could ^md+pos+++=could
do ^vb+do+vrb++=do
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
things ^nns++++=things
then ^rn+tm+++=then
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
dare ^vb++++=daren't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
