Do ^vb+do+aux++=Do
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
to ^to++++=to
find ^vbi+vprv+++=find,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
circle ^nn++++=circle
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
drawn ^vprf+++xvbnx+=drawn
embraced ^vprf+++xvbn+=embraced
a ^at++++=a
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
rock ^nn++++=rock
smoother ^jjr++++=smoother
than ^in++++=than
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
save ^cs+sub+++=save
that ^dt+dem+++=that
about ^rp++++=about
the ^ati++++=the
centre ^jjb++++=centre
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
a ^ap++++=a
few ^ap"++++=few
rough ^jj+atrb+++=rough
protuberances ^nns+nom++??+=protuberances
or ^cc++++=or
knobs ^nns+++??+=knobs.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
these ^dt+dem+++=these
Tom ^np++++=Tom
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
with ^in++++=with
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
roughish ^jj+atrb+++=roughish,
, ^zz++++=EXTRAWORD
brownish ^jj+atrb+++=brownish
mass ^nn++++=mass
about ^in++++=about
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
closed ^vpsv++agls+xvbnx+=closed
fist ^nn++++=fist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
like ^in++++=like
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
dirty ^jj+atrb+++=dirty
glass ^nn++++=glass
let ^vbd+++xvbn+=let
into ^in++++=into
the ^ati++++=the
wall ^nn++++=wall
of ^in++++=of
the ^ati++++=the
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried--"that ^nn+++??+=cried--"that's
's ^$++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
a ^at++++=a
diamond ^nn++++=diamond,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
such ^abl++++=such
a ^at++++=a
one ^cd1++++=one
as ^ql++++=as
there ^ex+pex+++=there
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
monarch ^nn++++=monarch
in ^in++++=in
Europe ^np++++=Europe
but ^cc++++=but
would ^md+prd+++=would
envy ^vb++++=envy
Tom ^np++++=Tom
Donahue ^np+++??+=Donahue
the ^ati++++=the
possession ^nn++++=possession
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Up ^rb+phrv+++=Up
with ^in+ppvb+++=with
your ^pp$+pp2+++=your
crowbar ^nn++++=crowbar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
soon ^rb+tm+splt++=soon
exorcise ^vb++++=exorcise
the ^ati++++=the
demon ^nn++++=demon
of ^in++++=of
Sasassa ^np+++??+=Sasassa
Valley ^nn++++=Valley!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
astounded ^jj+++xvbn+=astounded
that ^dt+dem+++=that
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
speechless ^jj++++=speechless
with ^in++++=with
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
at ^in++++=at
the ^ati++++=the
treasure ^nn++++=treasure
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
so ^ql++++=so
unexpectedly ^rb++++=unexpectedly
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
our ^pp$+pp1+++=our
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Here,
here ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
hand ^nn++++=hand
me ^pp1o+pp1+++=me
the ^ati++++=the
crowbar ^nn++++=crowbar,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
by ^in++++=by
using ^xvbg+++xvbg+=using
this ^dt+dem+++=this
little ^ap++++=little
round ^in++++=round
knob ^nn++++=knob
which ^whp+rel+obj++=which
projects ^nns++++=projects
from ^in++++=from
the ^ati++++=the
cliff ^nn++++=cliff
here ^rn+pl+++=here
as ^in++++=as
a ^at++++=a
fulcrum ^nn++++=fulcrum,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
may ^md+pos+++=may
be ^vb+be+vrb++=be
able ^jj+pred+++=able
to ^to+jcmp+++=to
lever ^vb++++=lever
it ^pp3+it+++=it
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes;
; ^zz++++=EXTRAWORD
there ^rn+pl+++=there
it ^pp3+it+++=it
goes ^vbz++++=goes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
could ^md+pos+++=could
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
so ^ql++++=so
easily ^rb++++=easily.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sooner ^rbr++++=sooner
we ^pp1a+pp1+++=we
get ^vb++++=get
back ^rb+phrv+++=back
to ^in++++=to
our ^pp$+pp1+++=our
hut ^nn++++=hut
and ^cc++++=and
then ^rn+tm+++=then
down ^rp++++=down
to ^in++++=to
Cape ^np++++=Cape
Town ^nn++++=Town,
, ^zz++++=EXTRAWORD
the ^ati++++=the
better ^nn++++=better."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
wrapped ^vbd+++xvbn+=wrapped
up ^rp++++=up
our ^pp$+pp1+++=our
treasure ^nn++++=treasure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
our ^pp$+pp1+++=our
way ^nn++++=way
across ^in+pl+++=across
the ^ati++++=the
hills ^nns++++=hills
toward ^in++++=toward
home ^nr++++=home.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
law ^nn++++=law
student ^nn++++=student
in ^in++++=in
the ^ati++++=the
Middle ^jjb+atrb+++=Middle
Temple ^nn++++=Temple,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
upon ^in+ppvb+++=upon
a ^at++++=a
dusty ^jj+atrb+++=dusty
pamphlet ^nn+nom+++=pamphlet
in ^in++++=in
the ^ati++++=the
library ^nn+nom+++=library,
, ^zz++++=EXTRAWORD
by ^in++++=by
one ^cd1++++=one
Jans ^np+++??+=Jans
van ^&fw++++=van
Hounym ^np+++??+=Hounym,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
told ^vbd+vpub++xvbn+=told
of ^in++++=of
an ^at++++=an
experience ^nn+nom+++=experience
very ^ql+amp+++=very
similar ^jj++++=similar
to ^in++++=to
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
befallen ^vprf+++xvbn+=befallen
that ^cs+sub+++=that
worthy ^jj+atrb+++=worthy
Dutchman ^np+nom++??+=Dutchman
in ^in++++=in
the ^ati++++=the
latter ^ap++++=latter
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
seventeenth ^od++++=seventeenth
century ^nn++++=century,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
resulted ^vbd+++xvbn+=resulted
in ^in++++=in
the ^ati++++=the
discovery ^nn+nom+++=discovery
of ^in++++=of
a ^at++++=a
luminous ^jj+atrb+++=luminous
diamond ^nn++++=diamond.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
tale ^nn++++=tale
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
which ^whp+who+++=which
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
head ^nn++++=head
as ^ql++++=as
he ^pp3a+pp3+++=he
listened ^vbd+++xvbnx+=listened
to ^in++++=to
honest ^jj+atrb+++=honest
Dick ^np++++=Dick
Wharton ^np++++=Wharton's
's ^$++++=EXTRAWORD
ghost ^nn++++=ghost-story,
- ^zz++++=EXTRAWORD
story ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
means ^nn++++=means
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
adopted ^vprf+++xvbnx+=adopted
to ^to++++=to
verify ^vbi+vpub+tht0++=verify
his ^pp$+pp3+++=his
supposition ^nn+nom+++=supposition
sprang ^vbd+++xvbn+=sprang
from ^in++++=from
his ^pp$+pp3+++=his
own ^ap++++=own
fertile ^jj+atrb+++=fertile
Irish ^jj+atrb+++=Irish
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
down ^rp++++=down
to ^in++++=to
Cape ^np++++=Cape
Town ^nn++++=Town,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
dispose ^vb++++=dispose
of ^in+ppvb+++=of
it ^pp3+it+++=it
with ^in++++=with
advantage ^nn+nom+++=advantage
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
worth ^in++++=worth
our ^pp$+pp1+++=our
while ^cs+sub+++=while
to ^in++++=to
ship ^nn++++=ship
for ^in++++=for
London ^np++++=London
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
go ^vb++++=go
along ^in++++=along
to ^in++++=to
Madison ^np++++=Madison's
's ^$++++=EXTRAWORD
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knows ^vbz+vprv+tht0++=knows
something ^pn++++=something
of ^in++++=of
these ^dt+dem+++=these
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
can ^md+pos+++=can
perhaps ^rb++splt++=perhaps
give ^vb++++=give
us ^pp1o+pp1+++=us
some ^dti++++=some
idea ^nn++++=idea
of ^in++++=of
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
may ^md+pos+++=may
consider ^nn+nom+++=consider
a ^at++++=a
fair ^jj+atrb+++=fair
price ^nn++++=price
for ^in++++=for
our ^pp$+pp1+++=our
treasure ^nn++++=treasure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
turned ^vbd+++xvbn+=turned
off ^in+pl+++=off
from ^in++++=from
the ^ati++++=the
track ^nn++++=track
accordingly ^rb+cnj+++=accordingly,
, ^zz++++=EXTRAWORD
before ^in++++=before
reaching ^xvbg+++xvbg+=reaching
our ^pp$+pp1+++=our
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kept ^vpsv++agls+xvbn+=kept
along ^in++++=along
the ^ati++++=the
narrow ^jj+atrb+++=narrow
path ^nn++++=path
leading ^vwbg+++xvbg+=leading
to ^in++++=to
Madison ^np++++=Madison's
's ^$++++=EXTRAWORD
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
at ^rb++splt++=at
lunch ^vb++++=lunch
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
entered ^vbd+++xvbn+=entered;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
minute ^nn++++=minute
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
seated ^vpsv++agls+xvbnx+=seated
at ^rb++++=at
each ^dt++++=each
side ^nn++++=side
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
enjoying ^vbg+++xvbg+=enjoying
South ^nr+pl+++=South
African ^jj+atrb+++=African
hospitality ^nn+nom+++=hospitality.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
servants ^nns+nom+++=servants
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
" ^zz++++="what's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
something ^pn++++=something
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
produced ^vbd+++xvbn+=produced
his ^pp$+pp3+++=his
packet ^nn++++=packet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
solemnly ^rb++++=solemnly
untied ^vbd+++xvbn+=untied
the ^ati++++=the
handkerchiefs ^nns+++??+=handkerchiefs
which ^whp+rel+subj++=which
enveloped ^vbd+++xvbn+=enveloped
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="There!"
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
putting ^vbg+++xvbg+=putting
his ^pp$+pp3+++=his
crystal ^nn++++=crystal
on ^in++++=on
the ^ati++++=the
table ^nn++++=table;
; ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+whq++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
was ^vbd+bedz+vrb++=was
a ^at++++=a
fair ^jj+atrb+++=fair
price ^nn++++=price
for ^in++++=for
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Madison ^np+++??+=Madison
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
examined ^vbd+++xvbn+=examined
it ^pp3+it+++=it
critically ^rb++++=critically.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
laying ^vbg+++xvbg+=laying
it ^pp3+it+++=it
down ^in++++=down
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
" ^zz++++="in
in ^in++++=EXTRAWORD
its ^pp$+it+++=its
crude ^jj+atrb+++=crude
state ^nn++++=state
about ^in++++=about
twelve ^cd++++=twelve
shillings ^nns+nom+++=shillings
per ^nnu++++=per
ton ^&fw++++=ton."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twelve
twelve ^cd++++=EXTRAWORD
shillings ^nns+nom+++=shillings!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rock-salt!"
rock ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rock-salt
rock ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
be ^vb+be+vrb++=be
d ^zz++++=d--d!
-- ^--+clp+++=EXTRAWORD
d ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
a ^at++++=a
diamond ^nn++++=diamond."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Taste
taste ^nn++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Madison ^np+++??+=Madison.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
to ^in++++=to
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
dashed ^xvbn+++xvbn+=dashed
it ^pp3+it+++=it
down ^rp++++=down
with ^in++++=with
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
exclamation ^nn+nom+++=exclamation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rushed ^vbd+++xvbn+=rushed
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
sad ^jj++++=sad
and ^cc+phrs+++=and
disappointed ^jj+++xvbn+=disappointed
enough ^qlp++++=enough
myself ^ppl+pp1+++=myself;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
remembering ^nc+++xvbg+=remembering
what ^wdt+who+++=what
Tom ^np++++=Tom
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
about ^in++++=about
the ^ati++++=the
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
too ^ql++++=too
left ^vbd+++xvbn+=left
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vpsv++agls+xvbn+=made
for ^in+ppvb+++=for
the ^ati++++=the
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
Madison ^np+++??+=Madison
open ^jj++++=open-mouthed
- ^zz++++=EXTRAWORD
mouthed ^vbd+++xvbn+=EXTRAWORD
with ^in++++=with
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
Tom ^np++++=Tom
lying ^vwbg+++xvbg+=lying
in ^in++++=in
his ^pp$+pp3+++=his
bunk ^nn++++=bunk
with ^in++++=with
his ^pp$+pp3+++=his
face ^nn++++=face
to ^in++++=to
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
too ^ql++++=too
dispirited ^jj++++=dispirited
apparently ^rb++++=apparently
to ^in++++=to
answer ^nn++++=answer
my ^pp$+pp1+++=my
consolations ^nns+nom+++=consolations.
. ^zz++++=EXTRAWORD
Anathematising ^np+++??+=Anathematising
Dick ^np++++=Dick
and ^cc++++=and
Madison ^np+++??+=Madison,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sasassa ^np+++??+=Sasassa
demon ^nn++++=demon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everything ^pn++++=everything
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
strolled ^vbd+++xvbnx+=strolled
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
refreshed ^xvbn+++xvbn+=refreshed
myself ^ppl+pp1+++=myself
with ^in++++=with
a ^at++++=a
pipe ^nn++++=pipe
after ^in++++=after
our ^pp$+pp1+++=our
wearisome ^jj+atrb+++=wearisome
adventure ^nn++++=adventure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^in++++=about
fifty ^cd++++=fifty
yards ^nns++++=yards
from ^in++++=from
the ^ati++++=the
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
issuing ^vbg+++xvbg+=issuing
from ^in++++=from
it ^pp3+it+++=it
the ^ati++++=the
sound ^nn++++=sound
which ^whp+rel+obj++=which
of ^in++++=of
all ^abn++++=all
others ^aps++++=others
I ^pp1a+pp1+++=I
least ^rbt++++=least
expected ^vbd+vprv++xvbn+=expected
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
it ^pp3+it+++=it
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
groan ^nn++++=groan
or ^cc++++=or
an ^at++++=an
oath ^nn++++=oath,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
matter ^nn++++=matter
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sound ^nn++++=sound
which ^whp+rel+subj++=which
caused ^vbd+++xvbn+=caused
me ^pp1o+pp1+++=me
to ^to++++=to
stop ^vbi++++=stop
and ^cc+phrs+++=and
take ^vb++++=take
the ^ati++++=the
pipe ^nn++++=pipe
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
was ^vbd+bedz+vrb++=was
a ^at++++=a
hearty ^jj+atrb+++=hearty
roar ^nn++++=roar
of ^in++++=of
laughter ^nn+nom+++=laughter!
! ^zz++++=EXTRAWORD
Next ^ap++++=Next
moment ^nn++++=moment
Tom ^np++++=Tom
himself ^ppl+pp3+++=himself
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
face ^nn++++=face
radiant ^jj++++=radiant
with ^in++++=with
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
" ^zz++++="Game
game ^nn++++=EXTRAWORD
for ^in++++=for
another ^dt++++=another
ten ^cd++++=ten-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
old ^jj++++=old
fellow ^jjb++++=fellow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What!
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
for ^in++++=for
another ^dt++++=another
lump ^nn++++=lump
of ^in++++=of
rock ^nn++++=rock-salt,
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
at ^rb++++=at
twelve ^cd++++=twelve
shillings ^nns+nom+++=shillings
a ^at++++=a
ton ^nn++++=ton?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
' ^zz++++='No
no ^at++++=EXTRAWORD
more ^rbr++++=more
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Hal ^np++++=Hal,
, ^zz++++=EXTRAWORD
an ^at++++=an
you ^pp2+pp2+++=you
love ^nn++++=love
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="
grinned ^vbd+++xvbn+=grinned
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
look ^vb++++=look
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
blessed ^jj+atrb++xvbn+=blessed
fools ^nns++++=fools
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
so ^ql++++=so
floored ^vpsv++by+xvbn+=floored
by ^in++++=by
a ^at++++=a
trifle ^nn++++=trifle!
! ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
sit ^vb++++=sit
on ^in++++=on
this ^dt+dem+++=this
stump ^nn++++=stump
for ^in++++=for
five ^cd++++=five
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
it ^pp3+it+++=it
as ^ql++++=as
clear ^vb++++=clear
as ^ql++++=as
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
many ^ap++++=many
a ^at++++=a
lump ^nn++++=lump
of ^in++++=of
rock ^nn++++=rock-salt
- ^zz++++=EXTRAWORD
salt ^jj++++=EXTRAWORD
